date,WFC,XLF
2010-01-04,27.32,14.69
2010-01-05,28.07,14.96
2010-01-06,28.11,14.99
2010-01-07,29.13,15.31
2010-01-08,28.86,15.22
2010-01-11,28.8,15.23
2010-01-12,28.08,15.01
2010-01-13,28.58,15.18
2010-01-14,28.99,15.25
2010-01-15,28.08,14.94
2010-01-19,28.28,15.13
2010-01-20,27.82,15.09
2010-01-21,28.0,14.66
2010-01-22,27.26,14.182
2010-01-25,27.66,14.26
2010-01-26,26.99,14.01
2010-01-27,28.2,14.35
2010-01-28,28.45,14.28
2010-01-29,28.43,14.18
2010-02-01,28.93,14.42
2010-02-02,28.79,14.558
2010-02-03,28.14,14.4
2010-02-04,27.06,13.78
2010-02-05,27.42,13.94
2010-02-08,26.43,13.66
2010-02-09,26.71,13.8
2010-02-10,27.18,13.91
2010-02-11,27.08,13.94
2010-02-12,26.88,13.95
2010-02-16,27.39,14.24
2010-02-17,27.33,14.29
2010-02-18,27.34,14.38
2010-02-19,27.37,14.46
2010-02-22,28.01,14.65
2010-02-23,27.29,14.38
2010-02-24,27.66,14.63
2010-02-25,27.44,14.59
2010-02-26,27.34,14.68
2010-03-01,27.35,14.72
2010-03-02,27.87,14.77
2010-03-03,28.2,14.78
2010-03-04,28.43,14.93
2010-03-05,29.15,15.22
2010-03-08,28.89,15.25
2010-03-09,28.98,15.3
2010-03-10,29.57,15.47
2010-03-11,29.76,15.6
2010-03-12,29.63,15.54
2010-03-15,29.89,15.54
2010-03-16,30.28,15.729
2010-03-17,30.55,15.92
2010-03-18,30.29,15.83
2010-03-19,30.38,15.69
2010-03-22,30.41,15.77
2010-03-23,31.08,15.9
2010-03-24,30.86,15.91
2010-03-25,31.06,15.98
2010-03-26,31.22,16.0
2010-03-29,31.1,16.02
2010-03-30,30.84,15.92
2010-03-31,31.12,15.95
2010-04-01,31.37,16.08
2010-04-05,31.51,16.24
2010-04-06,32.28,16.41
2010-04-07,31.99,16.35
2010-04-08,32.23,16.48
2010-04-09,32.3,16.541
2010-04-12,32.42,16.61
2010-04-13,32.15,16.62
2010-04-14,33.28,17.05
2010-04-15,33.51,16.98
2010-04-16,32.56,16.36
2010-04-19,33.02,16.52
2010-04-20,33.69,16.74
2010-04-21,33.01,16.64
2010-04-22,33.58,16.73
2010-04-23,33.48,16.78
2010-04-26,32.72,16.5175
2010-04-27,31.72,15.959
2010-04-28,32.45,16.19
2010-04-29,33.23,16.56
2010-04-30,33.11,16.159
2010-05-03,33.88,16.47
2010-05-04,32.94,16.02
2010-05-05,32.66,15.9325
2010-05-06,31.18,15.26
2010-05-07,30.82,15.09
2010-05-10,32.97,15.931
2010-05-11,32.91,15.87
2010-05-12,33.66,16.05
2010-05-13,33.08,15.76
2010-05-14,32.04,15.35
2010-05-17,31.97,15.36
2010-05-18,30.59,14.92
2010-05-19,30.08,14.94
2010-05-20,28.69,14.245
2010-05-21,30.11,14.75
2010-05-24,28.71,14.33
2010-05-25,28.9,14.46
2010-05-26,28.04,14.36
2010-05-27,29.41,15.01
2010-05-28,28.69,14.68
2010-06-01,28.23,14.37
2010-06-02,29.18,14.82
2010-06-03,28.86,14.739
2010-06-04,27.78,14.15
2010-06-07,27.29,13.87
2010-06-08,27.76,14.16
2010-06-09,27.03,14.01
2010-06-10,28.13,14.47
2010-06-11,27.84,14.51
2010-06-14,27.4,14.45
2010-06-15,27.91,14.7925
2010-06-16,28.12,14.8
2010-06-17,27.93,14.78
2010-06-18,28.07,14.83
2010-06-21,27.94,14.81
2010-06-22,27.46,14.575
2010-06-23,27.32,14.51
2010-06-24,26.86,14.25
2010-06-25,27.05,14.635
2010-06-28,27.03,14.5
2010-06-29,25.93,13.98
2010-06-30,25.6,13.81
2010-07-01,25.18,13.68
2010-07-02,24.88,13.52
2010-07-06,25.15,13.6
2010-07-07,26.66,14.2
2010-07-08,26.64,14.31
2010-07-09,27.0,14.51
2010-07-12,27.06,14.53
2010-07-13,27.94,14.89
2010-07-14,27.66,14.78
2010-07-15,27.81,14.75
2010-07-16,26.24,14.129
2010-07-19,26.02,14.12
2010-07-20,25.91,14.27
2010-07-21,26.06,14.039
2010-07-22,27.39,14.45
2010-07-23,27.42,14.56
2010-07-26,27.91,14.76
2010-07-27,28.39,14.8
2010-07-28,28.07,14.67
2010-07-29,27.69,14.72
2010-07-30,27.73,14.71
2010-08-02,28.57,15.08
2010-08-03,28.12,14.91
2010-08-04,27.93,14.97
2010-08-05,27.88,14.91
2010-08-06,27.75,14.78
2010-08-09,28.23,14.86
2010-08-10,27.77,14.73
2010-08-11,26.3,14.21
2010-08-12,26.0,14.11
2010-08-13,25.84,14.07
2010-08-16,25.68,14.03
2010-08-17,25.34,14.14
2010-08-18,25.38,14.2
2010-08-19,24.43,13.87
2010-08-20,24.6,13.83
2010-08-23,24.23,13.74
2010-08-24,23.64,13.51
2010-08-25,23.6,13.55
2010-08-26,23.49,13.44
2010-08-27,24.0,13.73
2010-08-30,23.25,13.44
2010-08-31,23.55,13.5545
2010-09-01,24.66,14.0815
2010-09-02,25.1,14.22
2010-09-03,25.84,14.519
2010-09-07,24.92,14.185
2010-09-08,25.22,14.33
2010-09-09,25.69,14.51
2010-09-10,25.75,14.53
2010-09-13,26.5,14.84
2010-09-14,26.06,14.71
2010-09-15,26.34,14.76
2010-09-16,26.06,14.715
2010-09-17,26.01,14.6105
2010-09-20,26.56,14.885
2010-09-21,26.38,14.75
2010-09-22,25.81,14.5095
2010-09-23,25.04,14.23
2010-09-24,25.59,14.605
2010-09-27,25.53,14.445
2010-09-28,25.35,14.48
2010-09-29,25.04,14.37
2010-09-30,25.115,14.3445
2010-10-01,25.56,14.5
2010-10-04,25.38,14.4
2010-10-05,26.2525,14.73
2010-10-06,26.3,14.72
2010-10-07,26.0,14.66
2010-10-08,25.95,14.7
2010-10-11,25.65,14.68
2010-10-12,25.98,14.845
2010-10-13,25.81,14.859
2010-10-14,24.72,14.595
2010-10-15,23.58,14.345
2010-10-18,24.87,14.67
2010-10-19,24.55,14.4655
2010-10-20,25.6,14.61
2010-10-21,26.03,14.6055
2010-10-22,26.11,14.6015
2010-10-25,25.72,14.55
2010-10-26,25.91,14.57
2010-10-27,25.75,14.58
2010-10-28,25.94,14.575
2010-10-29,26.06,14.559
2010-11-01,25.93,14.56
2010-11-02,25.97,14.595
2010-11-03,26.46,14.74
2010-11-04,27.46,15.231
2010-11-05,29.22,15.58
2010-11-08,29.04,15.4595
2010-11-09,28.13,15.17
2010-11-10,28.58,15.34
2010-11-11,28.19,15.19
2010-11-12,27.54,14.94
2010-11-15,27.65,15.005
2010-11-16,27.19,14.755
2010-11-17,26.86,14.6555
2010-11-18,27.51,14.86
2010-11-19,27.49,14.8545
2010-11-22,26.95,14.64
2010-11-23,26.8,14.41
2010-11-24,27.1125,14.63
2010-11-26,26.65,14.42
2010-11-29,27.2,14.54
2010-11-30,27.21,14.46
2010-12-01,27.53,14.7525
2010-12-02,28.78,15.13
2010-12-03,29.05,15.1805
2010-12-06,28.7425,15.155
2010-12-07,28.47,15.18
2010-12-08,29.37,15.425
2010-12-09,30.07,15.615
2010-12-10,30.27,15.7545
2010-12-13,30.22,15.7445
2010-12-14,29.8175,15.605
2010-12-15,29.79,15.48
2010-12-16,30.02,15.5
2010-12-17,29.96,15.53
2010-12-20,30.1,15.54
2010-12-21,30.82,15.81
2010-12-22,31.31,15.985
2010-12-23,30.99,15.87
2010-12-27,31.21,16.01
2010-12-28,31.2,16.012
2010-12-29,31.02,15.98
2010-12-30,30.82,15.93
2010-12-31,30.99,15.95
2011-01-03,31.58,16.3
2011-01-04,31.65,16.275
2011-01-05,32.37,16.47
2011-01-06,32.15,16.362
2011-01-07,31.5,16.215
2011-01-10,31.2,16.1745
2011-01-11,31.4,16.24
2011-01-12,32.01,16.513
2011-01-13,31.89,16.4555
2011-01-14,32.75,16.72
2011-01-18,32.49,16.62
2011-01-19,31.81,16.25
2011-01-20,31.89,16.33
2011-01-21,32.51,16.4615
2011-01-24,32.7,16.4435
2011-01-25,32.7,16.41
2011-01-26,32.45,16.395
2011-01-27,32.5,16.5385
2011-01-28,31.84,16.25
2011-01-31,32.42,16.4
2011-02-01,33.44,16.74
2011-02-02,32.72,16.61
2011-02-03,32.75,16.615
2011-02-04,32.755,16.6075
2011-02-07,33.32,16.85
2011-02-08,34.1,16.97
2011-02-09,33.13,16.851
2011-02-10,33.0,16.85
2011-02-11,33.76,17.081
2011-02-14,33.87,17.09
2011-02-15,33.68,17.0675
2011-02-16,33.3,17.16
2011-02-17,32.95,17.14
2011-02-18,32.64,17.1785
2011-02-22,31.38,16.6525
2011-02-23,31.5,16.58
2011-02-24,31.44,16.54
2011-02-25,32.4,16.771
2011-02-28,32.26,16.85
2011-03-01,31.65,16.49
2011-03-02,31.55,16.39
2011-03-03,32.41,16.725
2011-03-04,31.91,16.52
2011-03-07,31.72,16.41
2011-03-08,32.51,16.77
2011-03-09,32.8,16.7665
2011-03-10,32.06,16.43
2011-03-11,32.38,16.54
2011-03-14,32.1,16.39
2011-03-15,32.27,16.2
2011-03-16,31.23,15.8995
2011-03-17,31.36,16.09
2011-03-18,31.83,16.27
2011-03-21,31.88,16.345
2011-03-22,31.51,16.259
2011-03-23,31.45,16.215
2011-03-24,31.54,16.295
2011-03-25,31.94,16.34
2011-03-28,31.61,16.2855
2011-03-29,31.59,16.32
2011-03-30,31.91,16.45
2011-03-31,31.71,16.39
2011-04-01,32.06,16.53
2011-04-04,31.8,16.5065
2011-04-05,31.99,16.5
2011-04-06,32.4,16.69
2011-04-07,32.17,16.61
2011-04-08,31.62,16.46
2011-04-11,31.4,16.46
2011-04-12,31.4,16.4
2011-04-13,30.68,16.2775
2011-04-14,30.15,16.13
2011-04-15,29.89,16.14
2011-04-18,29.52,15.92
2011-04-19,30.07,15.97
2011-04-20,28.83,16.01
2011-04-21,28.54,16.1
2011-04-25,28.56,16.08
2011-04-26,28.87,16.18
2011-04-27,29.27,16.28
2011-04-28,29.27,16.41
2011-04-29,29.11,16.38
2011-05-02,29.13,16.31
2011-05-03,29.51,16.38
2011-05-04,28.78,16.24
2011-05-05,28.13,16.03
2011-05-06,28.25,16.11
2011-05-09,28.21,16.07
2011-05-10,28.53,16.22
2011-05-11,28.16,16.0
2011-05-12,28.23,16.0
2011-05-13,27.93,15.77
2011-05-16,27.86,15.75
2011-05-17,28.75,15.87
2011-05-18,28.92,15.94
2011-05-19,28.61,15.94
2011-05-20,28.0,15.72
2011-05-23,27.53,15.5
2011-05-24,27.63,15.48
2011-05-25,27.56,15.49
2011-05-26,27.7,15.57
2011-05-27,28.14,15.68
2011-05-31,28.37,15.84
2011-06-01,26.94,15.305
2011-06-02,27.16,15.32
2011-06-03,26.86,15.22
2011-06-06,26.26,14.93
2011-06-07,25.77,14.895
2011-06-08,25.36,14.76
2011-06-09,26.22,14.93
2011-06-10,26.275,14.83
2011-06-13,26.9,14.98
2011-06-14,27.02,15.055
2011-06-15,26.55,14.73
2011-06-16,26.8,14.81
2011-06-17,27.33,14.891
2011-06-20,26.95,14.88
2011-06-21,27.46,15.09
2011-06-22,27.37,15.0
2011-06-23,27.04,14.85
2011-06-24,27.26,14.76
2011-06-27,27.45,14.91
2011-06-28,27.49,14.98
2011-06-29,28.07,15.29
2011-06-30,28.06,15.35
2011-07-01,28.67,15.63
2011-07-05,28.42,15.49
2011-07-06,28.12,15.41
2011-07-07,28.66,15.66
2011-07-08,28.3,15.46
2011-07-11,27.59,15.04
2011-07-12,27.39,14.98
2011-07-13,27.53,14.99
2011-07-14,27.28,14.88
2011-07-15,27.18,14.85
2011-07-18,26.88,14.65
2011-07-19,28.41,14.831
2011-07-20,28.7,15.0
2011-07-21,29.38,15.36
2011-07-22,29.14,15.32
2011-07-25,28.95,15.21
2011-07-26,28.97,15.19
2011-07-27,28.58,14.83
2011-07-28,28.3,14.84
2011-07-29,27.94,14.795
2011-08-01,27.93,14.75
2011-08-02,27.18,14.349
2011-08-03,27.3,14.42
2011-08-04,25.74,13.69
2011-08-05,25.21,13.43
2011-08-08,22.93,12.157
2011-08-09,24.78,13.1
2011-08-10,22.88,12.19
2011-08-11,24.29,12.87
2011-08-12,24.13,12.78
2011-08-15,25.02,13.19
2011-08-16,24.55,12.93
2011-08-17,24.88,13.01
2011-08-18,23.72,12.38
2011-08-19,23.36,12.13
2011-08-22,22.89,11.98
2011-08-23,23.94,12.368
2011-08-24,24.43,12.7
2011-08-25,24.76,12.66
2011-08-26,24.59,12.77
2011-08-29,25.42,13.3
2011-08-30,25.4,13.21
2011-08-31,26.1,13.38
2011-09-01,25.23,13.08
2011-09-02,24.2,12.54
2011-09-06,23.92,12.32
2011-09-07,24.96,12.91
2011-09-08,24.4,12.63
2011-09-09,23.52,12.23
2011-09-12,24.1,12.37
2011-09-13,24.36,12.45
2011-09-14,24.69,12.6
2011-09-15,25.19,12.92
2011-09-16,24.95,12.905
2011-09-19,24.33,12.56
2011-09-20,24.67,12.52
2011-09-21,23.71,11.9
2011-09-22,23.17,11.56
2011-09-23,23.69,11.68
2011-09-26,24.79,12.2
2011-09-27,24.96,12.26
2011-09-28,24.45,11.905
2011-09-29,24.99,12.24
2011-09-30,24.12,11.81
2011-10-03,23.18,11.28
2011-10-04,24.21,11.73
2011-10-05,24.5,11.9
2011-10-06,25.37,12.27
2011-10-07,24.54,11.83
2011-10-10,26.13,12.44
2011-10-11,26.05,12.43
2011-10-12,26.95,12.745
2011-10-13,26.12,12.45
2011-10-14,26.67,12.6
2011-10-17,24.42,12.21
2011-10-18,25.86,12.79
2011-10-19,25.18,12.61
2011-10-20,25.76,12.8
2011-10-21,26.31,13.13
2011-10-24,26.52,13.42
2011-10-25,25.55,13.02
2011-10-26,25.76,13.25
2011-10-27,27.07,14.04
2011-10-28,27.08,14.05
2011-10-31,25.91,13.495
2011-11-01,24.77,12.86
2011-11-02,25.33,13.24
2011-11-03,25.81,13.47
2011-11-04,25.4,13.285
2011-11-07,25.42,13.36
2011-11-08,26.53,13.61
2011-11-09,24.99,12.87
2011-11-10,25.08,12.93
2011-11-11,25.65,13.235
2011-11-14,25.1,12.972
2011-11-15,25.29,13.03
2011-11-16,24.94,12.71
2011-11-17,24.67,12.46
2011-11-18,24.69,12.5
2011-11-21,24.18,12.19
2011-11-22,23.93,12.08
2011-11-23,23.21,11.75
2011-11-25,23.51,11.78
2011-11-28,24.15,12.13
2011-11-29,24.08,12.065
2011-11-30,25.86,12.81
2011-12-01,25.64,12.74
2011-12-02,26.07,12.91
2011-12-05,26.74,13.17
2011-12-06,26.65,13.18
2011-12-07,27.05,13.34
2011-12-08,26.19,12.82
2011-12-09,26.91,13.1
2011-12-12,26.29,12.79
2011-12-13,25.79,12.61
2011-12-14,25.86,12.56
2011-12-15,25.61,12.57
2011-12-16,25.98,12.54
2011-12-19,25.31,12.255
2011-12-20,26.5,12.72
2011-12-21,26.89,12.79
2011-12-22,27.25,13.055
2011-12-23,27.785,13.15
2011-12-27,27.61,13.075
2011-12-28,27.11,12.865
2011-12-29,27.76,13.07
2011-12-30,27.56,13.0
2012-01-03,28.43,13.34
2012-01-04,28.56,13.3
2012-01-05,29.02,13.48
2012-01-06,28.94,13.395
2012-01-09,29.3,13.465
2012-01-10,29.41,13.71
2012-01-11,29.62,13.865
2012-01-12,29.61,13.92
2012-01-13,29.61,13.815
2012-01-17,29.825,13.71
2012-01-18,30.24,13.92
2012-01-19,30.15,14.05
2012-01-20,30.54,14.14
2012-01-23,30.92,14.19
2012-01-24,30.54,14.17
2012-01-25,30.2,14.2
2012-01-26,29.05,14.079
2012-01-27,29.6,14.13
2012-01-30,29.25,14.0
2012-01-31,29.21,14.055
2012-02-01,29.89,14.28
2012-02-02,29.9,14.35
2012-02-03,30.63,14.735
2012-02-06,30.2,14.665
2012-02-07,30.26,14.66
2012-02-08,30.63,14.77
2012-02-09,30.58,14.71
2012-02-10,30.26,14.565
2012-02-13,30.62,14.7
2012-02-14,30.42,14.56
2012-02-15,30.17,14.47
2012-02-16,30.37,14.695
2012-02-17,31.09,14.79
2012-02-21,30.96,14.775
2012-02-22,30.59,14.585
2012-02-23,30.65,14.72
2012-02-24,30.18,14.67
2012-02-27,31.03,14.78
2012-02-28,31.37,14.82
2012-02-29,31.29,14.76
2012-03-01,31.54,14.92
2012-03-02,31.28,14.865
2012-03-05,30.97,14.81
2012-03-06,30.105,14.445
2012-03-07,30.41,14.63
2012-03-08,31.4,14.77
2012-03-09,31.66,14.89
2012-03-12,31.51,14.85
2012-03-13,33.33,15.42
2012-03-14,33.37,15.4399
2012-03-15,34.07,15.71
2012-03-16,33.89,15.72
2012-03-19,34.25,15.8001
2012-03-20,34.32,15.875
2012-03-21,34.02,15.805
2012-03-22,33.355,15.595
2012-03-23,33.53,15.73
2012-03-26,34.39,15.9772
2012-03-27,34.0,15.83
2012-03-28,34.47,15.87
2012-03-29,33.94,15.71
2012-03-30,34.14,15.795
2012-04-02,34.51,15.92
2012-04-03,34.48,15.83
2012-04-04,33.88,15.5799
2012-04-05,33.73,15.535
2012-04-09,33.42,15.3
2012-04-10,32.92,14.97
2012-04-11,33.62,15.205
2012-04-12,34.02,15.49
2012-04-13,32.84,15.13
2012-04-16,33.15,15.24
2012-04-17,33.68,15.44
2012-04-18,33.57,15.34
2012-04-19,33.12,15.265
2012-04-20,33.0,15.185
2012-04-23,32.69,15.08
2012-04-24,33.07,15.25
2012-04-25,33.35,15.38
2012-04-26,33.84,15.51
2012-04-27,33.77,15.52
2012-04-30,33.415,15.43
2012-05-01,34.09,15.59
2012-05-02,33.57,15.465
2012-05-03,33.39,15.34
2012-05-04,33.03,15.1
2012-05-07,33.5,15.185
2012-05-08,33.15,15.085
2012-05-09,32.63,14.92
2012-05-10,33.19,14.98
2012-05-11,33.31,14.81
2012-05-14,32.41,14.505
2012-05-15,32.24,14.43
2012-05-16,31.97,14.22
2012-05-17,31.44,13.93
2012-05-18,30.94,13.771
2012-05-21,31.4,13.9
2012-05-22,31.67,14.01
2012-05-23,31.74,14.06
2012-05-24,31.81,14.07
2012-05-25,31.86,14.02
2012-05-29,32.25,14.22
2012-05-30,31.7,13.8885
2012-05-31,32.05,14.01
2012-06-01,30.16,13.49
2012-06-04,30.05,13.36
2012-06-05,30.515,13.58
2012-06-06,30.97,13.975
2012-06-07,31.18,13.97
2012-06-08,31.43,14.137
2012-06-11,30.99,13.88
2012-06-12,31.3,14.085
2012-06-13,31.58,14.04
2012-06-14,32.03,14.205
2012-06-15,32.45,14.34
2012-06-18,32.46,14.26
2012-06-19,32.96,14.5
2012-06-20,32.81,14.53
2012-06-21,32.34,14.205
2012-06-22,32.81,14.335
2012-06-25,32.225,14.04
2012-06-26,32.325,14.11
2012-06-27,32.73,14.28
2012-06-28,32.48,14.27
2012-06-29,33.44,14.635
2012-07-02,33.55,14.725
2012-07-03,33.48,14.81
2012-07-05,33.13,14.59
2012-07-06,33.05,14.47
2012-07-09,33.26,14.45
2012-07-10,32.97,14.34
2012-07-11,33.27,14.46
2012-07-12,32.85,14.31
2012-07-13,33.91,14.705
2012-07-16,34.02,14.68
2012-07-17,34.12,14.76
2012-07-18,33.96,14.69
2012-07-19,34.15,14.595
2012-07-20,33.81,14.375
2012-07-23,33.44,14.26
2012-07-24,33.23,14.215
2012-07-25,33.16,14.27
2012-07-26,33.775,14.485
2012-07-27,34.145,14.76
2012-07-30,33.96,14.73
2012-07-31,33.81,14.66
2012-08-01,33.9,14.59
2012-08-02,33.34,14.48
2012-08-03,34.34,14.82
2012-08-06,34.0,14.88
2012-08-07,33.96,14.94
2012-08-08,33.82,14.94
2012-08-09,33.82,14.93
2012-08-10,33.83,14.94
2012-08-13,33.96,14.95
2012-08-14,33.96,14.93
2012-08-15,33.97,14.98
2012-08-16,34.13,15.08
2012-08-17,34.03,15.13
2012-08-20,34.07,15.17
2012-08-21,34.38,15.22
2012-08-22,34.18,15.2
2012-08-23,33.92,15.05
2012-08-24,34.04,15.13
2012-08-27,34.02,15.12
2012-08-28,34.1,15.1
2012-08-29,34.07,15.13
2012-08-30,33.87,15.05
2012-08-31,34.03,15.16
2012-09-04,33.8,15.16
2012-09-05,33.75,15.16
2012-09-06,34.84,15.52
2012-09-07,35.0,15.68
2012-09-10,34.59,15.55
2012-09-11,34.15,15.68
2012-09-12,34.33,15.74
2012-09-13,35.55,16.15
2012-09-14,36.13,16.28
2012-09-17,35.33,16.13
2012-09-18,35.44,16.05
2012-09-19,35.25,16.04
2012-09-20,35.2,15.95
2012-09-21,34.97,15.83
2012-09-24,35.095,15.835
2012-09-25,34.72,15.595
2012-09-26,34.42,15.495
2012-09-27,34.76,15.64
2012-09-28,34.53,15.59
2012-10-01,34.7,15.66
2012-10-02,34.82,15.69
2012-10-03,35.44,15.83
2012-10-04,35.97,16.065
2012-10-05,35.84,16.06
2012-10-08,35.8,16.05
2012-10-09,35.1,15.95
2012-10-10,35.23,15.94
2012-10-11,35.18,16.03
2012-10-12,34.25,15.81
2012-10-15,33.9,15.99
2012-10-16,33.73,16.09
2012-10-17,34.47,16.295
2012-10-18,34.57,16.33
2012-10-19,34.34,16.11
2012-10-22,34.5,16.11
2012-10-23,33.87,15.84
2012-10-24,33.72,15.84
2012-10-25,34.06,15.88
2012-10-26,33.97,15.8
2012-10-31,33.69,15.8993
2012-11-01,34.06,16.095
2012-11-02,33.74,16.0001
2012-11-05,34.02,15.97
2012-11-06,34.32,16.15
2012-11-07,32.91,15.61
2012-11-08,32.35,15.4782
2012-11-09,32.35,15.5
2012-11-12,32.37,15.525
2012-11-13,32.02,15.42
2012-11-14,31.43,15.145
2012-11-15,31.57,15.18
2012-11-16,31.94,15.28
2012-11-19,32.4,15.5687
2012-11-20,32.92,15.65
2012-11-21,32.59,15.65
2012-11-23,33.2,15.84
2012-11-26,32.9,15.78
2012-11-27,32.63,15.64
2012-11-28,32.81,15.7
2012-11-29,33.16,15.7795
2012-11-30,33.01,15.76
2012-12-03,32.75,15.7
2012-12-04,32.74,15.66
2012-12-05,32.98,15.85
2012-12-06,33.14,15.9
2012-12-07,33.23,16.025
2012-12-10,33.05,15.99
2012-12-11,33.29,16.07
2012-12-12,33.5,16.14
2012-12-13,33.26,16.06
2012-12-14,33.15,16.0
2012-12-17,34.38,16.33
2012-12-18,34.96,16.57
2012-12-19,34.62,16.47
2012-12-20,35.06,16.7
2012-12-21,34.48,16.4
2012-12-24,34.42,16.37
2012-12-26,34.33,16.365
2012-12-27,34.18,16.31
2012-12-28,33.91,16.18
2012-12-31,34.18,16.39
2013-01-02,35.05,16.865
2013-01-03,34.76,16.85
2013-01-04,34.94,17.05
2013-01-07,34.77,17.01
2013-01-08,34.71,16.96
2013-01-09,34.71,16.935
2013-01-10,35.4,17.15
2013-01-11,35.1,17.11
2013-01-14,34.77,17.06
2013-01-15,35.11,17.13
2013-01-16,35.09,17.14
2013-01-17,35.03,17.13
2013-01-18,34.93,17.15
2013-01-22,35.04,17.31
2013-01-23,34.95,17.3
2013-01-24,35.16,17.39
2013-01-25,35.14,17.47
2013-01-28,35.11,17.4
2013-01-29,35.27,17.47
2013-01-30,34.97,17.39
2013-01-31,34.83,17.38
2013-02-01,35.13,17.61
2013-02-04,34.76,17.41
2013-02-05,34.85,17.58
2013-02-06,34.97,17.61
2013-02-07,34.66,17.56
2013-02-08,34.88,17.6
2013-02-11,35.26,17.68
2013-02-12,35.51,17.815
2013-02-13,35.13,17.78
2013-02-14,35.21,17.838
2013-02-15,35.16,17.76
2013-02-19,35.14,17.93
2013-02-20,35.1,17.66
2013-02-21,35.46,17.52
2013-02-22,35.82,17.74
2013-02-25,34.79,17.26
2013-02-26,34.75,17.35
2013-02-27,35.13,17.62
2013-02-28,35.08,17.59
2013-03-01,35.39,17.64
2013-03-04,35.85,17.79
2013-03-05,35.88,17.94
2013-03-06,36.05,18.06
2013-03-07,36.42,18.19
2013-03-08,36.5,18.24
2013-03-11,37.13,18.38
2013-03-12,36.66,18.28
2013-03-13,36.77,18.33
2013-03-14,36.97,18.45
2013-03-15,38.2,18.445
2013-03-18,37.76,18.27
2013-03-19,37.49,18.165
2013-03-20,37.44,18.289
2013-03-21,37.14,18.07
2013-03-22,37.2,18.175
2013-03-25,37.21,18.13
2013-03-26,37.3,18.245
2013-03-27,36.98,18.16
2013-03-28,36.99,18.209
2013-04-01,36.93,18.12
2013-04-02,36.88,18.225
2013-04-03,36.67,17.925
2013-04-04,37.42,18.085
2013-04-05,37.15,18.03
2013-04-08,37.02,18.21
2013-04-09,37.45,18.26
2013-04-10,37.57,18.505
2013-04-11,37.51,18.55
2013-04-12,37.21,18.47
2013-04-15,36.57,18.08
2013-04-16,37.06,18.36
2013-04-17,36.56,18.015
2013-04-18,36.27,17.83
2013-04-19,36.69,18.08
2013-04-22,36.73,18.1
2013-04-23,37.13,18.425
2013-04-24,37.34,18.54
2013-04-25,37.64,18.65
2013-04-26,37.88,18.565
2013-04-29,37.88,18.65
2013-04-30,37.98,18.7
2013-05-01,37.46,18.49
2013-05-02,37.41,18.65
2013-05-03,37.74,18.85
2013-05-06,37.9,19.05
2013-05-07,38.4,19.15
2013-05-08,38.45,19.305
2013-05-09,37.89,19.17
2013-05-10,38.03,19.25
2013-05-13,38.2,19.31
2013-05-14,38.76,19.64
2013-05-15,39.3,19.82
2013-05-16,39.26,19.69
2013-05-17,39.88,19.95
2013-05-20,40.2,19.99
2013-05-21,40.68,20.04
2013-05-22,40.1,19.83
2013-05-23,40.01,19.71
2013-05-24,40.24,19.73
2013-05-28,40.52,19.931
2013-05-29,40.75,19.93
2013-05-30,41.25,20.17
2013-05-31,40.55,19.8401
2013-06-03,40.73,19.86
2013-06-04,40.44,19.68
2013-06-05,39.82,19.36
2013-06-06,40.72,19.63
2013-06-07,41.25,19.97
2013-06-10,41.27,19.98
2013-06-11,40.66,19.65
2013-06-12,40.27,19.44
2013-06-13,40.94,19.805
2013-06-14,40.16,19.55
2013-06-17,40.61,19.74
2013-06-18,40.84,19.865
2013-06-19,40.66,19.6
2013-06-20,40.09,19.175
2013-06-21,40.96,19.115
2013-06-24,39.8,18.775
2013-06-25,40.3,19.125
2013-06-26,41.02,19.32
2013-06-27,41.56,19.57
2013-06-28,41.27,19.445
2013-07-01,41.36,19.51
2013-07-02,41.22,19.53
2013-07-03,41.22,19.47
2013-07-05,42.07,19.82
2013-07-08,42.83,19.965
2013-07-09,42.7,20.135
2013-07-10,42.07,20.02
2013-07-11,41.89,20.21
2013-07-12,42.63,20.35
2013-07-15,43.35,20.44
2013-07-16,43.02,20.36
2013-07-17,43.51,20.445
2013-07-18,44.41,20.72
2013-07-19,44.45,20.73
2013-07-22,44.63,20.87
2013-07-23,44.57,20.79
2013-07-24,44.31,20.64
2013-07-25,43.65,20.66
2013-07-26,43.51,20.64
2013-07-29,43.25,20.49
2013-07-30,43.26,20.48
2013-07-31,43.5,20.49
2013-08-01,44.26,20.815
2013-08-02,44.49,20.81
2013-08-05,44.34,20.765
2013-08-06,44.03,20.58
2013-08-07,43.27,20.44
2013-08-08,43.22,20.49
2013-08-09,43.23,20.42
2013-08-12,43.2,20.34
2013-08-13,43.32,20.44
2013-08-14,43.1,20.36
2013-08-15,42.99,20.06
2013-08-16,42.75,20.025
2013-08-19,42.49,19.76
2013-08-20,42.59,19.95
2013-08-21,42.36,19.81
2013-08-22,42.48,20.04
2013-08-23,42.76,20.06
2013-08-26,42.39,19.935
2013-08-27,41.11,19.45
2013-08-28,41.25,19.485
2013-08-29,41.25,19.53
2013-08-30,41.08,19.44
2013-09-03,41.39,19.601
2013-09-04,41.5,19.755
2013-09-05,41.82,19.8
2013-09-06,41.43,19.8
2013-09-09,41.72,20.03
2013-09-10,42.45,20.265
2013-09-11,42.5,20.29
