date,NTRS,KBE
2023-06-23,71.28,34.81
2023-06-26,71.78,35.16
2023-06-27,72.35,35.7
2023-06-28,72.02,35.57
2023-06-29,73.35,36.2
2023-06-30,74.14,36.0
2023-07-03,75.36,36.69
2023-07-05,74.2,36.24
2023-07-06,73.24,35.66
2023-07-07,74.32,36.35
2023-07-10,73.73,36.63
2023-07-11,74.79,37.14
2023-07-12,74.63,37.8
2023-07-13,76.18,38.45
2023-07-14,71.19,37.71
2023-07-17,70.47,38.36
2023-07-18,71.7,39.71
2023-07-19,81.28,40.8
2023-07-20,79.58,40.75
2023-07-21,78.75,40.26
2023-07-24,79.58,41.07
2023-07-25,78.35,40.56
2023-07-26,79.85,42.07
2023-07-27,79.17,41.44
2023-07-28,80.06,41.94
2023-07-31,80.12,41.96
2023-08-01,80.22,41.54
2023-08-02,80.13,41.32
2023-08-03,80.81,41.77
2023-08-04,80.25,41.89
2023-08-07,80.85,42.33
2023-08-08,79.59,41.77
2023-08-09,79.0,41.19
2023-08-10,79.78,41.17
2023-08-11,79.91,41.33
2023-08-14,78.72,40.69
2023-08-15,76.95,39.43
2023-08-16,76.52,38.96
2023-08-17,76.95,38.92
2023-08-18,76.74,38.95
2023-08-21,76.19,38.68
2023-08-22,74.26,37.72
2023-08-23,75.38,38.23
2023-08-24,75.38,38.34
2023-08-25,74.67,38.18
2023-08-28,75.53,38.66
2023-08-29,76.05,39.13
2023-08-30,76.11,38.94
2023-08-31,76.07,39.06
2023-09-01,77.29,39.84
2023-09-05,76.43,39.11
2023-09-06,76.33,38.29
2023-09-07,75.55,37.82
2023-09-08,76.39,38.17
2023-09-11,77.08,38.12
2023-09-12,71.85,38.51
2023-09-13,71.91,38.08
2023-09-14,73.46,38.69
2023-09-15,72.72,38.55
2023-09-18,71.76,37.75
2023-09-19,70.45,37.6
2023-09-20,69.87,37.28
2023-09-21,69.54,36.74
2023-09-22,69.43,36.55
2023-09-25,69.22,36.99
2023-09-26,68.96,36.37
2023-09-27,68.45,36.22
2023-09-28,69.21,36.61
2023-09-29,69.48,36.85
2023-10-02,67.84,36.05
2023-10-03,66.82,35.32
2023-10-04,66.49,35.62
2023-10-05,66.67,36.18
2023-10-06,67.46,36.31
2023-10-09,67.17,36.35
2023-10-10,67.73,36.86
2023-10-11,68.35,36.98
2023-10-12,67.1,36.49
2023-10-13,67.42,35.98
2023-10-16,68.85,36.81
2023-10-17,70.61,37.53
2023-10-18,65.94,36.58
2023-10-19,65.5,36.14
2023-10-20,64.28,34.87
2023-10-23,64.18,34.75
2023-10-24,63.55,34.67
2023-10-25,63.06,34.5
2023-10-26,64.95,35.41
2023-10-27,63.54,34.67
2023-10-30,65.12,35.12
2023-10-31,65.91,35.32
2023-11-01,66.88,35.49
2023-11-02,70.1,37.25
2023-11-03,71.35,38.45
2023-11-06,70.32,37.91
2023-11-07,69.52,37.59
2023-11-08,69.35,37.21
2023-11-09,69.4,36.66
2023-11-10,70.7,36.97
2023-11-13,70.98,36.98
2023-11-14,73.84,39.29
2023-11-15,74.88,39.82
2023-11-16,74.64,39.37
2023-11-17,75.38,39.94
2023-11-20,75.85,39.9
2023-11-21,75.56,39.21
2023-11-22,76.15,39.4
2023-11-24,76.36,39.5
2023-11-27,76.23,39.37
2023-11-28,76.7,39.38
2023-11-29,78.28,40.18
2023-11-30,79.25,40.35
2023-12-01,80.28,42.04
2023-12-04,80.77,42.56
2023-12-05,80.76,41.98
2023-12-06,80.67,41.97
2023-12-07,79.86,42.69
2023-12-08,80.39,43.16
2023-12-11,80.83,43.14
2023-12-12,80.46,42.94
2023-12-13,82.85,45.06
2023-12-14,85.93,47.03
2023-12-15,85.45,46.4
2023-12-18,85.59,45.73
2023-12-19,85.86,46.31
2023-12-20,83.09,45.32
2023-12-21,83.8,45.76
2023-12-22,83.84,45.97
2023-12-26,84.25,46.58
2023-12-27,84.57,46.54
2023-12-28,84.96,46.62
2023-12-29,84.38,46.02
