date,FITB,KBE
2017-10-18,28.07,44.86
2017-10-19,28.28,45.13
2017-10-20,28.6,45.74
2017-10-23,28.43,45.35
2017-10-24,28.6,45.68
2017-10-25,28.58,45.45
2017-10-26,28.85,45.9
2017-10-27,29.07,46.21
2017-10-30,29.01,45.62
2017-10-31,28.9,45.61
2017-11-01,28.96,45.51
2017-11-02,29.26,45.81
2017-11-03,29.12,45.67
2017-11-06,29.24,45.55
2017-11-07,28.45,44.49
2017-11-08,28.3,44.19
2017-11-09,28.01,43.79
2017-11-10,27.67,43.68
2017-11-13,28.19,44.24
2017-11-14,28.61,44.54
2017-11-15,28.46,44.65
2017-11-16,28.47,44.64
2017-11-17,28.45,44.9
2017-11-20,28.57,45.29
2017-11-21,28.48,45.25
2017-11-22,28.42,45.1
2017-11-24,28.2,44.88
2017-11-27,28.4,44.88
2017-11-28,29.24,46.33
2017-11-29,30.46,47.74
2017-11-30,30.51,47.45
2017-12-01,30.69,47.53
2017-12-04,31.36,48.33
2017-12-05,30.78,47.6
2017-12-06,30.58,47.35
2017-12-07,30.4,47.6
2017-12-08,30.37,47.71
2017-12-11,30.3,47.47
2017-12-12,30.45,47.82
2017-12-13,29.94,47.26
2017-12-14,29.67,46.79
2017-12-15,30.03,47.39
2017-12-18,30.47,48.03
2017-12-19,30.62,47.79
2017-12-20,30.51,47.71
2017-12-21,30.93,48.37
2017-12-22,30.84,48.18
2017-12-26,30.68,47.81
2017-12-27,30.66,47.54
2017-12-28,30.64,47.79
2017-12-29,30.34,47.34
2018-01-02,30.43,47.47
2018-01-03,30.52,47.57
2018-01-04,30.63,47.89
2018-01-05,30.71,48.16
2018-01-08,30.7,48.14
2018-01-09,31.25,48.77
2018-01-10,31.58,49.43
2018-01-11,31.86,50.07
2018-01-12,32.35,50.36
2018-01-16,32.28,49.96
2018-01-17,32.49,50.23
2018-01-18,32.17,50.05
2018-01-19,32.5,50.78
2018-01-22,32.77,51.01
2018-01-23,32.92,51.16
2018-01-24,33.33,50.99
2018-01-25,32.84,50.71
2018-01-26,33.35,50.83
2018-01-29,33.17,50.68
2018-01-30,33.02,50.24
2018-01-31,33.1,50.19
2018-02-01,33.66,50.89
2018-02-02,33.13,50.28
2018-02-05,31.7,48.26
2018-02-06,32.02,48.72
2018-02-07,32.34,48.95
2018-02-08,31.1,47.16
2018-02-09,31.98,48.01
2018-02-12,32.25,48.43
2018-02-13,32.39,48.68
2018-02-14,33.25,50.08
2018-02-15,33.2,50.27
2018-02-16,33.13,50.54
2018-02-20,33.21,50.2
2018-02-21,33.44,50.55
2018-02-22,32.87,49.59
2018-02-23,33.45,50.35
2018-02-26,33.76,50.73
2018-02-27,33.26,50.07
2018-02-28,33.05,49.31
2018-03-01,32.79,49.19
2018-03-02,32.91,49.88
2018-03-05,33.36,50.49
2018-03-06,33.66,51.06
2018-03-07,33.68,51.3
2018-03-08,33.67,50.92
2018-03-09,34.21,51.86
2018-03-12,34.26,51.57
2018-03-13,34.06,51.14
2018-03-14,33.62,50.44
2018-03-15,33.57,50.59
2018-03-16,33.72,50.62
2018-03-19,33.62,50.28
2018-03-20,33.53,50.16
2018-03-21,33.62,50.28
2018-03-22,32.3,48.41
2018-03-23,31.03,46.75
2018-03-26,32.12,48.31
2018-03-27,31.34,47.23
2018-03-28,31.56,47.43
2018-03-29,31.75,47.89
2018-04-02,30.95,46.9
2018-04-03,31.56,47.59
2018-04-04,32.28,48.08
2018-04-05,32.33,48.4
2018-04-06,31.24,47.14
2018-04-09,31.4,46.82
2018-04-10,31.78,47.64
2018-04-11,31.47,47.39
2018-04-12,32.26,48.23
2018-04-13,31.41,47.47
2018-04-16,31.49,47.65
2018-04-17,30.94,47.15
2018-04-18,30.78,46.82
2018-04-19,31.36,47.69
2018-04-20,31.42,48.04
2018-04-23,31.93,48.43
2018-04-24,33.25,48.67
2018-04-25,33.54,48.56
2018-04-26,33.62,48.4
2018-04-27,33.83,48.73
2018-04-30,33.17,47.96
2018-05-01,33.36,48.39
2018-05-02,32.75,48.24
2018-05-03,32.28,47.77
2018-05-04,32.63,48.38
2018-05-07,32.82,48.64
2018-05-08,33.1,49.07
2018-05-09,33.67,49.56
2018-05-10,33.94,49.67
2018-05-11,33.98,49.73
2018-05-14,34.03,49.6
2018-05-15,34.31,49.85
2018-05-16,34.35,50.06
2018-05-17,34.31,50.18
2018-05-18,33.56,49.76
2018-05-21,30.9,50.23
2018-05-22,31.89,50.49
2018-05-23,31.2,50.18
2018-05-24,31.76,49.96
2018-05-25,31.36,49.71
2018-05-29,30.29,48.45
2018-05-30,30.6,49.23
2018-05-31,30.58,48.74
2018-06-01,30.76,49.36
2018-06-04,31.0,49.82
2018-06-05,30.97,49.63
2018-06-06,31.65,50.66
2018-06-07,31.62,50.69
2018-06-08,31.81,50.91
2018-06-11,31.42,50.4
2018-06-12,31.28,50.11
2018-06-13,31.15,49.83
2018-06-14,30.84,49.61
2018-06-15,30.67,49.28
2018-06-18,30.67,49.34
2018-06-19,30.57,49.61
2018-06-20,30.71,49.73
2018-06-21,30.63,49.57
2018-06-22,30.1,49.09
2018-06-25,30.06,48.59
2018-06-26,29.6,48.29
2018-06-27,28.93,47.4
2018-06-28,28.74,47.48
2018-06-29,28.7,47.16
2018-07-02,29.08,47.6
2018-07-03,28.91,47.37
2018-07-05,28.82,47.5
2018-07-06,29.14,47.82
2018-07-09,29.96,48.92
2018-07-10,29.7,48.38
2018-07-11,29.57,48.19
2018-07-12,29.41,47.77
2018-07-13,29.09,47.23
2018-07-16,29.46,47.86
2018-07-17,29.52,47.94
2018-07-18,30.24,48.67
2018-07-19,28.31,48.49
2018-07-20,28.49,48.69
2018-07-23,29.19,49.34
2018-07-24,29.33,48.94
2018-07-25,29.27,48.44
2018-07-26,29.55,48.61
2018-07-27,29.51,48.65
2018-07-30,29.75,48.49
2018-07-31,29.59,48.3
2018-08-01,29.78,48.58
2018-08-02,30.01,49.01
2018-08-03,29.71,48.86
2018-08-06,29.56,48.9
2018-08-07,29.64,49.04
2018-08-08,29.85,49.33
2018-08-09,29.52,49.08
2018-08-10,29.34,48.83
2018-08-13,29.13,48.47
2018-08-14,29.62,49.12
2018-08-15,29.17,48.64
2018-08-16,29.84,49.29
2018-08-17,29.69,49.5
2018-08-20,29.83,49.64
2018-08-21,30.07,50.14
2018-08-22,29.75,50.02
2018-08-23,29.48,49.73
2018-08-24,29.45,49.57
2018-08-27,29.74,49.67
2018-08-28,29.71,49.51
2018-08-29,29.52,49.47
2018-08-30,29.28,49.15
2018-08-31,29.43,49.42
2018-09-04,29.74,49.68
2018-09-05,29.68,49.78
2018-09-06,29.5,49.53
2018-09-07,29.49,49.49
2018-09-10,29.42,49.42
2018-09-11,29.39,49.49
2018-09-12,28.87,48.67
2018-09-13,28.77,48.18
2018-09-14,29.02,48.61
2018-09-17,28.72,48.25
2018-09-18,28.85,48.09
2018-09-19,29.52,48.77
2018-09-20,29.79,49.28
2018-09-21,29.5,48.85
2018-09-24,29.01,48.15
2018-09-25,28.98,48.2
2018-09-26,28.45,47.32
2018-09-27,27.94,46.83
2018-09-28,27.92,46.57
2018-10-01,27.8,46.4
2018-10-02,27.93,46.22
2018-10-03,28.49,47.31
2018-10-04,28.5,47.44
2018-10-05,28.27,46.98
2018-10-08,28.67,47.38
2018-10-09,28.46,47.17
2018-10-10,27.96,46.38
2018-10-11,27.23,44.94
2018-10-12,26.84,44.17
2018-10-15,26.71,44.24
2018-10-16,26.84,44.51
2018-10-17,27.03,44.76
2018-10-18,26.41,43.94
2018-10-19,26.33,43.35
2018-10-22,25.38,42.12
2018-10-23,26.0,42.1
2018-10-24,24.97,40.36
2018-10-25,25.87,41.43
2018-10-26,25.86,41.07
2018-10-29,26.63,41.81
2018-10-30,26.86,42.3
2018-10-31,26.99,42.86
2018-11-01,27.1,43.35
2018-11-02,27.36,43.49
2018-11-05,27.57,43.65
2018-11-06,27.98,43.9
2018-11-07,27.76,44.19
2018-11-08,27.74,44.38
2018-11-09,27.96,44.0
2018-11-12,27.64,43.45
2018-11-13,27.69,43.77
2018-11-14,27.09,42.92
2018-11-15,27.6,43.72
2018-11-16,27.39,43.65
2018-11-19,27.37,43.48
2018-11-20,26.9,42.68
2018-11-21,26.8,42.84
2018-11-23,26.71,42.77
2018-11-26,27.26,43.65
2018-11-27,27.06,43.37
2018-11-28,27.42,43.94
2018-11-29,27.54,43.77
2018-11-30,27.93,44.34
2018-12-03,27.88,44.32
2018-12-04,26.08,41.96
2018-12-06,25.96,41.66
2018-12-07,25.59,41.07
2018-12-10,24.86,40.25
2018-12-11,24.59,39.87
2018-12-12,24.86,40.33
2018-12-13,24.28,39.34
2018-12-14,23.68,38.7
2018-12-17,23.74,38.37
2018-12-18,23.42,37.85
2018-12-19,22.8,36.85
2018-12-20,23.04,36.75
2018-12-21,22.73,35.86
2018-12-24,22.36,35.17
2018-12-26,23.53,36.9
2018-12-27,23.54,36.81
2018-12-28,23.37,37.06
2018-12-31,23.53,37.35
2019-01-02,24.2,37.9
2019-01-03,24.18,37.71
2019-01-04,24.76,38.95
2019-01-07,24.9,39.19
2019-01-08,25.03,39.54
2019-01-09,25.05,39.86
2019-01-10,24.92,39.8
2019-01-11,25.06,39.97
2019-01-14,25.37,40.21
2019-01-15,25.46,40.52
2019-01-16,26.26,41.52
2019-01-17,26.41,41.85
2019-01-18,27.0,42.66
2019-01-22,27.56,42.24
2019-01-23,27.57,42.28
2019-01-24,27.65,42.38
2019-01-25,27.78,42.91
2019-01-28,27.68,43.17
2019-01-29,27.43,43.03
2019-01-30,27.04,43.0
2019-01-31,26.82,42.63
2019-02-01,26.87,42.97
2019-02-04,27.14,43.38
2019-02-05,26.89,43.2
2019-02-06,26.72,43.34
2019-02-07,26.78,43.79
2019-02-08,26.43,43.43
2019-02-11,26.61,43.73
2019-02-12,27.07,44.26
2019-02-13,26.77,44.35
2019-02-14,26.52,43.93
2019-02-15,27.17,44.92
2019-02-19,27.51,45.29
2019-02-20,27.93,45.72
2019-02-21,27.74,45.42
2019-02-22,27.83,45.56
2019-02-25,27.7,45.41
2019-02-26,27.46,44.94
2019-02-27,27.81,45.4
2019-02-28,27.58,45.26
2019-03-01,27.57,45.46
2019-03-04,27.37,45.28
2019-03-05,27.4,45.21
2019-03-06,26.81,44.3
2019-03-07,26.6,43.6
2019-03-08,26.67,43.64
2019-03-11,27.07,43.99
2019-03-12,27.86,43.96
2019-03-13,27.98,44.27
2019-03-14,28.41,44.45
2019-03-15,28.32,44.32
2019-03-18,28.76,44.97
2019-03-19,27.82,44.02
2019-03-20,26.46,42.62
2019-03-21,25.48,42.18
2019-03-22,24.62,40.39
2019-03-25,24.42,40.36
2019-03-26,24.98,41.29
2019-03-27,24.95,41.31
2019-03-28,25.4,41.86
2019-03-29,25.22,41.77
2019-04-01,26.25,42.92
2019-04-02,26.22,42.91
2019-04-03,26.26,43.11
2019-04-04,26.75,43.65
2019-04-05,26.69,43.8
2019-04-08,26.87,43.88
2019-04-09,26.43,43.13
2019-04-10,26.72,43.5
2019-04-11,26.97,43.69
2019-04-12,27.66,44.54
2019-04-15,27.13,43.93
2019-04-16,27.73,44.69
2019-04-17,27.71,44.59
2019-04-18,27.5,44.15
2019-04-22,27.56,43.85
2019-04-23,28.35,44.76
2019-04-24,28.28,44.73
2019-04-25,28.26,44.59
2019-04-26,28.4,45.03
2019-04-29,28.75,45.6
2019-04-30,28.82,45.49
2019-05-01,28.5,44.95
2019-05-02,28.83,45.47
2019-05-03,28.98,46.01
2019-05-06,28.8,45.9
2019-05-07,28.08,45.11
2019-05-08,27.74,44.65
2019-05-09,27.83,44.63
2019-05-10,28.03,44.76
2019-05-13,27.08,42.93
2019-05-14,27.38,43.54
2019-05-15,27.0,43.03
2019-05-16,27.24,43.5
2019-05-17,27.28,43.18
2019-05-20,27.37,43.3
2019-05-21,27.42,43.64
2019-05-22,27.36,43.19
2019-05-23,27.02,42.26
2019-05-24,27.23,42.76
2019-05-28,27.06,42.23
2019-05-29,27.25,42.42
2019-05-30,26.89,41.77
2019-05-31,26.5,40.94
2019-06-03,26.57,41.37
2019-06-04,27.33,42.79
2019-06-05,27.17,42.67
2019-06-06,27.09,42.66
2019-06-07,26.83,42.41
2019-06-10,27.02,42.71
2019-06-11,27.41,42.9
2019-06-12,27.11,42.59
2019-06-13,27.21,42.7
2019-06-14,27.39,42.79
2019-06-17,26.97,42.23
2019-06-18,27.88,42.92
2019-06-19,27.29,42.67
2019-06-20,27.3,42.76
2019-06-21,27.36,42.4
2019-06-24,27.18,41.99
2019-06-25,27.09,41.95
2019-06-26,27.26,42.11
2019-06-27,27.29,42.72
2019-06-28,27.9,43.36
2019-07-01,28.32,43.7
2019-07-02,27.71,43.1
2019-07-03,28.1,43.54
2019-07-05,28.35,44.0
2019-07-08,28.06,43.49
2019-07-09,28.26,43.64
2019-07-10,27.64,43.23
2019-07-11,28.05,43.56
2019-07-12,28.2,43.97
2019-07-15,27.81,43.2
2019-07-16,27.85,43.17
2019-07-17,27.58,42.88
2019-07-18,27.81,43.25
2019-07-19,27.94,43.53
2019-07-22,27.82,43.29
2019-07-23,29.25,43.84
2019-07-24,29.66,44.8
2019-07-25,29.56,44.35
2019-07-26,30.04,44.94
2019-07-29,29.77,44.55
2019-07-30,29.88,44.97
2019-07-31,29.69,44.77
2019-08-01,28.37,43.05
2019-08-02,28.21,42.69
2019-08-05,26.98,41.33
2019-08-06,27.26,41.71
2019-08-07,26.54,41.2
2019-08-08,26.84,42.04
2019-08-09,26.74,41.82
2019-08-12,26.08,40.94
2019-08-13,26.44,41.32
2019-08-14,25.51,39.98
2019-08-15,25.22,39.72
2019-08-16,25.67,40.73
2019-08-19,25.92,41.19
2019-08-20,25.41,40.62
2019-08-21,25.55,40.86
2019-08-22,25.78,41.03
2019-08-23,25.08,39.79
2019-08-26,25.41,40.14
2019-08-27,25.3,39.5
2019-08-28,25.77,39.99
2019-08-29,26.31,40.81
2019-08-30,26.45,40.95
2019-09-03,25.74,40.14
2019-09-04,25.95,40.44
2019-09-05,26.75,41.53
2019-09-06,26.76,41.31
2019-09-09,27.53,42.71
2019-09-10,27.92,43.44
2019-09-11,27.79,43.97
2019-09-12,28.03,44.02
2019-09-13,28.38,44.45
2019-09-16,28.51,44.43
2019-09-17,28.18,43.94
2019-09-18,28.29,44.24
2019-09-19,27.95,43.94
2019-09-20,27.83,43.56
2019-09-23,27.72,43.56
2019-09-24,27.45,43.01
2019-09-25,27.66,43.68
2019-09-26,27.39,43.23
2019-09-27,27.48,43.32
2019-09-30,27.38,43.16
2019-10-01,26.47,42.17
2019-10-02,25.94,41.63
2019-10-03,26.08,41.63
2019-10-04,26.5,42.18
2019-10-07,26.29,42.03
2019-10-08,25.45,41.05
2019-10-09,25.655,41.31
2019-10-10,26.18,41.88
2019-10-11,26.85,42.6
2019-10-14,26.99,42.62
2019-10-15,27.375,43.29
2019-10-16,27.165,43.19
2019-10-17,27.08,43.25
2019-10-18,27.33,43.53
2019-10-21,28.02,44.15
2019-10-22,28.3,44.37
2019-10-23,28.27,44.48
2019-10-24,28.19,44.19
2019-10-25,29.05,44.62
2019-10-28,29.44,44.99
2019-10-29,29.63,45.18
2019-10-30,29.28,44.66
2019-10-31,29.08,44.13
2019-11-01,29.56,44.95
2019-11-04,30.08,45.84
2019-11-05,30.35,46.25
2019-11-06,30.43,46.02
2019-11-07,30.51,46.34
2019-11-08,30.56,46.47
2019-11-11,30.13,46.27
2019-11-12,30.11,46.34
2019-11-13,29.81,45.91
2019-11-14,29.78,45.86
2019-11-15,30.07,45.94
2019-11-18,29.85,45.76
2019-11-19,29.87,45.94
2019-11-20,29.76,45.71
2019-11-21,29.78,45.7
2019-11-22,30.1,45.95
2019-11-25,30.33,46.36
2019-11-26,30.23,46.18
2019-11-27,30.29,46.51
2019-11-29,30.19,46.21
2019-12-02,30.11,45.92
2019-12-03,29.49,45.26
2019-12-04,29.67,45.79
2019-12-05,29.87,46.05
2019-12-06,30.25,46.56
2019-12-09,30.23,46.54
2019-12-10,30.44,46.59
2019-12-11,30.34,46.4
2019-12-12,31.49,47.74
2019-12-13,30.97,47.25
2019-12-16,30.92,47.57
2019-12-17,31.31,48.02
2019-12-18,31.2,47.82
2019-12-19,31.0,47.73
2019-12-20,31.15,47.51
2019-12-23,30.95,47.24
2019-12-24,30.96,47.36
2019-12-26,31.12,47.4
2019-12-27,30.9,47.15
2019-12-30,30.55,47.17
2019-12-31,30.74,47.29
2020-01-02,31.02,47.39
2020-01-03,30.44,46.94
2020-01-06,30.19,46.57
2020-01-07,29.85,46.26
2020-01-08,29.92,46.62
2020-01-09,30.25,46.85
2020-01-10,29.76,46.34
2020-01-13,29.86,46.66
2020-01-14,29.74,46.73
2020-01-15,29.03,46.13
2020-01-16,29.39,46.72
2020-01-17,29.45,46.84
2020-01-21,29.02,46.3
2020-01-22,29.34,46.25
2020-01-23,29.36,46.23
2020-01-24,28.84,45.5
2020-01-27,28.5,44.7
2020-01-28,28.86,45.09
2020-01-29,28.47,44.63
2020-01-30,29.19,45.1
2020-01-31,28.45,44.19
2020-02-03,28.98,44.68
2020-02-04,29.48,45.33
2020-02-05,30.18,46.37
2020-02-06,29.66,45.92
2020-02-07,29.49,45.55
2020-02-10,29.4,45.53
2020-02-11,29.51,45.91
2020-02-12,29.64,45.91
2020-02-13,29.83,46.11
2020-02-14,29.6,45.82
2020-02-18,29.24,45.23
2020-02-19,29.635,45.5
2020-02-20,29.83,45.98
2020-02-21,29.4,45.36
2020-02-24,28.31,43.95
2020-02-25,27.07,42.17
2020-02-26,26.65,41.51
2020-02-27,25.19,39.86
2020-02-28,24.4,38.75
2020-03-02,25.72,40.47
2020-03-03,24.44,38.9
2020-03-04,25.17,39.7
2020-03-05,23.68,37.79
2020-03-06,22.2,36.28
2020-03-09,18.3,30.94
2020-03-10,19.26,32.96
2020-03-11,17.66,30.71
2020-03-12,15.9,27.99
2020-03-13,17.63,31.23
2020-03-16,13.79,27.2
2020-03-17,13.95,28.73
2020-03-18,11.67,25.54
2020-03-19,13.07,27.19
2020-03-20,12.91,25.39
2020-03-23,12.16,23.13
2020-03-24,14.41,25.85
2020-03-25,14.82,26.35
2020-03-26,17.32,28.67
2020-03-27,17.15,27.61
2020-03-30,15.865,27.69
2020-03-31,14.85,26.96
2020-04-01,13.455,25.16
2020-04-02,14.28,25.58
2020-04-03,13.44,24.45
2020-04-06,15.47,26.36
2020-04-07,15.86,27.34
2020-04-08,16.69,28.65
2020-04-09,17.82,30.79
2020-04-13,17.37,29.23
2020-04-14,17.15,28.81
2020-04-15,15.73,26.95
2020-04-16,14.77,26.02
2020-04-17,16.63,28.16
2020-04-20,16.68,27.97
2020-04-21,16.26,27.02
2020-04-22,16.5,27.08
2020-04-23,16.86,27.43
2020-04-24,17.12,28.13
2020-04-27,18.35,29.86
2020-04-28,18.58,30.66
2020-04-29,19.69,32.47
2020-04-30,18.69,31.31
2020-05-01,17.77,29.85
2020-05-04,17.64,29.53
2020-05-05,17.37,29.07
2020-05-06,16.78,28.33
2020-05-07,17.33,28.8
2020-05-08,18.095,30.03
2020-05-11,17.19,28.96
2020-05-12,16.29,27.51
2020-05-13,15.7,26.06
2020-05-14,16.33,26.99
2020-05-15,16.12,26.66
2020-05-18,17.87,29.13
2020-05-19,17.03,28.03
2020-05-20,17.7,29.35
2020-05-21,17.45,29.24
2020-05-22,17.61,28.9
2020-05-26,19.19,31.24
2020-05-27,20.97,33.44
2020-05-28,20.13,32.18
2020-05-29,19.39,31.45
2020-06-01,19.82,31.88
2020-06-02,20.21,31.93
2020-06-03,21.36,33.54
2020-06-04,22.705,34.69
2020-06-05,23.49,36.66
2020-06-08,24.77,37.85
2020-06-09,24.08,36.92
2020-06-10,22.4,34.64
2020-06-11,19.75,31.48
2020-06-12,20.805,32.69
2020-06-15,21.46,33.01
2020-06-16,22.04,34.14
2020-06-17,21.48,33.09
2020-06-18,21.59,33.17
2020-06-19,20.79,32.89
2020-06-22,21.02,32.54
2020-06-23,21.08,32.3
2020-06-24,19.89,30.61
2020-06-25,20.5,31.61
2020-06-26,18.76,29.69
2020-06-29,18.74,30.78
2020-06-30,19.28,31.54
2020-07-01,18.435,30.37
2020-07-02,18.57,30.31
2020-07-06,18.86,30.61
2020-07-07,18.06,29.52
2020-07-08,18.14,29.59
2020-07-09,17.39,28.42
2020-07-10,18.39,29.76
2020-07-13,18.7,30.11
2020-07-14,18.145,29.62
2020-07-15,19.17,31.19
2020-07-16,19.16,31.09
2020-07-17,18.76,30.25
2020-07-20,18.45,29.82
2020-07-21,19.36,31.34
2020-07-22,19.42,31.1
2020-07-23,19.405,31.75
2020-07-24,19.54,31.61
2020-07-27,19.42,30.9
2020-07-28,19.27,30.76
2020-07-29,20.0,31.85
2020-07-30,19.69,31.3
2020-07-31,19.86,31.07
2020-08-03,19.64,30.99
2020-08-04,19.49,30.85
2020-08-05,19.87,31.52
2020-08-06,19.775,31.33
2020-08-07,20.45,32.59
2020-08-10,21.03,33.18
2020-08-11,21.48,33.84
2020-08-12,21.3,33.51
2020-08-13,20.74,32.93
2020-08-14,20.96,33.29
2020-08-17,20.72,32.73
2020-08-18,20.08,31.9
2020-08-19,20.16,32.0
2020-08-20,19.78,31.36
2020-08-21,19.56,31.14
2020-08-24,20.5,32.37
2020-08-25,20.71,32.45
2020-08-26,20.31,31.82
2020-08-27,20.94,32.41
2020-08-28,21.11,32.45
2020-08-31,20.66,31.89
2020-09-01,20.85,31.94
2020-09-02,21.285,32.24
2020-09-03,21.11,32.25
2020-09-04,21.63,32.88
2020-09-08,21.0,31.48
2020-09-09,21.12,31.36
2020-09-10,20.63,30.84
2020-09-11,21.045,31.02
2020-09-14,22.255,31.71
2020-09-15,21.87,31.15
2020-09-16,22.045,31.43
2020-09-17,21.87,31.33
2020-09-18,21.74,31.04
2020-09-21,20.855,29.38
2020-09-22,20.11,28.86
2020-09-23,19.56,28.21
2020-09-24,19.61,28.26
2020-09-25,20.47,28.59
2020-09-28,21.34,29.6
2020-09-29,20.99,29.19
2020-09-30,21.32,29.45
2020-10-01,21.03,29.74
2020-10-02,21.89,30.55
2020-10-05,22.75,31.65
2020-10-06,22.52,31.61
2020-10-07,23.33,32.46
2020-10-08,23.71,32.98
2020-10-09,23.38,32.75
2020-10-12,23.52,33.2
2020-10-13,23.12,32.25
2020-10-14,22.73,31.79
2020-10-15,23.4,32.43
2020-10-16,23.26,32.5
2020-10-19,23.045,32.2
2020-10-20,23.75,32.76
2020-10-21,23.5,32.8
2020-10-22,23.965,34.15
2020-10-23,24.42,34.59
2020-10-26,23.45,33.87
2020-10-27,22.905,32.68
2020-10-28,22.44,32.0
2020-10-29,23.1,32.68
2020-10-30,23.22,33.15
2020-11-02,24.11,34.0
2020-11-03,24.51,34.96
2020-11-04,23.1,33.08
2020-11-05,24.0,34.26
2020-11-06,23.21,33.67
2020-11-09,26.56,38.22
2020-11-10,26.335,38.75
2020-11-11,25.72,37.8
2020-11-12,24.86,37.04
2020-11-13,25.39,37.93
2020-11-16,26.25,39.5
2020-11-17,26.05,39.37
2020-11-18,25.7,38.69
2020-11-19,25.88,38.86
2020-11-20,25.29,38.49
2020-11-23,26.01,39.17
2020-11-24,27.26,41.07
2020-11-25,26.68,40.47
2020-11-27,26.28,39.96
2020-11-30,25.34,38.62
2020-12-01,26.2,39.49
2020-12-02,26.59,40.18
2020-12-03,26.83,40.36
2020-12-04,27.4,41.14
2020-12-07,27.38,41.0
2020-12-08,27.26,40.95
2020-12-09,27.73,41.15
2020-12-10,27.78,41.32
2020-12-11,27.34,40.84
2020-12-14,26.62,40.66
2020-12-15,27.09,41.53
2020-12-16,27.25,41.61
2020-12-17,27.13,41.5
2020-12-18,26.63,40.85
2020-12-21,27.165,40.86
2020-12-22,26.93,40.53
2020-12-23,27.73,41.7
2020-12-24,27.58,41.46
2020-12-28,27.53,41.69
2020-12-29,27.28,41.04
2020-12-30,27.28,41.55
2020-12-31,27.57,41.82
2021-01-04,27.23,41.41
2021-01-05,27.61,41.92
2021-01-06,30.26,44.81
2021-01-07,31.44,45.73
2021-01-08,31.18,45.22
2021-01-11,31.38,45.78
2021-01-12,31.82,46.45
2021-01-13,31.7,46.15
2021-01-14,32.54,47.06
2021-01-15,31.865,46.04
2021-01-19,32.07,46.31
2021-01-20,31.33,45.96
2021-01-21,30.68,45.13
2021-01-22,30.9,45.44
2021-01-25,30.4,45.18
2021-01-26,29.75,44.55
2021-01-27,28.44,43.11
2021-01-28,29.6,43.86
2021-01-29,28.93,42.73
2021-02-01,29.49,43.49
2021-02-02,30.32,44.42
2021-02-03,31.03,44.78
2021-02-04,32.09,46.11
2021-02-05,32.095,46.04
2021-02-08,32.57,46.92
2021-02-09,32.53,47.37
2021-02-10,32.61,47.4
2021-02-11,32.25,47.09
2021-02-12,32.51,47.47
2021-02-16,33.47,48.57
2021-02-17,33.53,48.52
2021-02-18,33.22,48.0
2021-02-19,34.54,49.39
2021-02-22,34.88,50.26
2021-02-23,35.08,50.75
2021-02-24,36.25,52.22
2021-02-25,35.3,50.79
2021-02-26,34.69,49.73
2021-03-01,36.0,51.48
2021-03-02,36.15,51.67
2021-03-03,35.91,51.69
2021-03-04,35.56,50.98
2021-03-05,36.77,52.2
2021-03-08,37.74,53.4
2021-03-09,36.705,52.58
2021-03-10,38.02,53.8
2021-03-11,38.01,54.1
2021-03-12,39.09,55.06
2021-03-15,38.42,54.65
2021-03-16,37.88,53.92
2021-03-17,38.58,54.29
2021-03-18,39.01,54.44
2021-03-19,38.31,53.91
2021-03-22,37.22,52.01
2021-03-23,36.34,50.41
2021-03-24,36.28,50.17
2021-03-25,37.73,51.59
2021-03-26,38.44,52.57
2021-03-29,37.18,51.21
2021-03-30,38.12,52.33
2021-03-31,37.45,51.88
2021-04-01,37.98,52.27
2021-04-05,38.23,52.38
2021-04-06,38.33,52.19
2021-04-07,38.4,52.01
2021-04-08,38.14,52.09
2021-04-09,38.44,52.63
2021-04-12,38.85,52.95
2021-04-13,38.22,52.04
2021-04-14,38.55,52.59
2021-04-15,38.03,52.42
2021-04-16,38.2,52.83
2021-04-19,37.87,52.63
2021-04-20,36.44,50.76
2021-04-21,37.36,51.87
2021-04-22,36.86,51.21
2021-04-23,38.34,53.03
2021-04-26,38.78,53.33
2021-04-27,39.25,53.8
2021-04-28,39.8,53.77
2021-04-29,40.71,54.41
2021-04-30,40.54,53.63
2021-05-03,40.47,53.95
2021-05-04,41.32,54.62
2021-05-05,41.55,54.81
2021-05-06,41.92,54.85
2021-05-07,42.35,54.93
2021-05-10,42.24,54.39
2021-05-11,41.63,53.89
2021-05-12,40.94,52.53
2021-05-13,41.98,54.24
2021-05-14,42.64,55.15
2021-05-17,42.9,55.43
2021-05-18,42.01,54.51
2021-05-19,41.69,54.23
2021-05-20,41.53,54.13
2021-05-21,41.92,54.74
2021-05-24,41.87,54.52
2021-05-25,41.26,53.37
2021-05-26,41.67,54.19
2021-05-27,42.21,55.02
2021-05-28,42.14,54.98
2021-06-01,42.35,55.46
2021-06-02,42.16,54.96
2021-06-03,42.21,55.07
2021-06-04,42.04,55.05
2021-06-07,41.99,55.18
2021-06-08,41.68,55.23
2021-06-09,41.15,54.46
2021-06-10,40.4,53.38
2021-06-11,40.57,53.65
2021-06-14,39.54,52.86
2021-06-15,40.06,53.56
2021-06-16,40.55,54.06
2021-06-17,38.03,51.62
2021-06-18,36.91,49.93
2021-06-21,37.79,51.42
2021-06-22,37.95,51.34
2021-06-23,37.92,51.46
2021-06-24,38.59,52.19
2021-06-25,39.5,52.86
2021-06-28,38.68,51.62
2021-06-29,38.09,51.26
2021-06-30,38.23,51.32
2021-07-01,38.74,51.84
