date,CMCSA,XLY
2/20/2018,39.470002,104.47
2/21/2018,39.009995,104.32
2/22/2018,38.800004,104.45
2/23/2018,39.5,105.91
2/26/2018,39.580002,106.8
2/27/2018,36.660004,104.54
2/28/2018,36.210007,104.07
3/1/2018,36.539994,102.95
3/2/2018,36.490006,103.05
3/5/2018,36.779999,104.28
3/6/2018,36.869996,105
3/7/2018,36.119996,104.29
3/8/2018,36.880005,104.62
3/9/2018,37.130005,106.24
3/12/2018,36.960007,106.59
3/13/2018,36.429993,105.84
3/14/2018,36.020005,105.71
3/15/2018,36.149994,105.6
3/16/2018,35.830002,105.18
3/19/2018,35.300004,103.87
3/20/2018,34.570008,104.49
3/21/2018,34.490006,104.41
3/22/2018,33.229996,102.19
3/23/2018,33.169999,100.18
3/26/2018,33.539994,103.14
3/27/2018,32.990006,101.12
3/28/2018,33.279999,99.89
3/29/2018,34.169999,101.29
4/2/2018,33.520005,98.43
4/3/2018,33.470002,99.68
4/4/2018,34.309998,101.51
4/5/2018,34.600007,102.87
4/6/2018,34.119996,100.68
4/9/2018,33.949997,100.44
4/10/2018,33.860001,101.66
4/11/2018,33.559998,101.35
4/12/2018,33.130005,101.79
4/13/2018,33.020005,101.22
4/16/2018,33.529999,101.98
4/17/2018,33.270005,103.88
4/18/2018,33.270005,104.37
4/19/2018,33.479996,104.04
4/20/2018,33.210007,102.98
4/23/2018,33.869996,103.2
4/24/2018,33.350007,101.57
4/25/2018,34.259995,101.99
4/26/2018,33.330002,103.64
4/27/2018,31.809998,104.11
4/30/2018,31.39,103.7
5/1/2018,32.059998,103.84
5/2/2018,31.300004,103.13
5/3/2018,31.009995,102.67
5/4/2018,31.960007,104.02
5/7/2018,32.39,104.37
5/8/2018,30.589997,103.93
5/9/2018,30.729996,104.29
5/10/2018,31.559998,104.67
5/11/2018,31.899994,104.89
5/14/2018,32.14,105.09
5/15/2018,32.009995,104.48
5/16/2018,32.550004,105.35
5/17/2018,32.410004,105
5/18/2018,32.720002,104.87
5/21/2018,32.339997,105.45
5/22/2018,32.509995,104.98
5/23/2018,31.880005,105.74
5/24/2018,31.630005,105.97
5/25/2018,31.75,106.13
5/29/2018,31.509995,105.31
5/30/2018,31.479996,106.27
5/31/2018,31.179993,105.76
6/1/2018,31.259995,106.54
6/4/2018,31.289994,107.73
6/5/2018,31.080002,108.36
6/6/2018,32.270005,109.37
6/7/2018,32,109.69
6/8/2018,32.080002,109.92
6/11/2018,32,110.36
6/12/2018,32.380005,110.89
6/13/2018,32.320008,111.06
6/14/2018,33.820008,112.22
6/15/2018,33.880005,112.11
6/18/2018,32.580002,111.92
6/19/2018,32.809998,111.78
6/20/2018,33.39,112.31
6/21/2018,32.789994,111.51
6/22/2018,33.809998,111.32
6/25/2018,33.119996,108.9
6/26/2018,32.779999,109.68
6/27/2018,32.289994,108.26
6/28/2018,32.630005,109.11
6/29/2018,32.809998,109.3
7/2/2018,33.169999,109.45
7/3/2018,33.089997,108.9
7/5/2018,33.119996,109.44
7/6/2018,33.580002,110.3
7/9/2018,33.559998,111.62
7/10/2018,33.339997,111.86
7/11/2018,33.770005,111.6
7/12/2018,34.550004,112.34
7/13/2018,34.699997,112.59
7/16/2018,34.970002,112.87
7/17/2018,34.270005,112.98
7/18/2018,34.039994,112.91
7/19/2018,34.910004,112.65
7/20/2018,34.300004,112.15
7/23/2018,34.169999,112.03
7/24/2018,33.39,111.7
7/25/2018,33.419999,112.52
7/26/2018,34.75,111.93
7/27/2018,35.080002,111.64
7/30/2018,35.460007,110.75
7/31/2018,35.779999,111.27
8/1/2018,35.399994,110.72
8/2/2018,34.64,111.48
8/3/2018,35.410004,111.86
8/6/2018,35.320008,112.61
8/7/2018,35.399994,113.13
8/8/2018,35.050004,113.25
8/9/2018,35.490006,113.67
8/10/2018,35.080002,112.72
8/13/2018,35.039994,112.15
8/14/2018,35.39,113.24
8/15/2018,34.970002,111.86
8/16/2018,35.660004,112.41
8/17/2018,35.600007,112.51
8/20/2018,35.429993,113.31
8/21/2018,35.740006,114.21
8/22/2018,35.479996,114.33
8/23/2018,35.309998,114.22
8/24/2018,36.5,114.89
8/27/2018,36.429993,115.63
8/28/2018,36.350007,115.86
8/29/2018,36.75,117.16
8/30/2018,36.679993,116.49
8/31/2018,36.990006,116.95
9/4/2018,36.380005,117.17
9/5/2018,36.279999,115.91
9/6/2018,35.919999,115.59
9/7/2018,36.169999,115.58
9/10/2018,36.360001,116.01
9/11/2018,36.300004,116.94
9/12/2018,36.089997,117.16
9/13/2018,37.039994,117.36
9/14/2018,36.960007,116.92
9/17/2018,36.960007,115.47
9/18/2018,37.740006,116.94
9/19/2018,37.320008,116.99
9/20/2018,37.809998,117.79
9/21/2018,37.899994,116.92
9/24/2018,35.630005,116.16
9/25/2018,35.399994,116.65
9/26/2018,35.369996,116.92
9/27/2018,35.220002,117.32
9/28/2018,35.410004,117.22
10/1/2018,35.520005,116.86
10/2/2018,35.699997,115.28
10/3/2018,35.190003,114.89
10/4/2018,35.210007,113.09
10/5/2018,34.559998,112.24
10/8/2018,35.179993,112.53
10/9/2018,35.440003,112.2
10/10/2018,34.279999,108.42
10/11/2018,33.669999,106.51
10/12/2018,34.619996,108.48
10/15/2018,35.089997,108.23
10/16/2018,36,110.4
10/17/2018,36.399994,109.49
10/18/2018,35.940003,107.39
10/19/2018,35.979996,106.34
10/22/2018,35.75,106.77
10/23/2018,35.649994,106.79
10/24/2018,34.119996,103.6
10/25/2018,35.839997,106.73
10/26/2018,35.240006,103.41
10/29/2018,35.990006,102.5
10/30/2018,37.710007,104.04
10/31/2018,38.14,105.38
11/1/2018,37.949997,107.53
11/2/2018,37.660004,107.97
11/5/2018,38.020005,108.12
11/6/2018,37.729996,108.6
11/7/2018,38.300004,111.54
11/8/2018,38.300004,111.57
11/9/2018,38.339997,110.02
11/12/2018,38,107.81
11/13/2018,37.720002,107.76
11/14/2018,38.289994,106.95
11/15/2018,38.490006,106.79
11/16/2018,38.589997,106.37
11/19/2018,38.179993,103.77
11/20/2018,36.759995,101.42
11/21/2018,37.509995,102.48
11/23/2018,37.39,102.02
11/26/2018,37.770005,104.31
11/27/2018,38.360001,104.62
11/28/2018,39.059998,107.71
11/29/2018,39.419999,107.21
11/30/2018,39.009995,107.99
12/3/2018,39.149994,110.01
12/4/2018,37.690003,106.05
12/6/2018,37.880005,106.56
12/7/2018,37.410004,103.37
12/10/2018,37.350007,103.45
12/11/2018,36.839997,103.49
12/12/2018,36.979996,104.58
12/13/2018,36.759995,104.06
12/14/2018,36.339997,102.33
12/17/2018,36.210007,99.73
12/18/2018,35.649994,100.51
12/19/2018,35.190003,98.52
12/20/2018,34.619996,96.31
12/21/2018,33.75,93.76
12/24/2018,33.070008,91.98
12/26/2018,34.14,97.43
12/27/2018,34.470002,97.95
12/28/2018,34.350007,97.96
12/31/2018,34.050004,99.01
1/2/2019,34.369996,99.76
1/3/2019,34.64,97.6
1/4/2019,35.809998,100.83
1/7/2019,35.429993,103.11
1/8/2019,35.720002,104.25
1/9/2019,36.059998,104.78
1/10/2019,35.820008,104.48
1/11/2019,35.630005,104.58
1/14/2019,35.770005,103.94
1/15/2019,35.830002,104.88
1/16/2019,35.899994,104.64
1/17/2019,35.910004,105.35
1/18/2019,36.210007,106.81
1/22/2019,34.970002,105.21
1/23/2019,36.89,105.42
1/24/2019,36.240006,105.86
1/25/2019,35.779999,107.03
1/28/2019,35.369996,106.41
1/29/2019,36.080002,105.72
1/30/2019,35.429993,107.8
1/31/2019,36.570008,108.78
2/1/2019,36.789994,107.19
2/4/2019,36.770005,107.89
2/5/2019,37.149994,108.9
2/6/2019,37.169999,108.45
2/7/2019,37.679993,107.56
2/8/2019,37.600007,107.13
2/11/2019,37,107.32
2/12/2019,37.240006,108.97
2/13/2019,37.029999,109.71
2/14/2019,37.259995,109.31
2/15/2019,37.770005,110.06
2/19/2019,37.550004,110.51
2/20/2019,37.789994,110.73
2/21/2019,38.470002,110.51
2/22/2019,38.610001,111.11
2/25/2019,38.570008,110.74
2/26/2019,38.800004,110.89
2/27/2019,38.529999,110.81
2/28/2019,38.669999,110.21
3/1/2019,39.100007,111.1
3/4/2019,38.729996,110.75
3/5/2019,38.720002,111.03
3/6/2019,38.610001,110.51
3/7/2019,38.380005,109.17
3/8/2019,38.190003,108.41
3/11/2019,39.169999,109.9
3/12/2019,39.490006,110.21
3/13/2019,39.559998,110.6
3/14/2019,39.869996,110.27
3/15/2019,40.470002,110.6
3/18/2019,39.919999,111.67
3/19/2019,39.779999,112.23
3/20/2019,39.470002,112.39
3/21/2019,40.050004,113.93
3/22/2019,39.460007,111.67
3/25/2019,39.179993,112.33
3/26/2019,39.630005,112.81
3/27/2019,40.210007,112.58
3/28/2019,40.419999,113.26
3/29/2019,39.979996,113.85
4/1/2019,40.309998,115.1
4/2/2019,40.020005,115.08
4/3/2019,40.270005,115.89
4/4/2019,40.410004,116.83
4/5/2019,40.419999,117.52
4/8/2019,40.710007,117.94
4/9/2019,41.039994,116.88
4/10/2019,41.080002,117.44
4/11/2019,41.039994,117.59
4/12/2019,41.300004,118.32
4/15/2019,41.779999,118.56
4/16/2019,41.970002,119.08
4/17/2019,42.570008,119.31
4/18/2019,42.429993,119.27
4/22/2019,42,118.82
4/23/2019,41.990006,120.24
4/24/2019,41.850007,120.35
4/25/2019,42.929993,119.72
4/26/2019,43.080002,120.67
4/29/2019,43.449997,120.25
4/30/2019,43.529999,120.07
5/1/2019,43.419999,118.61
5/2/2019,42.649994,118.7
5/3/2019,43.289994,120.1
5/6/2019,43.300004,119.37
5/7/2019,42.759995,117.56
5/8/2019,42.550004,117.6
5/9/2019,42.919999,117.12
5/10/2019,43.149994,117.29
5/13/2019,42.279999,113.8
5/14/2019,42.910004,114.95
5/15/2019,42.490006,115.73
5/16/2019,43.190003,116.8
5/17/2019,43.539994,115.91
5/20/2019,42.779999,115.09
5/21/2019,43.289994,115.89
5/22/2019,43.300004,114.7
5/23/2019,42.729996,113.28
5/24/2019,42.669999,113.43
5/28/2019,42.470002,112.68
5/29/2019,41.919999,111.68
5/30/2019,41.740006,112.41
5/31/2019,41,110.94
6/3/2019,40.960007,110.01
6/4/2019,41.399994,112.99
6/5/2019,41.300004,113.55
6/6/2019,41.149994,114.13
6/7/2019,41.479996,115.78
6/10/2019,41.289994,116.76
6/11/2019,41.220002,117.21
6/12/2019,41.449997,117.18
6/13/2019,41.690003,118.23
6/14/2019,42.309998,118.49
6/17/2019,42.559998,118.54
6/18/2019,43.25,119.44
6/19/2019,43.14,119.66
6/20/2019,43.679993,120.49
6/21/2019,43.559998,119.52
6/24/2019,43.600007,118.88
6/25/2019,42.75,117.74
6/26/2019,42.110001,118.12
6/27/2019,42,118.86
6/28/2019,42.279999,119.2
7/1/2019,42.710007,120.25
7/2/2019,42.89,120.51
7/3/2019,43.320008,121.56
7/5/2019,43.279999,121.7
7/8/2019,42.630005,121.85
7/9/2019,42.979996,121.98
7/10/2019,43.789994,122.42
7/11/2019,44.080002,122.67
7/12/2019,44.64,124.08
7/15/2019,44.720002,124.48
7/16/2019,45.089997,124.32
7/17/2019,44.429993,123.13
7/18/2019,44.559998,122.97
7/19/2019,44.059998,122.16
7/22/2019,43.850007,122.23
7/23/2019,44.320008,123.06
7/24/2019,44.869996,123.68
7/25/2019,44.610001,122.99
7/26/2019,44.630005,123.55
7/29/2019,44.229996,122.95
7/30/2019,44.080002,122.12
7/31/2019,43.169999,120.72
8/1/2019,42.880005,119.08
8/2/2019,42.649994,118.1
8/5/2019,41.610001,114.93
8/6/2019,42.070008,116.68
8/7/2019,41.729996,117.15
8/8/2019,42.660004,119.41
8/9/2019,42.929993,118.29
8/12/2019,42.460007,116.57
8/13/2019,43.460007,118.49
8/14/2019,42.369996,114.78
8/15/2019,42.350007,114.59
8/16/2019,43.179993,115.89
8/19/2019,44,117.35
8/20/2019,43.940003,117.38
8/21/2019,44.110001,119.64
8/22/2019,43.770005,119.67
8/23/2019,42.429993,116.49
8/26/2019,43.350007,117.64
8/27/2019,43.600007,117.06
8/28/2019,43.770005,118.52
8/29/2019,44.169999,120.3
8/30/2019,44.259995,119.58
9/3/2019,43.880005,119.09
9/4/2019,45.520005,120.27
9/5/2019,46.410004,122.57
9/6/2019,46.350007,122.87
9/9/2019,46.419999,123.34
9/10/2019,46.449997,122.85
9/11/2019,46.399994,123.08
9/12/2019,46.970002,123.67
9/13/2019,46.880005,123.42
9/16/2019,46.270005,121.84
9/17/2019,46.669999,122.58
9/18/2019,46.940003,122.52
9/19/2019,46.679993,122.19
9/20/2019,46.360001,120.39
9/23/2019,46.214997,120.81
9/24/2019,45.710007,119.52
9/25/2019,45.830002,120.61
9/26/2019,44.899994,120.09
9/27/2019,44.809998,119.67
9/30/2019,45.080002,120.7
10/1/2019,44.520005,119.69
10/2/2019,44.050004,117.54
10/3/2019,44.059998,118.11
10/4/2019,44.710007,119.22
10/7/2019,44.589997,118.7
10/8/2019,44.110001,117.45
10/9/2019,44.380005,118.45
10/10/2019,44.5,119.24
10/11/2019,45.550004,120.59
10/14/2019,45.229996,120.53
10/15/2019,45.669999,121.59
10/16/2019,45.600007,122.09
10/17/2019,45.929993,122.41
10/18/2019,45.570008,122.17
10/21/2019,46.080002,122.6
10/22/2019,45.770005,121.82
10/23/2019,45.720002,121.26
10/24/2019,44.839997,121.2
10/25/2019,45.649994,121.06
10/28/2019,45.440003,121.44
10/29/2019,45.350007,120.75
10/30/2019,44.690003,121.5
10/31/2019,44.820008,120.85
11/1/2019,44.75,121.65
11/4/2019,43.89,121.71
11/5/2019,44.279999,121.89
11/6/2019,44.220002,122.02
11/7/2019,44.699997,121.29
11/8/2019,45.190003,121.34
11/11/2019,45.25,121.09
11/12/2019,45.229996,121.01
11/13/2019,45.199997,120.63
11/14/2019,45.449997,121.15
11/15/2019,44.559998,121.37
11/18/2019,44.610001,121.79
11/19/2019,44.809998,120.45
11/20/2019,44.214997,120.17
11/21/2019,44.360001,119.49
11/22/2019,44.800004,120.31
11/25/2019,43.350007,121.37
11/26/2019,43.550004,122.2
11/27/2019,44.419999,123.25
11/29/2019,44.149994,122.45
12/2/2019,43.630005,121.44
12/3/2019,43.649994,120.22
12/4/2019,43.509995,120.89
12/5/2019,44.039994,120.77
12/6/2019,44.240006,121.74
12/9/2019,43.89,121.89
12/10/2019,42.770005,121.68
12/11/2019,42.070008,121.99
12/12/2019,43.009995,123.06
12/13/2019,43.580002,123.17
12/16/2019,43.529999,123.71
12/17/2019,43.39,124.26
12/18/2019,43.190003,124.38
12/19/2019,43.64,124.77
12/20/2019,44.089997,124.55
12/23/2019,44.100007,124.26
12/24/2019,44.529999,124.54
12/26/2019,44.970002,126.06
12/27/2019,45.100007,126.05
12/30/2019,45.179993,125.24
12/31/2019,44.970002,125.42
1/2/2020,45.369996,126.91
1/3/2020,45.009995,125.83
1/6/2020,44.669999,126.18
1/7/2020,44.929993,125.98
1/8/2020,45.39,126.36
1/9/2020,45.509995,127.03
1/10/2020,44.979996,126.34
1/13/2020,45.800004,126.74
1/14/2020,46.029999,126.7
1/15/2020,46.279999,126.41
1/16/2020,46.869996,127.54
1/17/2020,47.5,127.99
1/21/2020,47.300004,127.6
1/22/2020,47.440003,127.54
1/23/2020,45.649994,127.73
1/24/2020,44.589997,125.95
1/27/2020,44,124.07
1/28/2020,44.039994,125.28
1/29/2020,43.320008,125.21
1/30/2020,44.14,125
1/31/2020,43.190003,125.32
2/3/2020,42.660004,126.21
2/4/2020,44.279999,128.50999
2/5/2020,44.589997,129.16
2/6/2020,44.600007,128.87
2/7/2020,44.740006,128.31
2/10/2020,44.660004,129.75999
2/11/2020,44.789994,130.78
2/12/2020,46.020005,132.12
2/13/2020,46.070008,131.89
2/14/2020,46.089997,131.69
2/18/2020,46.149994,131.67999
2/19/2020,45.970002,132.27
2/20/2020,46.020005,132.32001
2/21/2020,45.820008,130.3
2/24/2020,44.600007,125.82
2/25/2020,43.169999,122.46
2/26/2020,42.220002,121.49
2/27/2020,41.050004,116.58
2/28/2020,40.429993,115.83
3/2/2020,42.520005,119.81
3/3/2020,41.440003,116.91
3/4/2020,42.5,120.95
3/5/2020,40.770005,116.44
3/6/2020,40.369996,114.65
3/9/2020,37.880005,107.43
3/10/2020,39.100007,113.37
3/11/2020,37.910004,107.17
3/12/2020,34.940003,96.34
3/13/2020,39.330002,102.3
3/16/2020,36.039994,89.34
3/17/2020,38.220002,92.78
3/18/2020,35.679993,87.45
3/19/2020,35.940003,90.5
3/20/2020,33.369996,87.81
3/23/2020,34.169999,87.53
3/24/2020,34.64,95.74
3/25/2020,33.570008,97.42
3/26/2020,36.740006,101.45
3/27/2020,34.570008,98.05
3/30/2020,35.490006,100.1
3/31/2020,34.380005,98.08
4/1/2020,32.419999,93.7
4/2/2020,34.369996,94.05
4/3/2020,33.949997,92.41
4/6/2020,36.229996,100.1
4/7/2020,36.940003,101.59
4/8/2020,37.679993,104.79
4/9/2020,38,106.68
4/13/2020,37.190003,106.65
4/14/2020,38.520005,110.82
4/15/2020,37.160004,108.39
4/16/2020,37.830002,109.69
4/17/2020,38.080002,112.93
4/20/2020,37.210007,110.96
4/21/2020,35.710007,108.08
4/22/2020,35.729996,110.41
4/23/2020,36.089997,110.38
4/24/2020,37.160004,112.25
4/27/2020,38.210007,114.35
4/28/2020,38.080002,114.8
4/29/2020,39,117.33
4/30/2020,37.630005,116.6
5/1/2020,36.979996,112.24
5/4/2020,36.214997,112.85
5/5/2020,36.050004,113.26
5/6/2020,35.14,113.24
5/7/2020,35.580002,115.02
5/8/2020,36.535004,117.26
5/11/2020,36.160004,117
5/12/2020,35.350007,114.44
5/13/2020,34.970002,112.47
5/14/2020,35.759995,114.15
5/15/2020,35.919999,115.48
5/18/2020,38.089997,119.85
5/19/2020,38.210007,119.42
5/20/2020,39.169999,120.98
5/21/2020,38.949997,121.41
5/22/2020,38.740006,121.23
5/26/2020,39.520005,123.15
5/27/2020,39.929993,125.26
5/28/2020,39.550004,123.74
5/29/2020,39.600007,124.19
6/1/2020,40.179993,125.37
6/2/2020,40.779999,126.44
6/3/2020,41.300004,128.83
6/4/2020,41.289994,128.17999
6/5/2020,42.089997,131.25
6/8/2020,43.119996,133.25
6/9/2020,42.149994,132.21001
6/10/2020,41.360001,130.97
6/11/2020,39.25,124.11
6/12/2020,39.460007,125.34
6/15/2020,39.830002,126.53
6/16/2020,39.75,129.19
6/17/2020,39.220002,128.85001
6/18/2020,39.440003,128.38
6/19/2020,39.100007,127.38
6/22/2020,38.440003,128.39
6/23/2020,39.199997,129.39999
6/24/2020,38.559998,126.55
6/25/2020,38.570008,126.72
6/26/2020,38.649994,123.75
6/29/2020,38.940003,126.1
6/30/2020,38.979996,127.71
7/1/2020,39.699997,129
7/2/2020,39.25,129.50999
7/6/2020,40.330002,132.58
7/7/2020,40.070008,130.5
7/8/2020,39.740006,131.89
7/9/2020,39.289994,131.74001
7/10/2020,40.509995,133.31
7/13/2020,40.539994,131.62
7/14/2020,41.179993,132.92999
7/15/2020,41.960007,134.83
7/16/2020,42.14,134.47
7/17/2020,42.179993,133.84
7/20/2020,41.949997,135.98
7/21/2020,42.570008,136.19
7/22/2020,42.570008,137.36
7/23/2020,42.490006,135.3
7/24/2020,43.350007,135.53999
7/27/2020,43.559998,136.38
7/28/2020,43.210007,135.03
7/29/2020,43.899994,136.39999
7/30/2020,43.669999,136.28999
7/31/2020,42.800004,137
8/3/2020,42.880005,136.71001
8/4/2020,43.210007,137.81
8/5/2020,42.289994,139.49001
8/6/2020,42.869996,140.17
8/7/2020,42.809998,140.38
8/10/2020,43.020005,142.06
8/11/2020,42.990006,141.78
8/12/2020,43.339997,143.66
8/13/2020,43.39,143.60001
8/14/2020,43.770005,143.59
8/17/2020,43.529999,145.44
8/18/2020,43.539994,146.34
8/19/2020,43.320008,145.64999
8/20/2020,43.270005,145.42999
8/21/2020,43.070008,146.17999
8/24/2020,43.800004,148.39999
8/25/2020,43.410004,148.89
8/26/2020,44.199997,150.36
8/27/2020,44.539994,149.55
8/28/2020,44.559998,150.53
8/31/2020,44.809998,150.09
9/1/2020,45.050004,151.66
9/2/2020,45.169999,153.75999
9/3/2020,44.440003,148.88
9/4/2020,44.429993,147.16
9/8/2020,43.809998,145.23
9/9/2020,44.600007,147.97
9/10/2020,44.020005,145.85001
9/11/2020,44.669999,146.07001
9/14/2020,45.270005,147.62
9/15/2020,46.460007,148.83
9/16/2020,46.809998,148
9/17/2020,45.580002,145.92
9/18/2020,45.259995,143.89
9/21/2020,44.679993,141.50999
9/22/2020,46.190003,144.5
9/23/2020,45.360001,142.13
9/24/2020,45.699997,142.07001
9/25/2020,46.149994,143.92
9/28/2020,46.759995,146.92999
9/29/2020,46.199997,145.78999
9/30/2020,46.259995,146.98
10/1/2020,46.440003,148.89999
10/2/2020,45.149994,148.27
10/5/2020,45.809998,150.23
10/6/2020,44.509995,147.45
10/7/2020,44.960007,150.82001
10/8/2020,45.300004,151.81
10/9/2020,44.850007,153.39
10/12/2020,45.990006,155.42999
10/13/2020,45.89,155.39999
10/14/2020,45.279999,153.67999
10/15/2020,45.110001,154.25
10/16/2020,45.559998,152.85001
10/19/2020,44.330002,150.97
10/20/2020,44.270005,152.17999
10/21/2020,44.520005,151.35001
10/22/2020,45.110001,151.66
10/23/2020,45.059998,152.99001
10/26/2020,43.770005,150.05
10/27/2020,43.440003,149.98
10/28/2020,41.979996,145.24001
10/29/2020,43.059998,146.16
10/30/2020,42.240006,142.97
11/2/2020,41.399994,143.99001
11/3/2020,42.619996,147.16
11/4/2020,43.699997,150.28999
11/5/2020,44.350007,153.22
11/6/2020,44.529999,152.75999
11/9/2020,47.179993,152.25999
11/10/2020,47.770005,151.72
11/11/2020,47.669999,153.05
11/12/2020,47.979996,151
11/13/2020,49,153.45
11/16/2020,49.539994,155.46001
11/17/2020,49.779999,154.8
11/18/2020,49.14,153.74001
11/19/2020,49.479996,154.5
11/20/2020,49.169999,153.69
11/23/2020,49.809998,155.38
11/24/2020,52.339997,157.69
11/25/2020,51.800004,157.88
11/27/2020,51.75,158.22
11/30/2020,50.240006,157.25999
12/1/2020,51.020005,158.42999
12/2/2020,51.050004,157.44
12/3/2020,51.589997,157.88
12/4/2020,51.690003,158.03
12/7/2020,51.929993,157.67
12/8/2020,51.410004,157.34
12/9/2020,51.259995,157.19
12/10/2020,50.479996,157.05
12/11/2020,50.929993,156.3
12/14/2020,50.990006,156.53
12/15/2020,51.509995,158.64
12/16/2020,51.429993,159.67999
12/17/2020,51.360001,160.77
12/18/2020,50.899994,159.99001
12/21/2020,50.369996,157.89
12/22/2020,50.020005,157.21001
12/23/2020,50.035004,157.55
12/24/2020,50.380005,157.88
12/28/2020,51.110001,159.67999
12/29/2020,51.550004,159.73
12/30/2020,51.210007,160.69
12/31/2020,52.399994,160.78
1/4/2021,50.509995,159.42
1/5/2021,49.979996,160.61
1/6/2021,50.559998,162.25
1/7/2021,50.660004,165.38
1/8/2021,51.539994,168.78999
1/11/2021,51.520005,165.64
1/12/2021,50.009995,168.17
1/13/2021,50.160004,168.16
1/14/2021,49.580002,167.09
1/15/2021,48.690003,165.8
1/19/2021,48.845002,166.74001
1/20/2021,48.880005,169.89
1/21/2021,49.130005,170.67999
1/22/2021,48.679993,170.10001
1/25/2021,48.970002,170.73
1/26/2021,50.089997,170.62
1/27/2021,48.419999,165.36
1/28/2021,51.600007,165.88
1/29/2021,49.570008,162.00999
2/1/2021,50.149994,166.22
2/2/2021,51.179993,169.75
2/3/2021,50.470002,168.8
2/4/2021,51.449997,170.60001
2/5/2021,51.110001,172.23
2/8/2021,51.850007,173.21001
2/9/2021,52.720002,172.25
2/10/2021,52.75,170.55
2/11/2021,53.229996,170.08
2/12/2021,53.229996,170.32001
2/16/2021,52.839997,169.58
2/17/2021,52.990006,170.56
2/18/2021,52.559998,170.61
2/19/2021,52.100007,169.62
2/22/2021,52.5,166.03999
2/23/2021,53.339997,164.95
2/24/2021,53.399994,166.67999
2/25/2021,52.240006,160.48
2/26/2021,52.720002,161.14999
3/1/2021,54.449997,164.92999
3/2/2021,54.25,163.03
3/3/2021,53.729996,159.2
3/4/2021,53.929993,155.83
3/5/2021,55.089997,156.82001
3/8/2021,55.475007,157.00999
3/9/2021,55.570008,162.94
3/10/2021,57.210007,163.77
3/11/2021,56.89,166.28
3/12/2021,57.089997,166.77
3/15/2021,57.529999,169.00999
3/16/2021,58.039994,167.25999
3/17/2021,57.5,169.61
3/18/2021,55.869996,165.46001
3/19/2021,55.460007,166.45
3/22/2021,56.369996,167.28
3/23/2021,56.14,165.71001
3/24/2021,55.919999,163.25999
3/25/2021,56.300004,164.69
3/26/2021,55.179993,166.06
3/29/2021,55.190003,165.14999
3/30/2021,54.979996,166.77
3/31/2021,54.110001,168.07001
4/1/2021,54.75,169.42
4/5/2021,54.800004,173.27
4/6/2021,54.839997,174.02
4/7/2021,54.600007,173.5
4/8/2021,54.330002,174.32001
4/9/2021,53.570008,175.98
4/12/2021,53.320008,177.11
4/13/2021,53.875,178.98
4/14/2021,53.300004,177.22
4/15/2021,54.14,178.49001
4/16/2021,55.110001,179.87
4/19/2021,54.14,177.85001
4/20/2021,54.160004,175.61
4/21/2021,54.654999,177.95
4/22/2021,54.399994,175.98
4/23/2021,54.39,177.82001
4/26/2021,54.320008,178.60001
4/27/2021,54.300004,178.39
4/28/2021,54.100007,178.17999
4/29/2021,56.399994,178.23
4/30/2021,56.149994,178.92
5/3/2021,56.570008,178.07001
5/4/2021,56.630005,176.21001
5/5/2021,56.410004,175.66
5/6/2021,56.979996,176.03999
5/7/2021,58.110001,177.62
5/10/2021,57.509995,174.46001
5/11/2021,57.5,172.49001
5/12/2021,56.619996,166.64999
5/13/2021,57.39,167.83
5/14/2021,58.679993,170.74001
5/17/2021,55.455002,170.42999
5/18/2021,54.949997,169.10001
5/19/2021,54.240006,167.67999
5/20/2021,55.039994,169.39999
5/21/2021,55.080002,168.55
5/24/2021,55.660004,170.22
5/25/2021,55.699997,170.75999
5/26/2021,56.850007,172.39
5/27/2021,57.339997,173.08
5/28/2021,57.339997,172.84
6/1/2021,56.949997,172.50999
6/2/2021,56.690003,171.71001
6/3/2021,56.39,169.67
6/4/2021,57,171.03
6/7/2021,56.919999,171.03
6/8/2021,56.429993,172.41
6/9/2021,56.259995,171.46001
6/10/2021,56.600007,172.27
6/11/2021,56.880005,173.21001
6/14/2021,57.279999,173.25999
6/15/2021,57.320008,172.34
6/16/2021,57.119996,172.42
6/17/2021,57.520005,173.07001
6/18/2021,56.710007,172.16
6/21/2021,57.279999,173.23
6/22/2021,57.630005,174.86
6/23/2021,55.479996,176.21001
6/24/2021,56.059998,176.81
6/25/2021,56.419999,177.92999
6/28/2021,56.100007,177.97
6/29/2021,56.539994,178.41
6/30/2021,57.020005,178.55
7/1/2021,57.75,179.56
7/2/2021,58.419999,181.14
7/6/2021,57.660004,181.35001
7/7/2021,58.169999,181.25
7/8/2021,58.229996,180.8
7/9/2021,58.029999,182.49001
7/12/2021,58.259995,183.74001
7/13/2021,57.820008,181.53999
7/14/2021,57.770005,181.21001
7/15/2021,57.949997,180.23
7/16/2021,57.550004,178.00999
7/19/2021,56.630005,175.97
7/20/2021,57.080002,179.22
7/21/2021,57.809998,180.87
7/22/2021,57.789994,181.64999
7/23/2021,58.360001,183.27
7/26/2021,58.699997,184.63
7/27/2021,58.559998,182.75999
7/28/2021,57.979996,182.17
7/29/2021,58.110001,184.22
7/30/2021,58.830002,180.42999
8/2/2021,58.470002,180.95
8/3/2021,58.229996,182.28999
8/4/2021,57.970002,180.52
8/5/2021,58.339997,182.25
8/6/2021,58.690003,181.00999
8/9/2021,58.279999,180.75999
