date,CMCSA,XLY
9/18/2014,28.4249955,68.69
9/19/2014,28.3699955,68.49
9/22/2014,27.929993,67.53
9/23/2014,27.484993,66.95
9/24/2014,27.429993,67.71
9/25/2014,26.969994,66.72
9/26/2014,27.1199955,67.41
9/29/2014,27.0799945,67.06
9/30/2014,26.8899995,66.69
10/1/2014,26.4649965,65.8
10/2/2014,26.4199985,66.1
10/3/2014,26.824997,66.95
10/6/2014,26.695,66.59
10/7/2014,26.609993,65.6
10/8/2014,27.384995,66.63
10/9/2014,26.6599965,65.12
10/10/2014,26.309998,64.55
10/13/2014,25.82,63.24
10/14/2014,25.734993,63.7
10/15/2014,25.4249955,63.17
10/16/2014,24.7949985,63.24
10/17/2014,25.3399965,63.94
10/20/2014,25.649994,64.83
10/21/2014,26.094994,66.09
10/22/2014,25.7449955,65.52
10/23/2014,26.609993,66.41
10/24/2014,27.1299975,66.35
10/27/2014,27.024994,66.48
10/28/2014,27.364998,67.2
10/29/2014,27.449997,67
10/30/2014,27.1749955,67.44
10/31/2014,27.6749955,68.1
11/3/2014,27.7999955,68.1
11/4/2014,27.314995,67.28
11/5/2014,27.5449985,67.55
11/6/2014,27.6900025,68.12
11/7/2014,27.574997,68.0067
11/10/2014,26.4749985,67.97
11/11/2014,26.4800035,68.26
11/12/2014,26.8000035,68.58
11/13/2014,27.150002,69.01
11/14/2014,27.0500035,69.28
11/17/2014,27.0725025,69.2
11/18/2014,27.2099995,69.33
11/19/2014,27.1900025,69.62
11/20/2014,27.1900025,69.92
11/21/2014,27.040001,70.09
11/24/2014,27.5075,70.74
11/25/2014,28.309998,70.96
11/26/2014,28.4300005,70.95
11/28/2014,28.519997,71.81
12/1/2014,28.3000035,71.02
12/2/2014,28.5100025,71.29
12/3/2014,28.57,71.41
12/4/2014,28.1875,71.37
12/5/2014,28.1699985,71.53
12/8/2014,28.1800005,70.95
12/9/2014,28.0950015,70.82
12/10/2014,27.785004,69.88
12/11/2014,27.9475025,70.45
12/12/2014,27.6750035,70
12/15/2014,27.4700015,69.577
12/16/2014,27.404999,68.51
12/17/2014,27.6675035,69.82
12/18/2014,28.144997,70.97
12/19/2014,28.5849995,70.87
12/22/2014,28.610001,71.56
12/23/2014,28.949997,71.96
12/24/2014,29.035004,71.84
12/26/2014,29.1924975,72.23
12/29/2014,29.4375,72.78
12/30/2014,29.434998,72.44
12/31/2014,29.0049975,72.15
1/2/2015,28.6750035,71.63
1/5/2015,27.9800035,70.26
1/6/2015,27.614998,69.56
1/7/2015,27.5899965,70.66
1/8/2015,28.1900025,71.72
1/9/2015,28.144997,70.89
1/12/2015,28.0849995,70.51
1/13/2015,28.4199985,70.51
1/14/2015,27.910004,69.66
1/15/2015,28,68.76
1/16/2015,28.3850025,69.67
1/20/2015,27.904999,69.27
1/21/2015,27.8850025,69.72
1/22/2015,28.285004,71.03
1/23/2015,28.154999,70.93
1/26/2015,28.3450015,71.3
1/27/2015,28.177498,70.73
1/28/2015,27.2949985,69.81
1/29/2015,26.934998,70.76
1/30/2015,26.5725025,69.99
2/2/2015,26.904999,70.62
2/3/2015,27.705002,72.12
2/4/2015,28.449997,72.6
2/5/2015,28.485001,73.05
2/6/2015,28.4599995,72.94
2/9/2015,28.5449985,72.66
2/10/2015,28.705002,73.55
2/11/2015,28.8899995,73.57
2/12/2015,29.1900025,74.44
2/13/2015,29.7324985,74.89
2/17/2015,29.400002,74.72
2/18/2015,29.110001,74.68
2/19/2015,28.9250035,74.91
2/20/2015,29.25,75.44
2/23/2015,29.1050035,75.37
2/24/2015,29.5849995,75.73
2/25/2015,29.809998,76.31
2/26/2015,29.574997,76.07
2/27/2015,29.6900025,75.97
3/2/2015,29.934998,76.88
3/3/2015,29.9800035,76.67
3/4/2015,30.2149965,76.27
3/5/2015,30.1624985,76.32
3/6/2015,30.184998,75.41
3/9/2015,30.285004,75.84
3/10/2015,29.3499985,74.66
3/11/2015,29.029999,74.25
3/12/2015,29.665001,75.76
3/13/2015,29.525002,75.16
3/16/2015,29.875,76.04
3/17/2015,29.5650025,75.62
3/18/2015,29.495003,76.29
3/19/2015,29.372498,76.18
3/20/2015,29.7249985,76.77
3/23/2015,29.559998,76.64
3/24/2015,28.785004,76.24
3/25/2015,28.262497,75
3/26/2015,27.955002,74.53
3/27/2015,27.9700015,74.91
3/30/2015,28.3050005,75.68
3/31/2015,28.235001,75.35
4/1/2015,28.529999,75.02
4/2/2015,28.9700015,75.69
4/6/2015,29.1050035,76.05
4/7/2015,29.1575015,75.63
4/8/2015,29.5899965,76.34
4/9/2015,29.7949985,76.41
4/10/2015,29.904999,76.67
4/13/2015,29.3899995,76.25
4/14/2015,29.4875035,76.21
4/15/2015,29.955002,76.21
4/16/2015,29.8349995,76.36
4/17/2015,29.2099995,75.23
4/20/2015,29.235001,76.06
4/21/2015,29.4199985,76.14
4/22/2015,29.3799975,76.21
4/23/2015,29.614998,76.59
4/24/2015,29.82,77.63
4/27/2015,29.4400025,76.95
4/28/2015,29.5,76.68
4/29/2015,29.1699985,76.16
4/30/2015,28.8799975,75.31
5/1/2015,29.205002,76.35
5/4/2015,29.3899995,76.51
5/5/2015,28.989998,75.71
5/6/2015,28.830002,75.4
5/7/2015,28.9599995,75.79
5/8/2015,29.205002,76.6
5/11/2015,28.8825,76.26
5/12/2015,28.6624985,76.12
5/13/2015,28.1399995,75.64
5/14/2015,28.269997,75.98
5/15/2015,28.32,76.59
5/18/2015,28.485001,76.88
5/19/2015,28.614998,76.86
5/20/2015,28.785004,76.77
5/21/2015,28.769997,77.07
5/22/2015,28.934998,76.94
5/26/2015,29.2949985,76.39
5/27/2015,29.6699985,76.96
5/28/2015,29.5149995,76.83
5/29/2015,29.2300035,76.3
6/1/2015,29.3899995,76.52
6/2/2015,29.410004,76.69
6/3/2015,29.660004,77.29
6/4/2015,29.4749985,76.74
6/5/2015,29.342499,76.52
6/8/2015,28.932503,75.98
6/9/2015,28.9250035,75.9
6/10/2015,29.114998,76.68
6/11/2015,29.3799975,76.94
6/12/2015,29.1299975,76.59
6/15/2015,29.1699985,76.23
6/16/2015,29.4400025,76.69
6/17/2015,29.809998,77.04
6/18/2015,30.239998,77.97
6/19/2015,30.2549975,77.45
6/22/2015,30.485001,77.88
6/23/2015,30.3799975,78.19
6/24/2015,30.1800005,77.65
6/25/2015,30.4400025,77.59
6/26/2015,30.6350025,77.9
6/29/2015,29.989998,76.14
6/30/2015,30.07,76.48
7/1/2015,31.125,77.35
7/2/2015,31.1699985,77.2
7/6/2015,31.0550005,77.05
7/7/2015,31.2549975,77.72
7/8/2015,30.8450015,76.24
7/9/2015,31.0049975,76.56
7/10/2015,31.5950015,77.67
7/13/2015,31.860001,78.79
7/14/2015,31.620003,78.89
7/15/2015,31.875,78.81
7/16/2015,32.160004,79.29
7/17/2015,32.1350025,79.15
7/20/2015,32.160004,79.19
7/21/2015,32.1350025,78.94
7/22/2015,32.25,79.32
7/23/2015,31.235001,78.85
7/24/2015,31.0849995,78.85
7/27/2015,30.5550005,78.26
7/28/2015,31.205002,78.87
7/29/2015,31.239998,79.68
7/30/2015,31.1800005,79.97
7/31/2015,31.205002,80.22
8/3/2015,31.6050035,79.95
8/4/2015,31.370003,80.29
8/5/2015,29.904999,79.42
8/6/2015,29.3799975,78.34
8/7/2015,29.410004,78.28
8/10/2015,29.7249985,78.91
8/11/2015,29.394997,78.2
8/12/2015,29.705002,77.86
8/13/2015,29.82,78.31
8/14/2015,29.4400025,78.36
8/17/2015,30.205002,79.11
8/18/2015,29.8450015,79.18
8/19/2015,29.9599995,79.04
8/20/2015,29.184998,76.82
8/21/2015,28.3899995,74.36
8/24/2015,27.205002,71.39
8/25/2015,26.9250035,71.1
8/26/2015,27.699997,73.8
8/27/2015,28.3850025,75.53
8/28/2015,28.3899995,75.56
8/31/2015,28.165001,74.98
9/1/2015,27.5100025,73.08
9/2/2015,27.9400025,74.62
9/3/2015,28.1050035,74.65
9/4/2015,27.8899995,73.85
9/8/2015,28.5550005,75.56
9/9/2015,28.3349995,74.75
9/10/2015,28.269997,74.96
9/11/2015,28.205002,75.52
9/14/2015,28.125,75.12
9/15/2015,28.5674975,75.91
9/16/2015,28.870003,76.77
9/17/2015,29.2300035,76.97
9/18/2015,28.7099995,75.46
9/21/2015,28.945,76.12
9/22/2015,28.8550035,75.11
9/23/2015,28.684998,74.91
9/24/2015,28.410004,74.71
9/25/2015,28.269997,74.7
9/28/2015,27.404999,72.55
9/29/2015,27.57,72.31
9/30/2015,28.4400025,74.26
10/1/2015,28.705002,74.81
10/2/2015,29.360001,75.88
10/5/2015,29.809998,77
10/6/2015,29.485001,76.43
10/7/2015,29.847504,76.69
10/8/2015,30.489998,77.63
10/9/2015,30.245003,77.72
10/12/2015,30.1350025,78.09
10/13/2015,30.080002,77.67
10/14/2015,29.9700015,76.88
10/15/2015,30.5049975,77.88
10/16/2015,30.660004,78.29
10/19/2015,30.779999,78.66
10/20/2015,30.775002,78.56
10/21/2015,30.5550005,78.21
10/22/2015,30.8499985,79.24
10/23/2015,30.989998,79.63
10/26/2015,31.0899965,80.19
10/27/2015,30.769997,79.81
10/28/2015,30.9700015,80.57
10/29/2015,31.529999,80.8
10/30/2015,31.309998,80.97
11/2/2015,31.370003,81.34
11/3/2015,31.279999,81.65
11/4/2015,30.7300035,81.12
11/5/2015,30.904999,81.41
11/6/2015,30.8050005,81.42
11/9/2015,30.6750035,80.3
11/10/2015,30.785004,81.06
11/11/2015,30.775002,80.58
11/12/2015,30.745003,79.83
11/13/2015,30.114998,77.73
11/16/2015,30.672501,78.67
11/17/2015,30.5650025,78.82
11/18/2015,31.279999,80.17
11/19/2015,31.309998,80.27
11/20/2015,31.449997,81.23
11/23/2015,31.0650025,81.53
11/24/2015,30.830002,81.36
11/25/2015,30.699997,81.77
11/27/2015,30.7949985,81.47
11/30/2015,30.4300005,80.78
12/1/2015,30.875,81.61
12/2/2015,30.239998,80.9
12/3/2015,29.809998,79.68
12/4/2015,30.375,81.22
12/7/2015,30.184998,80.88
12/8/2015,29.769997,80.64
12/9/2015,29.2949985,79.61
12/10/2015,29.8349995,79.88
12/11/2015,28.985001,78.06
12/14/2015,28.684998,78.46
12/15/2015,28.875,78.89
12/16/2015,29.3499985,80.21
12/17/2015,28.7024995,78.89
12/18/2015,28.199997,77.33
12/21/2015,28.2300035,77.72
12/22/2015,28.445,78.29
12/23/2015,28.5849995,78.69
12/24/2015,28.650002,78.48
12/28/2015,28.5950015,78.68
12/29/2015,28.779999,79.59
12/30/2015,28.3550035,78.95
12/31/2015,28.2149965,78.1608
1/4/2016,27.82,76.82
1/5/2016,27.824997,76.72
1/6/2016,27.610001,75.97
1/7/2016,27.3050005,74.41
1/8/2016,27.332497,73.61
1/11/2016,27.360001,74.19
1/12/2016,27.434998,75.01
1/13/2016,26.775002,72.48
1/14/2016,27.525002,73
1/15/2016,26.945,71.5
1/19/2016,27.125,71.77
1/20/2016,26.8050005,71.14
1/21/2016,27.160004,72.05
1/22/2016,27.665001,73.31
1/25/2016,27.1050035,72.47
1/26/2016,27.4199985,73.53
1/27/2016,27.059998,72.38
1/28/2016,27.0550005,73.31
1/29/2016,27.8550035,74.11
2/1/2016,27.904999,74.56
2/2/2016,27.2949985,73.11
2/3/2016,28.9199985,72.92
2/4/2016,29.1050035,72.5
2/5/2016,29.705002,70.16
2/8/2016,29.699997,68.8
2/9/2016,29.1050035,68.69
2/10/2016,27.904999,68.57
2/11/2016,28.019997,68.53
2/12/2016,28.3899995,69.79
2/16/2016,28.739998,71.48
2/17/2016,28.8499985,73.02
2/18/2016,28.660004,72.54
2/19/2016,28.8799975,72.74
2/22/2016,29.074997,74.15
2/23/2016,28.769997,73.74
2/24/2016,29.199997,74.17
2/25/2016,29.2649995,74.91
2/26/2016,28.955002,74.83
2/29/2016,28.864998,74.44
3/1/2016,29.610001,76.41
3/2/2016,29.684998,76.34
3/3/2016,29.9599995,76.79
3/4/2016,29.870003,76.72
3/7/2016,29.4800035,76.39
3/8/2016,29.144997,75.79
3/9/2016,29.3899995,75.94
3/10/2016,29.184998,76.13
3/11/2016,29.580002,77.3
3/14/2016,29.614998,77.59
3/15/2016,29.699997,77.57
3/16/2016,29.955002,78.2
3/17/2016,30.375,78.31
3/18/2016,29.8799975,78.09
3/21/2016,29.9199985,78.13
3/22/2016,29.934998,78
3/23/2016,29.625,77.45
3/24/2016,30.0049975,77.55
3/28/2016,30.0449985,77.9
3/29/2016,30.375,78.69
3/30/2016,30.400002,79.19
3/31/2016,30.540001,79.1
4/1/2016,30.934998,79.43
4/4/2016,30.7149965,78.81
4/5/2016,30.5650025,78.14
4/6/2016,31.0999985,78.88
4/7/2016,30.699997,77.99
4/8/2016,30.8000035,77.87
4/11/2016,30.7200015,77.58
4/12/2016,30.860001,78.17
4/13/2016,30.9749985,79.27
4/14/2016,30.9199985,79.27
4/15/2016,30.985001,79.49
4/18/2016,31.239998,80.24
4/19/2016,31.1399995,79.8
4/20/2016,30.7300035,79.9
4/21/2016,30.4700015,79.62
4/22/2016,30.5500035,79.46
4/25/2016,30.5,79.55
4/26/2016,30.525002,79.74
4/27/2016,30.650002,79.66
4/28/2016,30.574997,78.8
4/29/2016,30.3799975,79.2
5/2/2016,30.614998,80.31
5/3/2016,30.4749985,79.57
5/4/2016,30.445,79.21
5/5/2016,30.525002,78.7
5/6/2016,30.7099995,79.28
5/9/2016,30.7099995,79.5
5/10/2016,31.32,80.52
5/11/2016,31.035004,78.9
5/12/2016,31.1299975,79.05
5/13/2016,30.9199985,78.11
5/16/2016,31,78.6
5/17/2016,30.2149965,77.71
5/18/2016,30.1900025,77.26
5/19/2016,30.125,77.19
5/20/2016,30.8799975,77.7
5/23/2016,30.904999,77.43
5/24/2016,31.2200015,78.36
5/25/2016,31.3000035,78.79
5/26/2016,31.144997,78.95
5/27/2016,31.4400025,79.32
5/31/2016,31.650002,79.24
6/1/2016,31.864998,79.19
6/2/2016,31.830002,79.63
6/3/2016,31.779999,79.11
6/6/2016,31.699997,79.31
6/7/2016,31.625,79.41
6/8/2016,31.610001,79.5
6/9/2016,31.4649965,79.32
6/10/2016,31.400002,78.49
6/13/2016,31.195,78.06
6/14/2016,31.32,77.86
6/15/2016,31.1750035,78.08
6/16/2016,31.5500035,78.33
6/17/2016,31.184998,77.93
6/20/2016,31.2300035,78.63
6/21/2016,31.269997,78.45
6/22/2016,31.32,78.34
6/23/2016,31.4749985,79.11
6/24/2016,30.824997,76.15
6/27/2016,31.2300035,74.77
6/28/2016,31.535004,76.26
6/29/2016,31.9700015,77.49
6/30/2016,32.5950015,78.06
7/1/2016,32.6399995,78.87
7/5/2016,32.5049975,78.23
7/6/2016,32.5500035,78.9
7/7/2016,33.1299975,79.24
7/8/2016,33.5550005,80.62
7/11/2016,33.705002,81.09
7/12/2016,33.574997,81.41
7/13/2016,33.415001,81.01
7/14/2016,33.5100025,81.34
7/15/2016,33.4400025,80.98
7/18/2016,33.4300005,81.29
7/19/2016,33.5449985,81.14
7/20/2016,33.559998,81.48
7/21/2016,33.5100025,81.26
7/22/2016,33.7300035,81.6
7/25/2016,33.735001,81.73
7/26/2016,33.5899965,81.63
7/27/2016,33.9599995,81.38
7/28/2016,33.9300005,81.53
7/29/2016,33.625,81.62
8/1/2016,33.769997,81.75
8/2/2016,33.449997,80.53
8/3/2016,33.4199985,80.76
8/4/2016,33.5899965,80.72
8/5/2016,33.695,81.57
8/8/2016,33.535004,81.3
8/9/2016,33.449997,81.06
8/10/2016,33.610001,81.23
8/11/2016,33.8399965,82.04
8/12/2016,33.7549975,82
8/15/2016,33.7600025,82.16
8/16/2016,33.654999,81.69
8/17/2016,33.8850025,81.5
8/18/2016,33.705002,81.45
8/19/2016,33.144997,81.5
8/22/2016,33.2200015,81.42
8/23/2016,32.830002,81.83
8/24/2016,32.8450015,81.44
8/25/2016,32.779999,81.17
8/26/2016,32.7549975,80.94
8/29/2016,32.830002,81.22
8/30/2016,32.775002,80.77
8/31/2016,32.6299975,80.56
9/1/2016,32.945,80.72
9/2/2016,33.080002,80.88
9/6/2016,33.1699985,81.03
9/7/2016,33.1750035,81.07
9/8/2016,33.080002,80.37
9/9/2016,32.5550005,78.43
9/12/2016,32.8799975,79.53
9/13/2016,32.3850025,78.4
9/14/2016,32.5849995,78.41
9/15/2016,33.120003,78.98
9/16/2016,32.9599995,78.51
9/19/2016,32.9250035,78.45
9/20/2016,33.114998,78.51
9/21/2016,33.580002,79.27
9/22/2016,33.650002,79.85
9/23/2016,33.574997,79.67
9/26/2016,32.904999,78.79
9/27/2016,33.0849995,79.59
9/28/2016,33.3399965,79.81
9/29/2016,33.125,79.4
9/30/2016,33.1699985,80.04
10/3/2016,33.0950015,79.99
10/4/2016,32.915001,79.71
10/5/2016,32.900002,80.04
10/6/2016,32.705002,80.1
10/7/2016,32.6800005,79.74
10/10/2016,32.8899995,79.87
10/11/2016,32.4800035,78.9
10/12/2016,32.620003,79.27
10/13/2016,32.559998,78.98
10/14/2016,32.5999985,78.89
10/17/2016,32.5100025,78.24
10/18/2016,32.4400025,78.76
10/19/2016,32.455002,79.11
10/20/2016,32.1750035,78.96
10/21/2016,32.029999,79.59
10/24/2016,32.4800035,80.16
10/25/2016,32.2600025,79.22
10/26/2016,31.279999,78.88
10/27/2016,30.739998,78.22
10/28/2016,30.9400025,78.04
10/31/2016,30.910004,78.1
11/1/2016,30.7249985,77.55
11/2/2016,30.735001,77.08
11/3/2016,30.4749985,76.88
11/4/2016,30.330002,76.73
11/7/2016,30.7549975,78.5
11/8/2016,31.2600025,78.82
11/9/2016,31.7249985,78.98
11/10/2016,32.5500035,79.27
11/11/2016,33.2300035,79.72
11/14/2016,33.6299975,79.73
11/15/2016,33.489998,80.04
11/16/2016,33.735001,80.48
11/17/2016,34.245003,81.45
11/18/2016,34.1699985,81.2
11/21/2016,34.0999985,81.73
11/22/2016,34.5100025,82.7
11/23/2016,34.4800035,82.78
11/25/2016,34.580002,82.98
11/28/2016,34.154999,82.32
11/29/2016,35.07,82.54
11/30/2016,34.7549975,81.85
12/1/2016,34.9300005,81.89
12/2/2016,34.3899995,81.44
12/5/2016,34.3399965,82.33
12/6/2016,34.3499985,82.52
12/7/2016,34.665001,84.12
12/8/2016,34.614998,84.12
12/9/2016,34.7249985,84.31
12/12/2016,34.5,83.61
12/13/2016,34.989998,84.36
12/14/2016,35.0100025,83.79
12/15/2016,34.9400025,83.59
12/16/2016,34.9300005,82.69
12/19/2016,35.074997,82.91
12/20/2016,35.5049975,83.57
12/21/2016,35.415001,83.53
12/22/2016,35.5100025,82.63
12/23/2016,35.324997,82.45
12/27/2016,35.434998,82.77
12/28/2016,35.2249985,82.2
12/29/2016,35.0449985,82.09
12/30/2016,34.525002,81.4
1/3/2017,34.525002,81.88
1/4/2017,34.934998,82.97
1/5/2017,35.074997,82.91
1/6/2017,35.1350025,83.32
1/9/2017,35.415001,83.25
1/10/2017,35.4599995,83.55
1/11/2017,35.8550035,83.73
1/12/2017,35.7099995,83.65
1/13/2017,36.3850025,83.96
1/17/2017,36.279999,84.1
1/18/2017,36.144997,83.95
1/19/2017,36.3050005,83.69
1/20/2017,36.785004,83.93
1/23/2017,36.6299975,83.99
1/24/2017,36.8000035,84.68
1/25/2017,36.7200015,85.2
1/26/2017,37.75,85.33
1/27/2017,37.9749985,85.06
1/30/2017,37.6699985,84.96
1/31/2017,37.7099995,84.83
2/1/2017,37.8050005,84.67
2/2/2017,37.5449985,84.6
2/3/2017,37.6299975,84.49
2/6/2017,37.269997,84.24
2/7/2017,37.4300005,84.16
2/8/2017,37.3450015,84.68
2/9/2017,37.5149995,85.21
2/10/2017,37.574997,85.73
2/13/2017,37.8550035,85.83
2/14/2017,38.0449985,86.32
2/15/2017,38.297501,86.77
2/16/2017,37.995003,86.33
2/17/2017,37.660004,86.61
2/21/2017,37.89,87.11
2/22/2017,37.940003,87.11
2/23/2017,37.649994,86.52
2/24/2017,37.89,86.92
2/27/2017,37.529999,87.02
2/28/2017,37.419999,86.37
3/1/2017,37.589997,87.34
3/2/2017,37.449997,87.13
3/3/2017,37.220002,87
3/6/2017,37.440003,86.72
3/7/2017,37.419999,86.44
3/8/2017,37.110001,86.8
3/9/2017,37.380005,86.72
3/10/2017,37.320008,86.85
3/13/2017,37.300004,87.08
3/14/2017,37.410004,87.06
3/15/2017,37.75,87.52
3/16/2017,37.679993,87.51
3/17/2017,37.460007,87.36
3/20/2017,37.479996,87.154
3/21/2017,37.070008,86.05
3/22/2017,37.039994,86.15
3/23/2017,37.220002,86.35
3/24/2017,37.380005,86.56
3/27/2017,37.110001,86.53
3/28/2017,37.089997,87.19
3/29/2017,37.220002,87.71
3/30/2017,37.509995,87.94
3/31/2017,37.589997,87.95
4/3/2017,37.559998,87.6
4/4/2017,37.789994,87.46
4/5/2017,37.339997,87.25
4/6/2017,38.130005,87.52
4/7/2017,38.024994,87.26
4/10/2017,37.669999,87.58
4/11/2017,37.229996,87.51
4/12/2017,37.289994,87.16
4/13/2017,37.14,86.55
4/17/2017,37.199997,87.44
4/18/2017,37.589997,87.45
4/19/2017,37.529999,87.53
4/20/2017,38,88.45
4/21/2017,38.160004,88.25
4/24/2017,38.009995,88.82
4/25/2017,38.490006,89.52
4/26/2017,38.789994,89.94
4/27/2017,39.589997,90.42
4/28/2017,39.190003,90.06
5/1/2017,39.190003,90.18
5/2/2017,39.339997,90.28
5/3/2017,38.539994,89.75
5/4/2017,38.289994,89.61
5/5/2017,39.009995,90.17
5/8/2017,39.199997,90.34
5/9/2017,39.080002,90.86
5/10/2017,39.100007,90.55
5/11/2017,39.259995,90.01
5/12/2017,38.979996,89.88
5/15/2017,38.970002,89.9
5/16/2017,38.820008,89.59
5/17/2017,38.100007,88.14
5/18/2017,38.669999,88.65
5/19/2017,38.850007,89.25
5/22/2017,39.490006,89.7
5/23/2017,39.779999,89.36
5/24/2017,40.330002,89.68
5/25/2017,40.339997,90.47
5/26/2017,40.910004,90.74
5/30/2017,41.100007,90.81
5/31/2017,41.690003,91.05
6/1/2017,41.660004,91.91
6/2/2017,41.990006,92.24
6/5/2017,41.789994,91.99
6/6/2017,41.720002,91.2
6/7/2017,41.89,91.36
6/8/2017,40.940003,90.77
6/9/2017,40.690003,90.37
6/12/2017,40.970002,90.32
6/13/2017,41.220002,90.88
6/14/2017,41.089997,90.83
6/15/2017,41.440003,90.45
6/16/2017,41.279999,90.15
6/19/2017,41.800004,90.84
6/20/2017,40.39,89.7
6/21/2017,40.279999,89.84
6/22/2017,39.940003,89.63
6/23/2017,39.5,89.52
6/26/2017,39.589997,89.84
6/27/2017,39.25,89.13
6/28/2017,39.860001,90.03
6/29/2017,38.869996,89.16
6/30/2017,38.919999,89.63
7/3/2017,38.360001,89.54
7/5/2017,38.710007,89.32
7/6/2017,38.25,88.41
7/7/2017,38.570008,89.2
7/10/2017,38.759995,89.39
7/11/2017,38.770005,89.21
7/12/2017,39.020005,89.89
7/13/2017,39.309998,89.9
7/14/2017,39.199997,90.19
7/17/2017,39.199997,90.41
7/18/2017,39.179993,90.82
7/19/2017,39.339997,91.26
7/20/2017,39.490006,91.07
7/21/2017,39.630005,91.13
7/24/2017,39.470002,90.82
7/25/2017,39.75,91.46
7/26/2017,39.350007,91.42
7/27/2017,39.429993,92.09
7/28/2017,39.520005,91.39
7/31/2017,40.449997,91.36
8/1/2017,40.339997,91.52
8/2/2017,40.009995,91.27
8/3/2017,39.699997,91.02
8/4/2017,39.600007,91.03
8/7/2017,39.610001,91.24
8/8/2017,39.919999,91.29
8/9/2017,40.630005,90.76
8/10/2017,40.729996,89.4
8/11/2017,41.110001,89.86
8/14/2017,41.899994,90.5
8/15/2017,41.5,89.67
8/16/2017,41.240006,90.13
8/17/2017,40.270005,88.69
8/18/2017,40.520005,88.25
8/21/2017,40.800004,88.41
8/22/2017,41.350007,89.36
8/23/2017,40.649994,88.6
8/24/2017,40.14,88.41
8/25/2017,40.199997,88.63
8/28/2017,40.339997,88.68
8/29/2017,40.160004,88.6
8/30/2017,40.820008,89.24
8/31/2017,40.610001,89.66
9/1/2017,41.059998,90.07
9/5/2017,40.669999,89.7
9/6/2017,41.169999,90.26
9/7/2017,38.600007,89.48
9/8/2017,38.210007,89.17
9/11/2017,37.830002,89.64
9/12/2017,37.899994,90.04
9/13/2017,37.960007,90.69
9/14/2017,37.600007,90.2
9/15/2017,36.929993,89.63
9/18/2017,37.110001,89.32
9/19/2017,37.300004,89.24
9/20/2017,37.460007,89.54
9/21/2017,37.470002,89.39
9/22/2017,38.100007,89.54
9/25/2017,37.910004,89.35
9/26/2017,37.809998,89.36
9/27/2017,38.529999,89.85
9/28/2017,37.820008,89.74
9/29/2017,38.479996,90.08
10/2/2017,37.970002,90.25
10/3/2017,38.300004,90.63
10/4/2017,38.589997,91.1
10/5/2017,38.350007,91.61
10/6/2017,38.009995,91.72
10/9/2017,37.800004,91.43
10/10/2017,37.690003,91.34
10/11/2017,37.419999,91.39
10/12/2017,35.949997,90.78
10/13/2017,36.009995,91.22
10/16/2017,36.610001,91.34
10/17/2017,36.470002,91.39
10/18/2017,36.199997,91.14
10/19/2017,36.899994,91.14
10/20/2017,37.220002,91.36
10/23/2017,36.550004,90.74
10/24/2017,36.5,90.96
10/25/2017,36.830002,90.61
10/26/2017,36.270005,90.93
10/27/2017,36.789994,92.4
10/30/2017,36.5,91.98
10/31/2017,36.029999,91.99
11/1/2017,36.080002,92.02
11/2/2017,35.149994,91.33
11/3/2017,35.679993,91.7
11/6/2017,35.539994,92.37
11/7/2017,36.39,91.82
11/8/2017,36.210007,91.92
11/9/2017,36.559998,92.06
11/10/2017,36.850007,92.37
11/13/2017,37.25,92.68
11/14/2017,36.860001,92.76
11/15/2017,37.179993,92.36
11/16/2017,37.070008,93.13
11/17/2017,36.160004,93.54
11/20/2017,35.830002,93.72
11/21/2017,36.419999,94.3
11/22/2017,36.410004,94.39
11/24/2017,35.869996,94.63
11/27/2017,35.550004,94.7
11/28/2017,36.25,95.75
11/29/2017,37.190003,96.16
11/30/2017,37.539994,96.65
12/1/2017,38.429993,96.61
12/4/2017,40.320008,97.73
12/5/2017,39.520005,97.17
12/6/2017,38.630005,96.54
12/7/2017,37.89,96.79
12/8/2017,37.949997,97.25
12/11/2017,38.440003,97.46
12/12/2017,39.509995,97.5
12/13/2017,38.580002,97.58
12/14/2017,39.119996,97.88
12/15/2017,39.710007,97.97
12/18/2017,39.539994,98.85
12/19/2017,39.14,98.72
12/20/2017,39.380005,98.53
12/21/2017,40.809998,99.17
12/22/2017,40.779999,98.98
12/26/2017,40.820008,99.2
12/27/2017,40.410004,99
12/28/2017,40.289994,99.27
12/29/2017,40.050004,98.69
1/2/2018,41.070008,100.19
1/3/2018,40.410004,100.65
1/4/2018,40.669999,100.98
1/5/2018,41.039994,101.78
1/8/2018,40.479996,101.9
1/9/2018,40.610001,102.1
1/10/2018,41.089997,102.03
1/11/2018,42.600007,103.69
1/12/2018,42.440003,105.03
1/16/2018,41.820008,104.28
1/17/2018,41.679993,104.78
1/18/2018,41.850007,104.69
1/19/2018,42.5,105.6
1/22/2018,42.89,106.77
1/23/2018,42.440003,107.67
1/24/2018,42.990006,108.13
1/25/2018,42.14,107.94
1/26/2018,42.800004,109
1/29/2018,41.979996,108.7
1/30/2018,42.339997,108.16
1/31/2018,42.529999,107.81
2/1/2018,41.89,106.61
2/2/2018,41.110001,105.59
2/5/2018,39.199997,102.03
2/6/2018,39.669999,104.64
2/7/2018,40.149994,104.32
2/8/2018,38.190003,100.16
2/9/2018,38.570008,100.83
2/12/2018,38.539994,102.2
2/13/2018,38.960007,102.73
2/14/2018,39.429993,104.37
2/15/2018,40.080002,105.3
2/16/2018,39.789994,104.79
