date,PTEN,XES
7/19/2013,22.18,424.18992
7/22/2013,21.8,423.39997
7/23/2013,21.79,421.79993
7/24/2013,21.39,413.49991
7/25/2013,20.61,415.99991
7/26/2013,20.1,410.09995
7/29/2013,19.67,404.79996
7/30/2013,19.71,403.29987
7/31/2013,19.77,404.79996
8/1/2013,20.26,413.7999
8/2/2013,20.28,415.79987
8/5/2013,20.2,414.89991
8/6/2013,20.11,406.19996
8/7/2013,20.06,406.2999
8/8/2013,19.97,408.59986
8/9/2013,20.09,408.69996
8/12/2013,20.2,408.29987
8/13/2013,20.4,409.59992
8/14/2013,20.25,408.09998
8/15/2013,19.83,405.79987
8/16/2013,19.57,403.59986
8/19/2013,19.18,398.19993
8/20/2013,19.69,402.5
8/21/2013,19.29,397.39991
8/22/2013,19.62,405.39994
8/23/2013,19.85,407.6999
8/26/2013,20.03,407.09992
8/27/2013,19.62,400.59998
8/28/2013,20.04,406.09986
8/29/2013,19.8,403.5019
8/30/2013,19.59,397.89994
9/3/2013,19.11,400.29999
9/4/2013,19.205,406.19996
9/5/2013,19.7,412.29996
9/6/2013,19.83,414.19999
9/9/2013,20.57,421.79993
9/10/2013,20.79,423.69996
9/11/2013,20.84,424.79996
9/12/2013,20.38,419.64798
9/13/2013,20.77,420.59998
9/16/2013,20.75,422.89994
9/17/2013,20.97,425.79987
9/18/2013,21.571,428.7999
9/19/2013,22.131,429.49997
9/20/2013,21.94,423.69996
9/23/2013,21.71,420.29999
9/24/2013,21.69,420.29999
9/25/2013,21.82,422.59995
9/26/2013,22.05,423.49991
9/27/2013,21.69,421.79993
9/30/2013,21.38,419.89991
10/1/2013,22,425.39994
10/2/2013,22.39,426.99997
10/3/2013,22.53,424.59992
10/4/2013,23.36,429.49997
10/7/2013,23.16,425
10/8/2013,22.6,419.89991
10/9/2013,22.27,416.49994
10/10/2013,22.83,427.09992
10/11/2013,23.16,431.69999
10/14/2013,23.15,434.79996
10/15/2013,22.75,430.39994
10/16/2013,23.235,434.89991
10/17/2013,23.24,437.5
10/18/2013,24.02,445.99991
10/21/2013,23.53,442.39991
10/22/2013,23.26,444.69986
10/23/2013,22.32,435.59998
10/24/2013,22.02,433.39997
10/25/2013,22.28,435.69993
10/28/2013,23.08,437.6999
10/29/2013,24.32,444.59992
10/30/2013,24.07,440.99991
10/31/2013,24.279,442.09992
11/1/2013,24.59,438.99994
11/4/2013,24.89,446.19996
11/5/2013,24.27,443.09998
11/6/2013,24.585,444.79996
11/7/2013,23.98,437.39991
11/8/2013,24.79,447.99988
11/11/2013,25.14,451.99997
11/12/2013,24.43,445.09995
11/13/2013,24.62,449.29993
11/14/2013,25.065,452.29996
11/15/2013,25.09,454.09989
11/18/2013,24.669,444.79996
11/19/2013,24.47,439.72489
11/20/2013,24.34,439.49997
11/21/2013,24.67,442.59995
11/22/2013,23.7,441.19996
11/25/2013,23.39,429.79996
11/26/2013,23.61,432.04987
11/27/2013,23.21,428.29987
11/29/2013,23.31,430.09995
12/2/2013,23.61,429.59992
12/3/2013,24.01,430.29999
12/4/2013,24.45,431.99997
12/5/2013,24.44,429.79996
12/6/2013,23.82,428.39997
12/9/2013,23.71,427.89994
12/10/2013,23.46,423.99994
12/11/2013,23.18,418.09998
12/12/2013,23.59,420.29999
12/13/2013,23.75,419.79996
12/16/2013,24.22,425.99991
12/17/2013,24.21,423.69996
12/18/2013,25.2,425.39994
12/19/2013,25.21,422.79999
12/20/2013,25.24,426.4
12/23/2013,24.98,425.79987
12/24/2013,25.59,431.69999
12/26/2013,25.62,431.89988
12/27/2013,25.92,435.39994
12/30/2013,25.47,433.19993
12/31/2013,25.32,437.19986
1/2/2014,24.96,430.09995
1/3/2014,25.29,430.99991
1/6/2014,24.88,428.9
1/7/2014,25.03,427.59995
1/8/2014,24.99,422.6999
1/9/2014,24.88,420.99991
1/10/2014,25.37,425.99991
1/13/2014,24.76,417.19986
1/14/2014,25.11,424.69986
1/15/2014,25.22,425.29999
1/16/2014,24.98,423.59986
1/17/2014,25.03,424.49997
1/21/2014,25.29,427.29996
1/22/2014,25.92,429.59992
1/23/2014,25.75,419.59992
1/24/2014,25.22,411.69999
1/27/2014,25.01,408.09998
1/28/2014,25.37,409.09989
1/29/2014,25.26,403.99994
1/30/2014,25.7,408.09998
1/31/2014,25.69,406.19996
2/3/2014,24.58,397.29996
2/4/2014,24.75,402.27997
2/5/2014,24.58,395.99991
2/6/2014,27.87,406.2999
2/7/2014,28.14,405.99991
2/10/2014,27.8,405.1999
2/11/2014,28.32,415.59998
2/12/2014,28.22,414.19999
2/13/2014,28.53,420.69993
2/14/2014,28.32,423.09998
2/18/2014,29.31,425.89997
2/19/2014,29.39,427.79999
2/20/2014,29.4,431.49994
2/21/2014,29.62,429.69986
2/24/2014,30.4,440.1999
2/25/2014,30.45,438.29987
2/26/2014,29.21,437.39991
2/27/2014,29,438.59986
2/28/2014,29.11,445
3/3/2014,28.57,441.2999
3/4/2014,29.71,446.79993
3/5/2014,28.66,443.39997
3/6/2014,29.56,448.19993
3/7/2014,29.24,448.69996
3/10/2014,29.38,446.99997
3/11/2014,28.8,438.19993
3/12/2014,29.13,436.19996
3/13/2014,28.77,429.09989
3/14/2014,28.79,428.7999
3/17/2014,30.11,435.1999
3/18/2014,30.68,440.99991
3/19/2014,31.035,441.2999
3/20/2014,30.74,445.09995
3/21/2014,31.24,448.99994
3/24/2014,30.91,444.69986
3/25/2014,30.77,449.79996
3/26/2014,30.2,445.69993
3/27/2014,30.15,449.49997
3/28/2014,31.52,456.49994
3/31/2014,31.68,458.7999
4/1/2014,31.21,458.59986
4/2/2014,31.22,460.89997
4/3/2014,31.06,456.89988
4/4/2014,31.36,453.9
4/7/2014,30.44,444.29993
4/8/2014,31.04,452.29996
4/9/2014,31.43,453.19993
4/10/2014,30.63,445.49988
4/11/2014,30.8,440.89997
4/14/2014,31.21,448.59986
4/15/2014,32.02,454.09989
4/16/2014,32.69,457.09992
4/17/2014,32.99,461.79993
4/21/2014,33.55,464.69986
4/22/2014,33.1,466.79993
4/23/2014,33.49,470.29999
4/24/2014,32.45,468.7999
4/25/2014,32.22,467.59995
4/28/2014,32.27,463.39997
4/29/2014,32.32,463.44986
4/30/2014,32.53,467.39991
5/1/2014,32.22,458.7999
5/2/2014,33.07,463.7999
5/5/2014,32.87,463.09998
5/6/2014,33.01,462.99988
5/7/2014,33.965,466.19996
5/8/2014,32.89,456.4
5/9/2014,32.29,455.09995
5/12/2014,32.51,459.59992
5/13/2014,32.315,459.90799
5/14/2014,32.77,457.19986
5/15/2014,31.93,449.29993
5/16/2014,31.85,451.19996
5/19/2014,32.56,455
5/20/2014,32.27,452.19986
5/21/2014,32.65,456.89988
5/22/2014,32.83,458.49991
5/23/2014,32.88,457.89994
5/27/2014,33,461.59989
5/28/2014,32.96,459.49997
5/29/2014,32.95,465
5/30/2014,33.09,465.09995
6/2/2014,32.88,462.6999
6/3/2014,33,465.1999
6/4/2014,32.84,465
6/5/2014,33.01,469.19999
6/6/2014,33.56,475.99991
6/9/2014,33.78,479.19999
6/10/2014,33.47,476.40091
6/11/2014,33.29,475.69993
6/12/2014,33.93,478.59986
6/13/2014,34.11,482.39991
6/16/2014,33.91,483.59986
6/17/2014,33.93,483.39997
6/18/2014,34.48,486.4
6/19/2014,34.85,486.99997
6/20/2014,34.91,489.59992
6/23/2014,34.58,488.99994
6/24/2014,33.05,477.79999
6/25/2014,34.09,484.09989
6/26/2014,34.41,484.39988
6/27/2014,34.6,488.29987
6/30/2014,34.94,492.79999
7/1/2014,35.34,491.69999
7/2/2014,35.94,490.59998
7/3/2014,35.98,491.49994
7/7/2014,35.22,482.79999
7/8/2014,35.03,482.19986
7/9/2014,34.98,482.6999
7/10/2014,34.39,473.99994
7/11/2014,34.34,468.99994
7/14/2014,34.79,475.29999
7/15/2014,34.54,473.29987
7/16/2014,35.64,479.39988
7/17/2014,34.89,473.29987
7/18/2014,34.91,473.39997
7/21/2014,35.28,472.89994
7/22/2014,36.26,478.69996
7/23/2014,36.72,478.99994
7/24/2014,37.39,475.09995
7/25/2014,37.73,473.29987
7/28/2014,37.45,468.99994
7/29/2014,37,467.09992
7/30/2014,36.24,463.09998
7/31/2014,34.35,448.9
8/1/2014,34.15,446.2999
8/4/2014,34.47,450.69993
8/5/2014,33.71,442.5
8/6/2014,33.73,442.19986
8/7/2014,33.14,439.49997
8/8/2014,33.84,445.89997
8/11/2014,33.92,447.6999
8/12/2014,33.78,444.09989
8/13/2014,33.92,445.89997
8/14/2014,32.82,439.49997
8/15/2014,32.88,443.69996
8/18/2014,32.7,445.69993
8/19/2014,32.67,448.29987
8/20/2014,32.77,447.6999
8/21/2014,32.365,447.6999
8/22/2014,32.24,443.99994
8/25/2014,32.815,447.6999
8/26/2014,33.59,453.19993
8/27/2014,33.8,455.39994
8/28/2014,33.54,452.79999
8/29/2014,34.54,457.59995
9/2/2014,33.8,451.19996
9/3/2014,34.66,451.2999
9/4/2014,33.205,439.69986
9/5/2014,33.615,442.19986
9/8/2014,32.54,434.79996
9/9/2014,31.85,432.19986
9/10/2014,31.98,433.7999
9/11/2014,32.615,437.6999
9/12/2014,31.39,429.19999
9/15/2014,31.66,429.39988
9/16/2014,32.51,432.09992
9/17/2014,32.47,429.59992
9/18/2014,32.72,427.39991
9/19/2014,33.07,422.6999
9/22/2014,32.14,413.39997
9/23/2014,32.595,413.29987
9/24/2014,33.19,414.19999
9/25/2014,32.72,406.99997
9/26/2014,33.29,412.19986
9/29/2014,33.11,409.29993
9/30/2014,32.53,401.69999
10/1/2014,32.1,390.99991
10/2/2014,30.27,386.2999
10/3/2014,29.99,381.2999
10/6/2014,30,380.99991
10/7/2014,29.14,378.03986
10/8/2014,29.17,377.79999
10/9/2014,26.9,359.79996
10/10/2014,25.165,351.69999
10/13/2014,22.925,340.49988
10/14/2014,21.715,333.99994
10/15/2014,22.96,341.09986
10/16/2014,24.12,349.49997
10/17/2014,24.165,346.4
10/20/2014,24.475,351.69999
10/21/2014,26.305,361.19996
10/22/2014,24.99,349.49997
10/23/2014,25.81,357.99988
10/24/2014,24.45,354.15787
10/27/2014,22.51,341.09986
10/28/2014,22.86,351.49994
10/29/2014,23.25,353.19993
10/30/2014,22.99,351.49994
10/31/2014,23.03,355.69993
11/3/2014,22.91,348.39997
11/4/2014,21.23,333.59986
11/5/2014,21.585,340.69993
11/6/2014,21.905,343.60001
11/7/2014,22.36,354.40003
11/10/2014,21.76,349.10004
11/11/2014,22.15,349.70002
11/12/2014,21.645,347.89994
11/13/2014,21.08,342.20002
11/14/2014,21.33,346.00007
11/17/2014,20.63,344.10004
11/18/2014,20.265,341.00007
11/19/2014,20.39,339.29993
11/20/2014,21.28,345.70008
11/21/2014,21.64,351.90003
11/24/2014,21.6,349.79996
11/25/2014,21.075,342.40006
11/26/2014,20.395,331.69999
11/28/2014,17.69,298.09998
12/1/2014,17.67,290.50004
12/2/2014,17.65,289.79996
12/3/2014,17.54,295.39994
12/4/2014,16.88,290.89997
12/5/2014,15.93,286.10001
12/8/2014,15.255,270.80002
12/9/2014,15.785,279.70002
12/10/2014,14.915,268.39997
12/11/2014,15.05,266.60004
12/12/2014,14.36,260
12/15/2014,14.33,257.70005
12/16/2014,14.91,262.5
12/17/2014,16.145,277.10007
12/18/2014,16.64,282.27997
12/19/2014,17.45,295.70008
12/22/2014,17.04,288.80005
12/23/2014,16.84,287.89994
12/24/2014,16.63,284.90006
12/26/2014,16.6,285.70008
12/29/2014,16.89,287.70005
12/30/2014,16.81,285.29999
12/31/2014,16.59,282.10007
1/2/2015,16.65,284.40003
1/5/2015,15.77,270.59998
1/6/2015,15.25,262.10007
1/7/2015,14.71,259.49997
1/8/2015,14.75,263.80005
1/9/2015,14.69,260.09995
1/12/2015,13.92,249.10004
1/13/2015,14.03,249.40003
1/14/2015,14.34,249.49997
1/15/2015,13.72,241.10001
1/16/2015,14.73,252.10007
1/20/2015,14.8,248.99994
1/21/2015,15.79,258.60001
1/22/2015,15.94,257.79999
1/23/2015,15.86,254.10004
1/26/2015,16.47,259.60007
1/27/2015,17.255,261.90003
1/28/2015,15.78,245.89997
1/29/2015,15.99,243.80005
1/30/2015,17.16,249.49997
2/2/2015,17.74,259.60007
2/3/2015,17.78,273.69996
2/4/2015,16.94,264.10004
2/5/2015,17.53,270.09995
2/6/2015,18.01,273.20008
2/9/2015,17.93,280.39994
2/10/2015,16.78,270.20005
2/11/2015,16.82,265.29999
2/12/2015,17.01,265.39994
2/13/2015,18.14,276.4
2/17/2015,18.5,281.49994
2/18/2015,18.53,279.90006
2/19/2015,18.39,279.19999
2/20/2015,18.32,273.99994
2/23/2015,17.6,267.5
2/24/2015,17.49,265.50004
2/25/2015,17.86,267.10007
2/26/2015,17.85,262.5
2/27/2015,18.685,266.69999
3/2/2015,18.23,263.69996
3/3/2015,18.78,267.5
3/4/2015,18.59,268.09998
3/5/2015,19.46,266.79993
3/6/2015,18.47,260.20005
3/9/2015,17.81,254.49997
3/10/2015,16.96,247.59995
3/11/2015,17.17,249.79996
3/12/2015,17.31,248.20008
3/13/2015,17.06,242.59995
3/16/2015,17.13,239.90006
3/17/2015,17.47,239.29993
3/18/2015,18.38,248.20008
3/19/2015,17.92,242.29996
3/20/2015,17.89,246.99997
3/23/2015,18.2,247.59995
3/24/2015,18.79,248.20008
3/25/2015,19.04,252.5
3/26/2015,19.095,252.59995
3/27/2015,18.955,249.60007
3/30/2015,18.92,252.10007
3/31/2015,18.775,251.49994
4/1/2015,19.34,253.39997
4/2/2015,19.37,256.60004
4/6/2015,20.33,268.69996
4/7/2015,20.2,270.39994
4/8/2015,19.29,268.60001
4/9/2015,19.97,276.4
4/10/2015,20.02,276.4
4/13/2015,20.345,274.49997
4/14/2015,21.48,283.30002
4/15/2015,22.49,297.70005
4/16/2015,21.75,293.20008
4/17/2015,21.25,285.89997
4/20/2015,21.07,285.20005
4/21/2015,20.325,275.59998
4/22/2015,21.01,278.20008
4/23/2015,21.76,283.00004
4/24/2015,21.155,278.09998
4/27/2015,21.15,281.49994
4/28/2015,21.66,282.59995
4/29/2015,22.575,291.49994
4/30/2015,22.35,300.09995
5/1/2015,22.46,299.70002
5/4/2015,22.175,298.20008
5/5/2015,21.545,300.09995
5/6/2015,21.74,299.10004
5/7/2015,21.21,289.19999
5/8/2015,22.1,296.00007
5/11/2015,21.07,291.00007
5/12/2015,21.51,295.39994
5/13/2015,21.345,294.60007
5/14/2015,20.99,290.09995
5/15/2015,20.89,289.79996
5/18/2015,21.37,288.9
5/19/2015,20.5,280.20005
5/20/2015,20.87,282.5
5/21/2015,21.5,290
5/22/2015,21.4,287.70005
5/26/2015,20.06,280.70008
5/27/2015,20.315,281.30005
5/28/2015,19.96,279.79996
5/29/2015,20.2,278.09998
6/1/2015,20,276.00007
6/2/2015,20.77,282.59995
6/3/2015,20.77,281.90003
6/4/2015,20.3,276.69999
6/5/2015,20.92,281.99997
6/8/2015,20.92,279.49997
6/9/2015,20.85,278.99994
6/10/2015,21.4,286.99997
6/11/2015,21.21,282.20002
6/12/2015,20.96,279.29993
6/15/2015,20.68,276.30005
6/16/2015,20.87,276.90003
6/17/2015,20.93,276.60004
6/18/2015,20.14,270
6/19/2015,19.77,264.70002
6/22/2015,19.85,266.30005
6/23/2015,20.01,269.40003
6/24/2015,19.38,266.90003
6/25/2015,18.69,262.29996
6/26/2015,18.73,264.70002
6/29/2015,18.78,260.09995
6/30/2015,18.815,260.59998
7/1/2015,17.74,251.00007
7/2/2015,17.78,251.99997
7/6/2015,17.07,245.09995
7/7/2015,17.56,249.70002
7/8/2015,17.26,241.49994
7/9/2015,17.62,243.80005
7/10/2015,17.71,241.90003
7/13/2015,17.92,244.49997
7/14/2015,18.48,249.70002
7/15/2015,17.39,238.9
7/16/2015,17.16,237.10007
7/17/2015,16.66,229.40003
7/20/2015,16.51,226.30005
7/21/2015,16.89,226.00007
7/22/2015,16.7,220
7/23/2015,17.13,224.19999
7/24/2015,16.11,215.89997
7/27/2015,15.72,211.4
7/28/2015,16.47,218.69996
7/29/2015,17.18,226.19996
7/30/2015,16.93,222.40006
7/31/2015,16.485,216.79993
8/3/2015,16.56,211.69999
8/4/2015,16.86,210
8/5/2015,16.73,209.90006
8/6/2015,17.95,219.90006
8/7/2015,16.9,211.99997
8/10/2015,18.1,224.29993
8/11/2015,17.46,220.80002
8/12/2015,18.11,224.49997
8/13/2015,17.56,215.20005
8/14/2015,16.73,211.49994
8/17/2015,16.47,210.80002
8/18/2015,16.71,210.20005
8/19/2015,15.95,202.10007
8/20/2015,15.53,194.90006
8/21/2015,14.66,189.29993
8/24/2015,13.64,179.19999
8/25/2015,13.24,179.49997
8/26/2015,13.63,186.69999
8/27/2015,15.07,202.20002
8/28/2015,15.67,210.70008
8/31/2015,16.28,217.20002
9/1/2015,15.36,208.09998
9/2/2015,14.78,207.10007
9/3/2015,14.93,208.9
9/4/2015,14.54,204.29993
9/8/2015,14.72,207.40006
9/9/2015,14.08,199.79996
9/10/2015,14.51,200.89997
9/11/2015,14.22,195.39994
9/14/2015,14.16,194.49997
9/15/2015,14.44,199.49997
9/16/2015,14.88,208.20008
9/17/2015,14.77,207.5
9/18/2015,13.47,195.89997
9/21/2015,13.45,194.29993
9/22/2015,13.455,193.00004
9/23/2015,13.48,188.09998
9/24/2015,13.92,188.09998
9/25/2015,13.97,185.29999
9/28/2015,13.69,177.40006
9/29/2015,13.89,178.80005
9/30/2015,13.14,177.79999
10/1/2015,13.06,174.60007
10/2/2015,14.26,187.40006
10/5/2015,15.45,197.79999
10/6/2015,16.69,210.80002
10/7/2015,16.25,211.69999
10/8/2015,16.97,217.59995
10/9/2015,16.98,218.9
10/12/2015,16.11,208.30002
10/13/2015,15.91,206.4
10/14/2015,15.97,209.40003
10/15/2015,16,212.5
10/16/2015,14.785,206.69999
10/19/2015,14.31,201.79993
10/20/2015,14.65,208.39997
10/21/2015,14.32,204.10004
10/22/2015,14.72,207.59995
10/23/2015,15.07,206.00007
10/26/2015,14.8,197.89994
10/27/2015,14.24,191.30005
10/28/2015,14.55,200.70008
10/29/2015,14.54,196.30005
10/30/2015,14.89,199.40003
11/2/2015,15.67,207.89994
11/3/2015,16.48,217.10007
11/4/2015,16.49,214.19999
11/5/2015,15.8,208.69996
11/6/2015,16.17,210.29999
11/9/2015,16.17,208.60001
11/10/2015,16.24,209.60007
11/11/2015,15.45,202.10007
11/12/2015,15.18,196.69999
11/13/2015,15.09,198.30002
11/16/2015,15.67,203.69996
11/17/2015,15.42,198.24997
11/18/2015,16.44,204.79996
11/19/2015,15.74,197.70005
11/20/2015,15.35,195.09995
11/23/2015,15.61,198.09998
11/24/2015,16.57,207.40006
11/25/2015,16.65,207.10007
11/27/2015,16.1,201.69999
11/30/2015,16.22,206.10001
12/1/2015,16.2,207.89994
12/2/2015,15.36,200.70008
12/3/2015,15.74,200.59998
12/4/2015,15.02,193.39997
12/7/2015,14.47,184.40003
12/8/2015,14.44,182.5
12/9/2015,14.59,184.19999
12/10/2015,15.17,186.49994
12/11/2015,14.8,178.39997
12/14/2015,14.72,177.70005
12/15/2015,15.54,185
12/16/2015,15.71,182.89994
12/17/2015,14.87,175
12/18/2015,14.06,168.69996
12/21/2015,14.12,168.80005
12/22/2015,14.74,175.80002
12/23/2015,15.79,185.70008
12/24/2015,15.75,182.89994
12/28/2015,14.95,175.59998
12/29/2015,15.18,177.29996
12/30/2015,15.2,173.9
12/31/2015,15.08,175.39994
1/4/2016,15.18,178.20008
1/5/2016,14.7,172.89994
1/6/2016,14.17,163.09998
1/7/2016,13.57,157
1/8/2016,13.26,153.95001
1/11/2016,12.96,149
1/12/2016,13.12,148.2
1/13/2016,12.56,142.9
1/14/2016,13.19,149.05
1/15/2016,12.84,143.40001
1/19/2016,12.07,136.80001
1/20/2016,11.64,134.60001
1/21/2016,11.99,140.7
1/22/2016,12.67,144.4
1/25/2016,11.49,135.7
1/26/2016,11.92,141.30001
1/27/2016,12.42,143.7
1/28/2016,13.51,148.40001
1/29/2016,14.38,154.9
2/1/2016,13.33,149.30001
2/2/2016,12.49,141.00001
2/3/2016,13.05,145
2/4/2016,14.15,152.8
2/5/2016,13.74,150.3
2/8/2016,13.27,146.1
2/9/2016,12.79,137.20001
2/10/2016,12.59,133.50001
2/11/2016,12.57,130.60001
2/12/2016,13.13,133.80001
2/16/2016,13.75,136.2
2/17/2016,14.67,144.60001
2/18/2016,14.72,143.40001
2/19/2016,15,141.00001
2/22/2016,15.44,146.9
2/23/2016,14.83,141.1
2/24/2016,14.94,140.8
2/25/2016,14.82,138.80001
2/26/2016,15.32,146.80001
2/29/2016,15.54,150.20001
3/1/2016,15.8,152.5
3/2/2016,16.26,160.89997
3/3/2016,16.96,171.30005
3/4/2016,17.48,178.39997
3/7/2016,18.43,185.39994
3/8/2016,17.39,171.00007
3/9/2016,17.62,171.10001
3/10/2016,17.69,169.70002
3/11/2016,17.91,178.9
3/14/2016,17.74,175.09995
3/15/2016,17.9,171.4
3/16/2016,18.18,174.40003
3/17/2016,18.32,181.90003
3/18/2016,17.25,176.30005
3/21/2016,17.51,178.50007
3/22/2016,17.14,174.55002
3/23/2016,16.91,168.09998
3/24/2016,16.93,169.79996
3/28/2016,16.75,169.79996
3/29/2016,16.98,170.09995
3/30/2016,17.2,171.19996
3/31/2016,17.62,173.00004
4/1/2016,16.56,167.5
4/4/2016,16.37,164.60007
4/5/2016,16.4,163.99994
4/6/2016,17.02,167.29996
4/7/2016,16.71,162.59995
4/8/2016,17.4,167.89994
4/11/2016,17.62,168.60001
4/12/2016,18.62,176.90003
4/13/2016,18.65,179.19999
4/14/2016,18.24,176.75004
4/15/2016,17.64,175
4/18/2016,17.79,178.20008
4/19/2016,18.42,186.10001
4/20/2016,18.75,186.99997
4/21/2016,18.71,185.70008
4/22/2016,19.06,190.89997
4/25/2016,18.7,184.79996
4/26/2016,18.54,185.50004
4/27/2016,19.09,192.70005
4/28/2016,19.15,191.60004
4/29/2016,19.75,195.09995
5/2/2016,19.23,192.5
5/3/2016,18.59,185.20005
5/4/2016,17.56,180.39994
5/5/2016,17.45,177.29996
5/6/2016,17.86,182.59995
5/9/2016,17.05,172.10007
5/10/2016,17.76,176.19996
5/11/2016,17.86,176.90003
5/12/2016,17.74,176.60004
5/13/2016,17.31,171.60004
5/16/2016,17.7,177.59995
5/17/2016,17.95,180
5/18/2016,17.36,174.10004
5/19/2016,17.17,171.99997
5/20/2016,17.44,175.89997
5/23/2016,17.31,174.40003
5/24/2016,17.6,174.90006
5/25/2016,18.6,183.09998
5/26/2016,18.71,179.19999
5/27/2016,18.6,180.89997
5/31/2016,18.61,181.4
6/1/2016,18.22,179.90006
6/2/2016,17.96,177.40006
6/3/2016,18.27,179.49997
6/6/2016,20.2,195
6/7/2016,21.49,200.20005
6/8/2016,21.56,201.69999
6/9/2016,21.71,200.59998
6/10/2016,21.07,192.5
6/13/2016,20.81,190.59998
6/14/2016,20.86,190.29999
6/15/2016,21.03,189.49997
6/16/2016,20.57,184.70002
6/17/2016,20.97,190.59998
6/20/2016,20.59,190.80002
6/21/2016,21.1,192.79999
6/22/2016,21.12,191.90003
6/23/2016,21.61,198.20008
6/24/2016,20.41,186.99997
6/27/2016,19.33,174.49997
6/28/2016,19.85,180.09995
6/29/2016,20.82,184.90006
6/30/2016,21.32,187.40006
7/1/2016,21.69,194.29993
7/5/2016,20.57,183.69996
7/6/2016,20.55,182.70005
7/7/2016,20.42,181.69999
7/8/2016,21.09,185.80002
7/11/2016,20.7,183.50007
7/12/2016,21.67,194.19999
7/13/2016,20.99,188.09998
7/14/2016,21.07,189.70002
7/15/2016,21.25,188.99994
7/18/2016,21.13,189.70002
7/19/2016,20.61,186.00007
7/20/2016,20.44,186.79993
7/21/2016,20.15,183.60001
7/22/2016,20.59,181.69999
7/25/2016,19.83,176.10001
7/26/2016,20.21,179.19999
7/27/2016,19.64,175.80002
7/28/2016,19.26,174.19999
7/29/2016,19.39,176.79993
8/1/2016,18.78,168.9
8/2/2016,18.79,169.19999
8/3/2016,19.37,173.80005
8/4/2016,19.32,174.70002
8/5/2016,19.81,178.39997
8/8/2016,20.39,183.99994
8/9/2016,19.88,181.99997
8/10/2016,19.54,176.90003
8/11/2016,19.57,180.20005
8/12/2016,19.44,177.40006
8/15/2016,20.09,183.00004
8/16/2016,20.3,183.09006
8/17/2016,19.96,182.10007
8/18/2016,21.17,188.50007
8/19/2016,21.22,186.69999
8/22/2016,20.67,181.99997
8/23/2016,20.83,183.69996
8/24/2016,20.81,180
8/25/2016,20.75,180.20005
8/26/2016,20.56,179.19999
8/29/2016,20.47,179.90006
8/30/2016,19.97,177.89994
8/31/2016,19.49,175.39994
9/1/2016,19.49,173.39997
9/2/2016,19.74,175.70008
9/6/2016,20.57,178.60001
9/7/2016,20.51,177.79999
9/8/2016,20.65,183.99994
9/9/2016,19.16,173.80005
9/12/2016,19.11,175.80002
9/13/2016,18.44,168.99994
9/14/2016,18.42,167.59995
9/15/2016,19.03,169.79996
9/16/2016,18.96,168.09998
9/19/2016,19.26,167.59995
9/20/2016,18.78,166.10001
9/21/2016,19.55,172.5
9/22/2016,19.53,175.80002
9/23/2016,18.8,170.29999
9/26/2016,19.02,171.19996
9/27/2016,18.82,168.9
9/28/2016,20.39,181.60004
9/29/2016,21.77,186.90003
9/30/2016,22.37,190.39994
10/3/2016,22.09,189.49997
10/4/2016,21.64,186.49994
10/5/2016,22.59,193.56598
10/6/2016,23.01,194.60007
10/7/2016,23.02,193.69996
10/10/2016,24.05,199.40003
10/11/2016,24.33,196.10001
10/12/2016,24.21,194.70002
10/13/2016,24.56,194.60007
10/14/2016,24.09,192.5
10/17/2016,23.73,190.80002
10/18/2016,24.19,192.59995
10/19/2016,24.59,197.70005
10/20/2016,24.1,197.20002
10/21/2016,24.4,196.30005
10/24/2016,24.16,193.09998
10/25/2016,23.37,189.10004
10/26/2016,23.37,188.00004
10/27/2016,23.33,185.59998
10/28/2016,22.65,181.60004
10/31/2016,22.48,176.60004
11/1/2016,22.13,176.49994
11/2/2016,21.39,171.79993
11/3/2016,21.45,174.10004
11/4/2016,21.4,172.40006
11/7/2016,21.67,175.70008
11/8/2016,21.69,174.79996
11/9/2016,22.39,182.59995
11/10/2016,22.39,184.60007
11/11/2016,22,182.79999
11/14/2016,22.56,187.5
11/15/2016,23.6,193.60001
11/16/2016,23.66,192.5
11/17/2016,23.86,192.29996
11/18/2016,24.11,193.00004
11/21/2016,24.74,198.20008
11/22/2016,24.47,198.60001
11/23/2016,24.75,201.4
11/25/2016,24.19,198.20008
11/28/2016,23.71,193.80005
11/29/2016,22.96,188.30002
11/30/2016,26.67,211.99997
12/1/2016,27.7,216.30005
12/2/2016,28.09,216.79993
12/5/2016,28.78,223.9
12/6/2016,28.59,225.70008
12/7/2016,28.6,224.19999
12/8/2016,28.825,228.39997
12/9/2016,28.17,233.00004
12/12/2016,28.67,233.50007
12/13/2016,26.7,233.30002
12/14/2016,26.52,224.70002
12/15/2016,26.73,226.99997
12/16/2016,26.78,226.19996
12/19/2016,26.82,226.19996
12/20/2016,27,228.09998
12/21/2016,26.91,227.40006
12/22/2016,26.88,225.89997
12/23/2016,26.69,225.59998
12/27/2016,27.09,228.99994
12/28/2016,26.75,224.29993
12/29/2016,26.98,223.50007
12/30/2016,26.92,223.50007
1/3/2017,27.71,229.49997
1/4/2017,28.38,234.29993
1/5/2017,28.71,235
1/6/2017,28.71,237.20002
1/9/2017,28.08,233.60001
1/10/2017,28.26,230.59998
1/11/2017,28.22,235.80002
1/12/2017,28.32,233.30002
1/13/2017,27.53,230.09995
1/17/2017,27.92,232.40006
1/18/2017,27.51,230.39994
1/19/2017,27.5,229.60007
