date,TOL,XHB
2021-01-22,50.82,63.56
2021-01-25,51.31,63.47
2021-01-26,52.99,62.6
2021-01-27,53.57,61.43
2021-01-28,52.56,61.41
2021-01-29,51.1,60.3
2021-02-01,51.5,61.24
2021-02-02,52.56,61.84
2021-02-03,52.04,61.69
2021-02-04,52.01,62.47
2021-02-05,53.62,63.61
2021-02-08,55.03,65.09
2021-02-09,54.56,64.52
2021-02-10,55.68,64.53
2021-02-11,56.35,65.25
2021-02-12,56.09,65.06
2021-02-16,54.13,63.51
2021-02-17,54.22,63.55
2021-02-18,53.96,63.18
2021-02-19,54.94,64.4
2021-02-22,53.65,63.44
2021-02-23,54.23,63.37
2021-02-24,55.95,63.79
2021-02-25,51.95,61.21
2021-02-26,53.42,62.04
2021-03-01,53.04,63.35
2021-03-02,53.91,63.43
2021-03-03,52.63,62.24
2021-03-04,51.78,60.87
2021-03-05,53.89,63.18
2021-03-08,55.19,64.41
2021-03-09,54.95,64.33
2021-03-10,57.54,65.88
2021-03-11,57.33,66.15
2021-03-12,55.5,66.09
2021-03-15,56.74,67.41
2021-03-16,56.11,66.81
2021-03-17,58.48,68.05
2021-03-18,53.89,67.19
2021-03-19,54.42,68.08
2021-03-22,55.08,68.32
2021-03-23,53.98,66.62
2021-03-24,53.9,66.4
2021-03-25,56.25,68.35
2021-03-26,58.58,70.84
2021-03-29,56.25,69.55
2021-03-30,57.47,70.69
2021-03-31,56.73,70.37
2021-04-01,58.99,71.59
2021-04-05,59.3,72.4
2021-04-06,60.0,73.03
2021-04-07,59.41,72.04
2021-04-08,58.56,72.08
2021-04-09,60.34,73.75
2021-04-12,60.13,73.93
2021-04-13,59.69,73.39
2021-04-14,59.65,73.18
2021-04-15,59.55,73.52
2021-04-16,61.29,75.11
2021-04-19,60.65,74.64
2021-04-20,58.44,72.98
2021-04-21,59.85,73.93
2021-04-22,59.8,73.7
2021-04-23,60.79,75.12
2021-04-26,61.88,75.49
2021-04-27,62.24,76.2
2021-04-28,62.69,75.82
2021-04-29,64.09,76.67
2021-04-30,62.7,75.35
2021-05-03,64.59,77.04
2021-05-04,65.57,77.26
2021-05-05,66.03,77.42
2021-05-06,65.68,78.11
2021-05-07,67.65,79.38
2021-05-10,66.93,79.38
2021-05-11,63.65,76.63
2021-05-12,59.42,72.74
2021-05-13,61.73,74.9
2021-05-14,62.97,75.98
2021-05-17,62.12,75.15
2021-05-18,60.24,73.42
2021-05-19,59.87,72.63
2021-05-20,60.47,73.07
2021-05-21,59.9,72.59
2021-05-24,60.58,73.0
2021-05-25,62.02,73.74
2021-05-26,64.37,74.67
2021-05-27,65.07,75.11
2021-05-28,65.24,74.97
2021-06-01,65.48,75.01
2021-06-02,63.91,73.95
2021-06-03,62.14,72.95
2021-06-04,63.28,73.56
2021-06-07,62.37,73.46
2021-06-08,62.79,73.9
2021-06-09,61.85,72.82
2021-06-10,58.78,71.97
2021-06-11,59.14,72.56
2021-06-14,57.76,71.58
2021-06-15,58.44,71.83
2021-06-16,57.18,70.96
2021-06-17,57.14,70.56
2021-06-18,56.46,70.13
2021-06-21,57.0,71.53
2021-06-22,57.07,71.81
2021-06-23,56.4,71.46
2021-06-24,56.88,71.74
2021-06-25,57.73,72.2
2021-06-28,58.2,72.7
2021-06-29,58.17,73.22
2021-06-30,57.81,73.24
2021-07-01,58.9,74.29
2021-07-02,58.24,73.96
2021-07-06,57.07,72.94
2021-07-07,58.08,74.18
2021-07-08,55.68,72.11
2021-07-09,56.2,73.21
2021-07-12,56.1,73.42
2021-07-13,54.44,71.82
2021-07-14,54.4,71.58
2021-07-15,54.33,71.5
2021-07-16,53.32,70.93
2021-07-19,53.35,70.21
2021-07-20,55.06,72.19
2021-07-21,55.62,73.36
2021-07-22,55.47,72.75
2021-07-23,57.06,74.35
2021-07-26,56.26,73.65
2021-07-27,56.46,73.57
2021-07-28,56.44,73.36
2021-07-29,59.0,75.52
2021-07-30,59.27,75.39
2021-08-02,59.59,75.29
2021-08-03,59.73,76.53
2021-08-04,57.65,75.7
2021-08-05,58.36,76.2
2021-08-06,57.99,75.76
2021-08-09,57.56,75.41
2021-08-10,58.29,76.35
2021-08-11,60.54,78.14
2021-08-12,60.77,77.7
2021-08-13,61.06,77.51
2021-08-16,61.39,77.93
2021-08-17,58.63,75.42
2021-08-18,58.36,75.29
2021-08-19,57.9,75.01
2021-08-20,59.52,76.21
2021-08-23,59.38,76.21
2021-08-24,61.04,77.27
2021-08-25,63.66,78.18
2021-08-26,63.14,77.6
2021-08-27,64.44,78.64
2021-08-30,63.77,78.72
2021-08-31,64.06,78.1
2021-09-01,64.49,78.61
2021-09-02,64.1,78.88
2021-09-03,63.8,78.34
2021-09-07,63.48,77.09
2021-09-08,61.23,76.43
2021-09-09,61.33,76.86
2021-09-10,61.27,76.59
2021-09-13,60.89,76.55
2021-09-14,59.34,75.4
2021-09-15,60.54,76.01
2021-09-16,62.05,76.27
2021-09-17,62.89,75.94
2021-09-20,60.69,74.5
2021-09-21,59.88,74.1
2021-09-22,60.4,74.95
2021-09-23,59.89,75.19
2021-09-24,59.94,75.03
2021-09-27,60.62,75.6
2021-09-28,57.53,73.73
2021-09-29,57.61,74.11
2021-09-30,55.29,71.76
2021-10-01,55.22,72.01
2021-10-04,55.22,71.78
2021-10-05,55.5,71.94
2021-10-06,57.03,72.16
2021-10-07,57.08,73.42
2021-10-08,56.21,72.54
2021-10-11,56.23,72.38
2021-10-12,57.08,72.39
2021-10-13,58.1,72.77
2021-10-14,59.82,74.78
2021-10-15,58.59,74.72
2021-10-18,59.87,75.86
2021-10-19,59.2,75.67
2021-10-20,60.76,76.73
2021-10-21,60.9,76.93
2021-10-22,60.44,77.22
2021-10-25,60.87,77.45
2021-10-26,60.43,76.8
2021-10-27,59.5,76.49
2021-10-28,60.47,77.97
2021-10-29,60.17,77.58
2021-11-01,61.13,78.52
2021-11-02,60.03,78.17
2021-11-03,60.56,78.72
2021-11-04,60.4,79.46
2021-11-05,62.02,80.06
2021-11-08,62.15,80.12
2021-11-09,63.91,81.63
2021-11-10,62.25,80.41
2021-11-11,63.14,80.84
2021-11-12,63.99,82.45
2021-11-15,63.71,82.14
2021-11-16,64.58,83.73
2021-11-17,65.05,83.62
2021-11-18,65.7,83.86
2021-11-19,65.99,84.05
2021-11-22,65.31,84.03
2021-11-23,66.08,83.98
2021-11-24,65.35,83.84
2021-11-26,64.47,82.31
2021-11-29,64.31,82.37
2021-11-30,63.47,80.32
2021-12-01,64.72,80.13
2021-12-02,68.51,82.88
2021-12-03,68.26,82.59
2021-12-06,70.85,84.25
2021-12-07,71.24,85.37
2021-12-08,72.45,85.82
2021-12-09,72.72,85.48
2021-12-10,74.61,86.27
2021-12-13,72.09,84.64
2021-12-14,70.16,83.57
2021-12-15,71.14,84.85
2021-12-16,69.41,83.5
2021-12-17,68.54,81.56
2021-12-20,67.15,79.58
2021-12-21,68.06,81.67
2021-12-22,70.9,82.87
2021-12-23,70.48,83.33
2021-12-27,71.45,84.55
2021-12-28,71.55,84.78
2021-12-29,72.32,85.57
2021-12-30,71.78,85.05
2021-12-31,72.39,85.78
2022-01-03,70.24,84.1
2022-01-04,71.33,85.09
2022-01-05,69.58,82.76
2022-01-06,68.57,82.55
2022-01-07,65.54,79.71
2022-01-10,65.46,79.49
2022-01-11,66.93,80.92
2022-01-12,67.12,80.89
2022-01-13,67.27,80.56
2022-01-14,66.44,78.88
2022-01-18,63.35,76.63
2022-01-19,60.35,75.21
2022-01-20,58.48,73.66
2022-01-21,57.43,72.83
2022-01-24,59.29,75.18
2022-01-25,58.78,73.77
2022-01-26,56.17,72.02
2022-01-27,54.89,70.94
2022-01-28,56.24,72.64
2022-01-31,58.97,74.44
2022-02-01,59.17,74.44
2022-02-02,60.21,74.89
2022-02-03,58.05,73.09
2022-02-04,54.53,71.53
2022-02-07,55.24,71.62
2022-02-08,56.05,72.74
2022-02-09,57.48,74.44
2022-02-10,54.81,71.75
2022-02-11,54.01,70.64
2022-02-14,54.08,70.56
2022-02-15,55.09,71.96
2022-02-16,55.63,72.23
2022-02-17,53.87,70.34
2022-02-18,54.03,70.29
2022-02-22,52.27,68.04
2022-02-23,48.93,66.19
2022-02-24,51.17,67.92
2022-02-25,53.62,70.06
2022-02-28,54.26,70.05
2022-03-01,53.68,69.14
2022-03-02,54.88,71.16
2022-03-03,53.7,70.39
2022-03-04,53.13,69.28
2022-03-07,49.05,65.57
2022-03-08,49.05,65.67
2022-03-09,51.6,68.12
2022-03-10,51.44,67.64
2022-03-11,50.61,66.97
2022-03-14,48.53,66.25
2022-03-15,50.69,68.45
2022-03-16,51.08,69.88
2022-03-17,52.04,70.96
2022-03-18,53.42,71.88
2022-03-21,50.92,69.7
2022-03-22,51.27,69.74
2022-03-23,49.52,66.99
2022-03-24,49.51,66.26
2022-03-25,49.11,65.57
2022-03-28,48.66,66.11
2022-03-29,50.8,68.22
2022-03-30,49.45,65.76
2022-03-31,47.02,63.2
2022-04-01,47.88,63.71
2022-04-04,48.61,64.39
2022-04-05,47.42,63.06
2022-04-06,46.3,61.59
2022-04-07,45.71,61.27
2022-04-08,45.8,61.47
2022-04-11,46.65,61.78
2022-04-12,46.18,61.58
2022-04-13,47.14,62.63
2022-04-14,46.18,61.45
2022-04-18,45.47,60.9
2022-04-19,47.2,63.21
2022-04-20,47.43,63.89
2022-04-21,46.7,63.08
2022-04-22,45.6,61.34
2022-04-25,47.96,62.96
2022-04-26,46.56,61.49
2022-04-27,45.71,61.39
2022-04-28,47.65,63.09
2022-04-29,46.37,61.29
2022-05-02,46.98,62.64
2022-05-03,48.01,63.36
2022-05-04,50.52,65.46
2022-05-05,47.91,62.27
2022-05-06,47.67,61.36
2022-05-09,47.26,61.1
2022-05-10,46.1,60.26
2022-05-11,44.15,58.1
2022-05-12,45.92,60.09
2022-05-13,47.68,61.3
2022-05-16,47.3,60.66
2022-05-17,48.92,62.29
2022-05-18,46.39,58.87
2022-05-19,46.81,59.31
2022-05-20,47.68,59.12
2022-05-23,46.73,59.14
2022-05-24,44.54,57.59
2022-05-25,48.09,59.62
2022-05-26,50.03,61.96
2022-05-27,51.1,63.22
2022-05-31,50.47,62.41
2022-06-01,49.9,61.79
2022-06-02,50.64,63.23
2022-06-03,50.03,62.59
2022-06-06,50.03,62.89
2022-06-07,50.58,63.16
2022-06-08,49.26,61.92
2022-06-09,49.46,61.63
2022-06-10,47.34,58.98
2022-06-13,44.17,55.96
2022-06-14,44.37,55.52
2022-06-15,44.38,55.71
2022-06-16,41.58,52.03
2022-06-17,41.53,52.27
2022-06-21,42.05,52.49
2022-06-22,42.41,52.84
2022-06-23,44.46,54.73
2022-06-24,45.01,56.26
2022-06-27,45.63,56.34
2022-06-28,44.63,55.17
2022-06-29,44.21,54.94
2022-06-30,44.6,54.71
2022-07-01,47.07,56.56
2022-07-05,48.14,57.95
2022-07-06,47.24,57.58
2022-07-07,47.35,58.41
2022-07-08,48.04,58.38
2022-07-11,47.99,58.09
2022-07-12,47.93,58.5
2022-07-13,48.16,58.6
2022-07-14,47.48,57.96
2022-07-15,48.01,58.66
2022-07-18,47.45,58.4
2022-07-19,48.65,60.37
2022-07-20,47.83,60.7
2022-07-21,49.78,61.97
2022-07-22,50.07,62.18
2022-07-25,48.44,61.39
2022-07-26,47.97,60.77
2022-07-27,49.01,62.03
2022-07-28,48.91,63.31
2022-07-29,49.18,64.0
2022-08-01,49.57,64.43
2022-08-02,46.93,62.46
2022-08-03,47.35,62.83
2022-08-04,48.64,63.92
2022-08-05,48.05,64.12
2022-08-08,48.64,64.87
2022-08-09,47.27,62.74
2022-08-10,48.96,64.92
2022-08-11,49.49,65.46
2022-08-12,50.04,66.7
2022-08-15,49.71,66.77
2022-08-16,49.49,67.45
2022-08-17,48.91,66.33
2022-08-18,49.0,66.59
2022-08-19,47.26,64.67
2022-08-22,45.53,62.96
2022-08-23,45.63,62.77
2022-08-24,46.22,63.24
2022-08-25,48.05,64.37
2022-08-26,46.12,61.39
2022-08-29,45.35,61.0
2022-08-30,44.7,60.54
2022-08-31,43.79,59.79
2022-09-01,43.68,59.78
2022-09-02,43.81,59.38
2022-09-06,43.39,58.77
2022-09-07,44.19,60.43
2022-09-08,44.22,60.99
2022-09-09,45.34,62.06
2022-09-12,45.88,62.63
2022-09-13,43.06,58.96
2022-09-14,43.04,58.28
2022-09-15,42.81,58.06
2022-09-16,43.66,57.79
2022-09-19,44.58,58.68
2022-09-20,43.5,57.27
2022-09-21,42.94,56.65
2022-09-22,42.09,55.45
2022-09-23,42.42,55.36
2022-09-26,41.12,53.98
2022-09-27,40.83,54.21
2022-09-28,43.05,56.81
2022-09-29,42.01,55.11
2022-09-30,42.0,54.69
2022-10-03,43.7,56.85
2022-10-04,45.99,59.32
2022-10-05,45.36,58.82
2022-10-06,46.09,58.9
2022-10-07,44.57,57.17
2022-10-10,44.32,57.29
2022-10-11,43.93,57.41
2022-10-12,42.87,56.65
2022-10-13,42.87,56.79
2022-10-14,41.28,54.79
2022-10-17,42.04,56.2
2022-10-18,43.08,57.47
2022-10-19,40.9,54.73
2022-10-20,40.28,53.4
2022-10-21,41.76,55.06
2022-10-24,41.9,55.92
2022-10-25,43.7,58.35
2022-10-26,43.28,57.77
2022-10-27,43.33,57.99
2022-10-28,44.4,58.98
2022-10-31,43.08,58.34
2022-11-01,43.74,58.09
2022-11-02,42.24,55.86
2022-11-03,41.48,54.92
2022-11-04,42.82,56.05
2022-11-07,42.75,56.8
2022-11-08,42.4,57.21
2022-11-09,41.9,56.21
2022-11-10,46.52,62.02
2022-11-11,46.99,62.83
2022-11-14,45.37,61.02
2022-11-15,46.24,62.3
2022-11-16,45.94,61.45
2022-11-17,45.27,60.59
2022-11-18,45.52,60.95
2022-11-21,45.04,60.58
2022-11-22,46.0,61.71
2022-11-23,47.18,62.02
2022-11-25,46.82,62.07
2022-11-28,46.07,60.75
2022-11-29,47.2,61.16
2022-11-30,47.91,62.28
2022-12-01,48.35,63.06
2022-12-02,47.89,62.63
2022-12-05,46.86,61.19
2022-12-06,45.94,60.35
2022-12-07,49.5,61.46
2022-12-08,49.46,61.85
2022-12-09,48.72,61.38
2022-12-12,49.44,62.18
2022-12-13,50.59,63.29
2022-12-14,50.79,62.95
2022-12-15,51.33,62.57
2022-12-16,50.55,61.6
2022-12-19,50.11,60.38
2022-12-20,50.06,60.05
2022-12-21,51.38,61.17
2022-12-22,50.97,60.64
2022-12-23,50.8,60.83
2022-12-27,50.58,60.66
2022-12-28,49.38,59.46
2022-12-29,50.41,60.91
2022-12-30,49.92,60.32
2023-01-03,50.58,61.13
2023-01-04,51.87,62.63
2023-01-05,52.14,62.16
2023-01-06,53.11,63.62
2023-01-09,53.39,63.65
2023-01-10,53.91,64.31
2023-01-11,55.45,65.96
2023-01-12,56.01,66.16
2023-01-13,56.13,66.57
2023-01-17,56.09,66.04
2023-01-18,56.3,65.4
2023-01-19,55.09,63.42
2023-01-20,55.86,64.98
2023-01-23,56.04,65.81
2023-01-24,56.36,66.08
2023-01-25,56.63,66.35
2023-01-26,57.16,66.53
2023-01-27,57.39,67.15
2023-01-30,56.49,66.29
2023-01-31,59.49,69.45
2023-02-01,60.26,70.89
2023-02-02,61.72,72.27
2023-02-03,60.74,71.21
2023-02-06,59.53,69.96
2023-02-07,60.07,70.29
2023-02-08,58.49,69.29
2023-02-09,58.31,68.92
2023-02-10,58.76,68.71
2023-02-13,59.78,70.41
2023-02-14,59.49,70.15
2023-02-15,59.52,70.59
2023-02-16,58.9,69.72
2023-02-17,57.2,68.96
2023-02-21,55.77,66.29
2023-02-22,57.46,66.71
2023-02-23,58.88,67.39
2023-02-24,58.33,66.74
2023-02-27,59.18,67.18
2023-02-28,59.94,67.52
2023-03-01,58.97,66.96
2023-03-02,59.18,67.42
2023-03-03,60.12,68.81
2023-03-06,59.08,68.12
2023-03-07,59.0,67.43
2023-03-08,59.53,68.12
2023-03-09,58.29,67.0
2023-03-10,57.37,65.47
2023-03-13,57.4,65.25
2023-03-14,58.48,66.16
2023-03-15,57.42,64.73
2023-03-16,58.78,65.93
2023-03-17,57.67,64.93
2023-03-20,57.56,65.38
2023-03-21,58.26,66.32
2023-03-22,57.8,65.18
2023-03-23,58.31,65.16
2023-03-24,58.42,65.19
2023-03-27,58.49,65.3
2023-03-28,58.9,65.68
2023-03-29,59.42,66.21
2023-03-30,58.74,66.12
2023-03-31,60.03,67.76
2023-04-03,60.32,67.84
2023-04-04,59.1,65.9
2023-04-05,58.55,64.93
2023-04-06,57.8,64.48
2023-04-10,58.01,65.4
2023-04-11,59.5,66.72
2023-04-12,59.47,66.66
2023-04-13,59.77,66.91
2023-04-14,60.01,67.12
2023-04-17,60.48,67.78
2023-04-18,62.11,68.96
2023-04-19,61.87,69.15
2023-04-20,62.49,69.65
2023-04-21,61.83,69.41
2023-04-24,62.2,69.59
2023-04-25,62.15,68.56
2023-04-26,61.36,67.59
2023-04-27,63.04,69.89
2023-04-28,63.91,70.92
2023-05-01,63.17,70.6
2023-05-02,62.94,70.3
2023-05-03,63.77,70.73
2023-05-04,62.48,69.58
2023-05-05,63.48,70.77
2023-05-08,64.24,71.19
2023-05-09,64.8,71.32
2023-05-10,64.58,71.18
2023-05-11,64.96,71.13
2023-05-12,64.21,70.79
2023-05-15,64.85,71.39
2023-05-16,65.33,70.51
2023-05-17,65.83,71.64
2023-05-18,67.49,72.89
2023-05-19,66.36,71.64
2023-05-22,64.7,70.94
2023-05-23,63.75,69.8
2023-05-24,65.09,69.57
2023-05-25,68.13,69.78
2023-05-26,68.04,70.2
2023-05-30,68.5,70.34
2023-05-31,67.7,68.89
2023-06-01,68.7,69.84
2023-06-02,71.35,72.66
2023-06-05,70.84,71.97
2023-06-06,74.05,74.06
2023-06-07,73.94,75.27
2023-06-08,74.09,75.01
2023-06-09,74.29,74.69
2023-06-12,74.94,75.54
2023-06-13,75.08,76.54
2023-06-14,73.3,75.53
2023-06-15,74.05,76.76
2023-06-16,73.49,76.47
2023-06-20,75.33,76.75
2023-06-21,76.21,77.14
2023-06-22,75.82,76.72
2023-06-23,76.1,76.86
2023-06-26,75.87,77.33
2023-06-27,78.34,79.55
2023-06-28,78.55,79.25
2023-06-29,78.32,79.76
2023-06-30,79.07,80.3
2023-07-03,78.94,80.05
2023-07-05,77.66,79.29
2023-07-06,76.41,77.67
2023-07-07,76.81,77.95
2023-07-10,78.9,80.16
2023-07-11,79.9,81.23
2023-07-12,82.16,82.91
2023-07-13,81.98,83.2
2023-07-14,83.52,83.5
2023-07-17,82.72,83.77
2023-07-18,82.62,84.36
2023-07-19,81.98,84.32
2023-07-20,78.59,82.6
2023-07-21,78.72,82.49
2023-07-24,78.83,82.8
2023-07-25,80.64,83.63
2023-07-26,80.1,83.76
2023-07-27,79.25,83.66
2023-07-28,80.21,84.45
2023-07-31,80.33,84.51
2023-08-01,80.33,85.02
2023-08-02,79.83,84.23
2023-08-03,77.7,83.31
2023-08-04,79.39,83.87
2023-08-07,80.26,84.84
2023-08-08,80.76,84.65
2023-08-09,80.52,83.89
2023-08-10,79.49,83.32
2023-08-11,79.47,83.24
2023-08-14,80.63,83.71
2023-08-15,81.39,83.48
2023-08-16,80.14,82.35
2023-08-17,76.45,79.38
2023-08-18,76.38,79.57
2023-08-21,75.05,78.98
2023-08-22,75.92,79.23
2023-08-23,78.85,80.87
2023-08-24,78.07,79.62
2023-08-25,77.4,79.33
2023-08-28,77.06,80.17
2023-08-29,78.97,82.07
2023-08-30,81.64,82.82
2023-08-31,81.93,83.07
2023-09-01,83.83,84.26
2023-09-05,79.22,80.99
2023-09-06,81.34,81.36
2023-09-07,81.98,81.62
2023-09-08,80.92,81.25
2023-09-11,82.01,82.16
2023-09-12,79.98,80.65
2023-09-13,79.19,79.74
2023-09-14,80.72,80.66
2023-09-15,77.87,78.9
2023-09-18,77.93,78.89
2023-09-19,77.99,78.94
2023-09-20,76.61,78.01
2023-09-21,73.63,76.1
2023-09-22,74.07,76.18
2023-09-25,73.97,76.78
2023-09-26,72.61,75.64
2023-09-27,73.28,76.14
2023-09-28,74.39,77.09
2023-09-29,73.96,76.57
2023-10-02,72.99,75.63
2023-10-03,70.3,73.68
2023-10-04,71.74,74.75
2023-10-05,70.76,74.33
2023-10-06,70.98,74.95
2023-10-09,72.46,75.72
2023-10-10,74.14,76.59
2023-10-11,75.4,77.54
2023-10-12,71.05,74.61
2023-10-13,71.73,74.17
2023-10-16,71.67,75.23
2023-10-17,72.44,75.39
2023-10-18,70.48,72.93
2023-10-19,69.43,71.49
2023-10-20,68.67,70.86
2023-10-23,69.45,71.07
2023-10-24,69.77,70.93
2023-10-25,68.16,69.36
2023-10-26,69.26,69.97
2023-10-27,68.77,69.78
2023-10-30,69.37,70.74
2023-10-31,70.71,71.62
2023-11-01,74.25,73.82
2023-11-02,77.93,75.42
2023-11-03,81.27,77.45
2023-11-06,80.07,76.44
2023-11-07,80.21,76.94
2023-11-08,79.68,76.93
2023-11-09,78.41,75.94
2023-11-10,80.34,77.52
2023-11-13,79.59,77.23
2023-11-14,85.98,81.77
2023-11-15,85.22,81.57
2023-11-16,85.14,81.54
2023-11-17,85.79,82.41
2023-11-20,86.06,82.57
2023-11-21,84.99,81.81
2023-11-22,85.31,82.23
2023-11-24,85.52,82.56
2023-11-27,85.42,82.43
2023-11-28,84.43,81.9
2023-11-29,86.07,82.75
2023-11-30,85.89,82.95
2023-12-01,87.78,85.46
2023-12-04,87.21,86.03
2023-12-05,87.21,85.63
2023-12-06,88.9,86.68
2023-12-07,91.16,87.4
2023-12-08,92.86,88.47
2023-12-11,92.93,88.7
2023-12-12,92.41,88.45
2023-12-13,96.46,90.69
2023-12-14,105.18,95.74
2023-12-15,102.48,94.71
2023-12-18,101.38,93.71
2023-12-19,103.38,94.99
2023-12-20,102.12,93.97
2023-12-21,103.32,95.26
2023-12-22,103.57,95.6
2023-12-26,103.47,96.14
2023-12-27,104.06,96.47
2023-12-28,103.53,96.18
2023-12-29,102.79,95.66
