date,CSCO,XLK
2017-05-22,31.59,55.68
2017-05-23,31.76,55.78
2017-05-24,31.49,56.01
2017-05-25,31.44,56.41
2017-05-26,31.5,56.38
2017-05-30,31.68,56.62
2017-05-31,31.53,56.53
2017-06-01,31.82,56.67
2017-06-02,31.98,57.19
2017-06-05,31.76,57.24
2017-06-06,31.56,57.13
2017-06-07,31.61,57.31
2017-06-08,31.61,57.44
2017-06-09,31.37,56.02
2017-06-12,31.25,55.69
2017-06-13,31.7,56.09
2017-06-14,31.6,55.82
2017-06-15,31.58,55.57
2017-06-16,31.63,55.25
2017-06-19,31.99,56.07
2017-06-20,31.85,55.62
2017-06-21,31.84,55.93
2017-06-22,31.85,55.95
2017-06-23,32.09,56.3
2017-06-26,32.24,56.0
2017-06-27,31.76,55.08
2017-06-28,32.08,55.77
2017-06-29,31.41,54.77
2017-06-30,31.3,54.72
2017-07-03,31.33,54.34
2017-07-05,31.11,54.88
2017-07-06,30.72,54.38
2017-07-07,30.9,55.01
2017-07-10,30.98,55.41
2017-07-11,31.09,55.53
2017-07-12,31.16,56.25
2017-07-13,31.27,56.36
2017-07-14,31.42,56.86
2017-07-17,31.5,56.87
2017-07-18,31.51,57.13
2017-07-19,31.9,57.42
2017-07-20,31.86,57.54
2017-07-21,31.84,57.47
2017-07-24,31.86,57.61
2017-07-25,32.12,57.5
2017-07-26,31.66,57.72
2017-07-27,31.57,57.5
2017-07-28,31.52,57.44
2017-07-31,31.45,57.16
2017-08-01,31.65,57.45
2017-08-02,31.52,57.61
2017-08-03,31.56,57.48
2017-08-04,31.8,57.61
2017-08-07,31.84,57.96
2017-08-08,31.67,57.88
2017-08-09,31.62,57.85
2017-08-10,31.0,56.71
2017-08-11,31.47,57.1
2017-08-14,31.84,58.01
2017-08-15,32.09,58.1
2017-08-16,32.34,58.27
2017-08-17,31.04,57.13
2017-08-18,30.37,57.07
2017-08-21,30.68,57.05
2017-08-22,31.27,57.9
2017-08-23,30.92,57.76
2017-08-24,31.24,57.71
2017-08-25,31.44,57.7
2017-08-28,31.54,57.81
2017-08-29,31.48,58.06
2017-08-30,31.99,58.48
2017-08-31,32.21,58.83
2017-09-01,32.3,58.78
2017-09-05,31.62,58.26
2017-09-06,31.87,58.31
2017-09-07,31.76,58.51
2017-09-08,31.48,58.03
2017-09-11,32.19,58.85
2017-09-12,32.41,58.99
2017-09-13,32.18,58.91
2017-09-14,32.19,58.71
2017-09-15,32.44,58.74
2017-09-18,32.52,58.79
2017-09-19,32.49,59.05
2017-09-20,32.6,58.81
2017-09-21,32.7,58.49
2017-09-22,33.37,58.52
2017-09-25,33.72,57.83
2017-09-26,33.76,58.04
2017-09-27,33.48,58.63
2017-09-28,33.35,58.7
2017-09-29,33.63,59.1
2017-10-02,33.75,59.19
2017-10-03,33.85,59.33
2017-10-04,33.44,59.29
2017-10-05,33.59,59.86
2017-10-06,33.75,59.95
2017-10-09,33.76,60.1
2017-10-10,33.55,60.16
2017-10-11,33.59,60.36
2017-10-12,33.26,60.21
2017-10-13,33.47,60.5
2017-10-16,33.54,60.72
2017-10-17,33.6,60.72
2017-10-18,33.55,60.87
2017-10-19,33.75,60.69
2017-10-20,34.25,61.1
2017-10-23,34.35,60.81
2017-10-24,34.58,60.98
2017-10-25,34.3,60.65
2017-10-26,34.27,60.9
2017-10-27,34.43,62.54
2017-10-30,34.04,62.68
2017-10-31,34.15,62.95
2017-11-01,34.62,62.96
2017-11-02,34.21,62.99
2017-11-03,34.47,63.49
2017-11-06,34.41,63.63
2017-11-07,34.4,63.66
2017-11-08,34.5,64.01
2017-11-09,34.05,63.5
2017-11-10,33.99,63.5
2017-11-13,33.95,63.48
2017-11-14,34.04,63.35
2017-11-15,34.11,62.88
2017-11-16,35.88,63.76
2017-11-17,35.9,63.35
2017-11-20,36.5,63.59
2017-11-21,36.65,64.26
2017-11-22,36.45,64.14
2017-11-24,36.49,64.5
2017-11-27,36.87,64.5
2017-11-28,37.73,64.71
2017-11-29,37.48,63.28
2017-11-30,37.3,63.84
2017-12-01,37.6,63.51
2017-12-04,37.72,62.49
2017-12-05,37.31,62.51
2017-12-06,37.41,62.91
2017-12-07,37.4,63.3
2017-12-08,37.61,63.6
2017-12-11,37.96,64.15
2017-12-12,37.91,64.13
2017-12-13,38.15,64.15
2017-12-14,37.9,64.07
2017-12-15,38.19,64.56
2017-12-18,38.48,65.13
2017-12-19,38.3,64.73
2017-12-20,38.74,64.71
2017-12-21,38.53,64.58
2017-12-22,38.55,64.54
2017-12-26,38.48,64.11
2017-12-27,38.56,64.18
2017-12-28,38.59,64.29
2017-12-29,38.3,63.95
2018-01-02,38.86,64.74
2018-01-03,39.17,65.28
2018-01-04,38.99,65.61
2018-01-05,39.53,66.3
2018-01-08,39.94,66.55
2018-01-09,39.69,66.38
2018-01-10,39.91,66.15
2018-01-11,40.1,66.42
2018-01-12,40.87,66.81
2018-01-16,40.54,66.55
2018-01-17,41.2,67.55
2018-01-18,41.3,67.67
2018-01-19,41.29,67.8
2018-01-22,41.66,68.46
2018-01-23,42.1,68.76
2018-01-24,42.17,68.23
2018-01-25,41.9,68.11
2018-01-26,42.56,69.19
2018-01-29,42.85,68.56
2018-01-30,42.25,67.94
2018-01-31,41.54,68.45
2018-02-01,41.7,68.51
2018-02-02,40.93,66.48
2018-02-05,38.78,63.7
2018-02-06,40.17,65.53
2018-02-07,40.34,64.69
2018-02-08,38.77,62.01
2018-02-09,39.53,63.53
2018-02-12,40.6,64.67
2018-02-13,41.23,64.83
2018-02-14,42.09,66.02
2018-02-15,44.08,67.28
2018-02-16,44.33,67.18
2018-02-20,44.06,67.24
2018-02-21,43.31,66.81
2018-02-22,42.94,66.89
2018-02-23,44.0,68.29
2018-02-26,45.36,69.36
2018-02-27,45.04,68.66
2018-02-28,44.78,68.17
2018-03-01,43.8,67.04
2018-03-02,44.06,67.68
2018-03-05,44.52,68.37
2018-03-06,44.29,68.52
2018-03-07,44.2,68.9
2018-03-08,44.34,69.2
2018-03-09,45.37,70.51
2018-03-12,45.55,70.73
2018-03-13,45.16,69.92
2018-03-14,45.28,69.86
2018-03-15,45.33,69.9
2018-03-16,45.01,69.61
2018-03-19,44.27,68.23
2018-03-20,44.37,68.2
2018-03-21,44.31,67.79
2018-03-22,43.07,66.04
2018-03-23,42.42,64.28
2018-03-26,44.06,66.72
2018-03-27,42.68,64.58
2018-03-28,41.66,64.15
2018-03-29,42.89,65.42
2018-04-02,41.01,63.86
2018-04-03,41.38,64.49
2018-04-04,41.2,65.39
2018-04-05,41.82,65.66
2018-04-06,40.73,64.05
2018-04-09,41.17,64.55
2018-04-10,42.51,66.14
2018-04-11,42.43,65.75
2018-04-12,43.34,66.54
2018-04-13,43.0,66.32
2018-04-16,43.3,66.83
2018-04-17,44.59,68.07
2018-04-18,44.63,67.89
2018-04-19,44.56,67.14
2018-04-20,44.09,66.21
2018-04-23,44.25,65.97
2018-04-24,43.74,64.82
2018-04-25,43.71,64.83
2018-04-26,44.21,66.01
2018-04-27,44.71,65.89
2018-04-30,44.29,65.46
2018-05-01,44.83,66.28
2018-05-02,43.86,66.21
2018-05-03,44.44,66.36
2018-05-04,45.3,67.62
2018-05-07,45.73,68.09
2018-05-08,45.71,68.24
2018-05-09,46.04,69.08
2018-05-10,46.3,69.98
2018-05-11,45.93,69.88
2018-05-14,45.7,69.87
2018-05-15,45.48,69.21
2018-05-16,45.16,69.52
2018-05-17,43.46,69.16
2018-05-18,43.21,68.87
2018-05-21,43.75,69.47
2018-05-22,43.65,69.37
2018-05-23,43.68,69.88
2018-05-24,43.57,69.8
2018-05-25,43.26,69.75
2018-05-29,42.97,69.37
2018-05-30,42.85,69.88
2018-05-31,42.71,69.9
2018-06-01,43.66,71.09
2018-06-04,43.58,71.66
2018-06-05,43.67,71.91
2018-06-06,44.26,72.38
2018-06-07,43.65,71.8
2018-06-08,43.48,71.68
2018-06-11,43.69,71.76
2018-06-12,43.94,72.11
2018-06-13,44.01,71.74
2018-06-14,44.69,72.25
2018-06-15,44.25,71.72
2018-06-18,44.21,71.8
2018-06-19,43.82,71.43
2018-06-20,43.74,71.58
2018-06-21,43.16,71.03
2018-06-22,43.2,70.8
2018-06-25,42.29,69.33
2018-06-26,42.55,69.61
2018-06-27,42.33,68.66
2018-06-28,42.94,69.5
2018-06-29,43.03,69.47
2018-07-02,42.81,70.09
2018-07-03,42.67,69.26
2018-07-05,42.56,70.24
2018-07-06,42.71,71.06
2018-07-09,42.67,71.6
2018-07-10,42.86,71.77
2018-07-11,42.57,71.49
2018-07-12,43.58,72.62
2018-07-13,41.78,72.54
2018-07-16,42.5,72.37
2018-07-17,42.34,72.91
2018-07-18,42.21,72.79
2018-07-19,42.4,72.53
2018-07-20,42.01,72.55
2018-07-23,42.06,72.92
2018-07-24,42.39,73.32
2018-07-25,43.16,74.24
2018-07-26,43.53,73.1
2018-07-27,42.57,71.85
2018-07-30,42.17,70.73
2018-07-31,42.29,70.92
2018-08-01,41.86,71.56
2018-08-02,42.53,72.46
2018-08-03,42.83,72.72
2018-08-06,43.3,73.11
2018-08-07,43.58,73.39
2018-08-08,43.84,73.59
2018-08-09,43.78,73.62
2018-08-10,43.78,73.03
2018-08-13,43.75,72.93
2018-08-14,44.0,73.38
2018-08-15,43.86,72.72
2018-08-16,45.16,73.04
2018-08-17,45.87,73.15
2018-08-20,46.22,73.04
2018-08-21,45.78,73.16
2018-08-22,45.99,73.38
2018-08-23,46.02,73.54
2018-08-24,46.32,74.28
2018-08-27,46.59,74.96
2018-08-28,46.95,75.09
2018-08-29,47.48,75.77
2018-08-30,47.15,75.54
2018-08-31,47.77,75.6
2018-09-04,47.73,75.31
2018-09-05,47.27,74.37
2018-09-06,47.28,73.83
2018-09-07,47.05,73.58
2018-09-10,47.07,73.81
2018-09-11,47.03,74.44
2018-09-12,46.89,74.13
2018-09-13,47.24,75.0
2018-09-14,47.4,74.94
2018-09-17,47.11,74.0
2018-09-18,47.46,74.47
2018-09-19,47.28,74.28
2018-09-20,47.73,75.16
2018-09-21,48.56,74.61
2018-09-24,48.44,74.98
2018-09-25,48.47,74.89
2018-09-26,48.41,74.61
2018-09-27,48.33,75.05
2018-09-28,48.65,75.33
2018-10-01,48.87,75.69
2018-10-02,49.01,75.7
2018-10-03,49.14,75.93
2018-10-04,48.38,74.56
2018-10-05,48.13,73.62
2018-10-08,47.52,72.79
2018-10-09,47.49,73.05
2018-10-10,45.63,69.51
2018-10-11,44.12,68.63
2018-10-12,45.71,70.83
2018-10-15,44.67,69.67
2018-10-16,45.82,71.77
2018-10-17,45.94,71.44
2018-10-18,45.46,70.04
2018-10-19,45.34,70.01
2018-10-22,45.76,70.59
2018-10-23,45.42,70.32
2018-10-24,44.07,67.17
2018-10-25,45.47,69.48
2018-10-26,44.25,68.09
2018-10-29,43.84,66.94
2018-10-30,44.58,67.69
2018-10-31,45.75,69.3
2018-11-01,45.65,70.11
2018-11-02,45.48,68.74
2018-11-05,46.14,68.67
2018-11-06,46.5,69.1
2018-11-07,47.9,71.13
2018-11-08,48.44,71.07
2018-11-09,47.11,69.84
2018-11-12,45.62,67.38
2018-11-13,45.12,67.46
2018-11-14,44.33,66.65
2018-11-15,46.77,68.32
2018-11-16,46.35,68.21
2018-11-19,45.75,65.61
2018-11-20,44.49,64.2
2018-11-21,44.89,64.67
2018-11-23,44.54,64.08
2018-11-26,45.57,65.53
2018-11-27,46.12,65.66
2018-11-28,47.29,67.96
2018-11-29,47.34,67.3
2018-11-30,47.87,67.94
2018-12-03,48.74,69.44
2018-12-04,47.35,66.81
2018-12-06,48.39,66.96
2018-12-07,46.44,64.6
2018-12-10,46.86,65.49
2018-12-11,47.09,65.57
2018-12-12,47.42,66.08
2018-12-13,47.47,66.19
2018-12-14,45.82,64.57
2018-12-17,44.2,63.2
2018-12-18,44.06,63.7
2018-12-19,43.14,62.44
2018-12-20,42.49,61.32
2018-12-21,41.85,59.2
2018-12-24,40.28,57.62
2018-12-26,42.47,61.1
2018-12-27,42.91,61.54
2018-12-28,42.77,61.4
2018-12-31,43.33,61.98
2019-01-02,42.95,62.02
2019-01-03,41.07,58.89
2019-01-04,42.92,61.5
2019-01-07,43.21,62.05
2019-01-08,43.56,62.57
2019-01-09,43.32,63.38
2019-01-10,43.24,63.66
2019-01-11,43.49,63.54
2019-01-14,43.21,62.95
2019-01-15,44.02,63.9
2019-01-16,43.96,63.96
2019-01-17,44.21,64.37
2019-01-18,45.03,65.35
2019-01-22,44.78,64.25
2019-01-23,45.46,64.47
2019-01-24,45.61,65.01
2019-01-25,46.13,65.93
2019-01-28,45.75,65.05
2019-01-29,45.96,64.35
2019-01-30,46.71,66.35
2019-01-31,47.29,66.28
2019-02-01,47.34,66.67
2019-02-04,47.35,67.74
2019-02-05,47.26,68.31
2019-02-06,47.48,68.54
2019-02-07,46.7,67.6
2019-02-08,47.19,67.99
2019-02-11,47.58,67.96
2019-02-12,47.89,68.86
2019-02-13,47.5,68.95
2019-02-14,48.4,69.07
2019-02-15,49.43,69.62
2019-02-19,49.65,69.64
2019-02-20,49.63,69.72
2019-02-21,49.41,69.75
2019-02-22,50.11,70.64
2019-02-25,50.79,70.98
2019-02-26,51.18,71.13
2019-02-27,51.59,71.06
2019-02-28,51.77,70.86
2019-03-01,51.41,71.34
2019-03-04,51.16,71.07
2019-03-05,51.3,70.86
2019-03-06,51.67,70.49
2019-03-07,51.29,69.82
2019-03-08,51.07,69.81
2019-03-11,51.92,71.31
2019-03-12,52.15,71.73
2019-03-13,52.59,72.2
2019-03-14,52.74,72.35
2019-03-15,53.2,72.99
2019-03-18,53.51,73.3
2019-03-19,53.31,73.45
2019-03-20,53.26,73.25
2019-03-21,53.94,75.09
2019-03-22,52.74,73.32
2019-03-25,52.73,73.0
2019-03-26,53.23,73.4
2019-03-27,53.14,72.98
2019-03-28,53.36,73.28
2019-03-29,53.99,74.0
2019-04-01,54.98,75.01
2019-04-02,55.29,75.27
2019-04-03,55.63,75.88
2019-04-04,55.14,75.56
2019-04-05,55.21,75.92
2019-04-08,55.49,76.21
2019-04-09,55.18,75.85
2019-04-10,55.82,76.38
2019-04-11,55.6,76.28
2019-04-12,56.29,76.81
2019-04-15,56.56,76.78
2019-04-16,56.95,77.17
2019-04-17,56.31,77.6
2019-04-18,56.4,77.82
2019-04-22,56.34,78.0
2019-04-23,56.69,78.85
2019-04-24,56.88,78.88
2019-04-25,56.33,78.86
2019-04-26,55.88,78.56
2019-04-29,56.13,78.58
2019-04-30,55.95,78.71
2019-05-01,55.58,78.51
2019-05-02,54.94,78.1
2019-05-03,54.94,78.84
2019-05-06,54.59,78.23
2019-05-07,53.45,76.55
2019-05-08,53.47,76.46
2019-05-09,52.92,75.94
2019-05-10,53.36,76.18
2019-05-13,51.3,73.31
2019-05-14,52.02,74.49
2019-05-15,52.44,75.3
2019-05-16,55.93,75.99
2019-05-17,56.35,75.38
2019-05-20,56.01,74.07
2019-05-21,56.52,74.98
2019-05-22,55.69,74.59
2019-05-23,54.19,73.28
2019-05-24,54.37,73.3
2019-05-28,53.93,73.09
2019-05-29,53.18,72.66
2019-05-30,53.57,73.11
2019-05-31,52.03,71.89
2019-06-03,51.78,70.63
2019-06-04,53.23,72.99
2019-06-05,54.75,73.94
2019-06-06,55.1,74.8
2019-06-07,55.93,76.19
2019-06-10,56.42,76.97
2019-06-11,57.11,76.97
2019-06-12,55.86,76.54
2019-06-13,56.17,76.77
2019-06-14,54.75,76.1
2019-06-17,55.4,76.16
2019-06-18,56.05,77.54
2019-06-19,56.13,77.82
2019-06-20,57.41,78.96
2019-06-21,57.03,78.31
2019-06-24,57.18,78.46
2019-06-25,56.08,77.02
2019-06-26,56.6,77.85
2019-06-27,55.73,78.05
2019-06-28,54.73,78.04
2019-07-01,54.74,79.28
2019-07-02,55.81,79.49
2019-07-03,56.48,80.1
2019-07-05,56.6,79.95
2019-07-08,56.19,79.34
2019-07-09,56.34,79.62
2019-07-10,57.13,80.25
2019-07-11,57.3,80.55
2019-07-12,57.95,81.14
2019-07-15,58.05,81.41
2019-07-16,57.62,80.65
2019-07-17,57.21,80.44
2019-07-18,57.74,81.04
2019-07-19,57.36,80.69
2019-07-22,57.73,81.62
2019-07-23,57.71,82.07
2019-07-24,57.23,82.75
2019-07-25,56.62,82.41
2019-07-26,56.53,82.59
2019-07-29,56.93,82.54
2019-07-30,56.47,82.01
2019-07-31,55.4,80.77
2019-08-01,55.39,80.36
2019-08-02,53.25,79.05
2019-08-05,51.37,75.75
2019-08-06,52.6,77.01
2019-08-07,52.34,77.49
2019-08-08,53.16,79.39
2019-08-09,52.43,78.49
2019-08-12,51.54,77.46
2019-08-13,52.72,79.4
2019-08-14,50.61,76.96
2019-08-15,46.25,76.82
2019-08-16,46.96,78.28
2019-08-19,48.5,79.47
2019-08-20,47.93,79.07
2019-08-21,48.77,80.0
2019-08-22,48.18,79.81
2019-08-23,46.61,77.17
2019-08-26,47.1,78.24
2019-08-27,46.79,78.12
2019-08-28,46.87,78.19
2019-08-29,47.27,79.55
2019-08-30,46.81,79.53
2019-09-03,46.5,78.56
2019-09-04,47.32,79.9
2019-09-05,48.42,81.57
2019-09-06,48.84,81.5
2019-09-09,48.58,80.89
2019-09-10,49.21,80.48
2019-09-11,50.03,81.32
2019-09-12,49.93,81.76
2019-09-13,50.03,81.16
2019-09-16,49.96,80.96
2019-09-17,49.41,81.29
2019-09-18,49.34,81.28
2019-09-19,49.19,81.46
2019-09-20,49.6,80.26
2019-09-23,49.42,80.51
2019-09-24,49.12,79.73
2019-09-25,49.605,80.68
2019-09-26,48.83,80.77
2019-09-27,48.84,79.69
2019-09-30,49.41,80.53
2019-10-01,47.74,79.78
2019-10-02,46.56,78.28
2019-10-03,47.06,79.24
2019-10-04,47.52,80.55
2019-10-07,47.77,80.21
2019-10-08,46.39,78.74
2019-10-09,46.84,79.91
2019-10-10,46.15,80.46
2019-10-11,46.56,81.57
2019-10-14,46.05,81.52
2019-10-15,46.36,82.42
2019-10-16,46.79,81.85
2019-10-17,47.03,81.69
2019-10-18,46.71,80.91
2019-10-21,47.39,81.78
2019-10-22,47.55,80.68
2019-10-23,47.05,80.75
2019-10-24,46.41,81.93
2019-10-25,46.9,82.92
2019-10-28,47.17,83.97
2019-10-29,47.24,83.21
2019-10-30,47.56,83.72
2019-10-31,47.51,83.67
2019-11-01,47.03,84.67
2019-11-04,47.48,85.11
2019-11-05,47.76,85.01
2019-11-06,48.27,84.97
2019-11-07,48.42,85.64
2019-11-08,48.83,86.12
2019-11-11,48.1,86.16
2019-11-12,48.37,86.45
2019-11-13,48.46,86.64
2019-11-14,44.91,86.54
2019-11-15,45.09,87.24
2019-11-18,45.15,87.5
2019-11-19,45.47,87.67
2019-11-20,45.08,87.14
2019-11-21,44.84,86.7
2019-11-22,44.85,86.59
2019-11-25,45.45,87.85
2019-11-26,45.31,87.93
2019-11-27,45.24,88.42
2019-11-29,45.31,88.16
2019-12-02,44.7,86.9
2019-12-03,44.28,86.13
2019-12-04,43.89,86.48
2019-12-05,43.52,86.8
2019-12-06,43.84,87.76
2019-12-09,43.9,87.3
2019-12-10,44.1,87.37
2019-12-11,44.28,87.96
2019-12-12,45.67,88.9
2019-12-13,45.3,89.49
2019-12-16,45.98,90.29
2019-12-17,46.44,90.08
2019-12-18,46.64,90.07
2019-12-19,47.88,90.72
2019-12-20,47.45,90.95
2019-12-23,48.1,91.21
2019-12-24,47.78,91.24
2019-12-26,47.85,91.92
2019-12-27,47.77,91.91
2019-12-30,47.59,91.38
2019-12-31,47.96,91.67
2020-01-02,48.42,93.39
2020-01-03,47.63,92.34
2020-01-06,47.8,92.56
2020-01-07,47.49,92.52
2020-01-08,47.52,93.51
2020-01-09,47.32,94.57
2020-01-10,47.13,94.35
2020-01-13,47.97,95.53
2020-01-14,47.79,95.08
2020-01-15,48.01,95.19
2020-01-16,49.05,96.47
2020-01-17,49.02,97.12
2020-01-21,48.8,97.08
2020-01-22,49.06,97.43
2020-01-23,49.0,97.89
2020-01-24,48.85,97.43
2020-01-27,47.47,95.11
2020-01-28,47.77,96.93
2020-01-29,47.05,97.18
2020-01-30,47.24,98.02
2020-01-31,45.97,95.33
2020-02-03,46.53,96.59
2020-02-04,47.62,99.12
2020-02-05,48.45,99.7
2020-02-06,48.69,100.61
2020-02-07,47.97,99.69
2020-02-10,48.87,101.04
2020-02-11,49.13,100.7
2020-02-12,49.93,101.79
2020-02-13,47.32,101.52
2020-02-14,46.97,101.96
2020-02-18,46.59,101.58
2020-02-19,46.29,102.79
2020-02-20,46.85,101.72
2020-02-21,46.295,99.44
2020-02-24,44.0,95.33
2020-02-25,42.74,92.28
2020-02-26,42.16,92.7
2020-02-27,40.04,87.7
2020-02-28,39.93,88.37
2020-03-02,41.17,93.48
2020-03-03,40.04,89.93
2020-03-04,41.39,93.79
2020-03-05,39.57,90.83
2020-03-06,39.68,88.91
2020-03-09,37.96,82.16
2020-03-10,40.08,87.64
2020-03-11,37.05,83.5
2020-03-12,33.2,75.35
2020-03-13,37.64,84.19
2020-03-16,33.71,72.56
2020-03-17,35.5,77.5
2020-03-18,37.12,74.58
2020-03-19,37.71,74.85
2020-03-20,35.6,71.42
2020-03-23,34.6,70.4
2020-03-24,38.6,77.61
2020-03-25,37.67,77.51
2020-03-26,40.58,82.31
2020-03-27,38.82,78.59
2020-03-30,40.32,81.9
2020-03-31,39.31,80.37
2020-04-01,38.33,76.54
2020-04-02,39.8,78.33
2020-04-03,39.06,77.12
2020-04-06,41.43,83.7
2020-04-07,40.64,82.95
2020-04-08,41.74,85.18
2020-04-09,41.2,85.2
2020-04-13,41.22,85.39
2020-04-14,42.78,88.97
2020-04-15,41.52,87.03
2020-04-16,41.5,88.09
2020-04-17,42.48,89.26
2020-04-20,42.54,87.83
2020-04-21,40.55,84.15
2020-04-22,41.76,87.39
2020-04-23,41.62,86.79
2020-04-24,42.52,88.63
2020-04-27,43.06,89.39
2020-04-28,42.49,88.2
2020-04-29,43.34,91.82
2020-04-30,42.38,91.41
2020-05-01,40.92,88.9
2020-05-04,41.35,90.08
2020-05-05,41.46,91.32
2020-05-06,41.15,92.03
2020-05-07,41.37,93.41
2020-05-08,42.99,94.78
2020-05-11,43.32,95.41
2020-05-12,43.22,93.44
2020-05-13,41.95,91.83
2020-05-14,43.85,93.0
2020-05-15,44.27,93.47
2020-05-18,45.06,95.76
2020-05-19,44.605,95.41
2020-05-20,45.44,97.5
2020-05-21,44.64,96.14
2020-05-22,44.9,96.49
2020-05-26,44.84,96.39
2020-05-27,45.96,96.94
2020-05-28,45.595,96.75
2020-05-29,47.82,97.97
2020-06-01,46.3,97.94
2020-06-02,46.89,98.86
2020-06-03,46.94,99.63
2020-06-04,46.86,98.81
2020-06-05,47.83,101.41
2020-06-08,48.13,101.92
2020-06-09,48.05,102.4
2020-06-10,47.42,104.11
2020-06-11,43.67,98.14
2020-06-12,45.07,99.41
2020-06-15,45.35,100.37
2020-06-16,46.48,102.51
2020-06-17,46.17,102.49
2020-06-18,45.83,102.95
2020-06-19,45.32,102.24
2020-06-22,45.16,103.88
2020-06-23,45.47,104.63
2020-06-24,44.75,102.27
2020-06-25,45.22,103.58
2020-06-26,46.31,101.54
2020-06-29,46.15,102.65
2020-06-30,46.64,104.49
2020-07-01,46.06,104.66
2020-07-02,45.63,105.27
2020-07-06,46.42,107.11
2020-07-07,45.63,105.99
2020-07-08,45.81,107.72
2020-07-09,46.7,108.11
2020-07-10,46.66,108.08
2020-07-13,45.93,105.84
2020-07-14,46.26,107.06
2020-07-15,46.4,107.64
2020-07-16,45.78,106.31
2020-07-17,46.75,106.83
2020-07-20,46.97,109.56
2020-07-21,47.02,108.46
2020-07-22,46.9,109.33
2020-07-23,47.41,106.49
2020-07-24,46.4,105.2
2020-07-27,47.19,106.86
2020-07-28,46.28,105.61
2020-07-29,46.71,107.14
2020-07-30,46.44,107.74
2020-07-31,47.1,110.43
2020-08-03,47.16,113.15
2020-08-04,47.67,113.44
2020-08-05,47.33,113.86
2020-08-06,47.77,115.46
2020-08-07,47.43,113.74
2020-08-10,47.73,113.42
2020-08-11,47.19,111.38
2020-08-12,48.1,113.91
2020-08-13,42.72,113.96
2020-08-14,42.5,113.88
2020-08-17,42.09,114.64
2020-08-18,41.98,115.07
2020-08-19,41.87,114.93
2020-08-20,42.31,116.46
2020-08-21,42.25,117.94
2020-08-24,42.18,118.96
2020-08-25,41.96,119.56
2020-08-26,42.25,121.99
2020-08-27,42.29,122.09
2020-08-28,42.2,123.16
2020-08-31,42.22,123.55
2020-09-01,42.03,125.91
2020-09-02,42.42,127.03
2020-09-03,40.95,119.79
2020-09-04,40.82,118.12
2020-09-08,40.0,112.78
2020-09-09,40.13,116.46
2020-09-10,39.57,113.83
2020-09-11,39.88,112.96
2020-09-14,40.37,115.33
2020-09-15,40.6,116.47
2020-09-16,40.42,114.67
2020-09-17,40.37,113.72
2020-09-18,39.81,111.76
2020-09-21,39.04,112.44
2020-09-22,39.32,114.22
2020-09-23,38.28,110.66
2020-09-24,37.85,111.28
2020-09-25,38.45,113.94
2020-09-28,39.13,116.12
2020-09-29,39.06,115.73
2020-09-30,39.39,116.7
2020-10-01,38.8,117.93
2020-10-02,38.27,114.94
2020-10-05,38.57,117.46
2020-10-06,38.57,115.64
2020-10-07,39.4,117.76
2020-10-08,39.79,118.37
2020-10-09,39.85,120.18
2020-10-12,40.36,123.46
2020-10-13,39.81,122.67
2020-10-14,39.89,122.02
2020-10-15,39.97,121.47
2020-10-16,40.16,121.12
2020-10-19,39.3,118.9
2020-10-20,39.2,119.31
2020-10-21,39.06,119.13
2020-10-22,38.82,118.57
2020-10-23,38.82,118.44
2020-10-26,37.67,115.87
2020-10-27,36.87,116.45
2020-10-28,35.71,111.51
2020-10-29,35.69,113.37
2020-10-30,35.9,110.86
2020-11-02,35.9,111.14
2020-11-03,36.68,113.1
2020-11-04,36.57,117.5
2020-11-05,37.23,121.15
2020-11-06,37.53,121.58
2020-11-09,38.2,120.7
2020-11-10,38.72,118.45
2020-11-11,39.33,121.26
2020-11-12,38.67,120.18
2020-11-13,41.4,121.2
2020-11-16,42.54,122.37
2020-11-17,41.88,121.69
2020-11-18,41.32,120.39
2020-11-19,41.17,121.36
2020-11-20,40.97,120.11
2020-11-23,41.64,120.08
2020-11-24,42.61,121.75
2020-11-25,42.5,122.01
2020-11-27,42.7,122.66
2020-11-30,43.02,123.48
2020-12-01,43.54,125.06
2020-12-02,43.89,124.87
2020-12-03,44.11,124.79
2020-12-04,44.38,126.04
2020-12-07,44.35,126.4
2020-12-08,44.37,126.81
2020-12-09,44.69,124.38
2020-12-10,44.32,124.56
2020-12-11,44.32,124.3
2020-12-14,44.24,124.75
2020-12-15,44.72,126.83
2020-12-16,44.72,127.69
2020-12-17,44.82,128.7
2020-12-18,45.44,128.25
2020-12-21,44.88,128.08
2020-12-22,44.69,129.19
2020-12-23,44.375,128.21001
2020-12-24,44.54,129.06
2020-12-28,44.92,130.52
2020-12-29,44.64,129.89999
2020-12-30,44.48,129.83
2020-12-31,44.75,130.02
2021-01-04,43.96,127.9
2021-01-05,43.98,128.73
2021-01-06,44.4,126.51
2021-01-07,44.96,129.92
2021-01-08,45.06,130.75999
2021-01-11,45.36,129.67999
2021-01-12,45.79,129.06
2021-01-13,45.36,129.88
2021-01-14,45.15,128.74001
2021-01-15,45.43,127.42
2021-01-19,45.19,129.08
2021-01-20,45.34,131.64
2021-01-21,45.11,133.34
2021-01-22,44.77,132.83
2021-01-25,45.03,133.94
2021-01-26,45.26,134.03
2021-01-27,45.7,131.5
2021-01-28,45.34,132.03999
2021-01-29,44.58,128.92999
2021-02-01,45.4,132.16
2021-02-02,45.83,133.95
