date,HAL,XES
2/2/2023,38.56,84.600007
2/3/2023,38.57,85.39
2/6/2023,38.31,85.419999
2/7/2023,39.03,87.580002
2/8/2023,39.28,89.470002
2/9/2023,37.66,86.080002
2/10/2023,39.02,88.979996
2/13/2023,39.27,89.580002
2/14/2023,38.96,89.410004
2/15/2023,37.95,88.509995
2/16/2023,38.58,88.490006
2/17/2023,36.5,84.89
2/21/2023,36.4,82.64
2/22/2023,35.71,80.009995
2/23/2023,36.23,81.580002
2/24/2023,36.99,83.699997
2/27/2023,37.18,85.800004
2/28/2023,36.23,85.279999
3/1/2023,37.51,87.600007
3/2/2023,38.39,89.470002
3/3/2023,38.89,90.89
3/6/2023,38.86,90.479996
3/7/2023,37.85,88.729996
3/8/2023,37.16,87.240006
3/9/2023,35.57,82.410004
3/10/2023,34.53,80.240006
3/13/2023,33.38,76.240006
3/14/2023,33.42,76.869996
3/15/2023,30.41,71.559998
3/16/2023,31,72.059998
3/17/2023,29.95,69.779999
3/20/2023,30.69,71.919999
3/21/2023,31.94,74.259995
3/22/2023,30.46,71.5
3/23/2023,29.42,69.860001
3/24/2023,29.6,69.600007
3/27/2023,30.58,73.070008
3/28/2023,31.29,74.929993
3/29/2023,31.35,75.559998
3/30/2023,31.06,74.399994
3/31/2023,31.64,75.210007
4/3/2023,34.1,79.699997
4/4/2023,33.23,76.919999
4/5/2023,33.06,76.509995
4/6/2023,32.71,75.399994
4/10/2023,33.09,76.479996
4/11/2023,33.73,77.179993
4/12/2023,33.59,77.619996
4/13/2023,33.81,77.979996
4/14/2023,33.63,77.809998
4/17/2023,33.44,77.309998
4/18/2023,33.88,77.119996
4/19/2023,34.11,77.110001
4/20/2023,33.87,75.770005
4/21/2023,33.4,74.770005
4/24/2023,34.47,77.380005
4/25/2023,33.25,73.539994
4/26/2023,31.72,72.240006
4/27/2023,32,72.360001
4/28/2023,32.75,73.779999
5/1/2023,32.55,73.589997
5/2/2023,29.86,69.130005
5/3/2023,29.15,68.229996
5/4/2023,29.02,68.940003
5/5/2023,29.88,71.080002
5/8/2023,29.95,70.770005
5/9/2023,30.1,71.059998
5/10/2023,29.56,70.690003
5/11/2023,28.49,68.720002
5/12/2023,28.61,68.970002
5/15/2023,29.1,69.729996
5/16/2023,27.88,67.940003
5/17/2023,28.94,69.809998
5/18/2023,29.87,70.740006
5/19/2023,30.17,70.839997
5/22/2023,30.22,72.570008
5/23/2023,30.58,72.800004
5/24/2023,30.82,73.410004
5/25/2023,30.32,71.220002
5/26/2023,30.2,71
5/30/2023,29.73,69.550004
5/31/2023,28.65,67.100007
6/1/2023,30,70.580002
6/2/2023,31.64,74.589997
6/5/2023,31.16,73.059998
6/6/2023,31.23,73.75
6/7/2023,32.55,76.14
6/8/2023,32.15,76.339997
6/9/2023,32.34,75.550004
6/12/2023,31.73,73.070008
6/13/2023,32.7,74.720002
6/14/2023,32.05,74.119996
6/15/2023,32.71,75.740006
6/16/2023,32.58,74.630005
6/20/2023,31.48,73.64
6/21/2023,31.92,74.699997
6/22/2023,31.27,73.330002
6/23/2023,30.89,72.309998
6/26/2023,31.67,74.089997
6/27/2023,32.42,74.940003
6/28/2023,32.56,74.800004
6/29/2023,33.19,76.470002
6/30/2023,32.99,78.169999
7/3/2023,33.63,79.009995
7/5/2023,33.2,78.970002
7/6/2023,33.01,78.149994
7/7/2023,35.58,83.600007
7/10/2023,36,84.529999
7/11/2023,37.52,87
7/12/2023,37.92,87.600007
7/13/2023,37.75,88.270005
7/14/2023,36.89,86.679993
7/17/2023,37.36,87.770005
7/18/2023,38.11,90.220002
7/19/2023,37.01,90.210007
7/20/2023,36.45,89.479996
7/21/2023,36.94,89.64
7/24/2023,38.26,91.740006
7/25/2023,38.42,92.369996
7/26/2023,38.21,92.610001
7/27/2023,37.93,91.039994
7/28/2023,38.16,92.490006
7/31/2023,39.08,94.369996
8/1/2023,39.27,94.059998
8/2/2023,39.03,93.020005
8/3/2023,39.69,94.229996
8/4/2023,39.55,93.899994
8/7/2023,39.59,92.929993
8/8/2023,39.78,93.449997
8/9/2023,40.46,94.449997
8/10/2023,40.36,93.779999
8/11/2023,40.7,94.64
8/14/2023,40.31,93.529999
8/15/2023,39.49,91.869996
8/16/2023,39.29,91.479996
8/17/2023,39.27,91.009995
8/18/2023,39.4,92.380005
8/21/2023,39,91.720002
8/22/2023,38.58,90.690003
8/23/2023,38.72,91.39
8/24/2023,38.24,90.119996
8/25/2023,38.15,90.240006
8/28/2023,38.71,91.380005
8/29/2023,38.75,92.149994
8/30/2023,38.91,92.839997
8/31/2023,38.62,93
9/1/2023,39.81,96.039994
9/5/2023,40.7,96.699997
9/6/2023,40.88,96.990006
9/7/2023,41.08,96.570008
9/8/2023,41.28,97.259995
9/11/2023,41.32,97.550004
9/12/2023,42.36,99.830002
9/13/2023,41.9,97.669999
9/14/2023,42.21,99.270005
9/15/2023,42.11,98.5
9/18/2023,42.64,98.649994
9/19/2023,41.43,96.309998
9/20/2023,41.29,95.979996
9/21/2023,40.76,94.14
9/22/2023,40.63,94.929993
9/25/2023,40.98,96.410004
9/26/2023,40.79,95.589997
9/27/2023,42.03,99.210007
9/28/2023,41.79,98.270005
9/29/2023,40.5,95.779999
10/2/2023,39.77,92.570008
10/3/2023,40.06,92.830002
10/4/2023,38.27,88.320008
10/5/2023,38.06,87.649994
10/6/2023,38.69,88.910004
10/9/2023,41.31,92.789994
10/10/2023,41.15,93.039994
10/11/2023,41.64,93.720002
10/12/2023,41.73,92.64
10/13/2023,42.43,94.309998
10/16/2023,42.36,93.710007
10/17/2023,43.04,95.589997
10/18/2023,43.13,95.240006
10/19/2023,43.26,94.960007
10/20/2023,42.11,92.979996
10/23/2023,41.65,92.020005
10/24/2023,40.23,91.649994
10/25/2023,40.38,90.179993
10/26/2023,39.45,88.220002
10/27/2023,39.6,88.289994
10/30/2023,39.42,87.789994
10/31/2023,39.34,87.460007
11/1/2023,39.42,87.880005
11/2/2023,40.59,90.479996
11/3/2023,40.29,90.130005
11/6/2023,39.52,88.169999
11/7/2023,37.95,83.740006
11/8/2023,37.79,83.550004
11/9/2023,37.8,83.550004
11/10/2023,38.29,84.64
11/13/2023,38.66,85.320008
11/14/2023,39.18,87.25
11/15/2023,38.44,85.649994
11/16/2023,37.18,82.259995
11/17/2023,37.99,84.479996
11/20/2023,38.2,84.5
11/21/2023,38.21,83.759995
11/22/2023,37.89,83.539994
11/24/2023,38.06,84.479996
11/27/2023,37.69,83.64
11/28/2023,37.52,83.279999
11/29/2023,37.3,83.14
11/30/2023,37.03,83.529999
12/1/2023,37.71,84.369996
12/4/2023,37.37,83.899994
12/5/2023,36.33,81.960007
12/6/2023,34.86,78.75
12/7/2023,34.42,78.64
12/8/2023,34.93,79.919999
12/11/2023,34.77,79.649994
12/12/2023,34.44,78.419999
12/13/2023,34.69,80.610001
12/14/2023,35.89,83.940003
12/15/2023,35.82,83.190003
12/18/2023,36.21,83.779999
12/19/2023,36.82,85.600007
12/20/2023,36.46,84.490006
12/21/2023,36.64,85.330002
12/22/2023,36.59,85.240006
12/26/2023,37.05,87.580002
12/27/2023,36.66,86.880005
12/28/2023,36.21,85.300004
12/29/2023,36.15,84.509995
