date,HAL,XES
8/5/2019,20.31,79.600001
8/6/2019,19.95,78.400002
8/7/2019,19.65,77.399998
8/8/2019,19.93,78.199997
8/9/2019,19.52,75.200005
8/12/2019,19.41,74.399996
8/13/2019,19.48,74.399996
8/14/2019,18.33,69.899998
8/15/2019,18.25,68.800002
8/16/2019,18.87,71.700001
8/19/2019,19.33,74.300004
8/20/2019,19.06,73.400002
8/21/2019,18.6,73.500004
8/22/2019,18.67,72.5
8/23/2019,17.72,68.599997
8/26/2019,17.5,69.200001
8/27/2019,17.31,68.500004
8/28/2019,18,70.4
8/29/2019,18.53,72.700005
8/30/2019,18.84,71.800004
9/3/2019,18.76,70.699997
9/4/2019,18.76,72.5
9/5/2019,19,75.900002
9/6/2019,19.09,75.900002
9/9/2019,19.95,80.699997
9/10/2019,20.03,81.999999
9/11/2019,20.05,82.799998
9/12/2019,19.75,81.300002
9/13/2019,20.27,81.800004
9/16/2019,22.49,89.499999
9/17/2019,21.03,84.499999
9/18/2019,20.81,81.499997
9/19/2019,20.92,80.200005
9/20/2019,20.44,80.200005
9/23/2019,20.61,80.699997
9/24/2019,19.49,76.400004
9/25/2019,19.44,76.000004
9/26/2019,19.27,74.200001
9/27/2019,18.73,72.9
9/30/2019,18.85,72.399998
10/1/2019,18.58,69.399996
10/2/2019,18.17,67.9
10/3/2019,18.64,68.900004
10/4/2019,18.55,67.9
10/7/2019,18.36,67.600003
10/8/2019,18.25,66.400004
10/9/2019,18.27,66.199999
10/10/2019,18.43,67.399998
10/11/2019,18.95,70.699997
10/14/2019,18.76,70
10/15/2019,18.7,70
10/16/2019,18.3,69.600001
10/17/2019,18.51,68.800002
10/18/2019,18.43,67.5
10/21/2019,19.61,69.399996
10/22/2019,19.9,70.900002
10/23/2019,20.21,71.300002
10/24/2019,19.91,69.700003
10/25/2019,20.48,71.000004
10/28/2019,20.3,70.500002
10/29/2019,20.38,71.499997
10/30/2019,19.44,68.3
10/31/2019,19.25,66.999999
11/1/2019,20.09,70.299998
11/4/2019,21.07,73.800002
11/5/2019,21.05,73.000002
11/6/2019,20.6,70.900002
11/7/2019,20.96,71.499997
11/8/2019,21.28,71.599999
11/11/2019,21.25,71.000004
11/12/2019,21.03,69.700003
11/13/2019,20.62,68.000002
11/14/2019,20.33,66.999999
11/15/2019,20.48,68.800002
11/18/2019,20.16,66.800004
11/19/2019,19.9,65.699997
11/20/2019,20.53,65.8
11/21/2019,21.13,67.399998
11/22/2019,20.99,67.799998
11/25/2019,21.34,70.200005
11/26/2019,20.83,68.199997
11/27/2019,21.41,69.700003
11/29/2019,20.99,68.500004
12/2/2019,21.29,68.699999
12/3/2019,20.79,66.899996
12/4/2019,21.47,69.700003
12/5/2019,21.42,69.399996
12/6/2019,22.33,72.700005
12/9/2019,22.57,73.100005
12/10/2019,22.79,73.100005
12/11/2019,23.38,73.900004
12/12/2019,24.3,76.400004
12/13/2019,23.99,75.8
12/16/2019,24.35,76.800004
12/17/2019,24.69,77.100001
12/18/2019,24.54,78.3
12/19/2019,24.48,79.899998
12/20/2019,24.49,78.900004
12/23/2019,24.89,81.499997
12/24/2019,24.86,81.599999
12/26/2019,24.54,81.599999
12/27/2019,24.4,80.200005
12/30/2019,24.56,81.499997
12/31/2019,24.47,80.900002
1/2/2020,24.68,81.099997
1/3/2020,24.76,82.700005
1/6/2020,25.39,84.399996
1/7/2020,24.67,82.100001
1/8/2020,24.05,79.399996
1/9/2020,24.19,79.799996
1/10/2020,24.08,78.800002
1/13/2020,23.75,78.199997
1/14/2020,23.94,78.3
1/15/2020,23.57,76.899996
1/16/2020,23.81,77.700005
1/17/2020,23.96,76.899996
1/21/2020,23.77,74.300004
1/22/2020,23.93,73.000002
1/23/2020,23.58,71.599999
1/24/2020,23.1,69.099999
1/27/2020,21.65,66.300002
1/28/2020,22.08,67.100001
1/29/2020,21.63,66.300002
1/30/2020,21.95,67.299996
1/31/2020,21.81,65.200005
2/3/2020,21.5,64.899998
2/4/2020,21.67,66.099997
2/5/2020,22.58,69.499999
2/6/2020,22.26,67.100001
2/7/2020,21.8,66.599999
2/10/2020,21.4,65
2/11/2020,21.73,66.099997
2/12/2020,22.35,67.299996
2/13/2020,22.19,66.700001
2/14/2020,22.12,66.800004
2/18/2020,21.86,65.8
2/19/2020,22.28,66.999999
2/20/2020,21.95,67.200003
2/21/2020,21.26,64.499999
2/24/2020,19.83,59.399996
2/25/2020,19.01,57.100001
2/26/2020,18.4,55.500002
2/27/2020,17.39,52.200003
2/28/2020,16.96,53.699999
3/2/2020,17.22,54.499999
3/3/2020,15.95,52.200003
3/4/2020,15.39,51.899996
3/5/2020,14.74,48.599997
3/6/2020,13.07,42.700005
3/9/2020,8.15,28.3
3/10/2020,8.66,28.699999
3/11/2020,7.83,25.8
3/12/2020,6.42,22.700005
3/13/2020,7.15,26.099997
3/16/2020,5.94,22.799998
3/17/2020,6.14,23.000002
3/18/2020,4.61,20
3/19/2020,4.8,21.899996
3/20/2020,5.05,21.999999
3/23/2020,5.24,21.300002
3/24/2020,6.63,24.499999
3/25/2020,6.77,23.999997
3/26/2020,7.05,24.600001
3/27/2020,6.39,23.000002
3/30/2020,6.37,22.100007
3/31/2020,6.85,22.679993
4/1/2020,6.6,20.990006
4/2/2020,7.52,22.990006
4/3/2020,7.61,22.300004
4/6/2020,7.91,23.770005
4/7/2020,8.04,24.240006
4/8/2020,8.75,26.380005
4/9/2020,8.21,27.080002
4/13/2020,7.85,26.979996
4/14/2020,7.63,26.679993
4/15/2020,6.95,24.809998
4/16/2020,6.67,22.789994
4/17/2020,7.58,24.580002
4/20/2020,7.63,23.940003
4/21/2020,7.46,23.419999
4/22/2020,8.23,23.960007
4/23/2020,8.92,26.39
4/24/2020,8.86,25.970002
4/27/2020,8.91,25.64
4/28/2020,9.52,26.690003
4/29/2020,11.02,30.339997
4/30/2020,10.5,29.220002
5/1/2020,9.76,27.169999
5/4/2020,10.03,27.679993
5/5/2020,9.86,27.179993
5/6/2020,9.56,25.89
5/7/2020,10.01,26.699997
5/8/2020,10.7,29.14
5/11/2020,10.58,28.64
5/12/2020,10.49,28.839997
5/13/2020,9.54,26.460007
5/14/2020,9.95,26.75
5/15/2020,9.82,26.770005
5/18/2020,11.51,30.270005
5/19/2020,11.15,28.729996
5/20/2020,11.95,30.820008
5/21/2020,11.98,30.800004
5/22/2020,11.59,30.059998
5/26/2020,11.87,32.110001
5/27/2020,12.19,33.229996
5/28/2020,12.11,33.399994
5/29/2020,11.75,32.479996
6/1/2020,12.04,32.699997
6/2/2020,12.69,34.229996
6/3/2020,13.08,34.949997
6/4/2020,13.19,37.190003
6/5/2020,14.52,42.210007
6/8/2020,16.4,47.570008
6/9/2020,15.43,43.899994
6/10/2020,14.51,40.559998
6/11/2020,12.28,34.589997
6/12/2020,12.78,36.610001
6/15/2020,13.03,36.860001
6/16/2020,13.53,37.479996
6/17/2020,12.96,35.610001
6/18/2020,13.19,35.630005
6/19/2020,13.04,35.020005
6/22/2020,13.02,34.869996
6/23/2020,13,35.050004
6/24/2020,11.86,32.300004
6/25/2020,12.43,33.440003
6/26/2020,11.93,31.729996
6/29/2020,12.42,32.5
6/30/2020,12.98,33.070008
7/1/2020,12.47,32.320008
7/2/2020,12.57,32.690003
7/6/2020,13.03,33.600007
7/7/2020,12.41,32.320008
7/8/2020,12.47,32.589997
7/9/2020,11.78,30.649994
7/10/2020,12.06,31.490006
7/13/2020,11.79,30.720002
7/14/2020,12.48,32.350007
7/15/2020,13,34.179993
7/16/2020,13.09,33.630005
7/17/2020,13.08,33.080002
7/20/2020,13.41,32.940003
7/21/2020,14.32,35.520005
7/22/2020,14.18,34.649994
7/23/2020,14.75,36.059998
7/24/2020,14.71,35.740006
7/27/2020,14.9,36.029999
7/28/2020,14.65,34.850007
7/29/2020,15.07,35.720002
7/30/2020,14.67,34.830002
7/31/2020,14.33,34.080002
8/3/2020,14.53,34.990006
8/4/2020,15.11,36.089997
8/5/2020,15.32,37.699997
8/6/2020,14.82,36.679993
8/7/2020,14.89,36.990006
8/10/2020,15.61,38.899994
8/11/2020,16.14,39.25
8/12/2020,16.71,39.330002
8/13/2020,16.65,38.529999
8/14/2020,16.63,38.800004
8/17/2020,16.65,38.220002
8/18/2020,16.45,37.070008
8/19/2020,16.49,37.020005
8/20/2020,16.01,35.779999
8/21/2020,15.74,34.169999
8/24/2020,16.29,35.860001
8/25/2020,16.15,35.610001
8/26/2020,15.81,34.470002
8/27/2020,16.02,34.679993
8/28/2020,16.27,35.539994
8/31/2020,16.18,34.529999
9/1/2020,16.23,35.179993
9/2/2020,16.25,34.610001
9/3/2020,16.12,34.570008
9/4/2020,15.99,34.759995
9/8/2020,14.81,32.539994
9/9/2020,15.06,32.490006
9/10/2020,14.28,31
9/11/2020,14.27,30.75
9/14/2020,14.33,31.360001
9/15/2020,14.44,31.740006
9/16/2020,15.07,33.220002
9/17/2020,14.82,32.899994
9/18/2020,14.45,32.509995
9/21/2020,13.22,30.059998
9/22/2020,13.33,29.809998
9/23/2020,12.65,27.860001
9/24/2020,12.52,27.660004
9/25/2020,12.37,27.309998
9/28/2020,12.76,28.589997
9/29/2020,12.07,28.259995
9/30/2020,12.05,27.960007
10/1/2020,11.17,27.279999
10/2/2020,11.31,28
10/5/2020,11.93,28.899994
10/6/2020,11.85,28.520005
10/7/2020,11.93,28.690003
10/8/2020,12.81,30.210007
10/9/2020,12.58,29.710007
10/12/2020,12.73,29.610001
10/13/2020,12.54,28.729996
10/14/2020,12.72,29.119996
10/15/2020,13.07,29.300004
10/16/2020,12.25,28.059998
10/19/2020,12.17,27.919999
10/20/2020,12.74,28.679993
10/21/2020,12.67,28.39
10/22/2020,13.04,29.14
10/23/2020,13.31,29.479996
10/26/2020,12.79,28.130005
10/27/2020,12.51,27.710007
10/28/2020,11.42,26
10/29/2020,11.62,26.630005
10/30/2020,12.06,27.360001
11/2/2020,12.8,28.839997
11/3/2020,12.99,29.399994
11/4/2020,12.71,28.898697
11/5/2020,12.57,29.279999
11/6/2020,12.28,28.699997
11/9/2020,14.38,33.960007
11/10/2020,14.38,34.149994
11/11/2020,14.18,33.649994
11/12/2020,13.92,32.64
11/13/2020,14.33,33.860001
11/16/2020,15.46,37.110001
11/17/2020,15.81,37.699997
11/18/2020,15.39,37.5
11/19/2020,16,38.279999
11/20/2020,15.9,37.589997
11/23/2020,17.32,41.309998
11/24/2020,17.91,43.929993
11/25/2020,17.86,43.169999
11/27/2020,17.56,42.210007
11/30/2020,16.59,39.059998
12/1/2020,17.08,40.919999
12/2/2020,17.61,42.130005
12/3/2020,18.02,42.490006
12/4/2020,19.43,45.679993
12/7/2020,18.97,45.039994
12/8/2020,19.76,46.279999
12/9/2020,19.51,45.820008
12/10/2020,19.99,47.949997
12/11/2020,19.83,47.25
12/14/2020,18.96,46.210007
12/15/2020,20.07,47.710007
12/16/2020,20.14,46.990006
12/17/2020,20.08,46.860001
12/18/2020,19.68,45.64
12/21/2020,19.35,44.600007
12/22/2020,19.12,44.399994
12/23/2020,19.48,45.729996
12/24/2020,19.21,45.149994
12/28/2020,18.89,44.690003
12/29/2020,18.64,44.350007
12/30/2020,19.12,44.929993
12/31/2020,18.9,44.839997
1/4/2021,18.83,45.539994
1/5/2021,20.41,48.979996
1/6/2021,20.82,51.119996
1/7/2021,20.35,51.669999
1/8/2021,20.12,51.320008
1/11/2021,20.57,51.190003
1/12/2021,22.13,54.449997
1/13/2021,21.57,52.75
1/14/2021,21.76,55.289994
1/15/2021,20.74,52.869996
1/19/2021,20.54,52.869996
1/20/2021,20.08,52.210007
1/21/2021,19.41,49.89
1/22/2021,19.24,51.029999
1/25/2021,18.63,49.360001
1/26/2021,18.2,48.919999
1/27/2021,17.28,48.5
1/28/2021,18.27,49.259995
1/29/2021,17.63,48.309998
2/1/2021,17.86,49.110001
2/2/2021,18.02,49.729996
2/3/2021,18.81,51.419999
2/4/2021,19.11,52.770005
2/5/2021,18.98,52.860001
2/8/2021,20.04,54.520005
2/9/2021,19.79,53.380005
2/10/2021,20.26,54.449997
2/11/2021,19.43,52.839997
2/12/2021,20.17,53.369996
2/16/2021,20.6,55.259995
2/17/2021,20.55,55.380005
2/18/2021,19.57,53.419999
2/19/2021,20.2,54.399994
2/22/2021,21.13,56.259995
2/23/2021,20.94,55.509995
2/24/2021,22.27,58.800004
2/25/2021,22.03,58.320008
2/26/2021,21.83,57.710007
3/1/2021,23.01,60.770005
3/2/2021,22.28,58.89
3/3/2021,22.28,59.520005
3/4/2021,22.08,60.380005
3/5/2021,23.84,64.559998
3/8/2021,24.36,65.949997
3/9/2021,23.47,62.800004
3/10/2021,24.14,65.729996
3/11/2021,23.84,64.800004
3/12/2021,24.02,64.149994
3/15/2021,23.97,63.100007
3/16/2021,22.87,60.130005
3/17/2021,23.35,60.660004
3/18/2021,22.17,57.029999
3/19/2021,21.79,57.149994
3/22/2021,21.54,55.199997
3/23/2021,20.81,51.800004
3/24/2021,21.3,52.25
3/25/2021,21.2,53.210007
3/26/2021,21.79,54.720002
3/29/2021,21.24,52.630005
3/30/2021,21.5,52.64
3/31/2021,21.46,53.240006
4/1/2021,21.92,55.080002
4/5/2021,21.32,53.330002
4/6/2021,21.26,52.869996
4/7/2021,21.42,52.960007
4/8/2021,21.35,52.320008
4/9/2021,21.07,51.070008
4/12/2021,21.02,50.699997
4/13/2021,20.68,50.130005
4/14/2021,21.66,53
4/15/2021,21.08,51.779999
4/16/2021,20.69,50.979996
4/19/2021,20.67,50.699997
4/20/2021,19.81,47.919999
4/21/2021,19.1,48.800004
4/22/2021,19.22,48.270005
4/23/2021,19.06,48.919999
4/26/2021,19.43,49.979996
4/27/2021,19.32,49.539994
4/28/2021,20.14,52.89
4/29/2021,20.36,53.110001
4/30/2021,19.56,50.509995
5/3/2021,20.66,52.589997
5/4/2021,20.96,52.929993
5/5/2021,22,56.080002
5/6/2021,22.17,56.660004
5/7/2021,22.95,59.729996
5/10/2021,22.74,57.880005
5/11/2021,22.61,57.850007
5/12/2021,22.63,57.729996
5/13/2021,22.37,57.210007
5/14/2021,23.06,59.479996
5/17/2021,23.78,61.210007
5/18/2021,23.29,59.64
5/19/2021,22.54,57.839997
5/20/2021,22.38,57.550004
5/21/2021,22.46,58.380005
5/24/2021,22.51,58.490006
5/25/2021,21.94,56.850007
5/26/2021,22.28,58.070008
5/27/2021,22.52,59.330002
5/28/2021,22.45,58.660004
6/1/2021,23.34,61.429993
6/2/2021,24.35,66.669999
6/3/2021,24.7,67.229996
6/4/2021,24.72,67.929993
6/7/2021,24.3,66.220002
6/8/2021,24.41,66.220002
6/9/2021,24.26,65.309998
6/10/2021,23.91,64.770005
6/11/2021,24.03,65.5
6/14/2021,23.6,64.5
6/15/2021,24.19,66.809998
6/16/2021,24.1,66.990006
6/17/2021,22.72,63.199997
6/18/2021,21.99,61.759995
6/21/2021,23.35,65.130005
6/22/2021,23.49,64.919999
6/23/2021,23.51,64.839997
6/24/2021,23.8,66.009995
6/25/2021,23.94,64.660004
6/28/2021,22.71,61.160004
6/29/2021,22.67,61.369996
6/30/2021,23.12,61.960007
7/1/2021,23.8,65.009995
7/2/2021,23.78,64.279999
7/6/2021,22.23,60.380005
7/7/2021,21.62,59.009995
7/8/2021,21.61,58.850007
7/9/2021,22.38,60.710007
7/12/2021,22.42,60.910004
7/13/2021,22.09,59.580002
7/14/2021,21.45,57.029999
7/15/2021,20.69,54.809998
7/16/2021,20.06,53.119996
7/19/2021,19.36,50.860001
7/20/2021,20.07,52.220002
7/21/2021,20.77,54.929993
7/22/2021,20.55,53.729996
7/23/2021,20.11,52.490006
7/26/2021,20.69,54.699997
7/27/2021,20.64,53.339997
7/28/2021,21.09,53.919999
7/29/2021,21.25,54.559998
7/30/2021,20.68,52.970002
8/2/2021,20.16,52.330002
8/3/2021,20.37,53.169999
8/4/2021,19.2,49.470002
8/5/2021,19.48,50.369996
8/6/2021,20,51.529999
8/9/2021,19.69,50.490006
8/10/2021,20.21,52.169999
8/11/2021,20.63,52.759995
8/12/2021,20.44,51.809998
8/13/2021,20.13,50.440003
8/16/2021,19.65,48.880005
8/17/2021,19.17,47.979996
8/18/2021,18.9,47.39
8/19/2021,18.15,45.699997
8/20/2021,18.21,45.970002
8/23/2021,19.21,48.64
8/24/2021,20.05,50.160004
8/25/2021,20.17,50.5
8/26/2021,19.77,49.850007
8/27/2021,20.55,52.960007
8/30/2021,20.16,51.570008
8/31/2021,19.98,51.520005
9/1/2021,19.69,51.330002
9/2/2021,20.46,52.800004
9/3/2021,20.17,51.929993
9/7/2021,19.91,51.979996
9/8/2021,19.35,50.080002
9/9/2021,19.32,50.429993
9/10/2021,19.53,50.610001
9/13/2021,20.44,53.220002
9/14/2021,20.07,51.899994
9/15/2021,20.8,53.860001
9/16/2021,20.59,52.5
9/17/2021,20.27,51.460007
9/20/2021,19.6,49.440003
9/21/2021,19.48,49.149994
9/22/2021,19.75,49.809998
9/23/2021,20.81,52.419999
9/24/2021,21,52.600007
9/27/2021,22.14,55.710007
9/28/2021,22.39,55.380005
9/29/2021,22.16,54.75
9/30/2021,21.62,54.419999
10/1/2021,22.28,56.869996
10/4/2021,23.02,58.580002
10/5/2021,23.41,58.809998
10/6/2021,22.99,55.919999
10/7/2021,23.38,57.740006
10/8/2021,23.94,59.419999
10/11/2021,24.68,59.479996
10/12/2021,24.49,59.509995
10/13/2021,24.49,60.080002
10/14/2021,24.8,60.619996
10/15/2021,26.01,61.300004
10/18/2021,26.01,61.580002
10/19/2021,26.1,61.660004
10/20/2021,26.46,62.020005
10/21/2021,25.35,60.360001
10/22/2021,25.89,60.529999
10/25/2021,26.22,61.449997
10/26/2021,26.16,61.520005
10/27/2021,25.12,58.270005
10/28/2021,25.61,58.880005
10/29/2021,24.99,57.190003
11/1/2021,25.58,58.89
11/2/2021,25.38,58.529999
11/3/2021,24.72,58.619996
11/4/2021,24.52,58.119996
11/5/2021,24.69,59.119996
11/8/2021,25.12,60.179993
11/9/2021,25.08,60.509995
11/10/2021,23.83,57.210007
11/11/2021,23.72,57.100007
11/12/2021,23.57,56.179993
11/15/2021,23.4,55.559998
11/16/2021,23.61,56.089997
11/17/2021,22.97,54.089997
11/18/2021,22.76,52.630005
11/19/2021,22.04,49.809998
11/22/2021,22.29,50.429993
11/23/2021,22.97,52.229996
11/24/2021,23.22,51.970002
11/26/2021,21.65,49.270005
11/29/2021,22.25,49.809998
11/30/2021,21.59,48.190003
12/1/2021,21.15,46.75
12/2/2021,22.02,48.300004
12/3/2021,22,47.899994
12/6/2021,22.58,49.630005
12/7/2021,23.4,51.399994
12/8/2021,23.79,52.25
12/9/2021,23.49,51.880005
12/10/2021,23.93,52.89
12/13/2021,22.71,50.350007
12/14/2021,22.48,49.149994
12/15/2021,22.27,49.589997
12/16/2021,22.56,49.160004
12/17/2021,22.11,48.539994
12/20/2021,21.8,47.399994
12/21/2021,22.66,50.149994
12/22/2021,22.73,50.649994
12/23/2021,22.71,50.539994
12/27/2021,23.17,51.300004
12/28/2021,23.05,50.690003
12/29/2021,22.94,49.830002
12/30/2021,22.76,49.399994
12/31/2021,22.87,49.429993
1/3/2022,23.99,52.990006
1/4/2022,25.43,55.320008
1/5/2022,25.18,54.229996
1/6/2022,25.61,56
1/7/2022,26.02,56.550004
1/10/2022,25.85,56.589997
1/11/2022,27.24,58.850007
1/12/2022,27.44,58.520005
1/13/2022,27.93,58.270005
1/14/2022,28.74,60.559998
1/18/2022,28.6,59.429993
1/19/2022,28.38,58.380005
1/20/2022,28.14,57.089997
1/21/2022,27.54,55.380005
1/24/2022,28.59,56.759995
1/25/2022,30.59,59.740006
1/26/2022,30.8,59.570008
1/27/2022,30.83,58.169999
1/28/2022,31.36,58.320008
1/31/2022,30.74,58.179993
2/1/2022,31.37,61.149994
2/2/2022,31.41,60.229996
2/3/2022,31.22,59.14
2/4/2022,31.94,60.630005
2/7/2022,32.51,60.190003
2/8/2022,31.76,58.880005
2/9/2022,32.65,60.009995
2/10/2022,32.41,60.005005
2/11/2022,33.52,63.039994
2/14/2022,32.36,61.610001
2/15/2022,32.52,62.339997
2/16/2022,33.57,63.399994
2/17/2022,32.97,62.990006
2/18/2022,32.26,61.509995
2/22/2022,31.46,60.600007
2/23/2022,31.68,60.529999
2/24/2022,31.47,61.229996
2/25/2022,32.53,62.240006
2/28/2022,33.53,64.190003
3/1/2022,32.11,63.14
3/2/2022,32.93,66.039994
3/3/2022,33.35,66.479996
3/4/2022,34.13,69
3/7/2022,36.24,74.360001
3/8/2022,36.76,76.580002
3/9/2022,34.84,73.580002
3/10/2022,37.95,76.759995
3/11/2022,37.41,75.630005
3/14/2022,36.36,71.539994
3/15/2022,34.8,68.919999
3/16/2022,34,68.149994
3/17/2022,35.89,71.529999
3/18/2022,36.04,70.960007
3/21/2022,37.58,73.279999
3/22/2022,37.09,72.830002
3/23/2022,38.07,73.899994
3/24/2022,37.68,74.399994
3/25/2022,38.9,77.529999
3/28/2022,37.32,74.130005
3/29/2022,37.85,75.199997
3/30/2022,38.52,75.419999
3/31/2022,37.87,75.039994
4/1/2022,38.58,77.190003
4/4/2022,38.77,77.369996
4/5/2022,37.53,74.600007
4/6/2022,37.35,74.279999
4/7/2022,37.75,74.479996
4/8/2022,39.94,77.330002
4/11/2022,39.06,74.910004
4/12/2022,39.53,77.259995
4/13/2022,40.19,79.119996
4/14/2022,40.76,80.490006
4/18/2022,41.64,82.429993
4/19/2022,41.31,81.149994
4/20/2022,39.6,80.619996
4/21/2022,38.95,76.470002
4/22/2022,37.69,74.130005
4/25/2022,35.33,70.600007
4/26/2022,35.12,70.089997
4/27/2022,35.94,70.740006
4/28/2022,36.72,72.690003
4/29/2022,35.62,70.160004
5/2/2022,35.96,69.990006
5/3/2022,36.67,72.429993
5/4/2022,38.08,75.529999
5/5/2022,36.69,72.619996
5/6/2022,37.35,73.240006
5/9/2022,33.36,65.360001
5/10/2022,34.3,65.380005
5/11/2022,34.69,66.050004
5/12/2022,34.56,65.699997
5/13/2022,36.1,68.789994
5/16/2022,37.57,71.210007
5/17/2022,37.88,72.429993
5/18/2022,36,70.029999
5/19/2022,36.06,69.960007
5/20/2022,36.7,69.630005
5/23/2022,38.33,73.190003
5/24/2022,38.48,73.600007
5/25/2022,38.78,75.300004
5/26/2022,40.16,77.100007
5/27/2022,41.36,78.130005
5/31/2022,40.5,76.759995
6/1/2022,41.4,78.710007
6/2/2022,41.04,77.910004
6/3/2022,41.95,79.350007
6/6/2022,41.32,79.830002
6/7/2022,42.53,82.100007
6/8/2022,42.97,81.020005
6/9/2022,42.21,77.869996
6/10/2022,40.49,75.470002
6/13/2022,37.53,69.190003
6/14/2022,36.67,68.380005
6/15/2022,35.61,67.710007
6/16/2022,33.47,64.479996
6/17/2022,31.69,61.619996
6/21/2022,33.55,64.009995
6/22/2022,32.09,60.020005
6/23/2022,30.04,56.789994
6/24/2022,30.95,58.949997
6/27/2022,32.23,61.660004
6/28/2022,33.19,62.740006
6/29/2022,32.18,61.64
6/30/2022,31.36,59.679993
7/1/2022,31.43,59.529999
7/5/2022,28.89,54.75
7/6/2022,28.41,53.520005
7/7/2022,29.89,56.710007
7/8/2022,29.84,57.009995
7/11/2022,29.36,55.490006
7/12/2022,28.6,53.410004
7/13/2022,28.3,53.169999
7/14/2022,27.34,51.419999
7/15/2022,27.86,52.460007
7/18/2022,28.85,54.740006
7/19/2022,29.46,56.919999
7/20/2022,29.26,56.919999
7/21/2022,28.14,54.320008
7/22/2022,27.46,53.899994
7/25/2022,28.42,57.229996
7/26/2022,28.04,57.029999
7/27/2022,28.89,60.600007
7/28/2022,28.64,60.770005
7/29/2022,29.3,63.970002
8/1/2022,28.19,62.229996
8/2/2022,28.6,63.270005
8/3/2022,28.43,61.320008
8/4/2022,27.27,57.869996
8/5/2022,27.79,59.529999
8/8/2022,28,59.580002
8/9/2022,28.31,60.360001
8/10/2022,28.41,60.690003
8/11/2022,29.57,63.050004
8/12/2022,29.55,64.179993
8/15/2022,28.47,61.509995
8/16/2022,28.21,60.539994
8/17/2022,28.2,61.039994
8/18/2022,29.83,64.070008
8/19/2022,29.39,62.720002
8/22/2022,29.19,62.240006
8/23/2022,31.22,64.839997
8/24/2022,31.66,66.479996
8/25/2022,31.87,67.149994
8/26/2022,31.1,65.429993
8/29/2022,31.9,66.419999
8/30/2022,30.35,63.309998
8/31/2022,30.13,62.899994
9/1/2022,28.94,60.479996
9/2/2022,30.01,63.539994
9/6/2022,29.52,62.410004
9/7/2022,28.68,61.619996
9/8/2022,28.41,61.789994
9/9/2022,29.66,64.979996
9/12/2022,30.28,66.169999
9/13/2022,29.15,63.669999
9/14/2022,30.4,65.940003
9/15/2022,29.4,64.429993
9/16/2022,28.19,61.880005
9/19/2022,28.37,61.929993
9/20/2022,27.62,59.850007
9/21/2022,27.08,58.520005
9/22/2022,26.92,57.949997
9/23/2022,24.58,52.850007
9/26/2022,23.31,51.830002
9/27/2022,23.76,52.949997
9/28/2022,24.74,55.529999
9/29/2022,24.64,55.550004
9/30/2022,24.62,55.179993
10/3/2022,26.38,59.110001
10/4/2022,28.12,61.619996
10/5/2022,29.24,63.919999
10/6/2022,29.81,64.580002
10/7/2022,30.41,64.039994
10/10/2022,29.55,62.080002
10/11/2022,29.56,61.440003
10/12/2022,29.8,61.25
10/13/2022,31.11,64.350007
10/14/2022,29.41,61.740006
10/17/2022,29.99,63.539994
10/18/2022,30.46,64.559998
10/19/2022,31.96,67.64
10/20/2022,31.66,68.320008
10/21/2022,33.88,70.899994
10/24/2022,34.58,72.259995
10/25/2022,34.98,72.630005
10/26/2022,36.48,76.169999
10/27/2022,36.27,75.929993
10/28/2022,35.95,75.949997
10/31/2022,36.42,78.520005
11/1/2022,36.5,77.839997
11/2/2022,35.79,76.039994
11/3/2022,36.86,78.589997
11/4/2022,38.48,79.839997
11/7/2022,39.54,82.529999
11/8/2022,39.37,82.610001
11/9/2022,36.81,77.699997
11/10/2022,37.81,80.369996
11/11/2022,38.74,82.740006
11/14/2022,38.05,81.089997
11/15/2022,38.91,82.470002
11/16/2022,37.85,80.949997
11/17/2022,37.47,80.820008
11/18/2022,36.71,79.770005
11/21/2022,36.13,77.479996
11/22/2022,37.45,79.850007
11/23/2022,36.56,77.979996
11/25/2022,36.36,77.350007
11/28/2022,35.88,75.399994
11/29/2022,37.16,76.929993
11/30/2022,37.89,78.679993
12/1/2022,37.89,78.119996
12/2/2022,38.87,79.339997
12/5/2022,36.82,75.330002
12/6/2022,36.2,74.169999
12/7/2022,35.05,72.399994
12/8/2022,34.87,72.490006
12/9/2022,33.01,69.729996
12/12/2022,34.3,72.520005
12/13/2022,37,75.279999
12/14/2022,36.55,75.229996
12/15/2022,36.69,74.429993
12/16/2022,35.85,73.369996
12/19/2022,36.06,73.309998
12/20/2022,37.42,76.25
12/21/2022,38.63,77.679993
12/22/2022,37.54,75.690003
12/23/2022,39.09,78.860001
12/27/2022,39.27,79.050004
12/28/2022,38.08,76.600007
12/29/2022,38.87,79.199997
12/30/2022,39.35,79.75
1/3/2023,37.66,75.210007
1/4/2023,38.43,75.660004
1/5/2023,38.95,76.820008
1/6/2023,40.21,79.169999
1/9/2023,40.44,81.089997
1/10/2023,40.94,83.199997
1/11/2023,40.99,83.070008
1/12/2023,42.17,85.190003
1/13/2023,42.66,85.789994
1/17/2023,42.53,86.729996
1/18/2023,40.6,82.770005
1/19/2023,40.19,82.89
1/20/2023,40.69,84.449997
1/23/2023,40.57,84.440003
1/24/2023,39.84,83.990006
1/25/2023,40.03,86.429993
1/26/2023,41,87.059998
1/27/2023,40.52,86.259995
1/30/2023,40.34,85.360001
1/31/2023,41.22,87.570008
2/1/2023,40.84,87.460007
