date,MAS,XHB
2017-01-10,32.21,34.18
2017-01-11,32.46,34.31
2017-01-12,32.05,34.2
2017-01-13,32.05,34.36
2017-01-17,32.03,34.28
2017-01-18,32.1,34.28
2017-01-19,31.93,34.05
2017-01-20,31.98,34.21
2017-01-23,32.03,34.32
2017-01-24,32.92,35.33
2017-01-25,33.62,35.73
2017-01-26,33.64,35.49
2017-01-27,33.32,35.11
2017-01-30,33.31,34.67
2017-01-31,32.95,34.5
2017-02-01,33.26,34.5
2017-02-02,33.0,34.32
2017-02-03,33.23,34.61
2017-02-06,33.18,34.39
2017-02-07,33.61,34.36
2017-02-08,33.79,34.44
2017-02-09,33.06,34.79
2017-02-10,33.75,35.21
2017-02-13,33.5,35.19
2017-02-14,33.11,35.17
2017-02-15,33.44,35.44
2017-02-16,33.67,35.38
2017-02-17,33.52,35.4
2017-02-21,34.03,35.83
2017-02-22,33.85,35.85
2017-02-23,34.11,35.68
2017-02-24,34.02,35.83
2017-02-27,34.43,36.38
2017-02-28,33.78,36.02
2017-03-01,34.56,36.85
2017-03-02,34.33,36.63
2017-03-03,34.06,36.75
2017-03-06,33.46,36.38
2017-03-07,33.25,36.37
2017-03-08,33.82,36.72
2017-03-09,33.71,36.63
2017-03-10,33.93,37.01
2017-03-13,33.68,36.93
2017-03-14,33.68,36.78
2017-03-15,34.38,37.29
2017-03-16,34.65,37.58
2017-03-17,34.66,37.44
2017-03-20,34.49,37.3439
2017-03-21,33.83,36.73
2017-03-22,33.92,36.71
2017-03-23,34.21,36.85
2017-03-24,33.99,36.77
2017-03-27,33.74,36.76
2017-03-28,33.97,37.03
2017-03-29,33.97,37.15
2017-03-30,33.82,37.22
2017-03-31,33.99,37.23
2017-04-03,33.41,36.96
2017-04-04,33.27,36.78
2017-04-05,33.08,36.56
2017-04-06,33.83,36.83
2017-04-07,33.5,36.75
2017-04-10,33.57,36.92
2017-04-11,33.96,37.21
2017-04-12,33.31,36.8
2017-04-13,33.09,36.7
2017-04-17,33.49,37.09
2017-04-18,33.38,37.17
2017-04-19,33.72,37.31
2017-04-20,33.93,37.45
2017-04-21,34.34,37.52
2017-04-24,35.03,37.72
2017-04-25,36.9,37.9
2017-04-26,37.45,38.27
2017-04-27,37.25,38.24
2017-04-28,37.02,37.81
2017-05-01,36.72,37.63
2017-05-02,36.74,37.58
2017-05-03,36.64,37.47
2017-05-04,36.79,37.55
2017-05-05,36.92,37.8
2017-05-08,36.93,37.71
2017-05-09,36.95,38.07
2017-05-10,36.76,38.1
2017-05-11,36.65,37.96
2017-05-12,36.46,37.62
2017-05-15,37.01,38.02
2017-05-16,37.26,37.96
2017-05-17,36.85,37.32
2017-05-18,37.02,37.34
2017-05-19,37.0,37.74
2017-05-22,37.19,37.89
2017-05-23,36.83,37.63
2017-05-24,37.09,37.76
2017-05-25,37.13,37.65
2017-05-26,37.0,37.51
2017-05-30,36.99,37.44
2017-05-31,37.25,37.49
2017-06-01,37.42,37.9
2017-06-02,37.64,38.26
2017-06-05,37.27,38.01
2017-06-06,37.15,37.74
2017-06-07,37.0,37.8
2017-06-08,37.04,37.87
2017-06-09,37.22,38.04
2017-06-12,37.42,38.28
2017-06-13,38.14,38.7
2017-06-14,38.42,38.96
2017-06-15,38.59,38.7
2017-06-16,38.58,38.5
2017-06-19,39.14,38.9
2017-06-20,38.97,38.74
2017-06-21,38.76,38.62
2017-06-22,38.82,38.51
2017-06-23,38.91,38.26
2017-06-26,38.91,38.51
2017-06-27,38.25,38.19
2017-06-28,38.76,38.61
2017-06-29,38.0,38.09
2017-06-30,38.21,38.53
2017-07-03,37.96,38.53
2017-07-05,38.15,38.58
2017-07-06,37.68,38.06
2017-07-07,38.43,38.63
2017-07-10,38.74,38.74
2017-07-11,38.8,38.46
2017-07-12,38.66,38.63
2017-07-13,38.84,38.81
2017-07-14,38.92,38.84
2017-07-17,38.74,38.85
2017-07-18,38.57,38.6
2017-07-19,39.02,38.93
2017-07-20,38.3,38.46
2017-07-21,38.3,38.68
2017-07-24,37.72,38.47
2017-07-25,37.74,38.65
2017-07-26,37.64,38.64
2017-07-27,38.29,38.7
2017-07-28,38.57,38.41
2017-07-31,38.13,38.35
2017-08-01,38.33,38.69
2017-08-02,38.28,38.67
2017-08-03,37.99,38.55
2017-08-04,38.33,38.85
2017-08-07,38.21,38.98
2017-08-08,37.63,38.92
2017-08-09,37.2,38.75
2017-08-10,36.45,37.94
2017-08-11,36.69,38.13
2017-08-14,37.3,38.57
2017-08-15,37.42,38.22
2017-08-16,37.48,38.39
2017-08-17,36.47,37.77
2017-08-18,36.4,37.44
2017-08-21,36.53,37.52
2017-08-22,36.99,37.66
2017-08-23,36.72,37.33
2017-08-24,36.48,37.23
2017-08-25,36.31,37.51
2017-08-28,36.3,37.51
2017-08-29,36.31,37.46
2017-08-30,36.37,37.74
2017-08-31,36.77,38.18
2017-09-01,37.06,38.36
2017-09-05,36.65,38.24
2017-09-06,36.8,38.4
2017-09-07,37.0,38.31
2017-09-08,37.57,38.85
2017-09-11,37.64,38.88
2017-09-12,38.11,39.47
2017-09-13,37.51,39.03
2017-09-14,37.38,38.89
2017-09-15,37.31,38.77
2017-09-18,37.25,38.68
2017-09-19,37.39,38.7
2017-09-20,37.52,38.37
2017-09-21,37.72,38.38
2017-09-22,38.09,38.47
2017-09-25,38.21,38.65
2017-09-26,38.4,38.99
2017-09-27,38.57,39.3
2017-09-28,38.78,39.59
2017-09-29,39.01,39.82
2017-10-02,39.59,40.04
2017-10-03,39.21,40.33
2017-10-04,39.25,40.56
2017-10-05,38.98,40.44
2017-10-06,39.23,40.49
2017-10-09,38.94,40.43
2017-10-10,38.75,40.36
2017-10-11,38.96,40.39
2017-10-12,39.04,40.31
2017-10-13,38.92,40.3
2017-10-16,38.96,40.29
2017-10-17,38.9,40.28
2017-10-18,38.66,40.28
2017-10-19,39.06,40.72
2017-10-20,40.09,41.19
2017-10-23,40.11,41.23
2017-10-24,40.83,41.44
2017-10-25,39.67,40.84
2017-10-26,40.11,41.17
2017-10-27,40.16,41.18
2017-10-30,39.49,41.1
2017-10-31,39.82,41.36
2017-11-01,39.37,41.45
2017-11-02,38.89,40.42
2017-11-03,39.02,40.41
2017-11-06,39.22,40.7
2017-11-07,39.08,40.51
2017-11-08,39.13,40.96
2017-11-09,38.62,40.83
2017-11-10,38.61,40.85
2017-11-13,38.89,41.0
2017-11-14,39.04,41.3
2017-11-15,38.81,41.03
2017-11-16,39.14,41.47
2017-11-17,39.36,41.56
2017-11-20,39.84,41.79
2017-11-21,40.01,42.17
2017-11-22,39.94,42.19
2017-11-24,39.58,42.23
2017-11-27,40.06,42.19
2017-11-28,40.93,42.99
2017-11-29,42.03,43.57
2017-11-30,42.91,43.83
2017-12-01,42.5,43.64
2017-12-04,43.3,44.14
2017-12-05,42.98,43.42
2017-12-06,42.15,42.96
2017-12-07,42.31,43.29
2017-12-08,42.72,43.61
2017-12-11,42.42,43.33
2017-12-12,42.19,43.21
2017-12-13,42.02,43.36
2017-12-14,41.85,43.04
2017-12-15,42.31,43.28
2017-12-18,43.0,43.97
2017-12-19,43.0,43.83
2017-12-20,43.67,44.19
2017-12-21,44.24,44.24
2017-12-22,43.83,44.15
2017-12-26,44.02,44.37
2017-12-27,43.88,44.38
2017-12-28,44.12,44.55
2017-12-29,43.94,44.26
2018-01-02,43.81,44.45
2018-01-03,44.0,45.13
2018-01-04,44.05,45.02
2018-01-05,44.46,45.42
2018-01-08,44.67,45.59
2018-01-09,45.43,45.55
2018-01-10,44.71,45.02
2018-01-11,45.73,45.85
2018-01-12,45.76,46.21
2018-01-16,45.24,45.67
2018-01-17,45.83,46.3
2018-01-18,46.27,46.07
2018-01-19,45.9,46.58
2018-01-22,45.87,46.75
2018-01-23,45.46,46.74
2018-01-24,45.91,46.73
2018-01-25,45.43,46.25
2018-01-26,45.33,46.31
2018-01-29,44.64,45.42
2018-01-30,44.52,45.04
2018-01-31,44.66,44.75
2018-02-01,44.07,44.45
2018-02-02,42.9,43.17
2018-02-05,41.28,41.47
2018-02-06,42.34,42.59
2018-02-07,42.69,42.65
2018-02-08,40.7,41.0
2018-02-09,42.13,41.22
2018-02-12,43.12,41.87
2018-02-13,42.76,41.81
2018-02-14,42.94,42.51
2018-02-15,42.83,42.75
2018-02-16,43.21,42.94
2018-02-20,42.52,42.41
2018-02-21,42.4,42.26
2018-02-22,42.58,42.11
2018-02-23,43.02,42.48
2018-02-26,42.87,42.44
2018-02-27,41.89,41.49
2018-02-28,41.12,40.54
2018-03-01,40.85,40.15
2018-03-02,40.51,40.26
2018-03-05,41.16,40.7
2018-03-06,41.14,41.36
2018-03-07,41.27,41.2
2018-03-08,41.45,41.2
2018-03-09,42.48,42.04
2018-03-12,42.47,42.09
2018-03-13,42.29,42.17
2018-03-14,41.57,41.68
2018-03-15,41.61,41.32
2018-03-16,41.57,41.54
2018-03-19,41.09,41.17
2018-03-20,41.02,40.99
2018-03-21,41.55,41.43
2018-03-22,41.03,40.59
2018-03-23,40.25,39.89
2018-03-26,40.81,40.93
2018-03-27,40.47,40.31
2018-03-28,39.83,40.23
2018-03-29,40.44,40.79
2018-04-02,39.0,39.5
2018-04-03,39.62,40.04
2018-04-04,40.71,41.36
2018-04-05,40.93,41.76
2018-04-06,40.19,40.81
2018-04-09,40.22,40.48
2018-04-10,40.8,40.87
2018-04-11,40.6,40.6
2018-04-12,40.82,40.06
2018-04-13,40.65,39.99
2018-04-16,40.92,40.36
2018-04-17,41.4,40.71
2018-04-18,41.31,40.95
2018-04-19,39.75,39.93
2018-04-20,39.24,39.48
2018-04-23,39.45,39.6
2018-04-24,36.16,39.1
2018-04-25,37.17,39.33
2018-04-26,37.33,39.67
2018-04-27,38.02,39.76
2018-04-30,37.87,38.96
2018-05-01,38.5,39.47
2018-05-02,37.73,39.02
2018-05-03,38.01,39.12
2018-05-04,38.32,39.57
2018-05-07,38.3,39.59
2018-05-08,38.18,39.68
2018-05-09,37.63,39.25
2018-05-10,37.86,39.53
2018-05-11,38.07,39.73
2018-05-14,37.64,39.62
2018-05-15,37.35,38.79
2018-05-16,37.91,38.98
2018-05-17,37.5,39.32
2018-05-18,37.85,39.67
2018-05-21,37.73,39.83
2018-05-22,37.0,39.04
2018-05-23,37.54,39.52
2018-05-24,37.52,39.5
2018-05-25,37.9,39.87
2018-05-29,37.55,39.88
2018-05-30,38.16,39.92
2018-05-31,37.27,39.28
2018-06-01,37.63,39.38
2018-06-04,38.39,39.85
2018-06-05,38.63,40.11
2018-06-06,38.38,40.36
2018-06-07,38.51,40.56
2018-06-08,38.86,41.33
2018-06-11,38.71,41.39
2018-06-12,38.87,41.88
2018-06-13,37.97,40.86
2018-06-14,38.42,41.0
2018-06-15,38.24,40.88
2018-06-18,37.78,40.51
2018-06-19,37.76,40.42
2018-06-20,38.44,40.5
2018-06-21,37.75,40.09
2018-06-22,38.04,39.85
2018-06-25,37.84,39.36
2018-06-26,38.08,39.67
2018-06-27,37.39,39.23
2018-06-28,37.14,39.23
2018-06-29,37.42,39.55
2018-07-02,37.29,39.52
2018-07-03,37.2,39.64
2018-07-05,38.02,40.13
2018-07-06,38.42,40.24
2018-07-09,38.73,40.78
2018-07-10,38.58,40.71
2018-07-11,37.71,40.36
2018-07-12,37.7,40.49
2018-07-13,38.01,40.72
2018-07-16,37.69,40.55
2018-07-17,38.3,41.14
2018-07-18,38.46,41.08
2018-07-19,38.98,41.46
2018-07-20,38.99,41.0
2018-07-23,38.59,40.55
2018-07-24,38.51,39.85
2018-07-25,37.88,39.11
2018-07-26,38.66,39.37
2018-07-27,39.39,39.17
2018-07-30,39.47,39.14
2018-07-31,40.33,39.62
2018-08-01,39.97,39.38
2018-08-02,39.39,39.37
2018-08-03,39.5,39.49
2018-08-06,39.8,39.59
2018-08-07,39.71,39.97
2018-08-08,39.22,39.73
2018-08-09,39.12,39.84
2018-08-10,38.6,39.33
2018-08-13,37.72,38.63
2018-08-14,38.25,39.05
2018-08-15,38.34,39.05
2018-08-16,38.54,39.24
2018-08-17,38.75,39.47
2018-08-20,38.66,39.6
2018-08-21,39.25,40.62
2018-08-22,38.89,40.49
2018-08-23,38.75,40.47
2018-08-24,38.92,40.39
2018-08-27,39.1,40.63
2018-08-28,38.89,40.45
2018-08-29,38.75,40.33
2018-08-30,38.17,39.99
2018-08-31,37.97,40.02
2018-09-04,37.76,40.15
2018-09-05,38.12,40.48
2018-09-06,37.92,40.36
2018-09-07,37.73,40.0
2018-09-10,37.83,40.31
2018-09-11,38.07,40.45
2018-09-12,38.63,40.63
2018-09-13,38.23,40.23
2018-09-14,38.19,40.37
2018-09-17,38.32,40.09
2018-09-18,38.5,40.24
2018-09-19,38.73,40.22
2018-09-20,38.61,40.1
2018-09-21,38.54,39.91
2018-09-24,37.75,39.39
2018-09-25,37.57,39.31
2018-09-26,37.32,38.96
2018-09-27,37.25,38.67
2018-09-28,36.6,38.44
2018-10-01,36.29,38.3
2018-10-02,36.5,38.08
2018-10-03,36.48,37.94
2018-10-04,36.13,37.46
2018-10-05,35.82,37.18
2018-10-08,35.39,37.27
2018-10-09,33.9,36.2
2018-10-10,33.38,35.54
2018-10-11,32.6,34.98
2018-10-12,32.29,34.86
2018-10-15,32.05,34.85
2018-10-16,32.36,35.63
2018-10-17,31.96,34.95
2018-10-18,31.0,34.2
2018-10-19,30.92,33.63
2018-10-22,30.29,33.27
2018-10-23,30.94,33.81
2018-10-24,29.81,32.64
2018-10-25,30.16,33.59
2018-10-26,27.66,32.59
2018-10-29,27.45,32.18
2018-10-30,29.5,33.8
2018-10-31,30.0,33.99
2018-11-01,31.39,35.11
2018-11-02,31.32,34.96
2018-11-05,31.42,35.33
2018-11-06,31.42,35.23
2018-11-07,31.49,35.45
2018-11-08,31.03,35.05
2018-11-09,31.03,34.65
2018-11-12,30.58,34.21
2018-11-13,30.95,34.63
2018-11-14,31.12,34.27
2018-11-15,31.38,33.97
2018-11-16,31.29,34.21
2018-11-19,30.78,34.09
2018-11-20,30.65,33.96
2018-11-21,30.8,34.42
2018-11-23,30.85,34.53
2018-11-26,31.32,34.88
2018-11-27,31.04,34.83
2018-11-28,31.95,35.69
2018-11-29,31.28,35.42
2018-11-30,31.69,35.51
2018-12-03,32.53,36.07
2018-12-04,30.68,34.39
2018-12-06,30.49,34.69
2018-12-07,30.13,34.26
2018-12-10,29.94,33.68
2018-12-11,29.33,33.43
2018-12-12,29.62,33.85
2018-12-13,29.53,33.52
2018-12-14,29.54,33.14
2018-12-17,28.89,32.72
2018-12-18,28.89,33.17
2018-12-19,29.23,32.76
2018-12-20,28.98,32.41
2018-12-21,28.5,31.44
2018-12-24,27.54,30.74
2018-12-26,28.57,32.2
2018-12-27,29.15,32.41
2018-12-28,28.9,32.37
2018-12-31,29.24,32.52
2019-01-02,29.55,32.81
2019-01-03,29.07,32.41
2019-01-04,30.74,33.66
2019-01-07,31.6,34.42
2019-01-08,31.89,34.69
2019-01-09,32.74,35.42
2019-01-10,32.81,35.34
2019-01-11,32.56,35.39
2019-01-14,32.44,35.14
2019-01-15,31.45,35.07
2019-01-16,30.77,34.72
2019-01-17,31.61,34.96
2019-01-18,32.22,35.28
2019-01-22,30.99,34.67
2019-01-23,30.94,34.53
2019-01-24,31.47,35.03
2019-01-25,31.62,35.22
2019-01-28,32.11,35.35
2019-01-29,32.23,35.74
2019-01-30,32.18,36.03
2019-01-31,32.41,36.68
2019-02-01,33.04,36.59
2019-02-04,33.38,36.82
2019-02-05,33.19,37.02
2019-02-06,33.25,36.64
2019-02-07,35.52,36.96
2019-02-08,35.9,37.01
2019-02-11,36.23,37.2
2019-02-12,36.78,38.51
2019-02-13,37.18,38.36
2019-02-14,37.25,38.29
2019-02-15,37.46,38.68
2019-02-19,37.91,38.87
2019-02-20,37.57,38.72
2019-02-21,37.72,38.88
2019-02-22,37.81,39.21
2019-02-25,37.89,39.05
2019-02-26,37.76,38.84
2019-02-27,37.89,38.85
2019-02-28,37.56,38.37
2019-03-01,40.0,38.62
2019-03-04,39.96,38.89
2019-03-05,39.56,38.38
2019-03-06,39.35,38.08
2019-03-07,38.97,38.08
2019-03-08,39.24,38.08
2019-03-11,39.34,38.48
2019-03-12,39.26,38.53
2019-03-13,38.96,38.36
2019-03-14,38.91,38.15
2019-03-15,38.98,37.97
2019-03-18,39.15,38.21
2019-03-19,38.96,37.8
2019-03-20,38.56,37.57
2019-03-21,39.11,38.32
2019-03-22,38.25,37.68
2019-03-25,38.72,38.17
2019-03-26,38.81,38.2
2019-03-27,38.58,38.57
2019-03-28,39.12,38.56
2019-03-29,39.31,38.55
2019-04-01,39.31,38.93
2019-04-02,39.58,38.91
2019-04-03,39.59,39.2
2019-04-04,40.12,39.75
2019-04-05,40.75,40.33
2019-04-08,40.85,40.39
2019-04-09,40.25,39.81
2019-04-10,40.41,40.2
2019-04-11,40.31,40.47
2019-04-12,40.46,40.59
2019-04-15,40.53,40.63
2019-04-16,40.47,40.83
2019-04-17,39.99,40.88
2019-04-18,40.04,41.08
2019-04-22,39.7,40.77
2019-04-23,39.99,41.23
2019-04-24,39.99,40.87
2019-04-25,37.5,40.26
2019-04-26,38.48,40.48
2019-04-29,39.33,40.73
2019-04-30,39.06,40.66
2019-05-01,39.31,40.6
2019-05-02,39.74,41.02
2019-05-03,40.44,41.54
2019-05-06,40.09,41.22
2019-05-07,38.89,40.52
2019-05-08,38.28,40.23
2019-05-09,37.83,40.28
2019-05-10,37.94,40.42
2019-05-13,36.99,39.52
2019-05-14,37.35,40.09
2019-05-15,37.86,40.2
2019-05-16,38.16,40.5
2019-05-17,37.55,40.04
2019-05-20,37.67,39.65
2019-05-21,38.07,40.38
2019-05-22,37.93,39.8
2019-05-23,36.9,39.26
2019-05-24,37.28,39.77
2019-05-28,36.47,39.18
2019-05-29,35.92,38.67
2019-05-30,35.84,38.94
2019-05-31,34.92,38.36
2019-06-03,35.6,38.91
2019-06-04,37.19,40.08
2019-06-05,37.22,40.32
2019-06-06,37.43,40.43
2019-06-07,37.96,40.68
2019-06-10,37.88,40.86
2019-06-11,37.94,40.69
2019-06-12,38.17,40.65
2019-06-13,39.04,41.34
2019-06-14,38.29,41.47
2019-06-17,37.94,41.17
2019-06-18,37.85,41.36
2019-06-19,37.56,41.13
2019-06-20,38.66,41.6
2019-06-21,38.1,41.1
2019-06-24,38.85,40.97
2019-06-25,38.4,40.48
2019-06-26,38.89,40.58
2019-06-27,39.0,41.2
2019-06-28,39.24,41.68
2019-07-01,39.57,42.02
2019-07-02,39.69,42.02
2019-07-03,39.79,42.34
2019-07-05,39.84,42.07
2019-07-08,39.54,41.92
2019-07-09,39.29,41.63
2019-07-10,38.4,41.8
2019-07-11,38.12,41.75
2019-07-12,38.75,42.52
2019-07-15,38.94,42.47
2019-07-16,39.4,42.82
2019-07-17,38.63,42.42
2019-07-18,38.21,42.37
2019-07-19,37.85,41.97
2019-07-22,37.57,41.7
2019-07-23,38.6,41.48
2019-07-24,39.2,41.68
2019-07-25,42.38,41.98
2019-07-26,41.5,41.66
2019-07-29,40.78,41.22
2019-07-30,41.56,41.99
2019-07-31,40.77,41.65
2019-08-01,39.16,41.11
2019-08-02,39.97,40.9
2019-08-05,38.7,40.14
2019-08-06,39.51,40.7
2019-08-07,39.15,41.04
2019-08-08,39.83,41.63
2019-08-09,39.16,41.1
2019-08-12,38.85,40.56
2019-08-13,39.17,41.16
2019-08-14,37.92,40.05
2019-08-15,38.0,40.05
2019-08-16,38.46,40.61
2019-08-19,38.82,41.25
2019-08-20,39.64,41.44
2019-08-21,40.92,42.05
2019-08-22,40.56,42.13
2019-08-23,38.66,40.94
2019-08-26,39.41,41.18
2019-08-27,39.34,40.93
2019-08-28,40.02,41.38
2019-08-29,41.08,41.86
2019-08-30,40.73,42.05
2019-09-03,39.84,41.28
2019-09-04,40.66,41.84
2019-09-05,41.26,42.3
2019-09-06,41.75,42.41
2019-09-09,42.06,42.79
2019-09-10,42.37,43.06
2019-09-11,43.1,43.66
2019-09-12,43.19,43.67
2019-09-13,43.2,43.62
2019-09-16,42.72,43.3
2019-09-17,41.29,43.39
2019-09-18,41.48,43.41
2019-09-19,41.05,43.34
2019-09-20,40.63,43.07
2019-09-23,40.51,43.12
2019-09-24,40.24,43.05
2019-09-25,40.69,43.48
2019-09-26,41.46,43.65
2019-09-27,41.68,43.54
2019-09-30,41.68,44.08
2019-10-01,42.02,43.47
2019-10-02,40.91,42.76
2019-10-03,41.48,42.9
2019-10-04,42.51,43.59
2019-10-07,42.31,43.45
2019-10-08,41.46,43.01
2019-10-09,41.99,43.16
2019-10-10,41.85,43.35
2019-10-11,42.82,43.95
2019-10-14,42.51,43.96
2019-10-15,43.12,44.48
2019-10-16,43.68,44.84
2019-10-17,43.64,45.26
2019-10-18,43.85,45.42
2019-10-21,44.12,45.4
2019-10-22,44.27,45.57
2019-10-23,44.01,45.39
2019-10-24,44.17,45.75
2019-10-25,44.62,46.0
2019-10-28,44.56,45.68
2019-10-29,44.65,45.43
2019-10-30,46.22,45.56
2019-10-31,46.25,45.53
2019-11-01,46.66,46.07
2019-11-04,46.17,45.71
2019-11-05,46.56,45.45
2019-11-06,46.11,45.68
2019-11-07,46.23,45.17
2019-11-08,46.3,45.22
2019-11-11,46.15,45.59
2019-11-12,46.64,45.74
2019-11-13,46.67,45.78
2019-11-14,46.08,45.97
2019-11-15,45.63,45.68
2019-11-18,45.71,45.88
2019-11-19,45.61,45.38
2019-11-20,45.76,45.39
2019-11-21,46.12,45.09
2019-11-22,46.06,45.24
2019-11-25,46.42,45.73
2019-11-26,47.12,46.42
2019-11-27,47.13,46.3
2019-11-29,46.55,45.92
2019-12-02,45.86,45.3
2019-12-03,45.1,44.95
2019-12-04,45.57,45.34
2019-12-05,46.01,45.79
2019-12-06,46.36,45.99
2019-12-09,45.98,45.87
2019-12-10,45.84,45.6
2019-12-11,46.42,46.0
2019-12-12,47.42,45.92
2019-12-13,47.01,45.79
2019-12-16,47.1,45.89
2019-12-17,47.45,45.79
2019-12-18,47.54,45.58
2019-12-19,47.17,45.4
2019-12-20,47.87,45.76
2019-12-23,47.82,45.41
2019-12-24,47.99,45.69
2019-12-26,48.17,45.64
2019-12-27,48.13,45.55
2019-12-30,48.09,45.44
2019-12-31,47.99,45.51
2020-01-02,48.27,45.65
2020-01-03,47.9,45.41
2020-01-06,47.53,45.75
2020-01-07,47.08,45.54
2020-01-08,47.46,45.98
2020-01-09,47.42,46.08
2020-01-10,47.28,46.14
2020-01-13,47.76,46.52
2020-01-14,47.56,46.69
2020-01-15,48.01,47.25
2020-01-16,48.9,47.61
2020-01-17,49.09,47.6
2020-01-21,49.32,47.98
2020-01-22,49.29,48.17
2020-01-23,49.41,48.74
2020-01-24,48.55,48.1
2020-01-27,47.96,47.71
2020-01-28,48.73,48.64
2020-01-29,48.0,48.2
2020-01-30,48.69,48.14
2020-01-31,47.52,46.98
2020-02-03,48.2,47.28
2020-02-04,49.09,47.5
2020-02-05,49.9,48.43
2020-02-06,49.53,48.23
2020-02-07,48.81,47.92
2020-02-10,49.65,48.36
2020-02-11,47.53,48.81
2020-02-12,47.06,49.04
2020-02-13,46.49,48.99
2020-02-14,45.61,49.21
2020-02-18,45.55,48.88
2020-02-19,45.03,48.92
2020-02-20,45.4,49.23
2020-02-21,45.18,48.97
2020-02-24,45.1,47.76
2020-02-25,44.3,46.07
2020-02-26,44.33,44.94
2020-02-27,43.1,43.81
2020-02-28,41.32,42.66
2020-03-02,43.35,44.19
2020-03-03,43.17,43.8
2020-03-04,45.19,45.97
2020-03-05,43.94,44.33
2020-03-06,42.1,43.17
2020-03-09,39.04,39.55
2020-03-10,40.82,41.06
2020-03-11,39.53,37.97
2020-03-12,37.38,33.66
2020-03-13,39.79,35.19
2020-03-16,35.14,28.72
2020-03-17,36.39,28.63
2020-03-18,33.61,25.7
2020-03-19,32.58,26.99
2020-03-20,29.47,25.6
2020-03-23,27.53,24.72
2020-03-24,31.62,28.54
2020-03-25,34.12,30.57
2020-03-26,35.7,31.92
2020-03-27,34.65,30.61
2020-03-30,35.27,30.81
2020-03-31,34.57,29.79
2020-04-01,33.2,27.34
2020-04-02,33.01,27.24
2020-04-03,32.41,26.48
2020-04-06,35.38,29.82
2020-04-07,37.41,30.58
2020-04-08,39.54,32.56
2020-04-09,40.37,33.8
2020-04-13,39.41,32.28
2020-04-14,39.71,33.18
2020-04-15,38.23,31.33
2020-04-16,39.09,31.24
2020-04-17,39.99,32.74
2020-04-20,39.05,31.69
2020-04-21,38.46,30.99
2020-04-22,39.25,31.33
2020-04-23,39.68,31.68
2020-04-24,40.05,32.66
2020-04-27,41.53,34.4
2020-04-28,41.72,35.73
2020-04-29,41.5,37.56
2020-04-30,41.04,36.05
2020-05-01,40.04,35.37
2020-05-04,39.84,35.54
2020-05-05,40.82,36.24
2020-05-06,41.29,36.1
2020-05-07,41.55,36.51
2020-05-08,42.14,37.94
2020-05-11,41.54,37.35
2020-05-12,40.15,36.06
2020-05-13,39.86,34.82
2020-05-14,41.39,35.58
2020-05-15,42.72,36.13
2020-05-18,44.43,39.0
2020-05-19,45.16,38.5
2020-05-20,45.92,38.87
2020-05-21,44.94,39.5
2020-05-22,44.82,39.97
2020-05-26,46.79,41.53
2020-05-27,47.07,43.31
2020-05-28,46.83,41.9
2020-05-29,46.65,42.15
2020-06-01,46.7,42.24
2020-06-02,47.5,42.88
2020-06-03,48.56,44.25
2020-06-04,47.8,43.98
2020-06-05,48.63,45.6
2020-06-08,48.31,45.69
2020-06-09,47.84,45.15
2020-06-10,47.76,44.61
2020-06-11,45.53,41.23
2020-06-12,45.79,41.96
2020-06-15,47.03,43.32
2020-06-16,48.33,44.52
2020-06-17,48.38,44.45
2020-06-18,48.26,43.82
2020-06-19,48.49,43.24
2020-06-22,49.21,43.58
2020-06-23,49.1,44.08
2020-06-24,47.73,42.51
2020-06-25,48.7,42.46
2020-06-26,48.3,41.78
2020-06-29,48.88,43.24
2020-06-30,50.21,43.9
2020-07-01,49.65,43.25
2020-07-02,50.14,43.44
2020-07-06,50.34,44.52
2020-07-07,50.02,44.12
2020-07-08,50.19,45.05
2020-07-09,49.69,43.9
2020-07-10,49.8,44.43
2020-07-13,49.95,43.81
2020-07-14,51.03,45.23
2020-07-15,51.53,46.45
2020-07-16,52.34,46.97
2020-07-17,53.31,47.06
2020-07-20,53.42,47.08
2020-07-21,53.9,47.19
2020-07-22,55.15,48.6
2020-07-23,54.3,48.55
2020-07-24,54.1,48.49
2020-07-27,55.89,49.92
2020-07-28,54.48,48.73
2020-07-29,56.34,50.06
2020-07-30,57.03,49.85
2020-07-31,57.16,49.61
2020-08-03,57.72,50.27
2020-08-04,57.26,50.1
2020-08-05,57.09,50.66
2020-08-06,57.43,50.68
2020-08-07,58.17,51.01
2020-08-10,58.33,51.75
2020-08-11,57.17,51.59
2020-08-12,58.21,52.33
2020-08-13,58.22,52.41
2020-08-14,57.96,52.41
2020-08-17,59.19,53.38
2020-08-18,58.9,53.22
2020-08-19,58.5,53.12
2020-08-20,58.0,52.9
2020-08-21,58.7,53.71
2020-08-24,59.07,54.31
2020-08-25,59.34,54.04
2020-08-26,59.1,54.06
2020-08-27,58.4,53.4
2020-08-28,58.54,53.43
2020-08-31,58.3,52.75
2020-09-01,59.36,53.9
2020-09-02,59.83,54.29
2020-09-03,57.16,52.03
2020-09-04,56.42,51.31
2020-09-08,56.0,51.04
2020-09-09,57.95,52.29
2020-09-10,57.69,51.87
2020-09-11,58.54,52.49
2020-09-14,59.4,53.44
2020-09-15,59.15,53.35
2020-09-16,59.07,54.2
2020-09-17,57.55,53.81
2020-09-18,57.69,53.16
2020-09-21,55.89,52.08
2020-09-22,56.58,53.09
