date,MAS,XHB
2020-09-23,54.28,51.5
2020-09-24,54.49,51.83
2020-09-25,54.99,51.97
2020-09-28,56.72,53.63
2020-09-29,56.12,53.22
2020-09-30,55.13,53.88
2020-10-01,55.14,54.69
2020-10-02,55.29,55.1
2020-10-05,56.07,55.85
2020-10-06,54.35,54.8
2020-10-07,55.89,55.51
2020-10-08,57.34,56.63
2020-10-09,57.47,56.94
2020-10-12,57.68,57.31
2020-10-13,56.71,57.23
2020-10-14,56.88,57.16
2020-10-15,57.45,57.57
2020-10-16,57.46,57.32
2020-10-19,55.87,56.19
2020-10-20,56.18,56.54
2020-10-21,56.11,55.48
2020-10-22,55.44,54.99
2020-10-23,54.76,55.82
2020-10-26,53.95,54.01
2020-10-27,53.57,53.39
2020-10-28,53.77,52.63
2020-10-29,53.97,52.67
2020-10-30,53.6,51.98
2020-11-02,54.74,53.8
2020-11-03,55.96,54.9
2020-11-04,57.32,56.37
2020-11-05,57.67,57.21
2020-11-06,58.07,56.71
2020-11-09,53.74,53.51
2020-11-10,53.57,54.74
2020-11-11,54.65,55.56
2020-11-12,54.08,54.72
2020-11-13,55.15,56.05
2020-11-16,55.29,56.93
2020-11-17,55.72,57.05
2020-11-18,55.03,56.8
2020-11-19,55.24,57.22
2020-11-20,54.6,57.15
2020-11-23,55.2,58.42
2020-11-24,54.63,58.22
2020-11-25,54.16,58.03
2020-11-27,54.24,57.92
2020-11-30,53.67,57.23
2020-12-01,53.83,56.91
2020-12-02,51.82,55.8
2020-12-03,52.06,56.9
2020-12-04,51.59,56.73
2020-12-07,52.63,57.12
2020-12-08,52.13,56.61
2020-12-09,54.05,56.91
2020-12-10,54.46,56.78
2020-12-11,54.35,56.54
2020-12-14,55.06,56.51
2020-12-15,54.75,57.74
2020-12-16,54.51,57.66
2020-12-17,55.28,59.09
2020-12-18,55.59,59.41
2020-12-21,55.77,59.04
2020-12-22,56.63,59.16
2020-12-23,56.23,58.75
2020-12-24,56.79,59.37
2020-12-28,55.39,58.41
2020-12-29,54.65,57.93
2020-12-30,54.77,58.15
2020-12-31,54.93,57.64
2021-01-04,53.68,56.77
2021-01-05,52.89,57.0
2021-01-06,55.2,58.27
2021-01-07,55.04,59.65
2021-01-08,54.16,58.65
2021-01-11,55.85,59.45
2021-01-12,56.52,60.42
2021-01-13,56.06,60.31
2021-01-14,56.61,60.6
2021-01-15,56.09,60.49
2021-01-19,56.4,61.11
2021-01-20,58.43,62.73
2021-01-21,58.02,63.17
2021-01-22,57.52,63.56
2021-01-25,57.62,63.47
2021-01-26,55.28,62.6
2021-01-27,54.36,61.43
2021-01-28,55.02,61.41
2021-01-29,54.31,60.3
2021-02-01,55.08,61.24
2021-02-02,55.37,61.84
2021-02-03,55.48,61.69
2021-02-04,55.92,62.47
2021-02-05,56.42,63.61
2021-02-08,57.33,65.09
2021-02-09,56.29,64.52
2021-02-10,55.28,64.53
2021-02-11,55.01,65.25
2021-02-12,54.95,65.06
2021-02-16,53.48,63.51
2021-02-17,54.22,63.55
2021-02-18,53.95,63.18
2021-02-19,54.6,64.4
2021-02-22,54.36,63.44
2021-02-23,53.73,63.37
2021-02-24,53.81,63.79
2021-02-25,52.93,61.21
2021-02-26,53.22,62.04
2021-03-01,54.48,63.35
2021-03-02,53.99,63.43
2021-03-03,53.22,62.24
2021-03-04,52.84,60.87
2021-03-05,54.29,63.18
2021-03-08,54.85,64.41
2021-03-09,55.36,64.33
2021-03-10,56.83,65.88
2021-03-11,57.05,66.15
2021-03-12,56.84,66.09
2021-03-15,57.48,67.41
2021-03-16,56.94,66.81
2021-03-17,57.02,68.05
2021-03-18,57.1,67.19
2021-03-19,57.32,68.08
2021-03-22,57.79,68.32
2021-03-23,56.88,66.62
2021-03-24,57.3,66.4
2021-03-25,58.03,68.35
2021-03-26,60.05,70.84
2021-03-29,60.13,69.55
2021-03-30,60.01,70.69
2021-03-31,59.9,70.37
2021-04-01,60.99,71.59
2021-04-05,61.8,72.4
2021-04-06,62.43,73.03
2021-04-07,61.1,72.04
2021-04-08,61.52,72.08
2021-04-09,62.98,73.75
2021-04-12,63.19,73.93
2021-04-13,62.79,73.39
2021-04-14,62.48,73.18
2021-04-15,63.21,73.52
2021-04-16,64.59,75.11
2021-04-19,64.55,74.64
2021-04-20,63.5,72.98
2021-04-21,64.05,73.93
2021-04-22,64.07,73.7
2021-04-23,64.75,75.12
2021-04-26,63.4,75.49
2021-04-27,63.57,76.2
2021-04-28,63.99,75.82
2021-04-29,64.94,76.67
2021-04-30,63.88,75.35
2021-05-03,65.14,77.04
2021-05-04,65.54,77.26
2021-05-05,65.52,77.42
2021-05-06,66.05,78.11
2021-05-07,66.86,79.38
2021-05-10,67.11,79.38
2021-05-11,64.69,76.63
2021-05-12,62.12,72.74
2021-05-13,63.77,74.9
2021-05-14,64.15,75.98
2021-05-17,63.81,75.15
2021-05-18,61.65,73.42
2021-05-19,61.44,72.63
2021-05-20,61.23,73.07
2021-05-21,60.67,72.59
2021-05-24,60.65,73.0
2021-05-25,61.05,73.74
2021-05-26,61.15,74.67
2021-05-27,60.47,75.11
2021-05-28,60.31,74.97
2021-06-01,60.62,75.01
2021-06-02,59.39,73.95
2021-06-03,59.09,72.95
2021-06-04,59.78,73.56
2021-06-07,59.24,73.46
2021-06-08,59.18,73.9
2021-06-09,58.41,72.82
2021-06-10,58.45,71.97
2021-06-11,58.75,72.56
2021-06-14,58.85,71.58
2021-06-15,59.45,71.83
2021-06-16,58.91,70.96
2021-06-17,59.12,70.56
2021-06-18,57.86,70.13
2021-06-21,58.58,71.53
2021-06-22,58.45,71.81
2021-06-23,57.75,71.46
2021-06-24,57.6,71.74
2021-06-25,57.98,72.2
2021-06-28,58.11,72.7
2021-06-29,58.14,73.22
2021-06-30,58.91,73.24
2021-07-01,58.82,74.29
2021-07-02,58.73,73.96
2021-07-06,57.95,72.94
2021-07-07,58.46,74.18
2021-07-08,57.51,72.11
2021-07-09,58.45,73.21
2021-07-12,58.66,73.42
2021-07-13,58.36,71.82
2021-07-14,58.45,71.58
2021-07-15,58.58,71.5
2021-07-16,59.14,70.93
2021-07-19,59.08,70.21
2021-07-20,59.13,72.19
2021-07-21,59.5,73.36
2021-07-22,58.95,72.75
2021-07-23,59.78,74.35
2021-07-26,59.32,73.65
2021-07-27,59.71,73.57
2021-07-28,59.65,73.36
2021-07-29,58.66,75.52
2021-07-30,59.71,75.39
2021-08-02,59.34,75.29
2021-08-03,60.33,76.53
2021-08-04,59.95,75.7
2021-08-05,60.49,76.2
2021-08-06,60.43,75.76
2021-08-09,59.18,75.41
2021-08-10,59.99,76.35
2021-08-11,61.95,78.14
2021-08-12,62.2,77.7
2021-08-13,62.6,77.51
2021-08-16,62.93,77.93
2021-08-17,61.32,75.42
2021-08-18,59.91,75.29
2021-08-19,59.99,75.01
2021-08-20,60.73,76.21
2021-08-23,60.86,76.21
2021-08-24,61.2,77.27
2021-08-25,61.92,78.18
2021-08-26,61.71,77.6
2021-08-27,61.99,78.64
2021-08-30,61.91,78.72
2021-08-31,60.72,78.1
2021-09-01,61.23,78.61
2021-09-02,61.77,78.88
2021-09-03,61.19,78.34
2021-09-07,59.01,77.09
2021-09-08,58.18,76.43
2021-09-09,59.44,76.86
2021-09-10,59.54,76.59
2021-09-13,59.86,76.55
2021-09-14,58.96,75.4
2021-09-15,58.47,76.01
2021-09-16,58.14,76.27
2021-09-17,57.23,75.94
2021-09-20,56.81,74.5
2021-09-21,56.22,74.1
2021-09-22,56.51,74.95
2021-09-23,56.67,75.19
2021-09-24,56.08,75.03
2021-09-27,56.11,75.6
2021-09-28,55.05,73.73
2021-09-29,55.69,74.11
2021-09-30,55.55,71.76
2021-10-01,55.88,72.01
2021-10-04,55.99,71.78
2021-10-05,55.87,71.94
2021-10-06,56.14,72.16
2021-10-07,57.12,73.42
2021-10-08,56.87,72.54
2021-10-11,56.75,72.38
2021-10-12,56.65,72.39
2021-10-13,56.81,72.77
2021-10-14,58.56,74.78
2021-10-15,59.27,74.72
2021-10-18,60.1,75.86
2021-10-19,59.85,75.67
2021-10-20,60.6,76.73
2021-10-21,61.14,76.93
2021-10-22,61.01,77.22
2021-10-25,61.51,77.45
2021-10-26,61.08,76.8
2021-10-27,64.26,76.49
2021-10-28,65.5,77.97
2021-10-29,65.55,77.58
2021-11-01,64.64,78.52
2021-11-02,64.09,78.17
2021-11-03,64.16,78.72
2021-11-04,64.67,79.46
2021-11-05,64.17,80.06
2021-11-08,64.05,80.12
2021-11-09,65.72,81.63
2021-11-10,64.44,80.41
2021-11-11,64.58,80.84
2021-11-12,66.71,82.45
2021-11-15,67.24,82.14
2021-11-16,68.48,83.73
2021-11-17,68.09,83.62
2021-11-18,67.75,83.86
2021-11-19,67.6,84.05
2021-11-22,68.28,84.03
2021-11-23,68.22,83.98
2021-11-24,68.38,83.84
2021-11-26,67.08,82.31
2021-11-29,67.34,82.37
2021-11-30,65.9,80.32
2021-12-01,65.67,80.13
2021-12-02,67.54,82.88
2021-12-03,68.76,82.59
2021-12-06,68.49,84.25
2021-12-07,68.6,85.37
2021-12-08,68.85,85.82
2021-12-09,68.44,85.48
2021-12-10,68.71,86.27
2021-12-13,68.29,84.64
2021-12-14,68.14,83.57
2021-12-15,69.3,84.85
2021-12-16,68.75,83.5
2021-12-17,66.47,81.56
2021-12-20,64.74,79.58
2021-12-21,66.38,81.67
2021-12-22,67.45,82.87
2021-12-23,68.0,83.33
2021-12-27,69.22,84.55
2021-12-28,69.57,84.78
2021-12-29,70.23,85.57
2021-12-30,69.68,85.05
2021-12-31,70.22,85.78
2022-01-03,69.42,84.1
2022-01-04,70.21,85.09
2022-01-05,68.32,82.76
2022-01-06,68.65,82.55
2022-01-07,67.07,79.71
2022-01-10,66.61,79.49
2022-01-11,67.48,80.92
2022-01-12,68.32,80.89
2022-01-13,68.14,80.56
2022-01-14,67.28,78.88
2022-01-18,65.9,76.63
2022-01-19,65.59,75.21
2022-01-20,65.14,73.66
2022-01-21,64.26,72.83
2022-01-24,65.0,75.18
2022-01-25,63.44,73.77
2022-01-26,62.34,72.02
2022-01-27,61.56,70.94
2022-01-28,62.6,72.64
2022-01-31,63.33,74.44
2022-02-01,63.36,74.44
2022-02-02,63.64,74.89
2022-02-03,62.63,73.09
2022-02-04,61.46,71.53
2022-02-07,60.32,71.62
2022-02-08,59.15,72.74
2022-02-09,60.57,74.44
2022-02-10,58.27,71.75
2022-02-11,57.73,70.64
2022-02-14,57.25,70.56
2022-02-15,58.03,71.96
2022-02-16,58.68,72.23
2022-02-17,57.75,70.34
2022-02-18,57.56,70.29
2022-02-22,55.91,68.04
2022-02-23,55.08,66.19
2022-02-24,55.35,67.92
2022-02-25,56.63,70.06
2022-02-28,56.04,70.05
2022-03-01,54.58,69.14
2022-03-02,56.21,71.16
2022-03-03,55.74,70.39
2022-03-04,54.83,69.28
2022-03-07,51.93,65.57
2022-03-08,52.48,65.67
2022-03-09,54.11,68.12
2022-03-10,53.85,67.64
2022-03-11,53.73,66.97
2022-03-14,54.11,66.25
2022-03-15,55.65,68.45
2022-03-16,56.12,69.88
2022-03-17,56.93,70.96
2022-03-18,57.4,71.88
2022-03-21,55.88,69.7
2022-03-22,55.2,69.74
2022-03-23,53.36,66.99
2022-03-24,52.92,66.26
2022-03-25,52.3,65.57
2022-03-28,52.91,66.11
2022-03-29,54.9,68.22
2022-03-30,53.35,65.76
2022-03-31,51.0,63.2
2022-04-01,51.55,63.71
2022-04-04,51.96,64.39
2022-04-05,50.78,63.06
2022-04-06,50.76,61.59
2022-04-07,50.66,61.27
2022-04-08,50.67,61.47
2022-04-11,50.14,61.78
2022-04-12,49.67,61.58
2022-04-13,50.45,62.63
2022-04-14,49.39,61.45
2022-04-18,49.17,60.9
2022-04-19,51.02,63.21
2022-04-20,51.86,63.89
2022-04-21,52.16,63.08
2022-04-22,50.93,61.34
2022-04-25,52.22,62.96
2022-04-26,52.73,61.49
2022-04-27,54.9,61.39
2022-04-28,55.06,63.09
2022-04-29,52.69,61.29
2022-05-02,52.92,62.64
2022-05-03,53.89,63.36
2022-05-04,55.81,65.46
2022-05-05,54.04,62.27
2022-05-06,53.06,61.36
2022-05-09,53.76,61.1
2022-05-10,53.18,60.26
2022-05-11,52.36,58.1
2022-05-12,54.56,60.09
2022-05-13,55.37,61.3
2022-05-16,55.3,60.66
2022-05-17,56.21,62.29
2022-05-18,54.32,58.87
2022-05-19,53.98,59.31
2022-05-20,54.29,59.12
2022-05-23,54.77,59.14
2022-05-24,54.55,57.59
2022-05-25,55.75,59.62
2022-05-26,57.11,61.96
2022-05-27,57.84,63.22
2022-05-31,56.69,62.41
2022-06-01,55.67,61.79
2022-06-02,56.85,63.23
2022-06-03,56.33,62.59
2022-06-06,57.0,62.89
2022-06-07,57.13,63.16
2022-06-08,56.37,61.92
2022-06-09,56.7,61.63
2022-06-10,54.72,58.98
2022-06-13,52.28,55.96
2022-06-14,51.21,55.52
2022-06-15,50.95,55.71
2022-06-16,47.71,52.03
2022-06-17,47.62,52.27
2022-06-21,47.26,52.49
2022-06-22,47.33,52.84
2022-06-23,49.53,54.73
2022-06-24,51.8,56.26
2022-06-27,51.69,56.34
2022-06-28,51.24,55.17
2022-06-29,50.45,54.94
2022-06-30,50.6,54.71
2022-07-01,51.61,56.56
2022-07-05,52.66,57.95
2022-07-06,52.41,57.58
2022-07-07,52.45,58.41
2022-07-08,52.56,58.38
2022-07-11,52.71,58.09
2022-07-12,52.81,58.5
2022-07-13,53.18,58.6
2022-07-14,53.07,57.96
2022-07-15,53.6,58.66
2022-07-18,53.06,58.4
2022-07-19,54.32,60.37
2022-07-20,54.8,60.7
2022-07-21,56.3,61.97
2022-07-22,56.31,62.18
2022-07-25,55.41,61.39
2022-07-26,55.11,60.77
2022-07-27,53.92,62.03
2022-07-28,55.28,63.31
2022-07-29,55.38,64.0
2022-08-01,55.03,64.43
2022-08-02,53.23,62.46
2022-08-03,52.23,62.83
2022-08-04,52.89,63.92
2022-08-05,52.72,64.12
2022-08-08,52.98,64.87
2022-08-09,51.2,62.74
2022-08-10,53.65,64.92
2022-08-11,54.76,65.46
2022-08-12,55.58,66.7
2022-08-15,55.44,66.77
2022-08-16,56.04,67.45
2022-08-17,56.29,66.33
2022-08-18,56.29,66.59
2022-08-19,55.38,64.67
2022-08-22,52.99,62.96
2022-08-23,52.36,62.77
2022-08-24,52.53,63.24
2022-08-25,53.29,64.37
2022-08-26,51.01,61.39
2022-08-29,50.79,61.0
2022-08-30,51.06,60.54
2022-08-31,50.87,59.79
2022-09-01,50.77,59.78
2022-09-02,49.86,59.38
2022-09-06,49.26,58.77
2022-09-07,50.85,60.43
2022-09-08,51.18,60.99
2022-09-09,52.28,62.06
2022-09-12,52.7,62.63
2022-09-13,49.43,58.96
2022-09-14,48.64,58.28
2022-09-15,48.99,58.06
2022-09-16,48.77,57.79
2022-09-19,49.4,58.68
2022-09-20,48.33,57.27
2022-09-21,47.61,56.65
2022-09-22,46.6,55.45
2022-09-23,46.75,55.36
2022-09-26,45.6,53.98
2022-09-27,45.89,54.21
2022-09-28,48.86,56.81
2022-09-29,47.28,55.11
2022-09-30,46.69,54.69
2022-10-03,48.53,56.85
2022-10-04,50.31,59.32
2022-10-05,49.91,58.82
2022-10-06,50.58,58.9
2022-10-07,48.62,57.17
2022-10-10,48.95,57.29
2022-10-11,48.78,57.41
2022-10-12,48.42,56.65
2022-10-13,48.6,56.79
2022-10-14,46.89,54.79
2022-10-17,47.81,56.2
2022-10-18,48.66,57.47
2022-10-19,46.35,54.73
2022-10-20,44.67,53.4
2022-10-21,46.39,55.06
2022-10-24,47.08,55.92
2022-10-25,48.34,58.35
2022-10-26,45.57,57.77
2022-10-27,46.02,57.99
2022-10-28,47.1,58.98
2022-10-31,46.27,58.34
2022-11-01,45.66,58.09
2022-11-02,44.12,55.86
2022-11-03,42.91,54.92
2022-11-04,43.55,56.05
2022-11-07,44.57,56.8
2022-11-08,45.54,57.21
2022-11-09,45.05,56.21
2022-11-10,50.18,62.02
2022-11-11,51.1,62.83
2022-11-14,49.72,61.02
2022-11-15,50.94,62.3
2022-11-16,50.34,61.45
2022-11-17,49.07,60.59
2022-11-18,49.93,60.95
2022-11-21,49.58,60.58
2022-11-22,50.26,61.71
2022-11-23,50.68,62.02
2022-11-25,50.93,62.07
2022-11-28,49.78,60.75
2022-11-29,49.87,61.16
2022-11-30,50.78,62.28
2022-12-01,51.76,63.06
2022-12-02,50.92,62.63
2022-12-05,49.41,61.19
2022-12-06,48.42,60.35
2022-12-07,48.92,61.46
2022-12-08,49.65,61.85
2022-12-09,49.32,61.38
2022-12-12,49.66,62.18
2022-12-13,51.42,63.29
2022-12-14,50.14,62.95
2022-12-15,48.54,62.57
2022-12-16,47.42,61.6
2022-12-19,46.96,60.38
2022-12-20,46.53,60.05
2022-12-21,47.12,61.17
2022-12-22,46.93,60.64
2022-12-23,47.13,60.83
2022-12-27,47.26,60.66
2022-12-28,46.14,59.46
2022-12-29,47.23,60.91
2022-12-30,46.67,60.32
2023-01-03,47.42,61.13
2023-01-04,48.73,62.63
2023-01-05,48.14,62.16
2023-01-06,49.66,63.62
2023-01-09,50.36,63.65
2023-01-10,50.81,64.31
2023-01-11,51.69,65.96
2023-01-12,51.87,66.16
2023-01-13,52.0,66.57
2023-01-17,50.93,66.04
2023-01-18,50.39,65.4
2023-01-19,48.24,63.42
2023-01-20,50.14,64.98
2023-01-23,51.13,65.81
2023-01-24,51.12,66.08
2023-01-25,51.32,66.35
2023-01-26,50.58,66.53
2023-01-27,51.04,67.15
2023-01-30,50.4,66.29
2023-01-31,53.2,69.45
2023-02-01,54.35,70.89
2023-02-02,56.69,72.27
2023-02-03,55.39,71.21
2023-02-06,54.32,69.96
2023-02-07,54.51,70.29
2023-02-08,54.12,69.29
2023-02-09,54.0,68.92
2023-02-10,55.06,68.71
2023-02-13,56.56,70.41
2023-02-14,55.43,70.15
2023-02-15,56.17,70.59
2023-02-16,55.81,69.72
2023-02-17,55.03,68.96
2023-02-21,52.83,66.29
2023-02-22,53.05,66.71
2023-02-23,53.28,67.39
2023-02-24,52.48,66.74
2023-02-27,52.44,67.18
2023-02-28,52.43,67.52
2023-03-01,51.61,66.96
2023-03-02,52.08,67.42
2023-03-03,52.9,68.81
2023-03-06,51.94,68.12
2023-03-07,51.13,67.43
2023-03-08,51.35,68.12
2023-03-09,51.05,67.0
2023-03-10,50.1,65.47
2023-03-13,50.25,65.25
2023-03-14,50.67,66.16
2023-03-15,50.16,64.73
2023-03-16,50.44,65.93
2023-03-17,49.32,64.93
2023-03-20,50.13,65.38
2023-03-21,51.3,66.32
2023-03-22,49.18,65.18
2023-03-23,48.4,65.16
2023-03-24,48.06,65.19
2023-03-27,47.75,65.3
2023-03-28,48.02,65.68
2023-03-29,48.76,66.21
2023-03-30,48.43,66.12
2023-03-31,49.72,67.76
2023-04-03,49.91,67.84
2023-04-04,48.54,65.9
2023-04-05,47.38,64.93
2023-04-06,47.04,64.48
2023-04-10,47.51,65.4
2023-04-11,48.49,66.72
2023-04-12,48.39,66.66
2023-04-13,48.77,66.91
2023-04-14,48.64,67.12
2023-04-17,49.39,67.78
2023-04-18,50.06,68.96
2023-04-19,50.27,69.15
2023-04-20,51.0,69.65
2023-04-21,50.79,69.41
2023-04-24,51.03,69.59
2023-04-25,50.24,68.56
2023-04-26,50.85,67.59
2023-04-27,52.89,69.89
2023-04-28,53.51,70.92
2023-05-01,53.36,70.6
2023-05-02,53.33,70.3
2023-05-03,53.76,70.73
2023-05-04,52.73,69.58
2023-05-05,53.45,70.77
2023-05-08,53.9,71.19
2023-05-09,53.76,71.32
2023-05-10,53.24,71.18
2023-05-11,52.58,71.13
2023-05-12,52.0,70.79
2023-05-15,52.37,71.39
2023-05-16,51.44,70.51
2023-05-17,52.85,71.64
2023-05-18,53.6,72.89
2023-05-19,52.55,71.64
2023-05-22,52.05,70.94
2023-05-23,51.12,69.8
2023-05-24,50.28,69.57
2023-05-25,50.23,69.78
2023-05-26,50.77,70.2
2023-05-30,49.99,70.34
2023-05-31,48.32,68.89
2023-06-01,49.06,69.84
2023-06-02,51.47,72.66
2023-06-05,50.89,71.97
2023-06-06,53.05,74.06
2023-06-07,54.85,75.27
2023-06-08,54.65,75.01
2023-06-09,53.96,74.69
2023-06-12,55.14,75.54
2023-06-13,55.93,76.54
2023-06-14,55.29,75.53
2023-06-15,56.02,76.76
2023-06-16,55.5,76.47
2023-06-20,56.01,76.75
2023-06-21,56.17,77.14
2023-06-22,55.39,76.72
2023-06-23,55.26,76.86
2023-06-26,55.46,77.33
2023-06-27,57.0,79.55
2023-06-28,56.79,79.25
2023-06-29,57.34,79.76
2023-06-30,57.38,80.3
2023-07-03,56.85,80.05
2023-07-05,56.15,79.29
2023-07-06,55.2,77.67
2023-07-07,55.21,77.95
2023-07-10,56.85,80.16
2023-07-11,57.77,81.23
2023-07-12,59.01,82.91
2023-07-13,60.06,83.2
2023-07-14,59.98,83.5
2023-07-17,60.47,83.77
2023-07-18,60.78,84.36
2023-07-19,60.57,84.32
2023-07-20,59.72,82.6
2023-07-21,59.24,82.49
2023-07-24,59.38,82.8
2023-07-25,60.56,83.63
2023-07-26,61.61,83.76
2023-07-27,62.01,83.66
2023-07-28,61.25,84.45
2023-07-31,60.68,84.51
2023-08-01,61.45,85.02
2023-08-02,60.54,84.23
2023-08-03,59.32,83.31
2023-08-04,59.38,83.87
2023-08-07,60.12,84.84
2023-08-08,59.82,84.65
2023-08-09,59.33,83.89
2023-08-10,58.81,83.32
2023-08-11,58.62,83.24
2023-08-14,59.24,83.71
2023-08-15,59.01,83.48
2023-08-16,57.99,82.35
2023-08-17,56.45,79.38
2023-08-18,56.79,79.57
2023-08-21,56.13,78.98
2023-08-22,56.11,79.23
2023-08-23,57.04,80.87
2023-08-24,56.54,79.62
2023-08-25,56.66,79.33
2023-08-28,56.8,80.17
2023-08-29,58.35,82.07
2023-08-30,58.82,82.82
2023-08-31,59.01,83.07
2023-09-01,59.72,84.26
2023-09-05,57.28,80.99
2023-09-06,57.68,81.36
2023-09-07,56.72,81.62
2023-09-08,56.23,81.25
2023-09-11,56.64,82.16
2023-09-12,55.84,80.65
2023-09-13,55.48,79.74
2023-09-14,55.88,80.66
2023-09-15,54.67,78.9
2023-09-18,55.02,78.89
2023-09-19,55.46,78.94
2023-09-20,54.57,78.01
2023-09-21,53.59,76.1
2023-09-22,53.09,76.18
2023-09-25,53.28,76.78
2023-09-26,52.63,75.64
2023-09-27,53.21,76.14
2023-09-28,54.32,77.09
2023-09-29,53.45,76.57
2023-10-02,52.58,75.63
2023-10-03,51.65,73.68
2023-10-04,52.29,74.75
2023-10-05,52.22,74.33
2023-10-06,52.2,74.95
2023-10-09,52.21,75.72
2023-10-10,52.63,76.59
2023-10-11,53.63,77.54
2023-10-12,51.62,74.61
2023-10-13,51.12,74.17
2023-10-16,52.52,75.23
2023-10-17,52.55,75.39
2023-10-18,50.79,72.93
2023-10-19,50.12,71.49
2023-10-20,49.88,70.86
2023-10-23,49.78,71.07
2023-10-24,49.14,70.93
2023-10-25,48.33,69.36
2023-10-26,51.53,69.97
2023-10-27,51.04,69.78
2023-10-30,51.83,70.74
2023-10-31,52.09,71.62
2023-11-01,52.71,73.82
2023-11-02,53.87,75.42
2023-11-03,55.09,77.45
2023-11-06,54.64,76.44
2023-11-07,55.19,76.94
2023-11-08,56.42,76.93
2023-11-09,55.49,75.94
2023-11-10,56.17,77.52
2023-11-13,55.62,77.23
2023-11-14,59.09,81.77
2023-11-15,59.24,81.57
2023-11-16,59.37,81.54
2023-11-17,60.11,82.41
2023-11-20,60.17,82.57
2023-11-21,59.04,81.81
2023-11-22,59.28,82.23
2023-11-24,59.19,82.56
2023-11-27,59.78,82.43
2023-11-28,59.49,81.9
2023-11-29,60.37,82.75
2023-11-30,60.55,82.95
2023-12-01,62.16,85.46
2023-12-04,62.44,86.03
2023-12-05,62.28,85.63
2023-12-06,63.43,86.68
2023-12-07,63.39,87.4
2023-12-08,64.0,88.47
2023-12-11,63.98,88.7
2023-12-12,64.34,88.45
2023-12-13,66.31,90.69
2023-12-14,69.32,95.74
2023-12-15,68.64,94.71
2023-12-18,67.95,93.71
2023-12-19,68.1,94.99
2023-12-20,67.04,93.97
2023-12-21,67.38,95.26
2023-12-22,67.22,95.6
2023-12-26,67.27,96.14
2023-12-27,67.28,96.47
2023-12-28,67.17,96.18
2023-12-29,66.98,95.66
