date,PNC,KBE
2013-09-12,73.11,30.24
2013-09-13,73.25,30.29
2013-09-16,74.19,30.49
2013-09-17,74.77,30.84
2013-09-18,74.4,30.72
2013-09-19,74.05,30.19
2013-09-20,74.05,30.12
2013-09-23,72.96,29.78
2013-09-24,72.72,29.85
2013-09-25,73.05,30.08
2013-09-26,72.44,29.99
2013-09-27,72.63,29.99
2013-09-30,72.45,30.03
2013-10-01,72.67,30.37
2013-10-02,72.68,30.16
2013-10-03,72.42,30.03
2013-10-04,72.97,30.35
2013-10-07,71.88,29.84
2013-10-08,70.94,29.54
2013-10-09,70.87,29.62
2013-10-10,72.62,30.41
2013-10-11,72.96,30.79
2013-10-14,72.98,30.94
2013-10-15,72.51,30.65
2013-10-16,73.87,31.251
2013-10-17,74.68,31.43
2013-10-18,75.04,31.56
2013-10-21,75.12,31.59
2013-10-22,75.56,31.52
2013-10-23,75.24,31.42
2013-10-24,74.82,31.44
2013-10-25,75.36,31.5
2013-10-28,75.5,31.61
2013-10-29,75.2,31.61
2013-10-30,74.81,31.51
2013-10-31,73.53,31.23
2013-11-01,73.37,31.18
2013-11-04,73.17,31.21
2013-11-05,73.29,31.17
2013-11-06,73.88,31.3
2013-11-07,72.9,30.88
2013-11-08,75.52,31.88
2013-11-11,75.42,31.77
2013-11-12,74.18,31.42
2013-11-13,74.27,31.68
2013-11-14,74.68,31.88
2013-11-15,75.14,31.839
2013-11-18,75.31,31.75
2013-11-19,75.5,31.73
2013-11-20,75.2,31.76
2013-11-21,76.33,32.26
2013-11-22,76.82,32.52
2013-11-25,76.32,32.56
2013-11-26,76.61,32.64
2013-11-27,77.41,32.72
2013-11-29,76.95,32.64
2013-12-02,77.5,32.49
2013-12-03,75.62,32.09
2013-12-04,75.72,32.29
2013-12-05,75.02,32.2
2013-12-06,76.17,32.65
2013-12-09,76.28,32.66
2013-12-10,76.56,32.47
2013-12-11,75.48,31.97
2013-12-12,75.82,32.25
2013-12-13,75.38,32.12
2013-12-16,75.48,32.43
2013-12-17,74.65,32.24
2013-12-18,75.64,32.75
2013-12-19,76.0,32.56
2013-12-20,76.37,32.79
2013-12-23,77.02,33.12
2013-12-24,77.13,33.18
2013-12-26,77.26,33.15
2013-12-27,78.2,33.15
2013-12-30,77.51,33.08
2013-12-31,77.58,33.17
2014-01-02,76.6,32.81
2014-01-03,76.96,32.85
2014-01-06,76.86,32.84
2014-01-07,77.43,33.05
2014-01-08,78.72,33.34
2014-01-09,79.19,33.58
2014-01-10,78.77,33.5
2014-01-13,77.37,33.11
2014-01-14,78.0,33.24
2014-01-15,78.84,33.52
2014-01-16,80.93,33.31
2014-01-17,82.26,33.31
2014-01-21,84.11,33.83
2014-01-22,84.21,34.03
2014-01-23,82.66,33.59
2014-01-24,81.03,32.78
2014-01-27,80.8,32.44
2014-01-28,81.24,32.57
2014-01-29,79.87,32.11
2014-01-30,81.62,32.44
2014-01-31,79.88,31.91
2014-02-03,78.43,30.78
2014-02-04,78.88,31.26
2014-02-05,78.81,31.26
2014-02-06,79.83,31.61
2014-02-07,79.89,31.81
2014-02-10,79.84,31.87
2014-02-11,81.0,32.18
2014-02-12,81.02,32.22
2014-02-13,81.14,32.31
2014-02-14,81.62,32.47
2014-02-18,81.55,32.55
2014-02-19,79.67,31.75
2014-02-20,79.98,31.84
2014-02-21,80.23,32.03
2014-02-24,81.34,32.51
2014-02-25,80.71,32.31
2014-02-26,81.13,32.61
2014-02-27,81.34,32.77
2014-02-28,81.78,33.0
2014-03-03,80.98,32.7
2014-03-04,82.03,33.35
2014-03-05,82.94,33.41
2014-03-06,82.82,33.65
2014-03-07,83.98,33.92
2014-03-10,84.09,33.92
2014-03-11,83.22,33.67
2014-03-12,83.46,33.62
2014-03-13,82.79,33.42
2014-03-14,82.86,33.35
2014-03-17,84.17,33.56
2014-03-18,84.62,33.81
2014-03-19,85.06,34.02
2014-03-20,86.63,34.67
2014-03-21,86.87,34.46
2014-03-24,86.95,34.26
2014-03-25,86.42,34.22
2014-03-26,85.32,33.84
2014-03-27,85.14,33.31
2014-03-28,85.73,33.49
2014-03-31,87.0,34.04
2014-04-01,87.26,34.5
2014-04-02,87.61,34.43
2014-04-03,87.41,34.49
2014-04-04,86.25,33.87
2014-04-07,84.82,33.44
2014-04-08,84.63,33.48
2014-04-09,84.59,33.51
2014-04-10,82.21,32.53
2014-04-11,81.14,32.24
2014-04-14,81.59,32.36
2014-04-15,82.15,32.56
2014-04-16,84.38,32.76
2014-04-17,83.77,32.78
2014-04-21,83.7,32.75
2014-04-22,84.66,32.97
2014-04-23,84.73,33.1
2014-04-24,84.26,32.62
2014-04-25,83.87,32.2
2014-04-28,82.96,31.9
2014-04-29,83.42,31.89
2014-04-30,84.04,32.06
2014-05-01,83.77,31.94
2014-05-02,84.73,32.08
2014-05-05,84.16,31.83
2014-05-06,82.95,31.36
2014-05-07,83.86,31.66
2014-05-08,83.86,31.66
2014-05-09,84.18,31.72
2014-05-12,85.47,32.22
2014-05-13,84.78,31.99
2014-05-14,83.29,31.4
2014-05-15,82.64,31.13
2014-05-16,82.78,31.03
2014-05-19,83.21,31.47
2014-05-20,82.63,31.26
2014-05-21,83.52,31.47
2014-05-22,84.09,31.63
2014-05-23,84.51,31.76
2014-05-27,84.7,31.98
2014-05-28,84.52,31.85
2014-05-29,84.76,31.9
2014-05-30,85.27,31.93
2014-06-02,85.62,32.22
2014-06-03,85.43,32.36
2014-06-04,85.68,32.43
2014-06-05,86.63,32.86
2014-06-06,87.32,33.17
2014-06-09,88.51,33.65
2014-06-10,88.42,33.56
2014-06-11,88.03,33.28
2014-06-12,87.35,33.11
2014-06-13,87.81,33.07
2014-06-16,87.69,32.87
2014-06-17,88.36,33.43
2014-06-18,88.63,33.57
2014-06-19,88.55,33.43
2014-06-20,89.42,33.42
2014-06-23,89.34,33.39
2014-06-24,88.6,33.12
2014-06-25,88.74,33.31
2014-06-26,88.68,33.3
2014-06-27,89.31,33.36
2014-06-30,89.05,33.42
2014-07-01,89.36,33.71
2014-07-02,88.95,33.47
2014-07-03,89.97,33.87
2014-07-07,89.07,33.62
2014-07-08,88.05,33.17
2014-07-09,88.26,33.2
2014-07-10,87.45,33.0
2014-07-11,87.33,32.92
2014-07-14,87.12,32.93
2014-07-15,88.24,33.3
2014-07-16,85.18,32.75
2014-07-17,83.34,32.12
2014-07-18,83.88,32.39
2014-07-21,83.88,32.31
2014-07-22,83.68,32.26
2014-07-23,83.97,32.35
2014-07-24,84.57,32.68
2014-07-25,84.82,32.71
2014-07-28,83.86,32.37
2014-07-29,83.46,32.32
2014-07-30,84.11,32.55
2014-07-31,82.56,31.96
2014-08-01,82.01,31.49
2014-08-04,82.3,31.51
2014-08-05,81.85,31.32
2014-08-06,81.53,31.48
2014-08-07,81.23,31.24
2014-08-08,81.72,31.45
2014-08-11,81.7,31.51
2014-08-12,81.8,31.45
2014-08-13,82.25,31.68
2014-08-14,82.25,31.69
2014-08-15,82.04,31.6
2014-08-18,82.9,32.04
2014-08-19,82.98,32.05
2014-08-20,83.53,32.07
2014-08-21,84.55,32.49
2014-08-22,84.35,32.47
2014-08-25,85.13,32.63
2014-08-26,85.11,32.8
2014-08-27,84.94,32.58
2014-08-28,84.54,32.45
2014-08-29,84.75,32.63
2014-09-02,85.2,32.88
2014-09-03,85.16,32.76
2014-09-04,85.1,32.79
2014-09-05,85.35,32.83
2014-09-08,85.47,32.91
2014-09-09,84.81,32.61
2014-09-10,85.75,32.97
2014-09-11,85.77,33.16
2014-09-12,86.22,33.31
2014-09-15,86.3,33.15
2014-09-16,86.51,33.0
2014-09-17,87.18,33.16
2014-09-18,87.94,33.58
2014-09-19,87.89,33.25
2014-09-22,87.28,32.85
2014-09-23,86.0,32.46
2014-09-24,86.67,32.5
2014-09-25,85.46,32.05
2014-09-26,85.88,32.18
2014-09-29,85.69,32.08
2014-09-30,85.58,31.91
2014-10-01,84.58,31.56
2014-10-02,84.21,31.69
2014-10-03,85.01,32.02
2014-10-06,85.01,31.75
2014-10-07,83.26,31.23
2014-10-08,84.83,31.78
2014-10-09,83.02,30.97
2014-10-10,81.73,30.69
2014-10-13,81.05,30.66
2014-10-14,81.59,30.82
2014-10-15,78.0,30.05
2014-10-16,78.87,30.44
2014-10-17,79.77,30.54
2014-10-20,79.64,30.67
2014-10-21,81.16,31.3
2014-10-22,81.02,31.05
2014-10-23,81.56,31.23
2014-10-24,82.52,31.32
2014-10-27,82.86,31.45
2014-10-28,84.09,32.09
2014-10-29,84.8,32.44
2014-10-30,85.42,32.55
2014-10-31,86.39,33.06
2014-11-03,86.54,32.96
2014-11-04,86.95,32.81
2014-11-05,87.64,33.04
2014-11-06,88.38,33.28
2014-11-07,88.45,33.35
2014-11-10,88.68,33.52
2014-11-11,88.24,33.52
2014-11-12,88.04,33.91
2014-11-13,87.83,33.61
2014-11-14,87.41,33.44
2014-11-17,87.28,33.38
2014-11-18,87.43,33.45
2014-11-19,87.07,33.22
2014-11-20,86.93,33.46
2014-11-21,86.85,33.29
2014-11-24,87.98,33.59
2014-11-25,88.16,33.62
2014-11-26,88.06,33.7
2014-11-28,87.47,33.15
2014-12-01,86.59,32.57
2014-12-02,87.5,32.89
2014-12-03,88.33,33.23
2014-12-04,88.37,33.2
2014-12-05,90.18,33.77
2014-12-08,90.33,33.7
2014-12-09,90.82,33.9
2014-12-10,88.77,32.96
2014-12-11,88.95,33.06
2014-12-12,87.74,32.58
2014-12-15,87.44,32.34
2014-12-16,86.85,32.24
2014-12-17,89.44,32.98
2014-12-18,92.36,33.6
2014-12-19,91.71,33.39
2014-12-22,91.85,33.36
2014-12-23,92.93,33.67
2014-12-24,92.58,33.62
2014-12-26,92.51,33.64
2014-12-29,92.67,33.92
2014-12-30,92.42,33.83
2014-12-31,91.23,33.55
2015-01-02,90.82,33.29
2015-01-05,88.04,32.4
2015-01-06,85.76,31.56
2015-01-07,86.75,31.76
2015-01-08,88.42,32.32
2015-01-09,86.77,31.51
2015-01-12,86.16,31.12
2015-01-13,84.52,30.9
2015-01-14,83.0,30.43
2015-01-15,82.42,29.99
2015-01-16,84.44,30.45
2015-01-20,84.62,30.22
2015-01-21,84.78,30.22
2015-01-22,87.06,31.53
2015-01-23,86.28,31.12
2015-01-26,86.78,31.46
2015-01-27,85.5,31.13
2015-01-28,83.65,30.31
2015-01-29,85.54,30.71
2015-01-30,84.54,30.33
2015-02-02,86.18,31.14
2015-02-03,87.61,31.84
2015-02-04,87.75,31.67
2015-02-05,88.82,32.26
2015-02-06,90.44,32.81
2015-02-09,89.51,32.52
2015-02-10,90.2,32.72
2015-02-11,89.79,32.56
2015-02-12,91.56,33.16
2015-02-13,92.38,33.26
2015-02-17,92.38,33.48
2015-02-18,91.31,32.92
2015-02-19,91.62,32.89
2015-02-20,92.27,33.17
2015-02-23,91.62,33.09
2015-02-24,92.34,33.28
2015-02-25,92.27,33.21
2015-02-26,92.16,33.31
2015-02-27,91.96,33.09
2015-03-02,92.95,33.38
2015-03-03,92.33,33.32
2015-03-04,92.07,33.15
2015-03-05,92.54,33.29
2015-03-06,93.73,33.5
2015-03-09,94.53,33.73
2015-03-10,92.88,33.04
2015-03-11,93.32,33.35
2015-03-12,96.63,34.15
2015-03-13,95.69,33.93
2015-03-16,95.96,33.99
2015-03-17,95.82,34.14
2015-03-18,96.03,33.92
2015-03-19,94.87,33.64
2015-03-20,95.97,34.01
2015-03-23,95.11,33.76
2015-03-24,94.45,33.6
2015-03-25,92.5,33.03
2015-03-26,92.49,33.13
2015-03-27,92.04,33.06
2015-03-30,93.85,33.6
2015-03-31,93.24,33.51
2015-04-01,92.5,33.44
2015-04-02,93.29,33.63
2015-04-06,92.49,33.54
2015-04-07,93.02,33.57
2015-04-08,92.84,33.59
2015-04-09,93.51,33.61
2015-04-10,93.48,33.65
2015-04-13,93.32,33.94
2015-04-14,93.62,33.79
2015-04-15,92.2,34.19
2015-04-16,91.76,34.16
2015-04-17,90.93,33.67
2015-04-20,91.43,33.91
2015-04-21,91.2,33.92
2015-04-22,91.41,34.14
2015-04-23,91.4,34.06
2015-04-24,91.0,33.82
2015-04-27,90.82,33.57
2015-04-28,91.41,33.97
2015-04-29,91.86,34.17
2015-04-30,91.73,33.91
2015-05-01,92.0,33.81
2015-05-04,93.27,34.25
2015-05-05,93.11,34.08
2015-05-06,92.66,34.25
2015-05-07,92.37,34.14
2015-05-08,93.65,34.41
2015-05-11,93.65,34.58
2015-05-12,93.87,34.68
2015-05-13,94.19,34.83
2015-05-14,94.96,35.0
2015-05-15,93.74,34.53
2015-05-18,94.63,35.07
2015-05-19,95.56,35.37
2015-05-20,95.04,35.18
2015-05-21,94.96,35.13
2015-05-22,95.22,35.01
2015-05-26,94.61,34.77
2015-05-27,95.89,35.15
2015-05-28,96.0,35.16
2015-05-29,95.69,34.89
2015-06-01,94.62,34.75
2015-06-02,94.64,35.15
2015-06-03,96.02,35.66
2015-06-04,94.95,35.39
2015-06-05,96.51,35.99
2015-06-08,96.29,36.01
2015-06-09,97.57,36.34
2015-06-10,99.18,36.84
2015-06-11,98.78,36.82
2015-06-12,98.42,36.78
2015-06-15,97.83,36.69
2015-06-16,98.54,37.03
2015-06-17,97.46,36.51
2015-06-18,97.89,36.73
2015-06-19,97.13,36.38
2015-06-22,98.21,36.87
2015-06-23,99.0,37.2
2015-06-24,97.89,36.94
2015-06-25,97.4,36.91
2015-06-26,97.62,37.08
2015-06-29,95.66,36.14
2015-06-30,95.65,36.26
2015-07-01,97.05,36.7
2015-07-02,96.47,36.24
2015-07-06,96.18,36.14
2015-07-07,95.7,35.73
2015-07-08,94.14,35.28
2015-07-09,94.9,35.74
2015-07-10,96.3,36.16
2015-07-13,96.93,36.48
2015-07-14,97.5,36.59
2015-07-15,98.32,36.8
2015-07-16,99.22,36.95
2015-07-17,98.81,36.57
2015-07-20,99.53,36.77
2015-07-21,99.2,36.63
2015-07-22,99.79,37.06
2015-07-23,99.02,36.65
2015-07-24,98.34,36.32
2015-07-27,97.51,35.92
2015-07-28,98.14,35.98
2015-07-29,98.55,36.15
2015-07-30,98.67,36.28
2015-07-31,98.18,36.13
2015-08-03,97.82,36.1
2015-08-04,97.92,36.2
2015-08-05,98.58,36.45
2015-08-06,98.54,36.23
2015-08-07,97.8,36.07
2015-08-10,99.86,36.69
2015-08-11,97.92,36.13
2015-08-12,96.07,35.46
2015-08-13,96.4,35.65
2015-08-14,97.59,36.07
2015-08-17,98.05,36.08
2015-08-18,99.0,36.04
2015-08-19,97.97,35.53
2015-08-20,95.08,34.52
2015-08-21,92.28,33.88
2015-08-24,88.83,32.17
2015-08-25,85.85,31.61
2015-08-26,89.03,32.8
2015-08-27,91.33,33.62
2015-08-28,91.23,33.67
2015-08-31,91.12,33.8
2015-09-01,87.19,32.39
2015-09-02,88.94,32.93
2015-09-03,89.55,33.24
2015-09-04,87.66,32.91
2015-09-08,90.98,33.79
2015-09-09,89.96,33.46
2015-09-10,90.53,33.74
2015-09-11,90.35,33.74
2015-09-14,90.66,33.83
2015-09-15,91.97,34.27
2015-09-16,91.77,34.4
2015-09-17,89.82,33.62
2015-09-18,87.43,32.68
2015-09-21,88.87,33.11
2015-09-22,87.79,32.75
2015-09-23,87.95,32.93
2015-09-24,87.8,33.04
2015-09-25,89.29,33.37
2015-09-28,87.35,32.75
2015-09-29,87.85,32.78
2015-09-30,89.2,33.24
2015-10-01,89.06,33.26
2015-10-02,88.16,32.93
2015-10-05,90.59,33.65
2015-10-06,89.95,33.64
2015-10-07,90.56,34.11
2015-10-08,90.97,34.39
2015-10-09,89.82,33.98
2015-10-12,89.71,34.22
2015-10-13,88.63,33.97
2015-10-14,86.2,33.11
2015-10-15,87.22,33.7
2015-10-16,87.61,33.67
2015-10-19,86.71,33.67
2015-10-20,88.02,34.04
2015-10-21,87.58,33.48
2015-10-22,89.48,34.08
2015-10-23,91.24,34.75
2015-10-26,90.32,34.58
2015-10-27,89.63,34.21
2015-10-28,92.92,35.46
2015-10-29,92.15,35.13
2015-10-30,90.26,34.49
2015-11-02,91.93,35.03
2015-11-03,91.76,35.08
2015-11-04,92.22,35.11
2015-11-05,92.64,35.6
2015-11-06,95.2,36.59
2015-11-09,94.63,36.37
2015-11-10,95.3,36.39
2015-11-11,95.11,36.13
2015-11-12,93.26,35.4
2015-11-13,92.32,35.0
2015-11-16,93.34,35.43
2015-11-17,93.24,35.51
2015-11-18,95.11,36.1
2015-11-19,95.1,36.0
2015-11-20,95.38,36.13
2015-11-23,94.9,36.17
2015-11-24,95.15,36.32
2015-11-25,94.72,36.34
2015-11-27,95.48,36.39
2015-11-30,95.51,36.38
2015-12-01,96.35,36.57
2015-12-02,95.22,35.97
2015-12-03,93.85,35.44
2015-12-04,97.19,36.23
2015-12-07,96.49,35.54
2015-12-08,94.86,34.88
2015-12-09,93.56,34.36
2015-12-10,94.35,34.55
2015-12-11,92.37,33.76
2015-12-14,92.77,33.64
2015-12-15,94.84,34.54
2015-12-16,97.0,34.87
2015-12-17,95.68,34.3
2015-12-18,93.75,33.43
2015-12-21,94.46,33.62
2015-12-22,94.57,33.78
2015-12-23,96.17,34.3
2015-12-24,96.24,34.36
2015-12-28,95.94,34.24
2015-12-29,96.95,34.56
2015-12-30,96.1,34.17
2015-12-31,95.31,33.82
2016-01-04,93.16,33.05
2016-01-05,93.29,32.99
2016-01-06,91.6,32.51
2016-01-07,89.28,31.51
2016-01-08,87.96,30.87
2016-01-11,88.28,30.85
2016-01-12,89.0,30.95
2016-01-13,86.41,29.89
2016-01-14,86.87,30.23
2016-01-15,86.33,29.54
2016-01-19,85.33,29.24
2016-01-20,84.17,28.89
2016-01-21,84.13,28.37
2016-01-22,85.74,28.77
2016-01-25,82.73,27.63
2016-01-26,84.45,28.39
2016-01-27,85.05,28.66
2016-01-28,84.91,28.97
2016-01-29,86.65,29.56
2016-02-01,86.09,29.37
2016-02-02,83.8,28.49
2016-02-03,83.85,28.65
2016-02-04,84.89,29.0
2016-02-05,83.57,28.59
2016-02-08,81.77,27.7
2016-02-09,82.2,27.75
2016-02-10,81.51,27.53
2016-02-11,78.17,26.52
2016-02-12,80.93,27.8
2016-02-16,83.27,28.56
2016-02-17,84.06,28.71
2016-02-18,82.58,28.22
2016-02-19,82.82,28.37
2016-02-22,84.45,28.89
2016-02-23,82.81,28.15
2016-02-24,82.3,28.01
2016-02-25,82.94,28.4
2016-02-26,83.97,28.97
2016-02-29,81.31,28.32
2016-03-01,84.48,29.54
2016-03-02,85.64,30.09
2016-03-03,86.58,30.57
2016-03-04,87.3,30.95
2016-03-07,86.96,30.91
2016-03-08,85.07,30.13
2016-03-09,84.62,29.88
2016-03-10,85.14,30.12
2016-03-11,86.4,30.99
2016-03-14,85.82,30.87
2016-03-15,85.79,30.65
2016-03-16,84.69,30.43
2016-03-17,85.2,30.73
2016-03-18,86.16,31.04
2016-03-21,86.2,31.04
2016-03-22,85.85,30.97
2016-03-23,85.35,30.57
2016-03-24,84.8,30.43
2016-03-28,84.88,30.36
2016-03-29,84.47,30.32
2016-03-30,85.35,30.6
2016-03-31,84.57,30.37
2016-04-01,85.29,30.48
2016-04-04,85.32,30.4
2016-04-05,82.94,29.78
2016-04-06,83.8,30.05
2016-04-07,81.47,29.26
2016-04-08,81.82,29.46
2016-04-11,81.92,29.62
2016-04-12,82.86,30.23
2016-04-13,85.17,31.36
2016-04-14,84.69,31.64
2016-04-15,84.16,31.58
2016-04-18,85.01,31.8
2016-04-19,86.27,32.21
2016-04-20,87.74,32.68
2016-04-21,87.51,32.52
2016-04-22,88.09,32.82
2016-04-25,87.71,32.63
2016-04-26,88.88,32.99
2016-04-27,88.99,33.02
2016-04-28,88.19,32.65
2016-04-29,87.78,32.45
2016-05-02,87.91,32.66
2016-05-03,86.87,31.92
2016-05-04,85.37,31.27
2016-05-05,85.35,31.11
2016-05-06,85.61,31.23
2016-05-09,84.99,31.15
2016-05-10,86.59,31.73
2016-05-11,86.34,31.62
2016-05-12,86.18,31.39
2016-05-13,84.74,30.89
2016-05-16,85.45,31.25
2016-05-17,85.23,31.11
2016-05-18,88.38,32.4
2016-05-19,87.88,32.06
2016-05-20,88.19,32.34
2016-05-23,87.82,32.26
2016-05-24,89.03,32.85
2016-05-25,90.23,33.39
2016-05-26,89.49,33.15
2016-05-27,90.24,33.48
2016-05-31,89.74,33.44
2016-06-01,89.74,33.52
2016-06-02,90.01,33.64
2016-06-03,88.57,32.94
2016-06-06,89.93,33.38
2016-06-07,89.1,33.16
2016-06-08,89.5,33.23
2016-06-09,88.33,32.77
2016-06-10,87.0,32.24
2016-06-13,86.34,31.82
2016-06-14,84.41,31.11
2016-06-15,84.22,31.28
2016-06-16,83.87,30.86
2016-06-17,83.68,30.93
2016-06-20,84.02,31.17
2016-06-21,84.53,31.29
2016-06-22,84.76,31.27
2016-06-23,86.67,32.2
2016-06-24,81.08,29.87
2016-06-27,77.88,28.19
2016-06-28,78.97,29.12
2016-06-29,80.34,29.89
2016-06-30,81.39,30.48
2016-07-01,80.93,30.18
2016-07-05,78.83,29.27
2016-07-06,79.38,29.5
2016-07-07,79.49,29.79
2016-07-08,80.62,30.33
2016-07-11,81.06,30.71
2016-07-12,82.34,31.37
2016-07-13,82.1,31.36
2016-07-14,82.86,31.86
2016-07-15,82.06,31.89
2016-07-18,82.09,31.78
2016-07-19,82.37,31.9
2016-07-20,82.6,31.76
2016-07-21,82.45,31.555
2016-07-22,82.83,31.86
2016-07-25,82.76,31.75
2016-07-26,82.69,31.98
2016-07-27,82.62,31.93
2016-07-28,83.02,31.95
2016-07-29,82.65,31.83
2016-08-01,82.42,31.53
2016-08-02,81.66,31.22
2016-08-03,83.85,31.74
2016-08-04,83.88,31.77
2016-08-05,86.44,32.79
2016-08-08,86.49,32.72
2016-08-09,86.25,32.76
2016-08-10,85.39,32.35
2016-08-11,85.5,32.46
2016-08-12,85.0,32.33
2016-08-15,85.63,32.8
2016-08-16,85.67,32.77
2016-08-17,85.78,32.87
2016-08-18,85.46,32.97
2016-08-19,85.42,33.0
2016-08-22,85.53,33.03
2016-08-23,85.71,33.1
2016-08-24,85.67,33.09
2016-08-25,85.87,33.19
2016-08-26,86.69,33.43
2016-08-29,87.92,33.72
2016-08-30,88.87,34.1
2016-08-31,90.1,34.15
2016-09-01,89.99,33.96
2016-09-02,90.54,34.23
2016-09-06,89.48,33.68
2016-09-07,90.42,33.88
2016-09-08,90.72,34.01
2016-09-09,89.92,33.73
2016-09-12,90.9,33.94
2016-09-13,89.92,33.44
2016-09-14,89.29,33.2
2016-09-15,90.32,33.46
2016-09-16,89.39,33.02
2016-09-19,90.11,33.11
2016-09-20,90.36,33.08
2016-09-21,90.74,33.26
2016-09-22,90.0,33.46
2016-09-23,89.41,33.46
2016-09-26,87.77,32.77
2016-09-27,88.55,33.05
2016-09-28,89.41,33.39
2016-09-29,88.99,32.9
2016-09-30,90.09,33.38
2016-10-03,89.4,33.23
2016-10-04,90.5,33.54
2016-10-05,91.52,34.17
2016-10-06,91.82,34.2
2016-10-07,91.42,34.22
2016-10-10,91.69,34.38
2016-10-11,90.51,34.01
2016-10-12,90.38,33.97
2016-10-13,87.94,33.22
2016-10-14,88.03,33.38
2016-10-17,88.21,33.21
2016-10-18,89.86,33.64
2016-10-19,91.6,34.24
2016-10-20,93.3,34.28
2016-10-21,92.92,34.41
2016-10-24,93.02,34.67
2016-10-25,93.14,34.52
2016-10-26,94.28,34.75
2016-10-27,95.43,34.91
2016-10-28,95.1,34.58
2016-10-31,95.6,34.67
2016-11-01,95.57,34.59
2016-11-02,94.77,34.03
2016-11-03,94.9,34.04
2016-11-04,94.65,34.09
2016-11-07,96.4,35.09
2016-11-08,96.64,34.94
2016-11-09,101.25,36.74
2016-11-10,105.98,38.23
2016-11-11,105.93,38.94
2016-11-14,108.1,40.0
2016-11-15,108.78,40.2
2016-11-16,107.51,39.64
2016-11-17,110.6,40.17
2016-11-18,111.24,40.41
2016-11-21,110.71,40.5
2016-11-22,110.76,40.73
2016-11-23,111.14,40.95
2016-11-25,112.07,41.01
2016-11-28,109.8,40.28
2016-11-29,109.26,40.43
2016-11-30,110.54,41.15
2016-12-01,112.6,41.98
2016-12-02,111.08,41.64
2016-12-05,111.5,42.16
2016-12-06,111.49,42.76
2016-12-07,112.67,43.32
2016-12-08,114.82,44.05
2016-12-09,115.02,44.11
2016-12-12,114.07,43.4
2016-12-13,114.7,43.46
2016-12-14,114.2,43.27
2016-12-15,115.63,43.84
2016-12-16,114.86,43.16
2016-12-19,115.8,43.41
2016-12-20,118.07,44.03
2016-12-21,117.64,43.89
2016-12-22,117.43,43.95
2016-12-23,117.96,43.98
2016-12-27,118.31,44.16
2016-12-28,117.06,43.75
2016-12-29,116.1,43.38
2016-12-30,116.96,43.47
2017-01-03,117.97,43.67
2017-01-04,118.97,44.31
2017-01-05,117.38,43.65
2017-01-06,119.05,43.77
2017-01-09,118.2,43.36
2017-01-10,118.67,43.74
2017-01-11,121.33,43.96
2017-01-12,117.93,43.38
2017-01-13,118.79,43.86
2017-01-17,113.93,42.38
2017-01-18,116.32,42.75
2017-01-19,115.61,42.5
2017-01-20,117.35,42.87
2017-01-23,116.93,42.65
2017-01-24,118.66,43.38
2017-01-25,121.01,44.15
2017-01-26,121.63,44.49
2017-01-27,121.64,44.12
2017-01-30,120.38,43.61
2017-01-31,120.46,43.44
2017-02-01,121.14,43.5
2017-02-02,120.01,43.03
2017-02-03,122.16,44.12
2017-02-06,122.41,43.87
2017-02-07,121.47,43.71
2017-02-08,121.46,43.27
2017-02-09,122.39,43.91
2017-02-10,123.1,44.14
2017-02-13,124.42,44.61
2017-02-14,126.1,45.32
2017-02-15,127.76,45.62
2017-02-16,126.96,45.47
2017-02-17,126.86,45.32
2017-02-21,127.55,45.48
2017-02-22,127.76,45.48
2017-02-23,128.14,45.45
2017-02-24,126.88,45.17
2017-02-27,128.13,45.4
2017-02-28,127.23,45.13
2017-03-01,130.85001,46.56
2017-03-02,127.51,45.48
2017-03-03,127.83,45.7
2017-03-06,127.59,45.48
2017-03-07,127.4,45.23
2017-03-08,127.55,45.06
2017-03-09,127.48,45.09
2017-03-10,126.46,44.93
2017-03-13,126.4,45.01
2017-03-14,126.22,44.91
2017-03-15,125.23,44.61
2017-03-16,125.72,44.9
2017-03-17,124.35,44.59
2017-03-20,123.79,43.9372
2017-03-21,118.7,41.84
2017-03-22,118.65,41.67
2017-03-23,119.28,41.96
2017-03-24,119.4,42.01
2017-03-27,118.2,41.79
2017-03-28,120.27,42.42
2017-03-29,119.34,42.28
2017-03-30,121.53,43.38
2017-03-31,120.24,42.98
2017-04-03,119.84,42.72
2017-04-04,119.15,42.73
2017-04-05,118.29,42.04
2017-04-06,119.26,42.5
2017-04-07,119.17,42.38
2017-04-10,118.37,42.18
2017-04-11,118.03,42.37
2017-04-12,116.0,41.86
2017-04-13,115.8,41.01
2017-04-17,118.41,41.73
2017-04-18,116.41,41.53
2017-04-19,116.48,41.74
2017-04-20,118.83,42.49
2017-04-21,118.17,42.36
2017-04-24,120.86,43.23
2017-04-25,121.11,43.41
2017-04-26,122.0,43.74
2017-04-27,121.02,43.22
2017-04-28,119.75,42.62
2017-05-01,121.15,42.93
2017-05-02,120.66,42.7
2017-05-03,122.44,43.02
2017-05-04,123.45,43.15
2017-05-05,123.12,43.07
2017-05-08,123.68,43.13
2017-05-09,121.96,42.93
2017-05-10,122.45,43.0
2017-05-11,121.74,42.48
2017-05-12,120.81,42.32
2017-05-15,122.14,42.68
2017-05-16,122.62,42.85
2017-05-17,117.19,41.15
2017-05-18,117.36,41.31
2017-05-19,118.76,41.52
2017-05-22,119.45,41.68
2017-05-23,121.15,42.24
2017-05-24,120.96,42.09
