date,PG,XLP
2010-01-04,61.12,26.67
2010-01-05,61.14,26.68
2010-01-06,60.85,26.66
2010-01-07,60.52,26.66
2010-01-08,60.44,26.57
2010-01-11,60.2,26.64
2010-01-12,60.89,26.79
2010-01-13,61.52,26.98
2010-01-14,61.58,26.9
2010-01-15,60.82,26.77
2010-01-19,61.72,26.93
2010-01-20,60.45,26.73
2010-01-21,59.84,26.35
2010-01-22,60.31,26.29
2010-01-25,60.63,26.34
2010-01-26,60.69,26.31
2010-01-27,60.81,26.37
2010-01-28,61.68,26.3
2010-01-29,61.55,26.2
2010-02-01,61.99,26.4
2010-02-02,62.9,26.78
2010-02-03,62.65,26.59
2010-02-04,61.4,26.05
2010-02-05,61.3,25.98
2010-02-08,61.01,25.95
2010-02-09,61.76,26.26
2010-02-10,61.67,26.23
2010-02-11,61.96,26.441
2010-02-12,61.76,26.44
2010-02-16,62.83,26.71
2010-02-17,62.85,26.9
2010-02-18,63.39,27.06
2010-02-19,63.45,27.12
2010-02-22,63.42,27.12
2010-02-23,63.21,26.97
2010-02-24,63.89,27.14
2010-02-25,63.7,27.16
2010-02-26,63.28,27.03
2010-03-01,63.51,27.22
2010-03-02,63.71,27.32
2010-03-03,63.55,27.33
2010-03-04,63.67,27.42
2010-03-05,63.69,27.59
2010-03-08,63.19,27.49
2010-03-09,63.3,27.45
2010-03-10,63.01,27.41
2010-03-11,63.17,27.46
2010-03-12,63.32,27.48
2010-03-15,63.7,27.689
2010-03-16,63.53,27.82
2010-03-17,64.01,27.94
2010-03-18,63.73,27.97
2010-03-19,63.84,27.77
2010-03-22,63.88,27.91
2010-03-23,64.53,28.13
2010-03-24,63.61,27.93
2010-03-25,63.62,27.89
2010-03-26,63.69,27.91
2010-03-29,63.73,28.04
2010-03-30,63.66,28.09
2010-03-31,63.27,27.93
2010-04-01,63.36,28.11
2010-04-05,63.76,28.11
2010-04-06,63.11,28.02
2010-04-07,62.5,27.84
2010-04-08,62.56,27.89
2010-04-09,62.73,28.04
2010-04-12,62.7,28.13
2010-04-13,63.0,28.04
2010-04-14,63.19,28.08
2010-04-15,63.0,28.03
2010-04-16,62.85,27.91
2010-04-19,63.22,28.02
2010-04-20,63.19,28.099
2010-04-21,63.63,28.1
2010-04-22,63.59,28.1
2010-04-23,63.54,28.03
2010-04-26,63.94,27.97
2010-04-27,63.11,27.48
2010-04-28,63.17,27.7
2010-04-29,62.2,27.79
2010-04-30,62.16,27.63
2010-05-03,62.68,27.79
2010-05-04,61.71,27.51
2010-05-05,62.16,27.61
2010-05-06,60.75,26.92
2010-05-07,60.31,26.74
2010-05-10,62.42,27.52
2010-05-11,62.37,27.51
2010-05-12,63.02,27.7
2010-05-13,62.75,27.53
2010-05-14,62.54,27.27
2010-05-17,63.38,27.56
2010-05-18,63.21,27.4
2010-05-19,63.22,27.33
2010-05-20,61.61,26.52
2010-05-21,61.85,26.62
2010-05-24,61.4,26.43
2010-05-25,61.05,26.12
2010-05-26,60.44,25.95
2010-05-27,60.95,26.48
2010-05-28,61.09,26.35
2010-06-01,61.16,26.29
2010-06-02,61.74,26.74
2010-06-03,61.8,26.78
2010-06-04,60.8,26.07
2010-06-07,60.62,25.87
2010-06-08,62.14,26.29
2010-06-09,61.47,26.24
2010-06-10,61.91,26.69
2010-06-11,61.01,26.47
2010-06-14,61.25,26.62
2010-06-15,61.91,26.89
2010-06-16,61.19,26.71
2010-06-17,61.76,26.95
2010-06-18,61.3,26.66
2010-06-21,61.1,26.59
2010-06-22,60.72,26.3
2010-06-23,61.38,26.47
2010-06-24,60.87,26.15
2010-06-25,59.79,25.88
2010-06-28,60.62,26.1
2010-06-29,60.32,25.68
2010-06-30,59.98,25.5
2010-07-01,59.54,25.55
2010-07-02,59.38,25.45
2010-07-06,59.34,25.6
2010-07-07,60.82,26.09
2010-07-08,61.95,26.48
2010-07-09,61.75,26.48
2010-07-12,62.09,26.57
2010-07-13,62.39,26.81
2010-07-14,62.66,26.82
2010-07-15,62.73,26.9
2010-07-16,61.99,26.52
2010-07-19,61.86,26.57
2010-07-20,62.07,26.89
2010-07-21,61.11,26.6
2010-07-22,61.37,26.9
2010-07-23,61.91,27.15
2010-07-26,62.52,27.29
2010-07-27,63.08,27.39
2010-07-28,62.7,27.24
2010-07-29,61.67,26.91
2010-07-30,61.16,26.98
2010-08-02,62.06,27.29
2010-08-03,59.94,27.05
2010-08-04,59.55,27.15
2010-08-05,59.86,27.03
2010-08-06,60.02,27.09
2010-08-09,60.38,27.23
2010-08-10,60.78,27.29
2010-08-11,60.27,26.84
2010-08-12,59.99,26.81
2010-08-13,59.82,26.8
2010-08-16,59.77,26.77
2010-08-17,60.29,27.03
2010-08-18,60.75,27.05
2010-08-19,60.19,26.73
2010-08-20,59.98,26.73
2010-08-23,60.03,26.79
2010-08-24,59.66,26.66
2010-08-25,59.67,26.72
2010-08-26,59.54,26.52
2010-08-27,59.8,26.69
2010-08-30,59.37,26.46
2010-08-31,59.67,26.48
2010-09-01,59.8,26.95
2010-09-02,60.07,27.12
2010-09-03,60.29,27.29
2010-09-07,60.14,27.18
2010-09-08,60.37,27.3
2010-09-09,60.29,27.39
2010-09-10,60.4,27.52
2010-09-13,60.48,27.55
2010-09-14,60.64,27.6
2010-09-15,61.11,27.79
2010-09-16,61.11,27.82
2010-09-17,60.97,27.55
2010-09-20,61.43,27.85
2010-09-21,61.52,27.8
2010-09-22,61.79,27.85
2010-09-23,61.22,27.67
2010-09-24,61.64,28.04
2010-09-27,61.04,27.88
2010-09-28,60.62,28.06
2010-09-29,60.25,27.98
2010-09-30,59.97,27.88
2010-10-01,60.16,27.93
2010-10-04,59.96,27.8475
2010-10-05,60.82,28.11
2010-10-06,60.87,28.23
2010-10-07,60.8,28.13
2010-10-08,61.86,28.19
2010-10-11,62.14,28.22
2010-10-12,62.02,28.29
2010-10-13,62.63,28.53
2010-10-14,62.8,28.54
2010-10-15,62.76,28.61
2010-10-18,63.35,28.71
2010-10-19,63.18,28.36
2010-10-20,63.37,28.61
2010-10-21,63.51,28.71
2010-10-22,63.4,28.81
2010-10-25,63.54,28.88
2010-10-26,62.86,28.72
2010-10-27,63.08,28.57
2010-10-28,63.19,28.67
2010-10-29,63.57,28.77
2010-11-01,63.62,28.65
2010-11-02,64.02,28.82
2010-11-03,64.31,28.91
2010-11-04,65.0,29.26
2010-11-05,65.0,29.11
2010-11-08,64.75,29.06
2010-11-09,64.81,28.91
2010-11-10,64.57,28.82
2010-11-11,64.36,28.85
2010-11-12,64.33,28.71
2010-11-15,64.29,28.72
2010-11-16,63.45,28.4
2010-11-17,63.27,28.41
2010-11-18,64.02,28.79
2010-11-19,64.05,28.81
2010-11-22,63.56,28.81
2010-11-23,62.61,28.47
2010-11-24,62.6,28.69
2010-11-26,62.13,28.5
2010-11-29,62.13,28.45
2010-11-30,61.07,28.32
2010-12-01,62.15,28.78
2010-12-02,62.36,28.8
2010-12-03,62.33,28.81
2010-12-06,62.06,28.74
2010-12-07,62.15,28.9
2010-12-08,62.63,29.01
2010-12-09,62.87,29.09
2010-12-10,63.2,29.14
2010-12-13,63.19,29.14
2010-12-14,63.55,29.28
2010-12-15,63.64,29.31
2010-12-16,64.5,29.5675
2010-12-17,64.81,29.36
2010-12-20,64.97,29.33
2010-12-21,64.87,29.26
2010-12-22,64.95,29.3875
2010-12-23,65.24,29.4
2010-12-27,64.67,29.26
2010-12-28,64.76,29.34
2010-12-29,64.4,29.35
2010-12-30,64.28,29.3
2010-12-31,64.33,29.31
2011-01-03,64.77,29.35
2011-01-04,64.95,29.27
2011-01-05,64.8,29.28
2011-01-06,64.69,29.18
2011-01-07,64.5,29.0325
2011-01-10,64.36,29.0525
2011-01-11,64.04,29.03
2011-01-12,64.97,29.27
2011-01-13,65.48,29.33
2011-01-14,65.53,29.33
2011-01-18,65.5,29.3475
2011-01-19,65.35,29.29
2011-01-20,65.8,29.44
2011-01-21,65.91,29.49
2011-01-24,66.58,29.54
2011-01-25,66.7,29.635
2011-01-26,66.11,29.56
2011-01-27,64.18,29.26
2011-01-28,64.2,28.98
2011-01-31,63.13,28.88
2011-02-01,62.92,29.09
2011-02-02,62.79,28.98
2011-02-03,62.9,29.13
2011-02-04,63.61,29.3
2011-02-07,64.55,29.34
2011-02-08,64.64,29.48
2011-02-09,64.39,29.53
2011-02-10,64.58,29.42
2011-02-11,64.73,29.58
2011-02-14,64.54,29.45
2011-02-15,63.92,29.44
2011-02-16,63.76,29.52
2011-02-17,64.0,29.72
2011-02-18,64.3,29.8
2011-02-22,64.07,29.59
2011-02-23,64.15,29.52
2011-02-24,63.05,29.4
2011-02-25,62.84,29.55
2011-02-28,63.05,29.72
2011-03-01,62.74,29.49
2011-03-02,62.41,29.41
2011-03-03,62.55,29.71
2011-03-04,62.03,29.58
2011-03-07,61.71,29.5
2011-03-08,62.05,29.76
2011-03-09,62.0,29.91
2011-03-10,61.49,29.71
2011-03-11,61.49,29.73
2011-03-14,61.35,29.52
2011-03-15,60.66,29.26
2011-03-16,59.73,28.8425
2011-03-17,60.43,28.98
2011-03-18,60.6,29.05
2011-03-21,61.3,29.41
2011-03-22,60.93,29.37
2011-03-23,60.91,29.42
2011-03-24,61.14,29.69
2011-03-25,60.88,29.69
2011-03-28,60.66,29.68
2011-03-29,61.28,29.82
2011-03-30,61.97,29.98
2011-03-31,61.6,29.92
2011-04-01,62.08,30.07
2011-04-04,62.26,30.13
2011-04-05,61.67,30.16
2011-04-06,61.76,30.3
2011-04-07,62.13,30.34
2011-04-08,61.9,30.25
2011-04-11,62.19,30.41
2011-04-12,62.89,30.51
2011-04-13,62.99,30.53
2011-04-14,63.3,30.71
2011-04-15,64.18,30.84
2011-04-18,64.0,30.67
2011-04-19,63.86,30.73
2011-04-20,63.72,30.89
2011-04-21,63.27,30.9
2011-04-25,63.37,30.82
2011-04-26,63.83,31.03
2011-04-27,64.02,31.23
2011-04-28,64.5,31.43
2011-04-29,64.9,31.52
2011-05-02,65.18,31.56
2011-05-03,65.71,31.64
2011-05-04,66.47,31.6
2011-05-05,65.88,31.36
2011-05-06,65.27,31.44
2011-05-09,65.14,31.55
2011-05-10,65.73,31.74
2011-05-11,65.92,31.68
2011-05-12,66.84,32.15
2011-05-13,66.86,32.11
2011-05-16,66.94,32.12
2011-05-17,67.42,32.19
2011-05-18,67.38,32.24
2011-05-19,67.46,32.42
2011-05-20,67.36,32.32
2011-05-23,67.05,32.098
2011-05-24,67.01,32.07
2011-05-25,66.38,31.86
2011-05-26,66.19,31.91
2011-05-27,66.2,32.04
2011-05-31,67.0,32.31
2011-06-01,66.4,31.98
2011-06-02,66.01,31.61
2011-06-03,65.43,31.31
2011-06-06,65.5,31.15
2011-06-07,65.06,31.08
2011-06-08,64.85,31.1
2011-06-09,65.01,31.27
2011-06-10,64.7,30.91
2011-06-13,64.77,31.05
2011-06-14,64.76,31.38
2011-06-15,63.76,30.91
2011-06-16,64.26,31.16
2011-06-17,64.69,31.135
2011-06-20,65.09,31.37
2011-06-21,64.22,31.34
2011-06-22,64.06,31.14
2011-06-23,63.46,30.86
2011-06-24,62.59,30.61
2011-06-27,62.82,30.75
2011-06-28,62.72,30.81
2011-06-29,62.55,30.99
2011-06-30,63.57,31.23
2011-07-01,64.27,31.47
2011-07-05,64.26,31.46
2011-07-06,64.7,31.63
2011-07-07,64.95,31.85
2011-07-08,64.93,31.74
2011-07-11,64.72,31.51
2011-07-12,64.53,31.41
2011-07-13,64.64,31.41
2011-07-14,64.6,31.27
2011-07-15,64.83,31.36
2011-07-18,64.55,31.16
2011-07-19,64.61,31.59
2011-07-20,64.2,31.54
2011-07-21,64.49,31.8
2011-07-22,64.25,31.74
2011-07-25,63.31,31.45
2011-07-26,63.09,31.37
2011-07-27,62.2,31.03
2011-07-28,61.92,31.029
2011-07-29,61.49,30.83
2011-08-01,61.43,30.72
2011-08-02,60.87,30.32
2011-08-03,60.73,30.44
2011-08-04,59.58,29.49
2011-08-05,60.59,29.91
2011-08-08,59.29,28.78
2011-08-09,60.22,29.48
2011-08-10,58.51,28.35
2011-08-11,60.45,29.19
2011-08-12,61.14,29.54
2011-08-15,61.88,29.96
2011-08-16,61.62,30.03
2011-08-17,61.67,30.23
2011-08-18,60.86,29.69
2011-08-19,60.96,29.55
2011-08-22,61.71,29.64
2011-08-23,63.02,30.25
2011-08-24,63.31,30.38
2011-08-25,62.53,29.915
2011-08-26,62.57,30.17
2011-08-29,63.09,30.71
2011-08-30,63.5,30.79
2011-08-31,63.68,30.89
2011-09-01,63.26,30.78
2011-09-02,62.55,30.34
2011-09-06,62.38,30.22
2011-09-07,62.72,30.76
2011-09-08,62.91,30.68
2011-09-09,61.84,30.0
2011-09-12,61.83,30.03
2011-09-13,61.94,30.14
2011-09-14,62.34,30.5
2011-09-15,62.78,30.86
2011-09-16,64.33,30.84
2011-09-19,63.81,30.58
2011-09-20,64.08,30.64
2011-09-21,63.02,30.01
2011-09-22,61.17,29.44
2011-09-23,61.25,29.5
2011-09-26,62.54,30.07
2011-09-27,63.26,30.25
2011-09-28,62.73,29.68
2011-09-29,63.7,29.97
2011-09-30,63.18,29.66
2011-10-03,62.84,29.23
2011-10-04,63.37,29.51
2011-10-05,63.34,29.55
2011-10-06,63.61,29.9
2011-10-07,63.91,30.07
2011-10-10,64.8,30.54
2011-10-11,64.57,30.48
2011-10-12,64.89,30.72
2011-10-13,64.65,30.63
2011-10-14,64.89,30.87
2011-10-17,64.26,30.66
2011-10-18,64.92,30.89
2011-10-19,64.75,30.8
2011-10-20,65.09,30.97
2011-10-21,66.26,31.47
2011-10-24,65.37,31.25
2011-10-25,64.51,30.88
2011-10-26,64.95,31.19
2011-10-27,65.26,31.59
2011-10-28,64.73,31.51
2011-10-31,63.99,31.04
2011-11-01,62.71,30.5
2011-11-02,62.86,30.79
2011-11-03,63.21,31.17
2011-11-04,63.03,30.99
2011-11-07,63.46,31.25
2011-11-08,64.21,31.56
2011-11-09,62.72,30.82
2011-11-10,63.24,31.12
2011-11-11,63.89,31.48
2011-11-14,63.05,31.21
2011-11-15,63.56,31.36
2011-11-16,63.28,31.08
2011-11-17,62.94,30.97
2011-11-18,63.24,31.06
2011-11-21,61.66,30.56
2011-11-22,61.69,30.59
2011-11-23,61.06,30.26
2011-11-25,61.0,30.37
2011-11-28,62.24,30.85
2011-11-29,62.53,31.17
2011-11-30,64.57,31.9
2011-12-01,64.08,31.85
2011-12-02,64.66,31.74
2011-12-05,64.84,31.93
2011-12-06,64.84,31.97
2011-12-07,65.23,32.05
2011-12-08,64.47,31.68
2011-12-09,64.97,32.01
2011-12-12,64.31,31.72
2011-12-13,64.73,31.65
2011-12-14,64.45,31.49
2011-12-15,64.99,31.81
2011-12-16,65.14,31.49
2011-12-19,64.95,31.36
2011-12-20,65.79,32.01
2011-12-21,66.0,32.35
2011-12-22,66.19,32.34
2011-12-23,66.67,32.57
2011-12-27,66.79,32.63
2011-12-28,66.54,32.47
2011-12-29,66.97,32.64
2011-12-30,66.71,32.49
2012-01-03,66.83,32.46
2012-01-04,66.8,32.39
2012-01-05,66.52,32.37
2012-01-06,66.36,32.16
2012-01-09,66.64,32.21
2012-01-10,66.33,32.32
2012-01-11,65.68,32.18
2012-01-12,65.81,32.17
2012-01-13,65.81,32.14
2012-01-17,66.26,32.26
2012-01-18,66.03,32.33
2012-01-19,66.08,32.39
2012-01-20,66.23,32.4
2012-01-23,65.0,32.37
2012-01-24,64.5,32.19
2012-01-25,64.98,32.56
2012-01-26,64.8,32.44
2012-01-27,64.3,32.22
2012-01-30,63.21,32.01
2012-01-31,63.04,32.03
2012-02-01,63.21,32.26
2012-02-02,63.32,32.38
2012-02-03,62.77,32.48
2012-02-06,63.51,32.46
2012-02-07,63.7,32.49
2012-02-08,63.64,32.5
2012-02-09,64.04,32.68
2012-02-10,63.88,32.61
2012-02-13,64.23,32.75
2012-02-14,64.48,32.83
2012-02-15,64.55,32.82
2012-02-16,65.2,33.03
2012-02-17,64.91,33.06
2012-02-21,64.42,32.87
2012-02-22,64.44,32.78
2012-02-23,66.42,32.95
2012-02-24,66.71,33.06
2012-02-27,66.7,33.06
2012-02-28,67.39,33.17
2012-02-29,67.62,33.23
2012-03-01,66.66,33.18
2012-03-02,66.67,33.21
2012-03-05,66.95,33.36
2012-03-06,66.84,33.08
2012-03-07,66.58,33.13
2012-03-08,66.9,33.36
2012-03-09,66.93,33.47
2012-03-12,67.71,33.59
2012-03-13,67.9,33.84
2012-03-14,67.85,33.74
2012-03-15,67.68,33.8
2012-03-16,67.25,33.6
2012-03-19,67.21,33.62
2012-03-20,67.21,33.6
2012-03-21,67.2,33.65
2012-03-22,67.52,33.68
2012-03-23,67.43,33.76
2012-03-26,67.46,33.99
2012-03-27,67.15,33.97
2012-03-28,67.19,33.89
2012-03-29,67.01,33.875
2012-03-30,67.21,34.08
2012-04-02,67.56,34.35
2012-04-03,67.09,34.16
2012-04-04,67.26,34.05
2012-04-05,67.31,34.05
2012-04-09,66.81,33.74
2012-04-10,66.35,33.44
2012-04-11,66.44,33.605
2012-04-12,66.09,33.635
2012-04-13,65.81,33.63
2012-04-16,66.78,33.77
2012-04-17,67.02,34.11
2012-04-18,66.75,34.12
2012-04-19,66.57,34.0
2012-04-20,67.51,34.31
2012-04-23,66.65,33.78
2012-04-24,67.0,33.79
2012-04-25,66.89,34.01
2012-04-26,66.87,34.32
2012-04-27,64.44,34.27
2012-04-30,63.64,34.18
2012-05-01,63.57,34.27
2012-05-02,63.98,34.3
2012-05-03,64.51,34.35
2012-05-04,64.28,34.08
2012-05-07,64.25,34.13
2012-05-08,64.16,34.05
2012-05-09,63.67,33.88
2012-05-10,64.14,34.12
2012-05-11,63.68,34.03
2012-05-14,63.58,33.89
2012-05-15,63.72,33.85
2012-05-16,64.29,33.96
2012-05-17,63.96,33.72
2012-05-18,63.52,33.52
2012-05-21,63.39,33.65
2012-05-22,63.15,33.69
2012-05-23,62.39,33.6
2012-05-24,62.57,33.92
2012-05-25,62.49,33.89
2012-05-29,62.95,34.13
2012-05-30,62.32,33.85
2012-05-31,62.29,33.78
2012-06-01,61.55,33.16
2012-06-04,61.4,33.27
2012-06-05,61.165,33.23
2012-06-06,61.8,33.68
2012-06-07,62.76,33.8
2012-06-08,62.75,34.09
2012-06-11,62.54,33.93
2012-06-12,62.76,34.09
2012-06-13,62.57,34.045
2012-06-14,63.18,34.51
2012-06-15,62.88,34.33
2012-06-18,62.29,34.42
2012-06-19,62.21,34.39
2012-06-20,60.39,34.21
2012-06-21,59.75,33.805
2012-06-22,59.83,33.91
2012-06-25,59.31,33.7
2012-06-26,59.27,33.78
2012-06-27,59.98,33.98
2012-06-28,60.29,34.13
2012-06-29,61.25,34.77
2012-07-02,61.19,34.965
2012-07-03,61.36,35.13
2012-07-05,61.35,35.0
2012-07-06,61.28,34.96
2012-07-09,61.55,34.92
2012-07-10,61.73,34.96
2012-07-11,61.4,34.91
2012-07-12,63.7,34.94
2012-07-13,65.09,35.33
2012-07-16,64.81,35.15
2012-07-17,65.35,35.3
2012-07-18,64.82,35.31
2012-07-19,64.92,35.26
2012-07-20,64.73,35.045
2012-07-23,64.39,34.74
2012-07-24,64.02,34.63
2012-07-25,64.02,34.64
2012-07-26,64.56,35.21
2012-07-27,65.09,35.61
2012-07-30,65.1,35.79
2012-07-31,64.54,35.63
2012-08-01,64.01,35.45
2012-08-02,63.51,35.16
2012-08-03,65.5,35.75
2012-08-06,65.81,35.73
2012-08-07,66.22,35.54
2012-08-08,66.72,35.79
2012-08-09,66.73,35.64
2012-08-10,66.77,35.63
2012-08-13,66.48,35.62
2012-08-14,66.73,35.76
2012-08-15,66.64,35.78
2012-08-16,67.0,35.87
2012-08-17,67.0,35.9
2012-08-20,66.75,35.9
2012-08-21,66.77,35.68
2012-08-22,66.85,35.57
2012-08-23,66.68,35.29
2012-08-24,67.02,35.6
2012-08-27,67.11,35.65
2012-08-28,66.99,35.67
2012-08-29,66.87,35.59
2012-08-30,66.88,35.45
2012-08-31,67.19,35.46
2012-09-04,67.4,35.67
2012-09-05,67.29,35.61
2012-09-06,68.24,36.05
2012-09-07,68.52,35.76
2012-09-10,68.51,35.72
2012-09-11,68.26,35.61
2012-09-12,68.1,35.42
2012-09-13,68.91,36.05
2012-09-14,69.16,35.78
2012-09-17,69.25,35.88
2012-09-18,69.22,36.08
2012-09-19,69.26,36.18
2012-09-20,69.56,36.38
2012-09-21,69.42,35.96
2012-09-24,69.76,36.08
2012-09-25,69.59,35.83
2012-09-26,69.3,35.825
2012-09-27,69.3,35.95
2012-09-28,69.36,35.825
2012-10-01,69.45,36.06
2012-10-02,68.79,36.09
2012-10-03,69.17,36.2
2012-10-04,69.38,36.37
2012-10-05,69.63,36.51
2012-10-08,69.1,36.4
2012-10-09,68.7,36.05
2012-10-10,68.14,35.9
2012-10-11,68.0,35.82
2012-10-12,67.94,35.85
2012-10-15,68.71,36.09
2012-10-16,69.0,36.18
2012-10-17,69.47,36.335
2012-10-18,69.47,36.14
2012-10-19,68.57,35.71
2012-10-22,68.5,35.73
2012-10-23,67.44,35.25
2012-10-24,68.08,35.25
2012-10-25,70.07,35.47
2012-10-26,69.44,35.35
2012-10-31,69.24,35.39
2012-11-01,69.25,35.41
2012-11-02,69.19,35.2
2012-11-05,68.67,35.14
2012-11-06,68.93,35.4
2012-11-07,68.06,34.9802
2012-11-08,66.91,34.6
2012-11-09,67.01,34.6
2012-11-12,67.08,34.6
2012-11-13,66.85,34.58
2012-11-14,66.53,34.2
2012-11-15,66.32,34.19
2012-11-16,66.82,34.41
2012-11-19,67.92,34.97
2012-11-20,68.3,35.1
2012-11-21,68.47,35.15
2012-11-23,69.59,35.67
2012-11-26,69.48,35.41
2012-11-27,68.99,35.38
2012-11-28,69.44,35.72
2012-11-29,69.5,35.91
2012-11-30,69.83,36.04
2012-12-03,69.58,35.8995
2012-12-04,69.31,35.825
2012-12-05,69.41,35.89
2012-12-06,69.95,35.93
2012-12-07,70.29,36.18
2012-12-10,70.22,36.14
2012-12-11,70.66,36.16
2012-12-12,70.76,36.08
2012-12-13,70.13,36.02
2012-12-14,69.93,35.96
2012-12-17,69.93,36.04
2012-12-18,69.97,36.03
2012-12-19,69.34,35.67
2012-12-20,69.82,35.87
2012-12-21,68.72,35.17
2012-12-24,68.52,35.06
2012-12-26,68.0,34.76
2012-12-27,67.97,34.82
2012-12-28,67.15,34.45
2012-12-31,67.89,34.9
2013-01-02,69.39,35.8
2013-01-03,68.95,35.71
2013-01-04,69.09,35.81
2013-01-07,68.62,35.57
2013-01-08,68.51,35.47
2013-01-09,68.88,35.55
2013-01-10,69.27,35.76
2013-01-11,69.22,35.92
2013-01-14,69.63,36.03
2013-01-15,69.88,36.14
2013-01-16,69.34,36.09
2013-01-17,69.67,36.33
2013-01-18,69.94,36.48
2013-01-22,69.95,36.49
2013-01-23,70.69,36.48
2013-01-24,70.42,36.58
2013-01-25,73.25,36.76
2013-01-28,73.77,36.79
2013-01-29,75.0,36.99
2013-01-30,75.08,36.92
2013-01-31,75.16,36.87
2013-02-01,75.92,37.17
2013-02-04,75.25,36.82
2013-02-05,75.7,37.26
2013-02-06,76.15,37.31
2013-02-07,76.15,37.51
2013-02-08,75.75,37.48
2013-02-11,75.81,37.48
2013-02-12,75.98,37.44
2013-02-13,76.56,37.48
2013-02-14,76.78,37.558
2013-02-15,76.54,37.61
2013-02-19,77.38,37.99
2013-02-20,77.08,37.92
2013-02-21,77.04,38.04
2013-02-22,76.99,38.26
2013-02-25,75.92,37.74
2013-02-26,76.08,37.83
2013-02-27,76.75,38.11
2013-02-28,76.18,38.09
2013-03-01,76.49,38.22
2013-03-04,76.68,38.51
2013-03-05,77.05,38.64
2013-03-06,77.2,38.55
2013-03-07,76.9,38.55
2013-03-08,77.18,38.62
2013-03-11,77.35,38.66
2013-03-12,77.17,38.62
2013-03-13,76.8,38.72
2013-03-14,77.39,38.85
2013-03-15,76.34,38.485
2013-03-18,76.16,38.37
2013-03-19,77.11,38.69
2013-03-20,77.58,39.06
2013-03-21,77.21,38.94
2013-03-22,77.27,39.3
2013-03-25,76.68,39.27
2013-03-26,77.4,39.64
2013-03-27,77.06,39.61
2013-03-28,77.06,39.77
2013-04-01,77.7,39.75
2013-04-02,78.96,40.18
2013-04-03,78.12,39.74
2013-04-04,78.54,39.95
2013-04-05,78.23,39.66
2013-04-08,78.79,40.11
2013-04-09,78.26,40.07
2013-04-10,79.24,40.37
2013-04-11,79.67,40.565
2013-04-12,80.08,40.71
2013-04-15,79.65,40.06
2013-04-16,80.1,40.81
2013-04-17,79.06,40.46
2013-04-18,79.87,40.38
2013-04-19,81.43,41.01
2013-04-22,81.4,41.11
2013-04-23,82.54,41.43
2013-04-24,77.12,40.77
2013-04-25,76.58,40.9
2013-04-26,77.1,40.89
2013-04-29,77.68,41.02
2013-04-30,76.77,40.94
2013-05-01,76.99,40.9
2013-05-02,77.76,41.05
2013-05-03,78.19,41.23
2013-05-06,77.75,40.93
2013-05-07,77.94,41.2401
2013-05-08,78.44,41.29
2013-05-09,78.21,41.0
2013-05-10,78.76,41.16
2013-05-13,78.59,41.23
2013-05-14,79.47,41.72
2013-05-15,80.68,42.135
2013-05-16,80.2,41.8768
2013-05-17,80.02,41.94
2013-05-20,79.09,41.51
2013-05-21,78.8,41.55
2013-05-22,78.82,41.48
2013-05-23,78.7,41.31
2013-05-24,81.88,41.7
2013-05-28,80.86,41.77
2013-05-29,78.9,40.97
2013-05-30,79.09,40.81
2013-05-31,76.76,40.05
2013-06-03,77.66,40.49
2013-06-04,77.37,40.5
2013-06-05,76.66,40.01
2013-06-06,76.82,40.18
2013-06-07,77.75,40.68
2013-06-10,78.07,40.68
2013-06-11,78.12,40.58
2013-06-12,77.6,40.38
2013-06-13,78.43,40.8
2013-06-14,78.03,40.7
2013-06-17,78.96,41.06
2013-06-18,79.04,41.21
2013-06-19,77.61,40.39
2013-06-20,75.25,39.17
2013-06-21,77.43,39.43
2013-06-24,76.58,39.265
2013-06-25,76.69,39.33
2013-06-26,77.4,39.74
2013-06-27,77.67,39.92
2013-06-28,76.99,39.67
2013-07-01,78.02,39.96
2013-07-02,78.44,40.01
2013-07-03,78.57,39.93
2013-07-05,78.34,40.03
2013-07-08,78.76,40.43
2013-07-09,79.57,40.73
2013-07-10,79.8,40.78
2013-07-11,80.77,41.42
2013-07-12,81.55,41.43
2013-07-15,81.51,41.49
2013-07-16,80.97,41.34
2013-07-17,80.09,41.42
2013-07-18,80.3,41.56
2013-07-19,81.37,41.8
2013-07-22,81.22,41.71
2013-07-23,80.95,41.63
2013-07-24,80.27,41.36
2013-07-25,80.41,41.58
2013-07-26,80.39,41.53
2013-07-29,80.09,41.44
2013-07-30,80.44,41.4
2013-07-31,80.3,41.39
2013-08-01,81.64,41.73
2013-08-02,81.29,41.75
2013-08-05,81.4,41.78
2013-08-06,81.74,41.73
2013-08-07,81.96,41.53
2013-08-08,82.17,41.75
2013-08-09,81.64,41.57
2013-08-12,81.62,41.45
2013-08-13,81.66,41.48
2013-08-14,81.25,41.19
2013-08-15,80.48,40.53
2013-08-16,79.9,40.29
2013-08-19,79.59,40.11
2013-08-20,79.53,40.12
2013-08-21,79.38,39.81
2013-08-22,79.77,39.98
2013-08-23,80.01,40.21
2013-08-26,78.54,39.74
2013-08-27,77.97,39.528
2013-08-28,76.85,39.23
2013-08-29,77.31,39.39
2013-08-30,77.89,39.51
2013-09-03,77.75,39.48
2013-09-04,77.49,39.725
2013-09-05,77.14,39.67
2013-09-06,77.15,39.77
2013-09-09,78.16,40.05
2013-09-10,77.95,40.09
2013-09-11,78.27,40.375
2013-09-12,78.26,40.39
2013-09-13,79.05,40.72
2013-09-16,80.16,41.09
