date,F,XLY
2017-10-06,12.31,91.72
2017-10-09,12.34,91.43
2017-10-10,12.39,91.34
2017-10-11,12.38,91.39
2017-10-12,12.12,90.78
2017-10-13,12.05,91.22
2017-10-16,12.12,91.34
2017-10-17,12.27,91.39
2017-10-18,12.19,91.14
2017-10-19,12.23,91.14
2017-10-20,12.1,91.36
2017-10-23,12.04,90.74
2017-10-24,12.19,90.96
2017-10-25,12.04,90.61
2017-10-26,12.27,90.93
2017-10-27,12.06,92.4
2017-10-30,12.1,91.98
2017-10-31,12.27,91.99
2017-11-01,12.35,92.02
2017-11-02,12.42,91.33
2017-11-03,12.36,91.7
2017-11-06,12.33,92.37
2017-11-07,12.16,91.82
2017-11-08,12.06,91.92
2017-11-09,12.04,92.06
2017-11-10,12.01,92.37
2017-11-13,12.16,92.68
2017-11-14,12.02,92.76
2017-11-15,12.0,92.36
2017-11-16,12.04,93.13
2017-11-17,12.01,93.54
2017-11-20,12.13,93.72
2017-11-21,12.12,94.3
2017-11-22,12.07,94.39
2017-11-24,12.1,94.63
2017-11-27,12.11,94.7
2017-11-28,12.21,95.75
2017-11-29,12.56,96.16
2017-11-30,12.52,96.65
2017-12-01,12.58,96.61
2017-12-04,12.63,97.73
2017-12-05,12.43,97.17
2017-12-06,12.38,96.54
2017-12-07,12.53,96.79
2017-12-08,12.61,97.25
2017-12-11,12.58,97.46
2017-12-12,12.6,97.5
2017-12-13,12.63,97.58
2017-12-14,12.46,97.88
2017-12-15,12.58,97.97
2017-12-18,12.66,98.85
2017-12-19,12.69,98.72
2017-12-20,12.72,98.53
2017-12-21,12.63,99.17
2017-12-22,12.58,98.98
2017-12-26,12.6,99.2
2017-12-27,12.5,99.0
2017-12-28,12.58,99.27
2017-12-29,12.49,98.69
2018-01-02,12.66,100.19
2018-01-03,12.76,100.65
2018-01-04,12.98,100.98
2018-01-05,13.2,101.78
2018-01-08,13.15,101.9
2018-01-09,13.08,102.1
2018-01-10,13.03,102.03
2018-01-11,13.16,103.69
2018-01-12,13.23,105.03
2018-01-16,13.1,104.28
2018-01-17,12.18,104.78
2018-01-18,12.07,104.69
2018-01-19,12.0,105.6
2018-01-22,12.02,106.77
2018-01-23,11.96,107.67
2018-01-24,12.05,108.13
2018-01-25,11.57,107.94
2018-01-26,11.65,109.0
2018-01-29,11.12,108.7
2018-01-30,11.06,108.16
2018-01-31,10.97,107.81
2018-02-01,10.92,106.61
2018-02-02,10.71,105.59
2018-02-05,10.24,102.03
2018-02-06,10.76,104.64
2018-02-07,10.76,104.32
2018-02-08,10.43,100.16
2018-02-09,10.53,100.83
2018-02-12,10.7,102.2
2018-02-13,10.59,102.73
2018-02-14,10.74,104.37
2018-02-15,10.76,105.3
2018-02-16,10.61,104.79
2018-02-20,10.63,104.47
2018-02-21,10.6,104.32
2018-02-22,10.63,104.45
2018-02-23,10.7,105.91
2018-02-26,10.89,106.8
2018-02-27,10.61,104.54
2018-02-28,10.61,104.07
2018-03-01,10.29,102.95
2018-03-02,10.4,103.05
2018-03-05,10.58,104.28
2018-03-06,10.63,105.0
2018-03-07,10.63,104.29
2018-03-08,10.61,104.62
2018-03-09,10.73,106.24
2018-03-12,10.81,106.59
2018-03-13,10.78,105.84
2018-03-14,11.02,105.71
2018-03-15,11.07,105.6
2018-03-16,11.15,105.18
2018-03-19,11.01,103.87
2018-03-20,10.99,104.49
2018-03-21,11.1,104.41
2018-03-22,10.75,102.19
2018-03-23,10.56,100.18
2018-03-26,10.83,103.14
2018-03-27,10.83,101.12
2018-03-28,10.86,99.89
2018-03-29,11.08,101.29
2018-04-02,10.86,98.43
2018-04-03,11.15,99.68
2018-04-04,11.33,101.51
2018-04-05,11.35,102.87
2018-04-06,11.18,100.68
2018-04-09,11.25,100.44
2018-04-10,11.45,101.66
2018-04-11,11.43,101.35
2018-04-12,11.31,101.79
2018-04-13,11.28,101.22
2018-04-16,11.38,101.98
2018-04-17,11.38,103.88
2018-04-18,11.33,104.37
2018-04-19,10.96,104.04
2018-04-20,10.82,102.98
2018-04-23,11.04,103.2
2018-04-24,10.96,101.57
2018-04-25,11.11,101.99
2018-04-26,11.43,103.64
2018-04-27,11.49,104.11
2018-04-30,11.24,103.7
2018-05-01,11.26,103.84
2018-05-02,11.21,103.13
2018-05-03,11.2,102.67
2018-05-04,11.36,104.02
2018-05-07,11.34,104.37
2018-05-08,11.27,103.93
2018-05-09,11.06,104.29
2018-05-10,11.21,104.67
2018-05-11,11.19,104.89
2018-05-14,11.18,105.09
2018-05-15,11.22,104.48
2018-05-16,11.4,105.35
2018-05-17,11.46,105.0
2018-05-18,11.33,104.87
2018-05-21,11.51,105.45
2018-05-22,11.52,104.98
2018-05-23,11.44,105.74
2018-05-24,11.62,105.97
2018-05-25,11.51,106.13
2018-05-29,11.44,105.31
2018-05-30,11.55,106.27
2018-05-31,11.55,105.76
2018-06-01,11.71,106.54
2018-06-04,11.74,107.73
2018-06-05,11.83,108.36
2018-06-06,11.97,109.37
2018-06-07,12.03,109.69
2018-06-08,12.1,109.92
2018-06-11,12.03,110.36
2018-06-12,12.11,110.89
2018-06-13,12.02,111.06
2018-06-14,11.89,112.22
2018-06-15,11.88,112.11
2018-06-18,11.99,111.92
2018-06-19,11.89,111.78
2018-06-20,11.87,112.31
2018-06-21,11.71,111.51
2018-06-22,11.65,111.32
2018-06-25,11.5,108.9
2018-06-26,11.52,109.68
2018-06-27,11.42,108.26
2018-06-28,11.28,109.11
2018-06-29,11.07,109.3
2018-07-02,11.1,109.45
2018-07-03,10.99,108.9
2018-07-05,11.05,109.44
2018-07-06,11.06,110.3
2018-07-09,11.2,111.62
2018-07-10,11.25,111.86
2018-07-11,11.07,111.6
2018-07-12,11.05,112.34
2018-07-13,10.98,112.59
2018-07-16,10.85,112.87
2018-07-17,10.86,112.98
2018-07-18,10.87,112.91
2018-07-19,10.82,112.65
2018-07-20,10.56,112.15
2018-07-23,10.47,112.03
2018-07-24,10.57,111.7
2018-07-25,10.52,112.52
2018-07-26,9.89,111.93
2018-07-27,9.93,111.64
2018-07-30,10.07,110.75
2018-07-31,10.04,111.27
2018-08-01,9.9,110.72
2018-08-02,9.92,111.48
2018-08-03,10.04,111.86
2018-08-06,10.03,112.61
2018-08-07,10.08,113.13
2018-08-08,10.05,113.25
2018-08-09,9.91,113.67
2018-08-10,9.74,112.72
2018-08-13,9.46,112.15
2018-08-14,9.5,113.24
2018-08-15,9.45,111.86
2018-08-16,9.51,112.41
2018-08-17,9.55,112.51
2018-08-20,9.72,113.31
2018-08-21,9.86,114.21
2018-08-22,9.69,114.33
2018-08-23,9.63,114.22
2018-08-24,9.68,114.89
2018-08-27,9.99,115.63
2018-08-28,10.01,115.86
2018-08-29,9.97,117.16
2018-08-30,9.7,116.49
2018-08-31,9.48,116.95
2018-09-04,9.47,117.17
2018-09-05,9.49,115.91
2018-09-06,9.43,115.59
2018-09-07,9.27,115.58
2018-09-10,9.38,116.01
2018-09-11,9.31,116.94
2018-09-12,9.34,117.16
2018-09-13,9.37,117.36
2018-09-14,9.45,116.92
2018-09-17,9.55,115.47
2018-09-18,9.58,116.94
2018-09-19,9.78,116.99
2018-09-20,9.81,117.79
2018-09-21,9.85,116.92
2018-09-24,9.59,116.16
2018-09-25,9.39,116.65
2018-09-26,9.27,116.92
2018-09-27,9.23,117.32
2018-09-28,9.25,117.22
2018-10-01,9.32,116.86
2018-10-02,9.2,115.28
2018-10-03,9.13,114.89
2018-10-04,9.15,113.09
2018-10-05,9.12,112.24
2018-10-08,9.26,112.53
2018-10-09,8.95,112.2
2018-10-10,8.82,108.42
2018-10-11,8.81,106.51
2018-10-12,8.64,108.48
2018-10-15,8.81,108.23
2018-10-16,8.8,110.4
2018-10-17,8.76,109.49
2018-10-18,8.51,107.39
2018-10-19,8.5,106.34
2018-10-22,8.41,106.77
2018-10-23,8.59,106.79
2018-10-24,8.18,103.6
2018-10-25,8.99,106.73
2018-10-26,8.98,103.41
2018-10-29,9.28,102.5
2018-10-30,9.46,104.04
2018-10-31,9.55,105.38
2018-11-01,9.29,107.53
2018-11-02,9.38,107.97
2018-11-05,9.53,108.12
2018-11-06,9.54,108.6
2018-11-07,9.6,111.54
2018-11-08,9.46,111.57
2018-11-09,9.38,110.02
2018-11-12,9.49,107.81
2018-11-13,9.54,107.76
2018-11-14,9.54,106.95
2018-11-15,9.31,106.79
2018-11-16,9.05,106.37
2018-11-19,9.25,103.77
2018-11-20,9.06,101.42
2018-11-21,9.11,102.48
2018-11-23,9.13,102.02
2018-11-26,9.4,104.31
2018-11-27,9.28,104.62
2018-11-28,9.41,107.71
2018-11-29,9.37,107.21
2018-11-30,9.41,107.99
2018-12-03,9.6,110.01
2018-12-04,9.18,106.05
2018-12-06,9.02,106.56
2018-12-07,8.82,103.37
2018-12-10,8.52,103.45
2018-12-11,8.54,103.49
2018-12-12,8.64,104.58
2018-12-13,8.5,104.06
2018-12-14,8.52,102.33
2018-12-17,8.5,99.73
2018-12-18,8.47,100.51
2018-12-19,8.32,98.52
2018-12-20,8.26,96.31
2018-12-21,8.05,93.76
2018-12-24,7.63,91.98
2018-12-26,7.85,97.43
2018-12-27,7.85,97.95
2018-12-28,7.81,97.96
2018-12-31,7.65,99.01
2019-01-02,7.9,99.76
2019-01-03,7.78,97.6
2019-01-04,8.08,100.83
2019-01-07,8.29,103.11
2019-01-08,8.37,104.25
2019-01-09,8.72,104.78
2019-01-10,8.67,104.48
2019-01-11,8.82,104.58
2019-01-14,8.99,103.94
2019-01-15,8.84,104.88
2019-01-16,8.29,104.64
2019-01-17,8.36,105.35
2019-01-18,8.58,106.81
2019-01-22,8.5,105.21
2019-01-23,8.34,105.42
2019-01-24,8.6,105.86
2019-01-25,8.86,107.03
2019-01-28,8.66,106.41
2019-01-29,8.76,105.72
2019-01-30,8.71,107.8
2019-01-31,8.8,108.78
2019-02-01,8.72,107.19
2019-02-04,8.7,107.89
2019-02-05,8.75,108.9
2019-02-06,8.72,108.45
2019-02-07,8.31,107.56
2019-02-08,8.39,107.13
2019-02-11,8.33,107.32
2019-02-12,8.46,108.97
2019-02-13,8.41,109.71
2019-02-14,8.42,109.31
2019-02-15,8.54,110.06
2019-02-19,8.83,110.51
2019-02-20,8.94,110.73
2019-02-21,8.71,110.51
2019-02-22,8.71,111.11
2019-02-25,8.76,110.74
2019-02-26,8.88,110.89
2019-02-27,8.78,110.81
2019-02-28,8.77,110.21
2019-03-01,8.79,111.1
2019-03-04,8.81,110.75
2019-03-05,8.77,111.03
2019-03-06,8.58,110.51
2019-03-07,8.48,109.17
2019-03-08,8.42,108.41
2019-03-11,8.61,109.9
2019-03-12,8.57,110.21
2019-03-13,8.53,110.6
2019-03-14,8.41,110.27
2019-03-15,8.43,110.6
2019-03-18,8.57,111.67
2019-03-19,8.7,112.23
2019-03-20,8.51,112.39
2019-03-21,8.69,113.93
2019-03-22,8.54,111.67
2019-03-25,8.51,112.33
2019-03-26,8.76,112.81
2019-03-27,8.62,112.58
2019-03-28,8.77,113.26
2019-03-29,8.78,113.85
2019-04-01,8.98,115.1
2019-04-02,9.01,115.08
2019-04-03,9.13,115.89
2019-04-04,9.24,116.83
2019-04-05,9.25,117.52
2019-04-08,9.3,117.94
2019-04-09,9.21,116.88
2019-04-10,9.33,117.44
2019-04-11,9.39,117.59
2019-04-12,9.45,118.32
2019-04-15,9.33,118.56
2019-04-16,9.36,119.08
2019-04-17,9.5,119.31
2019-04-18,9.55,119.27
2019-04-22,9.5,118.82
2019-04-23,9.5,120.24
2019-04-24,9.57,120.35
2019-04-25,9.4,119.72
2019-04-26,10.41,120.67
2019-04-29,10.32,120.25
2019-04-30,10.45,120.07
2019-05-01,10.3,118.61
2019-05-02,10.34,118.7
2019-05-03,10.41,120.1
2019-05-06,10.37,119.37
2019-05-07,10.38,117.56
2019-05-08,10.34,117.6
2019-05-09,10.2,117.12
2019-05-10,10.38,117.29
2019-05-13,10.08,113.8
2019-05-14,10.24,114.95
2019-05-15,10.36,115.73
2019-05-16,10.4,116.8
2019-05-17,10.29,115.91
2019-05-20,10.28,115.09
2019-05-21,10.24,115.89
2019-05-22,9.97,114.7
2019-05-23,9.85,113.28
2019-05-24,9.83,113.43
2019-05-28,9.78,112.68
2019-05-29,9.71,111.68
2019-05-30,9.74,112.41
2019-05-31,9.52,110.94
2019-06-03,9.61,110.01
2019-06-04,9.92,112.99
2019-06-05,9.78,113.55
2019-06-06,9.75,114.13
2019-06-07,9.76,115.78
2019-06-10,9.82,116.76
2019-06-11,9.92,117.21
2019-06-12,9.85,117.18
2019-06-13,10.06,118.23
2019-06-14,9.98,118.49
2019-06-17,10.05,118.54
2019-06-18,10.1,119.44
2019-06-19,10.04,119.66
2019-06-20,10.04,120.49
2019-06-21,9.99,119.52
2019-06-24,9.95,118.88
2019-06-25,9.84,117.74
2019-06-26,9.91,118.12
2019-06-27,10.2,118.86
2019-06-28,10.23,119.2
2019-07-01,10.15,120.25
2019-07-02,10.12,120.51
2019-07-03,10.2,121.56
2019-07-05,10.2,121.7
2019-07-08,10.2,121.85
2019-07-09,10.14,121.98
2019-07-10,10.11,122.42
2019-07-11,10.19,122.67
2019-07-12,10.49,124.08
2019-07-15,10.42,124.48
2019-07-16,10.51,124.32
2019-07-17,10.33,123.13
2019-07-18,10.26,122.97
2019-07-19,10.2,122.16
2019-07-22,10.02,122.23
2019-07-23,10.17,123.06
2019-07-24,10.33,123.68
2019-07-25,9.56,122.99
2019-07-26,9.57,123.55
2019-07-29,9.6,122.95
2019-07-30,9.55,122.12
2019-07-31,9.53,120.72
2019-08-01,9.31,119.08
2019-08-02,9.28,118.1
2019-08-05,9.23,114.93
2019-08-06,9.48,116.68
2019-08-07,9.53,117.15
2019-08-08,9.56,119.41
2019-08-09,9.45,118.29
2019-08-12,9.29,116.57
2019-08-13,9.26,118.49
2019-08-14,9.0,114.78
2019-08-15,8.86,114.59
2019-08-16,8.96,115.89
2019-08-19,9.03,117.35
2019-08-20,8.96,117.38
2019-08-21,9.04,119.64
2019-08-22,9.04,119.67
2019-08-23,8.77,116.49
2019-08-26,8.82,117.64
2019-08-27,8.76,117.06
2019-08-28,9.0,118.52
2019-08-29,9.12,120.3
2019-08-30,9.17,119.58
2019-09-03,9.1,119.09
2019-09-04,9.2,120.27
2019-09-05,9.34,122.57
2019-09-06,9.34,122.87
2019-09-09,9.54,123.34
2019-09-10,9.42,122.85
2019-09-11,9.42,123.08
2019-09-12,9.41,123.67
2019-09-13,9.45,123.42
2019-09-16,9.3,121.84
2019-09-17,9.28,122.58
2019-09-18,9.25,122.52
2019-09-19,9.1,122.19
2019-09-20,9.17,120.39
2019-09-23,9.16,120.81
2019-09-24,9.11,119.52
2019-09-25,9.2,120.61
2019-09-26,9.14,120.09
2019-09-27,9.08,119.67
2019-09-30,9.16,120.7
2019-10-01,8.9,119.69
2019-10-02,8.61,117.54
2019-10-03,8.71,118.11
2019-10-04,8.74,119.22
2019-10-07,8.68,118.7
2019-10-08,8.54,117.45
2019-10-09,8.56,118.45
2019-10-10,8.62,119.24
2019-10-11,8.78,120.59
2019-10-14,8.82,120.53
2019-10-15,9.07,121.59
2019-10-16,9.07,122.09
2019-10-17,9.11,122.41
2019-10-18,9.29,122.17
2019-10-21,9.03,122.6
2019-10-22,9.07,121.82
2019-10-23,9.21,121.26
2019-10-24,8.6,121.2
2019-10-25,8.72,121.06
2019-10-28,8.61,121.44
2019-10-29,8.64,120.75
2019-10-30,8.54,121.5
2019-10-31,8.59,120.85
2019-11-01,8.89,121.65
2019-11-04,9.0,121.71
2019-11-05,9.02,121.89
2019-11-06,8.92,122.02
2019-11-07,8.89,121.29
2019-11-08,9.04,121.34
2019-11-11,9.08,121.09
2019-11-12,9.04,121.01
2019-11-13,8.81,120.63
2019-11-14,8.79,121.15
2019-11-15,8.95,121.37
2019-11-18,8.95,121.79
2019-11-19,8.9,120.45
2019-11-20,8.73,120.17
2019-11-21,8.71,119.49
2019-11-22,8.89,120.31
2019-11-25,9.0,121.37
2019-11-26,9.01,122.2
2019-11-27,9.1,123.25
2019-11-29,9.06,122.45
2019-12-02,9.01,121.44
2019-12-03,8.89,120.22
2019-12-04,8.95,120.89
2019-12-05,8.93,120.77
2019-12-06,9.02,121.74
2019-12-09,9.01,121.89
2019-12-10,9.07,121.68
2019-12-11,9.11,121.99
2019-12-12,9.32,123.06
2019-12-13,9.23,123.17
2019-12-16,9.39,123.71
2019-12-17,9.39,124.26
2019-12-18,9.54,124.38
2019-12-19,9.41,124.77
2019-12-20,9.48,124.55
2019-12-23,9.44,124.26
2019-12-24,9.47,124.54
2019-12-26,9.45,126.06
2019-12-27,9.36,126.05
2019-12-30,9.25,125.24
2019-12-31,9.3,125.42
2020-01-02,9.42,126.91
2020-01-03,9.21,125.83
2020-01-06,9.16,126.18
2020-01-07,9.25,125.98
2020-01-08,9.25,126.36
2020-01-09,9.26,127.03
2020-01-10,9.25,126.34
2020-01-13,9.24,126.74
2020-01-14,9.29,126.7
2020-01-15,9.19,126.41
2020-01-16,9.17,127.54
2020-01-17,9.16,127.99
2020-01-21,9.21,127.6
2020-01-22,9.16,127.54
2020-01-23,9.14,127.73
2020-01-24,9.0,125.95
2020-01-27,8.89,124.07
2020-01-28,8.97,125.28
2020-01-29,8.86,125.21
2020-01-30,8.84,125.0
2020-01-31,8.82,125.32
2020-02-03,8.98,126.21
2020-02-04,9.18,128.50999
2020-02-05,8.31,129.16
2020-02-06,8.25,128.87
2020-02-07,8.11,128.31
2020-02-10,8.06,129.75999
2020-02-11,8.1,130.78
2020-02-12,8.24,132.12
2020-02-13,8.25,131.89
2020-02-14,8.1,131.69
2020-02-18,8.06,131.67999
2020-02-19,8.0,132.27
2020-02-20,8.03,132.32001
2020-02-21,7.89,130.3
2020-02-24,7.57,125.82
2020-02-25,7.23,122.46
2020-02-26,7.21,121.49
2020-02-27,6.97,116.58
2020-02-28,6.96,115.83
2020-03-02,7.2,119.81
2020-03-03,6.97,116.91
2020-03-04,7.08,120.95
2020-03-05,6.74,116.44
2020-03-06,6.49,114.65
2020-03-09,5.9,107.43
2020-03-10,6.26,113.37
2020-03-11,5.9,107.17
2020-03-12,5.35,96.34
2020-03-13,5.63,102.3
2020-03-16,5.01,89.34
2020-03-17,5.01,92.78
2020-03-18,4.5,87.45
2020-03-19,4.47,90.5
2020-03-20,4.33,87.81
2020-03-23,4.01,87.53
2020-03-24,4.95,95.74
2020-03-25,5.39,97.42
2020-03-26,5.25,101.45
2020-03-27,5.19,98.05
2020-03-30,5.03,100.1
2020-03-31,4.83,98.08
2020-04-01,4.4,93.7
2020-04-02,4.36,94.05
2020-04-03,4.24,92.41
2020-04-06,4.53,100.1
2020-04-07,4.71,101.59
2020-04-08,5.03,104.79
2020-04-09,5.37,106.68
2020-04-13,5.16,106.65
2020-04-14,5.29,110.82
2020-04-15,5.03,108.39
2020-04-16,4.94,109.69
2020-04-17,5.12,112.93
2020-04-20,4.98,110.96
2020-04-21,4.77,108.08
2020-04-22,4.77,110.41
2020-04-23,4.89,110.38
2020-04-24,4.87,112.25
2020-04-27,5.17,114.35
2020-04-28,5.38,114.8
2020-04-29,5.26,117.33
2020-04-30,5.09,116.6
2020-05-01,4.92,112.24
2020-05-04,4.86,112.85
2020-05-05,4.97,113.26
2020-05-06,4.87,113.24
2020-05-07,4.87,115.02
2020-05-08,5.24,117.26
2020-05-11,5.12,117.0
2020-05-12,4.98,114.44
2020-05-13,4.72,112.47
2020-05-14,4.89,114.15
2020-05-15,4.9,115.48
2020-05-18,5.31,119.85
2020-05-19,5.3,119.42
2020-05-20,5.49,120.98
2020-05-21,5.63,121.41
2020-05-22,5.65,121.23
2020-05-26,5.84,123.15
2020-05-27,6.03,125.26
2020-05-28,5.85,123.74
2020-05-29,5.71,124.19
2020-06-01,5.87,125.37
2020-06-02,5.9,126.44
2020-06-03,6.19,128.83
2020-06-04,6.57,128.17999
2020-06-05,7.34,131.25
2020-06-08,7.53,133.25
2020-06-09,7.24,132.21001
2020-06-10,6.81,130.97
2020-06-11,6.13,124.11
2020-06-12,6.46,125.34
2020-06-15,6.5,126.53
2020-06-16,6.55,129.19
2020-06-17,6.33,128.85001
2020-06-18,6.33,128.38
2020-06-19,6.23,127.38
2020-06-22,6.28,128.39
2020-06-23,6.15,129.39999
2020-06-24,5.95,126.55
2020-06-25,6.03,126.72
2020-06-26,5.91,123.75
2020-06-29,6.01,126.1
2020-06-30,6.08,127.71
2020-07-01,5.98,129.0
2020-07-02,6.05,129.50999
2020-07-06,6.19,132.58
2020-07-07,6.12,130.5
2020-07-08,6.09,131.89
2020-07-09,5.84,131.74001
2020-07-10,6.1,133.31
2020-07-13,6.06,131.62
2020-07-14,6.36,132.92999
2020-07-15,6.74,134.83
2020-07-16,6.86,134.47
2020-07-17,6.8,133.84
2020-07-20,6.66,135.98
2020-07-21,6.68,136.19
2020-07-22,6.84,137.36
2020-07-23,6.98,135.3
2020-07-24,6.88,135.53999
2020-07-27,6.93,136.38
2020-07-28,7.01,135.03
2020-07-29,6.92,136.39999
2020-07-30,6.74,136.28999
2020-07-31,6.61,137.0
2020-08-03,6.69,136.71001
2020-08-04,6.86,137.81
2020-08-05,6.96,139.49001
2020-08-06,6.93,140.17
2020-08-07,6.86,140.38
2020-08-10,7.09,142.06
2020-08-11,7.23,141.78
2020-08-12,7.11,143.66
2020-08-13,7.03,143.60001
2020-08-14,7.04,143.59
2020-08-17,6.98,145.44
2020-08-18,6.89,146.34
2020-08-19,6.87,145.64999
2020-08-20,6.84,145.42999
2020-08-21,6.66,146.17999
2020-08-24,6.98,148.39999
2020-08-25,6.94,148.89
2020-08-26,6.82,150.36
2020-08-27,6.91,149.55
2020-08-28,6.94,150.53
2020-08-31,6.82,150.09
2020-09-01,6.83,151.66
2020-09-02,6.95,153.75999
2020-09-03,6.82,148.88
2020-09-04,6.9,147.16
2020-09-08,7.03,145.23
2020-09-09,6.97,147.97
2020-09-10,6.91,145.85001
2020-09-11,7.0,146.07001
2020-09-14,7.12,147.62
2020-09-15,7.04,148.83
2020-09-16,7.02,148.0
2020-09-17,7.28,145.92
2020-09-18,7.23,143.89
2020-09-21,6.87,141.50999
2020-09-22,6.78,144.5
2020-09-23,6.64,142.13
2020-09-24,6.66,142.07001
2020-09-25,6.51,143.92
2020-09-28,6.69,146.92999
2020-09-29,6.6,145.78999
2020-09-30,6.66,146.98
2020-10-01,6.75,148.89999
2020-10-02,6.89,148.27
2020-10-05,7.02,150.23
2020-10-06,6.98,147.45
2020-10-07,7.23,150.82001
2020-10-08,7.35,151.81
2020-10-09,7.25,153.39
2020-10-12,7.67,155.42999
2020-10-13,7.76,155.39999
2020-10-14,7.57,153.67999
2020-10-15,7.62,154.25
2020-10-16,7.67,152.85001
2020-10-19,7.59,150.97
2020-10-20,7.74,152.17999
2020-10-21,7.85,151.35001
2020-10-22,8.21,151.66
2020-10-23,8.16,152.99001
2020-10-26,8.03,150.05
2020-10-27,7.92,149.98
2020-10-28,7.7,145.24001
2020-10-29,7.9,146.16
2020-10-30,7.73,142.97
2020-11-02,7.71,143.99001
2020-11-03,7.88,147.16
2020-11-04,7.64,150.28999
2020-11-05,7.99,153.22
2020-11-06,7.79,152.75999
2020-11-09,8.2,152.25999
2020-11-10,8.38,151.72
2020-11-11,8.33,153.05
2020-11-12,8.21,151.0
2020-11-13,8.54,153.45
2020-11-16,8.8,155.46001
2020-11-17,8.75,154.8
2020-11-18,8.82,153.74001
2020-11-19,8.82,154.5
2020-11-20,8.74,153.69
2020-11-23,8.86,155.38
2020-11-24,9.45,157.69
2020-11-25,9.08,157.88
2020-11-27,9.09,158.22
2020-11-30,9.08,157.25999
2020-12-01,9.24,158.42999
2020-12-02,9.2,157.44
2020-12-03,9.21,157.88
2020-12-04,9.34,158.03
2020-12-07,9.22,157.67
2020-12-08,9.25,157.34
2020-12-09,9.45,157.19
2020-12-10,9.12,157.05
2020-12-11,9.02,156.3
2020-12-14,8.91,156.53
2020-12-15,9.15,158.64
2020-12-16,9.04,159.67999
2020-12-17,9.08,160.77
2020-12-18,8.95,159.99001
2020-12-21,8.93,157.89
2020-12-22,8.79,157.21001
2020-12-23,8.99,157.55
2020-12-24,8.86,157.88
2020-12-28,8.89,159.67999
2020-12-29,8.82,159.73
2020-12-30,8.86,160.69
2020-12-31,8.79,160.78
2021-01-04,8.52,159.42
2021-01-05,8.65,160.61
2021-01-06,8.84,162.25
2021-01-07,9.06,165.38
2021-01-08,9.0,168.78999
2021-01-11,9.3,165.64
2021-01-12,9.78,168.17
2021-01-13,9.78,168.16
2021-01-14,10.17,167.09
2021-01-15,9.83,165.8
2021-01-19,10.02,166.74001
2021-01-20,10.86,169.89
2021-01-21,11.53,170.67999
2021-01-22,11.52,170.10001
2021-01-25,11.29,170.73
2021-01-26,11.19,170.62
2021-01-27,10.79,165.36
2021-01-28,10.72,165.88
2021-01-29,10.53,162.00999
2021-02-01,10.83,166.22
2021-02-02,10.86,169.75
2021-02-03,11.2,168.8
2021-02-04,11.37,170.60001
2021-02-05,11.51,172.23
2021-02-08,11.56,173.21001
2021-02-09,11.93,172.25
2021-02-10,11.76,170.55
2021-02-11,11.45,170.08
2021-02-12,11.45,170.32001
2021-02-16,11.54,169.58
2021-02-17,11.48,170.56
2021-02-18,11.43,170.61
2021-02-19,11.58,169.62
2021-02-22,11.7,166.03999
2021-02-23,11.62,164.95
2021-02-24,12.27,166.67999
2021-02-25,11.76,160.48
2021-02-26,11.7,161.14999
2021-03-01,11.98,164.92999
2021-03-02,12.55,163.03
2021-03-03,12.17,159.2
2021-03-04,11.93,155.83
2021-03-05,12.27,156.82001
2021-03-08,12.65,157.00999
2021-03-09,12.57,162.94
2021-03-10,12.91,163.77
2021-03-11,12.81,166.28
2021-03-12,13.37,166.77
2021-03-15,13.2,169.00999
2021-03-16,12.49,167.25999
2021-03-17,12.69,169.61
2021-03-18,12.49,165.46001
2021-03-19,12.83,166.45
2021-03-22,12.85,167.28
2021-03-23,12.21,165.71001
2021-03-24,12.14,163.25999
2021-03-25,12.32,164.69
2021-03-26,12.3,166.06
2021-03-29,12.15,165.14999
2021-03-30,12.46,166.77
2021-03-31,12.25,168.07001
2021-04-01,12.17,169.42
2021-04-05,12.7,173.27
2021-04-06,12.92,174.02
2021-04-07,12.73,173.5
2021-04-08,12.51,174.32001
2021-04-09,12.51,175.98
2021-04-12,12.38,177.11
2021-04-13,12.2,178.98
2021-04-14,12.24,177.22
2021-04-15,12.24,178.49001
2021-04-16,12.23,179.87
2021-04-19,12.11,177.85001
2021-04-20,11.45,175.61
2021-04-21,11.73,177.95
2021-04-22,11.94,175.98
2021-04-23,12.22,177.82001
2021-04-26,12.27,178.60001
2021-04-27,12.49,178.39
2021-04-28,12.43,178.17999
2021-04-29,11.26,178.23
2021-04-30,11.54,178.92
2021-05-03,11.63,178.07001
2021-05-04,11.41,176.21001
2021-05-05,11.61,175.66
2021-05-06,11.74,176.03999
2021-05-07,11.82,177.62
2021-05-10,11.71,174.46001
2021-05-11,11.58,172.49001
2021-05-12,11.33,166.64999
2021-05-13,11.55,167.83
2021-05-14,11.84,170.74001
2021-05-17,12.15,170.42999
2021-05-18,12.14,169.10001
2021-05-19,12.11,167.67999
2021-05-20,12.49,169.39999
2021-05-21,13.33,168.55
2021-05-24,13.06,170.22
2021-05-25,12.81,170.75999
2021-05-26,13.9,172.39
2021-05-27,14.88,173.08
2021-05-28,14.53,172.84
2021-06-01,14.81,172.50999
2021-06-02,14.91,171.71001
2021-06-03,15.99,169.67
2021-06-04,15.97,171.03
2021-06-07,15.88,171.03
2021-06-08,15.63,172.41
2021-06-09,15.48,171.46001
2021-06-10,15.11,172.27
2021-06-11,15.28,173.21001
