date,F,XLY
2014-01-27,15.71,63.25
2014-01-28,15.72,63.69
2014-01-29,15.26,62.67
2014-01-30,15.25,63.72
2014-01-31,14.96,62.82
2014-02-03,14.55,61.17
2014-02-04,14.87,61.92
2014-02-05,14.73,62.0
2014-02-06,14.85,63.31
2014-02-07,14.97,64.09
2014-02-10,14.84,64.05
2014-02-11,14.96,64.52
2014-02-12,15.0,64.58
2014-02-13,15.08,64.78
2014-02-14,15.24,65.17
2014-02-18,15.39,65.25
2014-02-19,15.25,64.72
2014-02-20,15.27,65.07
2014-02-21,15.16,65.2
2014-02-24,15.18,65.47
2014-02-25,15.15,65.93
2014-02-26,15.26,66.3
2014-02-27,15.39,66.57
2014-02-28,15.39,66.84
2014-03-03,15.2,66.21
2014-03-04,15.37,67.04
2014-03-05,15.63,67.32
2014-03-06,15.67,67.49
2014-03-07,15.62,67.39
2014-03-10,15.51,67.21
2014-03-11,15.3,66.82
2014-03-12,15.4,66.72
2014-03-13,15.18,65.91
2014-03-14,15.08,65.85
2014-03-17,15.28,66.29
2014-03-18,15.49,66.58
2014-03-19,15.48,66.14
2014-03-20,15.55,66.31
2014-03-21,15.47,65.68
2014-03-24,15.39,65.02
2014-03-25,15.33,64.63
2014-03-26,15.25,64.11
2014-03-27,15.25,63.8
2014-03-28,15.45,64.28
2014-03-31,15.6,64.72
2014-04-01,16.32,65.62
2014-04-02,16.46,66.06
2014-04-03,16.39,65.74
2014-04-04,16.13,64.65
2014-04-07,15.94,63.39
2014-04-08,16.1,64.03
2014-04-09,15.84,64.72
2014-04-10,15.63,63.11
2014-04-11,15.63,62.24
2014-04-14,15.7,62.73
2014-04-15,15.84,62.81
2014-04-16,16.07,63.69
2014-04-17,16.0,63.77
2014-04-21,15.98,63.94
2014-04-22,16.1,64.49
2014-04-23,16.23,64.19
2014-04-24,16.32,64.54
2014-04-25,15.78,63.44
2014-04-28,15.97,63.28
2014-04-29,16.12,63.57
2014-04-30,16.15,63.84
2014-05-01,15.91,64.09
2014-05-02,15.9,64.25
2014-05-05,15.74,64.31
2014-05-06,15.56,63.39
2014-05-07,15.46,63.31
2014-05-08,15.81,63.49
2014-05-09,15.77,63.84
2014-05-12,15.84,64.64
2014-05-13,15.86,64.46
2014-05-14,15.75,63.74
2014-05-15,15.69,63.28
2014-05-16,15.76,63.75
2014-05-19,15.92,64.04
2014-05-20,15.77,63.46
2014-05-21,15.91,64.23
2014-05-22,15.91,64.57
2014-05-23,16.02,65.08
2014-05-27,16.16,65.42
2014-05-28,16.31,65.35
2014-05-29,16.54,65.62
2014-05-30,16.44,65.68
2014-06-02,16.44,65.9
2014-06-03,16.55,65.78
2014-06-04,16.79,66.1
2014-06-05,16.68,66.53
2014-06-06,17.08,66.92
2014-06-09,17.0,66.94
2014-06-10,17.01,66.81
2014-06-11,16.9,66.61
2014-06-12,16.52,65.76
2014-06-13,16.56,65.79
2014-06-16,16.63,65.94
2014-06-17,16.79,66.2
2014-06-18,16.83,66.7
2014-06-19,16.78,66.54
2014-06-20,16.67,66.08
2014-06-23,16.88,66.16
2014-06-24,16.97,66.0
2014-06-25,17.2,66.56
2014-06-26,17.2,66.61
2014-06-27,17.28,66.77
2014-06-30,17.24,66.74
2014-07-01,17.21,67.45
2014-07-02,17.22,67.55
2014-07-03,17.32,68.07
2014-07-07,17.32,67.65
2014-07-08,17.11,66.99
2014-07-09,17.43,67.8
2014-07-10,17.3,67.17
2014-07-11,17.47,67.39
2014-07-14,17.55,67.58
2014-07-15,17.54,67.35
2014-07-16,17.8,67.52
2014-07-17,17.74,66.88
2014-07-18,17.72,67.4999
2014-07-21,17.7,67.19
2014-07-22,17.82,67.47
2014-07-23,17.78,67.42
2014-07-24,17.84,67.57
2014-07-25,17.62,66.82
2014-07-28,17.64,66.95
2014-07-29,17.57,66.76
2014-07-30,17.46,67.13
2014-07-31,17.02,65.89
2014-08-01,16.81,65.65
2014-08-04,17.02,66.29
2014-08-05,16.87,65.83
2014-08-06,16.98,65.69
2014-08-07,16.82,65.35
2014-08-08,17.09,66.36
2014-08-11,17.17,66.66
2014-08-12,17.21,66.49
2014-08-13,17.42,66.73
2014-08-14,17.43,67.25
2014-08-15,17.31,67.12
2014-08-18,17.43,67.74
2014-08-19,17.36,68.25
2014-08-20,17.41,68.57
2014-08-21,17.4,68.51
2014-08-22,17.17,68.64
2014-08-25,17.23,68.84
2014-08-26,17.19,68.85
2014-08-27,17.36,68.92
2014-08-28,17.42,68.83
2014-08-29,17.41,68.82
2014-09-02,17.6,68.95
2014-09-03,17.47,68.77
2014-09-04,17.27,69.03
2014-09-05,17.14,69.26
2014-09-08,16.8,68.97
2014-09-09,16.63,68.28
2014-09-10,16.63,68.52
2014-09-11,16.66,68.55
2014-09-12,16.59,68.35
2014-09-15,16.47,68.07
2014-09-16,16.52,68.42
2014-09-17,16.53,68.39
2014-09-18,16.58,68.69
2014-09-19,16.65,68.49
2014-09-22,16.36,67.53
2014-09-23,16.17,66.95
2014-09-24,16.41,67.71
2014-09-25,16.2,66.72
2014-09-26,16.33,67.41
2014-09-29,15.11,67.06
2014-09-30,14.79,66.69
2014-10-01,14.59,65.8
2014-10-02,14.56,66.1
2014-10-03,14.59,66.95
2014-10-06,14.52,66.59
2014-10-07,14.1,65.6
2014-10-08,14.21,66.63
2014-10-09,13.84,65.12
2014-10-10,13.79,64.55
2014-10-13,13.54,63.24
2014-10-14,13.78,63.7
2014-10-15,13.62,63.17
2014-10-16,13.98,63.24
2014-10-17,14.02,63.94
2014-10-20,14.17,64.83
2014-10-21,14.26,66.09
2014-10-22,14.13,65.52
2014-10-23,14.4,66.41
2014-10-24,13.78,66.35
2014-10-27,13.82,66.48
2014-10-28,14.16,67.2
2014-10-29,13.91,67.0
2014-10-30,13.95,67.44
2014-10-31,14.09,68.1
2014-11-03,13.99,68.1
2014-11-04,13.95,67.28
2014-11-05,13.94,67.55
2014-11-06,14.19,68.12
2014-11-07,14.17,68.0067
2014-11-10,14.0,67.97
2014-11-11,14.37,68.26
2014-11-12,14.58,68.58
2014-11-13,14.93,69.01
2014-11-14,15.14,69.28
2014-11-17,15.54,69.2
2014-11-18,15.5,69.33
2014-11-19,15.44,69.62
2014-11-20,15.46,69.92
2014-11-21,15.43,70.09
2014-11-24,15.67,70.74
2014-11-25,15.68,70.96
2014-11-26,15.61,70.95
2014-11-28,15.73,71.81
2014-12-01,15.77,71.02
2014-12-02,15.9,71.29
2014-12-03,16.01,71.41
2014-12-04,15.81,71.37
2014-12-05,15.7,71.53
2014-12-08,15.43,70.95
2014-12-09,15.43,70.82
2014-12-10,15.16,69.88
2014-12-11,15.28,70.45
2014-12-12,14.99,70.0
2014-12-15,14.28,69.577
2014-12-16,14.09,68.51
2014-12-17,14.45,69.82
2014-12-18,14.81,70.97
2014-12-19,15.03,70.87
2014-12-22,15.22,71.56
2014-12-23,15.33,71.96
2014-12-24,15.3,71.84
2014-12-26,15.45,72.23
2014-12-29,15.52,72.78
2014-12-30,15.5,72.44
2014-12-31,15.5,72.15
2015-01-02,15.36,71.63
2015-01-05,14.76,70.26
2015-01-06,14.62,69.56
2015-01-07,15.04,70.66
2015-01-08,15.42,71.72
2015-01-09,15.21,70.89
2015-01-12,15.22,70.51
2015-01-13,15.21,70.51
2015-01-14,15.11,69.66
2015-01-15,14.86,68.76
2015-01-16,15.02,69.67
2015-01-20,15.01,69.27
2015-01-21,14.97,69.72
2015-01-22,15.03,71.03
2015-01-23,14.91,70.93
2015-01-26,15.08,71.3
2015-01-27,14.85,70.73
2015-01-28,14.46,69.81
2015-01-29,14.85,70.76
2015-01-30,14.71,69.99
2015-02-02,15.27,70.62
2015-02-03,15.65,72.12
2015-02-04,15.87,72.6
2015-02-05,15.85,73.05
2015-02-06,15.86,72.94
2015-02-09,15.92,72.66
2015-02-10,16.09,73.55
2015-02-11,16.25,73.57
2015-02-12,16.36,74.44
2015-02-13,16.3,74.89
2015-02-17,16.11,74.72
2015-02-18,16.21,74.68
2015-02-19,16.43,74.91
2015-02-20,16.4,75.44
2015-02-23,16.38,75.37
2015-02-24,16.36,75.73
2015-02-25,16.51,76.31
2015-02-26,16.38,76.07
2015-02-27,16.34,75.97
2015-03-02,16.57,76.88
2015-03-03,16.17,76.67
2015-03-04,16.03,76.27
2015-03-05,16.11,76.32
2015-03-06,15.93,75.41
2015-03-09,16.03,75.84
2015-03-10,15.72,74.66
2015-03-11,15.75,74.25
2015-03-12,16.17,75.76
2015-03-13,16.2,75.16
2015-03-16,16.49,76.04
2015-03-17,16.39,75.62
2015-03-18,16.46,76.29
2015-03-19,16.34,76.18
2015-03-20,16.48,76.77
2015-03-23,16.57,76.64
2015-03-24,16.56,76.24
2015-03-25,16.18,75.0
2015-03-26,16.01,74.53
2015-03-27,15.98,74.91
2015-03-30,16.16,75.68
2015-03-31,16.14,75.35
2015-04-01,15.91,75.02
2015-04-02,16.03,75.69
2015-04-06,16.0,76.05
2015-04-07,15.9,75.63
2015-04-08,15.98,76.34
2015-04-09,15.95,76.41
2015-04-10,16.03,76.67
2015-04-13,15.87,76.25
2015-04-14,15.97,76.21
2015-04-15,16.07,76.21
2015-04-16,15.94,76.36
2015-04-17,15.76,75.23
2015-04-20,15.91,76.06
2015-04-21,15.82,76.14
2015-04-22,15.91,76.21
2015-04-23,15.76,76.59
2015-04-24,15.77,77.63
2015-04-27,15.9,76.95
2015-04-28,16.06,76.68
2015-04-29,16.02,76.16
2015-04-30,15.8,75.31
2015-05-01,15.81,76.35
2015-05-04,15.78,76.51
2015-05-05,15.53,75.71
2015-05-06,15.48,75.4
2015-05-07,15.51,75.79
2015-05-08,15.67,76.6
2015-05-11,15.65,76.26
2015-05-12,15.56,76.12
2015-05-13,15.41,75.64
2015-05-14,15.27,75.98
2015-05-15,15.48,76.59
2015-05-18,15.58,76.88
2015-05-19,15.5,76.86
2015-05-20,15.3,76.77
2015-05-21,15.51,77.07
2015-05-22,15.27,76.94
2015-05-26,15.19,76.39
2015-05-27,15.32,76.96
2015-05-28,15.29,76.83
2015-05-29,15.17,76.3
2015-06-01,15.36,76.52
2015-06-02,15.26,76.69
2015-06-03,15.2,77.29
2015-06-04,15.05,76.74
2015-06-05,14.78,76.52
2015-06-08,14.9,75.98
2015-06-09,14.88,75.9
2015-06-10,15.03,76.68
2015-06-11,15.28,76.94
2015-06-12,15.23,76.59
2015-06-15,15.05,76.23
2015-06-16,15.0,76.69
2015-06-17,15.02,77.04
2015-06-18,15.14,77.97
2015-06-19,15.11,77.45
2015-06-22,15.13,77.88
2015-06-23,15.29,78.19
2015-06-24,15.5,77.65
2015-06-25,15.44,77.59
2015-06-26,15.4,77.9
2015-06-29,15.02,76.14
2015-06-30,15.01,76.48
2015-07-01,14.99,77.35
2015-07-02,14.87,77.2
2015-07-06,14.79,77.05
2015-07-07,14.85,77.72
2015-07-08,14.37,76.24
2015-07-09,14.33,76.56
2015-07-10,14.48,77.67
2015-07-13,14.64,78.79
2015-07-14,14.81,78.89
2015-07-15,14.75,78.81
2015-07-16,14.57,79.29
2015-07-17,14.69,79.15
2015-07-20,14.57,79.19
2015-07-21,14.51,78.94
2015-07-22,14.42,79.32
2015-07-23,14.61,78.85
2015-07-24,14.39,78.85
2015-07-27,14.55,78.26
2015-07-28,14.83,78.87
2015-07-29,15.21,79.68
2015-07-30,15.1,79.97
2015-07-31,14.83,80.22
2015-08-03,14.94,79.95
2015-08-04,14.91,80.29
2015-08-05,14.8,79.42
2015-08-06,14.83,78.34
2015-08-07,14.8,78.28
2015-08-10,14.99,78.91
2015-08-11,14.7,78.2
2015-08-12,14.68,77.86
2015-08-13,14.71,78.31
2015-08-14,14.78,78.36
2015-08-17,14.68,79.11
2015-08-18,14.83,79.18
2015-08-19,14.77,79.04
2015-08-20,14.43,76.82
2015-08-21,13.86,74.36
2015-08-24,13.19,71.39
2015-08-25,12.9,71.1
2015-08-26,13.21,73.8
2015-08-27,13.56,75.53
2015-08-28,13.74,75.56
2015-08-31,13.87,74.98
2015-09-01,13.72,73.08
2015-09-02,13.87,74.62
2015-09-03,13.84,74.65
2015-09-04,13.56,73.85
2015-09-08,13.67,75.56
2015-09-09,13.53,74.75
2015-09-10,13.73,74.96
2015-09-11,13.71,75.52
2015-09-14,13.78,75.12
2015-09-15,14.31,75.91
2015-09-16,14.64,76.77
2015-09-17,14.6,76.97
2015-09-18,14.28,75.46
2015-09-21,14.32,76.12
2015-09-22,13.92,75.11
2015-09-23,13.68,74.91
2015-09-24,13.65,74.71
2015-09-25,13.53,74.7
2015-09-28,13.12,72.55
2015-09-29,13.15,72.31
2015-09-30,13.57,74.26
2015-10-01,13.67,74.81
2015-10-02,13.99,75.88
2015-10-05,14.19,77.0
2015-10-06,14.31,76.43
2015-10-07,14.75,76.69
2015-10-08,14.99,77.63
2015-10-09,14.97,77.72
2015-10-12,14.98,78.09
2015-10-13,14.94,77.67
2015-10-14,15.01,76.88
2015-10-15,15.22,77.88
2015-10-16,15.28,78.29
2015-10-19,15.36,78.66
2015-10-20,15.38,78.56
2015-10-21,15.41,78.21
2015-10-22,15.58,79.24
2015-10-23,15.67,79.63
2015-10-26,15.68,80.19
2015-10-27,14.89,79.81
2015-10-28,14.97,80.57
2015-10-29,14.73,80.8
2015-10-30,14.81,80.97
2015-11-02,14.75,81.34
2015-11-03,14.81,81.65
2015-11-04,14.65,81.12
2015-11-05,14.57,81.41
2015-11-06,14.52,81.42
2015-11-09,14.33,80.3
2015-11-10,14.28,81.06
2015-11-11,14.31,80.58
2015-11-12,14.04,79.83
2015-11-13,13.92,77.73
2015-11-16,14.04,78.67
2015-11-17,14.15,78.82
2015-11-18,14.46,80.17
2015-11-19,14.57,80.27
2015-11-20,14.6,81.23
2015-11-23,14.55,81.53
2015-11-24,14.55,81.36
2015-11-25,14.55,81.77
2015-11-27,14.53,81.47
2015-11-30,14.33,80.78
2015-12-01,14.56,81.61
2015-12-02,14.26,80.9
2015-12-03,13.98,79.68
2015-12-04,14.2,81.22
2015-12-07,14.12,80.88
2015-12-08,13.97,80.64
2015-12-09,13.89,79.61
2015-12-10,13.96,79.88
2015-12-11,13.64,78.06
2015-12-14,13.62,78.46
2015-12-15,13.87,78.89
2015-12-16,14.36,80.21
2015-12-17,13.98,78.89
2015-12-18,13.8,77.33
2015-12-21,13.73,77.72
2015-12-22,14.2,78.29
2015-12-23,14.36,78.69
2015-12-24,14.31,78.48
2015-12-28,14.18,78.68
2015-12-29,14.23,79.59
2015-12-30,14.17,78.95
2015-12-31,14.09,78.1608
2016-01-04,13.97,76.82
2016-01-05,13.72,76.72
2016-01-06,13.11,75.97
2016-01-07,12.7,74.41
2016-01-08,12.54,73.61
2016-01-11,12.77,74.19
2016-01-12,12.85,75.01
2016-01-13,12.2,72.48
2016-01-14,12.19,73.0
2016-01-15,11.97,71.5
2016-01-19,11.95,71.77
2016-01-20,11.9,71.14
2016-01-21,12.01,72.05
2016-01-22,12.14,73.31
2016-01-25,11.98,72.47
2016-01-26,12.26,73.53
2016-01-27,11.85,72.38
2016-01-28,11.71,73.31
2016-01-29,11.94,74.11
2016-02-01,12.07,74.56
2016-02-02,11.51,73.11
2016-02-03,11.46,72.92
2016-02-04,11.53,72.5
2016-02-05,11.45,70.16
2016-02-08,11.59,68.8
2016-02-09,11.35,68.69
2016-02-10,11.34,68.57
2016-02-11,11.17,68.53
2016-02-12,11.55,69.79
2016-02-16,11.87,71.48
2016-02-17,12.27,73.02
2016-02-18,12.26,72.54
2016-02-19,12.1,72.74
2016-02-22,12.56,74.15
2016-02-23,12.42,73.74
2016-02-24,12.08,74.17
2016-02-25,12.39,74.91
2016-02-26,12.47,74.83
2016-02-29,12.51,74.44
2016-03-01,13.09,76.41
2016-03-02,13.22,76.34
2016-03-03,13.54,76.79
2016-03-04,13.59,76.72
2016-03-07,13.62,76.39
2016-03-08,13.23,75.79
2016-03-09,13.19,75.94
2016-03-10,13.15,76.13
2016-03-11,13.29,77.3
2016-03-14,13.27,77.59
2016-03-15,13.23,77.57
2016-03-16,13.5,78.2
2016-03-17,13.47,78.31
2016-03-18,13.64,78.09
2016-03-21,13.66,78.13
2016-03-22,13.59,78.0
2016-03-23,13.26,77.45
2016-03-24,13.06,77.55
2016-03-28,13.09,77.9
2016-03-29,13.2,78.69
2016-03-30,13.35,79.19
2016-03-31,13.5,79.1
2016-04-01,13.1,79.43
2016-04-04,12.8,78.81
2016-04-05,12.77,78.14
2016-04-06,12.82,78.88
2016-04-07,12.52,77.99
2016-04-08,12.55,77.87
2016-04-11,12.66,77.58
2016-04-12,12.81,78.17
2016-04-13,13.06,79.27
2016-04-14,13.09,79.27
2016-04-15,12.94,79.49
2016-04-18,13.25,80.24
2016-04-19,13.44,79.8
2016-04-20,13.64,79.9
2016-04-21,13.65,79.62
2016-04-22,13.61,79.46
2016-04-25,13.58,79.55
2016-04-26,13.75,79.74
2016-04-27,13.66,79.66
2016-04-28,14.09,78.8
2016-04-29,13.56,79.2
2016-05-02,13.62,80.31
2016-05-03,13.43,79.57
2016-05-04,13.31,79.21
2016-05-05,13.32,78.7
2016-05-06,13.44,79.28
2016-05-09,13.32,79.5
2016-05-10,13.49,80.52
2016-05-11,13.32,78.9
2016-05-12,13.35,79.05
2016-05-13,13.22,78.11
2016-05-16,13.32,78.6
2016-05-17,13.14,77.71
2016-05-18,13.16,77.26
2016-05-19,13.09,77.19
2016-05-20,13.19,77.7
2016-05-23,13.13,77.43
2016-05-24,13.29,78.36
2016-05-25,13.52,78.79
2016-05-26,13.46,78.95
2016-05-27,13.45,79.32
2016-05-31,13.49,79.24
2016-06-01,13.11,79.19
2016-06-02,13.21,79.63
2016-06-03,13.04,79.11
2016-06-06,13.18,79.31
2016-06-07,13.38,79.41
2016-06-08,13.36,79.5
2016-06-09,13.26,79.32
2016-06-10,13.1,78.49
2016-06-13,12.98,78.06
2016-06-14,12.84,77.86
2016-06-15,13.01,78.08
2016-06-16,13.12,78.33
2016-06-17,13.26,77.93
2016-06-20,13.42,78.63
2016-06-21,13.22,78.45
2016-06-22,13.18,78.34
2016-06-23,13.4,79.11
2016-06-24,12.52,76.15
2016-06-27,12.16,74.77
2016-06-28,12.39,76.26
2016-06-29,12.55,77.49
2016-06-30,12.57,78.06
2016-07-01,12.72,78.87
2016-07-05,12.4,78.23
2016-07-06,12.57,78.9
2016-07-07,12.75,79.24
2016-07-08,13.09,80.62
2016-07-11,13.27,81.09
2016-07-12,13.45,81.41
2016-07-13,13.48,81.01
2016-07-14,13.59,81.34
2016-07-15,13.57,80.98
2016-07-18,13.65,81.29
2016-07-19,13.65,81.14
2016-07-20,13.74,81.48
2016-07-21,13.92,81.26
2016-07-22,13.84,81.6
2016-07-25,13.83,81.73
2016-07-26,13.86,81.63
2016-07-27,13.84,81.38
2016-07-28,12.71,81.53
2016-07-29,12.66,81.62
2016-08-01,12.48,81.75
2016-08-02,11.94,80.53
2016-08-03,12.13,80.76
2016-08-04,12.08,80.72
2016-08-05,12.19,81.57
2016-08-08,12.18,81.3
2016-08-09,12.31,81.06
2016-08-10,12.25,81.23
2016-08-11,12.31,82.04
2016-08-12,12.33,82.0
2016-08-15,12.43,82.16
2016-08-16,12.34,81.69
2016-08-17,12.39,81.5
2016-08-18,12.33,81.45
2016-08-19,12.39,81.5
2016-08-22,12.36,81.42
2016-08-23,12.42,81.83
2016-08-24,12.3,81.44
2016-08-25,12.47,81.17
2016-08-26,12.38,80.94
2016-08-29,12.47,81.22
2016-08-30,12.55,80.77
2016-08-31,12.6,80.56
2016-09-01,12.44,80.72
2016-09-02,12.5,80.88
2016-09-06,12.67,81.03
2016-09-07,12.7,81.07
2016-09-08,12.73,80.37
2016-09-09,12.38,78.43
2016-09-12,12.7,79.53
2016-09-13,12.38,78.4
2016-09-14,12.14,78.41
2016-09-15,12.11,78.98
2016-09-16,12.11,78.51
2016-09-19,12.11,78.45
2016-09-20,12.0,78.51
2016-09-21,12.09,79.27
2016-09-22,12.18,79.85
2016-09-23,12.17,79.67
2016-09-26,12.01,78.79
2016-09-27,11.98,79.59
2016-09-28,12.09,79.81
2016-09-29,11.97,79.4
2016-09-30,12.07,80.04
2016-10-03,12.1,79.99
2016-10-04,12.2,79.71
2016-10-05,12.48,80.04
2016-10-06,12.39,80.1
2016-10-07,12.29,79.74
2016-10-10,12.12,79.87
2016-10-11,11.99,78.9
2016-10-12,11.96,79.27
2016-10-13,11.91,78.98
2016-10-14,11.91,78.89
2016-10-17,11.88,78.24
2016-10-18,11.89,78.76
2016-10-19,12.01,79.11
2016-10-20,11.97,78.96
2016-10-21,12.02,79.59
2016-10-24,12.19,80.16
2016-10-25,11.85,79.22
2016-10-26,11.88,78.88
2016-10-27,11.74,78.22
2016-10-28,11.72,78.04
2016-10-31,11.74,78.1
2016-11-01,11.61,77.55
2016-11-02,11.4,77.08
2016-11-03,11.35,76.88
2016-11-04,11.34,76.73
2016-11-07,11.58,78.5
2016-11-08,11.48,78.82
2016-11-09,11.58,78.98
2016-11-10,11.94,79.27
2016-11-11,12.28,79.72
2016-11-14,12.06,79.73
2016-11-15,12.04,80.04
2016-11-16,12.0,80.48
2016-11-17,11.87,81.45
2016-11-18,11.76,81.2
2016-11-21,11.79,81.73
2016-11-22,11.89,82.7
2016-11-23,11.9,82.78
2016-11-25,12.04,82.98
2016-11-28,11.92,82.32
2016-11-29,11.92,82.54
2016-11-30,11.96,81.85
2016-12-01,12.43,81.89
2016-12-02,12.24,81.44
2016-12-05,12.44,82.33
2016-12-06,12.56,82.52
2016-12-07,13.06,84.12
2016-12-08,13.03,84.12
2016-12-09,13.17,84.31
2016-12-12,12.82,83.61
2016-12-13,12.77,84.36
2016-12-14,12.53,83.79
2016-12-15,12.58,83.59
2016-12-16,12.63,82.69
2016-12-19,12.66,82.91
2016-12-20,12.78,83.57
2016-12-21,12.64,83.53
2016-12-22,12.4,82.63
2016-12-23,12.46,82.45
2016-12-27,12.39,82.77
2016-12-28,12.25,82.2
2016-12-29,12.23,82.09
2016-12-30,12.13,81.4
2017-01-03,12.59,81.88
2017-01-04,13.17,82.97
2017-01-05,12.77,82.91
2017-01-06,12.76,83.32
2017-01-09,12.63,83.25
2017-01-10,12.85,83.55
2017-01-11,12.67,83.73
2017-01-12,12.59,83.65
2017-01-13,12.63,83.96
2017-01-17,12.61,84.1
2017-01-18,12.41,83.95
2017-01-19,12.43,83.69
2017-01-20,12.36,83.93
2017-01-23,12.31,83.99
2017-01-24,12.61,84.68
2017-01-25,12.79,85.2
2017-01-26,12.37,85.33
2017-01-27,12.49,85.06
2017-01-30,12.37,84.96
2017-01-31,12.36,84.83
2017-02-01,12.32,84.67
2017-02-02,12.28,84.6
2017-02-03,12.56,84.49
2017-02-06,12.52,84.24
2017-02-07,12.34,84.16
2017-02-08,12.38,84.68
2017-02-09,12.38,85.21
2017-02-10,12.51,85.73
2017-02-13,12.56,85.83
2017-02-14,12.65,86.32
2017-02-15,12.63,86.77
2017-02-16,12.54,86.33
2017-02-17,12.58,86.61
2017-02-21,12.69,87.11
2017-02-22,12.67,87.11
2017-02-23,12.56,86.52
2017-02-24,12.47,86.92
2017-02-27,12.66,87.02
2017-02-28,12.53,86.37
2017-03-01,12.69,87.34
2017-03-02,12.66,87.13
2017-03-03,12.65,87.0
2017-03-06,12.52,86.72
2017-03-07,12.46,86.44
2017-03-08,12.53,86.8
2017-03-09,12.5,86.72
2017-03-10,12.53,86.85
2017-03-13,12.54,87.08
2017-03-14,12.55,87.06
2017-03-15,12.65,87.52
2017-03-16,12.7,87.51
2017-03-17,12.48,87.36
2017-03-20,12.28,87.154
2017-03-21,11.72,86.05
2017-03-22,11.77,86.15
2017-03-23,11.67,86.35
2017-03-24,11.62,86.56
2017-03-27,11.46,86.53
2017-03-28,11.65,87.19
2017-03-29,11.68,87.71
2017-03-30,11.68,87.94
2017-03-31,11.64,87.95
2017-04-03,11.44,87.6
2017-04-04,11.37,87.46
2017-04-05,11.26,87.25
2017-04-06,11.27,87.52
2017-04-07,11.23,87.26
2017-04-10,11.25,87.58
2017-04-11,11.28,87.51
2017-04-12,11.23,87.16
2017-04-13,11.11,86.55
2017-04-17,11.28,87.44
2017-04-18,11.14,87.45
2017-04-19,11.19,87.53
2017-04-20,11.47,88.45
2017-04-21,11.34,88.25
2017-04-24,11.43,88.82
2017-04-25,11.48,89.52
2017-04-26,11.6,89.94
2017-04-27,11.47,90.42
2017-04-28,11.47,90.06
2017-05-01,11.42,90.18
2017-05-02,10.92,90.28
2017-05-03,11.07,89.75
2017-05-04,11.0,89.61
2017-05-05,11.14,90.17
2017-05-08,11.13,90.34
2017-05-09,11.16,90.86
2017-05-10,11.04,90.55
2017-05-11,11.01,90.01
2017-05-12,10.92,89.88
2017-05-15,10.94,89.9
2017-05-16,10.94,89.59
2017-05-17,10.76,88.14
2017-05-18,10.79,88.65
2017-05-19,10.87,89.25
2017-05-22,11.1,89.7
2017-05-23,11.05,89.36
2017-05-24,10.96,89.68
2017-05-25,10.86,90.47
2017-05-26,10.93,90.74
2017-05-30,11.08,90.81
2017-05-31,11.12,91.05
2017-06-01,11.41,91.91
2017-06-02,11.35,92.24
2017-06-05,11.25,91.99
2017-06-06,11.12,91.2
2017-06-07,11.07,91.36
2017-06-08,11.1,90.77
2017-06-09,11.13,90.37
2017-06-12,11.28,90.32
2017-06-13,11.27,90.88
2017-06-14,11.22,90.83
2017-06-15,11.24,90.45
2017-06-16,11.22,90.15
2017-06-19,11.24,90.84
2017-06-20,11.12,89.7
2017-06-21,11.04,89.84
2017-06-22,11.13,89.63
2017-06-23,11.04,89.52
2017-06-26,11.18,89.84
2017-06-27,11.08,89.13
2017-06-28,11.09,90.03
2017-06-29,11.17,89.16
2017-06-30,11.19,89.63
2017-07-03,11.56,89.54
2017-07-05,11.3,89.32
2017-07-06,11.18,88.41
2017-07-07,11.26,89.2
2017-07-10,11.34,89.39
2017-07-11,11.38,89.21
2017-07-12,11.47,89.89
2017-07-13,11.6,89.9
2017-07-14,11.68,90.19
2017-07-17,11.74,90.41
2017-07-18,11.75,90.82
2017-07-19,11.83,91.26
2017-07-20,11.7,91.07
2017-07-21,11.53,91.13
2017-07-24,11.29,90.82
2017-07-25,11.27,91.46
2017-07-26,11.06,91.42
2017-07-27,11.18,92.09
2017-07-28,11.17,91.39
2017-07-31,11.22,91.36
2017-08-01,10.95,91.52
2017-08-02,11.0,91.27
2017-08-03,10.93,91.02
2017-08-04,10.95,91.03
2017-08-07,10.92,91.24
2017-08-08,10.89,91.29
2017-08-09,10.92,90.76
2017-08-10,10.77,89.4
2017-08-11,10.77,89.86
2017-08-14,10.91,90.5
2017-08-15,10.84,89.67
2017-08-16,10.8,90.13
2017-08-17,10.64,88.69
2017-08-18,10.56,88.25
2017-08-21,10.57,88.41
2017-08-22,10.65,89.36
2017-08-23,10.71,88.6
2017-08-24,10.71,88.41
2017-08-25,10.82,88.63
2017-08-28,10.79,88.68
2017-08-29,10.84,88.6
2017-08-30,10.94,89.24
2017-08-31,11.03,89.66
2017-09-01,11.35,90.07
2017-09-05,11.36,89.7
2017-09-06,11.5,90.26
2017-09-07,11.4,89.48
2017-09-08,11.36,89.17
2017-09-11,11.41,89.64
2017-09-12,11.59,90.04
2017-09-13,11.62,90.69
2017-09-14,11.56,90.2
2017-09-15,11.62,89.63
2017-09-18,11.63,89.32
2017-09-19,11.72,89.24
2017-09-20,11.71,89.54
2017-09-21,11.72,89.39
2017-09-22,11.84,89.54
2017-09-25,11.94,89.35
2017-09-26,11.93,89.36
2017-09-27,11.95,89.85
2017-09-28,11.96,89.74
2017-09-29,11.97,90.08
2017-10-02,12.09,90.25
2017-10-03,12.34,90.63
2017-10-04,12.3,91.1
2017-10-05,12.25,91.61
