date,LAZ,KCE
2015-02-10,50.26,49.59
2015-02-11,49.85,49.5
2015-02-12,50.72,50.0199
2015-02-13,50.9,50.37
2015-02-17,50.99,50.77
2015-02-18,51.05,50.24
2015-02-19,50.99,50.51
2015-02-20,51.1,50.8899
2015-02-23,51.09,50.54
2015-02-24,51.6,51.14
2015-02-25,51.45,50.95
2015-02-26,51.51,50.72
2015-02-27,50.88,50.09
2015-03-02,51.71,50.54
2015-03-03,50.95,50.23
2015-03-04,50.08,49.975
2015-03-05,50.24,50.35
2015-03-06,50.53,50.3
2015-03-09,50.18,50.34
2015-03-10,48.95,49.63
2015-03-11,49.04,50.03
2015-03-12,50.17,50.952
2015-03-13,49.31,50.344
2015-03-16,49.47,51.298
2015-03-17,49.68,51.22
2015-03-18,50.39,51.02
2015-03-19,49.57,50.57
2015-03-20,50.64,51.33
2015-03-23,50.52,51.29
2015-03-24,50.78,51.0614
2015-03-25,51.9,50.13
2015-03-26,53.16,50.25
2015-03-27,52.86,49.93
2015-03-30,53.06,50.516
2015-03-31,52.59,50.31
2015-04-01,52.87,50.36
2015-04-02,53.41,50.56
2015-04-06,53.66,50.59
2015-04-07,53.08,50.16
2015-04-08,54.12,50.52
2015-04-09,55.45,50.65
2015-04-10,55.56,50.2899
2015-04-13,55.16,50.7445
2015-04-14,55.34,50.28
2015-04-15,56.02,50.671
2015-04-16,56.78,50.82
2015-04-17,56.28,50.02
2015-04-20,56.27,50.4964
2015-04-21,56.64,50.56
2015-04-22,56.56,50.98
2015-04-23,56.21,51.14
2015-04-24,55.89,50.9517
2015-04-27,54.31,50.84
2015-04-28,54.45,51.02
2015-04-29,53.84,50.8
2015-04-30,53.03,50.55
2015-05-01,53.7,50.39
2015-05-04,53.98,50.87
2015-05-05,53.91,50.27
2015-05-06,54.59,49.9
2015-05-07,54.8,50.373
2015-05-08,55.52,50.6
2015-05-11,55.17,50.561
2015-05-12,55.17,50.1988
2015-05-13,55.17,50.1556
2015-05-14,55.88,50.5999
2015-05-15,55.84,50.25
2015-05-18,56.35,50.9068
2015-05-19,55.18,50.82
2015-05-20,55.75,50.82
2015-05-21,56.45,50.7855
2015-05-22,56.25,50.63
2015-05-26,55.9,50.3399
2015-05-27,56.27,50.91
2015-05-28,56.05,50.9996
2015-05-29,55.56,50.695
2015-06-01,55.53,50.62
2015-06-02,55.66,50.95
2015-06-03,56.33,51.65
2015-06-04,55.75,51.22
2015-06-05,56.38,51.83
2015-06-08,55.32,51.7672
2015-06-09,54.5,51.4899
2015-06-10,55.46,52.1199
2015-06-11,55.92,52.26
2015-06-12,55.1,51.99
2015-06-15,56.61,51.83
2015-06-16,57.09,52.1199
2015-06-17,57.42,52.16
2015-06-18,58.43,52.38
2015-06-19,58.16,52.09
2015-06-22,57.9,52.42
2015-06-23,57.92,52.48
2015-06-24,56.82,51.98
2015-06-25,56.93,51.8
2015-06-26,57.96,51.99
2015-06-29,54.18,50.39
2015-06-30,56.24,50.76
2015-07-01,56.33,50.91
2015-07-02,55.82,50.9
2015-07-06,55.52,50.43
2015-07-07,54.67,50.47
2015-07-08,53.21,49.27
2015-07-09,52.76,49.5891
2015-07-10,53.95,50.24
2015-07-13,56.09,50.9201
2015-07-14,55.85,51.03
2015-07-15,56.88,51.1068
2015-07-16,57.25,51.64
2015-07-17,58.03,51.42
2015-07-20,57.14,51.327
2015-07-21,58.78,51.0618
2015-07-22,58.28,51.11
2015-07-23,56.72,50.76
2015-07-24,56.65,50.02
2015-07-27,55.07,49.39
2015-07-28,54.61,49.7404
2015-07-29,56.18,50.22
2015-07-30,55.71,50.29
2015-07-31,55.41,50.496
2015-08-03,54.98,50.4699
2015-08-04,54.31,50.56
2015-08-05,54.28,50.28
2015-08-06,53.62,49.62
2015-08-07,53.81,49.42
2015-08-10,54.0,50.27
2015-08-11,53.22,49.44
2015-08-12,53.52,48.87
2015-08-13,54.58,49.0497
2015-08-14,54.5,49.2532
2015-08-17,53.65,49.35
2015-08-18,52.86,49.1601
2015-08-19,52.74,48.55
2015-08-20,51.7,47.07
2015-08-21,49.17,45.6994
2015-08-24,45.72,43.72
2015-08-25,46.54,43.46
2015-08-26,48.91,44.11
2015-08-27,50.37,44.95
2015-08-28,50.67,45.1896
2015-08-31,49.73,45.02
2015-09-01,46.74,43.26
2015-09-02,46.27,43.53
2015-09-03,47.54,43.66
2015-09-04,47.06,43.13
2015-09-08,47.34,44.21
2015-09-09,46.37,43.72
2015-09-10,46.36,43.75
2015-09-11,46.66,43.7
2015-09-14,45.48,43.57
2015-09-15,45.92,44.18
2015-09-16,47.25,44.7063
2015-09-17,48.76,44.31
2015-09-18,47.26,42.85
2015-09-21,49.07,43.34
2015-09-22,47.76,42.7416
2015-09-23,46.96,42.69
2015-09-24,46.04,42.3699
2015-09-25,45.83,42.64
2015-09-28,43.54,41.04
2015-09-29,42.08,40.8
2015-09-30,43.3,41.48
2015-10-01,42.83,41.33
2015-10-02,44.13,41.31
2015-10-05,45.16,42.56
2015-10-06,43.56,42.24
2015-10-07,45.79,42.91
2015-10-08,46.53,42.93
2015-10-09,47.3,42.71
2015-10-12,47.66,42.55
2015-10-13,45.95,41.96
2015-10-14,45.62,41.55
2015-10-15,45.94,42.79
2015-10-16,46.47,43.17
2015-10-19,46.86,42.81
2015-10-20,46.45,43.1
2015-10-21,45.24,42.3448
2015-10-22,47.66,43.5
2015-10-23,48.73,44.2405
2015-10-26,48.85,44.03
2015-10-27,47.34,43.3091
2015-10-28,48.43,44.95
2015-10-29,46.68,44.52
2015-10-30,46.32,44.495
2015-11-02,49.4,45.59
2015-11-03,48.64,45.88
2015-11-04,47.85,45.55
2015-11-05,49.01,46.0121
2015-11-06,47.94,46.92
2015-11-09,45.93,46.09
2015-11-10,44.94,45.8
2015-11-11,44.56,45.87
2015-11-12,42.89,45.28
2015-11-13,43.73,44.57
2015-11-16,42.94,45.13
2015-11-17,42.71,45.0
2015-11-18,45.72,46.05
2015-11-19,44.13,46.04
2015-11-20,44.89,46.2
2015-11-23,45.63,46.13
2015-11-24,45.94,46.17
2015-11-25,46.69,46.56
2015-11-27,46.87,46.685
2015-11-30,46.47,46.668
2015-12-01,46.44,46.933
2015-12-02,45.4,46.4298
2015-12-03,45.09,45.5
2015-12-04,46.14,46.43
2015-12-07,44.92,45.68
2015-12-08,45.71,45.14
2015-12-09,44.81,44.3
2015-12-10,44.99,44.68
2015-12-11,42.75,42.82
2015-12-14,41.47,42.23
2015-12-15,44.68,43.34
2015-12-16,47.41,44.1
2015-12-17,45.95,43.39
2015-12-18,44.88,42.19
2015-12-21,44.64,42.51
2015-12-22,45.28,43.02
2015-12-23,46.58,43.801
2015-12-24,46.39,43.77
2015-12-28,45.67,43.72
2015-12-29,46.01,44.08
2015-12-30,45.38,43.61
2015-12-31,45.01,43.6
2016-01-04,44.51,42.47
2016-01-05,43.49,42.24
2016-01-06,41.75,41.04
2016-01-07,39.04,39.4399
2016-01-08,37.48,38.67
2016-01-11,36.47,38.6
2016-01-12,35.51,38.66
2016-01-13,33.24,36.946
2016-01-14,35.02,37.71
2016-01-15,34.48,36.54
2016-01-19,34.72,36.52
2016-01-20,34.89,36.0356
2016-01-21,34.21,35.66
2016-01-22,36.09,36.82
2016-01-25,35.13,35.72
2016-01-26,35.4,36.44
2016-01-27,34.95,35.96
2016-01-28,34.46,35.81
2016-01-29,35.99,36.6801
2016-02-01,36.06,36.49
2016-02-02,33.31,34.91
2016-02-03,31.98,34.85
2016-02-04,33.73,35.66
2016-02-05,32.91,35.06
2016-02-08,33.24,33.91
2016-02-09,30.48,33.79
2016-02-10,30.42,34.18
2016-02-11,30.08,33.0
2016-02-12,31.47,33.7415
2016-02-16,31.94,34.86
2016-02-17,32.5,35.65
2016-02-18,31.43,35.2601
2016-02-19,31.46,35.13
2016-02-22,32.82,35.652
2016-02-23,32.4,35.08
2016-02-24,32.34,34.74
2016-02-25,32.5,35.43
2016-02-26,34.3,36.25
2016-02-29,35.18,36.0101
2016-03-01,37.34,37.3301
2016-03-02,36.95,37.5932
2016-03-03,37.28,38.1816
2016-03-04,37.3,38.63
2016-03-07,37.27,38.58
2016-03-08,37.05,37.77
2016-03-09,37.69,37.67
2016-03-10,37.8,37.53
2016-03-11,39.22,38.91
2016-03-14,37.99,38.73
2016-03-15,36.74,37.94
2016-03-16,37.4,38.22
2016-03-17,39.56,39.16
2016-03-18,40.15,39.36
2016-03-21,39.79,39.3401
2016-03-22,39.89,39.18
2016-03-23,38.55,38.53
2016-03-24,38.18,38.2
2016-03-28,38.22,38.15
2016-03-29,38.93,38.73
2016-03-30,39.9,39.12
2016-03-31,38.8,38.94
2016-04-01,39.65,39.28
2016-04-04,38.46,38.67
2016-04-05,36.82,37.9075
2016-04-06,37.61,38.2499
2016-04-07,35.45,36.89
2016-04-08,34.71,36.96
2016-04-11,34.67,37.3399
2016-04-12,35.49,38.05
2016-04-13,37.74,39.75
2016-04-14,37.93,39.89
2016-04-15,37.9,39.54
2016-04-18,38.21,39.79
2016-04-19,38.97,40.1501
2016-04-20,39.56,40.9199
2016-04-21,38.75,41.02
2016-04-22,37.31,41.42
2016-04-25,36.46,40.92
2016-04-26,37.12,41.15
2016-04-27,37.43,41.25
2016-04-28,36.74,40.13
2016-04-29,36.05,39.83
2016-05-02,35.57,40.06
2016-05-03,34.64,39.09
2016-05-04,34.29,38.48
2016-05-05,33.84,38.38
2016-05-06,33.78,38.51
2016-05-09,33.5,38.58
2016-05-10,34.68,39.4901
2016-05-11,34.01,38.8601
2016-05-12,33.65,38.85
2016-05-13,32.84,38.17
2016-05-16,33.28,38.44
2016-05-17,33.58,38.3
2016-05-18,34.17,39.274
2016-05-19,33.51,38.69
2016-05-20,34.01,39.32
2016-05-23,33.45,39.39
2016-05-24,34.61,40.38
2016-05-25,35.03,40.97
2016-05-26,34.68,40.73
2016-05-27,35.14,41.2
2016-05-31,35.18,41.27
2016-06-01,34.85,41.22
2016-06-02,34.56,41.18
2016-06-03,34.36,40.33
2016-06-06,34.61,41.0
2016-06-07,34.11,40.68
2016-06-08,34.21,40.6
2016-06-09,33.53,39.95
2016-06-10,33.03,38.99
2016-06-13,32.76,38.66
2016-06-14,31.65,37.87
2016-06-15,32.98,38.1
2016-06-16,32.85,38.0401
2016-06-17,33.2,37.9111
2016-06-20,33.84,38.43
2016-06-21,33.22,38.37
2016-06-22,33.49,38.41
2016-06-23,34.94,39.52
2016-06-24,31.21,36.26
2016-06-27,27.0,34.01
2016-06-28,28.11,34.4848
2016-06-29,29.53,35.4387
2016-06-30,29.78,36.16
2016-07-01,29.92,35.98
2016-07-05,29.54,35.05
2016-07-06,29.39,35.28
2016-07-07,30.24,35.58
2016-07-08,30.54,36.48
2016-07-11,31.05,36.9388
2016-07-12,32.09,38.05
2016-07-13,31.81,37.79
2016-07-14,32.43,38.36
2016-07-15,32.77,38.5324
2016-07-18,33.88,38.8333
2016-07-19,32.95,38.61
2016-07-20,32.87,38.94
2016-07-21,33.13,38.74
2016-07-22,33.57,39.031
2016-07-25,33.5,38.866
2016-07-26,33.67,38.97
2016-07-27,33.41,39.1499
2016-07-28,34.5,39.235
2016-07-29,35.74,39.2199
2016-08-01,35.16,38.99
2016-08-02,33.75,38.295
2016-08-03,34.25,39.054
2016-08-04,34.07,39.1367
2016-08-05,34.35,40.1673
2016-08-08,34.74,40.1247
2016-08-09,34.87,39.9501
2016-08-10,35.2,39.77
2016-08-11,35.27,40.0499
2016-08-12,35.45,39.7748
2016-08-15,35.86,40.34
2016-08-16,36.16,40.2166
2016-08-17,35.96,40.1667
2016-08-18,36.64,40.3166
2016-08-19,37.0,40.39
2016-08-22,36.93,40.23
2016-08-23,37.61,40.5757
2016-08-24,37.01,40.4264
2016-08-25,36.79,40.3178
2016-08-26,36.6,40.6186
2016-08-29,36.7,40.87
2016-08-30,37.19,41.3
2016-08-31,37.03,41.1948
2016-09-01,36.8,40.8
2016-09-02,37.33,41.14
2016-09-06,36.73,40.9042
2016-09-07,37.38,41.21
2016-09-08,37.91,41.36
2016-09-09,36.8,40.56
2016-09-12,36.94,41.25
2016-09-13,35.86,40.39
2016-09-14,35.93,40.253
2016-09-15,36.7,41.06
2016-09-16,36.05,40.428
2016-09-19,36.5,40.57
2016-09-20,35.94,40.47
2016-09-21,36.44,40.84
2016-09-22,36.57,41.075
2016-09-23,36.64,40.8788
2016-09-26,35.98,39.97
2016-09-27,36.01,40.07
2016-09-28,36.04,40.21
2016-09-29,35.21,39.91
2016-09-30,36.36,40.51
2016-10-03,35.51,40.49
2016-10-04,35.95,40.4587
2016-10-05,35.98,41.1001
2016-10-06,35.89,41.0367
2016-10-07,35.67,40.8399
2016-10-10,35.45,40.9196
2016-10-11,34.91,40.28
2016-10-12,34.46,40.24
2016-10-13,34.34,39.79
2016-10-14,34.37,40.01
2016-10-17,34.18,39.608
2016-10-18,34.75,39.905
2016-10-19,35.6,40.22
2016-10-20,35.45,40.006
2016-10-21,36.03,40.105
2016-10-24,35.87,40.235
2016-10-25,36.07,39.88
2016-10-26,36.76,39.8696
2016-10-27,37.21,39.55
2016-10-28,37.04,39.39
2016-10-31,36.46,39.27
2016-11-01,36.9,39.02
2016-11-02,37.3,38.55
2016-11-03,38.03,38.8
2016-11-04,37.98,39.04
2016-11-07,38.48,39.62
2016-11-08,38.39,39.59
2016-11-09,38.76,41.507
2016-11-10,38.29,42.6208
2016-11-11,38.24,42.882
2016-11-14,39.54,43.7
2016-11-15,39.97,43.8679
2016-11-16,39.73,43.6865
2016-11-17,40.06,44.17
2016-11-18,39.88,44.3192
2016-11-21,40.04,44.53
2016-11-22,40.49,44.5568
2016-11-23,40.05,44.919
2016-11-25,40.06,44.8894
2016-11-28,38.86,44.36
2016-11-29,38.74,44.3708
2016-11-30,38.85,44.77
2016-12-01,41.02,45.26
2016-12-02,41.47,44.8129
2016-12-05,42.64,45.2347
2016-12-06,43.75,45.5766
2016-12-07,43.58,46.36
2016-12-08,43.92,46.9672
2016-12-09,43.01,46.8682
2016-12-12,42.39,46.29
2016-12-13,42.4,46.2275
2016-12-14,41.04,45.85
2016-12-15,41.28,46.0
2016-12-16,41.24,45.27
2016-12-19,41.33,45.3099
2016-12-20,42.18,45.93
2016-12-21,42.07,45.73
2016-12-22,41.46,45.25
2016-12-23,41.67,45.32
2016-12-27,41.38,45.51
2016-12-28,40.81,44.925
2016-12-29,40.99,44.82
2016-12-30,41.09,44.88
2017-01-03,41.64,45.397
2017-01-04,42.63,46.5
2017-01-05,41.59,46.1
2017-01-06,41.0,46.41
2017-01-09,41.01,45.8
2017-01-10,40.65,45.9005
2017-01-11,40.65,45.95
2017-01-12,40.8,45.76
2017-01-13,41.09,46.0452
2017-01-17,40.7,45.1775
2017-01-18,41.39,45.417
2017-01-19,40.92,45.3281
2017-01-20,40.61,45.54
2017-01-23,40.74,45.53
2017-01-24,41.0,46.1705
2017-01-25,41.33,46.438
2017-01-26,42.01,46.1901
2017-01-27,41.76,45.88
2017-01-30,41.47,45.9
2017-01-31,42.48,45.945
2017-02-01,43.04,46.19
2017-02-02,43.14,45.7999
2017-02-03,43.47,46.6
2017-02-06,43.92,46.59
2017-02-07,43.76,46.64
2017-02-08,43.64,46.2889
2017-02-09,42.98,46.92
2017-02-10,43.21,47.1012
2017-02-13,43.4,47.4701
2017-02-14,43.71,47.709
2017-02-15,43.93,48.2177
2017-02-16,43.59,47.95
2017-02-17,43.41,48.07
2017-02-21,43.37,48.36
2017-02-22,43.04,48.3545
2017-02-23,42.58,48.29
2017-02-24,42.41,48.085
2017-02-27,43.04,48.312
2017-02-28,43.06,47.71
2017-03-01,44.09,48.66
2017-03-02,43.07,48.0
2017-03-03,43.01,48.0264
2017-03-06,42.58,47.68
2017-03-07,43.03,47.45
2017-03-08,42.92,47.45
2017-03-09,43.37,47.48
2017-03-10,43.59,47.52
2017-03-13,45.71,47.667
2017-03-14,45.51,47.42
2017-03-15,45.92,47.94
2017-03-16,45.96,48.3908
2017-03-17,45.25,47.4
2017-03-20,45.04,47.1
2017-03-21,43.99,46.018
2017-03-22,44.61,45.83
2017-03-23,45.12,45.9359
2017-03-24,45.01,45.8079
2017-03-27,44.78,45.4374
2017-03-28,45.43,46.2293
2017-03-29,45.42,46.0583
2017-03-30,45.85,46.7099
2017-03-31,45.99,46.736
2017-04-03,45.59,46.35
2017-04-04,45.23,46.0808
2017-04-05,44.53,46.25
2017-04-06,45.54,46.0666
2017-04-07,45.4,46.01
2017-04-10,45.77,45.826
2017-04-11,45.95,45.7453
2017-04-12,44.9,45.567
2017-04-13,44.61,45.28
2017-04-17,45.27,45.5074
2017-04-18,45.09,45.7958
2017-04-19,45.85,45.9578
2017-04-20,46.03,46.5201
2017-04-21,44.76,46.3496
2017-04-24,45.16,47.03
2017-04-25,44.54,47.1
2017-04-26,44.3,47.215
2017-04-27,43.17,47.074
2017-04-28,42.94,46.9019
2017-05-01,43.11,46.8209
2017-05-02,43.4,46.77
2017-05-03,44.17,46.96
2017-05-04,43.15,46.9477
2017-05-05,42.86,46.7411
2017-05-08,43.12,46.69
2017-05-09,43.7,46.81
2017-05-10,44.55,47.0328
2017-05-11,44.65,46.6312
2017-05-12,44.63,46.5092
2017-05-15,45.55,46.9329
2017-05-16,45.31,46.995
2017-05-17,43.53,45.7326
2017-05-18,43.56,45.88
2017-05-19,44.2,46.2
2017-05-22,44.16,46.3796
2017-05-23,43.91,46.3784
2017-05-24,43.94,46.2211
2017-05-25,44.38,46.68
2017-05-26,44.96,46.664
2017-05-30,44.62,46.3553
2017-05-31,44.5,46.05
2017-06-01,45.19,47.134
2017-06-02,44.84,47.2305
2017-06-05,45.03,47.3643
2017-06-06,44.99,47.17
2017-06-07,44.9,47.399
2017-06-08,44.87,47.8
2017-06-09,44.86,48.43
2017-06-12,45.14,48.699
2017-06-13,45.17,49.0666
2017-06-14,44.81,49.085
2017-06-15,44.82,49.03
2017-06-16,45.35,48.581
2017-06-19,46.01,49.2172
2017-06-20,45.47,48.9636
2017-06-21,45.95,48.4204
2017-06-22,45.54,48.43
2017-06-23,45.76,48.2005
2017-06-26,45.85,48.4807
2017-06-27,46.31,48.84
2017-06-28,46.81,49.3458
2017-06-29,46.59,49.1338
2017-06-30,46.33,49.2001
2017-07-03,47.32,49.65
2017-07-05,46.81,49.7
2017-07-06,46.55,49.212
2017-07-07,46.59,49.65
2017-07-10,47.1,49.95
2017-07-11,46.17,49.64
2017-07-12,45.74,49.87
2017-07-13,46.0,50.35
2017-07-14,46.25,50.274
2017-07-17,47.06,50.13
2017-07-18,46.82,50.14
2017-07-19,47.23,50.48
2017-07-20,47.02,50.6577
2017-07-21,47.4,50.5783
2017-07-24,48.01,50.7872
2017-07-25,47.89,51.6
2017-07-26,47.91,51.46
2017-07-27,46.11,50.5874
2017-07-28,46.02,50.6265
2017-07-31,46.71,51.01
2017-08-01,46.64,51.1599
2017-08-02,46.0,50.4
2017-08-03,45.63,50.38
2017-08-04,45.48,50.4944
2017-08-07,45.75,50.5
2017-08-08,45.5,50.42
2017-08-09,44.73,50.16
2017-08-10,42.96,49.24
2017-08-11,43.14,49.2799
2017-08-14,44.32,49.9505
2017-08-15,43.85,50.015
2017-08-16,43.42,49.785
2017-08-17,42.42,48.8387
2017-08-18,42.42,48.7605
2017-08-21,42.67,48.59
2017-08-22,43.08,49.2699
2017-08-23,42.76,49.255
2017-08-24,42.15,49.3112
2017-08-25,42.19,49.4411
2017-08-28,42.53,49.2306
2017-08-29,42.2,48.98
2017-08-30,42.59,49.3298
2017-08-31,42.89,49.61
2017-09-01,43.06,49.87
2017-09-05,41.87,48.758
2017-09-06,41.45,48.604
2017-09-07,40.91,48.13
2017-09-08,40.66,48.39
2017-09-11,41.49,49.1124
2017-09-12,41.57,49.592
2017-09-13,41.63,49.5201
2017-09-14,41.58,49.6899
2017-09-15,41.7,49.43
2017-09-18,42.45,49.86
2017-09-19,43.11,50.08
2017-09-20,43.28,50.3461
2017-09-21,43.0,50.4687
2017-09-22,43.2,50.73
2017-09-25,43.3,50.7305
2017-09-26,43.1,51.0695
2017-09-27,43.91,51.96
2017-09-28,44.93,52.125
2017-09-29,45.22,52.39
2017-10-02,45.02,52.789
2017-10-03,45.72,53.2192
2017-10-04,45.81,53.2654
2017-10-05,45.96,53.62
2017-10-06,45.43,53.385
2017-10-09,44.81,53.33
2017-10-10,45.06,53.5
2017-10-11,44.81,53.5197
2017-10-12,44.96,53.65
2017-10-13,45.36,53.6274
2017-10-16,45.9,53.6142
2017-10-17,45.6,53.2245
2017-10-18,45.99,53.7821
2017-10-19,45.74,53.4967
2017-10-20,46.03,54.05
2017-10-23,45.54,53.711
2017-10-24,45.63,53.98
2017-10-25,45.27,53.45
2017-10-26,45.57,53.9
2017-10-27,47.2,53.75
2017-10-30,47.38,53.29
2017-10-31,47.54,53.37
2017-11-01,47.4,53.32
2017-11-02,46.87,53.85
2017-11-03,47.01,53.28
2017-11-06,47.11,53.52
2017-11-07,46.39,53.049
2017-11-08,47.44,53.3376
2017-11-09,48.16,53.1543
2017-11-10,47.29,53.24
2017-11-13,47.69,53.3349
2017-11-14,46.5,53.3701
2017-11-15,45.92,53.32
2017-11-16,46.0,53.6566
2017-11-17,46.1,53.7044
2017-11-20,47.11,54.308
2017-11-21,47.49,54.8355
2017-11-22,47.63,54.7345
2017-11-24,47.54,54.63
2017-11-27,47.65,54.71
2017-11-28,47.93,55.53
2017-11-29,48.74,56.27
2017-11-30,49.25,56.64
2017-12-01,49.18,56.72
2017-12-04,50.74,57.63
2017-12-05,50.23,57.0848
2017-12-06,49.98,57.01
2017-12-07,50.47,57.33
2017-12-08,51.28,57.7701
2017-12-11,50.69,57.42
2017-12-12,50.86,57.86
2017-12-13,50.79,57.35
2017-12-14,51.12,56.85
2017-12-15,51.53,57.34
2017-12-18,51.52,57.75
2017-12-19,51.03,57.56
2017-12-20,50.17,57.56
2017-12-21,50.96,57.94
2017-12-22,51.18,57.9099
2017-12-26,51.35,57.79
2017-12-27,51.57,57.6295
2017-12-28,52.09,57.9
2017-12-29,52.5,57.94
2018-01-02,52.6,57.45
2018-01-03,54.08,57.79
2018-01-04,55.66,58.38
2018-01-05,55.87,58.78
2018-01-08,56.09,59.0
2018-01-09,57.03,59.46
2018-01-10,56.56,59.53
2018-01-11,57.27,60.01
2018-01-12,57.71,60.6726
2018-01-16,56.08,60.1161
2018-01-17,56.86,60.66
2018-01-18,56.53,60.282
2018-01-19,57.97,61.01
2018-01-22,58.93,61.18
2018-01-23,58.81,61.2276
2018-01-24,58.96,61.349
2018-01-25,59.39,60.765
2018-01-26,59.14,61.56
2018-01-29,58.04,60.98
2018-01-30,57.69,60.09
2018-01-31,58.57,59.94
2018-02-01,59.4,60.82
2018-02-02,58.12,59.25
2018-02-05,56.66,56.85
2018-02-06,56.8,57.7789
2018-02-07,57.14,57.88
2018-02-08,54.23,55.93
2018-02-09,53.82,56.3339
2018-02-12,54.19,57.5802
2018-02-13,54.51,57.68
2018-02-14,56.48,59.04
2018-02-15,55.83,59.14
2018-02-16,55.4,59.6021
2018-02-20,54.69,59.34
2018-02-21,53.59,59.33
2018-02-22,53.18,58.69
2018-02-23,53.27,59.67
2018-02-26,54.41,60.35
2018-02-27,54.21,60.17
2018-02-28,53.97,60.3002
2018-03-01,53.47,58.51
2018-03-02,52.65,58.7286
2018-03-05,53.97,59.85
2018-03-06,54.46,60.45
2018-03-07,54.38,60.41
2018-03-08,55.19,60.81
2018-03-09,56.07,62.39
2018-03-12,56.82,62.28
2018-03-13,55.68,61.62
2018-03-14,55.94,61.07
2018-03-15,55.39,60.791
2018-03-16,56.11,61.1586
2018-03-19,54.52,60.26
2018-03-20,54.69,60.696
2018-03-21,54.33,61.0865
2018-03-22,52.03,58.5494
2018-03-23,50.77,56.92
2018-03-26,52.54,58.801
2018-03-27,51.77,57.4211
2018-03-28,51.53,57.5594
2018-03-29,52.56,58.309
2018-04-02,51.65,57.16
2018-04-03,51.39,57.7
2018-04-04,52.0,58.44
2018-04-05,53.18,58.6892
2018-04-06,52.3,57.2754
2018-04-09,52.05,57.5525
2018-04-10,52.71,58.2274
2018-04-11,52.62,57.63
2018-04-12,53.22,58.47
2018-04-13,52.77,57.76
2018-04-16,52.81,58.52
2018-04-17,53.74,58.9738
2018-04-18,52.86,58.93
2018-04-19,53.47,59.2571
2018-04-20,52.96,59.03
2018-04-23,52.94,58.855
2018-04-24,52.09,58.272
2018-04-25,51.9,58.633
2018-04-26,53.6,59.015
2018-04-27,53.5,58.75
2018-04-30,54.42,59.0723
2018-05-01,55.06,58.3589
2018-05-02,53.26,58.2
2018-05-03,52.44,57.8352
2018-05-04,52.86,58.674
2018-05-07,53.99,59.1987
2018-05-08,54.36,59.5589
2018-05-09,54.98,60.2211
2018-05-10,55.52,60.65
2018-05-11,55.44,60.539
2018-05-14,55.33,60.471
2018-05-15,55.18,60.5203
2018-05-16,55.62,61.08
2018-05-17,56.05,61.1489
2018-05-18,55.02,61.0816
2018-05-21,54.87,61.5588
2018-05-22,55.18,61.61
2018-05-23,54.72,61.06
2018-05-24,54.07,61.02
2018-05-25,54.28,60.881
2018-05-29,51.45,59.36
2018-05-30,51.8,60.325
2018-05-31,51.44,59.8179
2018-06-01,51.61,60.29
2018-06-04,51.74,60.5
2018-06-05,51.77,60.5689
2018-06-06,53.52,61.485
2018-06-07,52.35,61.5467
2018-06-08,52.35,61.84
2018-06-11,53.05,61.9248
2018-06-12,52.81,61.4291
2018-06-13,54.17,61.616
2018-06-14,53.69,61.3791
2018-06-15,53.96,60.905
2018-06-18,53.45,60.8558
2018-06-19,52.06,60.805
2018-06-20,52.02,61.01
2018-06-21,50.73,60.3512
2018-06-22,50.58,60.4
2018-06-25,50.01,59.38
2018-06-26,49.87,58.94
2018-06-27,48.91,58.2111
2018-06-28,48.74,58.05
2018-06-29,48.91,58.0301
2018-07-02,49.1,58.0264
2018-07-03,49.08,58.1069
2018-07-05,49.39,57.76
2018-07-06,49.9,58.1585
2018-07-09,51.1,59.21
2018-07-10,50.77,59.1341
2018-07-11,50.32,58.83
2018-07-12,50.09,58.7945
2018-07-13,50.03,58.5809
2018-07-16,50.47,58.8551
2018-07-17,51.0,59.3483
2018-07-18,51.78,60.1566
2018-07-19,50.91,59.5206
2018-07-20,50.82,59.2128
2018-07-23,51.42,59.77
2018-07-24,52.13,59.6837
2018-07-25,52.53,59.7933
2018-07-26,53.25,59.9099
2018-07-27,52.84,59.2502
2018-07-30,53.19,58.9496
2018-07-31,54.3,59.2724
2018-08-01,53.47,58.33
2018-08-02,52.78,58.14
2018-08-03,52.91,57.99
2018-08-06,53.13,58.3535
2018-08-07,52.78,58.7399
2018-08-08,52.45,58.64
2018-08-09,52.26,58.3361
2018-08-10,50.66,57.79
2018-08-13,49.78,57.52
2018-08-14,50.18,58.13
2018-08-15,48.75,57.58
2018-08-16,48.87,58.13
2018-08-17,48.98,58.14
2018-08-20,48.31,58.44
2018-08-21,48.63,58.59
2018-08-22,49.21,58.486
2018-08-23,48.4,58.148
2018-08-24,48.42,58.438
2018-08-27,49.03,59.0
2018-08-28,48.65,58.97
2018-08-29,48.42,59.0
2018-08-30,47.7,58.5591
2018-08-31,48.14,58.6835
2018-09-04,47.77,58.6316
2018-09-05,46.95,58.38
2018-09-06,46.55,57.8691
2018-09-07,45.82,57.5205
2018-09-10,46.19,57.75
2018-09-11,46.84,57.8866
2018-09-12,47.41,57.4988
2018-09-13,47.73,57.4412
2018-09-14,48.09,58.1285
2018-09-17,47.45,57.377
2018-09-18,47.65,57.58
2018-09-19,48.24,58.385
2018-09-20,48.6,58.7693
2018-09-21,48.94,58.67
2018-09-24,48.98,57.804
2018-09-25,48.66,57.4
2018-09-26,48.22,56.8
