date,IP,XLB
2021-11-24,47.55,87.91
2021-11-26,47.53,86.4
2021-11-29,47.22,86.8
2021-11-30,45.52,84.65
2021-12-01,45.13,83.79
2021-12-02,45.88,85.5
2021-12-03,46.45,85.31
2021-12-06,47.05,86.56
2021-12-07,46.65,87.88
2021-12-08,46.4,88.25
2021-12-09,46.17,87.76
2021-12-10,45.89,88.3
2021-12-13,45.84,87.77
2021-12-14,45.54,87.68
2021-12-15,46.2,87.87
2021-12-16,47.01,88.77
2021-12-17,45.84,87.66
2021-12-20,44.57,85.66
2021-12-21,45.32,86.74
2021-12-22,45.27,87.43
2021-12-23,45.84,88.31
2021-12-27,46.33,89.64
2021-12-28,46.67,90.16
2021-12-29,46.72,90.53
2021-12-30,46.68,90.21
2021-12-31,46.98,90.61
2022-01-03,46.79,89.43
2022-01-04,48.47,90.53
2022-01-05,48.69,90.52
2022-01-06,48.34,89.38
2022-01-07,48.87,89.3
2022-01-10,48.57,88.39
2022-01-11,48.52,89.36
2022-01-12,48.49,90.26
2022-01-13,49.3,89.56
2022-01-14,49.5,88.8
2022-01-18,49.31,87.63
2022-01-19,49.35,87.41
2022-01-20,48.17,86.14
2022-01-21,47.29,84.04
2022-01-24,48.23,84.09
2022-01-25,47.74,83.33
2022-01-26,47.31,82.46
2022-01-27,46.39,82.74
2022-01-28,47.18,83.22
2022-01-31,48.25,84.45
2022-02-01,48.05,85.75
2022-02-02,47.71,86.02
2022-02-03,47.56,84.52
2022-02-04,46.79,83.12
2022-02-07,46.66,82.71
2022-02-08,47.14,83.99
2022-02-09,47.16,85.82
2022-02-10,46.61,85.32
2022-02-11,46.56,84.0
2022-02-14,46.23,83.31
2022-02-15,46.73,84.84
2022-02-16,46.57,85.46
2022-02-17,46.12,84.0
2022-02-18,46.74,83.86
2022-02-22,46.91,82.67
2022-02-23,45.11,81.61
2022-02-24,44.19,81.37
2022-02-25,45.42,84.34
2022-02-28,43.53,83.38
2022-03-01,41.27,81.46
2022-03-02,42.01,83.25
2022-03-03,42.23,83.35
2022-03-04,42.21,83.06
2022-03-07,40.98,80.18
2022-03-08,41.61,79.77
2022-03-09,42.17,82.24
2022-03-10,42.04,82.46
2022-03-11,42.43,81.85
2022-03-14,42.54,81.73
2022-03-15,43.19,82.67
2022-03-16,44.16,83.97
2022-03-17,44.97,85.58
2022-03-18,45.01,86.1
2022-03-21,44.76,86.49
2022-03-22,45.09,86.96
2022-03-23,44.63,86.56
2022-03-24,45.24,88.3
2022-03-25,46.32,89.29
2022-03-28,46.12,88.89
2022-03-29,46.69,89.64
2022-03-30,46.39,89.34
2022-03-31,46.15,88.15
2022-04-01,46.3,89.08
2022-04-04,45.9,89.1
2022-04-05,45.78,88.39
2022-04-06,45.69,87.37
2022-04-07,45.38,87.94
2022-04-08,46.7,88.48
2022-04-11,46.67,88.04
2022-04-12,46.64,88.06
2022-04-13,47.05,89.36
2022-04-14,47.43,89.06
2022-04-18,47.46,89.14
2022-04-19,48.65,89.98
2022-04-20,49.41,90.55
2022-04-21,49.69,89.07
2022-04-22,47.72,85.74
2022-04-25,47.49,85.5
2022-04-26,47.02,84.18
2022-04-27,47.36,85.42
2022-04-28,47.48,86.77
2022-04-29,46.28,85.03
2022-05-02,46.55,84.77
2022-05-03,46.82,85.72
2022-05-04,48.49,88.5
2022-05-05,48.11,85.76
2022-05-06,48.16,84.53
2022-05-09,47.81,81.86
2022-05-10,47.85,81.35
2022-05-11,47.67,81.39
2022-05-12,47.58,81.24
2022-05-13,47.79,82.49
2022-05-16,47.89,82.34
2022-05-17,49.18,84.67
2022-05-18,48.33,82.04
2022-05-19,47.82,82.62
2022-05-20,47.48,82.42
2022-05-23,48.14,83.93
2022-05-24,47.19,83.45
2022-05-25,47.89,83.82
2022-05-26,48.68,85.36
2022-05-27,49.31,87.36
2022-05-31,48.45,86.03
2022-06-01,47.45,85.17
2022-06-02,47.5,87.52
2022-06-03,47.09,86.67
2022-06-06,47.26,87.49
2022-06-07,47.93,88.12
2022-06-08,47.28,86.29
2022-06-09,46.28,84.25
2022-06-10,45.0,81.67
2022-06-13,43.14,78.48
2022-06-14,43.62,77.88
2022-06-15,44.05,77.86
2022-06-16,42.71,75.05
2022-06-17,42.35,74.92
2022-06-21,41.88,75.53
2022-06-22,41.24,74.56
2022-06-23,41.12,73.54
2022-06-24,42.84,76.46
2022-06-27,42.81,75.83
2022-06-28,42.34,75.02
2022-06-29,42.44,74.48
2022-06-30,41.83,73.6
2022-07-01,41.98,74.12
2022-07-05,41.61,72.63
2022-07-06,41.87,73.09
2022-07-07,43.06,73.74
2022-07-08,42.71,73.02
2022-07-11,42.23,72.82
2022-07-12,42.77,72.68
2022-07-13,42.14,72.26
2022-07-14,41.78,70.93
2022-07-15,41.92,72.04
2022-07-18,41.42,72.21
2022-07-19,42.61,74.41
2022-07-20,42.94,74.54
2022-07-21,43.27,75.6
2022-07-22,43.19,75.06
2022-07-25,43.46,75.37
2022-07-26,41.78,74.86
2022-07-27,42.62,75.76
2022-07-28,43.02,77.1
2022-07-29,42.77,78.13
2022-08-01,42.82,77.5
2022-08-02,42.34,76.71
2022-08-03,42.61,76.79
2022-08-04,41.87,76.84
2022-08-05,41.79,77.11
2022-08-08,42.48,77.54
2022-08-09,42.51,77.16
2022-08-10,43.41,79.35
2022-08-11,43.8,79.62
2022-08-12,44.51,81.12
2022-08-15,44.49,81.07
2022-08-16,44.98,81.52
2022-08-17,44.4,80.4
2022-08-18,44.14,80.65
2022-08-19,43.59,79.17
2022-08-22,42.5,77.91
2022-08-23,42.78,78.68
2022-08-24,42.61,78.85
2022-08-25,43.87,80.64
2022-08-26,42.62,78.17
2022-08-29,42.15,77.62
2022-08-30,42.1,76.35
2022-08-31,41.62,75.41
2022-09-01,41.31,74.42
2022-09-02,40.93,74.35
2022-09-06,40.33,74.12
2022-09-07,41.06,76.17
2022-09-08,41.57,76.91
2022-09-09,41.72,78.07
2022-09-12,42.17,78.8
2022-09-13,40.49,75.99
2022-09-14,39.68,75.06
2022-09-15,39.68,74.07
2022-09-16,35.23,72.9
2022-09-19,36.52,73.69
2022-09-20,34.83,72.29
2022-09-21,34.26,70.71
2022-09-22,33.81,69.86
2022-09-23,33.1,68.43
2022-09-26,31.77,67.32
2022-09-27,31.9,67.47
2022-09-28,32.71,69.21
2022-09-29,32.09,68.19
2022-09-30,31.7,68.01
2022-10-03,32.54,70.22
2022-10-04,33.25,72.8
2022-10-05,32.87,71.98
2022-10-06,32.2,71.22
2022-10-07,31.56,69.46
2022-10-10,31.57,69.61
2022-10-11,31.58,69.07
2022-10-12,31.5,68.55
2022-10-13,32.78,70.56
2022-10-14,32.62,68.18
2022-10-17,33.23,69.88
2022-10-18,33.54,71.25
2022-10-19,32.56,70.41
2022-10-20,31.91,69.9
2022-10-21,33.08,72.32
2022-10-24,32.97,71.9
2022-10-25,33.44,73.68
2022-10-26,33.22,74.2
2022-10-27,32.99,74.01
2022-10-28,33.82,74.75
2022-10-31,33.61,74.08
2022-11-01,33.53,74.27
2022-11-02,32.72,72.34
2022-11-03,32.69,72.89
2022-11-04,33.67,75.42
2022-11-07,33.59,76.01
2022-11-08,33.52,77.32
2022-11-09,33.22,76.07
2022-11-10,35.14,80.28
2022-11-11,36.63,81.25
2022-11-14,36.21,81.14
2022-11-15,36.51,81.02
2022-11-16,35.78,80.23
2022-11-17,35.74,79.46
2022-11-18,35.77,79.99
2022-11-21,36.19,80.26
2022-11-22,36.71,82.08
2022-11-23,36.81,82.4
2022-11-25,36.72,82.37
2022-11-28,35.78,80.53
2022-11-29,36.33,80.8
2022-11-30,37.12,82.75
2022-12-01,37.39,82.85
2022-12-02,37.1,83.76
2022-12-05,36.52,82.1
2022-12-06,36.42,81.37
2022-12-07,36.15,81.19
2022-12-08,36.17,81.79
2022-12-09,36.08,80.98
2022-12-12,36.8,81.68
2022-12-13,37.22,82.81
2022-12-14,37.1,81.92
2022-12-15,36.54,79.42
2022-12-16,35.61,79.08
2022-12-19,34.92,77.55
2022-12-20,34.68,78.06
2022-12-21,34.66,78.74
2022-12-22,34.43,77.98
2022-12-23,34.73,78.52
2022-12-27,34.91,78.59
2022-12-28,34.36,77.39
2022-12-29,34.77,78.23
2022-12-30,34.63,77.68
2023-01-03,35.41,77.6
2023-01-04,36.83,78.95
2023-01-05,36.2,77.7
2023-01-06,36.64,80.37
2023-01-09,37.01,80.88
2023-01-10,37.62,81.69
2023-01-11,37.61,82.97
2023-01-12,37.82,83.28
2023-01-13,38.25,83.79
2023-01-17,37.54,82.95
2023-01-18,36.91,81.78
2023-01-19,36.63,81.15
2023-01-20,37.53,82.78
2023-01-23,37.47,83.05
2023-01-24,36.75,83.1
2023-01-25,36.32,83.27
2023-01-26,37.23,83.67
2023-01-27,38.11,83.4
2023-01-30,37.79,82.83
2023-01-31,41.82,84.65
2023-02-01,40.85,85.21
2023-02-02,41.53,84.94
2023-02-03,41.36,83.41
2023-02-06,40.54,82.49
2023-02-07,40.28,83.6
2023-02-08,39.44,82.93
2023-02-09,38.37,81.73
2023-02-10,38.63,82.03
2023-02-13,39.19,82.46
2023-02-14,39.15,82.65
2023-02-15,39.28,83.01
2023-02-16,38.64,82.07
2023-02-17,38.27,81.3
2023-02-21,36.11,79.96
2023-02-22,36.28,80.56
2023-02-23,36.55,80.65
2023-02-24,36.49,81.19
2023-02-27,36.58,81.46
2023-02-28,36.39,81.83
2023-03-01,36.69,82.47
2023-03-02,37.52,83.41
2023-03-03,37.77,84.6
2023-03-06,36.62,83.23
2023-03-07,36.29,81.59
2023-03-08,36.82,81.99
2023-03-09,36.2,79.88
2023-03-10,35.52,78.18
2023-03-13,34.85,77.38
2023-03-14,35.44,78.37
2023-03-15,34.48,75.83
2023-03-16,34.67,76.7
2023-03-17,34.06,75.51
2023-03-20,34.83,76.73
2023-03-21,35.24,77.66
2023-03-22,34.4,76.28
2023-03-23,34.11,76.19
2023-03-24,34.48,76.81
2023-03-27,34.5,77.38
2023-03-28,34.66,77.75
2023-03-29,35.07,78.83
2023-03-30,35.24,79.37
2023-03-31,36.06,80.66
2023-04-03,35.96,81.17
2023-04-04,35.36,80.0
2023-04-05,35.47,79.82
2023-04-06,35.78,79.63
2023-04-10,35.89,80.01
2023-04-11,36.54,80.63
2023-04-12,36.47,80.69
2023-04-13,36.4,81.52
2023-04-14,35.91,80.93
2023-04-17,36.34,81.4
2023-04-18,36.49,81.74
2023-04-19,36.57,81.51
2023-04-20,36.55,81.42
2023-04-21,36.04,80.7
2023-04-24,36.38,81.25
2023-04-25,34.69,79.49
2023-04-26,34.56,78.55
2023-04-27,33.01,79.62
2023-04-28,33.11,80.55
2023-05-01,33.24,80.51
2023-05-02,32.32,79.73
2023-05-03,32.3,78.85
2023-05-04,31.79,78.34
2023-05-05,32.35,79.66
2023-05-08,32.38,79.4
2023-05-09,32.12,78.68
2023-05-10,31.89,78.73
2023-05-11,31.69,77.96
2023-05-12,31.76,78.1
2023-05-15,31.82,78.76
2023-05-16,31.48,77.46
2023-05-17,32.1,77.97
2023-05-18,32.03,78.43
2023-05-19,31.96,78.63
2023-05-22,31.73,78.22
2023-05-23,31.96,77.01
2023-05-24,31.46,76.13
2023-05-25,30.61,75.86
2023-05-26,30.62,76.24
2023-05-30,30.14,75.83
2023-05-31,29.44,75.02
2023-06-01,29.17,76.02
2023-06-02,30.38,78.57
2023-06-05,30.28,78.51
2023-06-06,30.83,79.01
2023-06-07,32.13,79.95
2023-06-08,31.75,79.66
2023-06-09,31.68,79.0
2023-06-12,31.33,79.36
2023-06-13,31.55,81.2
2023-06-14,31.8,80.86
2023-06-15,31.81,81.55
2023-06-16,31.98,81.75
2023-06-20,31.52,80.25
2023-06-21,31.12,80.51
2023-06-22,30.74,80.32
2023-06-23,30.6,79.67
2023-06-26,31.34,80.5
2023-06-27,31.67,81.64
2023-06-28,31.37,81.08
2023-06-29,31.68,82.1
2023-06-30,31.81,82.87
2023-07-03,32.03,83.18
2023-07-05,31.33,81.13
2023-07-06,31.3,80.54
2023-07-07,31.8,81.24
2023-07-10,31.22,81.22
2023-07-11,31.7,82.02
2023-07-12,31.81,83.1
2023-07-13,31.83,83.75
2023-07-14,31.4,83.26
2023-07-17,30.99,83.34
2023-07-18,31.36,83.99
2023-07-19,31.56,83.54
2023-07-20,31.61,83.74
2023-07-21,31.85,83.75
2023-07-24,32.37,84.01
2023-07-25,33.93,85.52
2023-07-26,33.77,85.23
2023-07-27,35.4,84.68
2023-07-28,35.74,85.27
2023-07-31,36.06,85.72
2023-08-01,35.94,85.34
2023-08-02,36.59,84.28
2023-08-03,36.62,83.76
2023-08-04,36.26,83.57
2023-08-07,36.14,84.12
2023-08-08,35.85,83.23
2023-08-09,35.71,82.89
2023-08-10,35.55,82.95
2023-08-11,35.42,82.72
2023-08-14,34.7,82.9
2023-08-15,34.3,81.55
2023-08-16,34.03,81.0
2023-08-17,34.23,80.84
2023-08-18,34.51,80.83
2023-08-21,34.06,80.84
2023-08-22,33.77,80.77
2023-08-23,33.88,80.9
2023-08-24,33.74,80.56
2023-08-25,33.93,80.8
2023-08-28,34.45,81.39
2023-08-29,34.68,82.74
2023-08-30,34.81,82.93
2023-08-31,34.92,82.89
2023-09-01,35.19,83.82
2023-09-05,34.32,82.27
2023-09-06,33.88,82.09
2023-09-07,33.58,81.72
2023-09-08,34.63,81.8
2023-09-11,34.6,82.15
2023-09-12,34.5,81.96
2023-09-13,33.81,81.48
2023-09-14,34.61,82.63
2023-09-15,34.24,81.71
2023-09-18,34.16,80.98
2023-09-19,34.1,80.91
2023-09-20,33.72,80.06
2023-09-21,34.13,78.45
2023-09-22,34.07,78.37
2023-09-25,34.81,78.99
2023-09-26,34.53,77.85
2023-09-27,34.95,77.84
2023-09-28,35.35,78.68
2023-09-29,35.47,78.55
2023-10-02,35.47,77.51
2023-10-03,35.15,77.3
2023-10-04,35.44,78.21
2023-10-05,34.95,77.26
2023-10-06,34.55,77.99
2023-10-09,35.16,78.09
2023-10-10,35.37,78.92
2023-10-11,35.43,79.11
2023-10-12,35.12,77.93
2023-10-13,35.15,77.64
2023-10-16,35.01,78.4
2023-10-17,35.51,79.17
2023-10-18,35.26,77.12
2023-10-19,34.26,76.22
2023-10-20,33.33,75.3
2023-10-23,32.41,74.46
2023-10-24,33.26,75.34
2023-10-25,33.12,74.46
2023-10-26,32.88,74.98
2023-10-27,33.14,74.95
2023-10-30,33.39,75.72
2023-10-31,33.73,76.06
2023-11-01,33.61,76.1
2023-11-02,34.05,77.57
2023-11-03,34.6,78.79
2023-11-06,34.35,78.4
2023-11-07,33.85,76.88
2023-11-08,33.56,77.12
2023-11-09,33.26,76.46
2023-11-10,33.09,77.36
2023-11-13,32.43,77.25
2023-11-14,33.52,79.53
2023-11-15,34.07,79.88
2023-11-16,33.62,80.12
2023-11-17,33.38,80.27
2023-11-20,32.58,80.41
2023-11-21,32.49,80.72
2023-11-22,32.92,80.77
2023-11-24,32.93,81.12
2023-11-27,34.12,81.02
2023-11-28,34.26,81.18
2023-11-29,35.79,81.6
2023-11-30,36.94,82.41
2023-12-01,37.19,83.35
2023-12-04,37.36,82.38
2023-12-05,36.44,81.25
2023-12-06,36.55,81.08
2023-12-07,36.82,81.63
2023-12-08,36.84,81.93
2023-12-11,36.91,82.51
2023-12-12,36.05,82.99
2023-12-13,36.91,84.0
2023-12-14,37.67,85.39
2023-12-15,37.43,85.17
2023-12-18,36.84,84.71
2023-12-19,36.86,85.49
2023-12-20,36.59,84.18
2023-12-21,36.58,85.07
2023-12-22,36.64,85.6
2023-12-26,36.58,86.0
2023-12-27,36.47,86.21
2023-12-28,36.25,85.88
2023-12-29,36.15,85.54
