date,IP,XLB
2010-01-04,27.18,34.02
2010-01-05,28.14,34.13
2010-01-06,27.82,34.71
2010-01-07,26.76,34.44
2010-01-08,26.93,34.92
2010-01-11,26.61,34.73
2010-01-12,26.68,34.07
2010-01-13,26.62,34.47
2010-01-14,26.23,34.05
2010-01-15,26.08,33.8
2010-01-19,26.96,34.34
2010-01-20,26.28,33.73
2010-01-21,24.45,32.27
2010-01-22,24.43,31.63
2010-01-25,24.5,31.91
2010-01-26,24.47,31.46
2010-01-27,23.88,31.19
2010-01-28,23.07,30.63
2010-01-29,22.91,30.14
2010-02-01,23.9,31.34
2010-02-02,24.02,31.44
2010-02-03,22.67,31.08
2010-02-04,22.15,29.92
2010-02-05,22.67,30.48
2010-02-08,22.51,29.99
2010-02-09,22.92,30.72
2010-02-10,22.41,30.51
2010-02-11,22.37,31.03
2010-02-12,22.57,30.97
2010-02-16,24.1,31.75
2010-02-17,23.71,31.77
2010-02-18,24.23,32.11
2010-02-19,24.25,32.29
2010-02-22,23.99,32.15
2010-02-23,24.01,31.64
2010-02-24,23.9,31.56
2010-02-25,23.89,31.49
2010-02-26,23.17,31.5
2010-03-01,24.18,31.98
2010-03-02,25.03,32.25
2010-03-03,25.2,32.53
2010-03-04,24.98,32.75
2010-03-05,25.35,33.17
2010-03-08,25.25,33.17
2010-03-09,25.09,32.96
2010-03-10,25.11,32.97
2010-03-11,25.2,33.16
2010-03-12,25.34,33.29
2010-03-15,24.91,33.28
2010-03-16,25.38,33.77
2010-03-17,27.02,33.96
2010-03-18,26.42,33.72
2010-03-19,25.82,33.28
2010-03-22,26.05,33.77
2010-03-23,26.16,34.21
2010-03-24,26.21,34.11
2010-03-25,25.21,33.43
2010-03-26,24.99,33.68
2010-03-29,25.15,34.04
2010-03-30,25.26,34.09
2010-03-31,24.61,33.92
2010-04-01,25.24,34.51
2010-04-05,25.5,34.93
2010-04-06,25.91,34.99
2010-04-07,27.01,34.77
2010-04-08,27.42,34.85
2010-04-09,27.47,34.91
2010-04-12,27.14,34.8
2010-04-13,27.23,34.67
2010-04-14,28.1,34.93
2010-04-15,28.1,34.93
2010-04-16,27.85,34.33
2010-04-19,27.44,34.34
2010-04-20,27.42,34.449
2010-04-21,28.17,34.36
2010-04-22,28.37,34.7
2010-04-23,28.63,35.01
2010-04-26,28.41,35.16
2010-04-27,27.05,33.88
2010-04-28,27.18,34.29
2010-04-29,28.0,34.6
2010-04-30,26.74,33.99
2010-05-03,26.64,33.97
2010-05-04,25.01,32.79
2010-05-05,24.76,32.55
2010-05-06,23.34,31.48
2010-05-07,23.16,31.13
2010-05-10,24.79,32.61
2010-05-11,24.29,32.2
2010-05-12,24.93,32.87
2010-05-13,24.31,32.38
2010-05-14,23.78,31.59
2010-05-17,23.6,31.59
2010-05-18,22.93,31.05
2010-05-19,22.52,31.05
2010-05-20,21.76,29.64
2010-05-21,22.28,30.37
2010-05-24,21.75,29.85
2010-05-25,22.23,30.35
2010-05-26,22.34,30.11
2010-05-27,23.76,31.3
2010-05-28,23.23,30.75
2010-06-01,22.24,29.76
2010-06-02,22.97,30.68
2010-06-03,23.39,30.31
2010-06-04,21.93,29.11
2010-06-07,21.08,28.59
2010-06-08,21.64,29.24
2010-06-09,21.87,29.28
2010-06-10,23.02,30.33
2010-06-11,24.3,30.67
2010-06-14,25.05,30.37
2010-06-15,26.2,31.12
2010-06-16,25.66,31.08
2010-06-17,25.52,30.91
2010-06-18,25.73,30.95
2010-06-21,26.31,31.14
2010-06-22,24.35,30.37
2010-06-23,25.2,30.43
2010-06-24,23.72,29.66
2010-06-25,24.59,30.1
2010-06-28,23.99,29.76
2010-06-29,22.39,28.66
2010-06-30,22.63,28.37
2010-07-01,22.94,28.21
2010-07-02,22.59,28.05
2010-07-06,22.33,28.08
2010-07-07,23.13,29.2
2010-07-08,23.15,29.68
2010-07-09,23.67,30.39
2010-07-12,23.32,29.99
2010-07-13,24.14,30.8
2010-07-14,23.79,30.7
2010-07-15,23.59,30.67
2010-07-16,22.78,29.83
2010-07-19,23.06,29.86
2010-07-20,24.28,30.76
2010-07-21,23.49,30.66
2010-07-22,24.59,31.32
2010-07-23,24.98,32.01
2010-07-26,25.5,32.2
2010-07-27,25.49,31.94
2010-07-28,24.12,31.84
2010-07-29,24.09,31.81
2010-07-30,24.2,32.01
2010-08-02,25.18,32.87
2010-08-03,24.51,32.27
2010-08-04,24.54,32.57
2010-08-05,24.63,32.64
2010-08-06,24.06,32.49
2010-08-09,23.69,32.69
2010-08-10,22.91,32.34
2010-08-11,21.87,31.25
2010-08-12,21.87,31.45
2010-08-13,21.87,31.3
2010-08-16,21.59,31.44
2010-08-17,21.99,32.18
2010-08-18,21.87,32.3
2010-08-19,21.28,31.56
2010-08-20,21.21,31.49
2010-08-23,21.01,31.14
2010-08-24,20.54,30.42
2010-08-25,20.32,30.51
2010-08-26,19.88,30.47
2010-08-27,20.38,31.38
2010-08-30,19.97,30.91
2010-08-31,20.46,31.04
2010-09-01,21.58,31.97
2010-09-02,21.99,32.35
2010-09-03,22.39,32.73
2010-09-07,22.01,32.41
2010-09-08,21.58,32.66
2010-09-09,22.05,32.55
2010-09-10,22.39,32.82
2010-09-13,23.06,33.35
2010-09-14,22.68,33.29
2010-09-15,22.9,33.23
2010-09-16,22.78,33.39
2010-09-17,23.46,32.7325
2010-09-20,21.97,32.94
2010-09-21,21.99,32.79
2010-09-22,21.35,32.87
2010-09-23,20.87,32.56
2010-09-24,21.83,33.36
2010-09-27,21.72,33.17
2010-09-28,21.41,33.17
2010-09-29,21.43,32.91
2010-09-30,21.75,32.78
2010-10-01,22.36,33.21
2010-10-04,21.52,32.68
2010-10-05,22.27,33.6
2010-10-06,22.35,33.92
2010-10-07,21.95,33.58
2010-10-08,22.19,34.24
2010-10-11,22.39,34.18
2010-10-12,22.72,34.27
2010-10-13,23.16,34.82
2010-10-14,23.11,34.49
2010-10-15,23.53,34.59
2010-10-18,24.04,34.74
2010-10-19,23.1,33.85
2010-10-20,23.64,34.55
2010-10-21,23.52,34.54
2010-10-22,23.68,34.29
2010-10-25,23.96,35.03
2010-10-26,23.87,34.82
2010-10-27,24.94,34.5
2010-10-28,24.49,34.52
2010-10-29,25.28,34.8
2010-11-01,25.09,34.78
2010-11-02,24.86,35.14
2010-11-03,25.17,35.04
2010-11-04,26.18,36.19
2010-11-05,26.44,36.32
2010-11-08,26.5,36.41
2010-11-09,25.74,35.77
2010-11-10,25.96,35.95
2010-11-11,26.36,36.32
2010-11-12,25.67,35.51
2010-11-15,25.28,35.23
2010-11-16,24.61,34.47
2010-11-17,24.48,34.46
2010-11-18,24.84,35.11
2010-11-19,24.8,35.39
2010-11-22,25.39,35.48
2010-11-23,24.62,34.8
2010-11-24,25.6,35.47
2010-11-26,25.12,34.87
2010-11-29,25.29,35.17
2010-11-30,24.97,35.19
2010-12-01,25.49,36.15
2010-12-02,25.91,36.7
2010-12-03,26.24,37.01
2010-12-06,26.39,37.07
2010-12-07,26.65,37.12
2010-12-08,26.52,36.73
2010-12-09,26.68,36.93
2010-12-10,26.85,37.25
2010-12-13,26.69,37.45
2010-12-14,26.55,37.42
2010-12-15,25.75,37.22
2010-12-16,25.47,37.57
2010-12-17,25.94,37.56
2010-12-20,26.24,37.68
2010-12-21,26.8,38.06
2010-12-22,26.99,38.04
2010-12-23,27.01,38.14
2010-12-27,27.09,38.2
2010-12-28,27.11,38.28
2010-12-29,27.22,38.44
2010-12-30,27.19,38.44
2010-12-31,27.24,38.41
2011-01-03,28.02,38.72
2011-01-04,27.8,38.46
2011-01-05,28.14,38.55
2011-01-06,27.89,38.35
2011-01-07,27.99,38.315
2011-01-10,28.12,38.36
2011-01-11,28.19,38.67
2011-01-12,28.77,39.05
2011-01-13,28.87,38.7125
2011-01-14,28.67,38.8
2011-01-18,28.31,39.0125
2011-01-19,28.13,38.11
2011-01-20,27.45,37.57
2011-01-21,27.91,37.4775
2011-01-24,28.81,37.88
2011-01-25,28.63,37.9275
2011-01-26,28.92,38.73
2011-01-27,29.18,38.41
2011-01-28,28.44,37.81
2011-01-31,28.88,38.44
2011-02-01,29.57,39.47
2011-02-02,29.37,39.405
2011-02-03,29.26,39.57
2011-02-04,29.22,39.575
2011-02-07,29.34,39.7875
2011-02-08,29.69,39.915
2011-02-09,29.64,39.56
2011-02-10,29.39,39.63
2011-02-11,29.34,39.85
2011-02-14,29.78,40.28
2011-02-15,30.06,39.82
2011-02-16,30.01,40.335
2011-02-17,30.29,40.7
2011-02-18,29.02,40.25
2011-02-22,27.5,38.96
2011-02-23,27.24,38.67
2011-02-24,27.54,38.47
2011-02-25,28.08,39.04
2011-02-28,27.78,39.46
2011-03-01,26.72,38.49
2011-03-02,26.73,38.63
2011-03-03,27.26,39.41
2011-03-04,26.78,39.05
2011-03-07,26.3,38.38
2011-03-08,26.48,38.82
2011-03-09,26.44,38.19
2011-03-10,25.7,37.355
2011-03-11,25.99,37.91
2011-03-14,25.94,37.77
2011-03-15,25.77,37.77
2011-03-16,25.63,37.01
2011-03-17,26.3,37.67
2011-03-18,26.87,37.73
2011-03-21,27.11,38.385
2011-03-22,26.82,38.295
2011-03-23,26.92,38.85
2011-03-24,27.3,39.02
2011-03-25,27.79,39.23
2011-03-28,27.6,39.05
2011-03-29,28.9,39.46
2011-03-30,29.74,39.87
2011-03-31,30.18,40.02
2011-04-01,30.42,40.17
2011-04-04,30.07,40.43
2011-04-05,30.68,40.91
2011-04-06,30.34,40.57
2011-04-07,30.13,40.49
2011-04-08,29.9,40.2
2011-04-11,28.97,39.75
2011-04-12,28.8,39.21
2011-04-13,28.83,38.98
2011-04-14,29.25,39.1
2011-04-15,29.95,39.36
2011-04-18,29.16,38.81
2011-04-19,29.55,39.5
2011-04-20,29.9,40.02
2011-04-21,30.0,40.45
2011-04-25,29.54,40.14
2011-04-26,30.18,40.59
2011-04-27,29.98,40.72
2011-04-28,30.48,40.71
2011-04-29,30.88,40.87
2011-05-02,32.29,40.58
2011-05-03,32.04,40.21
2011-05-04,31.67,39.5
2011-05-05,31.33,39.03
2011-05-06,31.77,39.35
2011-05-09,32.21,39.92
2011-05-10,32.86,40.26
2011-05-11,32.6,39.19
2011-05-12,32.32,39.15
2011-05-13,31.37,38.65
2011-05-16,31.45,38.51
2011-05-17,31.23,38.06
2011-05-18,31.69,38.91
2011-05-19,31.67,38.9
2011-05-20,31.31,38.51
2011-05-23,30.1,38.11
2011-05-24,30.11,38.3
2011-05-25,30.37,38.84
2011-05-26,30.58,38.93
2011-05-27,30.91,39.35
2011-05-31,31.22,39.75
2011-06-01,30.2,38.51
2011-06-02,30.31,38.57
2011-06-03,29.88,38.08
2011-06-06,29.65,37.7
2011-06-07,29.78,37.84
2011-06-08,28.79,37.45
2011-06-09,29.23,38.07
2011-06-10,28.3,37.59
2011-06-13,27.57,37.37
2011-06-14,27.87,38.09
2011-06-15,27.06,37.21
2011-06-16,26.63,36.845
2011-06-17,26.57,36.64
2011-06-20,27.44,36.95
2011-06-21,28.78,37.9
2011-06-22,28.74,37.745
2011-06-23,28.95,37.71
2011-06-24,28.78,37.47
2011-06-27,29.16,37.55
2011-06-28,29.26,38.28
2011-06-29,29.16,38.89
2011-06-30,29.82,39.37
2011-07-01,30.61,39.73
2011-07-05,29.87,39.78
2011-07-06,30.05,39.94
2011-07-07,30.56,40.535
2011-07-08,30.26,40.23
2011-07-11,29.94,39.42
2011-07-12,29.63,39.26
2011-07-13,29.99,39.6
2011-07-14,29.67,39.22
2011-07-15,29.87,39.57
2011-07-18,29.3,39.1
2011-07-19,29.79,39.69
2011-07-20,30.1,39.66
2011-07-21,30.95,40.14
2011-07-22,30.86,39.95
2011-07-25,30.77,39.85
2011-07-26,30.65,39.42
2011-07-27,29.87,38.52
2011-07-28,30.53,38.44
2011-07-29,29.7,38.01
2011-08-01,29.56,37.88
2011-08-02,28.53,36.71
2011-08-03,28.38,36.9
2011-08-04,25.83,34.4
2011-08-05,25.55,34.32
2011-08-08,23.23,31.81
2011-08-09,24.81,33.77
2011-08-10,24.17,32.61
2011-08-11,25.53,34.22
2011-08-12,25.55,34.44
2011-08-15,26.19,34.99
2011-08-16,26.03,34.43
2011-08-17,26.12,34.53
2011-08-18,24.06,32.52
2011-08-19,23.67,32.0
2011-08-22,23.39,32.0
2011-08-23,24.59,33.13
2011-08-24,25.58,33.6
2011-08-25,25.07,33.23
2011-08-26,25.68,33.93
2011-08-29,26.77,34.955
2011-08-30,26.89,35.25
2011-08-31,27.15,35.34
2011-09-01,26.35,34.86
2011-09-02,25.49,33.97
2011-09-06,27.77,33.79
2011-09-07,28.04,34.76
2011-09-08,26.99,34.3
2011-09-09,26.17,33.17
2011-09-12,25.89,32.945
2011-09-13,26.74,33.49
2011-09-14,26.89,34.01
2011-09-15,27.78,34.59
2011-09-16,27.98,34.52
2011-09-19,27.61,34.01
2011-09-20,27.22,33.61
2011-09-21,25.97,32.09
2011-09-22,24.66,30.29
2011-09-23,25.02,30.24
2011-09-26,25.42,31.21
2011-09-27,26.15,31.86
2011-09-28,24.28,30.451
2011-09-29,24.15,30.48
2011-09-30,23.25,29.355
2011-10-03,22.65,28.53
2011-10-04,23.2,29.64
2011-10-05,24.05,30.82
2011-10-06,24.49,31.6
2011-10-07,24.05,31.12
2011-10-10,25.1,32.43
2011-10-11,25.23,32.47
2011-10-12,25.7,32.79
2011-10-13,25.71,32.62
2011-10-14,26.01,33.48
2011-10-17,25.09,32.34
2011-10-18,25.92,33.17
2011-10-19,25.4,32.21
2011-10-20,25.59,32.51
2011-10-21,25.93,33.37
2011-10-24,26.76,34.17
2011-10-25,26.28,33.3
2011-10-26,26.58,33.9
2011-10-27,28.95,35.74
2011-10-28,28.81,35.99
2011-10-31,27.7,34.45
2011-11-01,26.99,33.53
2011-11-02,27.47,34.36
2011-11-03,28.45,35.06
2011-11-04,28.81,34.98
2011-11-07,28.71,35.28
2011-11-08,29.34,35.7
2011-11-09,28.07,33.96
2011-11-10,28.33,34.37
2011-11-11,28.89,35.17
2011-11-14,28.15,34.8
2011-11-15,28.14,34.87
2011-11-16,28.01,34.05
2011-11-17,27.83,33.08
2011-11-18,28.02,33.26
2011-11-21,27.12,32.68
2011-11-22,26.63,32.43
2011-11-23,25.58,31.57
2011-11-25,25.89,31.41
2011-11-28,26.48,32.59
2011-11-29,26.67,32.65
2011-11-30,28.4,34.52
2011-12-01,27.82,34.3
2011-12-02,28.77,34.0
2011-12-05,29.07,34.4
2011-12-06,28.63,34.72
2011-12-07,28.67,34.75
2011-12-08,27.71,33.67
2011-12-09,28.27,34.1
2011-12-12,27.8,33.29
2011-12-13,27.27,32.73
2011-12-14,27.28,32.33
2011-12-15,27.53,32.55
2011-12-16,27.79,32.53
2011-12-19,27.35,31.95
2011-12-20,28.5,33.21
2011-12-21,28.71,33.26
2011-12-22,28.96,33.585
2011-12-23,29.24,33.91
2011-12-27,29.42,33.9
2011-12-28,29.3,33.09
2011-12-29,29.64,33.52
2011-12-30,29.6,33.5
2012-01-03,29.97,34.43
2012-01-04,30.1,34.72
2012-01-05,30.45,34.82
2012-01-06,30.94,34.77
2012-01-09,31.07,34.84
2012-01-10,31.32,35.49
2012-01-11,31.14,35.835
2012-01-12,31.74,36.34
2012-01-13,31.49,36.1
2012-01-17,31.68,36.3
2012-01-18,32.07,36.71
2012-01-19,32.43,36.74
2012-01-20,32.46,36.58
2012-01-23,31.43,36.56
2012-01-24,32.16,36.56
2012-01-25,31.28,37.14
2012-01-26,31.25,37.13
2012-01-27,30.98,37.18
2012-01-30,31.09,37.14
2012-01-31,31.14,37.18
2012-02-01,31.38,37.55
2012-02-02,31.6,37.37
2012-02-03,31.85,37.88
2012-02-06,31.47,37.67
2012-02-07,31.11,37.63
2012-02-08,30.95,37.67
2012-02-09,31.48,37.71
2012-02-10,31.85,37.05
2012-02-13,33.02,37.15
2012-02-14,33.05,36.67
2012-02-15,32.85,36.7
2012-02-16,33.7,37.35
2012-02-17,33.46,37.37
2012-02-21,33.32,37.59
2012-02-22,33.1,37.53
2012-02-23,32.96,37.57
2012-02-24,32.92,37.55
2012-02-27,33.91,37.56
2012-02-28,34.63,37.68
2012-02-29,35.15,36.97
2012-03-01,35.2,37.38
2012-03-02,35.62,37.29
2012-03-05,35.49,36.69
2012-03-06,35.13,35.94
2012-03-07,34.77,36.03
2012-03-08,35.29,36.63
2012-03-09,35.23,36.64
2012-03-12,35.48,36.44
2012-03-13,36.29,37.04
2012-03-14,35.71,36.897
2012-03-15,35.94,37.17
2012-03-16,35.57,37.1
2012-03-19,35.44,37.33
2012-03-20,35.3,37.12
2012-03-21,35.68,37.12
2012-03-22,35.05,36.52
2012-03-23,35.19,36.91
2012-03-26,35.98,37.39
2012-03-27,35.73,37.31
2012-03-28,34.87,36.79
2012-03-29,35.16,36.84
2012-03-30,35.1,36.97
2012-04-02,35.17,37.49
2012-04-03,34.98,37.21
2012-04-04,35.1,36.69
2012-04-05,34.87,36.48
2012-04-09,33.97,35.95
2012-04-10,32.67,35.21
2012-04-11,32.74,35.59
2012-04-12,33.27,36.565
2012-04-13,32.97,36.13
2012-04-16,32.86,36.24
2012-04-17,33.22,36.73
2012-04-18,33.05,36.63
2012-04-19,32.96,36.5
2012-04-20,33.02,36.48
2012-04-23,32.3,36.03
2012-04-24,32.82,36.03
2012-04-25,33.55,36.79
2012-04-26,33.75,36.75
2012-04-27,33.85,36.93
2012-04-30,33.31,36.67
2012-05-01,33.4,36.89
2012-05-02,33.33,36.71
2012-05-03,32.75,36.29
2012-05-04,32.13,35.68
2012-05-07,31.95,35.71
2012-05-08,31.67,35.5399
2012-05-09,31.35,35.22
2012-05-10,31.24,35.11
2012-05-11,31.28,35.01
2012-05-14,30.75,34.525
2012-05-15,30.94,34.01
2012-05-16,30.09,33.64
2012-05-17,28.79,32.9
2012-05-18,28.88,32.77
2012-05-21,29.91,33.73
2012-05-22,29.66,33.52
2012-05-23,29.79,33.92
2012-05-24,29.62,34.13
2012-05-25,29.31,33.99
2012-05-29,29.92,34.58
2012-05-30,29.28,33.96
2012-05-31,29.2,33.82
2012-06-01,28.13,33.1
2012-06-04,27.81,33.13
2012-06-05,28.08,33.445
2012-06-06,29.17,34.29
2012-06-07,29.22,34.35
2012-06-08,29.27,34.58
2012-06-11,28.61,33.94
2012-06-12,29.15,34.57
2012-06-13,28.6,34.04
2012-06-14,28.78,34.32
2012-06-15,28.84,34.53
2012-06-18,29.16,34.71
2012-06-19,29.93,35.37
2012-06-20,29.67,35.17
2012-06-21,28.87,34.02
2012-06-22,29.22,34.2
2012-06-25,28.19,33.77
2012-06-26,28.01,33.875
2012-06-27,28.17,34.25
2012-06-28,27.89,34.26
2012-06-29,28.91,35.29
2012-07-02,28.96,35.11
2012-07-03,29.57,35.61
2012-07-05,29.51,35.56
2012-07-06,29.07,35.15
2012-07-09,28.91,34.93
2012-07-10,28.56,34.41
2012-07-11,29.71,34.3
2012-07-12,30.05,34.13
2012-07-13,30.75,34.74
2012-07-16,30.7,34.61
2012-07-17,31.88,35.05
2012-07-18,32.33,35.26
2012-07-19,32.59,35.64
2012-07-20,32.29,35.42
2012-07-23,32.11,34.86
2012-07-24,31.41,34.32
2012-07-25,31.37,34.32
2012-07-26,32.44,34.48
2012-07-27,33.36,35.11
2012-07-30,32.84,35.08
2012-07-31,32.81,34.84
2012-08-01,32.43,34.85
2012-08-02,32.04,34.44
2012-08-03,32.71,35.12
2012-08-06,32.8,35.44
2012-08-07,33.23,35.85
2012-08-08,32.74,35.89
2012-08-09,32.69,36.09
2012-08-10,32.89,36.06
2012-08-13,33.94,35.86
2012-08-14,34.11,35.7
2012-08-15,34.34,35.76
2012-08-16,34.88,36.29
2012-08-17,34.58,36.24
2012-08-20,34.54,36.17
2012-08-21,34.66,36.22
2012-08-22,34.72,36.52
2012-08-23,34.17,35.91
2012-08-24,34.55,35.84
2012-08-27,34.46,35.63
2012-08-28,34.34,35.55
2012-08-29,34.85,35.63
2012-08-30,34.36,35.31
2012-08-31,34.56,35.65
2012-09-04,34.18,35.19
2012-09-05,34.18,35.35
2012-09-06,35.55,36.235
2012-09-07,36.3,36.95
2012-09-10,34.79,36.89
2012-09-11,34.48,37.02
2012-09-12,35.06,36.97
2012-09-13,35.76,37.88
2012-09-14,35.52,38.35
2012-09-17,34.18,37.76
2012-09-18,34.07,37.66
2012-09-19,34.13,37.87
2012-09-20,34.7,37.81
2012-09-21,35.51,37.445
2012-09-24,36.78,37.335
2012-09-25,35.97,36.74
2012-09-26,36.03,36.56
2012-09-27,36.55,37.01
2012-09-28,36.32,36.8
2012-10-01,36.16,36.92
2012-10-02,35.99,36.72
2012-10-03,36.19,36.55
2012-10-04,36.49,37.02
2012-10-05,36.81,37.2
2012-10-08,36.85,37.13
2012-10-09,36.57,36.78
2012-10-10,36.61,36.38
2012-10-11,37.24,36.53
2012-10-12,36.8,36.37
2012-10-15,37.59,36.68
2012-10-16,38.2,37.56
2012-10-17,37.51,37.865
2012-10-18,38.15,37.88
2012-10-19,37.42,37.09
2012-10-22,37.63,37.26
2012-10-23,36.78,36.1375
2012-10-24,36.38,36.12
2012-10-25,35.26,36.04
2012-10-26,35.66,36.11
2012-10-31,35.83,36.0302
2012-11-01,36.93,36.73
2012-11-02,35.93,36.07
2012-11-05,35.37,36.32
2012-11-06,35.62,36.7
2012-11-07,34.97,36.12
2012-11-08,34.48,35.63
2012-11-09,34.85,35.56
2012-11-12,34.66,35.56
2012-11-13,34.36,35.5
2012-11-14,33.62,34.895
2012-11-15,33.65,34.78
2012-11-16,34.31,34.86
2012-11-19,35.59,35.845
2012-11-20,35.36,35.88
2012-11-21,35.46,35.94
2012-11-23,36.26,36.4
2012-11-26,36.1,36.43
2012-11-27,36.25,36.265
2012-11-28,36.93,36.42
2012-11-29,37.31,36.67
2012-11-30,37.14,36.7
2012-12-03,36.81,36.02
2012-12-04,36.25,36.085
2012-12-05,36.03,35.66
2012-12-06,35.97,35.75
2012-12-07,36.04,36.05
2012-12-10,36.33,36.28
2012-12-11,37.13,36.57
2012-12-12,37.38,36.48
2012-12-13,37.64,36.38
2012-12-14,38.06,36.65
2012-12-17,38.16,37.02
2012-12-18,38.94,37.46
2012-12-19,38.9,37.3
2012-12-20,39.59,37.66
2012-12-21,39.31,37.0
2012-12-24,39.47,37.19
2012-12-26,39.69,37.42
2012-12-27,39.62,37.29
2012-12-28,38.91,36.82
2012-12-31,39.84,37.54
2013-01-02,40.49,38.48
2013-01-03,40.37,38.2
2013-01-04,40.85,38.67
2013-01-07,40.79,38.59
2013-01-08,40.41,38.65
2013-01-09,40.33,38.9
2013-01-10,40.01,39.07
2013-01-11,40.11,39.01
2013-01-14,40.83,39.02
2013-01-15,40.8,39.06
2013-01-16,40.59,38.78
2013-01-17,41.64,39.08
2013-01-18,41.91,39.34
2013-01-22,42.06,39.72
2013-01-23,42.25,39.5
2013-01-24,42.39,39.62
2013-01-25,42.51,39.76
2013-01-28,42.12,39.38
2013-01-29,41.9,39.6
2013-01-30,41.77,39.38
2013-01-31,41.42,39.02
2013-02-01,42.35,39.5
2013-02-04,42.12,39.12
2013-02-05,42.79,39.32
2013-02-06,42.45,39.36
2013-02-07,42.15,39.15
2013-02-08,42.6,39.38
2013-02-11,42.17,39.33
2013-02-12,42.01,39.35
2013-02-13,41.75,39.49
2013-02-14,41.8,39.36
2013-02-15,42.17,39.35
2013-02-19,41.91,39.18
2013-02-20,40.07,38.08
2013-02-21,41.31,37.73
2013-02-22,43.0,38.23
2013-02-25,41.79,37.35
2013-02-26,42.75,37.75
2013-02-27,44.05,38.42
2013-02-28,44.01,38.49
2013-03-01,44.28,38.51
2013-03-04,44.54,38.56
2013-03-05,45.26,38.82
2013-03-06,46.05,39.16
2013-03-07,46.24,39.27
2013-03-08,46.78,39.59
2013-03-11,47.0,39.81
2013-03-12,46.23,39.84
2013-03-13,45.74,39.74
2013-03-14,45.9,39.98
2013-03-15,45.66,39.85
2013-03-18,45.39,39.57
2013-03-19,44.95,39.4
2013-03-20,45.59,39.7
2013-03-21,44.86,39.02
2013-03-22,45.1,39.07
2013-03-25,45.09,38.77
2013-03-26,45.77,39.04
2013-03-27,45.57,39.03
2013-03-28,46.58,39.18
2013-04-01,46.31,38.84
2013-04-02,48.06,38.46
2013-04-03,46.3,38.14
2013-04-04,46.71,38.47
2013-04-05,46.15,38.31
2013-04-08,47.15,38.43
2013-04-09,47.32,38.88
2013-04-10,47.73,39.15
2013-04-11,48.23,39.32
2013-04-12,48.2,38.74
2013-04-15,45.34,37.31
2013-04-16,47.47,37.99
2013-04-17,46.01,37.43
2013-04-18,44.95,37.32
2013-04-19,45.67,37.76
2013-04-22,47.15,38.12
2013-04-23,47.69,38.45
2013-04-24,48.5,39.03
2013-04-25,47.58,39.46
2013-04-26,46.41,38.9
2013-04-29,47.2,39.49
2013-04-30,46.98,39.55
2013-05-01,45.89,38.85
2013-05-02,44.27,39.13
2013-05-03,45.62,39.82
2013-05-06,45.89,39.93
2013-05-07,46.52,40.31
2013-05-08,46.91,40.66
2013-05-09,46.92,40.61
2013-05-10,46.5,40.57
2013-05-13,47.53,40.28
2013-05-14,48.27,40.78
2013-05-15,48.68,41.005
2013-05-16,47.42,40.82
2013-05-17,48.18,41.26
2013-05-20,47.51,41.3
2013-05-21,47.75,41.25
2013-05-22,46.5,40.69
2013-05-23,47.18,40.71
2013-05-24,47.05,40.57
2013-05-28,47.84,40.94
2013-05-29,46.86,40.81
2013-05-30,46.83,40.94
2013-05-31,46.15,40.3
2013-06-03,45.93,40.5
2013-06-04,45.51,40.45
2013-06-05,44.32,39.55
2013-06-06,45.02,39.81
2013-06-07,45.62,40.18
2013-06-10,45.56,40.37
2013-06-11,45.31,39.81
2013-06-12,44.03,39.61
2013-06-13,45.61,40.34
2013-06-14,45.35,40.05
2013-06-17,46.26,40.39
2013-06-18,45.97,40.57
2013-06-19,45.77,40.26
2013-06-20,44.26,39.22
2013-06-21,43.6,38.785
2013-06-24,42.89,38.17
2013-06-25,43.31,38.4
2013-06-26,44.13,38.58
2013-06-27,43.9,38.56
2013-06-28,44.31,38.345
2013-07-01,45.13,38.57
2013-07-02,45.75,38.45
2013-07-03,45.77,38.46
2013-07-05,46.32,38.72
2013-07-08,46.57,38.94
2013-07-09,46.89,39.54
2013-07-10,46.44,39.53
2013-07-11,47.56,40.17
2013-07-12,48.13,40.03
2013-07-15,48.11,40.13
2013-07-16,48.39,39.83
2013-07-17,47.76,40.2
2013-07-18,47.87,40.22
2013-07-19,47.72,40.48
2013-07-22,47.4,40.52
2013-07-23,46.88,40.64
2013-07-24,47.21,40.26
2013-07-25,50.19,40.64
2013-07-26,49.11,40.49
2013-07-29,48.79,40.72
2013-07-30,48.77,40.62
2013-07-31,48.31,40.48
2013-08-01,49.49,40.78
2013-08-02,49.4,41.01
2013-08-05,48.64,40.9
2013-08-06,48.25,40.522
2013-08-07,47.97,40.54
2013-08-08,47.98,41.14
2013-08-09,48.02,41.38
2013-08-12,48.22,41.32
2013-08-13,48.12,41.47
2013-08-14,48.9,41.38
2013-08-15,47.34,41.08
2013-08-16,47.97,40.76
2013-08-19,46.99,40.44
2013-08-20,47.2,40.67
2013-08-21,46.54,40.36
2013-08-22,46.49,40.84
2013-08-23,46.86,41.17
2013-08-26,47.2,41.17
2013-08-27,46.5,40.445
2013-08-28,47.0,40.37
2013-08-29,47.7,40.5
2013-08-30,47.21,40.43
2013-09-03,47.47,40.672
2013-09-04,47.8,41.05
2013-09-05,47.65,41.12
2013-09-06,47.86,41.07
2013-09-09,49.15,41.69
2013-09-10,49.27,42.065
2013-09-11,49.36,42.32
2013-09-12,48.13,41.88
2013-09-13,48.67,42.16
2013-09-16,49.41,42.63
