date,ADI,XSD
10/3/2017,85.9,66.539994
10/4/2017,87,66.619996
10/5/2017,87.89,66.5
10/6/2017,87.87,66.779999
10/9/2017,87.71,66.929993
10/10/2017,87.99,67.339997
10/11/2017,88.57,67.64
10/12/2017,88.83,67.470002
10/13/2017,89.06,67.630005
10/16/2017,88.83,67.160004
10/17/2017,88.94,67.270005
10/18/2017,89,67.960007
10/19/2017,88.8,67.479996
10/20/2017,88.93,67.610001
10/23/2017,88.77,68.009995
10/24/2017,90.29,68.570008
10/25/2017,89.86,67.690003
10/26/2017,90.56,67.949997
10/27/2017,91.21,69.830002
10/30/2017,91.32,70.220002
10/31/2017,91.3,70.860001
11/1/2017,90.99,70.330002
11/2/2017,90.79,70.229996
11/3/2017,91.81,71.169999
11/6/2017,92.28,73.279999
11/7/2017,91.9,72.64
11/8/2017,92,73.600007
11/9/2017,89.7,72.259995
11/10/2017,89.59,72.610001
11/13/2017,90.03,72.490006
11/14/2017,90.44,72.190003
11/15/2017,89.16,71.119996
11/16/2017,90.48,72.119996
11/17/2017,90.42,72.279999
11/20/2017,93.07,73.360001
11/21/2017,90.19,74.630005
11/22/2017,88.65,74.080002
11/24/2017,89.15,74.559998
11/27/2017,87.45,73.649994
11/28/2017,87.07,73.729996
11/29/2017,85.66,70.809998
11/30/2017,86.11,71.179993
12/1/2017,85.4,70.419999
12/4/2017,84.79,68.610001
12/5/2017,84.83,68.509995
12/6/2017,85.41,68.449997
12/7/2017,86.11,69.360001
12/8/2017,85.52,69.339997
12/11/2017,85.8,69.660004
12/12/2017,85.48,69.330002
12/13/2017,85.18,69.399994
12/14/2017,85.44,69.360001
12/15/2017,86.69,70.259995
12/18/2017,88.09,71.89
12/19/2017,87.95,71.259995
12/20/2017,88.65,71.529999
12/21/2017,88.65,71.259995
12/22/2017,88.85,70.820008
12/26/2017,88.63,70.210007
12/27/2017,89.1,70.449997
12/28/2017,89.38,70.5
12/29/2017,89.03,69.809998
1/2/2018,90.28,72.050004
1/3/2018,91.4,73.14
1/4/2018,91.3,73.660004
1/5/2018,91.67,73.899994
1/8/2018,91.83,74.550004
1/9/2018,91.64,73.649994
1/10/2018,90.11,72.830002
1/11/2018,91.19,74.300004
1/12/2018,92.02,75.039994
1/16/2018,93.1,74.199997
1/17/2018,95.57,75.330002
1/18/2018,97.24,75.080002
1/19/2018,96.14,74.779999
1/22/2018,96.65,75.119996
1/23/2018,96.47,75.160004
1/24/2018,95.34,73.660004
1/25/2018,91.98,72.64
1/26/2018,93.84,74.64
1/29/2018,93.78,74.729996
1/30/2018,91.55,73.270005
1/31/2018,91.88,73.399994
2/1/2018,91.65,73.449997
2/2/2018,89.11,70.559998
2/5/2018,85.4,67.300004
2/6/2018,88.54,69.339997
2/7/2018,85.35,67.179993
2/8/2018,82.68,64.830002
2/9/2018,83.93,66.320008
2/12/2018,85.05,67.360001
2/13/2018,84.34,67.559998
2/14/2018,85.13,68.449997
2/15/2018,85.4,69.25
2/16/2018,86.09,68.729996
2/20/2018,88.41,70.130005
2/21/2018,88.41,69.649994
2/22/2018,88.56,69.600007
2/23/2018,90.37,70.559998
2/26/2018,92.36,72.259995
2/27/2018,92.26,72.029999
2/28/2018,90.15,71.240006
3/1/2018,88.31,70.240006
3/2/2018,89.53,71.64
3/5/2018,91.14,72.490006
3/6/2018,91.93,73.600007
3/7/2018,92.74,73.940003
3/8/2018,92.72,74.330002
3/9/2018,94.73,75.169999
3/12/2018,95.53,76
3/13/2018,94.66,74.679993
3/14/2018,94.09,74.449997
3/15/2018,93.94,74.460007
3/16/2018,94.15,74.919999
3/19/2018,93.5,73.520005
3/20/2018,92.71,74.380005
3/21/2018,92.8,74.460007
3/22/2018,90.54,72.410004
3/23/2018,87.7,70.270005
3/26/2018,93.11,72.539994
3/27/2018,91.05,70.25
3/28/2018,89.91,68.649994
3/29/2018,91.13,70.059998
4/2/2018,88.75,67.669999
4/3/2018,89.52,68.460007
4/4/2018,91.24,69.690003
4/5/2018,90.94,69.699997
4/6/2018,88.31,67.839997
4/9/2018,87.99,67.830002
4/10/2018,90.03,70.179993
4/11/2018,90.8,70.600007
4/12/2018,93.02,71.720002
4/13/2018,92.78,71.190003
4/16/2018,93.14,70.759995
4/17/2018,95.17,72.360001
4/18/2018,94.57,72.509995
4/19/2018,89.85,70.240006
4/20/2018,89.76,69.399994
4/23/2018,88,68.279999
4/24/2018,87.65,68.059998
4/25/2018,87.77,67.630005
4/26/2018,88.7,68.970002
4/27/2018,87.68,68.300004
4/30/2018,87.35,67.070008
5/1/2018,88.86,68.309998
5/2/2018,88.3,68.699997
5/3/2018,87.91,69.089997
5/4/2018,90.27,70.410004
5/7/2018,90.5,71.110001
5/8/2018,91.42,71.39
5/9/2018,92.62,72.119996
5/10/2018,93.34,73.029999
5/11/2018,92.6,72.14
5/14/2018,93.87,73.100007
5/15/2018,93.56,72.970002
5/16/2018,94.77,73.660096
5/17/2018,95.04,73.630005
5/18/2018,94.88,73.229996
5/21/2018,95.3,73.800004
5/22/2018,95.71,73.970002
5/23/2018,94.39,73.949997
5/24/2018,95.04,74.190003
5/25/2018,95.45,75.220002
5/29/2018,94.39,74.929993
5/30/2018,94.98,75.350007
5/31/2018,97.18,74.800004
6/1/2018,98.4,76.160004
6/4/2018,99.98,76.419999
6/5/2018,100.64,76.649994
6/6/2018,102.1,76.979996
6/7/2018,101.96,76.550004
6/8/2018,101.06,76.309998
6/11/2018,101.39,76.600007
6/12/2018,102.02,77.125
6/13/2018,101.05,77.039994
6/14/2018,101.7,77.820008
6/15/2018,101.5,77.449997
6/18/2018,101.09,77.190003
6/19/2018,100.06,76.210007
6/20/2018,101,76.869996
6/21/2018,99.16,75.779999
6/22/2018,99.09,75.339997
6/25/2018,98.15,73.179993
6/26/2018,98.71,73.539994
6/27/2018,96.5,71.669999
6/28/2018,95.95,72.509995
6/29/2018,95.92,72.25
7/2/2018,96.31,72.970002
7/3/2018,94.51,71.979996
7/5/2018,96.4,74.179993
7/6/2018,97.2,74.89
7/9/2018,97.18,75.419999
7/10/2018,98.54,76.410004
7/11/2018,96.22,74.600007
7/12/2018,98.4,75.679993
7/13/2018,98.12,75.179993
7/16/2018,97.64,74.880005
7/17/2018,98.26,75.75
7/18/2018,99.09,76.070008
7/19/2018,98.26,76.14
7/20/2018,97.81,75.520005
7/23/2018,97.79,75.64
7/24/2018,97.45,74.699997
7/25/2018,96.55,74.820008
7/26/2018,97.7,76.050004
7/27/2018,96.98,75.020005
7/30/2018,95.31,74.160004
7/31/2018,96.14,74.470002
8/1/2018,96.04,74.360001
8/2/2018,96.19,75.220002
8/3/2018,96.56,75.080002
8/6/2018,97.38,76.039994
8/7/2018,98.59,77
8/8/2018,98.49,77.289994
8/9/2018,97.74,76.779999
8/10/2018,94.94,75.229996
8/13/2018,95.13,75.440003
8/14/2018,94.85,75.050004
8/15/2018,93.76,73.669999
8/16/2018,94.26,73.800004
8/17/2018,94.58,73.770005
8/20/2018,93.74,73.919999
8/21/2018,95.92,75.589997
8/22/2018,97.92,75.800004
8/23/2018,97.39,75.770005
8/24/2018,98.78,76.789994
8/27/2018,100.07,77.820008
8/28/2018,100.42,78.039994
8/29/2018,100.17,78.190003
8/30/2018,98.57,77.770005
8/31/2018,98.85,78.869996
9/4/2018,98.11,79.330002
9/5/2018,97.87,78.809998
9/6/2018,97.09,77.119996
9/7/2018,93.96,76.339997
9/10/2018,94.59,76.850007
9/11/2018,93.25,76.789994
9/12/2018,91.02,76.009995
9/13/2018,92.4,75.972107
9/14/2018,92.53,76.880005
9/17/2018,91.31,75.770005
9/18/2018,91.86,76.710007
9/19/2018,92.58,77.100007
9/20/2018,95.1,78.339997
9/21/2018,94.56,77.690003
9/24/2018,95,77.559998
9/25/2018,92.56,76.160004
9/26/2018,92.32,75.050004
9/27/2018,92.18,75.39
9/28/2018,92.46,75.910004
10/1/2018,92.39,75.610001
10/2/2018,92.29,75.589997
10/3/2018,91.83,75.64
10/4/2018,89.99,74.279999
10/5/2018,87.15,71.89
10/8/2018,86.48,71.059998
10/9/2018,86.76,70.970002
10/10/2018,83.9,68.070008
10/11/2018,83.67,67.669999
10/12/2018,84.17,68.850007
10/15/2018,83.9,68.770005
10/16/2018,85.76,71.289994
10/17/2018,85.25,71.029999
10/18/2018,83.17,69.199997
10/19/2018,82.335,68.080002
10/22/2018,82.55,68.39
10/23/2018,82.65,68.009995
10/24/2018,77.82,63.369996
10/25/2018,79.08,64.960007
10/26/2018,79.03,63.669999
10/29/2018,80.41,63.25
10/30/2018,82.8,65.789994
10/31/2018,83.71,67.300004
11/1/2018,88,70.529999
11/2/2018,87.18,69.509995
11/5/2018,86.38,68.770005
11/6/2018,87.96,69.14
11/7/2018,88.31,69.869996
11/8/2018,89.93,69.960007
11/9/2018,87.59,68.880005
11/12/2018,84.2,65.440003
11/13/2018,85.3,66.449997
11/14/2018,86.13,67.199997
11/15/2018,89.82,69.470002
11/16/2018,89.48,69.279999
11/19/2018,85.52,66.770005
11/20/2018,89.02,66.520005
11/21/2018,89.68,67.320008
11/23/2018,88.64,67.410004
11/26/2018,90.07,68.899994
11/27/2018,89.58,68.679993
11/28/2018,90.72,70.539994
11/29/2018,89.52,69.960007
11/30/2018,91.92,70.789994
12/3/2018,93.51,72.589997
12/4/2018,90.44,69.479996
12/6/2018,89.53,68.929993
12/7/2018,86.42,66.660004
12/10/2018,88.48,67.035004
12/11/2018,88.64,67.279999
12/12/2018,89.08,68.282105
12/13/2018,88.46,67.75
12/14/2018,87.27,66.770005
12/17/2018,87.31,65.729996
12/18/2018,88.05,66.770005
12/19/2018,83.69,64
12/20/2018,82.74,63.229996
12/21/2018,82.32,61.919999
12/24/2018,80.42,60.130005
12/26/2018,84.34,63.740006
12/27/2018,85.36,64.130005
12/28/2018,85.46,64.240006
12/31/2018,85.83,64.699997
1/2/2019,85.92,65.199997
1/3/2019,80.73,61.410004
1/4/2019,82.69,63.929993
1/7/2019,83.21,65.210007
1/8/2019,85.24,65.520005
1/9/2019,87.4,66.770005
1/10/2019,88.61,67.690003
1/11/2019,90.06,68.720002
1/14/2019,87.5,67.270005
1/15/2019,87.61,67.830002
1/16/2019,87,67.5
1/17/2019,88.81,67.960007
1/18/2019,91.36,69.070008
1/22/2019,89.13,66.830002
1/23/2019,88.86,66.690003
1/24/2019,94.75,69.809998
1/25/2019,97.67,72.0896
1/28/2019,97.34,70.990006
1/29/2019,97.01,70.059998
1/30/2019,99.01,71.369996
1/31/2019,98.86,71.669999
2/1/2019,100.54,72.419999
2/4/2019,99.7,73.070008
2/5/2019,100.4,73.509995
2/6/2019,102.41,75.25
2/7/2019,100.63,73.619996
2/8/2019,100.73,73.789994
2/11/2019,101.75,74.240006
2/12/2019,104.06,75.669999
2/13/2019,104.42,76.369996
2/14/2019,104.49,76.970002
2/15/2019,105.74,77.369996
2/19/2019,104.22,77.210007
2/20/2019,106.82,77.869996
2/21/2019,105.28,77.619996
2/22/2019,105.91,79.259995
2/25/2019,107.9,79.899994
2/26/2019,107.18,79.369996
2/27/2019,105.93,78.570008
2/28/2019,106.96,78.740006
3/1/2019,108.44,79.672303
3/4/2019,108.66,79.5
3/5/2019,108.23,78.990006
3/6/2019,106.79,77.309998
3/7/2019,105.68,76.339997
3/8/2019,105.41,76.369996
3/11/2019,107.68,78.5
3/12/2019,107.91,78.570008
3/13/2019,108.08,78.905106
3/14/2019,108.25,78.089997
3/15/2019,109.39,79.89
3/18/2019,109.15,79.099305
3/19/2019,109.95,80.130005
3/20/2019,108.61,79.320008
3/21/2019,110.18,81.690003
3/22/2019,107.4,78.729996
3/25/2019,105.25,78.009995
3/26/2019,107.1,78.800004
3/27/2019,104.96,77.600007
3/28/2019,104.07,77.800004
3/29/2019,105.27,78.509995
4/1/2019,108.28,80.5
4/2/2019,108.11,80.649994
4/3/2019,109.84,82.740006
4/4/2019,110.54,82.89
4/5/2019,111.46,83.429993
4/8/2019,111.74,83.679993
4/9/2019,110.49,82.789994
4/10/2019,112.07,84.25
4/11/2019,111.82,83.979996
4/12/2019,114.21,85.179993
4/15/2019,112.94,84.839997
4/16/2019,114.6,86.919999
4/17/2019,114.4,87.089997
4/18/2019,114.79,86.960007
4/22/2019,113.61,86.820008
4/23/2019,114.11,87.710007
4/24/2019,117.29,89.110001
4/25/2019,115.02,86.850007
4/26/2019,114.44,86.470002
4/29/2019,113.88,86.110001
4/30/2019,116.24,86.619996
5/1/2019,114.7,85.960007
5/2/2019,116.96,86.929993
5/3/2019,116.95,87.960007
5/6/2019,114.93,86.492096
5/7/2019,113.68,84.860001
5/8/2019,110.55,84.580002
5/9/2019,110.55,83.559998
5/10/2019,110.6,83.929993
5/13/2019,104.23,79.39
5/14/2019,106.75,81.289994
5/15/2019,107.89,82.119996
5/16/2019,104.7,80.270005
5/17/2019,100.83,77.570008
5/20/2019,97.5,74.979996
5/21/2019,99.88,76.630005
5/22/2019,101.44,75.679993
5/23/2019,98.73,74.289994
5/24/2019,98.42,74.160004
5/28/2019,97.11,73.550004
5/29/2019,98.11,74.259995
5/30/2019,98.06,74.809998
5/31/2019,96.62,73.630005
6/3/2019,96.07,74.690003
6/4/2019,100.97,78.059998
6/5/2019,99.87,77.479996
6/6/2019,99.97,78.350007
6/7/2019,100.69,79.210007
6/10/2019,106.55,81.279999
6/11/2019,105.17,81.229996
6/12/2019,104.37,79.550004
6/13/2019,105.78,80.399994
6/14/2019,104.02,78.360001
6/17/2019,105.1,78.190003
6/18/2019,109.94,81.839997
6/19/2019,111.04,81.830002
6/20/2019,112.56,82.39
6/21/2019,113.67,81.600007
6/24/2019,112.9,81.199997
6/25/2019,110.28,79.820008
6/26/2019,110.87,82.289994
6/27/2019,112.84,84.050004
6/28/2019,112.87,84.369996
7/1/2019,115,86.839997
7/2/2019,113.51,85.740006
7/3/2019,113.17,85.690003
7/5/2019,112.86,85.649994
7/8/2019,111.83,85.010102
7/9/2019,113.29,86.080002
7/10/2019,114.01,86.779999
7/11/2019,113.92,86.710007
7/12/2019,116.2,88.309998
7/15/2019,117.02,88.860001
7/16/2019,115.46,88.020005
7/17/2019,113.94,88.070008
7/18/2019,116.01,89.119996
7/19/2019,115.78,89
7/22/2019,117.71,90.309998
7/23/2019,119.92,91.5
7/24/2019,124.64,94.320008
7/25/2019,122.18,93.029999
7/26/2019,121.8,93.380005
7/29/2019,121.21,93.199997
7/30/2019,120.96,93.289994
7/31/2019,117.46,91.699997
8/1/2019,114.46,91.279999
8/2/2019,112.68,89.779999
8/5/2019,107.63,85.720002
8/6/2019,109.28,86.820008
8/7/2019,109.82,87.929993
8/8/2019,112.33,90.470002
8/9/2019,110.66,88.570008
8/12/2019,108.96,87.14
8/13/2019,113.02,89.509995
8/14/2019,110.31,86.529999
8/15/2019,108.45,86.470002
8/16/2019,110.52,88.899994
8/19/2019,111.17,89.979996
8/20/2019,110.29,89.860001
8/21/2019,108.59,90.320008
8/22/2019,108.63,90.039994
8/23/2019,104.17,86.100007
8/26/2019,106.03,86.309998
8/27/2019,107.05,85.710007
8/28/2019,108.03,86.229996
8/29/2019,109.02,87.929993
8/30/2019,109.83,88.070008
9/3/2019,106.38,86.39
9/4/2019,109.19,88.679993
9/5/2019,113.02,91.25
9/6/2019,112.67,91.660004
9/9/2019,112.87,92.020005
9/10/2019,113.98,92
9/11/2019,115.04,93.869996
9/12/2019,116.21,94.199997
9/13/2019,116.52,94.279999
9/16/2019,115.26,93.869996
9/17/2019,115.28,94.178406
9/18/2019,116.56,93.970002
9/19/2019,115.88,93.479996
9/20/2019,115.33,92.270005
9/23/2019,114.29,93.229996
9/24/2019,110.96,91.169999
9/25/2019,112.68,92.660004
9/26/2019,113.14,91.929993
9/27/2019,111.04,89.360001
9/30/2019,111.73,89.820008
10/1/2019,109.78,88.429993
10/2/2019,108.97,86.990006
10/3/2019,110.87,88.509995
10/4/2019,113.03,90.419999
10/7/2019,110.84,89.690003
10/8/2019,106.13,86.8956
10/9/2019,108.07,87.910004
10/10/2019,108.44,88.789994
10/11/2019,111.22,90.75
10/14/2019,110.34,90.39
10/15/2019,113.29,92.190003
10/16/2019,110.59,90.960007
10/17/2019,110,91.300004
10/18/2019,109.48,90.369996
10/21/2019,111.11,91.770005
10/22/2019,110.88,90.850007
10/23/2019,105.57,89.520005
10/24/2019,105.32,90.710007
10/25/2019,106.83,91.589997
10/28/2019,108.83,93.550004
10/29/2019,108.06,92.830002
10/30/2019,108.25,93.130005
10/31/2019,106.63,93.89
11/1/2019,109.37,96.75
11/4/2019,111.39,98.490006
11/5/2019,113.45,98.869996
11/6/2019,112.03,97.570008
11/7/2019,112.29,98.369996
11/8/2019,113.02,99.320008
11/11/2019,112.55,99.100007
11/12/2019,113.26,99.869996
11/13/2019,114.17,99.929993
11/14/2019,113.32,99.399994
11/15/2019,113.4,99.800004
11/18/2019,111.97,98.970002
11/19/2019,111.71,98.919999
11/20/2019,108.58,97.160004
11/21/2019,108.78,96.315003
11/22/2019,110.65,96.410004
11/25/2019,112.93,98.960007
11/26/2019,114.89,98.470002
11/27/2019,113.7,99.070008
11/29/2019,112.95,97.820008
12/2/2019,111.26,96.309998
12/3/2019,110.25,95.330002
12/4/2019,114.39,96.679993
12/5/2019,113.43,96.669999
12/6/2019,115.89,98.380005
12/9/2019,114.62,97.490006
12/10/2019,114.41,98.070008
12/11/2019,115.85,100.15
12/12/2019,117.81,102.44001
12/13/2019,118.77,102.13001
12/16/2019,118.86,103.53
12/17/2019,118.82,103.9
12/18/2019,117,103.93
12/19/2019,118.7,105.03
12/20/2019,119.82,105.84
12/23/2019,119.17,106.32001
12/24/2019,119.72,106.66001
12/26/2019,119.73,107.44001
12/27/2019,119.45,106.62
12/30/2019,118.86,105.87
12/31/2019,118.84,105.89
1/2/2020,120.43,108.07001
1/3/2020,118.31,106.38001
1/6/2020,116.92,105.64
1/7/2020,119.58,107.27001
1/8/2020,120.66,107.86001
1/9/2020,120.66,108.47001
1/10/2020,118.57,108.06
1/13/2020,119.06,109.93
1/14/2020,119.53,110.09
1/15/2020,117.51,108.22001
1/16/2020,119.13,110.26
1/17/2020,119.47,111.29
1/21/2020,119.31,110.58001
1/22/2020,120.42,111.13001
1/23/2020,120.86,112.52001
1/24/2020,117.57,110.34
1/27/2020,112.21,106.19001
1/28/2020,114.31,108.37
1/29/2020,113.23,106.32001
1/30/2020,112.37,105.84
1/31/2020,109.75,102.09
2/3/2020,110,102.81
2/4/2020,112.46,105.62
2/5/2020,116.68,108.21001
2/6/2020,115.79,107.61001
2/7/2020,112.27,105.73
2/10/2020,112.9,106.94001
2/11/2020,116.88,109.21001
2/12/2020,118.81,111.48
2/13/2020,118.88,110.11001
2/14/2020,117.65,109.33001
2/18/2020,118.57,108.46001
2/19/2020,123.89,111
2/20/2020,124.55,110.01
2/21/2020,122.76,106.42
2/24/2020,117.36,101.71001
2/25/2020,114.66,98.669999
2/26/2020,114.84,98
2/27/2020,107.72,93.339997
2/28/2020,109.05,95.429993
3/2/2020,111.27,98.029999
3/3/2020,107.2,95.259995
3/4/2020,112.46,98.899994
3/5/2020,108.87,96.14
3/6/2020,107,93.160004
3/9/2020,97.51,84.339997
3/10/2020,102.44,90.399994
3/11/2020,94.41,85.009995
3/12/2020,90.01,75.979996
3/13/2020,99.79,82.830002
3/16/2020,83.21,71.110001
3/17/2020,95.44,78.14
3/18/2020,82.23,71.479996
3/19/2020,90.32,75.309998
3/20/2020,85.08,73.130005
3/23/2020,85.16,74.369996
3/24/2020,93.73,82.869996
3/25/2020,94.36,82.470002
3/26/2020,92.62,87.029999
3/27/2020,88.67,82.419999
3/30/2020,90.97,84.860001
3/31/2020,89.65,83.970002
4/1/2020,84.09,79.289994
4/2/2020,87.7,81.220002
4/3/2020,86.56,80.020005
4/6/2020,95.8,88.429993
4/7/2020,96.25,87.770005
4/8/2020,101.4,90.929993
4/9/2020,98.79,89.729996
4/13/2020,99.67,90.869996
4/14/2020,103.02,94.550004
4/15/2020,100.45,91.779999
4/16/2020,101.83,93.050004
4/17/2020,102.8,94
4/20/2020,100.91,92.419999
4/21/2020,96.47,88.610001
4/22/2020,102.12,93.119996
4/23/2020,101.81,93.279999
4/24/2020,105.92,95.169999
4/27/2020,108.03,97.330002
4/28/2020,107.61,97.429993
4/29/2020,113.34,103.4
4/30/2020,109.6,99.529999
5/1/2020,103.64,94.399994
5/4/2020,103.4,95.179993
5/5/2020,105.94,97.210007
5/6/2020,105.25,98.25
5/7/2020,106.35,99.779999
5/8/2020,109.83,103.17
5/11/2020,108.42,102.76
5/12/2020,106.6,99.649994
5/13/2020,103.8,97.110001
5/14/2020,105.49,98.360001
5/15/2020,101.8,96.509995
5/18/2020,108.34,102.39
5/19/2020,106.33,102.07001
5/20/2020,114.57,105.86001
5/21/2020,111.01,103.08001
5/22/2020,111.06,104.14
5/26/2020,112.7,106.04
5/27/2020,114.68,107.54
5/28/2020,110.96,104.65
5/29/2020,112.95,107.26
6/1/2020,112.78,107.31
6/2/2020,116.8,109.46001
6/3/2020,121.62,111.97001
6/4/2020,122.38,112.37
6/5/2020,124.59,115.27001
6/8/2020,123.71,115.45
6/9/2020,123.385,115.09
6/10/2020,122.88,114.41001
6/11/2020,115.65,107.02001
6/12/2020,118.41,108.41001
6/15/2020,118.5,110.22001
6/16/2020,122.69,112.03
6/17/2020,122.53,112
6/18/2020,122.81,111.21001
6/19/2020,120.18,110.41001
6/22/2020,120.5,111.29
6/23/2020,123.25,111.79
6/24/2020,119.47,108.71001
6/25/2020,120.1,109.91001
6/26/2020,117.87,107.48
6/29/2020,119,108.71001
6/30/2020,122.64,111.89
7/1/2020,120.37,110.01
7/2/2020,121.24,111.30001
7/6/2020,123.62,114.59
7/7/2020,122.62,113.81
7/8/2020,122.86,116.18
7/9/2020,124.25,118.16001
7/10/2020,124.5,117.57001
7/13/2020,117.25,115.08001
7/14/2020,118.01,117.75
7/15/2020,117.9,118.56
7/16/2020,115.98,117.25
7/17/2020,116.75,118.44251
7/20/2020,117.06,121.22001
7/21/2020,114.58,119.79
7/22/2020,113.88,119.77001
7/23/2020,111.94,118.44001
7/24/2020,112.21,117.32001
7/27/2020,115.8,120.82001
7/28/2020,115.43,117.81
7/29/2020,117.53,119.92
7/30/2020,116.3,122.28
7/31/2020,114.85,121.80001
8/3/2020,116.57,124.63001
8/4/2020,117.18,126.62
8/5/2020,116.17,126.19001
8/6/2020,116.74,126.32001
8/7/2020,116.32,125.95
8/10/2020,116.76,125.46001
8/11/2020,116.56,123.87
8/12/2020,119.22,127.02001
8/13/2020,118.11,125.82001
8/14/2020,117.18,124.79
8/17/2020,117.44,125.75
8/18/2020,117.88,124.76
8/19/2020,118.15,124.09
8/20/2020,117.45,122.37
8/21/2020,116.02,122.9
8/24/2020,117.23,124.49001
8/25/2020,119.9,126.69001
8/26/2020,120.51,127.03
8/27/2020,119.04,124.77001
8/28/2020,119.58,127.60001
8/31/2020,116.88,126.68
9/1/2020,118.76,129.61001
9/2/2020,121.83,132.43
9/3/2020,117.12,124.10001
9/4/2020,117.44,123.30001
9/8/2020,112.93,118.02001
9/9/2020,115.46,121.67
9/10/2020,114.27,119.61001
9/11/2020,113.8,119.87
9/14/2020,114.62,122.76
9/15/2020,116.06,124.60001
9/16/2020,115.56,123.82001
9/17/2020,115.49,122.24001
9/18/2020,114.91,120.74001
9/21/2020,113.93,119.23
9/22/2020,114.7,120.75
9/23/2020,112.5,117.63001
9/24/2020,112.68,118.59
9/25/2020,113.48,120.27001
9/28/2020,117.06,124.39
9/29/2020,116.65,125.34
9/30/2020,116.74,125.73
10/1/2020,118.99,128.81
10/2/2020,114.01,125.10001
10/5/2020,116.6,129.67
10/6/2020,115.54,129.57001
10/7/2020,118.67,132.71001
10/8/2020,120.34,134.62
10/9/2020,123.33,138.17
10/12/2020,126.11,138.97001
10/13/2020,123.59,138.48
10/14/2020,123.04,137.66001
10/15/2020,123.98,137.47001
10/16/2020,123.64,136.98
10/19/2020,122.61,136.76
10/20/2020,123.62,136.9
10/21/2020,124.76,134.64
10/22/2020,124.75,136.35001
10/23/2020,124.2,137.01
10/26/2020,121.13,134.39
10/27/2020,120.29,133.64
10/28/2020,116.47,129.54
10/29/2020,118.48,134.10001
10/30/2020,118.53,132.52001
11/2/2020,118.48,132.48
11/3/2020,119.75,135.14
11/4/2020,125.94,138.83001
11/5/2020,130.39999,145.62
11/6/2020,133.5,148.025
11/9/2020,135.82001,145.91001
11/10/2020,134.78,141.68
11/11/2020,137.38,146.5
11/12/2020,135.48,144.21001
11/13/2020,136.27,145.75
11/16/2020,138.00999,148.59
11/17/2020,135.87,147.89
11/18/2020,133.23,146.1601
11/19/2020,136.17,149.76
11/20/2020,134.88,150.13001
11/23/2020,137.07001,152.26
11/24/2020,136.89,154.30001
11/25/2020,135.95,153.72001
11/27/2020,137.75,155.84
11/30/2020,139.08,157.38001
12/1/2020,140.73,158.58001
12/2/2020,140.66,159.31
12/3/2020,139.75,159.46001
12/4/2020,143.97,163.6632
12/7/2020,143.71001,163.95
12/8/2020,146.13,165.52001
12/9/2020,141.78,159.68
12/10/2020,141.28,160.14
12/11/2020,141.14999,158.68
12/14/2020,142.33,161.08001
12/15/2020,144.06,165.22001
12/16/2020,142.8,164.59
12/17/2020,143.78,165.80001
12/18/2020,144.56,165.87
12/21/2020,142.59,165.66001
12/22/2020,144.28,168.24001
12/23/2020,143.22,167.67
12/24/2020,144.47,168.5
12/28/2020,144.67999,168.38001
12/29/2020,143.66,165.36001
12/30/2020,146.17999,169.71001
12/31/2020,147.73,170.78
1/4/2021,146.02,169.78
1/5/2021,148.63,172.65
1/6/2021,149.3,175.44001
1/7/2021,155.61,181.99001
1/8/2021,156.74001,180.82001
1/11/2021,158.3,183.47001
1/12/2021,159.09,184.34
1/13/2021,158.48,183.8548
1/14/2021,159.46001,187.83001
1/15/2021,157.75,183.07001
1/19/2021,160.53999,189.7
1/20/2021,159.83,189.48
1/21/2021,159.28999,192.64
1/22/2021,155.58,191.72001
1/25/2021,153.72,190.38001
1/26/2021,154.94,188.87
1/27/2021,147.48,179.32001
1/28/2021,149.21001,183.2681
1/29/2021,147.33,179.58001
2/1/2021,151.88,186.46001
2/2/2021,151.87,186.82001
2/3/2021,147.58,183.34
2/4/2021,150.52,184.38001
2/5/2021,148.75999,185.48
2/8/2021,153.2,191.66001
2/9/2021,152.85001,192.33001
2/10/2021,153.23,192.34
2/11/2021,158.8,197.93
2/12/2021,160.78,200.34
2/16/2021,160.49001,200.80001
2/17/2021,159.75,196.59
2/18/2021,158.09,192.11001
2/19/2021,163.8,197.93
2/22/2021,159.24001,190.26
2/23/2021,157.7,188.95
2/24/2021,161.75999,194.85001
2/25/2021,153.67999,182.54
2/26/2021,155.82001,186.39
3/1/2021,158.59,193.46001
3/2/2021,154.28999,186.81
3/3/2021,149.94,180.89
3/4/2021,144.52,170.75
3/5/2021,148.88,175.12
3/8/2021,144.06,166.63001
3/9/2021,149.42999,176.68
3/10/2021,147.11,174.74001
3/11/2021,151.03,183.69001
3/12/2021,149.53999,182.12
3/15/2021,151,185.47001
3/16/2021,153.08,186.79
3/17/2021,154.16,188.73
3/18/2021,149.45,180.03
3/19/2021,151.91,183.11001
3/22/2021,154.5,185.47001
3/23/2021,150.49001,177.79
3/24/2021,150.44,173.10001
3/25/2021,149.89999,173.68
3/26/2021,157.11,180.86001
3/29/2021,153.85001,175.45
3/30/2021,152.61,176.80001
3/31/2021,155.08,182.78
4/1/2021,160.38,189.11001
4/5/2021,163.49001,191.9
4/6/2021,161.71001,190.03
4/7/2021,159.45,187.73
4/8/2021,162.12,190.23
4/9/2021,161.24001,188.55001
4/12/2021,159.73,185.7
4/13/2021,159.16,185.25
4/14/2021,158.46001,184.2
