date,JCI,XHB
2013-09-10,42.52,30.03
2013-09-11,42.74,30.24
2013-09-12,42.33,30.13
2013-09-13,42.17,30.225
2013-09-16,42.73,30.46
2013-09-17,42.78,30.76
2013-09-18,43.06,31.725
2013-09-19,42.95,31.335
2013-09-20,42.67,30.74
2013-09-23,42.51,30.4
2013-09-24,42.98,30.78
2013-09-25,42.93,30.82
2013-09-26,42.99,30.88
2013-09-27,42.53,30.65
2013-09-30,41.5,30.599
2013-10-01,41.46,30.81
2013-10-02,41.47,30.86
2013-10-03,41.07,30.43
2013-10-04,41.14,30.26
2013-10-07,40.74,29.85
2013-10-08,39.89,29.16
2013-10-09,40.18,29.095
2013-10-10,41.6,29.71
2013-10-11,42.1,30.21
2013-10-14,42.28,29.97
2013-10-15,41.7,29.35
2013-10-16,42.15,29.62
2013-10-17,42.64,29.88
2013-10-18,43.11,29.88
2013-10-21,43.02,29.71
2013-10-22,43.26,30.41
2013-10-23,42.8,30.55
2013-10-24,42.99,31.25
2013-10-25,43.01,31.17
2013-10-28,42.82,31.03
2013-10-29,45.05,31.36
2013-10-30,45.05,30.985
2013-10-31,46.15,30.515
2013-11-01,45.94,30.34
2013-11-04,46.55,30.72
2013-11-05,46.36,30.47
2013-11-06,46.62,30.48
2013-11-07,46.02,30.17
2013-11-08,47.66,30.2
2013-11-11,47.5,30.18
2013-11-12,48.0,30.33
2013-11-13,48.53,30.73
2013-11-14,49.07,31.23
2013-11-15,49.45,31.39
2013-11-18,49.26,31.12
2013-11-19,48.37,31.06
2013-11-20,48.22,30.95
2013-11-21,50.35,31.609
2013-11-22,50.68,31.38
2013-11-25,50.38,31.37
2013-11-26,50.17,32.02
2013-11-27,50.46,32.03
2013-11-29,50.51,31.94
2013-12-02,50.01,31.34
2013-12-03,49.88,31.13
2013-12-04,49.9,30.98
2013-12-05,49.93,30.87
2013-12-06,50.41,31.3
2013-12-09,50.91,31.42
2013-12-10,51.45,31.25
2013-12-11,50.16,30.78
2013-12-12,49.99,30.79
2013-12-13,50.0,30.79
2013-12-16,50.95,31.02
2013-12-17,51.32,31.08
2013-12-18,51.34,32.02
2013-12-19,50.16,31.76
2013-12-20,50.31,32.14
2013-12-23,50.77,32.87
2013-12-24,51.03,32.88
2013-12-26,51.06,32.96
2013-12-27,50.66,32.97
2013-12-30,50.89,33.13
2013-12-31,51.3,33.3
2014-01-02,50.78,33.1
2014-01-03,50.52,33.15
2014-01-06,50.31,32.53
2014-01-07,50.61,32.54
2014-01-08,51.19,32.81
2014-01-09,51.26,32.43
2014-01-10,51.59,32.82
2014-01-13,51.19,32.08
2014-01-14,51.92,32.3
2014-01-15,51.39,32.24
2014-01-16,51.29,32.26
2014-01-17,51.06,31.84
2014-01-21,51.55,31.83
2014-01-22,51.56,32.17
2014-01-23,49.3,32.2
2014-01-24,48.21,31.2
2014-01-27,47.24,31.05
2014-01-28,47.33,31.62
2014-01-29,46.31,31.29
2014-01-30,46.92,31.27
2014-01-31,46.12,31.57
2014-02-03,44.05,30.58
2014-02-04,44.75,30.96
2014-02-05,44.63,30.87
2014-02-06,45.74,31.73
2014-02-07,46.67,31.99
2014-02-10,46.43,31.8
2014-02-11,47.26,31.93
2014-02-12,48.32,32.17
2014-02-13,48.95,32.32
2014-02-14,49.0,32.54
2014-02-18,49.27,32.47
2014-02-19,49.3,32.3
2014-02-20,49.86,32.59
2014-02-21,49.72,32.83
2014-02-24,49.72,32.9
2014-02-25,49.72,33.09
2014-02-26,49.9,33.97
2014-02-27,49.67,34.21
2014-02-28,49.4,34.03
2014-03-03,48.61,33.69
2014-03-04,49.26,34.0
2014-03-05,48.84,33.94
2014-03-06,48.81,33.84
2014-03-07,48.98,33.66
2014-03-10,48.59,33.33
2014-03-11,47.22,33.21
2014-03-12,46.88,33.17
2014-03-13,45.56,32.61
2014-03-14,45.81,32.67
2014-03-17,46.58,33.01
2014-03-18,46.94,33.3
2014-03-19,46.58,33.26
2014-03-20,46.98,32.88
2014-03-21,47.01,32.44
2014-03-24,46.17,32.2
2014-03-25,45.77,32.3
2014-03-26,45.63,31.73
2014-03-27,45.68,31.68
2014-03-28,46.55,32.24
2014-03-31,47.32,32.55
2014-04-01,48.21,32.88
2014-04-02,49.11,33.02
2014-04-03,48.48,32.94
2014-04-04,47.63,32.66
2014-04-07,46.18,31.77
2014-04-08,46.5,31.89
2014-04-09,47.51,32.14
2014-04-10,46.32,31.58
2014-04-11,45.64,31.25
2014-04-14,46.11,31.23
2014-04-15,45.96,31.18
2014-04-16,46.73,31.53
2014-04-17,46.83,31.43
2014-04-21,47.38,31.5
2014-04-22,48.25,31.81
2014-04-23,46.46,31.38
2014-04-24,45.77,31.71
2014-04-25,44.49,31.01
2014-04-28,43.64,30.99
2014-04-29,44.14,30.96
2014-04-30,45.14,31.0
2014-05-01,45.18,31.3
2014-05-02,45.21,31.76
2014-05-05,45.05,31.35
2014-05-06,44.16,30.725
2014-05-07,44.44,30.71
2014-05-08,44.86,30.69
2014-05-09,44.5,30.97
2014-05-12,45.32,31.65
2014-05-13,45.08,31.48
2014-05-14,45.31,30.8
2014-05-15,44.63,30.55
2014-05-16,44.78,30.87
2014-05-19,46.69,30.87
2014-05-20,46.68,30.59
2014-05-21,47.61,30.7
2014-05-22,47.78,31.28
2014-05-23,48.24,31.78
2014-05-27,48.86,31.85
2014-05-28,48.56,31.62
2014-05-29,48.42,31.63
2014-05-30,48.36,31.5
2014-06-02,48.65,31.51
2014-06-03,48.75,31.56
2014-06-04,49.04,31.64
2014-06-05,49.82,31.91
2014-06-06,50.31,32.41
2014-06-09,50.05,32.77
2014-06-10,49.95,32.54
2014-06-11,49.74,32.12
2014-06-12,49.42,31.92
2014-06-13,49.64,31.78
2014-06-16,49.82,32.06
2014-06-17,49.84,32.2
2014-06-18,50.27,32.3
2014-06-19,49.93,32.33
2014-06-20,50.61,32.15
2014-06-23,50.29,32.21
2014-06-24,49.81,32.21
2014-06-25,50.06,32.46
2014-06-26,50.03,32.35
2014-06-27,50.07,32.52
2014-06-30,49.93,32.75
2014-07-01,50.98,33.02
2014-07-02,50.92,32.71
2014-07-03,51.43,33.0
2014-07-07,50.95,32.46
2014-07-08,50.43,32.27
2014-07-09,50.73,32.03
2014-07-10,50.41,31.5
2014-07-11,50.73,31.37
2014-07-14,51.41,31.37
2014-07-15,50.93,31.11
2014-07-16,50.39,31.35
2014-07-17,49.88,30.73
2014-07-18,49.16,30.95
2014-07-21,49.65,30.99
2014-07-22,49.23,31.4
2014-07-23,48.91,31.58
2014-07-24,48.61,31.06
2014-07-25,48.59,30.75
2014-07-28,48.65,30.27
2014-07-29,48.44,30.15
2014-07-30,48.21,30.02
2014-07-31,47.24,29.46
2014-08-01,46.67,29.51
2014-08-04,47.76,29.765
2014-08-05,47.45,29.66
2014-08-06,47.54,29.71
2014-08-07,47.56,29.59
2014-08-08,48.28,30.34
2014-08-11,48.24,30.42
2014-08-12,47.97,30.17
2014-08-13,47.59,30.32
2014-08-14,47.66,30.8
2014-08-15,47.33,30.58
2014-08-18,48.14,31.14
2014-08-19,48.62,31.77
2014-08-20,48.81,31.77
2014-08-21,48.62,31.74
2014-08-22,48.45,31.85
2014-08-25,48.89,31.68
2014-08-26,48.65,31.77
2014-08-27,48.49,31.79
2014-08-28,48.5,31.5
2014-08-29,48.81,31.55
2014-09-02,48.71,31.55
2014-09-03,48.3,31.18
2014-09-04,48.1,31.36
2014-09-05,47.95,31.47
2014-09-08,47.73,31.41
2014-09-09,47.05,31.24
2014-09-10,46.97,31.34
2014-09-11,46.97,31.34
2014-09-12,46.58,31.0
2014-09-15,46.02,30.94
2014-09-16,46.01,31.1
2014-09-17,46.37,31.49
2014-09-18,46.54,31.18
2014-09-19,46.5,30.84
2014-09-22,45.7,30.27
2014-09-23,45.3,30.15
2014-09-24,45.32,30.33
2014-09-25,44.65,30.02
2014-09-26,45.02,30.11
2014-09-29,44.39,29.96
2014-09-30,44.0,29.59
2014-10-01,44.07,29.16
2014-10-02,44.68,29.45
2014-10-03,44.82,29.77
2014-10-06,44.72,29.78
2014-10-07,43.72,29.37
2014-10-08,44.22,29.75
2014-10-09,42.28,29.14
2014-10-10,41.27,28.61
2014-10-13,40.24,28.02
2014-10-14,40.34,28.29
2014-10-15,39.9,28.74
2014-10-16,40.69,28.89
2014-10-17,40.92,29.36
2014-10-20,40.79,29.99
2014-10-21,41.99,30.49
2014-10-22,41.68,30.22
2014-10-23,42.76,30.69
2014-10-24,43.57,30.76
2014-10-27,43.74,30.76
2014-10-28,44.4,31.1
2014-10-29,44.42,30.75
2014-10-30,45.79,31.02
2014-10-31,47.25,31.13
2014-11-03,47.83,31.28
2014-11-04,47.69,31.03
2014-11-05,48.56,31.13
2014-11-06,49.41,31.71
2014-11-07,48.76,31.82
2014-11-10,49.17,31.93
2014-11-11,49.58,32.31
2014-11-12,49.54,32.3
2014-11-13,49.41,32.2
2014-11-14,49.41,32.27
2014-11-17,49.72,32.17
2014-11-18,50.23,32.25
2014-11-19,50.19,32.41
2014-11-20,50.07,33.1
2014-11-21,50.17,33.27
2014-11-24,50.52,33.6
2014-11-25,50.27,33.5
2014-11-26,49.89,33.33
2014-11-28,50.0,33.47
2014-12-01,49.18,33.12
2014-12-02,49.94,33.22
2014-12-03,50.34,33.35
2014-12-04,49.9,33.19
2014-12-05,49.6,33.26
2014-12-08,48.89,33.1
2014-12-09,48.17,33.19
2014-12-10,46.8,32.36
2014-12-11,47.3,32.63
2014-12-12,46.12,32.3
2014-12-15,45.64,32.24
2014-12-16,44.9,31.925
2014-12-17,45.68,32.83
2014-12-18,47.2,33.31
2014-12-19,48.22,33.28
2014-12-22,48.5,33.42
2014-12-23,48.73,33.61
2014-12-24,48.5,33.61
2014-12-26,48.87,33.69
2014-12-29,48.97,34.01
2014-12-30,48.4,34.0
2014-12-31,48.34,34.12
2015-01-02,48.0,33.81
2015-01-05,46.31,33.45
2015-01-06,45.78,33.16
2015-01-07,46.38,34.07
2015-01-08,47.25,34.89
2015-01-09,46.76,34.93
2015-01-12,46.09,35.08
2015-01-13,45.91,34.55
2015-01-14,45.22,34.46
2015-01-15,44.95,33.04
2015-01-16,45.39,33.65
2015-01-20,45.24,33.09
2015-01-21,45.85,33.42
2015-01-22,48.03,33.84
2015-01-23,47.6,33.82
2015-01-26,47.4,34.35
2015-01-27,46.48,34.4
2015-01-28,46.05,34.33
2015-01-29,47.02,35.01
2015-01-30,46.47,34.29
2015-02-02,47.44,34.55
2015-02-03,48.49,35.1
2015-02-04,48.11,35.64
2015-02-05,48.37,35.26
2015-02-06,48.63,35.45
2015-02-09,48.19,35.41
2015-02-10,48.22,35.88
2015-02-11,47.84,35.78
2015-02-12,48.0,36.27
2015-02-13,48.5,36.36
2015-02-17,48.85,36.53
2015-02-18,49.81,36.46
2015-02-19,49.9,36.44
2015-02-20,50.58,36.61
2015-02-23,50.23,36.59
2015-02-24,50.79,37.01
2015-02-25,51.34,36.35
2015-02-26,50.96,36.29
2015-02-27,50.81,36.34
2015-03-02,51.9,36.4
2015-03-03,51.45,35.94
2015-03-04,50.7,35.93
2015-03-05,50.58,35.97
2015-03-06,49.86,35.31
2015-03-09,49.96,35.37
2015-03-10,49.19,35.12
2015-03-11,48.42,35.36
2015-03-12,49.13,35.83
2015-03-13,48.82,35.51
2015-03-16,49.73,35.6
2015-03-17,49.47,35.39
2015-03-18,50.28,35.85
2015-03-19,49.76,35.86
2015-03-20,50.4,36.43
2015-03-23,50.59,36.2
2015-03-24,49.85,36.55
2015-03-25,48.82,35.96
2015-03-26,49.19,35.68
2015-03-27,49.08,36.2
2015-03-30,49.83,36.85
2015-03-31,50.44,36.86
2015-04-01,49.57,36.54
2015-04-02,50.16,36.99
2015-04-06,50.49,36.85
2015-04-07,50.21,36.38
2015-04-08,50.63,36.8
2015-04-09,50.55,36.42
2015-04-10,50.09,36.5
2015-04-13,49.6,36.31
2015-04-14,49.78,36.53
2015-04-15,50.0,36.67
2015-04-16,50.26,36.02
2015-04-17,50.54,35.61
2015-04-20,51.11,35.73
2015-04-21,51.03,36.07
2015-04-22,51.33,35.91
2015-04-23,52.9,35.35
2015-04-24,52.48,35.95
2015-04-27,52.06,35.51
2015-04-28,51.81,35.61
2015-04-29,51.18,35.19
2015-04-30,50.38,34.6
2015-05-01,51.1,35.25
2015-05-04,51.06,35.26
2015-05-05,50.18,34.92
2015-05-06,49.61,34.87
2015-05-07,49.6,35.32
2015-05-08,50.22,35.7999
2015-05-11,50.34,35.56
2015-05-12,49.94,35.33
2015-05-13,49.96,35.33
2015-05-14,50.45,35.66
2015-05-15,50.48,35.95
2015-05-18,50.46,36.31
2015-05-19,49.99,36.53
2015-05-20,50.51,36.36
2015-05-21,51.3,36.4
2015-05-22,51.23,36.2
2015-05-26,51.04,35.94
2015-05-27,51.46,36.22
2015-05-28,53.0,36.27
2015-05-29,52.02,35.94
2015-06-01,52.7,36.04
2015-06-02,52.8,36.13
2015-06-03,52.87,36.38
2015-06-04,52.54,35.94
2015-06-05,52.18,36.06
2015-06-08,51.55,35.77
2015-06-09,51.56,35.67
2015-06-10,53.59,36.23
2015-06-11,52.97,36.41
2015-06-12,52.35,36.48
2015-06-15,51.58,36.42
2015-06-16,51.69,36.46
2015-06-17,51.84,36.43
2015-06-18,51.96,36.68
2015-06-19,51.36,36.84
2015-06-22,51.8,37.19
2015-06-23,52.01,37.24
2015-06-24,51.15,37.28
2015-06-25,51.06,37.22
2015-06-26,51.11,37.32
2015-06-29,49.85,36.49
2015-06-30,49.53,36.62
2015-07-01,50.23,36.9
2015-07-02,49.44,36.7
2015-07-06,50.54,36.61
2015-07-07,50.95,36.77
2015-07-08,48.59,36.24
2015-07-09,48.72,36.4
2015-07-10,49.03,36.77
2015-07-13,49.42,37.13
2015-07-14,49.31,37.17
2015-07-15,48.67,36.91
2015-07-16,47.53,36.95
2015-07-17,47.6,36.66
2015-07-20,47.43,36.54
2015-07-21,47.11,36.48
2015-07-22,46.43,37.19
2015-07-23,46.34,37.07
2015-07-24,44.24,36.45
2015-07-27,44.0,36.12
2015-07-28,44.44,36.6
2015-07-29,45.15,37.08
2015-07-30,45.59,37.3
2015-07-31,45.56,37.58
2015-08-03,45.99,37.26
2015-08-04,45.89,37.19
2015-08-05,46.4,37.02
2015-08-06,46.26,36.77
2015-08-07,46.41,36.97
2015-08-10,47.32,37.52
2015-08-11,45.62,37.51
2015-08-12,45.38,37.55
2015-08-13,45.18,37.92
2015-08-14,45.5,38.14
2015-08-17,45.68,38.57
2015-08-18,45.52,39.05
2015-08-19,44.62,39.08
2015-08-20,43.18,38.12
2015-08-21,42.06,37.26
2015-08-24,40.21,35.635
2015-08-25,38.95,34.89
2015-08-26,40.21,35.69
2015-08-27,41.15,36.18
2015-08-28,41.49,36.17
2015-08-31,41.14,36.23
2015-09-01,39.37,35.3
2015-09-02,39.68,36.14
2015-09-03,39.98,36.47
2015-09-04,39.68,35.93
2015-09-08,41.04,37.12
2015-09-09,40.59,36.73
2015-09-10,40.21,36.63
2015-09-11,40.28,37.08
2015-09-14,40.18,36.9
2015-09-15,40.94,37.12
2015-09-16,41.96,37.27
2015-09-17,41.45,37.53
2015-09-18,40.5,36.7
2015-09-21,40.67,36.5
2015-09-22,39.75,35.78
2015-09-23,39.98,35.83
2015-09-24,40.03,35.69
2015-09-25,39.95,35.75
2015-09-28,39.29,34.34
2015-09-29,39.8,33.71
2015-09-30,41.36,34.23
2015-10-01,41.5,34.64
2015-10-02,42.33,34.78
2015-10-05,43.05,35.78
2015-10-06,43.06,35.29
2015-10-07,43.86,35.91
2015-10-08,44.39,36.35
2015-10-09,44.3,36.33
2015-10-12,44.07,36.43
2015-10-13,43.34,35.96
2015-10-14,43.69,35.19
2015-10-15,44.21,35.62
2015-10-16,43.85,35.82
2015-10-19,44.03,36.07
2015-10-20,44.38,36.35
2015-10-21,44.1,36.18
2015-10-22,45.11,36.3
2015-10-23,45.01,36.11
2015-10-26,45.0,36.26
2015-10-27,44.44,35.63
2015-10-28,44.98,36.27
2015-10-29,44.4,35.73
2015-10-30,45.18,35.74
2015-11-02,45.17,36.15
2015-11-03,44.96,36.24
2015-11-04,45.0,36.14
2015-11-05,45.19,36.13
2015-11-06,45.24,35.93
2015-11-09,44.65,35.37
2015-11-10,44.5,35.77
2015-11-11,44.5,35.96
2015-11-12,43.93,35.3
2015-11-13,43.08,34.7
2015-11-16,44.12,35.34
2015-11-17,43.91,35.32
2015-11-18,45.51,35.97
2015-11-19,45.7,35.95
2015-11-20,46.02,36.1
2015-11-23,45.89,36.21
2015-11-24,45.51,36.49
2015-11-25,45.47,36.83
2015-11-27,45.7,36.78
2015-11-30,46.0,36.35
2015-12-01,45.47,36.75
2015-12-02,42.93,36.3
2015-12-03,42.57,35.58
2015-12-04,43.15,36.28
2015-12-07,42.15,36.12
2015-12-08,41.25,35.63
2015-12-09,40.71,34.83
2015-12-10,40.96,35.02
2015-12-11,40.18,34.5
2015-12-14,39.67,34.2
2015-12-15,39.38,34.42
2015-12-16,39.7,35.19
2015-12-17,38.89,34.45
2015-12-18,38.75,33.66
2015-12-21,39.24,33.92
2015-12-22,39.66,34.19
2015-12-23,40.7,34.43
2015-12-24,40.5,34.49
2015-12-28,39.89,34.46
2015-12-29,40.52,34.66
2015-12-30,40.23,34.5
2015-12-31,39.49,34.18
2016-01-04,39.08,33.53
2016-01-05,38.58,33.45
2016-01-06,37.34,32.63
2016-01-07,35.84,31.61
2016-01-08,35.35,31.06
2016-01-11,35.37,30.94
2016-01-12,35.9,31.22
2016-01-13,34.66,30.15
2016-01-14,35.21,30.07
2016-01-15,34.71,29.73
2016-01-19,34.72,29.4
2016-01-20,34.68,29.08
2016-01-21,35.24,29.48
2016-01-22,35.6,30.25
2016-01-25,34.21,29.55
2016-01-26,35.21,30.16
2016-01-27,35.13,29.77
2016-01-28,34.66,29.65
2016-01-29,35.87,30.52
2016-02-01,35.01,30.37
2016-02-02,35.25,29.65
2016-02-03,35.6,29.59
2016-02-04,36.44,29.8
2016-02-05,35.78,29.12
2016-02-08,35.4,28.26
2016-02-09,35.33,28.51
2016-02-10,34.9,28.72
2016-02-11,34.21,27.98
2016-02-12,34.81,28.72
2016-02-16,35.48,29.53
2016-02-17,36.11,30.0
2016-02-18,35.7,29.89
2016-02-19,34.88,29.92
2016-02-22,35.83,30.47
2016-02-23,35.47,30.56
2016-02-24,35.77,30.85
2016-02-25,36.43,30.93
2016-02-26,37.0,31.23
2016-02-29,36.46,30.87
2016-03-01,37.46,31.66
2016-03-02,37.52,31.76
2016-03-03,37.79,32.13
2016-03-04,37.97,32.18
2016-03-07,37.67,32.22
2016-03-08,36.76,31.82
2016-03-09,36.86,31.93
2016-03-10,36.51,31.87
2016-03-11,37.46,32.49
2016-03-14,37.6,32.48
2016-03-15,37.66,32.37
2016-03-16,38.26,32.79
2016-03-17,38.74,33.04
2016-03-18,38.86,33.46
2016-03-21,38.82,33.26
2016-03-22,38.48,33.16
2016-03-23,38.09,32.75
2016-03-24,38.32,32.78
2016-03-28,38.18,33.11
2016-03-29,38.25,33.67
2016-03-30,38.88,33.62
2016-03-31,38.97,33.84
2016-04-01,39.15,34.09
2016-04-04,38.76,33.66
2016-04-05,37.89,33.69
2016-04-06,38.02,34.17
2016-04-07,37.83,33.81
2016-04-08,38.43,33.9
2016-04-11,38.55,33.88
2016-04-12,38.71,34.17
2016-04-13,39.46,34.91
2016-04-14,39.52,34.71
2016-04-15,39.17,34.84
2016-04-18,39.14,34.9
2016-04-19,39.2,34.72
2016-04-20,39.73,34.85
2016-04-21,41.58,34.73
2016-04-22,41.93,34.74
2016-04-25,41.68,34.51
2016-04-26,42.21,34.83
2016-04-27,42.5,34.84
2016-04-28,41.92,33.79
2016-04-29,41.4,33.66
2016-05-02,41.1,34.0
2016-05-03,40.86,33.46
2016-05-04,40.6,33.38
2016-05-05,40.5,33.3
2016-05-06,40.79,33.5
2016-05-09,40.75,33.52
2016-05-10,41.18,33.83
2016-05-11,41.0,33.17
2016-05-12,41.32,33.14
2016-05-13,40.81,32.82
2016-05-16,42.59,33.05
2016-05-17,42.5,32.93
2016-05-18,42.4,32.82
2016-05-19,42.33,32.77
2016-05-20,42.93,33.23
2016-05-23,42.74,32.98
2016-05-24,43.88,33.99
2016-05-25,44.21,34.13
2016-05-26,44.05,34.01
2016-05-27,44.1,34.29
2016-05-31,44.15,34.18
2016-06-01,44.75,34.41
2016-06-02,44.97,34.39
2016-06-03,44.71,34.2
2016-06-06,44.64,34.23
2016-06-07,44.85,34.68
2016-06-08,44.64,34.96
2016-06-09,44.89,34.42
2016-06-10,44.46,33.7
2016-06-13,44.43,33.16
2016-06-14,44.5,32.94
2016-06-15,44.14,33.14
2016-06-16,44.25,33.16
2016-06-17,44.23,33.38
2016-06-20,44.43,33.71
2016-06-21,44.2,33.59
2016-06-22,44.39,33.54
2016-06-23,44.99,33.92
2016-06-24,42.73,32.64
2016-06-27,41.33,31.69
2016-06-28,42.47,32.5
2016-06-29,43.23,33.05
2016-06-30,44.26,33.54
2016-07-01,44.1,33.75
2016-07-05,42.79,33.31
2016-07-06,42.7,33.95
2016-07-07,42.77,34.06
2016-07-08,43.84,34.88
2016-07-11,43.88,35.12
2016-07-12,44.11,35.28
2016-07-13,44.2,35.2
2016-07-14,44.13,35.15
2016-07-15,43.98,35.17
2016-07-18,44.12,35.33
2016-07-19,44.19,35.27
2016-07-20,44.32,35.6
2016-07-21,45.53,35.36
2016-07-22,46.14,35.63
2016-07-25,45.67,35.78
2016-07-26,46.07,36.09
2016-07-27,46.26,35.9
2016-07-28,45.71,36.49
2016-07-29,45.92,36.08
2016-08-01,45.92,36.14
2016-08-02,45.23,35.69
2016-08-03,45.12,35.82
2016-08-04,44.84,35.7
2016-08-05,45.52,36.15
2016-08-08,45.33,36.12
2016-08-09,44.93,36.07
2016-08-10,44.8,35.89
2016-08-11,44.75,36.16
2016-08-12,44.1,36.07
2016-08-15,44.32,36.32
2016-08-16,44.13,36.01
2016-08-17,44.32,35.62
2016-08-18,44.99,35.75
2016-08-19,45.03,35.78
2016-08-22,44.44,35.9
2016-08-23,45.06,36.54
2016-08-24,44.27,36.23
2016-08-25,44.1,36.31
2016-08-26,43.89,35.97
2016-08-29,44.31,36.27
2016-08-30,44.03,36.28
2016-08-31,43.88,36.14
2016-09-01,45.04,36.02
2016-09-02,45.45,36.14
2016-09-06,48.9,36.07
2016-09-07,47.22,36.3
2016-09-08,47.86,35.94
2016-09-09,45.7,34.3
2016-09-12,46.1,34.76
2016-09-13,44.85,34.16
2016-09-14,44.53,34.07
2016-09-15,44.28,34.3
2016-09-16,44.55,33.85
2016-09-19,44.2,34.12
2016-09-20,43.94,33.81
2016-09-21,44.55,34.16
2016-09-22,44.96,34.54
2016-09-23,44.39,34.44
2016-09-26,44.29,34.15
2016-09-27,44.98,34.32
2016-09-28,46.21,34.09
2016-09-29,45.91,33.65
2016-09-30,46.53,33.94
2016-10-03,46.34,33.7
2016-10-04,45.47,33.66
2016-10-05,45.95,33.85
2016-10-06,45.65,34.13
2016-10-07,45.29,33.5
2016-10-10,44.74,33.62
2016-10-11,44.24,33.05
2016-10-12,44.19,33.24
2016-10-13,43.49,32.92
2016-10-14,43.88,32.91
2016-10-17,43.74,32.85
2016-10-18,43.97,32.92
2016-10-19,44.38,32.87
2016-10-20,44.19,32.64
2016-10-21,44.06,32.63
2016-10-24,44.39,32.92
2016-10-25,43.91,31.8
2016-10-26,44.09,31.64
2016-10-27,44.01,31.24
2016-10-28,43.76,31.58
2016-10-31,40.32,31.62
2016-11-01,41.26,31.23
2016-11-02,41.35,31.06
2016-11-03,40.81,30.95
2016-11-04,40.88,31.38
2016-11-07,41.57,31.93
2016-11-08,43.94,31.88
2016-11-09,43.84,32.29
2016-11-10,45.25,33.12
2016-11-11,44.16,33.11
2016-11-14,44.07,33.52
2016-11-15,44.5,33.52
2016-11-16,44.51,33.22
2016-11-17,44.74,33.89
2016-11-18,44.71,33.88
2016-11-21,44.85,34.11
2016-11-22,45.25,34.24
2016-11-23,45.61,34.35
2016-11-25,45.89,34.6
2016-11-28,44.97,34.16
2016-11-29,45.38,34.34
2016-11-30,44.98,33.85
2016-12-01,45.73,33.53
2016-12-02,45.32,33.63
2016-12-05,44.63,34.04
2016-12-06,44.1,34.37
2016-12-07,44.27,35.25
2016-12-08,43.65,35.65
2016-12-09,43.73,35.51
2016-12-12,43.39,35.31
2016-12-13,43.44,35.39
2016-12-14,42.99,34.96
2016-12-15,42.42,34.58
2016-12-16,42.08,34.58
2016-12-19,42.31,34.71
2016-12-20,42.87,34.86
2016-12-21,42.81,35.03
2016-12-22,42.61,34.35
2016-12-23,42.5,34.28
2016-12-27,42.37,34.54
2016-12-28,41.86,34.15
2016-12-29,41.68,34.1
2016-12-30,41.19,33.85
2017-01-03,42.43,34.16
2017-01-04,42.49,34.69
2017-01-05,41.94,34.51
2017-01-06,42.79,34.23
2017-01-09,42.6,34.02
2017-01-10,43.61,34.18
2017-01-11,44.08,34.31
2017-01-12,43.79,34.2
2017-01-13,43.66,34.36
2017-01-17,43.11,34.28
2017-01-18,43.09,34.28
2017-01-19,42.87,34.05
2017-01-20,42.9,34.21
2017-01-23,43.24,34.32
2017-01-24,43.95,35.33
2017-01-25,44.19,35.73
2017-01-26,44.3,35.49
2017-01-27,43.73,35.11
2017-01-30,43.77,34.67
2017-01-31,43.98,34.5
2017-02-01,42.5,34.5
2017-02-02,42.3,34.32
2017-02-03,42.66,34.61
2017-02-06,42.3,34.39
2017-02-07,41.23,34.36
2017-02-08,41.01,34.44
2017-02-09,41.31,34.79
2017-02-10,41.85,35.21
2017-02-13,41.75,35.19
2017-02-14,41.49,35.17
2017-02-15,41.62,35.44
2017-02-16,41.68,35.38
2017-02-17,41.91,35.4
2017-02-21,42.63,35.83
2017-02-22,42.17,35.85
2017-02-23,41.49,35.68
2017-02-24,41.82,35.83
2017-02-27,42.24,36.38
2017-02-28,41.94,36.02
2017-03-01,42.68,36.85
2017-03-02,42.27,36.63
2017-03-03,42.06,36.75
2017-03-06,41.76,36.38
2017-03-07,41.47,36.37
2017-03-08,41.14,36.72
2017-03-09,40.82,36.63
2017-03-10,41.23,37.01
2017-03-13,41.24,36.93
2017-03-14,40.89,36.78
2017-03-15,41.93,37.29
2017-03-16,41.77,37.58
2017-03-17,41.97,37.44
2017-03-20,42.27,37.3439
2017-03-21,41.38,36.73
2017-03-22,41.81,36.71
2017-03-23,41.5,36.85
2017-03-24,41.22,36.77
2017-03-27,41.36,36.76
2017-03-28,41.74,37.03
2017-03-29,42.25,37.15
2017-03-30,42.14,37.22
2017-03-31,42.12,37.23
2017-04-03,41.17,36.96
2017-04-04,41.3,36.78
2017-04-05,40.98,36.56
2017-04-06,41.18,36.83
2017-04-07,40.99,36.75
2017-04-10,41.12,36.92
2017-04-11,41.22,37.21
2017-04-12,40.9,36.8
2017-04-13,40.6,36.7
2017-04-17,41.09,37.09
2017-04-18,41.35,37.17
2017-04-19,41.28,37.31
2017-04-20,41.73,37.45
2017-04-21,42.04,37.52
2017-04-24,42.91,37.72
2017-04-25,43.2,37.9
2017-04-26,43.05,38.27
2017-04-27,42.16,38.24
2017-04-28,41.57,37.81
2017-05-01,41.51,37.63
2017-05-02,41.46,37.58
2017-05-03,41.61,37.47
2017-05-04,41.47,37.55
2017-05-05,41.97,37.8
2017-05-08,42.02,37.71
2017-05-09,42.01,38.07
2017-05-10,42.41,38.1
2017-05-11,41.91,37.96
2017-05-12,42.04,37.62
2017-05-15,42.45,38.02
2017-05-16,42.07,37.96
2017-05-17,41.33,37.32
2017-05-18,41.77,37.34
2017-05-19,42.6,37.74
2017-05-22,42.64,37.89
