date,JCI,XHB
2017-05-23,41.98,37.63
2017-05-24,42.02,37.76
2017-05-25,42.16,37.65
2017-05-26,42.03,37.51
2017-05-30,41.98,37.44
2017-05-31,41.76,37.49
2017-06-01,42.18,37.9
2017-06-02,42.25,38.26
2017-06-05,42.04,38.01
2017-06-06,41.26,37.74
2017-06-07,41.16,37.8
2017-06-08,41.27,37.87
2017-06-09,42.07,38.04
2017-06-12,41.47,38.28
2017-06-13,41.92,38.7
2017-06-14,41.86,38.96
2017-06-15,41.94,38.7
2017-06-16,41.86,38.5
2017-06-19,42.54,38.9
2017-06-20,42.01,38.74
2017-06-21,41.45,38.62
2017-06-22,41.82,38.51
2017-06-23,41.82,38.26
2017-06-26,42.31,38.51
2017-06-27,42.15,38.19
2017-06-28,42.88,38.61
2017-06-29,42.55,38.09
2017-06-30,43.36,38.53
2017-07-03,43.25,38.53
2017-07-05,43.57,38.58
2017-07-06,43.05,38.06
2017-07-07,43.16,38.63
2017-07-10,43.38,38.74
2017-07-11,43.08,38.46
2017-07-12,43.4,38.63
2017-07-13,43.55,38.81
2017-07-14,43.87,38.84
2017-07-17,44.09,38.85
2017-07-18,44.0,38.6
2017-07-19,44.15,38.93
2017-07-20,44.11,38.46
2017-07-21,44.19,38.68
2017-07-24,44.0,38.47
2017-07-25,44.18,38.65
2017-07-26,43.32,38.64
2017-07-27,40.14,38.7
2017-07-28,39.64,38.41
2017-07-31,38.95,38.35
2017-08-01,38.75,38.69
2017-08-02,39.37,38.67
2017-08-03,39.46,38.55
2017-08-04,39.17,38.85
2017-08-07,39.78,38.98
2017-08-08,39.61,38.92
2017-08-09,39.45,38.75
2017-08-10,38.89,37.94
2017-08-11,38.67,38.13
2017-08-14,38.65,38.57
2017-08-15,37.83,38.22
2017-08-16,37.55,38.39
2017-08-17,36.89,37.77
2017-08-18,37.05,37.44
2017-08-21,38.27,37.52
2017-08-22,38.62,37.66
2017-08-23,38.56,37.33
2017-08-24,38.59,37.23
2017-08-25,38.83,37.51
2017-08-28,38.84,37.51
2017-08-29,38.75,37.46
2017-08-30,39.14,37.74
2017-08-31,39.59,38.18
2017-09-01,39.89,38.36
2017-09-05,40.0,38.24
2017-09-06,39.62,38.4
2017-09-07,39.21,38.31
2017-09-08,39.16,38.85
2017-09-11,39.4,38.88
2017-09-12,40.0,39.47
2017-09-13,39.9,39.03
2017-09-14,40.1,38.89
2017-09-15,39.81,38.77
2017-09-18,39.57,38.68
2017-09-19,39.04,38.7
2017-09-20,39.75,38.37
2017-09-21,39.98,38.38
2017-09-22,39.89,38.47
2017-09-25,40.12,38.65
2017-09-26,40.94,38.99
2017-09-27,40.45,39.3
2017-09-28,40.06,39.59
2017-09-29,40.29,39.82
2017-10-02,40.45,40.04
2017-10-03,40.47,40.33
2017-10-04,40.95,40.56
2017-10-05,41.2,40.44
2017-10-06,41.07,40.49
2017-10-09,40.6,40.43
2017-10-10,41.49,40.36
2017-10-11,41.35,40.39
2017-10-12,41.39,40.31
2017-10-13,41.69,40.3
2017-10-16,41.75,40.29
2017-10-17,41.2,40.28
2017-10-18,40.66,40.28
2017-10-19,41.24,40.72
2017-10-20,41.62,41.19
2017-10-23,41.61,41.23
2017-10-24,41.96,41.44
2017-10-25,41.2,40.84
2017-10-26,42.17,41.17
2017-10-27,42.41,41.18
2017-10-30,42.14,41.1
2017-10-31,41.39,41.36
2017-11-01,41.2,41.45
2017-11-02,40.65,40.42
2017-11-03,40.68,40.41
2017-11-06,41.09,40.7
2017-11-07,40.99,40.51
2017-11-08,41.0,40.96
2017-11-09,38.51,40.83
2017-11-10,36.93,40.85
2017-11-13,36.0,41.0
2017-11-14,35.89,41.3
2017-11-15,35.73,41.03
2017-11-16,36.14,41.47
2017-11-17,36.39,41.56
2017-11-20,36.06,41.79
2017-11-21,36.0,42.17
2017-11-22,36.79,42.19
2017-11-24,36.91,42.23
2017-11-27,37.09,42.19
2017-11-28,38.42,42.99
2017-11-29,38.09,43.57
2017-11-30,37.64,43.83
2017-12-01,37.42,43.64
2017-12-04,37.43,44.14
2017-12-05,37.13,43.42
2017-12-06,37.24,42.96
2017-12-07,37.36,43.29
2017-12-08,37.41,43.61
2017-12-11,37.71,43.33
2017-12-12,38.25,43.21
2017-12-13,37.66,43.36
2017-12-14,37.41,43.04
2017-12-15,37.26,43.28
2017-12-18,37.51,43.97
2017-12-19,37.46,43.83
2017-12-20,37.65,44.19
2017-12-21,38.0,44.24
2017-12-22,38.11,44.15
2017-12-26,37.9,44.37
2017-12-27,37.92,44.38
2017-12-28,38.18,44.55
2017-12-29,38.11,44.26
2018-01-02,38.23,44.45
2018-01-03,38.96,45.13
2018-01-04,39.85,45.02
2018-01-05,38.42,45.42
2018-01-08,38.94,45.59
2018-01-09,38.75,45.55
2018-01-10,39.06,45.02
2018-01-11,39.56,45.85
2018-01-12,39.8,46.21
2018-01-16,40.17,45.67
2018-01-17,39.53,46.3
2018-01-18,39.29,46.07
2018-01-19,38.9,46.58
2018-01-22,39.2,46.75
2018-01-23,40.47,46.74
2018-01-24,40.6,46.73
2018-01-25,40.79,46.25
2018-01-26,41.43,46.31
2018-01-29,40.46,45.42
2018-01-30,39.84,45.04
2018-01-31,39.13,44.75
2018-02-01,39.81,44.45
2018-02-02,39.53,43.17
2018-02-05,37.52,41.47
2018-02-06,37.62,42.59
2018-02-07,37.6,42.65
2018-02-08,36.55,41.0
2018-02-09,36.29,41.22
2018-02-12,37.41,41.87
2018-02-13,37.39,41.81
2018-02-14,37.51,42.51
2018-02-15,38.19,42.75
2018-02-16,38.42,42.94
2018-02-20,37.87,42.41
2018-02-21,37.85,42.26
2018-02-22,37.98,42.11
2018-02-23,38.82,42.48
2018-02-26,38.74,42.44
2018-02-27,38.02,41.49
2018-02-28,36.87,40.54
2018-03-01,35.9,40.15
2018-03-02,36.27,40.26
2018-03-05,36.92,40.7
2018-03-06,37.39,41.36
2018-03-07,37.07,41.2
2018-03-08,37.63,41.2
2018-03-09,38.54,42.04
2018-03-12,38.7,42.09
2018-03-13,38.88,42.17
2018-03-14,37.22,41.68
2018-03-15,37.05,41.32
2018-03-16,36.7,41.54
2018-03-19,36.41,41.17
2018-03-20,35.85,40.99
2018-03-21,36.33,41.43
2018-03-22,35.5,40.59
2018-03-23,34.33,39.89
2018-03-26,34.94,40.93
2018-03-27,34.32,40.31
2018-03-28,34.29,40.23
2018-03-29,35.24,40.79
2018-04-02,33.93,39.5
2018-04-03,34.43,40.04
2018-04-04,35.0,41.36
2018-04-05,34.6,41.76
2018-04-06,33.64,40.81
2018-04-09,33.26,40.48
2018-04-10,33.72,40.87
2018-04-11,34.3,40.6
2018-04-12,34.21,40.06
2018-04-13,34.08,39.99
2018-04-16,34.7,40.36
2018-04-17,34.29,40.71
2018-04-18,34.44,40.95
2018-04-19,34.01,39.93
2018-04-20,34.27,39.48
2018-04-23,34.15,39.6
2018-04-24,33.27,39.1
2018-04-25,33.79,39.33
2018-04-26,34.34,39.67
2018-04-27,34.47,39.76
2018-04-30,33.87,38.96
2018-05-01,35.94,39.47
2018-05-02,35.31,39.02
2018-05-03,35.39,39.12
2018-05-04,36.25,39.57
2018-05-07,36.65,39.59
2018-05-08,36.29,39.68
2018-05-09,36.27,39.25
2018-05-10,36.72,39.53
2018-05-11,36.3,39.73
2018-05-14,36.48,39.62
2018-05-15,36.27,38.79
2018-05-16,36.42,38.98
2018-05-17,36.51,39.32
2018-05-18,35.95,39.67
2018-05-21,35.73,39.83
2018-05-22,35.19,39.04
2018-05-23,34.22,39.52
2018-05-24,34.42,39.5
2018-05-25,34.64,39.87
2018-05-29,34.06,39.88
2018-05-30,34.41,39.92
2018-05-31,33.56,39.28
2018-06-01,33.73,39.38
2018-06-04,34.08,39.85
2018-06-05,34.51,40.11
2018-06-06,34.57,40.36
2018-06-07,34.94,40.56
2018-06-08,35.14,41.33
2018-06-11,35.09,41.39
2018-06-12,35.19,41.88
2018-06-13,34.92,40.86
2018-06-14,34.89,41.0
2018-06-15,35.04,40.88
2018-06-18,34.54,40.51
2018-06-19,34.5,40.42
2018-06-20,35.25,40.5
2018-06-21,34.33,40.09
2018-06-22,33.99,39.85
2018-06-25,34.36,39.36
2018-06-26,34.16,39.67
2018-06-27,33.53,39.23
2018-06-28,33.29,39.23
2018-06-29,33.45,39.55
2018-07-02,33.32,39.52
2018-07-03,33.63,39.64
2018-07-05,34.22,40.13
2018-07-06,34.64,40.24
2018-07-09,34.96,40.78
2018-07-10,34.87,40.71
2018-07-11,34.16,40.36
2018-07-12,34.74,40.49
2018-07-13,35.12,40.72
2018-07-16,34.76,40.55
2018-07-17,35.31,41.14
2018-07-18,35.42,41.08
2018-07-19,35.85,41.46
2018-07-20,36.14,41.0
2018-07-23,35.56,40.55
2018-07-24,35.52,39.85
2018-07-25,35.46,39.11
2018-07-26,35.72,39.37
2018-07-27,36.06,39.17
2018-07-30,36.46,39.14
2018-07-31,37.51,39.62
2018-08-01,37.68,39.38
2018-08-02,37.81,39.37
2018-08-03,37.94,39.49
2018-08-06,37.69,39.59
2018-08-07,37.86,39.97
2018-08-08,37.32,39.73
2018-08-09,37.33,39.84
2018-08-10,36.9,39.33
2018-08-13,36.65,38.63
2018-08-14,36.99,39.05
2018-08-15,37.55,39.05
2018-08-16,37.62,39.24
2018-08-17,38.25,39.47
2018-08-20,38.74,39.6
2018-08-21,40.01,40.62
2018-08-22,39.61,40.49
2018-08-23,39.14,40.47
2018-08-24,39.21,40.39
2018-08-27,39.72,40.63
2018-08-28,38.93,40.45
2018-08-29,38.42,40.33
2018-08-30,37.65,39.99
2018-08-31,37.77,40.02
2018-09-04,37.77,40.15
2018-09-05,38.27,40.48
2018-09-06,38.83,40.36
2018-09-07,38.3,40.0
2018-09-10,38.4,40.31
2018-09-11,37.6,40.45
2018-09-12,37.57,40.63
2018-09-13,37.94,40.23
2018-09-14,38.0,40.37
2018-09-17,37.25,40.09
2018-09-18,37.11,40.24
2018-09-19,37.0,40.22
2018-09-20,37.37,40.1
2018-09-21,36.96,39.91
2018-09-24,36.24,39.39
2018-09-25,35.78,39.31
2018-09-26,35.68,38.96
2018-09-27,35.55,38.67
2018-09-28,35.0,38.44
2018-10-01,35.18,38.3
2018-10-02,35.57,38.08
2018-10-03,35.79,37.94
2018-10-04,36.37,37.46
2018-10-05,36.31,37.18
2018-10-08,36.51,37.27
2018-10-09,35.01,36.2
2018-10-10,34.21,35.54
2018-10-11,33.73,34.98
2018-10-12,32.96,34.86
2018-10-15,33.15,34.85
2018-10-16,33.99,35.63
2018-10-17,33.86,34.95
2018-10-18,33.19,34.2
2018-10-19,32.93,33.63
2018-10-22,32.66,33.27
2018-10-23,32.58,33.81
2018-10-24,31.37,32.64
2018-10-25,32.1,33.59
2018-10-26,31.32,32.59
2018-10-29,31.28,32.18
2018-10-30,31.81,33.8
2018-10-31,31.97,33.99
2018-11-01,33.34,35.11
2018-11-02,32.5,34.96
2018-11-05,33.08,35.33
2018-11-06,33.26,35.23
2018-11-07,33.4,35.45
2018-11-08,34.48,35.05
2018-11-09,34.35,34.65
2018-11-12,34.19,34.21
2018-11-13,34.78,34.63
2018-11-14,33.41,34.27
2018-11-15,33.52,33.97
2018-11-16,33.44,34.21
2018-11-19,33.45,34.09
2018-11-20,33.34,33.96
2018-11-21,33.25,34.42
2018-11-23,33.39,34.53
2018-11-26,33.78,34.88
2018-11-27,33.5,34.83
2018-11-28,34.0,35.69
2018-11-29,34.27,35.42
2018-11-30,34.78,35.51
2018-12-03,35.04,36.07
2018-12-04,33.89,34.39
2018-12-06,33.39,34.69
2018-12-07,32.66,34.26
2018-12-10,32.35,33.68
2018-12-11,32.23,33.43
2018-12-12,32.6,33.85
2018-12-13,32.14,33.52
2018-12-14,31.97,33.14
2018-12-17,31.06,32.72
2018-12-18,31.79,33.17
2018-12-19,30.83,32.76
2018-12-20,30.49,32.41
2018-12-21,29.47,31.44
2018-12-24,28.51,30.74
2018-12-26,29.74,32.2
2018-12-27,29.71,32.41
2018-12-28,29.61,32.37
2018-12-31,29.65,32.52
2019-01-02,30.5,32.81
2019-01-03,30.01,32.41
2019-01-04,31.21,33.66
2019-01-07,31.72,34.42
2019-01-08,31.94,34.69
2019-01-09,31.97,35.42
2019-01-10,31.88,35.34
2019-01-11,32.18,35.39
2019-01-14,32.37,35.14
2019-01-15,31.71,35.07
2019-01-16,31.67,34.72
2019-01-17,32.26,34.96
2019-01-18,32.73,35.28
2019-01-22,32.55,34.67
2019-01-23,32.04,34.53
2019-01-24,32.27,35.03
2019-01-25,32.71,35.22
2019-01-28,32.69,35.35
2019-01-29,32.82,35.74
2019-01-30,33.09,36.03
2019-01-31,33.77,36.68
2019-02-01,33.25,36.59
2019-02-04,33.82,36.82
2019-02-05,34.04,37.02
2019-02-06,34.12,36.64
2019-02-07,33.89,36.96
2019-02-08,34.0,37.01
2019-02-11,34.07,37.2
2019-02-12,34.61,38.51
2019-02-13,34.83,38.36
2019-02-14,34.65,38.29
2019-02-15,35.1,38.68
2019-02-19,34.91,38.87
2019-02-20,35.43,38.72
2019-02-21,35.59,38.88
2019-02-22,35.77,39.21
2019-02-25,35.83,39.05
2019-02-26,35.58,38.84
2019-02-27,35.51,38.85
2019-02-28,35.27,38.37
2019-03-01,35.29,38.62
2019-03-04,35.31,38.89
2019-03-05,35.23,38.38
2019-03-06,35.16,38.08
2019-03-07,35.67,38.08
2019-03-08,35.88,38.08
2019-03-11,36.14,38.48
2019-03-12,36.09,38.53
2019-03-13,36.27,38.36
2019-03-14,36.01,38.15
2019-03-15,35.83,37.97
2019-03-18,36.42,38.21
2019-03-19,36.37,37.8
2019-03-20,36.38,37.57
2019-03-21,36.96,38.32
2019-03-22,36.13,37.68
2019-03-25,36.16,38.17
2019-03-26,36.56,38.2
2019-03-27,36.47,38.57
2019-03-28,36.9,38.56
2019-03-29,36.94,38.55
2019-04-01,36.92,38.93
2019-04-02,36.5,38.91
2019-04-03,36.01,39.2
2019-04-04,36.14,39.75
2019-04-05,36.19,40.33
2019-04-08,36.4,40.39
2019-04-09,35.87,39.81
2019-04-10,35.82,40.2
2019-04-11,35.81,40.47
2019-04-12,36.08,40.59
2019-04-15,36.6,40.63
2019-04-16,36.86,40.83
2019-04-17,36.59,40.88
2019-04-18,36.75,41.08
2019-04-22,36.65,40.77
2019-04-23,36.96,41.23
2019-04-24,37.1,40.87
2019-04-25,36.65,40.26
2019-04-26,37.19,40.48
2019-04-29,37.32,40.73
2019-04-30,37.5,40.66
2019-05-01,39.29,40.6
2019-05-02,38.98,41.02
2019-05-03,39.58,41.54
2019-05-06,39.59,41.22
2019-05-07,39.25,40.52
2019-05-08,39.38,40.23
2019-05-09,39.59,40.28
2019-05-10,39.68,40.42
2019-05-13,39.1,39.52
2019-05-14,39.25,40.09
2019-05-15,39.05,40.2
2019-05-16,39.18,40.5
2019-05-17,38.95,40.04
2019-05-20,39.09,39.65
2019-05-21,39.49,40.38
2019-05-22,39.21,39.8
2019-05-23,38.76,39.26
2019-05-24,38.51,39.77
2019-05-28,38.46,39.18
2019-05-29,38.25,38.67
2019-05-30,38.93,38.94
2019-05-31,38.52,38.36
2019-06-03,39.0,38.91
2019-06-04,39.55,40.08
2019-06-05,39.46,40.32
2019-06-06,39.45,40.43
2019-06-07,39.11,40.68
2019-06-10,38.81,40.86
2019-06-11,38.87,40.69
2019-06-12,39.53,40.65
2019-06-13,40.27,41.34
2019-06-14,39.95,41.47
2019-06-17,39.17,41.17
2019-06-18,39.66,41.36
2019-06-19,39.06,41.13
2019-06-20,39.7,41.6
2019-06-21,40.09,41.1
2019-06-24,40.44,40.97
2019-06-25,40.58,40.48
2019-06-26,40.62,40.58
2019-06-27,40.53,41.2
2019-06-28,41.31,41.68
2019-07-01,41.89,42.02
2019-07-02,41.64,42.02
2019-07-03,41.83,42.34
2019-07-05,41.87,42.07
2019-07-08,41.69,41.92
2019-07-09,41.65,41.63
2019-07-10,41.33,41.8
2019-07-11,41.33,41.75
2019-07-12,41.54,42.52
2019-07-15,41.82,42.47
2019-07-16,42.06,42.82
2019-07-17,41.06,42.42
2019-07-18,41.17,42.37
2019-07-19,41.32,41.97
2019-07-22,41.0,41.7
2019-07-23,41.06,41.48
2019-07-24,41.4,41.68
2019-07-25,41.12,41.98
2019-07-26,41.2,41.66
2019-07-29,40.91,41.22
2019-07-30,41.27,41.99
2019-07-31,42.44,41.65
2019-08-01,42.01,41.11
2019-08-02,41.93,40.9
2019-08-05,41.4,40.14
2019-08-06,41.87,40.7
2019-08-07,41.88,41.04
2019-08-08,42.6,41.63
2019-08-09,42.31,41.1
2019-08-12,41.85,40.56
2019-08-13,42.87,41.16
2019-08-14,41.51,40.05
2019-08-15,41.54,40.05
2019-08-16,42.33,40.61
2019-08-19,42.64,41.25
2019-08-20,42.37,41.44
2019-08-21,42.9,42.05
2019-08-22,42.13,42.13
2019-08-23,41.29,40.94
2019-08-26,41.59,41.18
2019-08-27,41.99,40.93
2019-08-28,42.54,41.38
2019-08-29,42.62,41.86
2019-08-30,42.69,42.05
2019-09-03,42.01,41.28
2019-09-04,42.4,41.84
2019-09-05,42.85,42.3
2019-09-06,42.82,42.41
2019-09-09,42.89,42.79
2019-09-10,42.97,43.06
2019-09-11,44.12,43.66
2019-09-12,44.3,43.67
2019-09-13,44.04,43.62
2019-09-16,43.71,43.3
2019-09-17,43.86,43.39
2019-09-18,44.11,43.41
2019-09-19,44.03,43.34
2019-09-20,43.91,43.07
2019-09-23,44.24,43.12
2019-09-24,43.46,43.05
2019-09-25,43.7,43.48
2019-09-26,43.59,43.65
2019-09-27,43.67,43.54
2019-09-30,43.89,44.08
2019-10-01,42.95,43.47
2019-10-02,41.86,42.76
2019-10-03,42.03,42.9
2019-10-04,42.44,43.59
2019-10-07,42.24,43.45
2019-10-08,41.31,43.01
2019-10-09,41.6,43.16
2019-10-10,41.79,43.35
2019-10-11,42.72,43.95
2019-10-14,42.24,43.96
2019-10-15,42.2,44.48
2019-10-16,42.0,44.84
2019-10-17,42.58,45.26
2019-10-18,41.85,45.42
2019-10-21,42.39,45.4
2019-10-22,42.69,45.57
2019-10-23,42.37,45.39
2019-10-24,42.3,45.75
2019-10-25,42.56,46.0
2019-10-28,42.67,45.68
2019-10-29,43.36,45.43
2019-10-30,43.21,45.56
2019-10-31,43.33,45.53
2019-11-01,43.82,46.07
2019-11-04,44.46,45.71
2019-11-05,43.89,45.45
2019-11-06,44.23,45.68
2019-11-07,42.29,45.17
2019-11-08,42.52,45.22
2019-11-11,42.24,45.59
2019-11-12,42.56,45.74
2019-11-13,41.85,45.78
2019-11-14,42.3,45.97
2019-11-15,42.39,45.68
2019-11-18,42.53,45.88
2019-11-19,42.91,45.38
2019-11-20,42.41,45.39
2019-11-21,42.23,45.09
2019-11-22,42.7,45.24
2019-11-25,42.62,45.73
2019-11-26,42.95,46.42
2019-11-27,43.11,46.3
2019-11-29,42.83,45.92
2019-12-02,42.27,45.3
2019-12-03,41.79,44.95
2019-12-04,42.13,45.34
2019-12-05,41.75,45.79
2019-12-06,42.09,45.99
2019-12-09,42.0,45.87
2019-12-10,42.09,45.6
2019-12-11,42.7,46.0
2019-12-12,42.01,45.92
2019-12-13,40.44,45.79
2019-12-16,40.6,45.89
2019-12-17,40.68,45.79
2019-12-18,40.6,45.58
2019-12-19,40.76,45.4
2019-12-20,41.22,45.76
2019-12-23,41.21,45.41
2019-12-24,41.12,45.69
2019-12-26,41.11,45.64
2019-12-27,41.06,45.55
2019-12-30,40.65,45.44
2019-12-31,40.71,45.51
2020-01-02,41.4,45.65
2020-01-03,40.66,45.41
2020-01-06,41.18,45.75
2020-01-07,40.75,45.54
2020-01-08,41.08,45.98
2020-01-09,41.33,46.08
2020-01-10,40.98,46.14
2020-01-13,41.16,46.52
2020-01-14,40.98,46.69
2020-01-15,40.93,47.25
2020-01-16,41.04,47.61
2020-01-17,40.99,47.6
2020-01-21,41.03,47.98
2020-01-22,41.37,48.17
2020-01-23,41.75,48.74
2020-01-24,41.35,48.1
2020-01-27,40.3,47.71
2020-01-28,40.81,48.64
2020-01-29,40.49,48.2
2020-01-30,40.51,48.14
2020-01-31,39.45,46.98
2020-02-03,39.29,47.28
2020-02-04,39.24,47.5
2020-02-05,39.81,48.43
2020-02-06,39.92,48.23
2020-02-07,39.81,47.92
2020-02-10,40.54,48.36
2020-02-11,40.76,48.81
2020-02-12,41.79,49.04
2020-02-13,41.13,48.99
2020-02-14,41.96,49.21
2020-02-18,41.99,48.88
2020-02-19,41.97,48.92
2020-02-20,42.24,49.23
2020-02-21,42.45,48.97
2020-02-24,41.63,47.76
2020-02-25,39.45,46.07
2020-02-26,39.31,44.94
2020-02-27,37.9,43.81
2020-02-28,36.57,42.66
2020-03-02,38.07,44.19
2020-03-03,37.45,43.8
2020-03-04,39.35,45.97
2020-03-05,38.82,44.33
2020-03-06,38.16,43.17
2020-03-09,35.72,39.55
2020-03-10,37.55,41.06
2020-03-11,35.21,37.97
2020-03-12,30.52,33.66
2020-03-13,32.81,35.19
2020-03-16,30.6,28.72
2020-03-17,29.53,28.63
2020-03-18,26.32,25.7
2020-03-19,26.08,26.99
2020-03-20,24.91,25.6
2020-03-23,23.5,24.72
2020-03-24,25.36,28.54
2020-03-25,26.13,30.57
2020-03-26,27.0,31.92
2020-03-27,25.94,30.61
2020-03-30,26.49,30.81
2020-03-31,26.96,29.79
2020-04-01,25.16,27.34
2020-04-02,26.05,27.24
2020-04-03,25.47,26.48
2020-04-06,27.41,29.82
2020-04-07,28.27,30.58
2020-04-08,29.31,32.56
2020-04-09,30.6,33.8
2020-04-13,29.36,32.28
2020-04-14,30.8,33.18
2020-04-15,29.1,31.33
2020-04-16,28.5,31.24
2020-04-17,29.54,32.74
2020-04-20,28.47,31.69
2020-04-21,27.59,30.99
2020-04-22,27.75,31.33
2020-04-23,27.85,31.68
2020-04-24,27.91,32.66
2020-04-27,29.05,34.4
2020-04-28,29.73,35.73
2020-04-29,30.63,37.56
2020-04-30,29.11,36.05
2020-05-01,27.86,35.37
2020-05-04,28.53,35.54
2020-05-05,28.65,36.24
2020-05-06,28.31,36.1
2020-05-07,28.52,36.51
2020-05-08,29.8,37.94
2020-05-11,28.56,37.35
2020-05-12,27.91,36.06
2020-05-13,27.22,34.82
2020-05-14,28.59,35.58
2020-05-15,28.46,36.13
2020-05-18,29.53,39.0
2020-05-19,29.0,38.5
2020-05-20,28.74,38.87
2020-05-21,29.41,39.5
2020-05-22,29.53,39.97
2020-05-26,31.07,41.53
2020-05-27,31.87,43.31
2020-05-28,31.53,41.9
2020-05-29,31.41,42.15
2020-06-01,31.77,42.24
2020-06-02,32.35,42.88
2020-06-03,33.57,44.25
2020-06-04,34.41,43.98
2020-06-05,36.05,45.6
2020-06-08,36.81,45.69
2020-06-09,35.74,45.15
2020-06-10,34.43,44.61
2020-06-11,33.62,41.23
2020-06-12,34.45,41.96
2020-06-15,35.35,43.32
2020-06-16,35.43,44.52
2020-06-17,35.25,44.45
2020-06-18,34.71,43.82
2020-06-19,34.32,43.24
2020-06-22,34.93,43.58
2020-06-23,34.79,44.08
2020-06-24,33.29,42.51
2020-06-25,33.46,42.46
2020-06-26,33.36,41.78
2020-06-29,33.82,43.24
2020-06-30,34.14,43.9
2020-07-01,33.89,43.25
2020-07-02,34.34,43.44
2020-07-06,34.73,44.52
2020-07-07,34.25,44.12
2020-07-08,34.15,45.05
2020-07-09,33.38,43.9
2020-07-10,33.87,44.43
2020-07-13,34.0,43.81
2020-07-14,34.97,45.23
2020-07-15,36.44,46.45
2020-07-16,37.17,46.97
2020-07-17,37.67,47.06
2020-07-20,36.8,47.08
2020-07-21,36.71,47.19
2020-07-22,37.05,48.6
2020-07-23,37.35,48.55
2020-07-24,36.8,48.49
2020-07-27,37.07,49.92
2020-07-28,36.58,48.73
2020-07-29,37.99,50.06
2020-07-30,37.24,49.85
2020-07-31,38.48,49.61
2020-08-03,38.92,50.27
2020-08-04,38.36,50.1
2020-08-05,38.34,50.66
2020-08-06,38.39,50.68
2020-08-07,39.05,51.01
2020-08-10,40.1,51.75
2020-08-11,40.79,51.59
2020-08-12,41.06,52.33
2020-08-13,40.65,52.41
2020-08-14,40.86,52.41
2020-08-17,40.73,53.38
2020-08-18,40.33,53.22
2020-08-19,40.23,53.12
2020-08-20,40.11,52.9
2020-08-21,40.59,53.71
2020-08-24,40.99,54.31
2020-08-25,41.2,54.04
2020-08-26,41.07,54.06
2020-08-27,40.9,53.4
2020-08-28,41.3,53.43
2020-08-31,40.73,52.75
2020-09-01,41.18,53.9
2020-09-02,42.18,54.29
2020-09-03,40.54,52.03
2020-09-04,41.31,51.31
2020-09-08,40.74,51.04
2020-09-09,41.21,52.29
2020-09-10,41.13,51.87
2020-09-11,41.67,52.49
2020-09-14,42.51,53.44
2020-09-15,42.29,53.35
2020-09-16,42.9,54.2
2020-09-17,42.97,53.81
2020-09-18,42.78,53.16
2020-09-21,40.91,52.08
2020-09-22,41.33,53.09
2020-09-23,40.35,51.5
2020-09-24,40.93,51.83
2020-09-25,40.49,51.97
2020-09-28,41.44,53.63
2020-09-29,40.96,53.22
2020-09-30,40.85,53.88
2020-10-01,40.68,54.69
2020-10-02,41.59,55.1
2020-10-05,42.15,55.85
2020-10-06,41.65,54.8
2020-10-07,42.5,55.51
2020-10-08,43.21,56.63
2020-10-09,42.97,56.94
2020-10-12,43.26,57.31
2020-10-13,42.44,57.23
2020-10-14,42.51,57.16
2020-10-15,42.62,57.57
2020-10-16,43.02,57.32
2020-10-19,42.42,56.19
2020-10-20,43.1,56.54
2020-10-21,43.72,55.48
2020-10-22,44.48,54.99
2020-10-23,44.4,55.82
2020-10-26,42.96,54.01
2020-10-27,42.18,53.39
2020-10-28,41.14,52.63
2020-10-29,42.31,52.67
2020-10-30,42.21,51.98
2020-11-02,43.94,53.8
2020-11-03,44.22,54.9
2020-11-04,41.8,56.37
2020-11-05,43.48,57.21
2020-11-06,43.74,56.71
2020-11-09,44.42,53.51
2020-11-10,44.42,54.74
2020-11-11,44.0,55.56
2020-11-12,43.82,54.72
2020-11-13,44.65,56.05
2020-11-16,45.36,56.93
2020-11-17,44.71,57.05
2020-11-18,45.96,56.8
2020-11-19,45.71,57.22
2020-11-20,45.29,57.15
2020-11-23,45.65,58.42
2020-11-24,46.66,58.22
2020-11-25,46.41,58.03
2020-11-27,45.97,57.92
2020-11-30,46.04,57.23
2020-12-01,46.27,56.91
2020-12-02,45.89,55.8
2020-12-03,45.73,56.9
2020-12-04,45.89,56.73
2020-12-07,45.25,57.12
2020-12-08,45.26,56.61
2020-12-09,45.79,56.91
2020-12-10,45.69,56.78
2020-12-11,45.55,56.54
2020-12-14,45.1,56.51
2020-12-15,46.04,57.74
2020-12-16,45.77,57.66
2020-12-17,46.45,59.09
2020-12-18,46.24,59.41
2020-12-21,45.95,59.04
2020-12-22,45.64,59.16
2020-12-23,45.92,58.75
2020-12-24,45.93,59.37
2020-12-28,46.11,58.41
2020-12-29,45.9,57.93
2020-12-30,46.42,58.15
2020-12-31,46.59,57.64
2021-01-04,46.18,56.77
2021-01-05,47.52,57.0
2021-01-06,49.75,58.27
2021-01-07,51.18,59.65
2021-01-08,51.3,58.65
2021-01-11,50.99,59.45
2021-01-12,51.84,60.42
2021-01-13,52.01,60.31
2021-01-14,52.45,60.6
2021-01-15,51.81,60.49
2021-01-19,51.63,61.11
2021-01-20,52.39,62.73
2021-01-21,52.16,63.17
2021-01-22,52.35,63.56
2021-01-25,51.46,63.47
2021-01-26,50.36,62.6
2021-01-27,48.4,61.43
2021-01-28,49.34,61.41
2021-01-29,49.82,60.3
2021-02-01,50.91,61.24
2021-02-02,50.71,61.84
2021-02-03,50.62,61.69
