date,PEP,XLP
2013-11-08,85.85,42.67
2013-11-11,85.45,42.535
2013-11-12,85.64,42.61
2013-11-13,85.95,42.97
2013-11-14,86.39,43.28
2013-11-15,86.03,43.33
2013-11-18,85.86,43.195
2013-11-19,85.29,43.04
2013-11-20,85.13,42.86
2013-11-21,85.62,42.935
2013-11-22,85.74,43.16
2013-11-25,85.37,43.09
2013-11-26,84.39,43.05
2013-11-27,84.42,43.08
2013-11-29,84.46,43.01
2013-12-02,83.7,42.78
2013-12-03,83.8,42.99
2013-12-04,82.65,42.89
2013-12-05,81.9,42.5
2013-12-06,83.15,43.08
2013-12-09,82.69,43.23
2013-12-10,82.4,42.86
2013-12-11,82.67,42.93
2013-12-12,81.28,42.34
2013-12-13,80.93,42.27
2013-12-16,81.0,42.26
2013-12-17,80.46,42.06
2013-12-18,81.42,42.76
2013-12-19,81.66,42.68
2013-12-20,81.81,42.55
2013-12-23,81.86,42.51
2013-12-24,82.04,42.57
2013-12-26,82.45,42.74
2013-12-27,82.71,42.84
2013-12-30,82.91,42.95
2013-12-31,82.94,42.98
2014-01-02,82.1,42.45
2014-01-03,82.24,42.37
2014-01-06,82.28,42.21
2014-01-07,83.48,42.44
2014-01-08,83.24,42.12
2014-01-09,82.85,42.34
2014-01-10,83.5,42.4
2014-01-13,82.37,42.16
2014-01-14,82.37,42.38
2014-01-15,82.89,42.39
2014-01-16,82.86,42.4
2014-01-17,82.2,42.07
2014-01-21,82.92,42.23
2014-01-22,82.85,42.23
2014-01-23,82.43,41.86
2014-01-24,81.43,41.48
2014-01-27,82.06,41.31
2014-01-28,82.32,41.63
2014-01-29,80.22,40.9
2014-01-30,81.08,40.96
2014-01-31,80.36,40.76
2014-02-03,78.57,39.88
2014-02-04,78.82,40.09
2014-02-05,79.42,40.12
2014-02-06,79.39,40.55
2014-02-07,80.22,40.93
2014-02-10,80.6,41.09
2014-02-11,81.25,41.57
2014-02-12,81.49,41.39
2014-02-13,79.69,41.6
2014-02-14,78.09,41.84
2014-02-18,78.18,41.6
2014-02-19,77.1,41.51
2014-02-20,78.01,41.69
2014-02-21,78.22,41.6
2014-02-24,78.88,41.75
2014-02-25,79.23,41.91
2014-02-26,78.65,41.87
2014-02-27,79.07,42.06
2014-02-28,80.07,42.35
2014-03-03,79.52,42.12
2014-03-04,80.85,42.69
2014-03-05,81.11,42.55
2014-03-06,81.33,42.54
2014-03-07,81.56,42.66
2014-03-10,81.73,42.7
2014-03-11,82.81,42.68
2014-03-12,82.15,42.77
2014-03-13,81.8,42.56
2014-03-14,81.0,42.58
2014-03-17,82.05,42.83
2014-03-18,81.95,42.92
2014-03-19,81.37,42.59
2014-03-20,81.86,42.74
2014-03-21,82.14,42.5
2014-03-24,81.89,42.46
2014-03-25,82.4,42.77
2014-03-26,82.87,42.67
2014-03-27,82.54,42.64
2014-03-28,82.95,42.75
2014-03-31,83.5,43.06
2014-04-01,82.88,42.99
2014-04-02,82.73,43.04
2014-04-03,82.91,43.09
2014-04-04,82.59,42.95
2014-04-07,83.91,42.99
2014-04-08,83.47,43.21
2014-04-09,83.91,43.4
2014-04-10,83.62,42.97
2014-04-11,83.15,42.75
2014-04-14,83.55,43.09
2014-04-15,83.96,43.2
2014-04-16,84.77,43.62
2014-04-17,85.55,43.63
2014-04-21,85.91,43.65
2014-04-22,85.14,43.63
2014-04-23,85.41,43.56
2014-04-24,85.52,43.73
2014-04-25,85.25,43.79
2014-04-28,86.82,44.29
2014-04-29,85.76,44.1
2014-04-30,85.89,44.24
2014-05-01,85.57,44.2
2014-05-02,85.52,44.2
2014-05-05,85.91,44.1
2014-05-06,85.37,43.82
2014-05-07,86.8,44.24
2014-05-08,86.66,44.3
2014-05-09,87.17,44.51
2014-05-12,86.93,44.55
2014-05-13,87.23,44.64
2014-05-14,86.84,44.4
2014-05-15,85.74,44.01
2014-05-16,86.54,44.28
2014-05-19,86.1,44.19
2014-05-20,85.65,44.03
2014-05-21,86.1,44.28
2014-05-22,85.58,44.21
2014-05-23,85.83,44.28
2014-05-27,86.53,44.4
2014-05-28,87.07,44.34
2014-05-29,87.73,44.69
2014-05-30,88.33,45.04
2014-06-02,87.87,44.93
2014-06-03,88.22,44.77
2014-06-04,87.43,44.93
2014-06-05,87.76,45.11
2014-06-06,87.91,45.23
2014-06-09,88.0,45.16
2014-06-10,88.42,45.16
2014-06-11,87.78,45.04
2014-06-12,87.22,44.72
2014-06-13,87.19,44.71
2014-06-16,87.55,44.88
2014-06-17,87.28,44.88
2014-06-18,88.9,45.41
2014-06-19,90.1,45.67
2014-06-20,89.1,45.22
2014-06-23,88.39,44.97
2014-06-24,88.05,44.81
2014-06-25,88.58,44.74
2014-06-26,88.61,44.58
2014-06-27,88.76,44.655
2014-06-30,89.34,44.62
2014-07-01,89.13,44.72
2014-07-02,89.67,44.84
2014-07-03,90.02,45.09
2014-07-07,89.86,45.16
2014-07-08,89.73,45.07
2014-07-09,89.77,45.27
2014-07-10,90.1,45.2
2014-07-11,89.85,45.26
2014-07-14,91.08,45.42
2014-07-15,90.34,45.02
2014-07-16,90.5,45.03
2014-07-17,89.99,44.75
2014-07-18,90.09,45.2
2014-07-21,89.91,44.99
2014-07-22,89.17,44.91
2014-07-23,90.82,44.85
2014-07-24,91.91,44.97
2014-07-25,91.55,44.79
2014-07-28,90.97,44.56
2014-07-29,90.14,44.36
2014-07-30,88.91,43.89
2014-07-31,88.1,43.1399
2014-08-01,88.11,43.47
2014-08-04,89.69,43.61
2014-08-05,89.2,43.42
2014-08-06,90.51,43.79
2014-08-07,89.9,43.43
2014-08-08,90.29,43.87
2014-08-11,91.79,44.18
2014-08-12,91.21,44.15
2014-08-13,91.74,44.28
2014-08-14,91.79,44.46
2014-08-15,91.85,44.52
2014-08-18,92.15,44.78
2014-08-19,91.86,44.9
2014-08-20,92.23,44.87
2014-08-21,92.05,44.95
2014-08-22,91.6,44.84
2014-08-25,93.19,45.09
2014-08-26,92.6,45.06
2014-08-27,92.23,45.08
2014-08-28,92.58,45.1
2014-08-29,92.49,45.13
2014-09-02,92.48,45.15
2014-09-03,92.75,45.18
2014-09-04,91.85,45.32
2014-09-05,91.75,45.58
2014-09-08,91.86,45.24
2014-09-09,91.42,45.13
2014-09-10,91.79,45.35
2014-09-11,91.65,45.37
2014-09-12,90.87,45.05
2014-09-15,91.2,45.27
2014-09-16,92.57,45.61
2014-09-17,92.85,45.51
2014-09-18,93.37,45.6
2014-09-19,93.79,45.43
2014-09-22,93.58,45.35
2014-09-23,92.93,44.95
2014-09-24,93.5,45.53
2014-09-25,92.67,44.93
2014-09-26,93.13,45.1
2014-09-29,93.15,45.09
2014-09-30,93.09,45.11
2014-10-01,92.65,44.825
2014-10-02,92.58,44.91
2014-10-03,93.5,45.44
2014-10-06,93.37,45.46
2014-10-07,93.1,45.19
2014-10-08,93.94,45.85
2014-10-09,93.57,45.39
2014-10-10,94.65,45.61
2014-10-13,93.94,44.98
2014-10-14,93.01,44.96
2014-10-15,91.77,44.42
2014-10-16,90.79,44.09
2014-10-17,91.51,44.63
2014-10-20,93.55,45.27
2014-10-21,93.73,45.46
2014-10-22,94.46,45.56
2014-10-23,93.76,45.53
2014-10-24,94.6,45.91
2014-10-27,94.62,46.02
2014-10-28,95.26,46.2
2014-10-29,94.69,46.12
2014-10-30,95.65,46.41
2014-10-31,96.17,46.71
2014-11-03,95.83,46.89
2014-11-04,96.73,47.14
2014-11-05,96.89,47.47
2014-11-06,96.81,47.57
2014-11-07,96.8,47.74
2014-11-10,96.97,47.95
2014-11-11,96.7,47.86
2014-11-12,97.16,47.86
2014-11-13,98.54,48.03
2014-11-14,97.72,47.76
2014-11-17,98.42,48.08
2014-11-18,97.94,48.26
2014-11-19,98.41,48.46
2014-11-20,98.06,48.25
2014-11-21,98.89,48.45
2014-11-24,98.68,48.42
2014-11-25,98.93,48.46
2014-11-26,99.35,48.68
2014-11-28,100.1,49.3
2014-12-01,99.67,48.975
2014-12-02,100.39,49.15
2014-12-03,98.32,48.8
2014-12-04,97.75,48.76
2014-12-05,97.76,48.85
2014-12-08,97.78,48.75
2014-12-09,97.13,48.59
2014-12-10,96.18,48.13
2014-12-11,96.29,48.53
2014-12-12,94.74,47.91
2014-12-15,94.14,47.59
2014-12-16,92.59,47.41
2014-12-17,93.72,48.1
2014-12-18,95.36,49.02
2014-12-19,95.44,48.62
2014-12-22,96.62,49.09
2014-12-23,97.36,49.43
2014-12-24,97.09,49.38
2014-12-26,97.05,49.46
2014-12-29,96.73,49.31
2014-12-30,95.96,49.09
2014-12-31,94.56,48.49
2015-01-02,94.44,48.35
2015-01-05,93.73,48.01
2015-01-06,93.02,47.95
2015-01-07,95.74,48.77
2015-01-08,97.48,49.51
2015-01-09,96.82,49.11
2015-01-12,96.42,48.96
2015-01-13,96.35,48.95
2015-01-14,96.67,48.8
2015-01-15,96.67,48.88
2015-01-16,97.29,49.27
2015-01-20,97.51,49.47
2015-01-21,97.4,49.71
2015-01-22,98.9,50.21
2015-01-23,98.53,49.65
2015-01-26,98.69,49.65
2015-01-27,96.72,49.08
2015-01-28,95.72,48.51
2015-01-29,96.03,48.9
2015-01-30,93.78,48.02
2015-02-02,95.33,48.59
2015-02-03,96.2,49.02
2015-02-04,96.6,49.04
2015-02-05,96.61,49.29
2015-02-06,96.71,49.07
2015-02-09,95.97,48.7
2015-02-10,97.99,49.27
2015-02-11,100.4,49.5
2015-02-12,100.27,49.73
2015-02-13,99.13,49.5
2015-02-17,98.36,49.51
2015-02-18,99.33,49.78
2015-02-19,98.72,49.46
2015-02-20,99.06,49.6
2015-02-23,99.45,49.74
2015-02-24,99.58,49.91
2015-02-25,99.5,49.74
2015-02-26,99.07,49.81
2015-02-27,98.98,50.01
2015-03-02,99.0,50.1
2015-03-03,98.4,49.91
2015-03-04,97.36,49.56
2015-03-05,97.23,49.73
2015-03-06,96.17,48.76
2015-03-09,96.04,49.03
2015-03-10,94.43,48.33
2015-03-11,93.63,47.96
2015-03-12,95.71,48.66
2015-03-13,94.32,48.28
2015-03-16,95.45,48.87
2015-03-17,94.13,48.52
2015-03-18,94.64,48.85
2015-03-19,94.1,48.63
2015-03-20,95.34,48.94
2015-03-23,95.85,49.02
2015-03-24,95.86,48.74
2015-03-25,95.26,48.62
2015-03-26,95.63,48.41
2015-03-27,95.95,48.71
2015-03-30,96.52,49.2
2015-03-31,95.62,48.74
2015-04-01,95.09,48.8
2015-04-02,95.69,49.13
2015-04-06,96.48,49.52
2015-04-07,96.21,49.29
2015-04-08,96.03,49.37
2015-04-09,96.35,49.51
2015-04-10,96.2,49.6
2015-04-13,95.53,49.37
2015-04-14,96.49,49.48
2015-04-15,96.63,49.34
2015-04-16,96.45,49.52
2015-04-17,95.81,49.06
2015-04-20,96.5,49.23
2015-04-21,96.78,49.32
2015-04-22,97.28,49.35
2015-04-23,95.73,49.18
2015-04-24,95.17,49.19
2015-04-27,94.49,48.92
2015-04-28,94.42,48.97
2015-04-29,94.38,48.53
2015-04-30,95.12,48.37
2015-05-01,95.56,48.81
2015-05-04,95.95,48.88
2015-05-05,95.42,48.49
2015-05-06,95.48,48.64
2015-05-07,95.15,48.76
2015-05-08,96.55,49.17
2015-05-11,96.35,48.97
2015-05-12,96.2,48.86
2015-05-13,96.41,48.84
2015-05-14,98.0,49.59
2015-05-15,98.22,49.75
2015-05-18,98.05,49.59
2015-05-19,97.95,49.46
2015-05-20,97.69,49.35
2015-05-21,97.2,49.46
2015-05-22,96.26,49.25
2015-05-26,95.79,48.86
2015-05-27,96.38,49.17
2015-05-28,97.06,49.1
2015-05-29,96.43,48.79
2015-06-01,95.97,48.79
2015-06-02,96.05,48.66
2015-06-03,95.3,48.63
2015-06-04,94.14,48.28
2015-06-05,93.05,47.59
2015-06-08,92.84,47.57
2015-06-09,93.07,47.8
2015-06-10,93.69,48.27
2015-06-11,94.09,48.25
2015-06-12,93.74,48.06
2015-06-15,92.64,47.71
2015-06-16,93.55,48.23
2015-06-17,94.05,48.49
2015-06-18,95.23,49.03
2015-06-19,94.86,48.66
2015-06-22,95.6,48.85
2015-06-23,95.6,48.64
2015-06-24,95.29,48.42
2015-06-25,94.83,48.33
2015-06-26,94.91,48.43
2015-06-29,93.69,47.68
2015-06-30,93.34,47.6
2015-07-01,94.52,48.21
2015-07-02,94.66,48.17
2015-07-06,94.4,48.13
2015-07-07,96.4,49.12
2015-07-08,95.61,48.57
2015-07-09,94.59,48.61
2015-07-10,95.55,49.18
2015-07-13,97.22,49.64
2015-07-14,97.13,49.72
2015-07-15,96.35,49.59
2015-07-16,96.9,50.1
2015-07-17,96.78,50.07
2015-07-20,97.31,50.16
2015-07-21,96.93,50.04
2015-07-22,97.17,50.15
2015-07-23,96.87,49.96
2015-07-24,96.18,49.68
2015-07-27,95.66,49.65
2015-07-28,96.11,50.21
2015-07-29,96.53,50.38
2015-07-30,96.63,50.21
2015-07-31,96.35,50.31
2015-08-03,97.45,50.38
2015-08-04,97.81,50.38
2015-08-05,99.19,50.82
2015-08-06,99.15,50.44
2015-08-07,99.1,50.16
2015-08-10,99.09,50.35
2015-08-11,98.62,50.17
2015-08-12,98.38,50.2
2015-08-13,98.79,50.0
2015-08-14,99.23,50.16
2015-08-17,99.86,50.21
2015-08-18,99.77,49.96
2015-08-19,98.99,49.5
2015-08-20,97.98,49.05
2015-08-21,96.25,47.71
2015-08-24,91.83,46.05
2015-08-25,89.64,45.7
2015-08-26,92.49,47.05
2015-08-27,93.6,47.74
2015-08-28,93.53,47.64
2015-08-31,92.93,47.31
2015-09-01,91.33,46.34
2015-09-02,91.64,46.97
2015-09-03,92.13,47.29
2015-09-04,90.92,46.52
2015-09-08,92.37,47.49
2015-09-09,90.83,46.71
2015-09-10,91.06,46.79
2015-09-11,91.62,47.1
2015-09-14,91.2,46.95
2015-09-15,92.06,47.51
2015-09-16,93.07,48.05
2015-09-17,93.37,48.05
2015-09-18,93.05,47.19
2015-09-21,93.71,47.54
2015-09-22,92.37,47.02
2015-09-23,92.4,47.1
2015-09-24,92.47,47.18
2015-09-25,93.47,47.48
2015-09-28,92.47,46.78
2015-09-29,93.04,46.76
2015-09-30,94.3,47.19
2015-10-01,93.85,47.19
2015-10-02,94.16,47.84
2015-10-05,95.81,48.66
2015-10-06,97.07,48.33
2015-10-07,98.52,48.77
2015-10-08,98.97,49.35
2015-10-09,99.47,49.46
2015-10-12,99.14,49.59
2015-10-13,97.92,49.29
2015-10-14,97.49,48.72
2015-10-15,98.28,49.16
2015-10-16,99.7,49.63
2015-10-19,100.18,49.85
2015-10-20,100.27,49.82
2015-10-21,100.25,49.83
2015-10-22,103.08,50.82
2015-10-23,102.43,50.74
2015-10-26,102.54,50.64
2015-10-27,102.94,50.71
2015-10-28,102.74,50.42
2015-10-29,102.8,50.44
2015-10-30,102.19,49.88
2015-11-02,101.4,50.18
2015-11-03,100.92,49.94
2015-11-04,100.62,49.73
2015-11-05,100.61,49.72
2015-11-06,99.72,49.18
2015-11-09,98.88,48.85
2015-11-10,98.83,48.98
2015-11-11,99.43,48.91
2015-11-12,98.37,48.25
2015-11-13,98.04,47.83
2015-11-16,99.56,48.65
2015-11-17,98.83,48.63
2015-11-18,100.27,49.3
2015-11-19,100.93,49.429
2015-11-20,100.1,49.08
2015-11-23,100.85,49.51
2015-11-24,100.63,49.64
2015-11-25,100.5,49.77
2015-11-27,100.74,49.96
2015-11-30,100.16,49.42
2015-12-01,101.06,49.84
2015-12-02,99.48,49.59
2015-12-03,99.09,49.33
2015-12-04,101.06,50.44
2015-12-07,100.67,50.58
2015-12-08,100.17,50.45
2015-12-09,99.13,49.97
2015-12-10,98.9,50.03
2015-12-11,97.78,49.48
2015-12-14,97.95,49.97
2015-12-15,99.39,50.29
2015-12-16,101.08,51.26
2015-12-17,100.2,50.6
2015-12-18,97.9,49.34
2015-12-21,98.62,49.9
2015-12-22,99.8,50.55
2015-12-23,100.64,50.92
2015-12-24,100.54,50.87
2015-12-28,100.68,50.8
2015-12-29,101.45,51.24
2015-12-30,101.15,51.06
2015-12-31,99.92,50.49
2016-01-04,98.77,49.85
2016-01-05,99.45,50.17
2016-01-06,99.48,50.0
2016-01-07,97.57,49.4
2016-01-08,97.21,49.02
2016-01-11,97.44,49.48
2016-01-12,97.62,49.75
2016-01-13,96.5,48.84
2016-01-14,95.81,49.07
2016-01-15,93.93,48.3
2016-01-19,95.77,48.88
2016-01-20,93.77,48.27
2016-01-21,94.47,48.46
2016-01-22,95.85,49.29
2016-01-25,95.94,48.85
2016-01-26,96.32,49.29
2016-01-27,95.94,49.25
2016-01-28,97.45,49.75
2016-01-29,99.3,50.76
2016-02-01,99.03,50.93
2016-02-02,98.21,50.28
2016-02-03,98.72,50.17
2016-02-04,97.39,49.71
2016-02-05,97.32,49.63
2016-02-08,97.52,49.5
2016-02-09,98.28,49.83
2016-02-10,97.62,49.77
2016-02-11,96.9,49.37
2016-02-12,98.49,50.07
2016-02-16,98.6,50.47
2016-02-17,99.55,50.99
2016-02-18,99.62,50.76
2016-02-19,99.58,50.84
2016-02-22,99.87,51.09
2016-02-23,99.54,51.08
2016-02-24,99.68,51.24
2016-02-25,100.67,51.82
2016-02-26,98.36,51.09
2016-02-29,97.82,50.92
2016-03-01,99.09,51.41
2016-03-02,98.33,51.56
2016-03-03,99.16,51.82
2016-03-04,100.0,52.04
2016-03-07,99.25,51.72
2016-03-08,99.74,51.87
2016-03-09,100.2,52.26
2016-03-10,100.78,52.28
2016-03-11,101.31,52.45
2016-03-14,100.65,52.42
2016-03-15,101.15,52.55
2016-03-16,100.83,52.67
2016-03-17,101.87,52.99
2016-03-18,101.29,52.65
2016-03-21,101.54,52.68
2016-03-22,100.77,52.37
2016-03-23,100.81,52.38
2016-03-24,100.68,52.32
2016-03-28,100.98,52.6
2016-03-29,101.37,52.99
2016-03-30,102.69,53.34
2016-03-31,102.48,53.06
2016-04-01,103.78,53.62
2016-04-04,103.82,53.64
2016-04-05,103.1,53.28
2016-04-06,103.92,53.7
2016-04-07,103.6,53.12
2016-04-08,105.08,53.41
2016-04-11,104.3,53.03
2016-04-12,104.91,53.36
2016-04-13,104.12,52.95
2016-04-14,103.16,52.71
2016-04-15,103.77,53.035
2016-04-18,103.72,53.34
2016-04-19,104.32,53.31
2016-04-20,102.44,52.59
2016-04-21,100.99,51.77
2016-04-22,101.98,51.96
2016-04-25,102.8,52.32
2016-04-26,102.6,52.11
2016-04-27,102.63,52.36
2016-04-28,102.97,52.41
2016-04-29,102.96,52.3
2016-05-02,103.43,52.9
2016-05-03,103.56,52.8
2016-05-04,104.02,52.96
2016-05-05,104.21,52.97
2016-05-06,104.96,53.24
2016-05-09,105.28,53.53
2016-05-10,106.57,54.06
2016-05-11,105.72,53.63
2016-05-12,106.1,53.92
2016-05-13,104.18,53.24
2016-05-16,104.13,53.58
2016-05-17,102.37,52.53
2016-05-18,100.91,51.92
2016-05-19,101.33,52.43
2016-05-20,100.1,52.16
2016-05-23,100.42,52.21
2016-05-24,101.09,52.65
2016-05-25,101.09,52.73
2016-05-26,101.9,52.94
2016-05-27,101.96,53.0
2016-05-31,101.17,52.66
2016-06-01,101.57,53.2
2016-06-02,102.0,53.22
2016-06-03,102.53,53.56
2016-06-06,102.7,53.62
2016-06-07,102.49,53.56
2016-06-08,103.18,53.88
2016-06-09,103.66,54.09
2016-06-10,103.31,54.13
2016-06-13,103.06,53.68
2016-06-14,103.23,53.89
2016-06-15,102.86,53.73
2016-06-16,103.85,54.01
2016-06-17,103.41,53.47
2016-06-20,103.37,53.64
2016-06-21,104.08,53.78
2016-06-22,103.74,53.81
2016-06-23,104.44,54.14
2016-06-24,101.98,53.1
2016-06-27,102.13,52.985
2016-06-28,102.14,53.32
2016-06-29,103.12,53.94
2016-06-30,105.94,55.15
2016-07-01,105.63,54.89
2016-07-05,106.42,55.2
2016-07-06,105.92,55.25
2016-07-07,107.49,55.1408
2016-07-08,108.27,55.69
2016-07-11,108.91,55.7
2016-07-12,108.79,55.4
2016-07-13,109.91,55.71
2016-07-14,109.96,55.7
2016-07-15,109.66,55.7
2016-07-18,109.21,55.64
2016-07-19,109.53,55.6
2016-07-20,108.92,55.4
2016-07-21,108.58,55.24
2016-07-22,109.19,55.5
2016-07-25,109.02,55.44
2016-07-26,108.2,55.01
2016-07-27,107.48,54.19
2016-07-28,108.13,54.43
2016-07-29,108.92,54.7
2016-08-01,108.93,54.76
2016-08-02,108.72,54.68
2016-08-03,108.04,54.38
2016-08-04,108.42,54.5
2016-08-05,108.66,54.59
2016-08-08,108.14,54.53
2016-08-09,108.28,54.7
2016-08-10,108.82,54.9
2016-08-11,108.48,54.9
2016-08-12,108.59,55.09
2016-08-15,108.72,54.95
2016-08-16,108.0,54.71
2016-08-17,108.47,54.86
2016-08-18,108.28,55.05
2016-08-19,108.17,54.92
2016-08-22,107.96,55.0
2016-08-23,107.88,54.89
2016-08-24,108.11,54.8
2016-08-25,107.88,54.59
2016-08-26,107.45,54.31
2016-08-29,107.99,54.63
2016-08-30,107.21,54.31
2016-08-31,106.75,54.38
2016-09-01,107.29,54.4
2016-09-02,107.87,54.82
2016-09-06,107.92,54.9392
2016-09-07,107.21,54.46
2016-09-08,106.88,54.16
2016-09-09,104.05,52.69
2016-09-12,106.02,53.68
2016-09-13,104.59,53.02
2016-09-14,105.05,52.86
2016-09-15,105.48,53.29
2016-09-16,105.28,52.79
2016-09-19,105.67,52.68
2016-09-20,106.3,52.82
2016-09-21,107.13,53.11
2016-09-22,107.82,53.58
2016-09-23,107.34,53.34
2016-09-26,107.03,52.89
2016-09-27,107.49,53.11
2016-09-28,107.38,53.2
2016-09-29,107.76,52.68
2016-09-30,108.77,53.21
2016-10-03,108.25,52.87
2016-10-04,107.1,52.42
2016-10-05,106.01,52.37
2016-10-06,106.4,52.47
2016-10-07,105.99,52.33
2016-10-10,106.22,52.33
2016-10-11,105.57,52.06
2016-10-12,106.08,52.35
2016-10-13,105.92,52.36
2016-10-14,106.83,52.37
2016-10-17,106.85,52.12
2016-10-18,106.95,52.28
2016-10-19,106.26,51.98
2016-10-20,105.87,51.95
2016-10-21,105.62,52.23
2016-10-24,107.31,52.57
2016-10-25,107.23,52.76
2016-10-26,107.07,52.69
2016-10-27,106.63,52.45
2016-10-28,107.07,52.67
2016-10-31,107.2,52.8
2016-11-01,106.71,52.57
2016-11-02,106.71,52.44
2016-11-03,106.63,52.08
2016-11-04,105.81,51.61
2016-11-07,106.96,52.48
2016-11-08,108.72,52.7
2016-11-09,107.25,51.98
2016-11-10,103.25,50.59
2016-11-11,103.19,50.54
2016-11-14,101.39,50.45
2016-11-15,101.85,50.76
2016-11-16,101.71,50.77
2016-11-17,101.62,50.68
2016-11-18,101.31,50.5
2016-11-21,102.26,50.84
2016-11-22,102.89,51.1
2016-11-23,101.53,50.82
2016-11-25,102.17,51.22
2016-11-28,102.79,51.33
2016-11-29,102.54,51.4
2016-11-30,100.1,50.58
2016-12-01,99.03,50.25
2016-12-02,100.6,50.57
2016-12-05,100.71,50.63
2016-12-06,101.55,50.78
2016-12-07,102.81,51.51
2016-12-08,102.15,51.3
2016-12-09,103.57,52.04
2016-12-12,104.72,52.25
2016-12-13,105.63,52.49
2016-12-14,104.47,51.92
2016-12-15,105.3,52.14
2016-12-16,105.87,52.05
2016-12-19,105.41,52.15
2016-12-20,104.9,52.05
2016-12-21,104.7,52.04
2016-12-22,105.35,51.96
2016-12-23,105.09,52.06
2016-12-27,105.13,52.05
2016-12-28,104.62,51.73
2016-12-29,104.99,51.97
2016-12-30,104.63,51.71
2017-01-03,104.65,51.9
2017-01-04,104.85,51.9
2017-01-05,104.71,52.07
2017-01-06,104.56,52.12
2017-01-09,103.46,51.7
2017-01-10,101.97,51.44
2017-01-11,101.81,51.54
2017-01-12,101.84,51.49
2017-01-13,101.55,51.52
2017-01-17,102.19,52.25
2017-01-18,102.74,52.43
2017-01-19,102.36,52.24
2017-01-20,103.24,52.58
2017-01-23,104.01,52.56
2017-01-24,104.71,52.91
2017-01-25,104.61,52.9
2017-01-26,104.14,52.67
2017-01-27,103.48,52.38
2017-01-30,103.69,52.34
2017-01-31,103.78,52.59
2017-02-01,103.01,52.18
2017-02-02,104.03,52.66
2017-02-03,105.11,53.0
2017-02-06,104.57,52.71
2017-02-07,105.61,53.14
2017-02-08,105.69,53.36
2017-02-09,105.97,53.58
2017-02-10,106.1,53.62
2017-02-13,106.52,53.62
2017-02-14,106.92,53.63
2017-02-15,106.73,54.12
2017-02-16,108.12,54.19
2017-02-17,108.15,54.46
2017-02-21,109.36,54.95
2017-02-22,109.41,54.96
2017-02-23,109.54,55.09
2017-02-24,109.83,55.28
2017-02-27,109.27,55.03
2017-02-28,110.38,55.1
2017-03-01,109.73,55.36
2017-03-02,110.11,55.35
2017-03-03,110.56,55.14
2017-03-06,109.63,54.9
2017-03-07,109.32,54.83
2017-03-08,109.3,54.71
2017-03-09,109.02,54.8
2017-03-10,109.59,55.05
2017-03-13,109.41,55.09
2017-03-14,109.34,54.93
2017-03-15,111.11,55.34
2017-03-16,111.14,55.42
2017-03-17,111.39,54.98
2017-03-20,111.15,55.0771
2017-03-21,111.77,55.04
2017-03-22,112.02,54.93
2017-03-23,111.78,54.81
2017-03-24,112.12,54.7
2017-03-27,111.83,54.65
2017-03-28,112.45,54.75
2017-03-29,112.43,54.85
2017-03-30,112.18,54.74
2017-03-31,111.86,54.58
2017-04-03,111.86,54.49
2017-04-04,112.08,54.65
2017-04-05,111.94,54.55
2017-04-06,111.58,54.55
2017-04-07,111.61,54.7
2017-04-10,112.02,54.86
2017-04-11,111.73,54.88
2017-04-12,113.61,55.09
2017-04-13,112.68,54.84
2017-04-17,113.32,55.23
2017-04-18,114.28,55.48
2017-04-19,113.62,55.27
2017-04-20,113.59,55.16
2017-04-21,113.43,55.0
2017-04-24,114.32,55.5
2017-04-25,114.16,55.72
2017-04-26,113.33,55.27
2017-04-27,112.64,55.2
2017-04-28,113.28,55.18
2017-05-01,112.28,54.97
2017-05-02,112.29,54.6
2017-05-03,111.79,54.65
2017-05-04,112.96,55.07
2017-05-05,113.22,55.22
2017-05-08,113.22,55.2
2017-05-09,112.72,55.0
2017-05-10,112.84,55.04
2017-05-11,113.04,55.12
2017-05-12,112.91,54.96
2017-05-15,113.94,55.14
2017-05-16,113.79,55.09
2017-05-17,113.74,55.01
2017-05-18,114.03,55.05
2017-05-19,113.69,55.35
2017-05-22,114.7,55.66
2017-05-23,115.05,55.72
2017-05-24,116.06,55.94
2017-05-25,117.53,56.29
2017-05-26,117.91,56.5
2017-05-30,118.01,56.48
2017-05-31,116.87,56.64
2017-06-01,117.23,57.1
2017-06-02,117.67,57.27
2017-06-05,117.88,57.33
2017-06-06,117.7,57.19
2017-06-07,117.05,57.17
2017-06-08,115.89,56.74
2017-06-09,115.94,56.67
2017-06-12,116.23,56.66
2017-06-13,116.32,56.75
2017-06-14,117.37,57.11
2017-06-15,117.21,56.98
2017-06-16,116.86,55.95
2017-06-19,117.29,56.22
2017-06-20,117.95,56.0
2017-06-21,117.42,55.84
2017-06-22,116.15,55.47
2017-06-23,116.96,55.49
2017-06-26,117.12,55.71
2017-06-27,115.94,55.23
2017-06-28,116.38,55.43
2017-06-29,115.18,54.84
2017-06-30,115.49,54.94
2017-07-03,115.44,54.89
2017-07-05,115.3,54.85
2017-07-06,115.13,54.54
2017-07-07,115.51,54.51
2017-07-10,114.27,54.13
2017-07-11,113.74,53.98
2017-07-12,114.77,54.28
2017-07-13,114.02,54.29
2017-07-14,114.93,54.72
2017-07-17,114.93,54.78
2017-07-18,115.01,54.78
2017-07-19,115.34,54.98
2017-07-20,115.51,54.99
2017-07-21,116.63,55.08
2017-07-24,116.13,54.9
