date,INTC,XLK
2015-02-18,34.265,42.71
2015-02-19,34.21,42.86
2015-02-20,34.41,43.08
2015-02-23,33.76,43.11
2015-02-24,34.41,43.24
2015-02-25,33.945,42.97
2015-02-26,33.65,43.24
2015-02-27,33.25,43.09
2015-03-02,34.06,43.43
2015-03-03,34.095,43.14
2015-03-04,34.12,42.97
2015-03-05,33.73,42.92
2015-03-06,33.19,42.39
2015-03-09,32.72,42.59
2015-03-10,31.7,41.72
2015-03-11,32.33,41.45
2015-03-12,30.8,41.72
2015-03-13,30.93,41.49
2015-03-16,30.83,41.98
2015-03-17,30.59,41.99
2015-03-18,30.89,42.56
2015-03-19,30.74,42.44
2015-03-20,31.31,42.54
2015-03-23,31.2,42.54
2015-03-24,30.79,42.4
2015-03-25,29.89,41.31
2015-03-26,30.08,41.34
2015-03-27,32.0,41.37
2015-03-30,31.46,41.87
2015-03-31,31.27,41.44
2015-04-01,30.81,41.38
2015-04-02,30.81,41.37
2015-04-06,31.04,41.77
2015-04-07,31.26,41.68
2015-04-08,31.31,41.81
2015-04-09,31.24,41.92
2015-04-10,31.93,42.08
2015-04-13,31.73,41.96
2015-04-14,31.49,41.83
2015-04-15,32.83,42.2
2015-04-16,32.87,42.05
2015-04-17,32.47,41.47
2015-04-20,32.73,42.18
2015-04-21,32.43,42.16
2015-04-22,32.7,42.59
2015-04-23,32.35,42.76
2015-04-24,32.08,43.13
2015-04-27,32.5,43.25
2015-04-28,33.02,43.39
2015-04-29,32.885,43.18
2015-04-30,32.55,42.58
2015-05-01,33.42,43.1
2015-05-04,33.43,43.14
2015-05-05,32.64,42.47
2015-05-06,32.22,42.11
2015-05-07,32.245,42.42
2015-05-08,32.8,43.03
2015-05-11,32.69,42.81
2015-05-12,32.25,42.58
2015-05-13,32.64,42.76
2015-05-14,32.97,43.45
2015-05-15,32.99,43.31
2015-05-18,33.41,43.52
2015-05-19,33.15,43.41
2015-05-20,33.37,43.44
2015-05-21,33.55,43.63
2015-05-22,33.45,43.6
2015-05-26,33.105,42.97
2015-05-27,33.71,43.78
2015-05-28,34.01,43.69
2015-05-29,34.46,43.37
2015-06-01,33.905,43.49
2015-06-02,33.27,43.4
2015-06-03,32.73,43.49
2015-06-04,32.31,43.09
2015-06-05,31.84,42.95
2015-06-08,31.3,42.47
2015-06-09,31.25,42.37
2015-06-10,31.82,43.03
2015-06-11,31.85,43.05
2015-06-12,31.32,42.67
2015-06-15,31.39,42.41
2015-06-16,31.635,42.69
2015-06-17,31.95,42.71
2015-06-18,32.38,43.09
2015-06-19,32.07,42.54
2015-06-22,32.26,42.89
2015-06-23,32.085,42.92
2015-06-24,31.91,42.72
2015-06-25,31.99,42.62
2015-06-26,31.02,42.26
2015-06-29,30.39,41.36
2015-06-30,30.415,41.4
2015-07-01,30.18,41.68
2015-07-02,30.555,41.74
2015-07-06,30.04,41.57
2015-07-07,29.9,41.63
2015-07-08,29.5,40.95
2015-07-09,28.93,40.79
2015-07-10,29.17,41.44
2015-07-13,29.73,42.07
2015-07-14,29.65,42.23
2015-07-15,29.69,42.24
2015-07-16,29.9,42.78
2015-07-17,29.47,43.44
2015-07-20,29.1,43.67
2015-07-21,28.72,43.38
2015-07-22,28.605,42.68
2015-07-23,28.595,42.59
2015-07-24,28.06,42.36
2015-07-27,28.35,41.98
2015-07-28,28.96,42.36
2015-07-29,29.01,42.64
2015-07-30,28.91,42.72
2015-07-31,28.95,42.58
2015-08-03,29.05,42.35
2015-08-04,29.13,42.1
2015-08-05,29.12,42.51
2015-08-06,29.01,42.09
2015-08-07,28.88,42.12
2015-08-10,29.64,42.78
2015-08-11,28.97,42.14
2015-08-12,29.46,42.33
2015-08-13,28.87,42.21
2015-08-14,29.02,42.42
2015-08-17,29.08,42.66
2015-08-18,28.91,42.44
2015-08-19,28.36,42.16
2015-08-20,27.53,41.13
2015-08-21,26.56,39.56
2015-08-24,26.25,38.14
2015-08-25,25.87,37.7
2015-08-26,27.3,39.6
2015-08-27,27.72,40.52
2015-08-28,28.42,40.6
2015-08-31,28.54,40.23
2015-09-01,27.82,38.94
2015-09-02,28.6,39.88
2015-09-03,29.08,39.91
2015-09-04,28.52,39.3
2015-09-08,29.5,40.4
2015-09-09,29.24,39.87
2015-09-10,29.27,40.27
2015-09-11,29.47,40.46
2015-09-14,29.39,40.36
2015-09-15,29.73,40.88
2015-09-16,29.77,41.05
2015-09-17,29.71,40.77
2015-09-18,29.02,40.06
2015-09-21,29.16,40.46
2015-09-22,28.67,39.78
2015-09-23,28.74,39.88
2015-09-24,28.48,39.88
2015-09-25,28.81,39.81
2015-09-28,28.76,38.9
2015-09-29,29.24,38.73
2015-09-30,30.14,39.5
2015-10-01,30.0,39.52
2015-10-02,30.51,40.08
2015-10-05,31.21,40.87
2015-10-06,31.74,40.92
2015-10-07,32.315,41.11
2015-10-08,32.52,41.3
2015-10-09,32.14,41.48
2015-10-12,32.21,41.53
2015-10-13,32.04,41.44
2015-10-14,32.8,41.36
2015-10-15,32.75,41.89
2015-10-16,33.04,41.97
2015-10-19,33.59,42.13
2015-10-20,33.44,42.02
2015-10-21,33.37,41.7
2015-10-22,34.4,42.64
2015-10-23,34.9,43.83
2015-10-26,34.59,43.66
2015-10-27,34.47,43.41
2015-10-28,34.71,44.06
2015-10-29,34.03,43.94
2015-10-30,33.86,43.65
2015-11-02,34.11,44.04
2015-11-03,34.31,44.27
2015-11-04,34.15,44.32
2015-11-05,34.0,44.19
2015-11-06,33.84,44.34
2015-11-09,33.35,43.91
2015-11-10,33.21,43.62
2015-11-11,32.86,43.6
2015-11-12,32.4,43.22
2015-11-13,32.11,42.37
2015-11-16,32.1,43.02
2015-11-17,32.64,43.03
2015-11-18,33.16,43.68
2015-11-19,34.3,43.88
2015-11-20,34.66,44.2
2015-11-23,34.48,43.94
2015-11-24,34.36,43.95
2015-11-25,34.45,43.81
2015-11-27,34.46,43.91
2015-11-30,34.77,43.96
2015-12-01,35.09,44.35
2015-12-02,34.83,44.07
2015-12-03,34.04,43.5
2015-12-04,34.935,44.57
2015-12-07,34.985,44.35
2015-12-08,34.75,44.24
2015-12-09,34.81,43.59
2015-12-10,34.77,43.71
2015-12-11,34.27,42.8
2015-12-14,34.47,43.13
2015-12-15,35.18,43.32
2015-12-16,35.3,43.91
2015-12-17,34.91,43.22
2015-12-18,33.865,42.17
2015-12-21,34.24,42.6
2015-12-22,34.73,42.91
2015-12-23,35.0,43.27
2015-12-24,34.98,43.25
2015-12-28,34.93,43.22
2015-12-29,35.44,43.81
2015-12-30,34.99,43.44
2015-12-31,34.45,42.83
2016-01-04,33.99,42.27
2016-01-05,33.83,42.16
2016-01-06,33.08,41.64
2016-01-07,31.84,40.41
2016-01-08,31.51,40.09
2016-01-11,32.06,40.35
2016-01-12,32.68,40.83
2016-01-13,31.91,39.73
2016-01-14,32.74,40.48
2016-01-15,29.76,39.34
2016-01-19,29.8,39.38
2016-01-20,29.59,39.07
2016-01-21,29.66,39.29
2016-01-22,29.925,40.38
2016-01-25,29.6,39.91
2016-01-26,29.94,40.3
2016-01-27,29.81,39.47
2016-01-28,29.97,39.98
2016-01-29,31.02,41.24
2016-02-01,30.82,41.39
2016-02-02,29.8,40.65
2016-02-03,29.34,40.6
2016-02-04,29.77,40.64
2016-02-05,29.04,39.5
2016-02-08,28.82,38.93
2016-02-09,28.81,38.75
2016-02-10,28.23,38.83
2016-02-11,28.22,38.73
2016-02-12,28.64,39.27
2016-02-16,28.78,39.97
2016-02-17,29.47,40.79
2016-02-18,29.42,40.63
2016-02-19,28.71,40.66
2016-02-22,29.35,41.2
2016-02-23,28.8,40.55
2016-02-24,29.19,40.86
2016-02-25,29.62,41.37
2016-02-26,29.8,41.26
2016-02-29,29.59,40.97
2016-03-01,30.37,42.19
2016-03-02,30.54,42.31
2016-03-03,30.58,42.31
2016-03-04,30.63,42.42
2016-03-07,30.94,42.16
2016-03-08,30.56,41.9
2016-03-09,30.865,42.26
2016-03-10,31.25,42.22
2016-03-11,31.76,42.87
2016-03-14,31.43,42.92
2016-03-15,31.65,43.08
2016-03-16,31.69,43.58
2016-03-17,31.98,43.74
2016-03-18,32.68,43.59
2016-03-21,32.34,43.74
2016-03-22,32.32,43.75
2016-03-23,32.0,43.5
2016-03-24,31.88,43.62
2016-03-28,31.9,43.51
2016-03-29,32.38,44.19
2016-03-30,32.71,44.45
2016-03-31,32.35,44.36
2016-04-01,32.45,44.7
2016-04-04,32.0,44.53
2016-04-05,31.9,44.1
2016-04-06,32.08,44.53
2016-04-07,31.55,43.89
2016-04-08,31.63,43.89
2016-04-11,31.67,43.77
2016-04-12,31.86,44.07
2016-04-13,32.13,44.52
2016-04-14,31.8,44.51
2016-04-15,31.46,44.34
2016-04-18,31.65,44.53
2016-04-19,31.6,44.28
2016-04-20,32.0,44.37
2016-04-21,31.97,44.21
2016-04-22,31.64,43.44
2016-04-25,31.39,43.45
2016-04-26,31.4,43.24
2016-04-27,31.75,43.04
2016-04-28,31.11,42.5
2016-04-29,30.28,42.13
2016-05-02,30.61,42.44
2016-05-03,30.36,42.05
2016-05-04,29.85,41.92
2016-05-05,29.9,41.94
2016-05-06,30.04,42.25
2016-05-09,29.8,42.25
2016-05-10,30.14,42.8
2016-05-11,30.06,42.49
2016-05-12,29.76,42.37
2016-05-13,29.91,42.21
2016-05-16,30.39,42.8
2016-05-17,29.98,42.37
2016-05-18,29.99,42.45
2016-05-19,29.63,42.22
2016-05-20,30.15,42.73
2016-05-23,30.23,42.65
2016-05-24,31.06,43.45
2016-05-25,31.39,43.75
2016-05-26,31.49,43.89
2016-05-27,31.57,44.1
2016-05-31,31.59,44.19
2016-06-01,31.66,44.08
2016-06-02,31.76,44.04
2016-06-03,31.62,43.94
2016-06-06,31.68,44.02
2016-06-07,31.88,44.2
2016-06-08,31.89,44.29
2016-06-09,31.94,44.3
2016-06-10,32.04,43.96
2016-06-13,32.17,43.47
2016-06-14,32.14,43.57
2016-06-15,31.61,43.46
2016-06-16,31.69,43.55
2016-06-17,31.76,43.05
2016-06-20,32.17,43.23
2016-06-21,32.32,43.53
2016-06-22,32.29,43.38
2016-06-23,32.99,43.97
2016-06-24,31.55,42.28
2016-06-27,30.72,41.43
2016-06-28,31.19,42.25
2016-06-29,31.93,42.9
2016-06-30,32.8,43.37
2016-07-01,32.75,43.47
2016-07-05,32.68,43.15
2016-07-06,32.97,43.45
2016-07-07,33.2,43.45
2016-07-08,34.0,44.13
2016-07-11,34.38,44.39
2016-07-12,34.94,44.75
2016-07-13,35.01,44.76
2016-07-14,35.2,45.05
2016-07-15,35.07,45.01
2016-07-18,35.05,45.31
2016-07-19,35.15,45.21
2016-07-20,35.69,45.8
2016-07-21,34.27,45.56
2016-07-22,34.66,45.83
2016-07-25,34.69,45.77
2016-07-26,35.09,45.87
2016-07-27,34.83,46.25
2016-07-28,34.77,46.28
2016-07-29,34.86,46.45
2016-08-01,34.85,46.54
2016-08-02,34.56,46.19
2016-08-03,34.25,46.35
2016-08-04,34.58,46.6
2016-08-05,34.98,47.05
2016-08-08,35.04,47.04
2016-08-09,34.92,47.14
2016-08-10,34.53,46.99
2016-08-11,34.68,47.16
2016-08-12,34.57,47.11
2016-08-15,34.91,47.34
2016-08-16,35.21,46.99
2016-08-17,35.02,46.97
2016-08-18,34.97,46.99
2016-08-19,35.24,47.02
2016-08-22,35.36,47.02
2016-08-23,35.4,47.19
2016-08-24,35.15,46.93
2016-08-25,35.09,47.03
2016-08-26,35.26,47.05
2016-08-29,35.55,47.23
2016-08-30,35.7,47.07
2016-08-31,35.89,46.99
2016-09-01,36.02,47.14
2016-09-02,36.08,47.35
2016-09-06,36.57,47.59
2016-09-07,36.46,47.71
2016-09-08,36.44,47.32
2016-09-09,35.44,46.16
2016-09-12,36.08,46.93
2016-09-13,35.61,46.59
2016-09-14,35.62,46.81
2016-09-15,36.56,47.58
2016-09-16,37.67,47.21
2016-09-19,37.16,47.12
2016-09-20,37.14,47.09
2016-09-21,37.45,47.62
2016-09-22,37.55,47.91
2016-09-23,37.19,47.49
2016-09-26,36.65,47.21
2016-09-27,37.18,47.73
2016-09-28,37.44,47.82
2016-09-29,37.32,47.53
2016-09-30,37.75,47.78
2016-10-03,37.66,47.64
2016-10-04,37.54,47.47
2016-10-05,37.99,47.64
2016-10-06,38.07,47.75
2016-10-07,38.1,47.62
2016-10-10,38.02,47.95
2016-10-11,37.27,47.41
2016-10-12,37.13,47.49
2016-10-13,36.97,47.19
2016-10-14,37.45,47.37
2016-10-17,37.29,47.27
2016-10-18,37.75,47.53
2016-10-19,35.51,47.62
2016-10-20,35.43,47.4
2016-10-21,35.15,47.53
2016-10-24,35.26,47.99
2016-10-25,35.1,47.82
2016-10-26,34.92,47.55
2016-10-27,34.81,47.49
2016-10-28,34.74,47.44
2016-10-31,34.87,47.42
2016-11-01,34.52,47.01
2016-11-02,34.6,46.71
2016-11-03,33.93,46.26
2016-11-04,33.61,46.18
2016-11-07,34.69,47.18
2016-11-08,34.74,47.41
2016-11-09,34.75,47.35
2016-11-10,34.5,46.59
2016-11-11,34.61,46.73
2016-11-14,34.48,46.02
2016-11-15,34.91,46.67
2016-11-16,34.84,47.1
2016-11-17,35.02,47.4
2016-11-18,34.95,47.36
2016-11-21,34.98,47.84
2016-11-22,35.48,47.99
2016-11-23,35.2,47.8
2016-11-25,35.44,48.0
2016-11-28,35.51,48.04
2016-11-29,35.31,48.07
2016-11-30,34.7,47.5
2016-12-01,33.76,46.52
2016-12-02,34.16,46.69
2016-12-05,34.39,47.14
2016-12-06,34.72,47.28
2016-12-07,35.5,48.18
2016-12-08,35.7,48.3
2016-12-09,35.76,48.65
2016-12-12,35.97,48.5
2016-12-13,36.8,49.11
2016-12-14,36.55,48.94
2016-12-15,36.79,49.16
2016-12-16,36.31,48.59
2016-12-19,36.89,48.94
2016-12-20,37.21,49.12
2016-12-21,36.98,49.02
2016-12-22,36.93,48.92
2016-12-23,36.97,48.97
2016-12-27,37.07,49.17
2016-12-28,36.63,48.73
2016-12-29,36.66,48.74
2016-12-30,36.27,48.36
2017-01-03,36.6,48.79
2017-01-04,36.41,48.96
2017-01-05,36.35,49.04
2017-01-06,36.48,49.4
2017-01-09,36.61,49.39
2017-01-10,36.54,49.4
2017-01-11,36.95,49.63
2017-01-12,36.71,49.51
2017-01-13,36.79,49.66
2017-01-17,36.8,49.47
2017-01-18,36.76,49.6
2017-01-19,36.57,49.53
2017-01-20,36.94,49.8
2017-01-23,36.77,49.89
2017-01-24,37.62,50.2
2017-01-25,37.8,50.68
2017-01-26,37.56,50.54
2017-01-27,37.98,50.74
2017-01-30,37.42,50.33
2017-01-31,36.82,50.08
2017-02-01,36.52,50.46
2017-02-02,36.68,50.36
2017-02-03,36.52,50.69
2017-02-06,36.27,50.72
2017-02-07,36.35,50.92
2017-02-08,36.38,51.01
2017-02-09,35.46,51.17
2017-02-10,35.34,51.32
2017-02-13,35.8,51.55
2017-02-14,35.93,51.72
2017-02-15,36.05,51.89
2017-02-16,36.41,52.01
2017-02-17,36.48,52.19
2017-02-21,36.52,52.46
2017-02-22,36.07,52.52
2017-02-23,36.18,52.51
2017-02-24,36.53,52.63
2017-02-27,36.51,52.6
2017-02-28,36.2,52.35
2017-03-01,35.93,53.09
2017-03-02,35.91,52.74
2017-03-03,35.9,52.86
2017-03-06,35.57,52.78
2017-03-07,35.8,52.78
2017-03-08,35.62,52.84
2017-03-09,35.82,52.83
2017-03-10,35.91,53.11
2017-03-13,35.16,53.16
2017-03-14,35.18,53.04
2017-03-15,35.1,53.4
2017-03-16,35.14,53.43
2017-03-17,35.27,53.34
2017-03-20,35.43,53.3706
2017-03-21,35.04,52.61
2017-03-22,35.37,52.94
2017-03-23,35.27,52.8
2017-03-24,35.16,52.84
2017-03-27,35.39,52.84
2017-03-28,35.6,53.22
2017-03-29,35.57,53.31
2017-03-30,35.75,53.41
2017-03-31,36.07,53.31
2017-04-03,36.16,53.26
2017-04-04,36.28,53.3
2017-04-05,36.22,53.08
2017-04-06,36.03,53.09
2017-04-07,36.03,53.06
2017-04-10,35.8,52.96
2017-04-11,35.74,52.76
2017-04-12,35.63,52.58
2017-04-13,35.25,52.37
2017-04-17,35.48,52.85
2017-04-18,35.765,52.84
2017-04-19,35.91,52.8
2017-04-20,36.18,53.28
2017-04-21,36.32,53.17
2017-04-24,36.75,53.8
2017-04-25,36.87,54.08
2017-04-26,36.93,54.02
2017-04-27,37.43,54.24
2017-04-28,36.15,54.38
2017-05-01,36.31,54.79
2017-05-02,36.97,54.91
2017-05-03,36.98,54.81
2017-05-04,36.85,54.77
2017-05-05,36.82,54.97
2017-05-08,36.54,55.21
2017-05-09,36.37,55.28
2017-05-10,36.01,55.49
2017-05-11,35.69,55.42
2017-05-12,35.53,55.56
2017-05-15,35.63,55.87
2017-05-16,35.82,56.13
2017-05-17,35.04,54.6
2017-05-18,35.22,54.92
2017-05-19,35.4,55.24
2017-05-22,35.77,55.68
2017-05-23,35.86,55.78
2017-05-24,36.12,56.01
2017-05-25,36.26,56.41
2017-05-26,36.26,56.38
2017-05-30,36.18,56.62
2017-05-31,36.11,56.53
2017-06-01,36.12,56.67
2017-06-02,36.32,57.19
2017-06-05,36.34,57.24
2017-06-06,36.13,57.13
2017-06-07,36.26,57.31
2017-06-08,36.48,57.44
2017-06-09,35.71,56.02
2017-06-12,35.73,55.69
2017-06-13,35.88,56.09
2017-06-14,35.53,55.82
2017-06-15,35.31,55.57
2017-06-16,35.21,55.25
2017-06-19,35.51,56.07
2017-06-20,34.86,55.62
2017-06-21,34.58,55.93
2017-06-22,34.36,55.95
2017-06-23,34.19,56.3
2017-06-26,34.07,56.0
2017-06-27,33.65,55.08
2017-06-28,34.2,55.77
2017-06-29,33.54,54.77
2017-06-30,33.74,54.72
2017-07-03,33.46,54.34
2017-07-05,34.34,54.88
2017-07-06,33.63,54.38
2017-07-07,33.88,55.01
2017-07-10,33.65,55.41
2017-07-11,33.92,55.53
2017-07-12,34.25,56.25
2017-07-13,34.24,56.36
2017-07-14,34.68,56.86
2017-07-17,34.47,56.87
2017-07-18,34.53,57.13
2017-07-19,34.56,57.42
2017-07-20,34.75,57.54
2017-07-21,34.73,57.47
2017-07-24,34.5,57.61
2017-07-25,34.67,57.5
2017-07-26,34.75,57.72
2017-07-27,34.97,57.5
2017-07-28,35.31,57.44
2017-07-31,35.47,57.16
2017-08-01,36.35,57.45
2017-08-02,36.64,57.61
2017-08-03,36.49,57.48
2017-08-04,36.3,57.61
2017-08-07,36.43,57.96
2017-08-08,36.41,57.88
2017-08-09,36.59,57.85
2017-08-10,36.14,56.71
2017-08-11,35.87,57.1
2017-08-14,36.34,58.01
2017-08-15,36.0,58.1
2017-08-16,35.81,58.27
2017-08-17,35.17,57.13
2017-08-18,35.01,57.07
2017-08-21,34.92,57.05
2017-08-22,34.65,57.9
2017-08-23,34.66,57.76
2017-08-24,34.71,57.71
2017-08-25,34.67,57.7
2017-08-28,34.65,57.81
2017-08-29,34.73,58.06
2017-08-30,34.89,58.48
2017-08-31,35.07,58.83
2017-09-01,35.09,58.78
2017-09-05,35.02,58.26
2017-09-06,35.76,58.31
2017-09-07,35.54,58.51
2017-09-08,35.19,58.03
2017-09-11,35.77,58.85
2017-09-12,36.09,58.99
2017-09-13,36.33,58.91
2017-09-14,36.48,58.71
2017-09-15,37.0,58.74
2017-09-18,37.0,58.79
2017-09-19,37.23,59.05
2017-09-20,37.07,58.81
2017-09-21,37.2,58.49
2017-09-22,37.18,58.52
2017-09-25,37.16,57.83
2017-09-26,37.47,58.04
2017-09-27,37.54,58.63
2017-09-28,37.83,58.7
2017-09-29,38.08,59.1
2017-10-02,39.04,59.19
2017-10-03,39.38,59.33
2017-10-04,39.34,59.29
2017-10-05,39.53,59.86
2017-10-06,39.63,59.95
2017-10-09,39.86,60.1
2017-10-10,39.65,60.16
2017-10-11,39.3,60.36
2017-10-12,39.19,60.21
2017-10-13,39.67,60.5
2017-10-16,39.76,60.72
2017-10-17,39.79,60.72
2017-10-18,40.25,60.87
2017-10-19,40.09,60.69
2017-10-20,40.43,61.1
2017-10-23,40.83,60.81
2017-10-24,40.95,60.98
2017-10-25,40.78,60.65
2017-10-26,41.35,60.9
2017-10-27,44.4,62.54
2017-10-30,44.37,62.68
2017-10-31,45.49,62.95
2017-11-01,46.71,62.96
2017-11-02,47.1,62.99
2017-11-03,46.34,63.49
2017-11-06,46.7,63.63
2017-11-07,46.78,63.66
2017-11-08,46.7,64.01
2017-11-09,46.3,63.5
2017-11-10,45.58,63.5
2017-11-13,45.75,63.48
2017-11-14,45.86,63.35
2017-11-15,45.46,62.88
2017-11-16,45.65,63.76
2017-11-17,44.63,63.35
2017-11-20,44.62,63.59
2017-11-21,44.94,64.26
2017-11-22,44.65,64.14
2017-11-24,44.75,64.5
2017-11-27,44.49,64.5
2017-11-28,44.73,64.71
2017-11-29,43.95,63.28
2017-11-30,44.84,63.84
2017-12-01,44.68,63.51
2017-12-04,44.49,62.49
2017-12-05,43.44,62.51
2017-12-06,43.45,62.91
2017-12-07,43.08,63.3
2017-12-08,43.35,63.6
2017-12-11,43.66,64.15
2017-12-12,43.33,64.13
2017-12-13,43.34,64.15
2017-12-14,43.26,64.07
2017-12-15,44.56,64.56
2017-12-18,46.26,65.13
2017-12-19,47.04,64.73
2017-12-20,47.56,64.71
2017-12-21,46.76,64.58
2017-12-22,46.7,64.54
2017-12-26,46.08,64.11
2017-12-27,46.11,64.18
2017-12-28,46.22,64.29
2017-12-29,46.16,63.95
2018-01-02,46.85,64.74
2018-01-03,45.26,65.28
2018-01-04,44.43,65.61
2018-01-05,44.74,66.3
2018-01-08,44.74,66.55
2018-01-09,43.62,66.38
2018-01-10,42.5,66.15
2018-01-11,43.41,66.42
2018-01-12,43.24,66.81
2018-01-16,43.14,66.55
2018-01-17,44.39,67.55
2018-01-18,44.48,67.67
2018-01-19,44.82,67.8
2018-01-22,45.75,68.46
2018-01-23,46.06,68.76
2018-01-24,45.51,68.23
2018-01-25,45.3,68.11
2018-01-26,50.08,69.19
2018-01-29,49.98,68.56
2018-01-30,48.79,67.94
2018-01-31,48.14,68.45
2018-02-01,47.65,68.51
2018-02-02,46.15,66.48
2018-02-05,44.52,63.7
2018-02-06,44.91,65.53
2018-02-07,45.2,64.69
2018-02-08,42.75,62.01
2018-02-09,43.95,63.53
2018-02-12,44.83,64.67
2018-02-13,44.46,64.83
2018-02-14,45.38,66.02
2018-02-15,45.92,67.28
2018-02-16,45.56,67.18
2018-02-20,46.32,67.24
2018-02-21,45.94,66.81
2018-02-22,45.8,66.89
2018-02-23,47.73,68.29
2018-02-26,49.11,69.36
2018-02-27,49.91,68.66
2018-02-28,49.29,68.17
2018-03-01,47.84,67.04
2018-03-02,48.98,67.68
2018-03-05,49.75,68.37
2018-03-06,50.71,68.52
2018-03-07,51.32,68.9
2018-03-08,50.74,69.2
2018-03-09,52.19,70.51
2018-03-12,51.52,70.73
2018-03-13,51.78,69.92
2018-03-14,51.86,69.86
2018-03-15,50.88,69.9
2018-03-16,51.17,69.61
2018-03-19,50.83,68.23
2018-03-20,51.55,68.2
2018-03-21,51.56,67.79
2018-03-22,50.83,66.04
2018-03-23,49.36,64.28
2018-03-26,52.48,66.72
2018-03-27,51.19,64.58
2018-03-28,49.6,64.15
2018-03-29,52.08,65.42
2018-04-02,48.92,63.86
2018-04-03,49.75,64.49
2018-04-04,49.99,65.39
2018-04-05,50.38,65.66
2018-04-06,48.79,64.05
2018-04-09,49.55,64.55
2018-04-10,51.27,66.14
2018-04-11,51.1,65.75
2018-04-12,52.72,66.54
2018-04-13,51.86,66.32
2018-04-16,52.4,66.83
2018-04-17,53.54,68.07
2018-04-18,53.61,67.89
2018-04-19,52.22,67.14
2018-04-20,51.53,66.21
2018-04-23,51.1,65.97
2018-04-24,51.45,64.82
2018-04-25,51.38,64.83
2018-04-26,53.05,66.01
2018-04-27,52.73,65.89
2018-04-30,51.62,65.46
2018-05-01,53.33,66.28
2018-05-02,52.31,66.21
2018-05-03,52.28,66.36
2018-05-04,52.78,67.62
2018-05-07,53.33,68.09
2018-05-08,53.63,68.24
2018-05-09,54.34,69.08
2018-05-10,54.98,69.98
2018-05-11,54.67,69.88
2018-05-14,54.9,69.87
2018-05-15,53.92,69.21
2018-05-16,54.64,69.52
2018-05-17,54.81,69.16
2018-05-18,53.5,68.87
2018-05-21,54.32,69.47
2018-05-22,54.45,69.37
2018-05-23,55.21,69.88
2018-05-24,54.75,69.8
2018-05-25,55.44,69.75
2018-05-29,55.32,69.37
2018-05-30,55.68,69.88
2018-05-31,55.2,69.9
2018-06-01,57.08,71.09
2018-06-04,56.83,71.66
2018-06-05,56.53,71.91
2018-06-06,57.03,72.38
2018-06-07,55.88,71.8
2018-06-08,55.05,71.68
2018-06-11,54.52,71.76
2018-06-12,54.82,72.11
2018-06-13,55.03,71.74
2018-06-14,55.54,72.25
2018-06-15,55.11,71.72
2018-06-18,53.22,71.8
2018-06-19,52.93,71.43
2018-06-20,53.46,71.58
2018-06-21,52.19,71.03
2018-06-22,52.5,70.8
2018-06-25,50.71,69.33
2018-06-26,49.67,69.61
2018-06-27,48.76,68.66
2018-06-28,49.25,69.5
2018-06-29,49.71,69.47
2018-07-02,50.2,70.09
2018-07-03,49.47,69.26
2018-07-05,50.75,70.24
2018-07-06,51.37,71.06
2018-07-09,51.86,71.6
2018-07-10,52.16,71.77
2018-07-11,51.2,71.49
2018-07-12,52.35,72.62
2018-07-13,52.22,72.54
2018-07-16,52.01,72.37
2018-07-17,51.75,72.91
2018-07-18,51.72,72.79
2018-07-19,51.98,72.53
2018-07-20,51.91,72.55
2018-07-23,52.31,72.92
2018-07-24,52.18,73.32
2018-07-25,52.43,74.24
2018-07-26,52.16,73.1
2018-07-27,47.68,71.85
2018-07-30,47.69,70.73
2018-07-31,48.1,70.92
2018-08-01,48.81,71.56
2018-08-02,49.48,72.46
2018-08-03,49.63,72.72
2018-08-06,49.3,73.11
2018-08-07,49.7,73.39
2018-08-08,49.96,73.59
2018-08-09,50.14,73.62
2018-08-10,48.85,73.03
2018-08-13,48.45,72.93
2018-08-14,48.12,73.38
2018-08-15,47.46,72.72
2018-08-16,47.17,73.04
2018-08-17,47.1,73.15
2018-08-20,46.5,73.04
2018-08-21,47.62,73.16
2018-08-22,47.05,73.38
2018-08-23,46.98,73.54
2018-08-24,47.66,74.28
2018-08-27,48.35,74.96
2018-08-28,48.57,75.09
2018-08-29,48.75,75.77
2018-08-30,48.24,75.54
2018-08-31,48.43,75.6
2018-09-04,47.96,75.31
2018-09-05,47.72,74.37
2018-09-06,47.26,73.83
2018-09-07,46.45,73.58
2018-09-10,46.3,73.81
2018-09-11,44.93,74.44
2018-09-12,44.93,74.13
2018-09-13,45.57,75.0
2018-09-14,45.54,74.94
2018-09-17,45.42,74.0
2018-09-18,46.1,74.47
2018-09-19,46.15,74.28
2018-09-20,47.2,75.16
2018-09-21,46.66,74.61
2018-09-24,46.91,74.98
2018-09-25,45.91,74.89
2018-09-26,45.7,74.61
2018-09-27,45.88,75.05
2018-09-28,47.29,75.33
2018-10-01,46.45,75.69
2018-10-02,48.1,75.7
2018-10-03,48.76,75.93
2018-10-04,48.13,74.56
2018-10-05,47.03,73.62
2018-10-08,47.03,72.79
2018-10-09,46.55,73.05
2018-10-10,44.8,69.51
2018-10-11,44.23,68.63
2018-10-12,44.88,70.83
2018-10-15,44.53,69.67
2018-10-16,45.94,71.77
2018-10-17,45.89,71.44
2018-10-18,44.97,70.04
2018-10-19,44.0,70.01
2018-10-22,45.01,70.59
2018-10-23,44.5,70.32
2018-10-24,42.42,67.17
2018-10-25,44.31,69.48
2018-10-26,45.69,68.09
