date,INTC,XLK
2018-10-29,45.4,66.94
2018-10-30,47.76,67.69
2018-10-31,46.88,69.3
2018-11-01,48.22,70.11
2018-11-02,47.11,68.74
2018-11-05,47.97,68.67
2018-11-06,47.25,69.1
2018-11-07,48.72,71.13
2018-11-08,48.99,71.07
2018-11-09,48.11,69.84
2018-11-12,46.65,67.38
2018-11-13,47.39,67.46
2018-11-14,47.09,66.65
2018-11-15,48.11,68.32
2018-11-16,48.83,68.21
2018-11-19,48.0,65.61
2018-11-20,47.39,64.2
2018-11-21,47.03,64.67
2018-11-23,46.54,64.08
2018-11-26,47.45,65.53
2018-11-27,48.07,65.66
2018-11-28,48.86,67.96
2018-11-29,47.7,67.3
2018-11-30,49.31,67.94
2018-12-03,50.13,69.44
2018-12-04,47.75,66.81
2018-12-06,48.37,66.96
2018-12-07,46.24,64.6
2018-12-10,47.21,65.49
2018-12-11,47.38,65.57
2018-12-12,47.83,66.08
2018-12-13,48.29,66.19
2018-12-14,47.86,64.57
2018-12-17,47.08,63.2
2018-12-18,47.74,63.7
2018-12-19,45.57,62.44
2018-12-20,45.54,61.32
2018-12-21,44.84,59.2
2018-12-24,43.59,57.62
2018-12-26,46.19,61.1
2018-12-27,46.36,61.54
2018-12-28,46.75,61.4
2018-12-31,46.93,61.98
2019-01-02,47.08,62.02
2019-01-03,44.49,58.89
2019-01-04,47.22,61.5
2019-01-07,47.44,62.05
2019-01-08,47.74,62.57
2019-01-09,48.01,63.38
2019-01-10,48.56,63.66
2019-01-11,48.93,63.54
2019-01-14,48.35,62.95
2019-01-15,48.6,63.9
2019-01-16,48.13,63.96
2019-01-17,48.47,64.37
2019-01-18,49.19,65.35
2019-01-22,48.27,64.25
2019-01-23,47.94,64.47
2019-01-24,49.76,65.01
2019-01-25,47.04,65.93
2019-01-28,46.71,65.05
2019-01-29,46.54,64.35
2019-01-30,47.54,66.35
2019-01-31,47.12,66.28
2019-02-01,48.73,66.67
2019-02-04,49.22,67.74
2019-02-05,50.01,68.31
2019-02-06,49.9,68.54
2019-02-07,49.23,67.6
2019-02-08,48.84,67.99
2019-02-11,48.77,67.96
2019-02-12,50.01,68.86
2019-02-13,50.47,68.95
2019-02-14,50.81,69.07
2019-02-15,51.66,69.62
2019-02-19,51.4,69.64
2019-02-20,51.39,69.72
2019-02-21,51.41,69.75
2019-02-22,52.49,70.64
2019-02-25,53.1,70.98
2019-02-26,53.23,71.13
2019-02-27,53.24,71.06
2019-02-28,52.96,70.86
2019-03-01,53.3,71.34
2019-03-04,53.94,71.07
2019-03-05,53.68,70.86
2019-03-06,52.95,70.49
2019-03-07,52.6,69.82
2019-03-08,52.48,69.81
2019-03-11,53.35,71.31
2019-03-12,53.57,71.73
2019-03-13,54.37,72.2
2019-03-14,53.44,72.35
2019-03-15,54.33,72.99
2019-03-18,54.1,73.3
2019-03-19,54.17,73.45
2019-03-20,53.82,73.25
2019-03-21,54.64,75.09
2019-03-22,53.26,73.32
2019-03-25,52.78,73.0
2019-03-26,53.44,73.4
2019-03-27,53.16,72.98
2019-03-28,53.11,73.28
2019-03-29,53.7,74.0
2019-04-01,54.51,75.01
2019-04-02,54.36,75.27
2019-04-03,55.48,75.88
2019-04-04,55.92,75.56
2019-04-05,55.6,75.92
2019-04-08,55.68,76.21
2019-04-09,55.32,75.85
2019-04-10,55.75,76.38
2019-04-11,55.8,76.28
2019-04-12,56.42,76.81
2019-04-15,56.28,76.78
2019-04-16,56.71,77.17
2019-04-17,58.56,77.6
2019-04-18,58.49,77.82
2019-04-22,58.82,78.0
2019-04-23,58.78,78.85
2019-04-24,58.72,78.88
2019-04-25,57.61,78.86
2019-04-26,52.43,78.56
2019-04-29,51.11,78.58
2019-04-30,51.04,78.71
2019-05-01,50.76,78.51
2019-05-02,50.55,78.1
2019-05-03,51.75,78.84
2019-05-06,51.22,78.23
2019-05-07,50.48,76.55
2019-05-08,49.24,76.46
2019-05-09,46.62,75.94
2019-05-10,46.2,76.18
2019-05-13,44.76,73.31
2019-05-14,45.17,74.49
2019-05-15,45.62,75.3
2019-05-16,45.53,75.99
2019-05-17,44.89,75.38
2019-05-20,43.56,74.07
2019-05-21,44.46,74.98
2019-05-22,44.0,74.59
2019-05-23,44.53,73.28
2019-05-24,44.57,73.3
2019-05-28,43.57,73.09
2019-05-29,44.23,72.66
2019-05-30,44.73,73.11
2019-05-31,44.04,71.89
2019-06-03,43.46,70.63
2019-06-04,44.79,72.99
2019-06-05,44.55,73.94
2019-06-06,45.1,74.8
2019-06-07,46.03,76.19
2019-06-10,46.8,76.97
2019-06-11,46.85,76.97
2019-06-12,46.32,76.54
2019-06-13,46.7,76.77
2019-06-14,46.19,76.1
2019-06-17,46.13,76.16
2019-06-18,47.37,77.54
2019-06-19,47.07,77.82
2019-06-20,47.19,78.96
2019-06-21,47.46,78.31
2019-06-24,47.63,78.46
2019-06-25,46.85,77.02
2019-06-26,48.19,77.85
2019-06-27,47.46,78.05
2019-06-28,47.87,78.04
2019-07-01,48.05,79.28
2019-07-02,48.12,79.49
2019-07-03,48.52,80.1
2019-07-05,48.08,79.95
2019-07-08,47.82,79.34
2019-07-09,47.75,79.62
2019-07-10,48.21,80.25
2019-07-11,48.6,80.55
2019-07-12,49.92,81.14
2019-07-15,50.12,81.41
2019-07-16,49.17,80.65
2019-07-17,49.39,80.44
2019-07-18,49.94,81.04
2019-07-19,50.27,80.69
2019-07-22,51.35,81.62
2019-07-23,51.75,82.07
2019-07-24,52.92,82.75
2019-07-25,52.16,82.41
2019-07-26,51.59,82.59
2019-07-29,52.51,82.54
2019-07-30,51.7,82.01
2019-07-31,50.55,80.77
2019-08-01,49.5,80.36
2019-08-02,48.68,79.05
2019-08-05,46.97,75.75
2019-08-06,46.96,77.01
2019-08-07,46.73,77.49
2019-08-08,47.17,79.39
2019-08-09,45.98,78.49
2019-08-12,45.6,77.46
2019-08-13,46.84,79.4
2019-08-14,45.87,76.96
2019-08-15,45.7,76.82
2019-08-16,46.5,78.28
2019-08-19,47.23,79.47
2019-08-20,46.6,79.07
2019-08-21,47.15,80.0
2019-08-22,46.78,79.81
2019-08-23,44.96,77.17
2019-08-26,45.56,78.24
2019-08-27,45.79,78.12
2019-08-28,45.79,78.19
2019-08-29,46.87,79.55
2019-08-30,47.41,79.53
2019-09-03,46.98,78.56
2019-09-04,48.92,79.9
2019-09-05,50.1,81.57
2019-09-06,50.92,81.5
2019-09-09,51.59,80.89
2019-09-10,51.82,80.48
2019-09-11,52.79,81.32
2019-09-12,53.01,81.76
2019-09-13,52.54,81.16
2019-09-16,52.2,80.96
2019-09-17,51.95,81.29
2019-09-18,51.74,81.28
2019-09-19,51.57,81.46
2019-09-20,50.72,80.26
2019-09-23,50.9,80.51
2019-09-24,49.82,79.73
2019-09-25,51.02,80.68
2019-09-26,50.92,80.77
2019-09-27,50.78,79.69
2019-09-30,51.53,80.53
2019-10-01,50.76,79.78
2019-10-02,49.39,78.28
2019-10-03,50.03,79.24
2019-10-04,50.92,80.55
2019-10-07,50.62,80.21
2019-10-08,49.725,78.74
2019-10-09,50.48,79.91
2019-10-10,51.11,80.46
2019-10-11,52.09,81.57
2019-10-14,51.64,81.52
2019-10-15,52.65,82.42
2019-10-16,52.445,81.85
2019-10-17,51.86,81.69
2019-10-18,51.36,80.91
2019-10-21,52.13,81.78
2019-10-22,52.01,80.68
2019-10-23,51.72,80.75
2019-10-24,52.23,81.93
2019-10-25,56.46,82.92
2019-10-28,56.76,83.97
2019-10-29,56.34,83.21
2019-10-30,56.6,83.72
2019-10-31,56.53,83.67
2019-11-01,56.51,84.67
2019-11-04,57.61,85.11
2019-11-05,57.55,85.01
2019-11-06,57.6,84.97
2019-11-07,58.05,85.64
2019-11-08,58.27,86.12
2019-11-11,58.35,86.16
2019-11-12,58.2,86.45
2019-11-13,57.89,86.64
2019-11-14,57.81,86.54
2019-11-15,57.96,87.24
2019-11-18,58.25,87.5
2019-11-19,58.35,87.67
2019-11-20,57.9,87.14
2019-11-21,58.22,86.7
2019-11-22,57.61,86.59
2019-11-25,58.81,87.85
2019-11-26,58.9,87.93
2019-11-27,58.51,88.42
2019-11-29,58.05,88.16
2019-12-02,57.66,86.9
2019-12-03,56.07,86.13
2019-12-04,56.02,86.48
2019-12-05,56.08,86.8
2019-12-06,56.81,87.76
2019-12-09,56.53,87.3
2019-12-10,56.59,87.37
2019-12-11,57.07,87.96
2019-12-12,57.55,88.9
2019-12-13,57.79,89.49
2019-12-16,57.7,90.29
2019-12-17,57.3,90.08
2019-12-18,57.17,90.07
2019-12-19,57.96,90.72
2019-12-20,58.95,90.95
2019-12-23,59.23,91.21
2019-12-24,59.41,91.24
2019-12-26,59.82,91.92
2019-12-27,60.08,91.91
2019-12-30,59.62,91.38
2019-12-31,59.85,91.67
2020-01-02,60.84,93.39
2020-01-03,60.1,92.34
2020-01-06,59.93,92.56
2020-01-07,58.93,92.52
2020-01-08,58.97,93.51
2020-01-09,59.3,94.57
2020-01-10,58.94,94.35
2020-01-13,59.59,95.53
2020-01-14,59.43,95.08
2020-01-15,58.94,95.19
2020-01-16,59.66,96.47
2020-01-17,59.6,97.12
2020-01-21,60.55,97.08
2020-01-22,62.73,97.43
2020-01-23,63.32,97.89
2020-01-24,68.47,97.43
2020-01-27,65.69,95.11
2020-01-28,67.31,96.93
2020-01-29,66.33,97.18
2020-01-30,66.47,98.02
2020-01-31,63.93,95.33
2020-02-03,64.42,96.59
2020-02-04,65.46,99.12
2020-02-05,67.34,99.7
2020-02-06,67.09,100.61
2020-02-07,66.02,99.69
2020-02-10,66.39,101.04
2020-02-11,67.41,100.7
2020-02-12,67.46,101.79
2020-02-13,67.44,101.52
2020-02-14,67.27,101.96
2020-02-18,66.14,101.58
2020-02-19,67.11,102.79
2020-02-20,65.45,101.72
2020-02-21,64.34,99.44
2020-02-24,61.76,95.33
2020-02-25,59.73,92.28
2020-02-26,59.65,92.7
2020-02-27,55.83,87.7
2020-02-28,55.52,88.37
2020-03-02,58.18,93.48
2020-03-03,55.97,89.93
2020-03-04,58.68,93.79
2020-03-05,56.96,90.83
2020-03-06,55.77,88.91
2020-03-09,50.85,82.16
2020-03-10,53.98,87.64
2020-03-11,51.66,83.5
2020-03-12,45.54,75.35
2020-03-13,54.43,84.19
2020-03-16,44.61,72.56
2020-03-17,50.08,77.5
2020-03-18,47.61,74.58
2020-03-19,45.94,74.85
2020-03-20,45.83,71.42
2020-03-23,49.58,70.4
2020-03-24,52.4,77.61
2020-03-25,51.26,77.51
2020-03-26,55.54,82.31
2020-03-27,52.37,78.59
2020-03-30,55.49,81.9
2020-03-31,54.12,80.37
2020-04-01,51.88,76.54
2020-04-02,54.35,78.33
2020-04-03,54.13,77.12
2020-04-06,58.43,83.7
2020-04-07,58.4,82.95
2020-04-08,58.98,85.18
2020-04-09,57.14,85.2
2020-04-13,58.7,85.39
2020-04-14,60.66,88.97
2020-04-15,58.87,87.03
2020-04-16,60.79,88.09
2020-04-17,60.36,89.26
2020-04-20,59.18,87.83
2020-04-21,56.36,84.15
2020-04-22,60.1,87.39
2020-04-23,59.04,86.79
2020-04-24,59.26,88.63
2020-04-27,59.47,89.39
2020-04-28,58.75,88.2
2020-04-29,61.8,91.82
2020-04-30,59.98,91.41
2020-05-01,57.47,88.9
2020-05-04,57.99,90.08
2020-05-05,58.75,91.32
2020-05-06,59.18,92.03
2020-05-07,59.17,93.41
2020-05-08,59.67,94.78
2020-05-11,60.13,95.41
2020-05-12,58.39,93.44
2020-05-13,57.74,91.83
2020-05-14,59.08,93.0
2020-05-15,58.28,93.47
2020-05-18,59.92,95.76
2020-05-19,60.29,95.41
2020-05-20,63.1,97.5
2020-05-21,61.98,96.14
2020-05-22,62.255,96.49
2020-05-26,62.34,96.39
2020-05-27,63.56,96.94
2020-05-28,61.7,96.75
2020-05-29,62.93,97.97
2020-06-01,61.86,97.94
2020-06-02,62.12,98.86
2020-06-03,61.93,99.63
2020-06-04,62.97,98.81
2020-06-05,64.34,101.41
2020-06-08,63.67,101.92
2020-06-09,63.04,102.4
2020-06-10,63.87,104.11
2020-06-11,59.7,98.14
2020-06-12,59.33,99.41
2020-06-15,60.1,100.37
2020-06-16,60.4,102.51
2020-06-17,60.49,102.49
2020-06-18,60.08,102.95
2020-06-19,59.62,102.24
2020-06-22,60.09,103.88
2020-06-23,59.92,104.63
2020-06-24,59.09,102.27
2020-06-25,58.51,103.58
2020-06-26,57.5,101.54
2020-06-29,58.27,102.65
2020-06-30,59.83,104.49
2020-07-01,58.81,104.66
2020-07-02,59.13,105.27
2020-07-06,59.54,107.11
2020-07-07,58.31,105.99
2020-07-08,58.61,107.72
2020-07-09,58.42,108.11
2020-07-10,59.53,108.08
2020-07-13,58.58,105.84
2020-07-14,58.98,107.06
2020-07-15,59.03,107.64
2020-07-16,59.14,106.31
2020-07-17,60.0,106.83
2020-07-20,61.15,109.56
2020-07-21,60.7,108.46
2020-07-22,61.05,109.33
2020-07-23,60.4,106.49
2020-07-24,50.59,105.2
2020-07-27,49.57,106.86
2020-07-28,49.24,105.61
2020-07-29,48.07,107.14
2020-07-30,47.99,107.74
2020-07-31,47.73,110.43
2020-08-03,48.3,113.15
2020-08-04,49.13,113.44
2020-08-05,48.92,113.86
2020-08-06,48.57,115.46
2020-08-07,48.03,113.74
2020-08-10,49.22,113.42
2020-08-11,48.19,111.38
2020-08-12,49.19,113.91
2020-08-13,48.56,113.96
2020-08-14,48.89,113.88
2020-08-17,48.93,114.64
2020-08-18,48.65,115.07
2020-08-19,48.33,114.93
2020-08-20,49.17,116.46
2020-08-21,49.28,117.94
2020-08-24,49.14,118.96
2020-08-25,49.43,119.56
2020-08-26,49.55,121.99
2020-08-27,49.4,122.09
2020-08-28,50.43,123.16
2020-08-31,50.95,123.55
2020-09-01,50.79,125.91
2020-09-02,52.25,127.03
2020-09-03,50.39,119.79
2020-09-04,50.08,118.12
2020-09-08,48.91,112.78
2020-09-09,49.62,116.46
2020-09-10,48.96,113.83
2020-09-11,49.28,112.96
2020-09-14,49.41,115.33
2020-09-15,50.0,116.47
2020-09-16,50.37,114.67
2020-09-17,50.32,113.72
2020-09-18,49.89,111.76
2020-09-21,49.72,112.44
2020-09-22,49.95,114.22
2020-09-23,48.82,110.66
2020-09-24,49.16,111.28
2020-09-25,49.94,113.94
2020-09-28,51.43,116.12
2020-09-29,51.19,115.73
2020-09-30,51.78,116.7
2020-10-01,52.24,117.93
2020-10-02,51.01,114.94
2020-10-05,51.69,117.46
2020-10-06,51.37,115.64
2020-10-07,52.67,117.76
2020-10-08,53.37,118.37
2020-10-09,52.82,120.18
2020-10-12,53.88,123.46
2020-10-13,53.83,122.67
2020-10-14,53.55,122.02
2020-10-15,53.85,121.47
2020-10-16,54.16,121.12
2020-10-19,54.58,118.9
2020-10-20,53.43,119.31
2020-10-21,53.5,119.13
2020-10-22,53.9,118.57
2020-10-23,48.2,118.44
2020-10-26,46.72,115.87
2020-10-27,45.64,116.45
2020-10-28,44.25,111.51
2020-10-29,44.11,113.37
2020-10-30,44.28,110.86
2020-11-02,44.46,111.14
2020-11-03,44.85,113.1
2020-11-04,45.7,117.5
2020-11-05,45.68,121.15
2020-11-06,45.39,121.58
2020-11-09,45.6,120.7
2020-11-10,45.44,118.45
2020-11-11,46.35,121.26
2020-11-12,44.95,120.18
2020-11-13,45.46,121.2
2020-11-16,46.19,122.37
2020-11-17,45.53,121.69
2020-11-18,45.06,120.39
2020-11-19,45.62,121.36
2020-11-20,45.39,120.11
2020-11-23,46.06,120.08
2020-11-24,47.01,121.75
2020-11-25,47.05,122.01
2020-11-27,47.45,122.66
2020-11-30,48.35,123.48
2020-12-01,49.56,125.06
2020-12-02,49.9,124.87
2020-12-03,50.99,124.79
2020-12-04,51.985,126.04
2020-12-07,50.2,126.4
2020-12-08,50.69,126.81
2020-12-09,50.07,124.38
2020-12-10,50.26,124.56
2020-12-11,49.73,124.3
2020-12-14,50.47,124.75
2020-12-15,50.665,126.83
2020-12-16,51.12,127.69
2020-12-17,50.65,128.7
2020-12-18,47.46,128.25
2020-12-21,46.36,128.08
2020-12-22,46.17,129.19
2020-12-23,46.57,128.21001
2020-12-24,47.07,129.06
2020-12-28,47.07,130.52
2020-12-29,49.39,129.89999
2020-12-30,48.75,129.83
2020-12-31,49.82,130.02
2021-01-04,49.67,127.9
2021-01-05,50.61,128.73
2021-01-06,51.1,126.51
2021-01-07,52.19,129.92
2021-01-08,51.65,130.75999
2021-01-11,51.54,129.67999
2021-01-12,53.24,129.06
2021-01-13,56.95,129.88
2021-01-14,59.25,128.74001
2021-01-15,57.58,127.42
2021-01-19,57.99,129.08
2021-01-20,58.67,131.64
2021-01-21,62.46,133.34
2021-01-22,56.66,132.83
2021-01-25,55.44,133.94
2021-01-26,55.21,134.03
2021-01-27,53.59,131.5
2021-01-28,56.065,132.03999
2021-01-29,55.51,128.92999
2021-02-01,56.69,132.16
2021-02-02,58.0,133.95
2021-02-03,57.68,133.49001
2021-02-04,58.79,135.62
2021-02-05,58.18,135.32001
2021-02-08,59.16,136.74001
2021-02-09,58.78,136.58
2021-02-10,58.86,136.38
2021-02-11,60.66,137.88
2021-02-12,61.81,138.59
2021-02-16,62.47,138.14
2021-02-17,61.85,136.92
2021-02-18,61.61,136.25
2021-02-19,63.01,136.05
2021-02-22,60.71,133.05
2021-02-23,61.12,132.67999
2021-02-24,63.19,134.71001
2021-02-25,60.4,130.0
2021-02-26,60.78,130.69
2021-03-01,62.88,134.89999
2021-03-02,61.24,132.75999
2021-03-03,59.9,129.42
2021-03-04,58.33,126.56
2021-03-05,60.74,128.95
2021-03-08,59.85,125.83
2021-03-09,62.67,130.11
2021-03-10,62.25,129.59
2021-03-11,63.31,132.36
2021-03-12,62.9,131.41
2021-03-15,63.79,132.81
2021-03-16,64.78,133.81
2021-03-17,65.78,133.7
2021-03-18,63.725,129.99001
2021-03-19,63.76,129.60001
2021-03-22,65.63,131.87
2021-03-23,63.48,131.05
2021-03-24,62.04,129.46001
2021-03-25,62.02,129.38
2021-03-26,64.87,132.67
2021-03-29,64.5,131.98
2021-03-30,63.77,130.73
2021-03-31,64.0,132.81
2021-04-01,64.55,135.48
2021-04-05,66.54,138.28
2021-04-06,65.56,137.69
2021-04-07,66.25,138.42
2021-04-08,67.05,140.42
2021-04-09,68.26,141.77
2021-04-12,65.405,141.09
2021-04-13,65.22,142.42
2021-04-14,64.19,140.91
2021-04-15,65.02,143.33
2021-04-16,64.75,143.3
2021-04-19,63.63,142.11
2021-04-20,62.7,140.85001
2021-04-21,63.7,142.27
2021-04-22,62.57,140.60001
2021-04-23,59.24,142.7
2021-04-26,58.76,143.42999
2021-04-27,57.97,143.08
2021-04-28,57.62,141.75
2021-04-29,58.28,141.63
2021-04-30,57.53,139.7
2021-05-03,57.26,139.31
2021-05-04,56.9,136.81
2021-05-05,56.85,136.48
2021-05-06,57.19,137.85001
2021-05-07,57.67,139.03
2021-05-10,55.97,135.52
2021-05-11,55.04,135.11
2021-05-12,53.62,131.31
2021-05-13,54.01,133.05
2021-05-14,55.35,135.98
2021-05-17,55.33,134.98
2021-05-18,54.84,133.89999
2021-05-19,55.36,134.37
2021-05-20,55.95,136.94
2021-05-21,56.08,136.19
2021-05-24,56.96,138.61
2021-05-25,56.87,138.64999
2021-05-26,56.92,138.64
2021-05-27,57.73,137.91
2021-05-28,57.12,138.39999
2021-06-01,56.89,137.72
2021-06-02,57.48,138.67
2021-06-03,56.24,137.38
2021-06-04,57.37,140.02
2021-06-07,57.09,139.99001
2021-06-08,57.0,140.0
2021-06-09,57.0,140.10001
2021-06-10,57.38,141.13
2021-06-11,57.85,141.97
2021-06-14,58.19,143.41
2021-06-15,57.99,142.53
2021-06-16,57.22,141.75999
2021-06-17,57.18,143.39999
2021-06-18,55.67,142.09
2021-06-21,55.87,143.35001
2021-06-22,55.87,144.64999
2021-06-23,55.26,144.49001
2021-06-24,56.07,145.39999
2021-06-25,55.91,145.23
2021-06-28,57.48,146.75
2021-06-29,56.75,147.82001
2021-06-30,56.14,147.66
2021-07-01,56.01,147.91
2021-07-02,56.76,149.86
2021-07-06,56.09,150.42999
2021-07-07,55.96,151.25
2021-07-08,55.39,149.82001
2021-07-09,55.99,151.2
2021-07-12,56.73,151.32001
2021-07-13,56.87,151.94
2021-07-14,56.52,153.06
2021-07-15,55.81,151.8
2021-07-16,54.97,150.3
2021-07-19,54.64,148.23
2021-07-20,55.24,150.42999
2021-07-21,56.23,151.88
2021-07-22,55.96,153.0
2021-07-23,53.0,154.52
2021-07-26,54.31,154.44
2021-07-27,53.18,152.98
2021-07-28,53.07,152.78999
2021-07-29,53.7,153.5
2021-07-30,53.72,153.39999
2021-08-02,53.68,152.85001
2021-08-03,54.06,153.83
2021-08-04,53.9,154.14
2021-08-05,53.89,154.99001
2021-08-06,53.92,154.86
2021-08-09,54.05,154.36
2021-08-10,53.94,153.25
2021-08-11,54.14,153.27
2021-08-12,53.54,154.14999
2021-08-13,53.49,154.99001
2021-08-16,53.47,155.69
2021-08-17,52.69,154.39999
2021-08-18,52.19,152.27
2021-08-19,52.44,153.75999
2021-08-20,52.01,155.74001
2021-08-23,53.23,157.75
2021-08-24,53.81,157.57001
2021-08-25,53.81,157.48
2021-08-26,53.13,156.49001
2021-08-27,53.89,158.0
2021-08-30,53.94,159.7
2021-08-31,54.06,158.86
2021-09-01,53.67,158.89999
2021-09-02,53.73,158.73
2021-09-03,53.51,159.36
2021-09-07,53.65,159.39999
2021-09-08,53.57,158.78999
2021-09-09,53.4,158.19
2021-09-10,53.84,156.63
2021-09-13,54.99,156.67999
2021-09-14,54.52,156.48
2021-09-15,55.12,157.85001
2021-09-16,54.83,157.94
2021-09-17,54.26,155.48
2021-09-20,52.98,152.38
2021-09-21,52.87,152.44
2021-09-22,53.5,154.53
2021-09-23,54.03,156.60001
2021-09-24,54.22,156.71001
2021-09-27,54.66,155.19
2021-09-28,54.0,150.59
2021-09-29,53.49,150.39999
2021-09-30,53.28,149.32001
2021-10-01,53.86,151.57001
2021-10-04,53.47,148.06
2021-10-05,53.95,150.17
2021-10-06,53.98,151.14999
2021-10-07,54.18,152.53
2021-10-08,53.81,151.96001
2021-10-11,53.44,151.12
2021-10-12,52.17,150.34
2021-10-13,52.26,151.25999
2021-10-14,53.9,154.67
2021-10-15,54.46,155.91
2021-10-18,54.47,157.23
2021-10-19,55.21,158.78999
2021-10-20,55.37,158.35001
2021-10-21,56.0,158.96001
2021-10-22,49.46,158.41
2021-10-25,49.41,158.92999
2021-10-26,48.28,159.38
2021-10-27,47.89,159.24001
2021-10-28,48.08,160.84
2021-10-29,49.0,161.53
2021-11-01,49.55,161.28999
2021-11-02,49.86,162.71001
2021-11-03,50.39,163.66
2021-11-04,50.31,166.22
2021-11-05,50.92,167.08
2021-11-08,51.55,167.98
2021-11-09,51.2,167.28999
2021-11-10,50.76,164.53
2021-11-11,50.53,165.3
2021-11-12,50.31,167.31
2021-11-15,50.32,167.14
2021-11-16,50.61,168.89999
2021-11-17,50.23,168.39
2021-11-18,49.68,170.07001
2021-11-19,49.52,171.31
2021-11-22,49.83,169.39999
2021-11-23,49.1,169.00999
2021-11-24,49.76,170.24001
2021-11-26,48.78,165.99001
2021-11-29,50.0,170.14
2021-11-30,49.2,168.72
2021-12-01,48.6,166.41
2021-12-02,49.5,167.94
2021-12-03,49.25,165.13
2021-12-06,50.99,166.7
2021-12-07,52.57,172.52
2021-12-08,51.75,173.31
2021-12-09,50.48,171.44
2021-12-10,50.59,174.88
2021-12-13,50.0,172.28
2021-12-14,49.7,169.45
2021-12-15,50.67,173.94
2021-12-16,50.83,169.00999
2021-12-17,50.62,167.88
2021-12-20,49.6,165.57001
2021-12-21,50.77,169.75999
2021-12-22,50.97,171.98
2021-12-23,51.31,172.94
2021-12-27,51.94,176.64999
2021-12-28,51.76,175.73
2021-12-29,51.83,175.88
2021-12-30,51.74,174.72
2021-12-31,51.5,173.87
2022-01-03,53.21,175.52
2022-01-04,53.14,173.66
2022-01-05,53.87,168.32001
2022-01-06,54.01,167.47
2022-01-07,53.44,165.92999
2022-01-10,55.21,165.96001
2022-01-11,55.91,167.95
2022-01-12,55.74,168.74001
2022-01-13,54.94,164.37
2022-01-14,55.7,165.75999
2022-01-18,54.76,161.78
2022-01-19,53.62,159.52
2022-01-20,52.04,157.46001
2022-01-21,52.04,154.33
2022-01-24,51.94,155.13
2022-01-25,51.0,151.53999
2022-01-26,51.69,152.42999
2022-01-27,48.05,151.38
2022-01-28,47.73,158.0
2022-01-31,48.82,161.97
2022-02-01,48.95,162.39
2022-02-02,49.51,163.71001
2022-02-03,48.28,158.96001
2022-02-04,48.01,159.60001
2022-02-07,48.18,158.53999
2022-02-08,48.81,160.5
2022-02-09,49.91,164.06
2022-02-10,48.86,159.77
2022-02-11,47.63,154.89
2022-02-14,47.58,154.84
2022-02-15,48.44,158.91
2022-02-16,48.23,158.75
2022-02-17,47.57,154.0
2022-02-18,45.04,152.44
2022-02-22,44.69,151.03
2022-02-23,44.65,147.25
2022-02-24,46.72,152.28
2022-02-25,47.71,154.35001
2022-02-28,47.7,154.07001
2022-03-01,46.82,150.99001
2022-03-02,48.87,154.25999
2022-03-03,47.93,152.42
2022-03-04,48.07,149.75
2022-03-07,47.68,144.27
2022-03-08,47.5,143.57001
2022-03-09,47.63,149.25
2022-03-10,46.66,146.64
2022-03-11,45.83,144.06
2022-03-14,44.4,141.39
2022-03-15,44.81,146.14
2022-03-16,46.63,150.89
2022-03-17,47.14,151.96001
2022-03-18,47.45,155.07001
2022-03-21,47.39,154.49001
2022-03-22,48.39,156.71001
2022-03-23,48.27,154.3
2022-03-24,51.62,158.31
2022-03-25,51.83,158.22
2022-03-28,51.51,160.10001
2022-03-29,52.25,163.5
2022-03-30,51.43,161.32001
2022-03-31,49.56,158.92999
2022-04-01,48.11,158.46001
2022-04-04,49.2,161.47
2022-04-05,48.13,158.07001
2022-04-06,47.54,154.33
2022-04-07,47.56,154.57001
2022-04-08,47.02,152.41
2022-04-11,46.57,148.57001
2022-04-12,46.5,147.91
2022-04-13,47.01,150.28999
2022-04-14,45.67,146.64
2022-04-18,46.64,147.12
2022-04-19,47.93,149.88
2022-04-20,48.11,149.74001
2022-04-21,47.5,147.2
2022-04-22,46.54,143.08
2022-04-25,47.06,145.23
2022-04-26,45.52,139.82001
2022-04-27,45.22,141.89
2022-04-28,46.84,147.57001
2022-04-29,43.59,141.42
2022-05-02,44.96,143.57001
2022-05-03,45.06,143.82001
2022-05-04,46.54,148.87
2022-05-05,44.6,141.71001
2022-05-06,44.3,140.57001
2022-05-09,43.07,135.13
2022-05-10,44.01,137.19
2022-05-11,42.83,132.86
2022-05-12,42.84,131.49001
2022-05-13,43.6,135.86
2022-05-16,43.08,134.66
2022-05-17,44.4,138.56
2022-05-18,42.35,132.22
2022-05-19,42.01,130.77
2022-05-20,41.65,131.06
2022-05-23,42.0,134.07001
2022-05-24,41.67,132.08
2022-05-25,42.2,133.62
2022-05-26,43.48,136.83
2022-05-27,44.55,141.46001
2022-05-31,44.42,140.45
2022-06-01,44.11,140.03
2022-06-02,44.84,143.42
2022-06-03,43.39,139.99001
2022-06-06,43.34,140.0
2022-06-07,43.53,141.67
2022-06-08,41.23,140.07001
2022-06-09,40.01,136.33
2022-06-10,39.18,131.09
2022-06-13,37.77,125.28
2022-06-14,37.93,126.07
2022-06-15,38.65,128.73
2022-06-16,37.34,123.49
2022-06-17,36.97,124.62
2022-06-21,37.73,127.46
2022-06-22,37.38,126.92
2022-06-23,37.41,128.82001
2022-06-24,38.61,133.45
2022-06-27,38.63,132.55
2022-06-28,37.78,128.58
2022-06-29,37.29,128.84
2022-06-30,37.41,127.12
