date,HON,XLI
2022-10-24,186.89999,89.87
2022-10-25,189.64999,91.08
2022-10-26,190.27,91.4
2022-10-27,196.49001,92.47
2022-10-28,204.92999,94.62
2022-10-31,204.02,94.35
2022-11-01,203.10001,94.26
2022-11-02,200.47,92.6
2022-11-03,204.39,93.57
2022-11-04,207.85001,95.07
2022-11-07,209.77,96.09
2022-11-08,211.36,96.93
2022-11-09,208.63,95.58
2022-11-10,214.8,99.59
2022-11-11,212.73,99.53
2022-11-14,213.0,98.92
2022-11-15,215.42999,99.6
2022-11-16,214.0,98.88
2022-11-17,214.50999,98.71
2022-11-18,214.53,99.44
2022-11-21,216.56,99.76
2022-11-22,218.75999,100.53
2022-11-23,218.91,100.91
2022-11-25,220.05,101.3
2022-11-28,215.77,99.46
2022-11-29,216.72,100.07
2022-11-30,219.55,101.72
2022-12-01,217.39,101.75
2022-12-02,219.08,102.33
2022-12-05,215.60001,100.62
2022-12-06,213.19,99.43
2022-12-07,213.45,99.3
2022-12-08,213.35001,99.89
2022-12-09,211.63,99.07
2022-12-12,214.5,100.77
2022-12-13,214.96001,101.15
2022-12-14,214.72,100.96
2022-12-15,208.97,98.52
2022-12-16,209.74001,98.1
2022-12-19,209.41,97.12
2022-12-20,211.49001,97.24
2022-12-21,215.10001,99.07
2022-12-22,212.31,97.81
2022-12-23,213.87,98.39
2022-12-27,214.89,98.69
2022-12-28,212.19,97.4
2022-12-29,214.75,98.6
2022-12-30,214.3,98.21
2023-01-03,214.3,98.42
2023-01-04,210.03999,99.29
2023-01-05,204.47,98.22
2023-01-06,210.27,100.91
2023-01-09,210.67,100.46
2023-01-10,211.34,101.01
2023-01-11,212.3,101.98
2023-01-12,215.98,102.58
2023-01-13,216.61,102.46
2023-01-17,212.24001,101.59
2023-01-18,204.24001,99.68
2023-01-19,200.66,97.63
2023-01-20,202.03,98.99
2023-01-23,204.46001,100.07
2023-01-24,206.92999,100.73
2023-01-25,206.67,100.17
2023-01-26,209.35001,100.72
2023-01-27,208.13,101.14
2023-01-30,205.78,100.15
2023-01-31,208.48,101.85
2023-02-01,206.72,102.59
2023-02-02,207.38,103.39
2023-02-03,202.69,102.85
2023-02-06,204.03999,102.6
2023-02-07,205.47,102.92
2023-02-08,202.22,102.34
2023-02-09,199.22,101.42
2023-02-10,200.47,102.14
2023-02-13,203.37,103.07
2023-02-14,201.0,102.79
2023-02-15,201.71001,103.43
2023-02-16,199.36,102.36
2023-02-17,201.42,103.03
2023-02-21,196.75999,100.67
2023-02-22,195.49001,100.42
2023-02-23,195.02,100.89
2023-02-24,192.03999,100.31
2023-02-27,192.45,101.2
2023-02-28,191.48,100.97
2023-03-01,192.88,101.37
2023-03-02,194.45,102.56
2023-03-03,196.82001,103.67
2023-03-06,197.03999,103.48
2023-03-07,195.62,102.15
2023-03-08,195.57001,102.39
2023-03-09,192.88,100.88
2023-03-10,193.33,99.0
2023-03-13,193.10001,98.44
2023-03-14,192.97,99.48
2023-03-15,188.12,97.03
2023-03-16,189.14,98.28
2023-03-17,184.64,96.67
2023-03-20,189.88,97.55
2023-03-21,191.16,98.68
2023-03-22,187.16,96.79
2023-03-23,186.92,96.51
2023-03-24,188.16,96.91
2023-03-27,187.99001,97.72
2023-03-28,187.92,98.22
2023-03-29,189.07001,99.65
2023-03-30,189.12,99.86
2023-03-31,191.12,101.18
2023-04-03,193.28,101.36
2023-04-04,190.94,99.09
2023-04-05,189.42999,97.8
2023-04-06,190.46001,97.77
2023-04-10,191.67999,98.66
2023-04-11,192.19,99.25
2023-04-12,193.23,99.58
2023-04-13,195.89999,99.95
2023-04-14,196.55,99.83
2023-04-17,197.86,100.62
2023-04-18,196.92999,101.1
2023-04-19,197.81,101.02
2023-04-20,196.75,100.84
2023-04-21,196.08,100.61
2023-04-24,196.78,100.85
2023-04-25,195.96001,98.99
2023-04-26,190.89999,97.12
2023-04-27,198.61,99.04
2023-04-28,199.84,100.0
2023-05-01,200.48,100.54
2023-05-02,198.25999,99.49
2023-05-03,197.96001,99.11
2023-05-04,196.22,98.03
2023-05-05,198.42,99.51
2023-05-08,196.95,99.15
2023-05-09,197.13,99.37
2023-05-10,197.34,99.01
2023-05-11,193.98,98.41
2023-05-12,193.62,98.48
2023-05-15,194.31,98.96
2023-05-16,191.61,97.62
2023-05-17,196.02,99.3
2023-05-18,198.25,100.02
2023-05-19,197.35001,99.78
2023-05-22,196.92999,99.76
2023-05-23,194.97,98.56
2023-05-24,191.86,97.29
2023-05-25,192.27,97.61
2023-05-26,193.75,98.34
2023-05-30,194.55,98.19
2023-05-31,191.60001,96.85
2023-06-01,193.86,98.09
2023-06-02,198.85001,100.94
2023-06-05,197.17999,100.24
2023-06-06,196.34,100.87
2023-06-07,198.39,102.49
2023-06-08,198.14999,102.67
2023-06-09,197.89,102.4
2023-06-12,198.5,103.13
2023-06-13,201.11,104.33
2023-06-14,200.52,104.05
2023-06-15,203.73,105.62
2023-06-16,202.97,105.45
2023-06-20,200.39999,104.25
2023-06-21,201.8,104.83
2023-06-22,200.64999,104.07
2023-06-23,200.09,103.28
2023-06-26,202.58,104.14
2023-06-27,203.34,105.39
2023-06-28,202.5,105.39
2023-06-29,206.47,106.41
2023-06-30,207.5,107.32
2023-07-03,208.3,107.34
2023-07-05,206.42999,106.76
2023-07-06,204.00999,105.96
2023-07-07,203.25999,106.2
2023-07-10,207.74001,107.71
2023-07-11,208.73,108.98
2023-07-12,208.52,108.79
2023-07-13,208.71001,108.93
2023-07-14,206.14,108.61
2023-07-17,208.17,109.02
2023-07-18,205.25,109.63
2023-07-19,205.17,109.58
2023-07-20,207.96001,110.07
2023-07-21,208.60001,109.55
2023-07-24,209.32001,109.8
2023-07-25,209.67999,109.66
2023-07-26,208.25999,110.43
2023-07-27,196.41,109.48
2023-07-28,195.19,110.16
2023-07-31,194.13,110.42
2023-08-01,193.48,110.75
2023-08-02,192.89999,109.59
2023-08-03,190.50999,108.9
2023-08-04,189.21001,108.24
2023-08-07,189.60001,109.57
2023-08-08,187.64999,109.07
2023-08-09,189.24001,109.01
2023-08-10,188.74001,108.71
2023-08-11,190.67,108.89
2023-08-14,189.50999,108.93
2023-08-15,187.8,107.54
2023-08-16,186.49001,106.94
2023-08-17,185.98,106.04
2023-08-18,186.58,106.24
2023-08-21,186.95,106.11
2023-08-22,186.00999,105.86
2023-08-23,187.08,106.95
2023-08-24,185.16,105.65
2023-08-25,186.3,106.54
2023-08-28,187.88,107.41
2023-08-29,189.52,108.23
2023-08-30,188.56,108.72
2023-08-31,187.94,108.23
2023-09-01,188.39,108.8
2023-09-05,185.7,106.97
2023-09-06,184.50999,106.51
2023-09-07,184.12,106.16
2023-09-08,184.52,105.63
2023-09-11,186.21001,105.66
2023-09-12,189.21001,105.28
2023-09-13,191.59,104.58
2023-09-14,193.56,105.61
2023-09-15,193.03999,105.0
2023-09-18,194.46001,104.69
2023-09-19,195.35001,104.25
2023-09-20,194.44,103.84
2023-09-21,191.42999,102.14
2023-09-22,189.78,101.79
2023-09-25,191.86,102.3
2023-09-26,187.89,100.74
2023-09-27,187.88,101.49
2023-09-28,187.11,101.92
2023-09-29,184.74001,101.38
2023-10-02,182.61,100.39
2023-10-03,181.14,99.69
2023-10-04,182.5,100.01
2023-10-05,180.02,99.42
2023-10-06,184.66,100.78
2023-10-09,186.52,102.36
2023-10-10,186.34,102.98
2023-10-11,187.39999,103.6
2023-10-12,183.94,102.66
2023-10-13,183.56,101.75
2023-10-16,186.23,102.83
2023-10-17,186.32001,103.15
2023-10-18,183.47,100.66
2023-10-19,182.27,99.73
2023-10-20,181.32001,98.7
2023-10-23,180.52,98.24
2023-10-24,181.46001,98.98
2023-10-25,178.09,97.71
2023-10-26,176.06,97.3
2023-10-27,177.0,96.44
2023-10-30,179.75,97.64
2023-10-31,183.25999,98.36
2023-11-01,183.99001,98.68
2023-11-02,186.42999,100.71
2023-11-03,188.99001,101.6
2023-11-06,187.5,101.33
2023-11-07,186.61,101.08
2023-11-08,184.62,101.31
2023-11-09,183.67999,101.09
2023-11-10,186.71001,102.55
2023-11-13,186.50999,102.64
2023-11-14,190.24001,104.7
2023-11-15,189.55,104.92
2023-11-16,190.71001,104.94
2023-11-17,191.21001,105.61
2023-11-20,191.8,105.93
2023-11-21,191.24001,105.85
2023-11-22,192.31,106.08
2023-11-24,193.41,106.34
2023-11-27,192.97,105.74
2023-11-28,194.27,105.49
2023-11-29,194.25999,105.89
2023-11-30,195.92,107.05
2023-12-01,197.78,108.74
2023-12-04,198.36,108.92
2023-12-05,196.95,108.04
2023-12-06,197.78999,108.52
2023-12-07,197.78999,108.62
2023-12-08,194.61,108.96
2023-12-11,200.39,110.0
2023-12-12,201.50999,110.5
2023-12-13,203.08,111.73
2023-12-14,203.41,113.17
2023-12-15,203.39999,113.02
2023-12-18,205.10001,112.4
2023-12-19,204.60001,113.27
2023-12-20,202.89999,111.44
2023-12-21,205.05,112.59
2023-12-22,205.64,113.13
2023-12-26,208.03999,113.93
2023-12-27,209.02,114.1
2023-12-28,209.17,114.13
2023-12-29,209.71001,113.99
