date,HON,XLI
2019-03-12,153.5,74.28
2019-03-13,155.03999,74.93
2019-03-14,155.25,74.68
2019-03-15,155.35001,73.99
2019-03-18,156.92999,74.71
2019-03-19,157.24001,74.44
2019-03-20,156.28999,73.93
2019-03-21,158.45,74.64
2019-03-22,155.83,72.95
2019-03-25,155.92999,73.12
2019-03-26,157.48,73.61
2019-03-27,157.11,73.69
2019-03-28,158.53999,74.23
2019-03-29,158.92,75.03
2019-04-01,161.47,76.58
2019-04-02,161.03999,76.55
2019-04-03,160.28999,76.32
2019-04-04,161.07001,76.79
2019-04-05,161.7,77.01
2019-04-08,162.06,76.68
2019-04-09,160.85001,75.64
2019-04-10,159.97,75.62
2019-04-11,160.89999,76.27
2019-04-12,162.47,77.28
2019-04-15,162.0,76.85
2019-04-16,162.86,77.32
2019-04-17,162.89,77.42
2019-04-18,169.06,78.31
2019-04-22,168.24001,78.07
2019-04-23,171.81,78.75
2019-04-24,171.28999,78.52
2019-04-25,170.42,76.94
2019-04-26,172.25,77.52
2019-04-29,172.55,77.7
2019-04-30,173.63,78.01
2019-05-01,170.94,77.5
2019-05-02,171.38,77.46
2019-05-03,173.53999,78.4
2019-05-06,172.61,77.65
2019-05-07,169.85001,76.08
2019-05-08,170.36,76.08
2019-05-09,170.39,75.97
2019-05-10,171.63,76.27
2019-05-13,166.82001,74.1
2019-05-14,168.16,74.87
2019-05-15,169.38,74.97
2019-05-16,170.78999,75.66
2019-05-17,169.95,74.82
2019-05-20,168.62,74.63
2019-05-21,169.60001,75.51
2019-05-22,169.31,74.89
2019-05-23,166.44,73.75
2019-05-24,166.67999,73.78
2019-05-28,165.25999,73.1
2019-05-29,164.37,72.77
2019-05-30,165.45,73.05
2019-05-31,164.31,72.05
2019-06-03,166.47,72.54
2019-06-04,168.14999,74.27
2019-06-05,169.41,74.99
2019-06-06,170.25999,75.12
2019-06-07,172.25999,75.72
2019-06-10,171.28,75.82
2019-06-11,171.64999,75.17
2019-06-12,172.89999,75.33
2019-06-13,173.19,75.71
2019-06-14,172.81,75.41
2019-06-17,172.36,75.15
2019-06-18,175.75,76.61
2019-06-19,175.41,76.55
2019-06-20,176.28999,77.83
2019-06-21,174.31,77.08
2019-06-24,174.61,76.93
2019-06-25,173.94,76.35
2019-06-26,173.59,76.54
2019-06-27,173.84,76.61
2019-06-28,174.59,77.42
2019-07-01,176.81,77.49
2019-07-02,176.62,77.39
2019-07-03,178.39999,77.82
2019-07-05,176.59,77.51
2019-07-08,175.67,76.87
2019-07-09,175.52,76.7
2019-07-10,174.46001,76.52
2019-07-11,174.53999,77.04
2019-07-12,177.14,78.39
2019-07-15,175.00999,78.07
2019-07-16,174.78,78.57
2019-07-17,168.62,76.89
2019-07-18,173.88,77.03
2019-07-19,172.99001,77.45
2019-07-22,173.58,77.51
2019-07-23,174.86,78.49
2019-07-24,173.96001,78.83
2019-07-25,173.77,78.67
2019-07-26,173.61,78.5
2019-07-29,174.53,78.36
2019-07-30,173.91,78.7
2019-07-31,172.46001,77.82
2019-08-01,169.55,76.31
2019-08-02,168.00999,75.82
2019-08-05,162.00999,73.72
2019-08-06,164.52,74.83
2019-08-07,163.39,74.79
2019-08-08,167.00999,76.06
2019-08-09,166.67,75.42
2019-08-12,164.69,74.38
2019-08-13,167.98,75.27
2019-08-14,164.03999,72.97
2019-08-15,162.27,72.89
2019-08-16,165.03,74.3
2019-08-19,165.86,75.0
2019-08-20,163.47,74.56
2019-08-21,163.78999,75.02
2019-08-22,162.89999,75.13
2019-08-23,156.49001,73.12
2019-08-26,156.91,73.66
2019-08-27,157.48,73.28
2019-08-28,159.55,74.18
2019-08-29,163.60001,75.45
2019-08-30,164.62,75.76
2019-09-03,163.53,74.73
2019-09-04,167.14,75.68
2019-09-05,170.37,77.04
2019-09-06,171.16,77.2
2019-09-09,169.66,77.43
2019-09-10,169.61,78.14
2019-09-11,171.28,78.87
2019-09-12,168.63,78.92
2019-09-13,167.71001,79.35
2019-09-16,166.21001,79.28
2019-09-17,166.46001,79.24
2019-09-18,167.97,79.12
2019-09-19,166.77,78.72
2019-09-20,168.31,77.81
2019-09-23,167.14,77.66
2019-09-24,165.75999,77.22
2019-09-25,166.92999,77.72
2019-09-26,167.03,77.83
2019-09-27,168.03999,77.52
2019-09-30,169.2,77.63
2019-10-01,164.19,75.77
2019-10-02,161.08,74.34
2019-10-03,161.52,74.83
2019-10-04,163.63,75.61
2019-10-07,163.17999,75.23
2019-10-08,158.62,74.07
2019-10-09,159.84,74.7
2019-10-10,160.97,75.38
2019-10-11,163.53,76.8
2019-10-14,162.98,76.65
2019-10-15,163.64,77.27
2019-10-16,163.63,77.23
2019-10-17,167.52,77.61
2019-10-18,165.57001,76.94
2019-10-21,168.94,77.4
2019-10-22,168.94,78.01
2019-10-23,169.85001,78.0
2019-10-24,171.46001,78.11
2019-10-25,171.63,78.6
2019-10-28,172.67999,78.82
2019-10-29,173.16,79.08
2019-10-30,174.60001,79.36
2019-10-31,172.73,78.51
2019-11-01,176.12,80.22
2019-11-04,180.0,81.15
2019-11-05,180.67999,81.32
2019-11-06,180.81,81.37
2019-11-07,179.66,81.65
2019-11-08,181.21001,81.76
2019-11-11,180.83,81.8
2019-11-12,182.00999,81.79
2019-11-13,181.95,81.45
2019-11-14,179.64999,81.71
2019-11-15,181.75,82.31
2019-11-18,179.8,82.0
2019-11-19,180.12,81.93
2019-11-20,177.22,81.28
2019-11-21,176.53,81.25
2019-11-22,176.78999,81.67
2019-11-25,176.50999,82.26
2019-11-26,178.52,82.5
2019-11-27,179.42,82.42
2019-11-29,178.55,82.04
2019-12-02,174.32001,80.69
2019-12-03,172.55,79.81
2019-12-04,173.21001,80.12
2019-12-05,174.00999,80.14
2019-12-06,175.46001,81.11
2019-12-09,174.49001,80.8
2019-12-10,174.03999,80.7
2019-12-11,176.00999,81.21
2019-12-12,177.39,81.93
2019-12-13,176.98,81.71
2019-12-16,176.39999,81.67
2019-12-17,176.7,81.59
2019-12-18,174.64,81.25
2019-12-19,176.5,81.47
2019-12-20,176.41,81.44
2019-12-23,176.42999,82.11
2019-12-24,176.31,81.78
2019-12-26,176.88,81.97
2019-12-27,176.48,81.9
2019-12-30,176.42,81.52
2019-12-31,177.0,81.47
2020-01-02,180.78999,83.01
2020-01-03,178.86,82.85
2020-01-06,177.50999,82.88
2020-01-07,177.61,82.71
2020-01-08,177.75999,82.99
2020-01-09,179.07001,83.34
2020-01-10,178.67999,82.75
2020-01-13,181.27,83.43
2020-01-14,180.45,83.44
2020-01-15,180.73,83.57
2020-01-16,182.25999,84.4
2020-01-17,183.23,84.41
2020-01-21,180.92999,83.48
2020-01-22,180.05,83.04
2020-01-23,179.58,83.94
2020-01-24,177.13,83.55
2020-01-27,173.53999,81.97
2020-01-28,175.46001,82.5
2020-01-29,175.67,82.94
2020-01-30,178.34,83.03
2020-01-31,173.22,81.11
2020-02-03,171.32001,81.08
2020-02-04,175.21001,82.61
2020-02-05,176.89999,83.99
2020-02-06,176.35001,84.26
2020-02-07,175.28,83.65
2020-02-10,176.95,84.12
2020-02-11,179.14999,84.44
2020-02-12,181.17999,85.23
2020-02-13,180.12,84.75
2020-02-14,180.81,84.64
2020-02-18,179.42,84.16
2020-02-19,180.86,84.13
2020-02-20,180.7,84.01
2020-02-21,179.88,83.59
2020-02-24,175.27,81.21
2020-02-25,167.8,77.9
2020-02-26,167.17999,77.31
2020-02-27,159.55,74.44
2020-02-28,162.17,73.08
2020-03-02,164.24001,75.65
2020-03-03,161.89,73.8
2020-03-04,171.19,76.85
2020-03-05,164.92,73.09
2020-03-06,164.03,72.45
2020-03-09,152.86,65.77
2020-03-10,161.69,69.18
2020-03-11,153.39,65.12
2020-03-12,134.85001,58.38
2020-03-13,149.41,62.94
2020-03-16,135.27,55.8
2020-03-17,131.8,58.37
2020-03-18,119.61,54.07
2020-03-19,118.96,54.11
2020-03-20,112.5,51.4
2020-03-23,103.86,48.77
2020-03-24,119.51,54.94
2020-03-25,129.64999,57.83
2020-03-26,137.39999,61.48
2020-03-27,131.27,58.89
2020-03-30,131.75,59.75
2020-03-31,133.78999,59.01
2020-04-01,129.71001,56.35
2020-04-02,132.81,57.1
2020-04-03,127.45,56.34
2020-04-06,134.0,60.24
2020-04-07,135.24001,60.1
2020-04-08,139.25,62.28
2020-04-09,143.42999,63.22
2020-04-13,137.94,61.37
2020-04-14,140.59,62.54
2020-04-15,134.84,60.81
2020-04-16,132.33,60.27
2020-04-17,138.32001,63.1
2020-04-20,135.7,61.42
2020-04-21,132.0,59.97
2020-04-22,133.03,60.6
2020-04-23,134.67999,61.08
2020-04-24,135.52,61.57
2020-04-27,139.88,63.1
2020-04-28,142.75999,64.28
2020-04-29,146.16,65.51
2020-04-30,141.89999,64.21
2020-05-01,137.25,62.27
2020-05-04,135.2,61.48
2020-05-05,134.87,61.72
2020-05-06,133.03999,60.87
2020-05-07,132.78999,61.58
2020-05-08,136.91,63.11
2020-05-11,134.28,62.32
2020-05-12,127.59,60.57
2020-05-13,122.97,59.05
2020-05-14,127.05,59.67
2020-05-15,125.41,59.46
2020-05-18,136.03999,63.38
2020-05-19,131.95,62.57
2020-05-20,136.03,63.74
2020-05-21,137.69,63.89
2020-05-22,139.17999,63.84
2020-05-26,144.94,66.52
2020-05-27,148.59,68.74
2020-05-28,147.56,68.09
2020-05-29,145.85001,67.67
2020-06-01,146.17999,67.82
2020-06-02,148.35001,68.7
2020-06-03,153.35001,71.38
2020-06-04,155.91,72.14
2020-06-05,161.37,74.79
2020-06-08,162.92,76.29
2020-06-09,158.10001,74.39
2020-06-10,154.12,72.61
2020-06-11,143.44,67.51
2020-06-12,144.50999,68.82
2020-06-15,146.63,69.5
2020-06-16,149.11,70.86
2020-06-17,148.34,70.35
2020-06-18,148.23,70.09
2020-06-19,145.37,69.23
2020-06-22,144.94,69.04
2020-06-23,144.86,69.05
2020-06-24,138.35001,66.65
2020-06-25,142.46001,67.39
2020-06-26,138.21001,66.14
2020-06-29,143.24001,68.31
2020-06-30,144.59,68.7
2020-07-01,144.11,68.39
2020-07-02,145.02,68.98
2020-07-06,147.22,69.97
2020-07-07,144.97,68.63
2020-07-08,145.59,68.63
2020-07-09,141.37,67.14
2020-07-10,142.45,68.01
2020-07-13,143.49001,68.29
2020-07-14,148.10001,69.77
2020-07-15,151.92999,71.55
2020-07-16,153.08,71.57
2020-07-17,155.0,72.0
2020-07-20,153.39,71.12
2020-07-21,154.75999,72.06
2020-07-22,154.61,72.64
2020-07-23,153.73,72.42
2020-07-24,149.42999,71.84
2020-07-27,150.75999,72.14
2020-07-28,152.00999,71.64
2020-07-29,154.58,72.73
2020-07-30,149.16,72.0
2020-07-31,149.37,71.73
2020-08-03,148.53,72.03
2020-08-04,147.33,72.21
2020-08-05,150.82001,73.59
2020-08-06,152.58,73.87
2020-08-07,155.11,75.13
2020-08-10,159.42999,76.98
2020-08-11,160.28,77.39
2020-08-12,160.07001,77.64
2020-08-13,158.98,77.23
2020-08-14,160.28,77.53
2020-08-17,158.75999,77.17
2020-08-18,157.38,76.75
2020-08-19,156.85001,76.55
2020-08-20,156.17,76.14
2020-08-21,157.5,76.45
2020-08-24,159.37,77.83
2020-08-25,164.53,77.73
2020-08-26,165.31,77.77
2020-08-27,165.99001,78.05
2020-08-28,168.38,78.79
2020-08-31,165.55,77.81
2020-09-01,167.97,78.6
2020-09-02,172.47,79.9
2020-09-03,166.3,77.66
2020-09-04,166.69,77.84
2020-09-08,164.27,76.38
2020-09-09,165.75,77.56
2020-09-10,164.27,76.57
2020-09-11,166.45,77.61
2020-09-14,168.47,78.66
2020-09-15,168.3,78.71
2020-09-16,170.0,79.51
2020-09-17,170.34,79.67
2020-09-18,168.7,78.78
2020-09-21,161.37,75.87
2020-09-22,162.67999,76.62
2020-09-23,158.78999,75.25
2020-09-24,158.75999,75.36
2020-09-25,161.49001,76.49
2020-09-28,164.64,77.87
2020-09-29,164.50999,77.18
2020-09-30,164.61,76.98
2020-10-01,163.67999,76.75
2020-10-02,165.61,77.61
2020-10-05,168.72,78.86
2020-10-06,166.89,77.9
2020-10-07,171.55,79.62
2020-10-08,173.78,80.41
2020-10-09,174.38,80.71
2020-10-12,175.36,81.17
2020-10-13,171.55,80.27
2020-10-14,173.47,80.72
2020-10-15,172.61,81.01
2020-10-16,174.86,81.6
2020-10-19,171.59,80.59
2020-10-20,173.25999,81.01
2020-10-21,172.87,80.19
2020-10-22,176.85001,80.85
2020-10-23,175.53999,81.17
2020-10-26,170.17,79.14
2020-10-27,166.75,77.41
2020-10-28,161.16,74.87
2020-10-29,164.60001,75.96
2020-10-30,164.95,75.87
2020-11-02,173.61,77.92
2020-11-03,179.21001,80.22
2020-11-04,178.91,79.39
2020-11-05,183.28,81.26
2020-11-06,184.27,81.34
2020-11-09,196.99001,84.11
2020-11-10,201.98,85.59
2020-11-11,199.28999,84.87
2020-11-12,197.24001,83.9
2020-11-13,201.53999,85.76
2020-11-16,208.59,87.85
2020-11-17,205.33,87.62
2020-11-18,201.11,87.23
2020-11-19,202.72,87.45
2020-11-20,202.0,86.66
2020-11-23,204.58,88.11
2020-11-24,207.89,89.65
2020-11-25,207.67999,88.97
2020-11-27,209.41,88.82
2020-11-30,203.92,88.03
2020-12-01,206.2,87.81
2020-12-02,208.0,87.93
2020-12-03,208.22,88.16
2020-12-04,212.67999,89.21
2020-12-07,211.10001,88.78
2020-12-08,212.07001,89.21
2020-12-09,212.24001,89.41
2020-12-10,211.97,88.56
2020-12-11,214.63,88.77
2020-12-14,211.85001,87.62
2020-12-15,214.17,88.84
2020-12-16,210.31,88.29
2020-12-17,211.94,88.83
2020-12-18,210.03999,88.84
2020-12-21,210.66,87.94
2020-12-22,207.94,87.53
2020-12-23,209.99001,87.99
2020-12-24,209.53,88.0
2020-12-28,209.94,88.11
2020-12-29,209.13,87.58
2020-12-30,210.95,88.14
2020-12-31,212.7,88.55
2021-01-04,207.95,86.41
2021-01-05,208.46001,87.26
2021-01-06,212.25999,89.34
2021-01-07,212.61,89.83
2021-01-08,210.03,89.61
2021-01-11,208.36,89.58
2021-01-12,208.88,90.47
2021-01-13,207.02,89.69
2021-01-14,208.61,90.0
2021-01-15,205.97,88.83
2021-01-19,206.75999,89.12
2021-01-20,208.08,89.67
2021-01-21,205.23,88.97
2021-01-22,202.25,88.51
2021-01-25,201.87,87.91
2021-01-26,201.06,87.1
2021-01-27,199.38,85.37
2021-01-28,202.84,86.64
2021-01-29,195.37,84.77
2021-02-01,195.56,85.65
2021-02-02,200.12,87.47
2021-02-03,199.14,87.53
2021-02-04,200.59,88.47
2021-02-05,202.92,88.99
2021-02-08,203.86,89.75
2021-02-09,202.02,89.98
2021-02-10,202.16,89.84
2021-02-11,202.17999,89.65
2021-02-12,203.57001,90.3
2021-02-16,203.44,90.21
2021-02-17,201.89999,89.96
2021-02-18,203.52,89.51
2021-02-19,203.56,90.98
2021-02-22,203.62,91.27
2021-02-23,205.03999,91.55
2021-02-24,211.03,93.28
2021-02-25,204.78999,91.56
2021-02-26,202.35001,90.61
2021-03-01,206.22,92.93
2021-03-02,206.58,92.66
2021-03-03,207.00999,92.76
2021-03-04,202.94,91.28
2021-03-05,206.58,93.44
2021-03-08,207.7,94.42
2021-03-09,207.61,94.03
2021-03-10,212.91,95.42
2021-03-11,212.5,95.49
2021-03-12,214.38,96.77
2021-03-15,216.2,97.58
2021-03-16,211.81,96.19
2021-03-17,213.03,97.3
2021-03-18,215.02,97.21
2021-03-19,212.91,96.47
2021-03-22,212.13,96.12
2021-03-23,208.59,94.44
2021-03-24,212.22,95.13
2021-03-25,213.88,96.65
2021-03-26,218.53,98.32
2021-03-29,218.88,98.34
2021-03-30,218.09,98.77
2021-03-31,217.07001,98.45
2021-04-01,216.8,98.78
2021-04-05,219.27,100.0
2021-04-06,219.19,99.76
2021-04-07,218.5,99.3
2021-04-08,219.86,99.54
2021-04-09,226.98,100.51
2021-04-12,228.60001,100.88
2021-04-13,229.0,100.39
2021-04-14,229.38,100.52
2021-04-15,229.84,100.92
2021-04-16,232.11,101.14
2021-04-19,230.97,100.72
2021-04-20,227.33,99.61
2021-04-21,230.5,100.97
2021-04-22,229.25999,100.46
2021-04-23,224.5,101.56
2021-04-26,221.52,101.26
2021-04-27,222.92999,102.1
2021-04-28,222.87,101.89
2021-04-29,223.89999,102.61
2021-04-30,223.03999,101.93
2021-05-03,223.2,102.98
2021-05-04,225.42999,103.43
2021-05-05,226.19,103.53
2021-05-06,228.66,104.25
2021-05-07,228.78999,105.35
2021-05-10,230.94,105.45
2021-05-11,229.16,103.89
2021-05-12,220.03999,101.4
2021-05-13,223.67999,103.3
2021-05-14,227.36,104.73
2021-05-17,226.47,104.41
2021-05-18,222.32001,102.89
2021-05-19,221.32001,102.31
2021-05-20,222.13,102.54
2021-05-21,223.2,103.04
2021-05-24,225.0,103.68
2021-05-25,224.03999,103.37
2021-05-26,224.27,103.7
2021-05-27,231.27,105.12
2021-05-28,230.91,105.12
2021-06-01,232.95,105.53
2021-06-02,230.74001,105.23
2021-06-03,229.2,105.0
2021-06-04,230.05,105.34
2021-06-07,228.19,104.61
2021-06-08,229.81,104.88
2021-06-09,227.81,103.81
2021-06-10,226.25,103.3
2021-06-11,225.17999,103.51
2021-06-14,223.17,103.04
2021-06-15,222.5,103.48
2021-06-16,218.99001,102.5
2021-06-17,216.28999,100.92
2021-06-18,212.5,99.61
2021-06-21,216.0,101.48
2021-06-22,215.49001,101.59
2021-06-23,214.66,101.36
2021-06-24,217.69,102.15
2021-06-25,218.74001,102.35
2021-06-28,216.78999,101.81
2021-06-29,215.95,101.61
2021-06-30,219.35001,102.4
2021-07-01,220.62,103.13
2021-07-02,221.32001,103.29
2021-07-06,218.56,102.3
2021-07-07,220.74001,103.32
2021-07-08,219.32001,101.88
2021-07-09,224.34,103.49
2021-07-12,225.02,103.63
2021-07-13,224.08,102.63
2021-07-14,227.77,102.62
2021-07-15,232.81,102.82
2021-07-16,230.33,101.91
2021-07-19,220.66,99.78
2021-07-20,229.66,102.57
2021-07-21,231.85001,103.55
2021-07-22,232.74001,103.17
2021-07-23,229.32001,103.61
2021-07-26,229.25,103.56
2021-07-27,230.36,102.99
2021-07-28,230.49001,102.75
2021-07-29,232.88,103.56
2021-07-30,233.78999,103.36
2021-08-02,232.42,102.65
2021-08-03,232.64999,103.99
2021-08-04,229.59,102.58
2021-08-05,229.88,103.06
2021-08-06,229.67999,103.54
2021-08-09,228.23,103.13
2021-08-10,231.88,104.18
2021-08-11,234.17999,105.53
2021-08-12,231.94,105.33
2021-08-13,231.75999,105.0
2021-08-16,233.74001,105.36
2021-08-17,231.45,104.22
2021-08-18,228.42,103.08
2021-08-19,227.73,102.36
2021-08-20,227.7,102.63
2021-08-23,229.11,103.47
2021-08-24,230.44,103.99
2021-08-25,230.66,104.66
2021-08-26,230.88,104.2
2021-08-27,231.14,104.92
2021-08-30,231.87,104.8
2021-08-31,231.91,104.51
2021-09-01,229.8,104.11
2021-09-02,230.97,105.23
2021-09-03,228.36,104.59
2021-09-07,222.92999,102.78
2021-09-08,224.39999,102.92
2021-09-09,222.92999,102.42
2021-09-10,222.37,101.96
2021-09-13,223.60001,102.23
2021-09-14,220.19,101.0
2021-09-15,221.69,102.11
2021-09-16,219.64999,101.41
2021-09-17,218.49001,100.33
2021-09-20,215.73,98.86
2021-09-21,214.89999,98.34
2021-09-22,217.02,99.12
2021-09-23,219.7,100.64
2021-09-24,219.19,100.85
2021-09-27,217.89999,100.95
2021-09-28,214.97,99.78
2021-09-29,214.92,99.89
2021-09-30,212.28,97.84
2021-10-01,215.64999,99.18
2021-10-04,214.21001,98.64
2021-10-05,215.72,99.74
2021-10-06,216.86,100.18
2021-10-07,218.37,100.96
2021-10-08,217.7,100.95
2021-10-11,215.28999,100.14
2021-10-12,214.33,99.81
2021-10-13,215.58,100.02
2021-10-14,218.59,101.91
2021-10-15,220.72,102.89
2021-10-18,220.63,102.96
2021-10-19,221.78,103.57
2021-10-20,223.64,104.22
2021-10-21,224.52,104.43
2021-10-22,217.39999,104.8
2021-10-25,217.53999,105.04
2021-10-26,218.32001,104.39
2021-10-27,215.72,103.17
2021-10-28,218.48,104.46
2021-10-29,218.62,104.49
2021-11-01,219.75999,104.78
2021-11-02,221.19,105.13
2021-11-03,222.8,104.9
2021-11-04,222.49001,105.32
2021-11-05,226.06,106.39
2021-11-08,225.73,106.83
2021-11-09,227.75,107.1
2021-11-10,225.41,106.5
2021-11-11,221.00999,106.06
2021-11-12,222.39,106.9
2021-11-15,222.47,107.1
2021-11-16,221.37,107.12
2021-11-17,220.49001,106.48
2021-11-18,220.7,106.26
2021-11-19,218.49001,105.73
2021-11-22,218.14,106.02
2021-11-23,216.0,106.2
2021-11-24,212.21001,106.08
2021-11-26,208.21001,103.21
2021-11-29,207.66,103.39
2021-11-30,202.24001,100.77
2021-12-01,199.42,99.37
2021-12-02,204.0,102.32
2021-12-03,203.5,102.2
2021-12-06,206.25,103.93
2021-12-07,207.14999,104.99
2021-12-08,204.64999,105.25
2021-12-09,206.0,104.92
2021-12-10,209.81,105.35
2021-12-13,209.23,104.26
2021-12-14,206.67999,103.27
2021-12-15,209.75999,104.17
2021-12-16,209.61,104.22
2021-12-17,205.17,102.44
2021-12-20,199.85001,100.42
2021-12-21,201.67,102.42
2021-12-22,201.84,102.71
2021-12-23,205.22,103.92
2021-12-27,206.42999,105.02
2021-12-28,207.05,105.55
2021-12-29,207.53,105.74
2021-12-30,207.11,105.36
2021-12-31,208.50999,105.81
2022-01-03,206.8,104.94
2022-01-04,209.0,107.05
2022-01-05,211.06,106.03
2022-01-06,210.82001,106.52
2022-01-07,215.75,106.49
2022-01-10,213.46001,105.29
2022-01-11,216.31,105.92
2022-01-12,218.25,106.26
2022-01-13,219.42999,106.49
2022-01-14,217.64999,105.85
2022-01-18,213.59,104.63
2022-01-19,210.73,103.46
2022-01-20,208.92,102.14
2022-01-21,205.10001,101.2
2022-01-24,204.45,101.78
2022-01-25,202.3,100.78
2022-01-26,200.64999,99.9
2022-01-27,200.64999,99.01
2022-01-28,201.99001,99.7
2022-01-31,204.48,100.74
2022-02-01,205.34,102.13
2022-02-02,207.55,102.84
2022-02-03,191.74001,101.2
2022-02-04,191.5,100.11
2022-02-07,192.48,100.19
2022-02-08,194.56,101.19
2022-02-09,196.62,102.58
2022-02-10,191.75,100.9
2022-02-11,186.99001,99.36
2022-02-14,186.69,98.99
2022-02-15,189.53,100.48
2022-02-16,189.06,101.01
2022-02-17,184.59,99.16
2022-02-18,182.13,98.34
2022-02-22,182.56,97.39
2022-02-23,178.96001,95.6
2022-02-24,182.34,96.82
2022-02-25,188.56,99.13
2022-02-28,189.75,99.89
2022-03-01,183.60001,98.4
2022-03-02,186.44,100.5
2022-03-03,187.52,100.61
2022-03-04,187.42999,100.39
2022-03-07,182.16,97.7
2022-03-08,183.24001,97.1
2022-03-09,185.39999,98.86
2022-03-10,184.36,98.73
2022-03-11,182.24001,97.94
2022-03-14,183.2,98.27
2022-03-15,187.78999,99.83
2022-03-16,191.03,101.15
2022-03-17,191.92999,102.45
2022-03-18,194.72,102.84
2022-03-21,193.02,102.73
2022-03-22,195.03,103.29
2022-03-23,192.34,102.3
2022-03-24,194.69,103.08
2022-03-25,197.78999,103.72
2022-03-28,197.11,103.75
2022-03-29,197.53999,104.71
2022-03-30,196.53999,104.59
2022-03-31,194.58,102.98
2022-04-01,196.03,102.18
2022-04-04,196.07001,102.05
2022-04-05,193.63,100.6
2022-04-06,193.62,99.82
2022-04-07,192.7,100.16
2022-04-08,190.16,99.6
2022-04-11,189.27,99.28
2022-04-12,190.99001,99.12
2022-04-13,194.85001,100.05
2022-04-14,195.19,99.94
2022-04-18,192.07001,99.59
2022-04-19,197.2,101.4
2022-04-20,196.34,101.95
2022-04-21,195.94,100.91
2022-04-22,190.63,98.43
2022-04-25,191.82001,98.43
2022-04-26,187.67,96.28
2022-04-27,186.35001,96.64
2022-04-28,189.92,97.73
2022-04-29,193.50999,95.14
2022-05-02,196.87,95.34
2022-05-03,197.03999,95.97
2022-05-04,205.85001,98.75
2022-05-05,197.87,96.17
2022-05-06,195.42999,95.52
2022-05-09,193.96001,93.21
2022-05-10,194.77,92.6
2022-05-11,192.02,91.76
2022-05-12,192.92,91.93
2022-05-13,193.53,93.1
2022-05-16,193.96001,92.97
2022-05-17,199.06,95.08
2022-05-18,193.87,91.54
2022-05-19,192.64999,90.72
2022-05-20,189.75,89.74
2022-05-23,189.58,91.21
2022-05-24,189.96001,91.16
2022-05-25,190.44,91.69
2022-05-26,193.10001,93.55
2022-05-27,196.35001,95.47
2022-05-31,193.62,94.7
2022-06-01,191.91,94.12
2022-06-02,197.03999,95.92
2022-06-03,194.82001,95.55
2022-06-06,195.19,95.95
2022-06-07,197.62,97.24
2022-06-08,194.52,95.48
2022-06-09,192.00999,93.6
2022-06-10,186.28,90.84
2022-06-13,184.42,88.11
2022-06-14,183.28,87.89
2022-06-15,184.97,88.74
2022-06-16,179.88,85.78
2022-06-17,179.7,85.56
2022-06-21,180.50999,86.74
2022-06-22,177.73,86.26
2022-06-23,174.57001,85.82
2022-06-24,180.02,88.82
2022-06-27,178.28999,88.61
2022-06-28,175.95,87.58
2022-06-29,173.2,87.07
2022-06-30,173.81,87.34
2022-07-01,175.11,88.1
2022-07-05,172.09,86.78
2022-07-06,173.21001,87.28
2022-07-07,173.78999,88.31
2022-07-08,173.34,87.91
2022-07-11,172.84,87.32
2022-07-12,173.61,87.05
2022-07-13,170.87,85.99
2022-07-14,169.50999,85.5
2022-07-15,172.8,86.84
2022-07-18,170.95,86.32
2022-07-19,177.23,89.4
2022-07-20,178.25999,90.09
2022-07-21,180.03,90.74
2022-07-22,181.47,90.45
2022-07-25,181.25999,90.88
2022-07-26,181.42,90.39
2022-07-27,183.66,91.79
2022-07-28,190.44,93.71
2022-07-29,192.46001,95.64
2022-08-01,191.99001,95.74
2022-08-02,189.12,94.73
2022-08-03,191.5,95.62
2022-08-04,192.44,95.97
2022-08-05,192.27,96.12
2022-08-08,193.97,96.09
2022-08-09,194.09,95.74
2022-08-10,197.23,97.84
2022-08-11,198.50999,98.36
2022-08-12,200.87,99.84
2022-08-15,202.25,100.08
2022-08-16,203.67,100.53
2022-08-17,202.78,99.73
2022-08-18,203.72,100.13
2022-08-19,201.56,98.84
2022-08-22,197.84,96.96
2022-08-23,197.55,97.14
2022-08-24,197.78999,97.46
2022-08-25,200.42999,98.95
2022-08-26,193.06,95.52
2022-08-29,192.42,95.09
2022-08-30,190.7,93.72
2022-08-31,189.35001,92.93
2022-09-01,190.73,93.06
2022-09-02,186.89,92.16
2022-09-06,185.60001,92.31
2022-09-07,189.09,93.79
2022-09-08,187.82001,94.07
2022-09-09,191.69,95.29
2022-09-12,192.03,95.86
2022-09-13,184.98,92.25
2022-09-14,179.97,92.07
2022-09-15,176.86,91.11
2022-09-16,177.35001,89.21
2022-09-19,178.63,89.99
2022-09-20,177.00999,88.87
2022-09-21,174.3,87.69
2022-09-22,173.25,86.37
2022-09-23,171.38,84.75
2022-09-26,170.07001,83.86
2022-09-27,170.07001,83.58
2022-09-28,173.83,85.42
2022-09-29,170.07001,83.94
2022-09-30,166.97,82.84
2022-10-03,173.03999,85.34
2022-10-04,178.19,88.31
2022-10-05,177.81,87.83
2022-10-06,175.03999,86.82
2022-10-07,171.41,85.16
2022-10-10,171.89,85.46
2022-10-11,173.62,85.44
2022-10-12,172.78999,84.77
2022-10-13,177.55,86.64
2022-10-14,174.16,84.74
2022-10-17,177.03999,86.59
2022-10-18,179.88,88.68
2022-10-19,179.28,88.05
2022-10-20,177.64,86.32
2022-10-21,182.81,88.69
