date,PHM,XHB
2013-09-10,16.29,30.03
2013-09-11,16.59,30.24
2013-09-12,16.53,30.13
2013-09-13,16.52,30.225
2013-09-16,17.14,30.46
2013-09-17,17.0,30.76
2013-09-18,17.93,31.725
2013-09-19,17.62,31.335
2013-09-20,17.12,30.74
2013-09-23,16.75,30.4
2013-09-24,17.1,30.78
2013-09-25,17.18,30.82
2013-09-26,16.98,30.88
2013-09-27,16.57,30.65
2013-09-30,16.5,30.599
2013-10-01,16.67,30.81
2013-10-02,16.91,30.86
2013-10-03,16.5,30.43
2013-10-04,16.2,30.26
2013-10-07,16.02,29.85
2013-10-08,15.59,29.16
2013-10-09,15.58,29.095
2013-10-10,15.86,29.71
2013-10-11,16.11,30.21
2013-10-14,15.99,29.97
2013-10-15,15.54,29.35
2013-10-16,16.02,29.62
2013-10-17,16.66,29.88
2013-10-18,16.58,29.88
2013-10-21,16.38,29.71
2013-10-22,16.53,30.41
2013-10-23,16.68,30.55
2013-10-24,17.85,31.25
2013-10-25,18.04,31.17
2013-10-28,18.02,31.03
2013-10-29,18.21,31.36
2013-10-30,18.0,30.985
2013-10-31,17.65,30.515
2013-11-01,17.55,30.34
2013-11-04,17.83,30.72
2013-11-05,17.53,30.47
2013-11-06,17.77,30.48
2013-11-07,17.51,30.17
2013-11-08,16.85,30.2
2013-11-11,16.71,30.18
2013-11-12,16.76,30.33
2013-11-13,17.03,30.73
2013-11-14,17.86,31.23
2013-11-15,18.1,31.39
2013-11-18,18.28,31.12
2013-11-19,18.21,31.06
2013-11-20,18.12,30.95
2013-11-21,18.38,31.609
2013-11-22,18.22,31.38
2013-11-25,18.15,31.37
2013-11-26,18.95,32.02
2013-11-27,18.85,32.03
2013-11-29,18.76,31.94
2013-12-02,18.5,31.34
2013-12-03,18.43,31.13
2013-12-04,18.35,30.98
2013-12-05,17.99,30.87
2013-12-06,18.18,31.3
2013-12-09,18.33,31.42
2013-12-10,18.43,31.25
2013-12-11,18.07,30.78
2013-12-12,18.06,30.79
2013-12-13,18.03,30.79
2013-12-16,18.11,31.02
2013-12-17,18.02,31.08
2013-12-18,18.41,32.02
2013-12-19,18.25,31.76
2013-12-20,18.62,32.14
2013-12-23,19.71,32.87
2013-12-24,19.73,32.88
2013-12-26,19.98,32.96
2013-12-27,20.07,32.97
2013-12-30,20.13,33.13
2013-12-31,20.37,33.3
2014-01-02,20.08,33.1
2014-01-03,20.04,33.15
2014-01-06,19.84,32.53
2014-01-07,19.54,32.54
2014-01-08,19.78,32.81
2014-01-09,19.79,32.43
2014-01-10,20.16,32.82
2014-01-13,19.4,32.08
2014-01-14,19.52,32.3
2014-01-15,19.47,32.24
2014-01-16,19.69,32.26
2014-01-17,19.36,31.84
2014-01-21,19.2,31.83
2014-01-22,19.63,32.17
2014-01-23,19.65,32.2
2014-01-24,18.84,31.2
2014-01-27,18.71,31.05
2014-01-28,19.45,31.62
2014-01-29,19.43,31.29
2014-01-30,19.77,31.27
2014-01-31,20.32,31.57
2014-02-03,19.69,30.58
2014-02-04,19.87,30.96
2014-02-05,19.49,30.87
2014-02-06,20.13,31.73
2014-02-07,19.8,31.99
2014-02-10,19.35,31.8
2014-02-11,19.67,31.93
2014-02-12,19.6,32.17
2014-02-13,19.82,32.32
2014-02-14,20.02,32.54
2014-02-18,19.79,32.47
2014-02-19,19.66,32.3
2014-02-20,20.02,32.59
2014-02-21,20.37,32.83
2014-02-24,20.42,32.9
2014-02-25,20.68,33.09
2014-02-26,21.25,33.97
2014-02-27,21.29,34.21
2014-02-28,20.99,34.03
2014-03-03,20.81,33.69
2014-03-04,20.91,34.0
2014-03-05,20.64,33.94
2014-03-06,20.58,33.84
2014-03-07,20.31,33.66
2014-03-10,20.0,33.33
2014-03-11,19.93,33.21
2014-03-12,19.67,33.17
2014-03-13,19.18,32.61
2014-03-14,19.15,32.67
2014-03-17,19.22,33.01
2014-03-18,19.48,33.3
2014-03-19,19.61,33.26
2014-03-20,19.4,32.88
2014-03-21,19.11,32.44
2014-03-24,18.84,32.2
2014-03-25,18.8,32.3
2014-03-26,18.57,31.73
2014-03-27,18.68,31.68
2014-03-28,19.01,32.24
2014-03-31,19.19,32.55
2014-04-01,19.63,32.88
2014-04-02,19.69,33.02
2014-04-03,19.71,32.94
2014-04-04,19.49,32.66
2014-04-07,19.03,31.77
2014-04-08,19.12,31.89
2014-04-09,19.15,32.14
2014-04-10,18.94,31.58
2014-04-11,18.71,31.25
2014-04-14,18.76,31.23
2014-04-15,18.69,31.18
2014-04-16,18.9,31.53
2014-04-17,18.71,31.43
2014-04-21,18.72,31.5
2014-04-22,18.67,31.81
2014-04-23,18.57,31.38
2014-04-24,18.99,31.71
2014-04-25,18.44,31.01
2014-04-28,18.25,30.99
2014-04-29,18.32,30.96
2014-04-30,18.39,31.0
2014-05-01,18.53,31.3
2014-05-02,18.71,31.76
2014-05-05,18.51,31.35
2014-05-06,18.27,30.725
2014-05-07,18.2,30.71
2014-05-08,18.16,30.69
2014-05-09,18.32,30.97
2014-05-12,18.84,31.65
2014-05-13,19.1,31.48
2014-05-14,18.72,30.8
2014-05-15,18.82,30.55
2014-05-16,18.84,30.87
2014-05-19,18.76,30.87
2014-05-20,18.6,30.59
2014-05-21,18.81,30.7
2014-05-22,19.22,31.28
2014-05-23,19.7,31.78
2014-05-27,19.8,31.85
2014-05-28,19.76,31.62
2014-05-29,19.74,31.63
2014-05-30,19.56,31.5
2014-06-02,19.65,31.51
2014-06-03,19.69,31.56
2014-06-04,19.61,31.64
2014-06-05,19.88,31.91
2014-06-06,20.13,32.41
2014-06-09,20.23,32.77
2014-06-10,20.13,32.54
2014-06-11,19.63,32.12
2014-06-12,19.58,31.92
2014-06-13,19.42,31.78
2014-06-16,19.55,32.06
2014-06-17,19.62,32.2
2014-06-18,19.52,32.3
2014-06-19,19.67,32.33
2014-06-20,19.65,32.15
2014-06-23,19.9,32.21
2014-06-24,19.96,32.21
2014-06-25,19.98,32.46
2014-06-26,19.85,32.35
2014-06-27,20.08,32.52
2014-06-30,20.16,32.75
2014-07-01,20.5,33.02
2014-07-02,20.31,32.71
2014-07-03,20.33,33.0
2014-07-07,20.0,32.46
2014-07-08,19.99,32.27
2014-07-09,20.03,32.03
2014-07-10,19.85,31.5
2014-07-11,19.74,31.37
2014-07-14,19.63,31.37
2014-07-15,19.68,31.11
2014-07-16,19.96,31.35
2014-07-17,19.49,30.73
2014-07-18,19.49,30.95
2014-07-21,19.23,30.99
2014-07-22,19.45,31.4
2014-07-23,19.84,31.58
2014-07-24,19.24,31.06
2014-07-25,18.73,30.75
2014-07-28,18.55,30.27
2014-07-29,18.39,30.15
2014-07-30,18.14,30.02
2014-07-31,17.65,29.46
2014-08-01,17.64,29.51
2014-08-04,17.77,29.765
2014-08-05,17.61,29.66
2014-08-06,17.6,29.71
2014-08-07,17.54,29.59
2014-08-08,18.07,30.34
2014-08-11,18.02,30.42
2014-08-12,17.86,30.17
2014-08-13,17.99,30.32
2014-08-14,18.35,30.8
2014-08-15,18.27,30.58
2014-08-18,18.78,31.14
2014-08-19,19.06,31.77
2014-08-20,19.12,31.77
2014-08-21,19.12,31.74
2014-08-22,19.09,31.85
2014-08-25,19.07,31.68
2014-08-26,19.09,31.77
2014-08-27,19.16,31.79
2014-08-28,19.09,31.5
2014-08-29,19.22,31.55
2014-09-02,18.9,31.55
2014-09-03,18.18,31.18
2014-09-04,18.54,31.36
2014-09-05,18.53,31.47
2014-09-08,18.6,31.41
2014-09-09,18.7,31.24
2014-09-10,19.06,31.34
2014-09-11,19.07,31.34
2014-09-12,18.78,31.0
2014-09-15,18.94,30.94
2014-09-16,18.93,31.1
2014-09-17,19.4,31.49
2014-09-18,19.08,31.18
2014-09-19,18.82,30.84
2014-09-22,18.33,30.27
2014-09-23,18.41,30.15
2014-09-24,18.33,30.33
2014-09-25,18.03,30.02
2014-09-26,17.89,30.11
2014-09-29,17.74,29.96
2014-09-30,17.66,29.59
2014-10-01,17.59,29.16
2014-10-02,17.78,29.45
2014-10-03,17.96,29.77
2014-10-06,18.19,29.78
2014-10-07,18.12,29.37
2014-10-08,18.31,29.75
2014-10-09,17.9,29.14
2014-10-10,17.04,28.61
2014-10-13,16.66,28.02
2014-10-14,16.99,28.29
2014-10-15,17.59,28.74
2014-10-16,17.39,28.89
2014-10-17,18.23,29.36
2014-10-20,18.81,29.99
2014-10-21,19.14,30.49
2014-10-22,19.18,30.22
2014-10-23,19.51,30.69
2014-10-24,19.54,30.76
2014-10-27,19.37,30.76
2014-10-28,19.35,31.1
2014-10-29,19.2,30.75
2014-10-30,19.1,31.02
2014-10-31,19.19,31.13
2014-11-03,19.4,31.28
2014-11-04,19.1,31.03
2014-11-05,19.2,31.13
2014-11-06,19.6,31.71
2014-11-07,19.96,31.82
2014-11-10,20.31,31.93
2014-11-11,20.97,32.31
2014-11-12,20.69,32.3
2014-11-13,20.81,32.2
2014-11-14,20.92,32.27
2014-11-17,20.97,32.17
2014-11-18,21.3,32.25
2014-11-19,20.95,32.41
2014-11-20,21.36,33.1
2014-11-21,21.67,33.27
2014-11-24,21.58,33.6
2014-11-25,21.46,33.5
2014-11-26,21.5,33.33
2014-11-28,21.63,33.47
2014-12-01,21.68,33.12
2014-12-02,21.67,33.22
2014-12-03,21.47,33.35
2014-12-04,21.72,33.19
2014-12-05,21.54,33.26
2014-12-08,21.26,33.1
2014-12-09,21.22,33.19
2014-12-10,20.47,32.36
2014-12-11,20.51,32.63
2014-12-12,20.19,32.3
2014-12-15,19.95,32.24
2014-12-16,19.79,31.925
2014-12-17,20.47,32.83
2014-12-18,20.93,33.31
2014-12-19,20.9,33.28
2014-12-22,20.89,33.42
2014-12-23,20.94,33.61
2014-12-24,20.96,33.61
2014-12-26,21.0,33.69
2014-12-29,21.14,34.01
2014-12-30,21.31,34.0
2014-12-31,21.46,34.12
2015-01-02,21.26,33.81
2015-01-05,20.95,33.45
2015-01-06,20.7,33.16
2015-01-07,21.72,34.07
2015-01-08,22.39,34.89
2015-01-09,22.64,34.93
2015-01-12,22.69,35.08
2015-01-13,22.13,34.55
2015-01-14,22.23,34.46
2015-01-15,21.03,33.04
2015-01-16,21.57,33.65
2015-01-20,20.8,33.09
2015-01-21,21.01,33.42
2015-01-22,20.93,33.84
2015-01-23,20.69,33.82
2015-01-26,21.21,34.35
2015-01-27,20.96,34.4
2015-01-28,20.58,34.33
2015-01-29,21.82,35.01
2015-01-30,20.59,34.29
2015-02-02,20.56,34.55
2015-02-03,21.09,35.1
2015-02-04,21.59,35.64
2015-02-05,21.48,35.26
2015-02-06,22.26,35.45
2015-02-09,22.32,35.41
2015-02-10,22.77,35.88
2015-02-11,22.41,35.78
2015-02-12,22.87,36.27
2015-02-13,22.89,36.36
2015-02-17,22.92,36.53
2015-02-18,22.71,36.46
2015-02-19,22.71,36.44
2015-02-20,22.75,36.61
2015-02-23,22.58,36.59
2015-02-24,23.24,37.01
2015-02-25,22.93,36.35
2015-02-26,22.66,36.29
2015-02-27,22.56,36.34
2015-03-02,22.43,36.4
2015-03-03,21.78,35.94
2015-03-04,22.15,35.93
2015-03-05,22.24,35.97
2015-03-06,21.22,35.31
2015-03-09,21.35,35.37
2015-03-10,21.04,35.12
2015-03-11,21.17,35.36
2015-03-12,21.28,35.83
2015-03-13,21.05,35.51
2015-03-16,21.07,35.6
2015-03-17,20.95,35.39
2015-03-18,21.31,35.85
2015-03-19,21.37,35.86
2015-03-20,21.77,36.43
2015-03-23,21.54,36.2
2015-03-24,21.94,36.55
2015-03-25,21.6,35.96
2015-03-26,21.52,35.68
2015-03-27,22.02,36.2
2015-03-30,22.44,36.85
2015-03-31,22.23,36.86
2015-04-01,22.29,36.54
2015-04-02,22.7,36.99
2015-04-06,22.67,36.85
2015-04-07,22.17,36.38
2015-04-08,22.47,36.8
2015-04-09,22.31,36.42
2015-04-10,22.32,36.5
2015-04-13,22.23,36.31
2015-04-14,22.54,36.53
2015-04-15,22.78,36.67
2015-04-16,22.34,36.02
2015-04-17,22.19,35.61
2015-04-20,21.9,35.73
2015-04-21,22.21,36.07
2015-04-22,21.69,35.91
2015-04-23,19.97,35.35
2015-04-24,20.12,35.95
2015-04-27,19.87,35.51
2015-04-28,19.94,35.61
2015-04-29,19.86,35.19
2015-04-30,19.3,34.6
2015-05-01,19.62,35.25
2015-05-04,19.49,35.26
2015-05-05,19.46,34.92
2015-05-06,19.41,34.87
2015-05-07,19.7,35.32
2015-05-08,19.79,35.7999
2015-05-11,19.52,35.56
2015-05-12,19.53,35.33
2015-05-13,19.43,35.33
2015-05-14,19.58,35.66
2015-05-15,19.89,35.95
2015-05-18,19.9,36.31
2015-05-19,20.05,36.53
2015-05-20,20.12,36.36
2015-05-21,20.0,36.4
2015-05-22,19.76,36.2
2015-05-26,19.49,35.94
2015-05-27,19.38,36.22
2015-05-28,19.43,36.27
2015-05-29,19.18,35.94
2015-06-01,19.27,36.04
2015-06-02,19.21,36.13
2015-06-03,19.34,36.38
2015-06-04,19.04,35.94
2015-06-05,19.08,36.06
2015-06-08,18.89,35.77
2015-06-09,18.85,35.67
2015-06-10,19.1,36.23
2015-06-11,19.23,36.41
2015-06-12,19.27,36.48
2015-06-15,19.38,36.42
2015-06-16,19.38,36.46
2015-06-17,19.47,36.43
2015-06-18,19.56,36.68
2015-06-19,19.99,36.84
2015-06-22,20.25,37.19
2015-06-23,20.31,37.24
2015-06-24,20.54,37.28
2015-06-25,20.42,37.22
2015-06-26,20.48,37.32
2015-06-29,20.08,36.49
2015-06-30,20.15,36.62
2015-07-01,20.43,36.9
2015-07-02,20.55,36.7
2015-07-06,20.57,36.61
2015-07-07,20.91,36.77
2015-07-08,20.45,36.24
2015-07-09,20.32,36.4
2015-07-10,20.69,36.77
2015-07-13,20.75,37.13
2015-07-14,20.89,37.17
2015-07-15,20.49,36.91
2015-07-16,20.49,36.95
2015-07-17,20.09,36.66
2015-07-20,19.73,36.54
2015-07-21,19.68,36.48
2015-07-22,20.16,37.19
2015-07-23,20.18,37.07
2015-07-24,19.49,36.45
2015-07-27,19.5,36.12
2015-07-28,19.69,36.6
2015-07-29,20.11,37.08
2015-07-30,20.4,37.3
2015-07-31,20.72,37.58
2015-08-03,20.71,37.26
2015-08-04,20.33,37.19
2015-08-05,19.96,37.02
2015-08-06,19.78,36.77
2015-08-07,19.74,36.97
2015-08-10,20.12,37.52
2015-08-11,20.55,37.51
2015-08-12,20.86,37.55
2015-08-13,21.34,37.92
2015-08-14,21.16,38.14
2015-08-17,21.37,38.57
2015-08-18,21.9,39.05
2015-08-19,22.02,39.08
2015-08-20,21.51,38.12
2015-08-21,20.93,37.26
2015-08-24,19.62,35.635
2015-08-25,18.91,34.89
2015-08-26,19.82,35.69
2015-08-27,20.46,36.18
2015-08-28,20.44,36.17
2015-08-31,20.69,36.23
2015-09-01,19.9,35.3
2015-09-02,20.35,36.14
2015-09-03,20.75,36.47
2015-09-04,20.24,35.93
2015-09-08,20.82,37.12
2015-09-09,20.6,36.73
2015-09-10,20.5,36.63
2015-09-11,20.95,37.08
2015-09-14,20.79,36.9
2015-09-15,20.72,37.12
2015-09-16,20.81,37.27
2015-09-17,21.03,37.53
2015-09-18,20.52,36.7
2015-09-21,20.24,36.5
2015-09-22,19.65,35.78
2015-09-23,19.54,35.83
2015-09-24,19.82,35.69
2015-09-25,19.96,35.75
2015-09-28,19.03,34.34
2015-09-29,18.72,33.71
2015-09-30,18.87,34.23
2015-10-01,19.12,34.64
2015-10-02,19.14,34.78
2015-10-05,19.98,35.78
2015-10-06,19.62,35.29
2015-10-07,20.0,35.91
2015-10-08,20.21,36.35
2015-10-09,20.12,36.33
2015-10-12,20.1,36.43
2015-10-13,19.5,35.96
2015-10-14,18.89,35.19
2015-10-15,19.1,35.62
2015-10-16,19.09,35.82
2015-10-19,19.12,36.07
2015-10-20,19.42,36.35
2015-10-21,19.45,36.18
2015-10-22,18.16,36.3
2015-10-23,18.34,36.11
2015-10-26,18.18,36.26
2015-10-27,18.04,35.63
2015-10-28,18.42,36.27
2015-10-29,17.96,35.73
2015-10-30,18.33,35.74
2015-11-02,18.39,36.15
2015-11-03,18.46,36.24
2015-11-04,18.34,36.14
2015-11-05,18.15,36.13
2015-11-06,17.91,35.93
2015-11-09,17.56,35.37
2015-11-10,18.19,35.77
2015-11-11,18.43,35.96
2015-11-12,17.92,35.3
2015-11-13,17.71,34.7
2015-11-16,18.44,35.34
2015-11-17,18.41,35.32
2015-11-18,18.97,35.97
2015-11-19,19.08,35.95
2015-11-20,19.2,36.1
2015-11-23,19.25,36.21
2015-11-24,19.51,36.49
2015-11-25,19.75,36.83
2015-11-27,19.66,36.78
2015-11-30,19.48,36.35
2015-12-01,19.65,36.75
2015-12-02,19.08,36.3
2015-12-03,18.89,35.58
2015-12-04,19.42,36.28
2015-12-07,19.38,36.12
2015-12-08,18.78,35.63
2015-12-09,18.02,34.83
2015-12-10,18.16,35.02
2015-12-11,17.64,34.5
2015-12-14,17.18,34.2
2015-12-15,17.39,34.42
2015-12-16,18.02,35.19
2015-12-17,17.75,34.45
2015-12-18,17.33,33.66
2015-12-21,17.77,33.92
2015-12-22,17.8,34.19
2015-12-23,18.13,34.43
2015-12-24,18.22,34.49
2015-12-28,18.1,34.46
2015-12-29,18.16,34.66
2015-12-30,17.98,34.5
2015-12-31,17.82,34.18
2016-01-04,17.16,33.53
2016-01-05,17.32,33.45
2016-01-06,16.94,32.63
2016-01-07,16.22,31.61
2016-01-08,15.9,31.06
2016-01-11,16.16,30.94
2016-01-12,16.23,31.22
2016-01-13,16.3,30.15
2016-01-14,16.07,30.07
2016-01-15,15.94,29.73
2016-01-19,15.67,29.4
2016-01-20,15.57,29.08
2016-01-21,16.0,29.48
2016-01-22,16.6,30.25
2016-01-25,15.91,29.55
2016-01-26,16.33,30.16
2016-01-27,16.08,29.77
2016-01-28,16.39,29.65
2016-01-29,16.76,30.52
2016-02-01,16.51,30.37
2016-02-02,16.18,29.65
2016-02-03,16.38,29.59
2016-02-04,16.53,29.8
2016-02-05,16.23,29.12
2016-02-08,15.79,28.26
2016-02-09,16.0,28.51
2016-02-10,16.35,28.72
2016-02-11,15.36,27.98
2016-02-12,16.01,28.72
2016-02-16,16.67,29.53
2016-02-17,16.61,30.0
2016-02-18,16.61,29.89
2016-02-19,16.54,29.92
2016-02-22,17.2,30.47
2016-02-23,17.15,30.56
2016-02-24,17.1,30.85
2016-02-25,17.34,30.93
2016-02-26,17.39,31.23
2016-02-29,17.19,30.87
2016-03-01,17.52,31.66
2016-03-02,17.87,31.76
2016-03-03,18.16,32.13
2016-03-04,17.93,32.18
2016-03-07,17.93,32.22
2016-03-08,17.8,31.82
2016-03-09,18.04,31.93
2016-03-10,17.96,31.87
2016-03-11,18.4,32.49
2016-03-14,18.34,32.48
2016-03-15,18.26,32.37
2016-03-16,18.21,32.79
2016-03-17,18.37,33.04
2016-03-18,18.65,33.46
2016-03-21,18.3,33.26
2016-03-22,18.28,33.16
2016-03-23,17.98,32.75
2016-03-24,17.91,32.78
2016-03-28,18.12,33.11
2016-03-29,18.51,33.67
2016-03-30,18.41,33.62
2016-03-31,18.71,33.84
2016-04-01,18.42,34.09
2016-04-04,17.21,33.66
2016-04-05,17.56,33.69
2016-04-06,17.98,34.17
2016-04-07,17.72,33.81
2016-04-08,17.8,33.9
2016-04-11,17.58,33.88
2016-04-12,17.83,34.17
2016-04-13,18.28,34.91
2016-04-14,18.33,34.71
2016-04-15,18.65,34.84
2016-04-18,18.51,34.9
2016-04-19,18.66,34.72
2016-04-20,19.18,34.85
2016-04-21,19.13,34.73
2016-04-22,19.05,34.74
2016-04-25,18.81,34.51
2016-04-26,18.98,34.83
2016-04-27,19.18,34.84
2016-04-28,18.52,33.79
2016-04-29,18.39,33.66
2016-05-02,18.44,34.0
2016-05-03,18.2,33.46
2016-05-04,18.3,33.38
2016-05-05,18.19,33.3
2016-05-06,18.23,33.5
2016-05-09,18.28,33.52
2016-05-10,18.24,33.83
2016-05-11,18.15,33.17
2016-05-12,18.19,33.14
2016-05-13,17.98,32.82
2016-05-16,18.21,33.05
2016-05-17,18.17,32.93
2016-05-18,18.03,32.82
2016-05-19,17.79,32.77
2016-05-20,18.06,33.23
2016-05-23,17.82,32.98
2016-05-24,18.73,33.99
2016-05-25,18.7,34.13
2016-05-26,18.86,34.01
2016-05-27,18.86,34.29
2016-05-31,18.76,34.18
2016-06-01,18.87,34.41
2016-06-02,18.89,34.39
2016-06-03,18.79,34.2
2016-06-06,18.7,34.23
2016-06-07,19.37,34.68
2016-06-08,19.7,34.96
2016-06-09,19.58,34.42
2016-06-10,19.22,33.7
2016-06-13,18.83,33.16
2016-06-14,18.59,32.94
2016-06-15,18.72,33.14
2016-06-16,18.67,33.16
2016-06-17,19.05,33.38
2016-06-20,19.09,33.71
2016-06-21,19.1,33.59
2016-06-22,18.87,33.54
2016-06-23,19.16,33.92
2016-06-24,18.4,32.64
2016-06-27,18.01,31.69
2016-06-28,18.56,32.5
2016-06-29,19.0,33.05
2016-06-30,19.49,33.54
2016-07-01,19.48,33.75
2016-07-05,19.27,33.31
2016-07-06,19.66,33.95
2016-07-07,19.97,34.06
2016-07-08,20.48,34.88
2016-07-11,20.41,35.12
2016-07-12,20.49,35.28
2016-07-13,20.43,35.2
2016-07-14,20.37,35.15
2016-07-15,20.37,35.17
2016-07-18,20.46,35.33
2016-07-19,20.37,35.27
2016-07-20,20.42,35.6
2016-07-21,21.51,35.36
2016-07-22,21.85,35.63
2016-07-25,21.94,35.78
2016-07-26,22.1,36.09
2016-07-27,22.11,35.9
2016-07-28,21.72,36.49
2016-07-29,21.18,36.08
2016-08-01,21.44,36.14
2016-08-02,20.95,35.69
2016-08-03,21.01,35.82
2016-08-04,21.04,35.7
2016-08-05,21.54,36.15
2016-08-08,21.26,36.12
2016-08-09,21.29,36.07
2016-08-10,21.22,35.89
2016-08-11,21.39,36.16
2016-08-12,21.15,36.07
2016-08-15,21.42,36.32
2016-08-16,21.36,36.01
2016-08-17,21.07,35.62
2016-08-18,21.14,35.75
2016-08-19,21.19,35.78
2016-08-22,21.32,35.9
2016-08-23,21.93,36.54
2016-08-24,21.57,36.23
2016-08-25,21.57,36.31
2016-08-26,21.19,35.97
2016-08-29,21.18,36.27
2016-08-30,21.36,36.28
2016-08-31,21.37,36.14
2016-09-01,21.1,36.02
2016-09-02,20.88,36.14
2016-09-06,20.84,36.07
2016-09-07,21.08,36.3
2016-09-08,20.88,35.94
2016-09-09,20.04,34.3
2016-09-12,20.21,34.76
2016-09-13,19.83,34.16
2016-09-14,19.88,34.07
2016-09-15,19.99,34.3
2016-09-16,19.57,33.85
2016-09-19,19.87,34.12
2016-09-20,19.29,33.81
2016-09-21,19.41,34.16
2016-09-22,19.86,34.54
2016-09-23,19.81,34.44
2016-09-26,19.77,34.15
2016-09-27,19.89,34.32
2016-09-28,20.14,34.09
2016-09-29,19.81,33.65
2016-09-30,20.04,33.94
2016-10-03,20.04,33.7
2016-10-04,20.09,33.66
2016-10-05,20.45,33.85
2016-10-06,20.34,34.13
2016-10-07,19.94,33.5
2016-10-10,19.93,33.62
2016-10-11,19.68,33.05
2016-10-12,19.75,33.24
2016-10-13,19.4,32.92
2016-10-14,19.43,32.91
2016-10-17,19.4,32.85
2016-10-18,19.81,32.92
2016-10-19,19.88,32.87
2016-10-20,19.2,32.64
2016-10-21,19.06,32.63
2016-10-24,19.09,32.92
2016-10-25,18.57,31.8
2016-10-26,18.58,31.64
2016-10-27,18.19,31.24
2016-10-28,18.51,31.58
2016-10-31,18.6,31.62
2016-11-01,18.63,31.23
2016-11-02,18.31,31.06
2016-11-03,18.01,30.95
2016-11-04,18.24,31.38
2016-11-07,18.6,31.93
2016-11-08,18.31,31.88
2016-11-09,18.04,32.29
2016-11-10,18.69,33.12
2016-11-11,18.32,33.11
2016-11-14,18.64,33.52
2016-11-15,18.66,33.52
2016-11-16,18.44,33.22
2016-11-17,18.94,33.89
2016-11-18,18.84,33.88
2016-11-21,18.91,34.11
2016-11-22,18.82,34.24
2016-11-23,18.99,34.35
2016-11-25,19.27,34.6
2016-11-28,19.1,34.16
2016-11-29,19.29,34.34
2016-11-30,18.86,33.85
2016-12-01,18.39,33.53
2016-12-02,18.31,33.63
2016-12-05,18.28,34.04
2016-12-06,18.68,34.37
2016-12-07,19.31,35.25
2016-12-08,19.85,35.65
2016-12-09,19.6,35.51
2016-12-12,19.83,35.31
2016-12-13,19.7,35.39
2016-12-14,19.09,34.96
2016-12-15,18.73,34.58
2016-12-16,18.83,34.58
2016-12-19,18.91,34.71
2016-12-20,19.09,34.86
2016-12-21,19.15,35.03
2016-12-22,18.55,34.35
2016-12-23,18.38,34.28
2016-12-27,18.62,34.54
2016-12-28,18.45,34.15
2016-12-29,18.5,34.1
2016-12-30,18.38,33.85
2017-01-03,18.55,34.16
2017-01-04,18.99,34.69
2017-01-05,18.93,34.51
2017-01-06,18.46,34.23
2017-01-09,18.53,34.02
2017-01-10,18.69,34.18
2017-01-11,18.84,34.31
2017-01-12,19.01,34.2
2017-01-13,19.19,34.36
2017-01-17,19.16,34.28
2017-01-18,19.21,34.28
2017-01-19,18.94,34.05
2017-01-20,19.12,34.21
2017-01-23,19.21,34.32
2017-01-24,20.34,35.33
2017-01-25,20.44,35.73
2017-01-26,21.18,35.49
2017-01-27,21.26,35.11
2017-01-30,21.39,34.67
2017-01-31,21.51,34.5
2017-02-01,21.21,34.5
2017-02-02,21.26,34.32
2017-02-03,21.39,34.61
2017-02-06,21.29,34.39
2017-02-07,21.25,34.36
2017-02-08,21.27,34.44
2017-02-09,21.4,34.79
2017-02-10,21.62,35.21
2017-02-13,21.52,35.19
2017-02-14,21.49,35.17
2017-02-15,21.63,35.44
2017-02-16,21.34,35.38
2017-02-17,21.4,35.4
2017-02-21,21.61,35.83
2017-02-22,21.71,35.85
2017-02-23,21.6,35.68
2017-02-24,21.73,35.83
2017-02-27,22.1,36.38
2017-02-28,22.05,36.02
2017-03-01,22.49,36.85
2017-03-02,22.42,36.63
2017-03-03,22.48,36.75
2017-03-06,22.46,36.38
2017-03-07,22.79,36.37
2017-03-08,23.16,36.72
2017-03-09,23.12,36.63
2017-03-10,23.53,37.01
2017-03-13,23.39,36.93
2017-03-14,23.18,36.78
2017-03-15,23.43,37.29
2017-03-16,23.81,37.58
2017-03-17,23.72,37.44
2017-03-20,23.74,37.3439
2017-03-21,23.4,36.73
2017-03-22,23.37,36.71
2017-03-23,23.42,36.85
2017-03-24,23.49,36.77
2017-03-27,23.47,36.76
2017-03-28,23.73,37.03
2017-03-29,23.75,37.15
2017-03-30,23.83,37.22
2017-03-31,23.55,37.23
2017-04-03,23.48,36.96
2017-04-04,23.37,36.78
2017-04-05,23.29,36.56
2017-04-06,23.36,36.83
2017-04-07,23.28,36.75
2017-04-10,23.46,36.92
2017-04-11,23.76,37.21
2017-04-12,23.77,36.8
2017-04-13,23.71,36.7
2017-04-17,24.11,37.09
2017-04-18,24.2,37.17
2017-04-19,24.19,37.31
2017-04-20,23.34,37.45
2017-04-21,23.32,37.52
2017-04-24,23.08,37.72
2017-04-25,22.2,37.9
2017-04-26,22.7,38.27
2017-04-27,22.87,38.24
2017-04-28,22.67,37.81
2017-05-01,22.48,37.63
2017-05-02,22.32,37.58
2017-05-03,22.18,37.47
2017-05-04,22.15,37.55
2017-05-05,22.34,37.8
2017-05-08,22.25,37.71
2017-05-09,22.71,38.07
2017-05-10,22.89,38.1
2017-05-11,23.02,37.96
2017-05-12,22.75,37.62
2017-05-15,22.94,38.02
2017-05-16,23.07,37.96
2017-05-17,22.54,37.32
2017-05-18,22.75,37.34
2017-05-19,23.13,37.74
2017-05-22,23.29,37.89
