date,STT,KCE
2023-11-13,67.05,85.6164
2023-11-14,68.94,88.0957
2023-11-15,69.73,88.62
2023-11-16,69.29,88.01
2023-11-17,70.19,88.63
2023-11-20,69.95,88.9591
2023-11-21,69.05,88.67
2023-11-22,69.88,89.36
2023-11-24,70.38,89.73
2023-11-27,69.74,89.59
2023-11-28,70.11,89.4633
2023-11-29,71.74,90.549
2023-11-30,72.82,91.3
2023-12-01,73.92,92.64
2023-12-04,74.1,93.55
2023-12-05,73.22,93.12
2023-12-06,71.44,92.91
2023-12-07,73.18,93.52
2023-12-08,73.97,94.57
2023-12-11,74.6,94.88
2023-12-12,75.12,95.419
2023-12-13,76.61,97.42
2023-12-14,78.55,100.304
2023-12-15,77.63,99.8647
2023-12-18,77.19,99.37
2023-12-19,77.68,100.6918
2023-12-20,76.05,99.24
2023-12-21,77.01,100.6746
2023-12-22,77.19,101.146
2023-12-26,77.72,101.8734
2023-12-27,77.97,102.67
2023-12-28,78.42,102.8064
2023-12-29,77.46,101.9717
