date,STT,KCE
2010-01-04,44.46,37.71
2010-01-05,44.55,37.94
2010-01-06,43.81,37.76
2010-01-07,44.6,37.94
2010-01-08,45.51,37.94
2010-01-11,44.36,37.91
2010-01-12,44.2,37.41
2010-01-13,44.61,37.74
2010-01-14,43.79,37.63
2010-01-15,42.67,37.12
2010-01-19,43.2,37.57
2010-01-20,46.28,37.51
2010-01-21,45.47,36.7964
2010-01-22,43.36,35.59
2010-01-25,43.94,35.86
2010-01-26,43.08,35.0634
2010-01-27,44.51,35.68
2010-01-28,43.83,35.18
2010-01-29,42.88,34.66
2010-02-01,44.16,35.13
2010-02-02,44.57,35.4
2010-02-03,44.4,35.22
2010-02-04,43.07,33.64
2010-02-05,43.35,34.15
2010-02-08,43.0,33.65
2010-02-09,44.22,33.97
2010-02-10,44.64,34.32
2010-02-11,45.05,34.46
2010-02-12,44.62,34.66
2010-02-16,45.47,35.14
2010-02-17,44.84,34.99
2010-02-18,45.23,35.01
2010-02-19,46.64,35.34
2010-02-22,46.78,35.36
2010-02-23,45.86,34.82
2010-02-24,45.38,35.14
2010-02-25,44.99,35.0
2010-02-26,44.91,35.31
2010-03-01,44.97,35.54
2010-03-02,45.03,35.84
2010-03-03,44.92,35.87
2010-03-04,45.1,36.35
2010-03-05,45.64,37.05
2010-03-08,45.49,37.32
2010-03-09,45.78,37.23
2010-03-10,45.31,37.33
2010-03-11,45.03,37.54
2010-03-12,44.65,37.44
2010-03-15,44.53,37.35
2010-03-16,45.09,37.62
2010-03-17,46.27,38.07
2010-03-18,46.24,37.95
2010-03-19,45.95,37.59
2010-03-22,45.69,37.58
2010-03-23,46.16,37.71
2010-03-24,45.37,37.51
2010-03-25,46.06,37.59
2010-03-26,46.16,37.36
2010-03-29,46.27,37.49
2010-03-30,45.78,37.41
2010-03-31,45.14,37.21
2010-04-01,45.97,37.58
2010-04-05,46.35,37.97
2010-04-06,46.61,38.3
2010-04-07,46.41,38.26
2010-04-08,46.38,38.38
2010-04-09,46.96,38.57
2010-04-12,48.07,38.85
2010-04-13,47.85,38.96
2010-04-14,47.85,39.75
2010-04-15,47.95,39.79
2010-04-16,46.5,38.49
2010-04-19,47.25,38.75
2010-04-20,45.28,38.78
2010-04-21,43.67,38.81
2010-04-22,44.39,39.06
2010-04-23,44.48,39.3
2010-04-26,43.75,38.81
2010-04-27,42.78,37.91
2010-04-28,43.54,38.06
2010-04-29,44.32,39.05
2010-04-30,43.5,38.38
2010-05-03,43.79,38.87
2010-05-04,42.61,37.7
2010-05-05,43.41,37.58
2010-05-06,42.12,36.25
2010-05-07,41.34,35.41
2010-05-10,43.28,36.99
2010-05-11,42.81,36.877
2010-05-12,42.8,37.19
2010-05-13,41.91,36.93
2010-05-14,41.63,36.08
2010-05-17,41.54,36.16
2010-05-18,40.58,35.21
2010-05-19,40.6,35.2
2010-05-20,39.01,33.71
2010-05-21,39.65,34.73
2010-05-24,38.59,33.86
2010-05-25,38.88,34.02
2010-05-26,38.29,33.81
2010-05-27,39.14,35.04
2010-05-28,38.17,34.47
2010-06-01,37.02,33.68
2010-06-02,38.38,34.67
2010-06-03,38.91,34.73
2010-06-04,36.48,33.61
2010-06-07,36.28,32.98
2010-06-08,36.86,33.1
2010-06-09,36.5,32.69
2010-06-10,37.55,33.69
2010-06-11,37.68,34.12
2010-06-14,37.03,33.79
2010-06-15,38.49,34.4
2010-06-16,38.15,34.36
2010-06-17,37.57,33.99
2010-06-18,37.2,33.92
2010-06-21,37.17,33.76
2010-06-22,36.41,33.39
2010-06-23,35.81,33.16
2010-06-24,34.86,32.45
2010-06-25,35.83,33.03
2010-06-28,35.31,32.95
2010-06-29,33.95,31.49
2010-06-30,33.82,31.07
2010-07-01,33.28,30.81
2010-07-02,32.81,30.59
2010-07-06,33.34,30.57
2010-07-07,36.63,31.72
2010-07-08,36.38,31.95
2010-07-09,37.21,32.4
2010-07-12,37.12,32.25
2010-07-13,38.34,33.06
2010-07-14,37.58,32.68
2010-07-15,37.84,32.77
2010-07-16,36.91,31.94
2010-07-19,37.35,32.1
2010-07-20,39.53,32.51
2010-07-21,37.88,32.16
2010-07-22,39.06,32.97
2010-07-23,39.79,33.24
2010-07-26,39.7,33.74
2010-07-27,39.0,33.6
2010-07-28,38.87,33.37
2010-07-29,39.02,33.61
2010-07-30,38.92,33.33
2010-08-02,40.11,34.18
2010-08-03,39.86,33.99
2010-08-04,39.97,34.55
2010-08-05,39.95,34.49
2010-08-06,39.08,34.2
2010-08-09,39.59,34.45
2010-08-10,39.15,33.9
2010-08-11,37.35,32.65
2010-08-12,37.3,32.49
2010-08-13,37.28,32.17
2010-08-16,37.11,32.08
2010-08-17,38.29,32.7
2010-08-18,38.41,32.68
2010-08-19,37.01,31.92
2010-08-20,36.89,32.1
2010-08-23,36.43,31.91
2010-08-24,35.32,31.2
2010-08-25,35.41,31.27
2010-08-26,34.87,30.85
2010-08-27,35.85,31.36
2010-08-30,34.89,30.5
2010-08-31,35.08,30.45
2010-09-01,36.5,31.56
2010-09-02,36.43,31.82
2010-09-03,37.92,32.74
2010-09-07,36.7,32.0534
2010-09-08,37.3,32.4
2010-09-09,38.26,32.81
2010-09-10,37.93,32.96
2010-09-13,38.82,33.75
2010-09-14,38.23,33.572
2010-09-15,38.85,33.64
2010-09-16,38.64,33.47
2010-09-17,38.2125,33.42
2010-09-20,39.52,34.02
2010-09-21,38.64,33.56
2010-09-22,37.75,32.83
2010-09-23,37.18,32.29
2010-09-24,38.32,33.31
2010-09-27,38.18,33.05
2010-09-28,37.97,33.14
2010-09-29,37.34,32.92
2010-09-30,37.66,32.91
2010-10-01,38.21,33.23
2010-10-04,37.54,32.87
2010-10-05,38.7,33.89
2010-10-06,39.04,33.88
2010-10-07,38.67,33.61
2010-10-08,38.99,33.8118
2010-10-11,39.5,33.72
2010-10-12,39.66,34.01
2010-10-13,40.16,34.22
2010-10-14,39.84,33.97
2010-10-15,40.05,34.05
2010-10-18,41.21,34.74
2010-10-19,40.3,34.41
2010-10-20,40.53,34.78
2010-10-21,40.24,34.61
2010-10-22,40.4,34.73
2010-10-25,40.26,34.67
2010-10-26,40.98,34.7
2010-10-27,41.42,34.93
2010-10-28,41.11,35.02
2010-10-29,41.76,35.14
2010-11-01,41.77,35.09
2010-11-02,41.93,35.39
2010-11-03,42.28,35.64
2010-11-04,43.95,36.68
2010-11-05,45.47,37.46
2010-11-08,44.75,37.17
2010-11-09,43.97,36.7
2010-11-10,44.67,36.9
2010-11-11,44.96,36.76
2010-11-12,43.89,36.2
2010-11-15,43.87,36.38
2010-11-16,43.13,35.75
2010-11-17,43.01,35.68
2010-11-18,43.95,36.14
2010-11-19,43.44,36.14
2010-11-22,42.8,35.61
2010-11-23,42.1,35.02
2010-11-24,43.69,35.78
2010-11-26,43.84,35.55
2010-11-29,43.7,35.43
2010-11-30,43.2,35.17
2010-12-01,44.8,36.11
2010-12-02,45.62,37.35
2010-12-03,45.71,37.4
2010-12-06,45.76,37.56
2010-12-07,45.51,37.6
2010-12-08,46.18,37.99
2010-12-09,45.74,38.17
2010-12-10,45.93,38.32
2010-12-13,45.36,38.34
2010-12-14,45.2,38.09
2010-12-15,45.36,38.02
2010-12-16,45.7,38.21
2010-12-17,45.47,37.89
2010-12-20,45.9,37.9
2010-12-21,46.68,38.47
2010-12-22,47.77,38.75
2010-12-23,47.22,38.49
2010-12-27,47.17,38.75
2010-12-28,46.8,38.72
2010-12-29,46.66,38.54
2010-12-30,46.27,38.43
2010-12-31,46.34,38.39
2011-01-03,47.62,38.89
2011-01-04,46.68,38.52
2011-01-05,47.28,38.81
2011-01-06,47.32,38.89
2011-01-07,46.62,38.54
2011-01-10,46.4,38.75
2011-01-11,47.15,38.72
2011-01-12,47.78,39.49
2011-01-13,48.57,39.65
2011-01-14,49.99,40.06
2011-01-18,50.06,40.04
2011-01-19,48.0,38.93
2011-01-20,47.56,39.12
2011-01-21,48.25,39.41
2011-01-24,47.81,39.47
2011-01-25,47.69,39.14
2011-01-26,47.41,39.16
2011-01-27,47.58,39.53
2011-01-28,46.41,38.7
2011-01-31,46.72,38.99
2011-02-01,47.65,39.66
2011-02-02,47.27,39.64
2011-02-03,46.54,39.38
2011-02-04,46.37,39.48
2011-02-07,47.32,40.05
2011-02-08,47.31,40.04
2011-02-09,47.15,40.18
2011-02-10,47.78,40.48
2011-02-11,46.98,40.84
2011-02-14,46.59,40.98
2011-02-15,45.7,40.89
2011-02-16,46.2,41.2
2011-02-17,46.04,41.32
2011-02-18,46.12,41.4
2011-02-22,44.52,40.01
2011-02-23,44.23,39.65
2011-02-24,44.27,39.66
2011-02-25,44.8,40.36
2011-02-28,44.72,40.36
2011-03-01,44.35,39.66
2011-03-02,44.03,39.68
2011-03-03,44.16,40.41
2011-03-04,43.81,39.82
2011-03-07,43.84,39.59
2011-03-08,44.59,40.05
2011-03-09,44.52,39.75
2011-03-10,43.39,38.81
2011-03-11,43.34,38.98
2011-03-14,43.37,38.62
2011-03-15,42.73,38.05
2011-03-16,42.97,37.33
2011-03-17,43.4,37.62
2011-03-18,44.37,37.98
2011-03-21,43.92,38.75
2011-03-22,43.63,38.69
2011-03-23,43.77,38.802
2011-03-24,44.08,39.08
2011-03-25,44.04,39.11
2011-03-28,43.74,38.9
2011-03-29,44.09,38.955
2011-03-30,45.07,39.39
2011-03-31,44.94,39.39
2011-04-01,45.47,40.075
2011-04-04,45.64,39.88
2011-04-05,45.79,39.88
2011-04-06,46.37,40.315
2011-04-07,46.37,40.115
2011-04-08,46.06,39.84
2011-04-11,46.19,39.66
2011-04-12,46.16,39.4
2011-04-13,45.58,39.245
2011-04-14,45.15,39.09
2011-04-15,45.41,39.36
2011-04-18,44.67,38.67
2011-04-19,45.69,38.48
2011-04-20,46.02,39.11
2011-04-21,46.32,39.34
2011-04-25,45.96,38.99
2011-04-26,46.98,39.31
2011-04-27,46.56,39.29
2011-04-28,46.52,39.16
2011-04-29,46.55,39.127
2011-05-02,46.89,39.07
2011-05-03,46.7,38.66
2011-05-04,46.37,38.28
2011-05-05,45.88,37.92
2011-05-06,46.55,38.15
2011-05-09,46.49,38.14
2011-05-10,47.08,38.57
2011-05-11,46.88,38.0
2011-05-12,46.52,38.03
2011-05-13,45.55,37.52
2011-05-16,45.79,37.07
2011-05-17,46.41,36.79
2011-05-18,47.08,37.36
2011-05-19,47.47,37.42
2011-05-20,46.84,37.08
2011-05-23,45.65,36.48
2011-05-24,44.96,36.34
2011-05-25,45.18,36.42
2011-05-26,45.34,36.44
2011-05-27,45.19,36.76
2011-05-31,45.77,37.27
2011-06-01,43.55,35.7168
2011-06-02,43.99,35.7
2011-06-03,43.5,35.24
2011-06-06,43.04,34.63
2011-06-07,42.66,34.65
2011-06-08,42.15,34.198
2011-06-09,43.38,34.75
2011-06-10,42.71,34.44
2011-06-13,42.99,34.56
2011-06-14,44.12,35.02
2011-06-15,42.67,34.41
2011-06-16,43.15,34.42
2011-06-17,43.41,34.66
2011-06-20,43.41,34.71
2011-06-21,44.23,35.21
2011-06-22,44.04,34.86
2011-06-23,44.13,34.46
2011-06-24,43.31,33.95
2011-06-27,44.22,34.31
2011-06-28,44.01,34.46
2011-06-29,45.16,35.32
2011-06-30,45.09,35.47
2011-07-01,45.95,36.15
2011-07-05,45.13,35.85
2011-07-06,46.05,35.59
2011-07-07,46.84,36.3
2011-07-08,46.34,35.76
2011-07-11,44.58,34.53
2011-07-12,44.47,34.45
2011-07-13,44.64,34.56
2011-07-14,44.2,34.19
2011-07-15,43.83,34.05
2011-07-18,42.95,33.52
2011-07-19,42.02,33.85
2011-07-20,42.6,34.34
2011-07-21,43.44,35.38
2011-07-22,42.62,35.24
2011-07-25,42.63,35.04
2011-07-26,42.42,34.97
2011-07-27,41.61,33.78
2011-07-28,41.76,33.83
2011-07-29,41.47,33.75
2011-08-01,41.37,33.66
2011-08-02,40.54,32.54
2011-08-03,40.86,32.82
2011-08-04,38.59,30.94
2011-08-05,38.74,30.6
2011-08-08,34.84,27.82
2011-08-09,35.66,29.65
2011-08-10,33.24,27.53
2011-08-11,35.58,29.51
2011-08-12,34.68,28.95
2011-08-15,34.85,29.7
2011-08-16,34.59,29.07
2011-08-17,34.81,29.09
2011-08-18,32.67,27.38
2011-08-19,31.91,26.88
2011-08-22,31.77,26.845
2011-08-23,33.07,27.93
2011-08-24,34.08,28.62
2011-08-25,33.59,28.01
2011-08-26,34.04,28.48
2011-08-29,35.33,29.79
2011-08-30,35.1,29.63
2011-08-31,35.52,29.82
2011-09-01,34.8,29.04
2011-09-02,33.33,27.88
2011-09-06,32.58,27.41
2011-09-07,34.2,28.73
2011-09-08,33.3,27.9
2011-09-09,32.05,27.2
2011-09-12,32.4,27.45
2011-09-13,32.76,27.86
2011-09-14,33.22,28.32
2011-09-15,34.46,29.34
2011-09-16,34.43,29.19
2011-09-19,32.79,28.15
2011-09-20,32.67,27.91
2011-09-21,31.48,26.76
2011-09-22,31.22,25.9
2011-09-23,30.94,26.22
2011-09-26,32.22,26.97
2011-09-27,33.46,27.51
2011-09-28,32.22,26.37
2011-09-29,33.07,27.11
2011-09-30,32.16,25.77
2011-10-03,30.38,24.47
2011-10-04,32.06,25.97
2011-10-05,32.47,26.47
2011-10-06,32.62,27.15
2011-10-07,31.59,26.18
2011-10-10,33.23,27.57
2011-10-11,33.1,27.44
2011-10-12,33.8,28.1
2011-10-13,33.22,27.71
2011-10-14,33.9,27.97
2011-10-17,33.87,27.33
2011-10-18,37.49,28.53
2011-10-19,36.91,27.87
2011-10-20,38.18,28.31
2011-10-21,38.78,28.88
2011-10-24,39.4,29.77
2011-10-25,38.75,28.33
2011-10-26,38.86,28.84
2011-10-27,41.89,31.27
2011-10-28,42.01,31.14
2011-10-31,40.39,29.68
2011-11-01,38.76,28.1
2011-11-02,40.23,29.01
2011-11-03,40.37,29.74
2011-11-04,39.99,29.43
2011-11-07,40.6,29.54
2011-11-08,41.74,29.97
2011-11-09,39.44,28.25
2011-11-10,40.11,28.45
2011-11-11,41.24,29.13
2011-11-14,40.9,28.56
2011-11-15,41.0,28.84
2011-11-16,39.93,28.04
2011-11-17,38.54,27.56
2011-11-18,38.5,27.59
2011-11-21,37.19,27.03
2011-11-22,37.25,26.56
2011-11-23,36.33,25.92
2011-11-25,36.24,25.85
2011-11-28,36.91,26.93
2011-11-29,36.64,26.76
2011-11-30,39.65,28.63
2011-12-01,39.22,28.23
2011-12-02,39.98,28.62
2011-12-05,40.17,29.16
2011-12-06,40.27,29.19
2011-12-07,41.34,29.48
2011-12-08,39.81,28.23
2011-12-09,40.93,28.96
2011-12-12,40.07,28.16
2011-12-13,39.55,27.7
2011-12-14,39.23,27.16
2011-12-15,39.11,27.25
2011-12-16,40.04,26.9
2011-12-19,39.03,26.26
2011-12-20,40.48,27.5
2011-12-21,40.62,27.58
2011-12-22,41.09,28.08
2011-12-23,41.39,28.2503
2011-12-27,41.18,28.28
2011-12-28,40.3,27.53
2011-12-29,40.78,28.03
2011-12-30,40.31,27.95
2012-01-03,41.82,28.78
2012-01-04,41.3,28.67
2012-01-05,41.76,28.94
2012-01-06,41.76,28.96
2012-01-09,41.77,29.07
2012-01-10,43.17,29.81
2012-01-11,43.05,29.77
2012-01-12,43.61,29.96
2012-01-13,42.94,29.737
2012-01-17,42.75,29.61
2012-01-18,39.95,30.01
2012-01-19,41.06,30.9
2012-01-20,41.5,31.14
2012-01-23,41.79,31.24
2012-01-24,41.31,31.16
2012-01-25,39.91,31.07
2012-01-26,38.78,31.06
2012-01-27,39.06,31.07
2012-01-30,38.83,30.7
2012-01-31,39.18,30.661
2012-02-01,40.2,31.3677
2012-02-02,40.98,31.44
2012-02-03,42.57,32.39
2012-02-06,41.83,32.3
2012-02-07,41.64,32.24
2012-02-08,41.81,32.05
2012-02-09,41.1,32.099
2012-02-10,40.66,31.753
2012-02-13,40.23,31.99
2012-02-14,39.46,31.76
2012-02-15,39.52,31.69
2012-02-16,40.36,31.89
2012-02-17,40.25,32.56
2012-02-21,40.01,32.47
2012-02-22,39.62,32.289
2012-02-23,40.86,32.572
2012-02-24,40.53,32.608
2012-02-27,41.46,32.69
2012-02-28,42.02,32.9
2012-02-29,42.23,32.74
2012-03-01,42.42,33.11
2012-03-02,41.98,32.75
2012-03-05,41.76,32.5
2012-03-06,40.92,31.73
2012-03-07,41.42,32.23
2012-03-08,41.76,32.53
2012-03-09,42.1,32.96
2012-03-12,41.68,32.79
2012-03-13,43.87,33.9111
2012-03-14,44.88,33.81
2012-03-15,45.84,34.47
2012-03-16,45.76,34.26
2012-03-19,45.96,34.52
2012-03-20,45.9,34.45
2012-03-21,45.53,34.41
2012-03-22,45.01,33.89
2012-03-23,45.63,34.24
2012-03-26,46.29,34.78
2012-03-27,45.49,34.47
2012-03-28,45.47,34.18
2012-03-29,45.06,33.8
2012-03-30,45.5,34.01
2012-04-02,45.88,34.32
2012-04-03,45.9,34.3
2012-04-04,44.6,33.64
2012-04-05,44.56,33.54
2012-04-09,43.82,32.89
2012-04-10,43.0,32.01
2012-04-11,43.32,32.32
2012-04-12,44.18,33.02
2012-04-13,43.19,32.09
2012-04-16,43.68,32.19
2012-04-17,44.55,32.68
2012-04-18,44.94,32.32
2012-04-19,45.03,32.24
2012-04-20,45.12,32.25
2012-04-23,44.57,31.91
2012-04-24,45.22,32.0529
2012-04-25,45.95,32.57
2012-04-26,46.36,32.92
2012-04-27,46.32,33.03
2012-04-30,46.22,32.92
2012-05-01,46.55,32.94
2012-05-02,46.16,32.58
2012-05-03,46.07,32.13
2012-05-04,45.19,31.69
2012-05-07,45.27,31.75
2012-05-08,44.74,31.54
2012-05-09,43.66,31.27
2012-05-10,43.9,31.23
2012-05-11,43.57,31.13
2012-05-14,42.44,30.55
2012-05-15,42.78,30.33
2012-05-16,41.8,30.0
2012-05-17,41.5,29.48
2012-05-18,41.1,29.0
2012-05-21,41.64,29.54
2012-05-22,41.44,29.56
2012-05-23,41.9,29.67
2012-05-24,41.73,29.79
2012-05-25,41.78,29.79
2012-05-29,42.57,30.27
2012-05-30,41.63,29.75
2012-05-31,41.21,29.83
2012-06-01,39.88,28.79
2012-06-04,39.52,28.5
2012-06-05,39.86,28.8748
2012-06-06,41.12,29.82
2012-06-07,41.85,30.171
2012-06-08,42.16,30.11
2012-06-11,42.79,29.71
2012-06-12,43.42,29.92
2012-06-13,43.32,29.79
2012-06-14,43.3,30.09
2012-06-15,43.85,30.3
2012-06-18,43.61,30.19
2012-06-19,44.42,30.77
2012-06-20,43.9,30.7
2012-06-21,43.14,29.92
2012-06-22,43.91,30.21
2012-06-25,42.5,29.42
2012-06-26,42.5,29.6
2012-06-27,42.99,29.98
2012-06-28,43.17,30.1
2012-06-29,44.64,30.95
2012-07-02,44.72,31.25
2012-07-03,44.91,31.48
2012-07-05,44.8,31.19
2012-07-06,44.04,30.86
2012-07-09,43.67,30.57
2012-07-10,43.18,30.46
2012-07-11,43.2,30.44
2012-07-12,42.8,30.14
2012-07-13,44.11,30.87
2012-07-16,44.14,30.85
2012-07-17,41.33,30.88
2012-07-18,41.61,30.86
2012-07-19,41.54,30.52
2012-07-20,40.08,29.91
2012-07-23,39.72,29.58
2012-07-24,39.42,29.25
2012-07-25,39.17,29.33
2012-07-26,39.69,29.71
2012-07-27,40.37,30.47
2012-07-30,40.18,30.44
2012-07-31,40.38,30.24
2012-08-01,40.24,29.77
2012-08-02,39.56,29.19
2012-08-03,40.7,30.23
2012-08-06,40.49,30.25
2012-08-07,41.31,30.8452
2012-08-08,41.38,30.7
2012-08-09,41.81,30.921
2012-08-10,41.85,30.96
2012-08-13,41.79,30.98
2012-08-14,41.22,30.92
2012-08-15,41.35,31.07
2012-08-16,41.57,31.38
2012-08-17,41.91,31.46
2012-08-20,41.91,31.5
2012-08-21,41.85,31.61
2012-08-22,41.68,31.53
2012-08-23,41.22,31.24
2012-08-24,41.44,31.41
2012-08-27,41.1,31.23
2012-08-28,41.1,31.48
2012-08-29,41.23,31.61
2012-08-30,41.18,31.42
2012-08-31,41.6,31.58
2012-09-04,41.72,31.85
2012-09-05,41.95,31.84
2012-09-06,42.86,32.59
2012-09-07,43.0,32.93
2012-09-10,42.9,32.8
2012-09-11,43.1,32.92
2012-09-12,43.18,33.18
2012-09-13,44.09,33.77
2012-09-14,43.92,34.14
2012-09-17,43.91,33.89
2012-09-18,43.69,33.681
2012-09-19,43.45,33.61
2012-09-20,43.43,33.28
2012-09-21,43.71,33.21
2012-09-24,43.39,32.98
2012-09-25,42.36,32.3
2012-09-26,41.71,32.0965
2012-09-27,42.04,32.47
2012-09-28,41.96,32.34
2012-10-01,42.07,32.531
2012-10-02,42.08,32.45
2012-10-03,41.94,32.51
2012-10-04,42.29,32.88
2012-10-05,41.99,33.27
2012-10-08,41.95,32.873
2012-10-09,41.49,32.6334
2012-10-10,41.46,32.47
2012-10-11,42.02,32.66
2012-10-12,41.38,32.21
2012-10-15,41.58,32.5
2012-10-16,43.53,32.95
2012-10-17,44.69,33.565
2012-10-18,44.93,33.34
2012-10-19,44.66,32.74
2012-10-22,44.71,32.553
2012-10-23,43.92,32.24
2012-10-24,44.26,32.33
2012-10-25,44.69,32.59
2012-10-26,44.38,32.67
2012-10-31,44.57,32.809
2012-11-01,45.05,33.45
2012-11-02,44.72,33.11
2012-11-05,45.93,33.3104
2012-11-06,46.33,33.54
2012-11-07,44.72,32.43
2012-11-08,44.38,32.25
2012-11-09,44.31,32.201
2012-11-12,44.39,32.361
2012-11-13,44.28,32.12
2012-11-14,43.98,31.29
2012-11-15,44.14,31.64
2012-11-16,44.21,31.69
2012-11-19,45.29,32.52
2012-11-20,45.29,32.68
2012-11-21,45.4,32.66
2012-11-23,45.78,32.882
2012-11-26,44.9,32.978
2012-11-27,44.54,32.97
2012-11-28,44.66,33.1499
2012-11-29,44.6,33.23
2012-11-30,44.44,33.13
2012-12-03,44.71,33.2
2012-12-04,44.4,33.01
2012-12-05,44.63,33.1835
2012-12-06,44.57,33.23
2012-12-07,45.15,33.3466
2012-12-10,44.94,33.21
2012-12-11,45.35,33.642
2012-12-12,45.41,33.6725
2012-12-13,45.35,33.52
2012-12-14,45.45,33.56
2012-12-17,46.43,34.29
2012-12-18,46.97,34.78
2012-12-19,46.5,34.942
2012-12-20,46.55,35.11
2012-12-21,46.41,34.2
2012-12-24,46.38,34.11
2012-12-26,46.47,33.93
2012-12-27,46.32,33.69
2012-12-28,46.05,33.61
2012-12-31,47.01,34.11
2013-01-02,48.32,35.1301
2013-01-03,48.06,35.1399
2013-01-04,49.39,35.732
2013-01-07,49.44,35.7848
2013-01-08,49.11,35.56
2013-01-09,49.51,35.73
2013-01-10,50.25,36.08
2013-01-11,50.58,36.26
2013-01-14,51.01,36.17
2013-01-15,50.8,36.26
2013-01-16,49.85,36.12
2013-01-17,50.38,36.4799
2013-01-18,53.36,36.86
2013-01-22,55.25,37.27
2013-01-23,55.33,37.17
2013-01-24,55.52,37.16
2013-01-25,56.45,37.44
2013-01-28,56.39,37.44
2013-01-29,56.04,37.8
2013-01-30,55.92,37.79
2013-01-31,55.65,37.94
2013-02-01,56.36,38.31
2013-02-04,55.94,37.964
2013-02-05,56.17,38.3899
2013-02-06,56.38,38.54
2013-02-07,56.23,38.44
2013-02-08,56.55,38.65
2013-02-11,56.6,38.74
2013-02-12,56.93,39.0134
2013-02-13,57.07,39.16
2013-02-14,57.2,39.47
2013-02-15,57.24,39.42
2013-02-19,57.54,39.78
2013-02-20,56.73,38.9868
2013-02-21,56.09,38.19
2013-02-22,57.19,38.8
2013-02-25,56.2,37.94
2013-02-26,56.9,38.0
2013-02-27,56.97,38.59
2013-02-28,56.59,38.52
2013-03-01,56.31,38.39
2013-03-04,57.1,38.75
2013-03-05,57.5,39.24
2013-03-06,58.66,39.4726
2013-03-07,58.66,39.72
2013-03-08,59.2,39.96
2013-03-11,59.38,40.15
2013-03-12,59.13,39.93
2013-03-13,59.81,40.3
2013-03-14,59.95,40.43
2013-03-15,60.03,40.18
2013-03-18,59.31,39.7359
2013-03-19,59.26,39.18
2013-03-20,60.53,39.64
2013-03-21,59.0,39.0599
2013-03-22,59.77,39.04
2013-03-25,59.32,38.9
2013-03-26,59.76,39.12
2013-03-27,59.41,39.0919
2013-03-28,59.09,39.27
2013-04-01,58.23,38.67
2013-04-02,58.71,38.96
2013-04-03,56.91,37.9431
2013-04-04,57.17,38.15
2013-04-05,57.57,37.94
2013-04-08,57.96,38.38
2013-04-09,58.48,38.52
2013-04-10,59.94,39.4
2013-04-11,60.48,39.49
2013-04-12,59.75,39.14
2013-04-15,57.66,37.87
2013-04-16,58.31,38.3
2013-04-17,57.29,37.49
2013-04-18,56.51,36.86
2013-04-19,56.93,37.34
2013-04-22,57.25,37.58
2013-04-23,58.26,38.3
2013-04-24,58.27,38.31
2013-04-25,58.3,38.39
2013-04-26,57.86,38.3
2013-04-29,58.15,38.66
2013-04-30,58.47,39.1
2013-05-01,57.47,38.2
2013-05-02,57.6,38.72
2013-05-03,59.45,39.37
2013-05-06,59.53,39.67
2013-05-07,59.68,39.839
2013-05-08,60.56,40.21
2013-05-09,60.22,40.12
2013-05-10,60.33,40.35
2013-05-13,61.67,40.62
2013-05-14,63.59,41.49
2013-05-15,63.61,41.71
2013-05-16,63.81,41.87
2013-05-17,65.16,42.29
2013-05-20,65.19,42.3552
2013-05-21,65.09,42.26
2013-05-22,65.16,41.52
2013-05-23,64.6,41.26
2013-05-24,64.49,41.23
2013-05-28,67.15,42.14
2013-05-29,66.85,41.9636
2013-05-30,67.19,42.36
2013-05-31,66.18,41.7
2013-06-03,66.31,41.33
2013-06-04,66.15,41.23
2013-06-05,64.88,40.15
2013-06-06,65.53,40.84
2013-06-07,67.44,41.74
2013-06-10,67.36,41.789
2013-06-11,66.12,40.98
2013-06-12,64.91,40.42
2013-06-13,66.41,41.35
2013-06-14,66.06,40.89
2013-06-17,66.85,41.7
2013-06-18,67.32,41.99
2013-06-19,66.68,41.35
2013-06-20,65.97,39.99
2013-06-21,64.95,39.53
2013-06-24,64.09,38.61
2013-06-25,64.84,39.34
2013-06-26,64.99,39.55
2013-06-27,65.55,40.292
2013-06-28,65.21,39.96
2013-07-01,65.76,40.25
2013-07-02,65.87,40.19
2013-07-03,65.81,39.97
2013-07-05,67.76,40.7
2013-07-08,67.81,40.97
2013-07-09,68.83,41.43
2013-07-10,68.58,41.4
2013-07-11,68.5,41.89
2013-07-12,68.95,42.14
2013-07-15,69.25,42.54
2013-07-16,68.69,42.03
2013-07-17,69.4,42.11
2013-07-18,70.1,42.75
2013-07-19,69.28,42.78
2013-07-22,70.02,43.14
2013-07-23,71.2,43.33
2013-07-24,69.67,42.88
2013-07-25,69.35,43.33
2013-07-26,68.95,43.35
2013-07-29,68.53,42.89
2013-07-30,68.64,43.1
2013-07-31,69.67,43.26
2013-08-01,70.7,44.12
2013-08-02,70.57,44.14
2013-08-05,70.35,44.07
2013-08-06,70.65,43.59
2013-08-07,69.34,43.23
2013-08-08,69.51,43.35
2013-08-09,69.32,43.37
2013-08-12,68.55,43.02
2013-08-13,69.23,43.3801
2013-08-14,69.26,43.206
2013-08-15,67.8,42.4
2013-08-16,67.85,42.44
2013-08-19,67.42,41.81
2013-08-20,68.26,42.36
2013-08-21,68.21,42.02
2013-08-22,69.73,42.61
2013-08-23,69.67,42.63
2013-08-26,69.52,42.55
2013-08-27,66.87,41.29
2013-08-28,66.79,41.33
2013-08-29,67.2,41.78
2013-08-30,66.72,41.24
2013-09-03,67.56,41.53
2013-09-04,68.26,42.21
2013-09-05,68.31,42.3
2013-09-06,67.63,42.49
2013-09-09,68.11,42.93
2013-09-10,68.65,43.69
2013-09-11,68.29,43.51
2013-09-12,67.8,43.23
