date,T,XLK
2023-09-11,14.52,173.69
2023-09-12,14.46,170.53999
2023-09-13,14.62,170.97
2023-09-14,15.06,172.21001
2023-09-15,15.23,168.89999
2023-09-18,15.09,169.35001
2023-09-19,15.21,169.25999
2023-09-20,15.55,166.60001
2023-09-21,15.31,164.06
2023-09-22,15.12,164.41
2023-09-25,15.06,164.94
2023-09-26,15.02,161.97
2023-09-27,14.87,162.22
2023-09-28,15.01,163.37
2023-09-29,15.02,163.92999
2023-10-02,14.67,165.69
2023-10-03,14.78,162.88
2023-10-04,14.65,164.91
2023-10-05,14.83,165.13
2023-10-06,14.45,168.22
2023-10-09,14.73,169.09
2023-10-10,14.96,169.35001
2023-10-11,14.77,170.92
2023-10-12,14.45,171.08
2023-10-13,14.36,168.63
2023-10-16,14.41,170.25
2023-10-17,14.58,169.46001
2023-10-18,14.32,167.72
2023-10-19,15.26,166.75999
2023-10-20,15.38,163.94
2023-10-23,14.95,164.13
2023-10-24,15.53,165.25999
2023-10-25,15.19,163.31
2023-10-26,15.12,160.19
2023-10-27,14.82,161.12
2023-10-30,15.26,162.85001
2023-10-31,15.4,164.00999
2023-11-01,15.58,167.17999
2023-11-02,15.73,170.00999
2023-11-03,15.88,171.75999
2023-11-06,15.75,172.89
2023-11-07,15.84,174.78
2023-11-08,15.65,175.77
2023-11-09,15.63,174.95
2023-11-10,15.64,179.52
2023-11-13,15.58,178.47
2023-11-14,15.63,182.03999
2023-11-15,15.76,182.27
2023-11-16,15.88,183.17999
2023-11-17,15.9,182.8
2023-11-20,16.1,185.45
2023-11-21,16.19,183.95
2023-11-22,16.17,184.77
2023-11-24,16.21,184.41
2023-11-27,16.21,184.39999
2023-11-28,16.18,184.75
2023-11-29,16.3,184.89
2023-11-30,16.57,185.16
2023-12-01,16.76,185.58
2023-12-04,16.66,183.32001
2023-12-05,17.22,184.42
2023-12-06,16.94,182.86
2023-12-07,17.09,185.08
2023-12-08,16.92,186.66
2023-12-11,16.62,188.28999
2023-12-12,16.41,189.53999
2023-12-13,16.45,191.21001
2023-12-14,16.65,190.74001
2023-12-15,16.52,191.7
2023-12-18,16.46,191.85001
2023-12-19,16.61,192.58
2023-12-20,16.4,189.67
2023-12-21,16.49,191.8
2023-12-22,16.55,192.05
2023-12-26,16.57,192.85001
2023-12-27,16.58,192.84
2023-12-28,16.74,193.07001
2023-12-29,16.78,192.48
