date,SBUX,XLY
9/26/2018,57.270005,116.92
9/27/2018,57.339997,117.32
9/28/2018,56.839997,117.22
10/1/2018,55.580002,116.86
10/2/2018,55.589997,115.28
10/3/2018,55.470002,114.89
10/4/2018,55.89,113.09
10/5/2018,55.759995,112.24
10/8/2018,56.539994,112.53
10/9/2018,57.710007,112.2
10/10/2018,56.009995,108.42
10/11/2018,54.860001,106.51
10/12/2018,56.449997,108.48
10/15/2018,56.75,108.23
10/16/2018,57.809998,110.4
10/17/2018,59.100007,109.49
10/18/2018,58.64,107.39
10/19/2018,58.660004,106.34
10/22/2018,58.899994,106.77
10/23/2018,58.809998,106.79
10/24/2018,58.059998,103.6
10/25/2018,58.960007,106.73
10/26/2018,58.070008,103.41
10/29/2018,58.369996,102.5
10/30/2018,58.589997,104.04
10/31/2018,58.270005,105.38
11/1/2018,58.630005,107.53
11/2/2018,64.320008,107.97
11/5/2018,64.479996,108.12
11/6/2018,66.009995,108.6
11/7/2018,68.160004,111.54
11/8/2018,68.720002,111.57
11/9/2018,68.600007,110.02
11/12/2018,67.910004,107.81
11/13/2018,67.410004,107.76
11/14/2018,67.039994,106.95
11/15/2018,67.619996,106.79
11/16/2018,68.160004,106.37
11/19/2018,67.910004,103.77
11/20/2018,67.179993,101.42
11/21/2018,66.770005,102.48
11/23/2018,65.699997,102.02
11/26/2018,65.690003,104.31
11/27/2018,66.080002,104.62
11/28/2018,66.820008,107.71
11/29/2018,66.880005,107.21
11/30/2018,66.720002,107.99
12/3/2018,67.5,110.01
12/4/2018,66.649994,106.05
12/6/2018,66.550004,106.56
12/7/2018,65.470002,103.37
12/10/2018,65.490006,103.45
12/11/2018,65.919999,103.49
12/12/2018,66.130005,104.58
12/13/2018,66.910004,104.06
12/14/2018,65.339997,102.33
12/17/2018,64.470002,99.73
12/18/2018,64.919999,100.51
12/19/2018,64.059998,98.52
12/20/2018,62.149994,96.31
12/21/2018,61.39,93.76
12/24/2018,60.559998,91.98
12/26/2018,63.080002,97.43
12/27/2018,63.199997,97.95
12/28/2018,63.39,97.96
12/31/2018,64.399994,99.01
1/2/2019,64.320008,99.76
1/3/2019,61.529999,97.6
1/4/2019,63.570008,100.83
1/7/2019,63.570008,103.11
1/8/2019,63.619996,104.25
1/9/2019,63.880005,104.78
1/10/2019,64.190003,104.48
1/11/2019,63.729996,104.58
1/14/2019,63.369996,103.94
1/15/2019,64.080002,104.88
1/16/2019,63.770005,104.64
1/17/2019,64.279999,105.35
1/18/2019,64.699997,106.81
1/22/2019,65.39,105.21
1/23/2019,66.429993,105.42
1/24/2019,64.740006,105.86
1/25/2019,67.089997,107.03
1/28/2019,66.899994,106.41
1/29/2019,67.039994,105.72
1/30/2019,68.149994,107.8
1/31/2019,68.14,108.78
2/1/2019,68.110001,107.19
2/4/2019,67.580002,107.89
2/5/2019,69.339997,108.9
2/6/2019,68.850007,108.45
2/7/2019,69.14,107.56
2/8/2019,69.75,107.13
2/11/2019,69.990006,107.32
2/12/2019,69.75,108.97
2/13/2019,70.509995,109.71
2/14/2019,70.839997,109.31
2/15/2019,70.710007,110.06
2/19/2019,70.199997,110.51
2/20/2019,70.39,110.73
2/21/2019,70.699997,110.51
2/22/2019,71.300004,111.11
2/25/2019,71.050004,110.74
2/26/2019,71.14,110.89
2/27/2019,70.149994,110.81
2/28/2019,70.259995,110.21
3/1/2019,70.850007,111.1
3/4/2019,70.949997,110.75
3/5/2019,71.580002,111.03
3/6/2019,71.270005,110.51
3/7/2019,70.610001,109.17
3/8/2019,69.360001,108.41
3/11/2019,69.679993,109.9
3/12/2019,70.050004,110.21
3/13/2019,70.100007,110.6
3/14/2019,70.740006,110.27
3/15/2019,70.669999,110.6
3/18/2019,70.839997,111.67
3/19/2019,71.380005,112.23
3/20/2019,71.630005,112.39
3/21/2019,72.259995,113.93
3/22/2019,71.960007,111.67
3/25/2019,72.300004,112.33
3/26/2019,72.960007,112.81
3/27/2019,72.740006,112.58
3/28/2019,73.960007,113.26
3/29/2019,74.339997,113.85
4/1/2019,73.960007,115.1
4/2/2019,74.270005,115.08
4/3/2019,74.330002,115.89
4/4/2019,74.350007,116.83
4/5/2019,75.029999,117.52
4/8/2019,75.199997,117.94
4/9/2019,75.119996,116.88
4/10/2019,75.479996,117.44
4/11/2019,75.869996,117.59
4/12/2019,76.649994,118.32
4/15/2019,76.160004,118.56
4/16/2019,75.699997,119.08
4/17/2019,75.119996,119.31
4/18/2019,76.059998,119.27
4/22/2019,75.399994,118.82
4/23/2019,75.990006,120.24
4/24/2019,76.39,120.35
4/25/2019,77.110001,119.72
4/26/2019,77.449997,120.67
4/29/2019,76.910004,120.25
4/30/2019,77.679993,120.07
5/1/2019,77.520005,118.61
5/2/2019,77.470002,118.7
5/3/2019,78.050004,120.1
5/6/2019,78.059998,119.37
5/7/2019,77.960007,117.56
5/8/2019,78.050004,117.6
5/9/2019,77.899994,117.12
5/10/2019,78.419999,117.29
5/13/2019,76.679993,113.8
5/14/2019,77.059998,114.95
5/15/2019,77.759995,115.73
5/16/2019,78.899994,116.8
5/17/2019,78.910004,115.91
5/20/2019,76.660004,115.09
5/21/2019,77.529999,115.89
5/22/2019,77.25,114.7
5/23/2019,76.410004,113.28
5/24/2019,76.149994,113.43
5/28/2019,75.699997,112.68
5/29/2019,75.279999,111.68
5/30/2019,76.169999,112.41
5/31/2019,76.059998,110.94
6/3/2019,76.220002,110.01
6/4/2019,78.520005,112.99
6/5/2019,79.960007,113.55
6/6/2019,81.399994,114.13
6/7/2019,82.479996,115.78
6/10/2019,81.929993,116.76
6/11/2019,82.369996,117.21
6/12/2019,82.929993,117.18
6/13/2019,83.350007,118.23
6/14/2019,84.240006,118.49
6/17/2019,83.020005,118.54
6/18/2019,82.919999,119.44
6/19/2019,83.809998,119.66
6/20/2019,84.690003,120.49
6/21/2019,83.820008,119.52
6/24/2019,83.649994,118.88
6/25/2019,84.25,117.74
6/26/2019,83.380005,118.12
6/27/2019,83.559998,118.86
6/28/2019,83.830002,119.2
7/1/2019,84.550004,120.25
7/2/2019,85.509995,120.51
7/3/2019,87.789994,121.56
7/5/2019,87.789994,121.7
7/8/2019,87.440003,121.85
7/9/2019,87.229996,121.98
7/10/2019,88.380005,122.42
7/11/2019,89.070008,122.67
7/12/2019,89.770005,124.08
7/15/2019,90.160004,124.48
7/16/2019,90.080002,124.32
7/17/2019,90.25,123.13
7/18/2019,91.5,122.97
7/19/2019,90.300004,122.16
7/22/2019,90.919999,122.23
7/23/2019,90.110001,123.06
7/24/2019,90.649994,123.68
7/25/2019,90.979996,122.99
7/26/2019,99.110001,123.55
7/29/2019,98.020005,122.95
7/30/2019,96.649994,122.12
7/31/2019,94.690003,120.72
8/1/2019,95.380005,119.08
8/2/2019,95.509995,118.1
8/5/2019,93.699997,114.93
8/6/2019,95.339997,116.68
8/7/2019,95.220002,117.15
8/8/2019,96.270005,119.41
8/9/2019,96.300004,118.29
8/12/2019,94.910004,116.57
8/13/2019,96.630005,118.49
8/14/2019,94.919999,114.78
8/15/2019,95.529999,114.59
8/16/2019,96.520005,115.89
8/19/2019,96.660004,117.35
8/20/2019,95.630005,117.38
8/21/2019,96.320008,119.64
8/22/2019,96.490006,119.67
8/23/2019,94.699997,116.49
8/26/2019,96.5,117.64
8/27/2019,96.089997,117.06
8/28/2019,97.070008,118.52
8/29/2019,97.699997,120.3
8/30/2019,96.559998,119.58
9/3/2019,96.770005,119.09
9/4/2019,96.110001,120.27
9/5/2019,95.559998,122.57
9/6/2019,95.740006,122.87
9/9/2019,94.160004,123.34
9/10/2019,90.350007,122.85
9/11/2019,90.979996,123.08
9/12/2019,92.059998,123.67
9/13/2019,90.479996,123.42
9/16/2019,89.419999,121.84
9/17/2019,90.75,122.58
9/18/2019,90.960007,122.52
9/19/2019,91.559998,122.19
9/20/2019,90.070008,120.39
9/23/2019,90.809998,120.81
9/24/2019,89.919999,119.52
9/25/2019,90.350007,120.61
9/26/2019,89.800004,120.09
9/27/2019,88.369996,119.67
9/30/2019,88.419999,120.7
10/1/2019,86.509995,119.69
10/2/2019,84.320008,117.54
10/3/2019,84.669999,118.11
10/4/2019,85.919999,119.22
10/7/2019,85.850007,118.7
10/8/2019,84.910004,117.45
10/9/2019,85.850007,118.45
10/10/2019,85.960007,119.24
10/11/2019,86.360001,120.59
10/14/2019,86.619996,120.53
10/15/2019,86.449997,121.59
10/16/2019,86.710007,122.09
10/17/2019,86.289994,122.41
10/18/2019,86.029999,122.17
10/21/2019,85.350007,122.6
10/22/2019,83.460007,121.82
10/23/2019,82.740006,121.26
10/24/2019,83.179993,121.2
10/25/2019,83.380005,121.06
10/28/2019,83.600007,121.44
10/29/2019,84.130005,120.75
10/30/2019,84.190003,121.5
10/31/2019,84.559998,120.85
11/1/2019,83.210007,121.65
11/4/2019,82.369996,121.71
11/5/2019,81.89,121.89
11/6/2019,82.990006,122.02
11/7/2019,81.949997,121.29
11/8/2019,81.770005,121.34
11/11/2019,82.429993,121.09
11/12/2019,83.320008,121.01
11/13/2019,83.940003,120.63
11/14/2019,84.380005,121.15
11/15/2019,84.210007,121.37
11/18/2019,84.020005,121.79
11/19/2019,83.660004,120.45
11/20/2019,83.600007,120.17
11/21/2019,82.300004,119.49
11/22/2019,83.020005,120.31
11/25/2019,83.75,121.37
11/26/2019,84.559998,122.2
11/27/2019,85.770005,123.25
11/29/2019,85.429993,122.45
12/2/2019,84.570008,121.44
12/3/2019,84.820008,120.22
12/4/2019,85.399994,120.89
12/5/2019,84.449997,120.77
12/6/2019,86.320008,121.74
12/9/2019,86.279999,121.89
12/10/2019,86.039994,121.68
12/11/2019,86.589997,121.99
12/12/2019,88.210007,123.06
12/13/2019,88.669999,123.17
12/16/2019,88.779999,123.71
12/17/2019,88.130005,124.26
12/18/2019,87.990006,124.38
12/19/2019,88.520005,124.77
12/20/2019,88.460007,124.55
12/23/2019,88.229996,124.26
12/24/2019,88.520005,124.54
12/26/2019,88.074997,126.06
12/27/2019,88.130005,126.05
12/30/2019,87.440003,125.24
12/31/2019,87.919999,125.42
1/2/2020,89.350007,126.91
1/3/2020,88.830002,125.83
1/6/2020,88.130005,126.18
1/7/2020,87.860001,125.98
1/8/2020,88.880005,126.36
1/9/2020,90.529999,127.03
1/10/2020,90.160004,126.34
1/13/2020,91.080002,126.74
1/14/2020,90.990006,126.7
1/15/2020,91.539994,126.41
1/16/2020,92.580002,127.54
1/17/2020,93.619996,127.99
1/21/2020,92.529999,127.6
1/22/2020,92.529999,127.54
1/23/2020,93.75,127.73
1/24/2020,92.029999,125.95
1/27/2020,88.729996,124.07
1/28/2020,88.600007,125.28
1/29/2020,86.720002,125.21
1/30/2020,85.839997,125
1/31/2020,84.830002,125.32
2/3/2020,86.009995,126.21
2/4/2020,88.380005,128.50999
2/5/2020,87.559998,129.16
2/6/2020,86.149994,128.87
2/7/2020,86.419999,128.31
2/10/2020,87.529999,129.75999
2/11/2020,87.509995,130.78
2/12/2020,88.570008,132.12
2/13/2020,89.925004,131.89
2/14/2020,89.279999,131.69
2/18/2020,89.229996,131.67999
2/19/2020,90.14,132.27
2/20/2020,88.600007,132.32001
2/21/2020,87.360001,130.3
2/24/2020,84.520005,125.82
2/25/2020,82.190003,122.46
2/26/2020,80.669999,121.49
2/27/2020,78.289994,116.58
2/28/2020,78.429993,115.83
3/2/2020,82.380005,119.81
3/3/2020,78.600007,116.91
3/4/2020,79.669999,120.95
3/5/2020,76.190003,116.44
3/6/2020,75.339997,114.65
3/9/2020,70.830002,107.43
3/10/2020,74.869996,113.37
3/11/2020,68.300004,107.17
3/12/2020,62.100007,96.34
3/13/2020,69.919999,102.3
3/16/2020,58.589997,89.34
3/17/2020,58.979996,92.78
3/18/2020,56.330002,87.45
3/19/2020,61.410004,90.5
3/20/2020,58.029999,87.81
3/23/2020,56.550004,87.53
3/24/2020,64.880005,95.74
3/25/2020,65.809998,97.42
3/26/2020,69.899994,101.45
3/27/2020,66.339997,98.05
3/30/2020,67.860001,100.1
3/31/2020,65.740006,98.08
4/1/2020,62.619996,93.7
4/2/2020,65,94.05
4/3/2020,63.050004,92.41
4/6/2020,67.789994,100.1
4/7/2020,68.710007,101.59
4/8/2020,71.570008,104.79
4/9/2020,73.880005,106.68
4/13/2020,71.759995,106.65
4/14/2020,73.669999,110.82
4/15/2020,72.550004,108.39
4/16/2020,73.509995,109.69
4/17/2020,77.100007,112.93
4/20/2020,75.320008,110.96
4/21/2020,72.720002,108.08
4/22/2020,77.449997,110.41
4/23/2020,75.149994,110.38
4/24/2020,75.580002,112.25
4/27/2020,77.740006,114.35
4/28/2020,78.690003,114.8
4/29/2020,76.860001,117.33
4/30/2020,76.729996,116.6
5/1/2020,73.789994,112.24
5/4/2020,71.89,112.85
5/5/2020,72.899994,113.26
5/6/2020,72.960007,113.24
5/7/2020,76,115.02
5/8/2020,77.869996,117.26
5/11/2020,75.869996,117
5/12/2020,74.350007,114.44
5/13/2020,73.619996,112.47
5/14/2020,74.190003,114.15
5/15/2020,74.160004,115.48
5/18/2020,76.229996,119.85
5/19/2020,75.860001,119.42
5/20/2020,77.759995,120.98
5/21/2020,78.050004,121.41
5/22/2020,77.619996,121.23
5/26/2020,77.759995,123.15
5/27/2020,78.600007,125.26
5/28/2020,78.539994,123.74
5/29/2020,77.990006,124.19
6/1/2020,78.320008,125.37
6/2/2020,77.779999,126.44
6/3/2020,79.580002,128.83
6/4/2020,78.740006,128.17999
6/5/2020,82.14,131.25
6/8/2020,83.559998,133.25
6/9/2020,82.369996,132.21001
6/10/2020,79.009995,130.97
6/11/2020,72.570008,124.11
6/12/2020,76.380005,125.34
6/15/2020,76.960007,126.53
6/16/2020,77.839997,129.19
6/17/2020,77.100007,128.85001
6/18/2020,76.309998,128.38
6/19/2020,75.399994,127.38
6/22/2020,75.399994,128.39
6/23/2020,75.490006,129.39999
6/24/2020,73.64,126.55
6/25/2020,73.850007,126.72
6/26/2020,71.570008,123.75
6/29/2020,73.479996,126.1
6/30/2020,73.589997,127.71
7/1/2020,74.029999,129
7/2/2020,73.779999,129.50999
7/6/2020,75.440003,132.58
7/7/2020,74.25,130.5
7/8/2020,74.14,131.89
7/9/2020,73.570008,131.74001
7/10/2020,74.289994,133.31
7/13/2020,72.649994,131.62
7/14/2020,72.729996,132.92999
7/15/2020,75.610001,134.83
7/16/2020,74.39,134.47
7/17/2020,74.160004,133.84
7/20/2020,74.960007,135.98
7/21/2020,75.440003,136.19
7/22/2020,77.240006,137.36
7/23/2020,75.360001,135.3
7/24/2020,75.779999,135.53999
7/27/2020,76.460007,136.38
7/28/2020,74.64,135.03
7/29/2020,77.419999,136.39999
7/30/2020,76.64,136.28999
7/31/2020,76.529999,137
8/3/2020,75.5,136.71001
8/4/2020,75.130005,137.81
8/5/2020,75.779999,139.49001
8/6/2020,75.660004,140.17
8/7/2020,75.789994,140.38
8/10/2020,77.470002,142.06
8/11/2020,78.869996,141.78
8/12/2020,79.289994,143.66
8/13/2020,79.020005,143.60001
8/14/2020,78.369996,143.59
8/17/2020,78.949997,145.44
8/18/2020,78.990006,146.34
8/19/2020,77.630005,145.64999
8/20/2020,77.220002,145.42999
8/21/2020,77.070008,146.17999
8/24/2020,78.679993,148.39999
8/25/2020,82.720002,148.89
8/26/2020,82.410004,150.36
8/27/2020,83.410004,149.55
8/28/2020,85,150.53
8/31/2020,84.470002,150.09
9/1/2020,86.050004,151.66
9/2/2020,88.350007,153.75999
9/3/2020,86.479996,148.88
9/4/2020,86.270005,147.16
9/8/2020,85.410004,145.23
9/9/2020,85.860001,147.97
9/10/2020,84.880005,145.85001
9/11/2020,85.270005,146.07001
9/14/2020,86.630005,147.62
9/15/2020,87.710007,148.83
9/16/2020,88.380005,148
9/17/2020,86.75,145.92
9/18/2020,84.949997,143.89
9/21/2020,83.89,141.50999
9/22/2020,83.949997,144.5
9/23/2020,82.990006,142.13
9/24/2020,83.039994,142.07001
9/25/2020,84.300004,143.92
9/28/2020,86.070008,146.92999
9/29/2020,84.800004,145.78999
9/30/2020,85.919999,146.98
10/1/2020,86.740006,148.89999
10/2/2020,86.570008,148.27
10/5/2020,88.470002,150.23
10/6/2020,87.009995,147.45
10/7/2020,88.449997,150.82001
10/8/2020,89.529999,151.81
10/9/2020,90.009995,153.39
10/12/2020,90.779999,155.42999
10/13/2020,90.160004,155.39999
10/14/2020,89.309998,153.67999
10/15/2020,88.830002,154.25
10/16/2020,88.520005,152.85001
10/19/2020,87.600007,150.97
10/20/2020,88.509995,152.17999
10/21/2020,88.270005,151.35001
10/22/2020,89.360001,151.66
10/23/2020,90.800004,152.99001
10/26/2020,89.660004,150.05
10/27/2020,90.050004,149.98
10/28/2020,87.169999,145.24001
10/29/2020,88.300004,146.16
10/30/2020,86.960007,142.97
11/2/2020,85.970002,143.99001
11/3/2020,88.39,147.16
11/4/2020,89.789994,150.28999
11/5/2020,90.619996,153.22
11/6/2020,90.649994,152.75999
11/9/2020,95.880005,152.25999
11/10/2020,93.919999,151.72
11/11/2020,95.039994,153.05
11/12/2020,93.529999,151
11/13/2020,95.559998,153.45
11/16/2020,97.779999,155.46001
11/17/2020,98.600007,154.8
11/18/2020,97.910004,153.74001
11/19/2020,97.759995,154.5
11/20/2020,97.009995,153.69
11/23/2020,96.880005,155.38
11/24/2020,98.300004,157.69
11/25/2020,98.199997,157.88
11/27/2020,98.660004,158.22
11/30/2020,98.020005,157.25999
12/1/2020,98.820008,158.42999
12/2/2020,98.910004,157.44
12/3/2020,100.11001,157.88
12/4/2020,102.28,158.03
12/7/2020,101.41001,157.67
12/8/2020,101.21001,157.34
12/9/2020,100.4,157.19
12/10/2020,105.39,157.05
12/11/2020,103,156.3
12/14/2020,103.32001,156.53
12/15/2020,104.18,158.64
12/16/2020,103.27001,159.67999
12/17/2020,103.21001,160.77
12/18/2020,103.28,159.99001
12/21/2020,102.94001,157.89
12/22/2020,102.41001,157.21001
12/23/2020,102.06,157.55
12/24/2020,102.01,157.88
12/28/2020,104.34,159.67999
12/29/2020,105.63001,159.73
12/30/2020,105.97001,160.69
12/31/2020,106.98,160.78
1/4/2021,103.10001,159.42
1/5/2021,103.44001,160.61
1/6/2021,104.19001,162.25
1/7/2021,103.35001,165.38
1/8/2021,105.67,168.78999
1/11/2021,104.60001,165.64
1/12/2021,102.82001,168.17
1/13/2021,102.89,168.16
1/14/2021,101.82001,167.09
1/15/2021,102.33001,165.8
1/19/2021,102.54,166.74001
1/20/2021,105.46001,169.89
1/21/2021,104.58001,170.67999
1/22/2021,103.91001,170.10001
1/25/2021,103.45,170.73
1/26/2021,104.69001,170.62
1/27/2021,97.869996,165.36
1/28/2021,98.149994,165.88
1/29/2021,96.809998,162.00999
2/1/2021,98.580002,166.22
2/2/2021,101.65,169.75
2/3/2021,101.02001,168.8
2/4/2021,103.64,170.60001
2/5/2021,106.48,172.23
2/8/2021,106.26,173.21001
2/9/2021,106.22001,172.25
2/10/2021,105.87,170.55
2/11/2021,105.86001,170.08
2/12/2021,105.30001,170.32001
2/16/2021,106.15,169.58
2/17/2021,104.44001,170.56
2/18/2021,104.97001,170.61
2/19/2021,103.37,169.62
2/22/2021,101.81,166.03999
2/23/2021,101.37,164.95
2/24/2021,104.38001,166.67999
2/25/2021,103.47001,160.48
2/26/2021,108.03,161.14999
3/1/2021,106.87,164.92999
3/2/2021,107.2,163.03
3/3/2021,106.22001,159.2
3/4/2021,104.89,155.83
3/5/2021,105.2,156.82001
3/8/2021,105.03,157.00999
3/9/2021,106.55001,162.94
3/10/2021,107.78,163.77
3/11/2021,107.32001,166.28
3/12/2021,107.81,166.77
3/15/2021,108.9,169.00999
3/16/2021,111.34,167.25999
3/17/2021,110.46001,169.61
3/18/2021,107.62,165.46001
3/19/2021,106.34,166.45
3/22/2021,107.57001,167.28
3/23/2021,106.25,165.71001
3/24/2021,104.97001,163.25999
3/25/2021,107.35001,164.69
3/26/2021,109.9,166.06
3/29/2021,109.13001,165.14999
3/30/2021,110.27001,166.77
3/31/2021,109.27001,168.07001
4/1/2021,109.38001,169.42
4/5/2021,111.02001,173.27
4/6/2021,113.15,174.02
4/7/2021,113.19001,173.5
4/8/2021,113.04,174.32001
4/9/2021,113.18,175.98
4/12/2021,113.81,177.11
4/13/2021,115.36001,178.98
4/14/2021,115.16001,177.22
4/15/2021,116.66001,178.49001
4/16/2021,118.34,179.87
4/19/2021,117.60001,177.85001
4/20/2021,116.27001,175.61
4/21/2021,116.74001,177.95
4/22/2021,115.92,175.98
4/23/2021,117.56,177.82001
4/26/2021,115.92,178.60001
4/27/2021,116.15,178.39
4/28/2021,112.4,178.17999
4/29/2021,114.63001,178.23
4/30/2021,114.49001,178.92
5/3/2021,115.72001,178.07001
5/4/2021,114.11001,176.21001
5/5/2021,113.48,175.66
5/6/2021,114.74001,176.03999
5/7/2021,114.34,177.62
5/10/2021,114.30001,174.46001
5/11/2021,113.55001,172.49001
5/12/2021,109.79,166.64999
5/13/2021,110.49001,167.83
5/14/2021,111.2,170.74001
5/17/2021,110.98,170.42999
5/18/2021,111.07001,169.10001
5/19/2021,109.67,167.67999
5/20/2021,111.41001,169.39999
5/21/2021,110.92,168.55
5/24/2021,112.52001,170.22
5/25/2021,112.63001,170.75999
5/26/2021,112.85001,172.39
5/27/2021,113.51,173.08
5/28/2021,113.88001,172.84
6/1/2021,113.34,172.50999
6/2/2021,113,171.71001
6/3/2021,111.12,169.67
6/4/2021,111.99001,171.03
6/7/2021,111.33001,171.03
6/8/2021,111.52001,172.41
6/9/2021,111.39,171.46001
6/10/2021,112.21001,172.27
6/11/2021,112.56,173.21001
6/14/2021,112.45,173.25999
6/15/2021,111.89,172.34
6/16/2021,111.36001,172.42
6/17/2021,111.39,173.07001
6/18/2021,109.7,172.16
6/21/2021,110.97001,173.23
6/22/2021,111.85001,174.86
6/23/2021,111.56,176.21001
6/24/2021,111.99001,176.81
6/25/2021,113.04,177.92999
6/28/2021,112.24001,177.97
6/29/2021,112.27001,178.41
6/30/2021,111.81,178.55
7/1/2021,113.41001,179.56
7/2/2021,114.97001,181.14
7/6/2021,115.73,181.35001
7/7/2021,117.14,181.25
7/8/2021,115.99001,180.8
7/9/2021,117.47001,182.49001
7/12/2021,118.46001,183.74001
7/13/2021,119.55001,181.53999
7/14/2021,119.80001,181.21001
7/15/2021,118.97001,180.23
7/16/2021,118.73,178.00999
7/19/2021,115.32001,175.97
7/20/2021,117.42,179.22
7/21/2021,119.27001,180.87
7/22/2021,122.63001,181.64999
7/23/2021,125.97001,183.27
7/26/2021,126.06,184.63
7/27/2021,126.03,182.75999
7/28/2021,122.41001,182.17
7/29/2021,122.38001,184.22
7/30/2021,121.43,180.42999
8/2/2021,120.37,180.95
8/3/2021,119.13001,182.28999
8/4/2021,118.25,180.52
8/5/2021,119.03,182.25
8/6/2021,119.05001,181.00999
8/9/2021,117.94001,180.75999
8/10/2021,116.39,181.47
8/11/2021,116.5,182
8/12/2021,115.75,182.08
8/13/2021,116.76,181.56
8/16/2021,117.54,180.72
8/17/2021,116.57001,176.42999
8/18/2021,115.68,177.06
8/19/2021,114.32001,175.92999
8/20/2021,114.63001,177.62
8/23/2021,115.15,179.91
8/24/2021,115.08001,181.17999
8/25/2021,115.57001,181.88
8/26/2021,114.32001,180.2
8/27/2021,115.12,181.84
8/30/2021,115.61001,183.21001
8/31/2021,117.49001,183.64999
9/1/2021,117.45,183.64
9/2/2021,117.37,183.63
9/3/2021,117.19001,183.52
9/7/2021,115.79,184.06
9/8/2021,118.04,184.27
9/9/2021,118.79,184.03
9/10/2021,119.34,182.89999
9/13/2021,119.18,183.35001
9/14/2021,118.86001,182.74001
9/15/2021,114.64,183.92
9/16/2021,114.67,184.75999
9/17/2021,113.41001,184.11
9/20/2021,111.82001,179.64
9/21/2021,112.22001,179.91
9/22/2021,113.07001,182.36
9/23/2021,114.14,184.21001
9/24/2021,114.11001,184.89999
9/27/2021,113.68,185.89
9/28/2021,111.71001,182.31
9/29/2021,112.17,182.49001
9/30/2021,110.31,179.45
10/1/2021,112.92,180.8
10/4/2021,111.46001,179.37
10/5/2021,110.85001,180.09
10/6/2021,111.64,180.66
10/7/2021,112.21001,183.47
10/8/2021,111.22001,182.63
10/11/2021,110.94001,181.89
10/12/2021,111,183.33
10/13/2021,110.76,184.23
10/14/2021,111.87,186.16
10/15/2021,111.45,189.00999
10/18/2021,113.37,191.32001
10/19/2021,113.49001,190.78
10/20/2021,113.86001,190.64
10/21/2021,114.44001,193.44
10/22/2021,114.55001,192.75
10/25/2021,114.71001,197.53
10/26/2021,114.92,197.56
10/27/2021,113.51,198
10/28/2021,113.2,200.63
10/29/2021,106.07001,201.14999
11/1/2021,109.80001,204.84
11/2/2021,111.45,203.46001
11/3/2021,112.61001,207.12
11/4/2021,112.16001,209.91
11/5/2021,116.91001,211.25999
11/8/2021,115.16001,208.27
11/9/2021,114.13001,204.42
11/10/2021,113.25,203.66
11/11/2021,111.44001,203.11
11/12/2021,111.72001,203.78999
11/15/2021,111.87,203.62
11/16/2021,112.23,206.83
11/17/2021,112.52001,208.14999
11/18/2021,112.9,210.50999
11/19/2021,110.78,211.42
11/22/2021,111.45,210.89
11/23/2021,113.58001,209.36
11/24/2021,113.97001,209.78999
11/26/2021,110.66001,204.07001
11/29/2021,110.73,207.24001
11/30/2021,109.64,204.44
12/1/2021,108.66001,200.75
12/2/2021,111.42,203.61
12/3/2021,111.24001,199.64999
12/6/2021,113.36001,201.92999
12/7/2021,116.26,206.64
12/8/2021,116.25,207.16
12/9/2021,115.35001,203.57001
12/10/2021,116.73,204.99001
12/13/2021,115.56,199.71001
12/14/2021,114.71001,198.55
12/15/2021,114.68,201.07001
12/16/2021,113.59,196.63
12/17/2021,108.63001,195.28999
12/20/2021,108.09,191.85001
12/21/2021,110.37,196.82001
12/22/2021,111.74001,200.41
12/23/2021,112.37,203.19
12/27/2021,114.22001,205.17
12/28/2021,115.57001,205.25999
12/29/2021,116.38001,205.67
12/30/2021,116.24001,204.92999
12/31/2021,116.97001,204.44
1/3/2022,116.68,210.31
1/4/2022,114.24001,209.03
1/5/2022,110.44001,203.39
1/6/2022,111.14,202.86
1/7/2022,107.57001,199.48
1/10/2022,106.03,198.25999
1/11/2022,104.04,200.17
1/12/2022,103.87,201.49001
1/13/2022,102.4,197.44
1/14/2022,100.12,196.52
1/18/2022,97.729996,192.8
1/19/2022,96.869996,189.32001
1/20/2022,95.720002,185.87
1/21/2022,96.309998,180.42
1/24/2022,98.100007,182.59
1/25/2022,97.009995,179.5
1/26/2022,95.580002,178.63
1/27/2022,95.320008,174.3
1/28/2022,97.210007,178.10001
1/31/2022,98.320008,184.95
2/1/2022,98.759995,186.07001
2/2/2022,97.729996,184.96001
2/3/2022,95.940003,179.3
2/4/2022,95,184.39999
2/7/2022,95.190003,184.02
2/8/2022,94.919999,186.61
2/9/2022,97.130005,189.08
2/10/2022,95.309998,185.82001
2/11/2022,93.729996,180.48
2/14/2022,93.649994,181.50999
2/15/2022,94.509995,185.57001
2/16/2022,95.179993,186.10001
2/17/2022,93.050004,181.12
2/18/2022,93.339997,180
2/22/2022,93.110001,174.75
2/23/2022,89.649994,168.91
2/24/2022,91.009995,172.77
2/25/2022,92.580002,176.19
2/28/2022,91.789994,177.42999
3/1/2022,90.14,174.74001
3/2/2022,92.770005,178.41
3/3/2022,91.529999,174.37
3/4/2022,90.029999,171.60001
3/7/2022,84.460007,163.19
3/8/2022,84,163.53
3/9/2022,87.600007,168.78999
3/10/2022,87.160004,169.99001
3/11/2022,82.729996,166.72
3/14/2022,79.289994,163.94
3/15/2022,83.119996,169.42999
3/16/2022,87.410004,175.21001
3/17/2022,87.660004,178.13
3/18/2022,89.600007,181.88
3/21/2022,86.860001,180.08
