date,AEP,XLU
2016-11-16,58.99,46.42
2016-11-17,58.86,46.43
2016-11-18,58.44,46.29
2016-11-21,59.32,46.78
2016-11-22,59.17,46.96
2016-11-23,58.82,46.49
2016-11-25,59.72,47.16
2016-11-28,60.9,48.07
2016-11-29,61.27,48.27
2016-11-30,59.05,46.75
2016-12-01,58.16,46.38
2016-12-02,58.7,46.8
2016-12-05,59.2,46.86
2016-12-06,59.47,46.77
2016-12-07,60.25,47.38
2016-12-08,60.18,47.46
2016-12-09,60.99,47.96
2016-12-12,61.95,48.46
2016-12-13,62.71,48.96
2016-12-14,61.7,47.95
2016-12-15,62.11,48.29
2016-12-16,62.81,48.41
2016-12-19,62.94,48.59
2016-12-20,63.21,48.65
2016-12-21,62.8,48.45
2016-12-22,63.24,48.62
2016-12-23,63.17,48.61
2016-12-27,63.13,48.65
2016-12-28,62.39,48.19
2016-12-29,63.28,48.84
2016-12-30,62.96,48.57
2017-01-03,62.76,48.45
2017-01-04,62.85,48.63
2017-01-05,63.19,48.68
2017-01-06,63.14,48.83
2017-01-09,62.31,48.19
2017-01-10,62.12,48.04
2017-01-11,63.18,48.54
2017-01-12,63.29,48.58
2017-01-13,63.23,48.51
2017-01-17,63.81,49.04
2017-01-18,63.46,48.98
2017-01-19,62.7,48.55
2017-01-20,62.91,48.64
2017-01-23,62.71,48.39
2017-01-24,62.78,48.38
2017-01-25,62.53,48.38
2017-01-26,62.64,48.4
2017-01-27,62.97,48.39
2017-01-30,63.21,48.43
2017-01-31,64.06,49.18
2017-02-01,63.09,48.33
2017-02-02,63.78,48.84
2017-02-03,64.03,48.9
2017-02-06,63.82,48.8
2017-02-07,63.93,48.92
2017-02-08,63.8,49.4
2017-02-09,63.42,48.98
2017-02-10,63.95,49.29
2017-02-13,63.79,49.53
2017-02-14,63.27,49.17
2017-02-15,63.29,49.05
2017-02-16,63.7,49.54
2017-02-17,64.11,49.57
2017-02-21,64.76,50.09
2017-02-22,65.31,50.3
2017-02-23,66.01,50.82
2017-02-24,67.15,51.59
2017-02-27,66.7,51.3
2017-02-28,66.97,51.77
2017-03-01,66.12,51.31
2017-03-02,66.5,51.68
2017-03-03,66.52,51.52
2017-03-06,66.35,51.42
2017-03-07,66.24,51.39
2017-03-08,65.15,50.65
2017-03-09,64.84,50.54
2017-03-10,65.4,50.96
2017-03-13,65.81,51.11
2017-03-14,65.79,51.06
2017-03-15,66.68,51.88
2017-03-16,66.01,51.31
2017-03-17,66.47,51.23
2017-03-20,66.13,50.9038
2017-03-21,66.98,51.61
2017-03-22,67.44,51.86
2017-03-23,67.45,51.7
2017-03-24,67.79,51.89
2017-03-27,67.69,51.69
2017-03-28,67.84,51.65
2017-03-29,67.39,51.51
2017-03-30,67.16,51.11
2017-03-31,67.13,51.31
2017-04-03,67.15,51.3
2017-04-04,67.29,51.46
2017-04-05,67.83,51.75
2017-04-06,67.62,51.62
2017-04-07,67.32,51.4
2017-04-10,67.5,51.49
2017-04-11,67.39,51.47
2017-04-12,67.79,51.85
2017-04-13,67.54,51.68
2017-04-17,67.74,51.91
2017-04-18,67.98,52.03
2017-04-19,67.74,51.67
2017-04-20,67.44,51.47
2017-04-21,67.86,51.73
2017-04-24,67.97,52.0
2017-04-25,67.86,51.93
2017-04-26,67.69,51.77
2017-04-27,68.1,51.95
2017-04-28,67.83,51.7
2017-05-01,67.47,51.39
2017-05-02,68.01,51.45
2017-05-03,67.9,51.27
2017-05-04,68.02,51.45
2017-05-05,68.41,51.73
2017-05-08,67.73,51.71
2017-05-09,67.31,51.33
2017-05-10,67.41,51.41
2017-05-11,67.55,51.48
2017-05-12,68.06,51.73
2017-05-15,68.56,51.95
2017-05-16,67.86,51.57
2017-05-17,68.15,51.7
2017-05-18,68.31,51.88
2017-05-19,68.72,52.08
2017-05-22,69.42,52.53
2017-05-23,69.59,52.67
2017-05-24,70.2,52.97
2017-05-25,70.8,53.4
2017-05-26,70.87,53.4
2017-05-30,71.21,53.57
2017-05-31,71.78,53.84
2017-06-01,72.21,54.22
2017-06-02,72.67,54.28
2017-06-05,72.4,54.11
2017-06-06,72.13,53.99
2017-06-07,72.62,54.17
2017-06-08,71.95,53.72
2017-06-09,71.86,53.67
2017-06-12,71.41,53.57
2017-06-13,71.65,53.7
2017-06-14,71.96,53.99
2017-06-15,72.14,54.3
2017-06-16,72.42,54.11
2017-06-19,72.06,53.93
2017-06-20,72.56,53.96
2017-06-21,72.4,53.64
2017-06-22,71.79,53.39
2017-06-23,71.55,53.21
2017-06-26,71.87,53.57
2017-06-27,70.72,52.97
2017-06-28,70.15,52.46
2017-06-29,69.6,52.04
2017-06-30,69.47,51.96
2017-07-03,69.0,51.72
2017-07-05,68.82,51.47
2017-07-06,69.02,51.45
2017-07-07,69.15,51.49
2017-07-10,68.89,51.45
2017-07-11,68.84,51.42
2017-07-12,68.99,51.86
2017-07-13,68.28,51.68
2017-07-14,68.17,51.92
2017-07-17,68.55,52.16
2017-07-18,68.36,52.31
2017-07-19,68.65,52.53
2017-07-20,68.7,52.91
2017-07-21,69.98,53.29
2017-07-24,69.19,52.79
2017-07-25,68.84,52.49
2017-07-26,69.45,52.99
2017-07-27,70.67,53.12
2017-07-28,70.43,53.04
2017-07-31,70.54,53.22
2017-08-01,70.62,53.52
2017-08-02,70.93,53.75
2017-08-03,71.2,54.02
2017-08-04,70.88,53.78
2017-08-07,71.39,53.95
2017-08-08,71.35,54.17
2017-08-09,70.96,53.89
2017-08-10,71.36,54.06
2017-08-11,70.56,53.74
2017-08-14,71.05,54.05
2017-08-15,71.52,54.35
2017-08-16,72.02,54.57
2017-08-17,72.0,54.18
2017-08-18,72.16,54.5
2017-08-21,72.67,54.7
2017-08-22,72.81,54.82
2017-08-23,73.31,55.0
2017-08-24,73.39,54.96
2017-08-25,73.57,55.14
2017-08-28,74.1,55.24
2017-08-29,73.94,55.12
2017-08-30,73.75,54.96
2017-08-31,73.63,54.97
2017-09-01,73.54,54.8
2017-09-05,74.09,54.94
2017-09-06,73.3,54.69
2017-09-07,73.83,55.1
2017-09-08,74.19,55.36
2017-09-11,74.55,55.83
2017-09-12,73.11,54.9
2017-09-13,72.59,54.63
2017-09-14,72.9,55.09
2017-09-15,73.03,54.75
2017-09-18,72.27,54.19
2017-09-19,71.98,54.08
2017-09-20,71.68,53.68
2017-09-21,71.45,53.67
2017-09-22,70.57,53.23
2017-09-25,71.04,53.72
2017-09-26,71.19,53.62
2017-09-27,70.31,52.9
2017-09-28,70.5,53.09
2017-09-29,70.24,53.05
2017-10-02,70.43,53.14
2017-10-03,70.29,52.99
2017-10-04,71.52,53.52
2017-10-05,71.49,53.47
2017-10-06,71.53,53.43
2017-10-09,71.74,53.5
2017-10-10,72.39,54.02
2017-10-11,72.76,54.25
2017-10-12,73.34,54.53
2017-10-13,73.16,54.15
2017-10-16,73.12,54.03
2017-10-17,73.2,54.35
2017-10-18,73.01,54.25
2017-10-19,73.83,54.82
2017-10-20,73.98,54.86
2017-10-23,73.92,54.89
2017-10-24,73.97,54.94
2017-10-25,73.58,54.7
2017-10-26,73.76,54.71
2017-10-27,74.02,55.05
2017-10-30,74.17,55.06
2017-10-31,74.41,55.12
2017-11-01,74.01,54.81
2017-11-02,73.72,55.01
2017-11-03,74.08,55.21
2017-11-06,73.73,55.0
2017-11-07,75.19,55.66
2017-11-08,75.52,55.7
2017-11-09,75.49,55.77
2017-11-10,74.78,55.51
2017-11-13,76.13,56.17
2017-11-14,77.39,56.87
2017-11-15,76.59,56.38
2017-11-16,76.76,56.2
2017-11-17,76.38,55.81
2017-11-20,76.44,55.64
2017-11-21,76.77,55.79
2017-11-22,76.59,55.79
2017-11-24,76.47,55.88
2017-11-27,76.74,56.12
2017-11-28,77.02,56.38
2017-11-29,77.14,56.41
2017-11-30,77.63,56.6
2017-12-01,77.24,56.41
2017-12-04,77.39,56.09
2017-12-05,76.27,55.38
2017-12-06,76.73,55.59
2017-12-07,76.61,55.69
2017-12-08,76.93,55.87
2017-12-11,77.08,56.21
2017-12-12,76.02,55.25
2017-12-13,76.51,55.4
2017-12-14,76.29,55.33
2017-12-15,76.54,55.02
2017-12-18,75.5,54.41
2017-12-19,74.51,53.42
2017-12-20,74.5,53.0
2017-12-21,73.74,52.37
2017-12-22,73.65,52.45
2017-12-26,72.99,52.14
2017-12-27,73.24,52.36
2017-12-28,73.65,52.65
2017-12-29,73.57,52.68
2018-01-02,72.41,52.19
2018-01-03,71.8,51.78
2018-01-04,70.95,51.35
2018-01-05,70.8,51.33
2018-01-08,71.42,51.81
2018-01-09,70.58,51.3
2018-01-10,69.5,50.74
2018-01-11,68.73,50.55
2018-01-12,67.46,50.26
2018-01-16,67.5,50.15
2018-01-17,68.25,50.46
2018-01-18,67.8,50.14
2018-01-19,67.76,49.99
2018-01-22,68.13,50.06
2018-01-23,68.77,50.54
2018-01-24,68.48,50.23
2018-01-25,69.7,51.01
2018-01-26,68.75,51.04
2018-01-29,67.9,50.39
2018-01-30,68.35,50.48
2018-01-31,68.78,51.04
2018-02-01,67.84,50.24
2018-02-02,67.75,49.88
2018-02-05,66.48,49.06
2018-02-06,64.91,48.33
2018-02-07,64.45,48.1
2018-02-08,63.38,47.56
2018-02-09,64.72,48.56
2018-02-12,64.8,48.93
2018-02-13,65.58,49.15
2018-02-14,65.3,48.6
2018-02-15,66.68,49.68
2018-02-16,67.26,50.12
2018-02-20,66.37,49.47
2018-02-21,65.58,48.82
2018-02-22,65.68,49.07
2018-02-23,67.37,50.35
2018-02-26,66.97,50.2
2018-02-27,65.95,49.4
2018-02-28,65.58,49.06
2018-03-01,65.62,49.07
2018-03-02,65.18,48.94
2018-03-05,66.49,49.94
2018-03-06,65.5,49.27
2018-03-07,64.92,48.9
2018-03-08,65.3,49.26
2018-03-09,65.65,49.4
2018-03-12,65.87,49.61
2018-03-13,66.04,49.72
2018-03-14,66.59,50.23
2018-03-15,66.99,50.2
2018-03-16,67.81,50.25
2018-03-19,67.45,49.94
2018-03-20,67.45,49.71
2018-03-21,66.91,49.54
2018-03-22,67.36,49.76
2018-03-23,66.39,49.06
2018-03-26,67.31,49.57
2018-03-27,68.43,50.28
2018-03-28,68.66,50.26
2018-03-29,68.59,50.53
2018-04-02,68.28,50.14
2018-04-03,68.45,50.31
2018-04-04,68.67,50.42
2018-04-05,68.94,50.82
2018-04-06,68.53,50.42
2018-04-09,68.71,50.52
2018-04-10,67.87,50.13
2018-04-11,67.79,50.06
2018-04-12,66.64,49.4
2018-04-13,67.34,49.79
2018-04-16,68.27,50.47
2018-04-17,68.86,50.98
2018-04-18,68.73,50.79
2018-04-19,68.52,50.76
2018-04-20,68.46,50.3
2018-04-23,68.44,50.33
2018-04-24,68.88,50.67
2018-04-25,69.09,50.68
2018-04-26,69.77,51.19
2018-04-27,70.55,51.71
2018-04-30,69.98,51.56
2018-05-01,69.44,51.4
2018-05-02,69.19,51.35
2018-05-03,69.24,51.28
2018-05-04,69.39,51.51
2018-05-07,68.78,51.24
2018-05-08,67.25,49.96
2018-05-09,66.27,49.61
2018-05-10,67.02,50.31
2018-05-11,67.16,50.38
2018-05-14,67.11,50.19
2018-05-15,66.81,49.77
2018-05-16,66.15,49.38
2018-05-17,65.22,48.98
2018-05-18,64.93,48.99
2018-05-21,65.09,49.24
2018-05-22,65.44,49.42
2018-05-23,66.47,49.87
2018-05-24,66.84,50.28
2018-05-25,67.22,50.5
2018-05-29,67.62,50.5
2018-05-30,68.0,50.91
2018-05-31,67.95,50.99
2018-06-01,66.68,50.21
2018-06-04,66.05,49.81
2018-06-05,65.29,49.55
2018-06-06,63.81,48.37
2018-06-07,64.15,48.71
2018-06-08,64.11,48.69
2018-06-11,62.93,48.59
2018-06-12,63.57,49.15
2018-06-13,63.46,49.02
2018-06-14,64.62,49.63
2018-06-15,65.05,49.54
2018-06-18,65.46,49.7
2018-06-19,66.87,50.19
2018-06-20,66.9,50.23
2018-06-21,67.47,50.4
2018-06-22,67.35,50.75
2018-06-25,69.03,51.59
2018-06-26,69.3,51.65
2018-06-27,69.85,51.9
2018-06-28,69.34,51.88
2018-06-29,69.25,51.96
2018-07-02,70.05,52.33
2018-07-03,70.5,52.48
2018-07-05,71.13,52.76
2018-07-06,71.56,53.17
2018-07-09,68.87,51.53
2018-07-10,69.78,52.02
2018-07-11,70.75,52.49
2018-07-12,70.38,52.53
2018-07-13,70.35,52.54
2018-07-16,70.42,52.49
2018-07-17,70.44,52.45
2018-07-18,70.24,52.18
2018-07-19,70.64,52.66
2018-07-20,70.41,52.29
2018-07-23,69.44,51.92
2018-07-24,69.06,52.1
2018-07-25,69.38,52.25
2018-07-26,71.04,52.81
2018-07-27,71.14,52.64
2018-07-30,70.4,52.32
2018-07-31,71.14,52.79
2018-08-01,70.3,52.45
2018-08-02,70.49,52.71
2018-08-03,71.18,53.3
2018-08-06,71.27,53.34
2018-08-07,71.24,53.26
2018-08-08,70.93,52.98
2018-08-09,70.98,53.22
2018-08-10,70.85,52.99
2018-08-13,70.94,53.06
2018-08-14,71.02,53.17
2018-08-15,71.77,53.66
2018-08-16,72.34,54.24
2018-08-17,72.5,54.52
2018-08-20,72.18,54.33
2018-08-21,71.65,53.94
2018-08-22,70.74,53.54
2018-08-23,71.36,53.5
2018-08-24,71.55,53.73
2018-08-27,71.16,53.4
2018-08-28,71.11,53.29
2018-08-29,71.7,53.68
2018-08-30,71.81,53.7
2018-08-31,71.73,53.47
2018-09-04,72.26,53.71
2018-09-05,73.24,54.46
2018-09-06,73.33,54.77
2018-09-07,72.68,54.1
2018-09-10,73.4,54.37
2018-09-11,72.98,54.23
2018-09-12,72.51,54.18
2018-09-13,72.97,54.59
2018-09-14,72.6,54.3
2018-09-17,72.8,54.48
2018-09-18,72.43,54.38
2018-09-19,70.98,53.2
2018-09-20,71.08,53.31
2018-09-21,71.4,53.06
2018-09-24,70.64,52.59
2018-09-25,69.81,51.87
2018-09-26,68.97,51.36
2018-09-27,69.76,51.89
2018-09-28,70.88,52.65
2018-10-01,70.9,52.47
2018-10-02,71.35,53.18
2018-10-03,70.22,52.54
2018-10-04,70.56,52.82
2018-10-05,71.87,53.63
2018-10-08,72.85,54.08
2018-10-09,73.05,54.3
2018-10-10,72.7,54.0
2018-10-11,71.22,53.01
2018-10-12,70.9,52.95
2018-10-15,71.02,53.2
2018-10-16,71.7,53.75
2018-10-17,71.72,53.65
2018-10-18,71.68,53.73
2018-10-19,73.26,54.57
2018-10-22,73.15,54.22
2018-10-23,73.44,53.92
2018-10-24,75.56,55.23
2018-10-25,73.54,54.37
2018-10-26,72.74,53.37
2018-10-29,74.04,54.12
2018-10-30,74.29,54.33
2018-10-31,73.36,53.69
2018-11-01,72.97,53.45
2018-11-02,72.69,53.15
2018-11-05,73.5,53.9
2018-11-06,74.45,54.26
2018-11-07,75.13,54.88
2018-11-08,74.17,54.79
2018-11-09,75.32,54.87
2018-11-12,76.2,54.84
2018-11-13,76.43,55.07
2018-11-14,76.13,54.5
2018-11-15,76.79,54.05
2018-11-16,77.02,54.88
2018-11-19,77.43,55.12
2018-11-20,77.82,54.89
2018-11-21,75.65,54.08
2018-11-23,75.86,54.11
2018-11-26,75.96,54.43
2018-11-27,76.58,54.84
2018-11-28,76.22,54.8
2018-11-29,76.35,54.78
2018-11-30,77.74,55.59
2018-12-03,78.31,56.15
2018-12-04,78.42,56.19
2018-12-06,78.76,56.25
2018-12-07,79.32,56.46
2018-12-10,79.36,56.57
2018-12-11,79.76,56.8
2018-12-12,79.52,56.44
2018-12-13,80.36,56.93
2018-12-14,80.01,56.82
2018-12-17,77.33,54.99
2018-12-18,77.26,54.62
2018-12-19,76.86,54.53
2018-12-20,77.62,54.5
2018-12-21,76.43,53.81
2018-12-24,73.55,51.56
2018-12-26,74.36,52.26
2018-12-27,75.04,52.7
2018-12-28,74.73,52.83
2018-12-31,74.74,52.92
2019-01-02,72.94,52.01
2019-01-03,72.77,52.0
2019-01-04,73.44,52.77
2019-01-07,73.03,52.41
2019-01-08,73.93,53.06
2019-01-09,73.37,52.74
2019-01-10,74.72,53.43
2019-01-11,74.44,53.23
2019-01-14,73.79,52.03
2019-01-15,75.38,52.67
2019-01-16,75.72,52.86
2019-01-17,76.0,53.08
2019-01-18,76.09,53.14
2019-01-22,76.38,53.24
2019-01-23,77.01,53.78
2019-01-24,77.75,54.06
2019-01-25,76.8,53.32
2019-01-28,76.85,53.07
2019-01-29,76.97,53.22
2019-01-30,77.16,53.63
2019-01-31,79.12,54.76
2019-02-01,79.11,54.55
2019-02-04,79.47,54.64
2019-02-05,79.01,54.75
2019-02-06,79.21,54.72
2019-02-07,79.45,55.44
2019-02-08,80.02,55.68
2019-02-11,80.09,55.66
2019-02-12,80.3,55.79
2019-02-13,79.55,55.63
2019-02-14,79.35,55.54
2019-02-15,79.27,55.71
2019-02-19,80.08,56.04
2019-02-20,80.52,56.29
2019-02-21,81.15,56.7
2019-02-22,81.72,57.05
2019-02-25,80.78,56.68
2019-02-26,80.42,56.61
2019-02-27,80.63,56.68
2019-02-28,81.15,57.01
2019-03-01,81.4,57.13
2019-03-04,81.42,57.23
2019-03-05,81.03,57.16
2019-03-06,81.26,57.16
2019-03-07,81.45,57.35
2019-03-08,81.95,57.55
2019-03-11,82.6,57.96
2019-03-12,83.11,58.36
2019-03-13,83.18,58.42
2019-03-14,82.98,58.41
2019-03-15,83.81,58.19
2019-03-18,83.48,57.97
2019-03-19,82.56,57.31
2019-03-20,82.87,57.46
2019-03-21,84.09,58.07
2019-03-22,85.14,58.49
2019-03-25,85.32,58.54
2019-03-26,85.98,58.96
2019-03-27,85.23,58.55
2019-03-28,83.79,57.86
2019-03-29,83.75,58.17
2019-04-01,82.82,57.77
2019-04-02,83.08,57.85
2019-04-03,82.91,57.76
2019-04-04,82.62,57.56
2019-04-05,83.57,58.1
2019-04-08,83.15,57.69
2019-04-09,83.57,57.83
2019-04-10,83.35,57.65
2019-04-11,83.94,57.94
2019-04-12,84.15,58.21
2019-04-15,84.26,58.2
2019-04-16,83.05,57.48
2019-04-17,83.2,57.26
2019-04-18,83.01,57.29
2019-04-22,82.93,57.24
2019-04-23,83.57,57.4
2019-04-24,84.02,57.77
2019-04-25,84.83,58.01
2019-04-26,84.71,58.1
2019-04-29,84.04,57.76
2019-04-30,85.55,58.71
2019-05-01,84.95,58.11
2019-05-02,84.7,57.98
2019-05-03,85.43,58.3
2019-05-06,84.83,57.98
2019-05-07,84.63,57.8
2019-05-08,83.73,57.01
2019-05-09,82.87,56.94
2019-05-10,84.66,57.96
2019-05-13,86.34,58.58
2019-05-14,85.56,58.19
2019-05-15,85.05,58.09
2019-05-16,85.4,58.48
2019-05-17,85.85,58.78
2019-05-20,86.6,58.86
2019-05-21,86.61,58.97
2019-05-22,87.29,59.41
2019-05-23,88.18,59.92
2019-05-24,88.29,59.83
2019-05-28,86.67,58.85
2019-05-29,85.69,58.07
2019-05-30,85.3,57.98
2019-05-31,86.12,58.25
2019-06-03,87.37,58.83
2019-06-04,87.05,58.88
2019-06-05,89.37,60.14
2019-06-06,90.0,60.51
2019-06-07,89.54,60.06
2019-06-10,89.02,59.65
2019-06-11,88.32,59.29
2019-06-12,89.39,60.06
2019-06-13,89.59,60.18
2019-06-14,90.58,60.81
2019-06-17,90.08,60.64
2019-06-18,89.78,60.39
2019-06-19,90.86,60.85
2019-06-20,90.87,61.24
2019-06-21,91.55,60.99
2019-06-24,90.9,61.01
2019-06-25,90.37,60.64
2019-06-26,88.5,59.32
2019-06-27,87.9,59.4
2019-06-28,88.01,59.63
2019-07-01,88.13,59.48
2019-07-02,89.19,60.29
2019-07-03,90.14,60.71
2019-07-05,89.84,60.68
2019-07-08,89.93,60.77
2019-07-09,90.36,60.85
2019-07-10,90.81,60.99
2019-07-11,90.93,61.01
2019-07-12,90.25,60.61
2019-07-15,91.19,60.85
2019-07-16,90.51,60.5
2019-07-17,91.02,60.73
2019-07-18,91.76,61.26
2019-07-19,90.28,60.37
2019-07-22,90.12,60.24
2019-07-23,89.51,59.86
2019-07-24,89.61,59.91
2019-07-25,89.08,59.76
2019-07-26,88.95,59.98
2019-07-29,89.74,60.29
2019-07-30,88.72,59.83
2019-07-31,87.81,59.55
2019-08-01,88.81,60.16
2019-08-02,88.7,60.15
2019-08-05,88.02,59.29
2019-08-06,89.14,60.03
2019-08-07,89.74,60.18
2019-08-08,89.51,60.8
2019-08-09,89.97,60.87
2019-08-12,90.43,60.75
2019-08-13,90.25,60.79
2019-08-14,88.48,60.29
2019-08-15,90.36,61.07
2019-08-16,90.23,61.38
2019-08-19,90.55,61.77
2019-08-20,90.77,61.67
2019-08-21,91.35,62.08
2019-08-22,90.97,62.14
2019-08-23,89.58,61.48
2019-08-26,90.83,62.19
2019-08-27,90.67,62.3
2019-08-28,89.63,62.13
2019-08-29,90.72,62.56
2019-08-30,91.15,62.58
2019-09-03,92.78,63.69
2019-09-04,93.05,63.75
2019-09-05,91.53,63.06
2019-09-06,91.09,62.81
2019-09-09,91.38,62.5
2019-09-10,91.09,62.58
2019-09-11,91.69,63.2
2019-09-12,92.02,63.34
2019-09-13,91.54,62.94
2019-09-16,91.71,62.99
2019-09-17,92.73,63.54
2019-09-18,93.02,63.81
2019-09-19,93.18,64.11
2019-09-20,93.18,63.87
2019-09-23,93.4,63.88
2019-09-24,94.59,64.63
2019-09-25,94.23,64.59
2019-09-26,94.29,64.93
2019-09-27,94.2,64.7
2019-09-30,93.69,64.74
2019-10-01,93.22,64.59
2019-10-02,92.13,63.73
2019-10-03,92.5,63.88
2019-10-04,93.61,64.77
2019-10-07,93.71,64.52
2019-10-08,92.56,63.92
2019-10-09,92.88,64.23
2019-10-10,92.61,64.16
2019-10-11,92.34,63.92
2019-10-14,92.03,63.51
2019-10-15,91.74,63.31
2019-10-16,92.6,63.45
2019-10-17,93.0,63.61
2019-10-18,94.14,63.82
2019-10-21,94.48,64.07
2019-10-22,94.15,64.34
2019-10-23,94.44,64.6
2019-10-24,95.72,64.82
2019-10-25,94.35,64.16
2019-10-28,93.37,63.28
2019-10-29,93.17,63.34
2019-10-30,94.1,63.9
2019-10-31,94.39,64.25
2019-11-01,93.56,64.09
2019-11-04,92.8,63.27
2019-11-05,91.4,62.62
2019-11-06,91.98,62.86
2019-11-07,89.34,62.01
2019-11-08,89.07,61.75
2019-11-11,88.77,61.37
2019-11-12,88.5,61.52
2019-11-13,89.86,62.43
2019-11-14,89.6,62.65
2019-11-15,89.56,62.85
2019-11-18,90.15,62.98
2019-11-19,90.67,62.82
2019-11-20,91.46,63.2
2019-11-21,91.07,62.98
2019-11-22,91.54,63.0
2019-11-25,90.89,62.79
2019-11-26,91.5,63.0
2019-11-27,91.59,63.11
2019-11-29,91.35,63.05
2019-12-02,90.28,62.64
2019-12-03,90.88,62.81
2019-12-04,92.03,63.29
2019-12-05,92.46,63.4
2019-12-06,92.39,63.21
2019-12-09,91.86,62.99
2019-12-10,91.94,62.98
2019-12-11,92.15,63.15
2019-12-12,91.14,62.88
2019-12-13,92.05,63.37
2019-12-16,93.03,64.16
2019-12-17,93.22,64.37
2019-12-18,93.75,64.63
2019-12-19,93.97,64.65
2019-12-20,94.9,64.59
2019-12-23,93.75,63.99
2019-12-24,93.84,64.08
2019-12-26,93.88,64.19
2019-12-27,94.19,64.38
2019-12-30,94.03,64.37
2019-12-31,94.51,64.62
2020-01-02,93.46,63.81
2020-01-03,93.36,63.94
2020-01-06,93.67,64.0
2020-01-07,93.69,63.91
2020-01-08,93.41,63.88
2020-01-09,93.88,64.23
2020-01-10,94.34,64.4
2020-01-13,94.63,64.79
2020-01-14,94.98,64.98
2020-01-15,96.6,65.89
2020-01-16,97.31,66.3
2020-01-17,98.56,66.76
2020-01-21,99.34,67.37
2020-01-22,100.0,67.58
2020-01-23,100.97,68.18
2020-01-24,102.16,68.36
2020-01-27,101.78,68.19
2020-01-28,102.19,68.47
2020-01-29,102.81,68.65
2020-01-30,104.1,69.29
2020-01-31,104.22,68.98
2020-02-03,104.22,69.2
2020-02-04,102.87,68.51
2020-02-05,102.12,68.79
2020-02-06,102.25,68.81
2020-02-07,101.34,68.59
2020-02-10,101.92,68.85
2020-02-11,102.22,69.1
2020-02-12,101.79,69.15
2020-02-13,102.85,69.92
2020-02-14,103.76,70.39
2020-02-18,104.33,70.98
2020-02-19,103.5,70.21
2020-02-20,102.38,70.46
2020-02-21,101.71,70.33
2020-02-24,100.04,69.51
2020-02-25,98.17,68.05
2020-02-26,97.43,67.36
2020-02-27,91.86,64.33
2020-02-28,89.26,62.18
2020-03-02,95.09,65.84
2020-03-03,95.45,65.03
2020-03-04,99.82,68.72
2020-03-05,98.79,67.66
2020-03-06,97.7,67.11
2020-03-09,94.96,63.46
2020-03-10,94.72,64.05
2020-03-11,89.72,60.83
2020-03-12,82.54,54.69
2020-03-13,86.47,57.67
2020-03-16,81.66,51.12
2020-03-17,91.2,57.66
2020-03-18,88.28,55.15
2020-03-19,80.81,51.94
2020-03-20,71.45,47.82
2020-03-23,70.0,44.93
2020-03-24,72.05,49.76
2020-03-25,73.29,51.03
2020-03-26,81.8,55.38
2020-03-27,83.4,55.68
2020-03-30,83.71,57.74
2020-03-31,79.98,55.41
2020-04-01,74.57,52.08
2020-04-02,76.79,53.71
2020-04-03,72.5,51.79
2020-04-06,78.59,55.79
2020-04-07,78.75,55.09
2020-04-08,83.3,58.09
2020-04-09,86.31,60.83
2020-04-13,83.5,58.9
2020-04-14,86.25,60.63
2020-04-15,83.61,58.63
2020-04-16,84.05,58.64
2020-04-17,86.38,60.53
2020-04-20,82.91,58.24
2020-04-21,82.47,57.28
2020-04-22,85.0,58.95
2020-04-23,83.02,57.96
2020-04-24,83.23,58.32
2020-04-27,83.62,58.93
2020-04-28,84.63,59.15
2020-04-29,83.13,58.61
2020-04-30,83.11,57.26
2020-05-01,81.39,55.88
2020-05-04,83.05,56.3
2020-05-05,83.31,56.76
2020-05-06,78.82,54.83
2020-05-07,78.6,55.05
2020-05-08,79.86,56.16
2020-05-11,79.17,55.92
2020-05-12,77.91,55.43
2020-05-13,77.73,54.96
2020-05-14,78.1,55.55
2020-05-15,78.43,54.81
2020-05-18,79.88,57.06
2020-05-19,77.14,56.12
2020-05-20,77.75,56.43
2020-05-21,77.37,55.86
2020-05-22,78.78,56.48
2020-05-26,79.92,56.85
2020-05-27,81.44,57.53
2020-05-28,85.1,59.23
2020-05-29,85.25,59.69
2020-06-01,86.14,60.4
2020-06-02,85.98,60.79
2020-06-03,86.99,61.52
2020-06-04,84.4,60.42
2020-06-05,85.51,61.19
2020-06-08,87.91,62.83
2020-06-09,85.91,61.57
2020-06-10,85.37,61.21
2020-06-11,81.76,58.82
2020-06-12,81.8,58.67
2020-06-15,81.76,59.07
2020-06-16,81.6,59.34
2020-06-17,82.25,59.16
2020-06-18,81.77,59.15
2020-06-19,79.71,57.49
2020-06-22,80.62,57.57
2020-06-23,80.95,56.99
2020-06-24,80.71,56.47
2020-06-25,79.3,55.77
2020-06-26,78.0,55.18
2020-06-29,79.57,56.22
2020-06-30,79.64,56.43
2020-07-01,82.0,57.75
2020-07-02,82.52,57.9
2020-07-06,82.12,57.19
2020-07-07,82.39,56.96
2020-07-08,82.42,57.47
2020-07-09,82.02,56.7
2020-07-10,84.15,57.77
2020-07-13,84.76,57.83
2020-07-14,85.35,58.37
2020-07-15,84.68,58.14
2020-07-16,85.09,58.88
2020-07-17,87.51,60.21
2020-07-20,86.72,59.42
2020-07-21,87.56,59.69
2020-07-22,89.28,60.61
2020-07-23,88.71,60.68
2020-07-24,88.05,60.28
2020-07-27,83.26,59.55
2020-07-28,84.74,60.45
2020-07-29,84.8,60.73
2020-07-30,86.07,60.73
2020-07-31,86.88,60.83
