date,ODP,XRT
2017-05-22,5.07,41.31
2017-05-23,5.01,40.55
2017-05-24,4.97,40.4
2017-05-25,5.04,40.81
2017-05-26,5.04,40.82
2017-05-30,5.07,40.75
2017-05-31,5.11,40.74
2017-06-01,5.16,41.64
2017-06-02,5.4,41.3
2017-06-05,5.16,41.29
2017-06-06,5.15,40.39
2017-06-07,5.19,40.55
2017-06-08,5.32,40.46
2017-06-09,5.56,41.04
2017-06-12,5.66,41.15
2017-06-13,5.62,41.26
2017-06-14,5.61,41.17
2017-06-15,5.52,40.66
2017-06-16,5.42,39.97
2017-06-19,5.44,40.14
2017-06-20,5.4,39.32
2017-06-21,5.39,38.8
2017-06-22,5.51,39.06
2017-06-23,5.6,39.53
2017-06-26,5.58,40.25
2017-06-27,5.58,40.25
2017-06-28,5.65,40.58
2017-06-29,5.645,40.48
2017-06-30,5.64,40.72
2017-07-03,5.66,41.02
2017-07-05,5.67,40.33
2017-07-06,5.56,39.46
2017-07-07,5.72,39.7
2017-07-10,5.59,38.75
2017-07-11,5.51,38.79
2017-07-12,5.66,39.03
2017-07-13,5.84,39.93
2017-07-14,5.74,39.86
2017-07-17,5.83,40.22
2017-07-18,5.89,40.12
2017-07-19,6.02,40.5
2017-07-20,6.09,40.59
2017-07-21,5.93,40.36
2017-07-24,5.83,39.76
2017-07-25,6.0,40.81
2017-07-26,5.88,40.81
2017-07-27,5.88,41.37
2017-07-28,5.76,41.32
2017-07-31,5.87,41.16
2017-08-01,5.82,41.3
2017-08-02,5.8,40.77
2017-08-03,5.83,40.69
2017-08-04,5.94,41.11
2017-08-07,6.17,41.33
2017-08-08,6.11,41.11
2017-08-09,4.53,40.64
2017-08-10,4.45,39.4
2017-08-11,4.27,39.65
2017-08-14,4.33,39.66
2017-08-15,4.25,38.59
2017-08-16,4.31,38.96
2017-08-17,4.09,38.32
2017-08-18,4.12,38.19
2017-08-21,4.07,37.93
2017-08-22,4.09,38.45
2017-08-23,3.96,38.49
2017-08-24,4.04,38.84
2017-08-25,4.14,39.3
2017-08-28,4.22,39.13
2017-08-29,4.18,38.9
2017-08-30,4.17,38.99
2017-08-31,4.29,39.17
2017-09-01,4.3,39.7
2017-09-05,4.26,39.66
2017-09-06,4.33,40.18
2017-09-07,4.31,40.37
2017-09-08,4.33,40.08
2017-09-11,4.37,40.34
2017-09-12,4.51,40.95
2017-09-13,4.59,41.38
2017-09-14,4.52,41.07
2017-09-15,4.48,41.2
2017-09-18,4.42,41.04
2017-09-19,4.35,40.62
2017-09-20,4.3,40.51
2017-09-21,4.29,40.31
2017-09-22,4.37,40.8
2017-09-25,4.43,41.2
2017-09-26,4.45,41.46
2017-09-27,4.52,41.96
2017-09-28,4.56,41.73
2017-09-29,4.54,41.77
2017-10-02,4.53,41.76
2017-10-03,4.59,41.9
2017-10-04,3.78,41.59
2017-10-05,3.79,41.9
2017-10-06,3.94,41.65
2017-10-09,3.84,40.86
2017-10-10,3.76,40.97
2017-10-11,3.69,40.41
2017-10-12,3.74,39.88
2017-10-13,3.81,40.0
2017-10-16,3.78,39.73
2017-10-17,3.76,40.02
2017-10-18,3.7,40.27
2017-10-19,3.67,40.16
2017-10-20,3.78,40.65
2017-10-23,3.73,40.77
2017-10-24,3.73,40.9
2017-10-25,3.71,40.59
2017-10-26,3.73,40.75
2017-10-27,3.72,40.14
2017-10-30,3.04,39.48
2017-10-31,3.1,39.49
2017-11-01,3.12,39.58
2017-11-02,3.19,40.04
2017-11-03,3.23,39.88
2017-11-06,3.22,39.94
2017-11-07,3.09,39.0
2017-11-08,3.01,39.07
2017-11-09,3.24,39.71
2017-11-10,3.27,40.18
2017-11-13,3.15,39.7
2017-11-14,3.14,39.8
2017-11-15,3.18,39.88
2017-11-16,3.24,40.61
2017-11-17,3.28,41.75
2017-11-20,3.26,42.1
2017-11-21,3.3,41.58
2017-11-22,3.25,41.7
2017-11-24,3.18,41.52
2017-11-27,3.18,41.6
2017-11-28,3.27,42.87
2017-11-29,3.37,43.94
2017-11-30,3.27,43.73
2017-12-01,3.21,43.52
2017-12-04,3.37,44.52
2017-12-05,3.27,44.07
2017-12-06,3.26,44.11
2017-12-07,3.31,44.41
2017-12-08,3.27,44.93
2017-12-11,3.38,44.82
2017-12-12,3.28,44.19
2017-12-13,3.43,44.65
2017-12-14,3.36,43.82
2017-12-15,3.44,44.28
2017-12-18,3.43,45.46
2017-12-19,3.37,45.05
2017-12-20,3.43,45.2
2017-12-21,3.47,45.39
2017-12-22,3.44,45.51
2017-12-26,3.54,46.02
2017-12-27,3.51,45.47
2017-12-28,3.54,45.52
2017-12-29,3.54,45.18
2018-01-02,3.56,46.01
2018-01-03,3.5,45.98
2018-01-04,3.36,45.71
2018-01-05,3.4,46.11
2018-01-08,3.4,46.3
2018-01-09,3.35,45.81
2018-01-10,3.37,46.14
2018-01-11,3.51,47.28
2018-01-12,3.59,47.82
2018-01-16,3.61,46.8
2018-01-17,3.5,47.29
2018-01-18,3.51,47.42
2018-01-19,3.55,48.3
2018-01-22,3.54,48.91
2018-01-23,3.49,48.85
2018-01-24,3.46,48.51
2018-01-25,3.43,48.35
2018-01-26,3.43,48.84
2018-01-29,3.39,48.76
2018-01-30,3.3,47.67
2018-01-31,3.25,47.22
2018-02-01,3.32,46.73
2018-02-02,3.24,45.49
2018-02-05,3.03,44.02
2018-02-06,3.09,45.3
2018-02-07,3.14,45.75
2018-02-08,3.04,44.43
2018-02-09,3.1,44.74
2018-02-12,3.14,44.73
2018-02-13,3.09,44.95
2018-02-14,3.11,45.77
2018-02-15,3.11,46.3
2018-02-16,3.18,46.21
2018-02-20,3.01,45.3
2018-02-21,3.05,45.34
2018-02-22,3.03,45.26
2018-02-23,3.09,45.96
2018-02-26,2.98,46.11
2018-02-27,2.9,45.17
2018-02-28,2.63,45.28
2018-03-01,2.41,44.85
2018-03-02,2.51,45.31
2018-03-05,2.46,45.53
2018-03-06,2.51,46.17
2018-03-07,2.51,45.54
2018-03-08,2.41,44.77
2018-03-09,2.46,45.45
2018-03-12,2.55,45.3
2018-03-13,2.46,45.19
2018-03-14,2.45,44.93
2018-03-15,2.33,44.65
2018-03-16,2.36,44.74
2018-03-19,2.31,44.4
2018-03-20,2.28,44.05
2018-03-21,2.3,44.06
2018-03-22,2.15,43.37
2018-03-23,2.02,42.96
2018-03-26,2.14,44.32
2018-03-27,2.09,43.42
2018-03-28,2.13,43.87
2018-03-29,2.15,44.3
2018-04-02,2.08,43.13
2018-04-03,2.1,43.69
2018-04-04,2.11,44.9
2018-04-05,2.08,45.26
2018-04-06,2.03,44.49
2018-04-09,2.0,44.23
2018-04-10,2.06,45.15
2018-04-11,2.04,45.03
2018-04-12,2.04,45.09
2018-04-13,2.03,44.49
2018-04-16,2.08,44.81
2018-04-17,2.17,45.1
2018-04-18,2.25,45.12
2018-04-19,2.22,44.57
2018-04-20,2.16,43.98
2018-04-23,2.2,44.45
2018-04-24,2.2,44.36
2018-04-25,2.18,44.61
2018-04-26,2.2,45.26
2018-04-27,2.32,45.72
2018-04-30,2.29,45.18
2018-05-01,2.32,45.06
2018-05-02,2.31,45.24
2018-05-03,2.27,44.71
2018-05-04,2.32,44.99
2018-05-07,2.27,44.78
2018-05-08,2.37,44.75
2018-05-09,2.16,45.2
2018-05-10,2.3,45.14
2018-05-11,2.32,45.55
2018-05-14,2.43,46.06
2018-05-15,2.34,46.2
2018-05-16,2.46,46.95
2018-05-17,2.47,47.0
2018-05-18,2.4,46.51
2018-05-21,2.41,46.77
2018-05-22,2.32,45.95
2018-05-23,2.32,46.28
2018-05-24,2.31,46.66
2018-05-25,2.34,46.66
2018-05-29,2.37,46.63
2018-05-30,2.36,47.26
2018-05-31,2.36,46.37
2018-06-01,2.47,46.62
2018-06-04,2.61,47.64
2018-06-05,2.8,48.49
2018-06-06,2.77,48.83
2018-06-07,2.79,49.12
2018-06-08,2.84,49.55
2018-06-11,2.88,50.07
2018-06-12,2.91,50.25
2018-06-13,2.91,49.63
2018-06-14,2.92,49.21
2018-06-15,2.98,49.36
2018-06-18,3.06,49.83
2018-06-19,3.05,50.05
2018-06-20,2.98,50.56
2018-06-21,2.89,50.61
2018-06-22,2.9,50.44
2018-06-25,2.79,49.65
2018-06-26,2.75,49.85
2018-06-27,2.7,49.1
2018-06-28,2.66,49.11
2018-06-29,2.55,48.56
2018-07-02,2.56,48.47
2018-07-03,2.56,48.72
2018-07-05,2.66,49.28
2018-07-06,2.7,49.83
2018-07-09,2.82,49.97
2018-07-10,2.78,49.61
2018-07-11,2.7,49.15
2018-07-12,2.62,48.95
2018-07-13,2.62,49.22
2018-07-16,2.63,49.32
2018-07-17,2.73,49.91
2018-07-18,2.76,50.08
2018-07-19,2.75,50.63
2018-07-20,2.71,50.07
2018-07-23,2.65,50.02
2018-07-24,2.61,49.2
2018-07-25,2.63,49.67
2018-07-26,2.56,50.13
2018-07-27,2.49,49.34
2018-07-30,2.53,49.56
2018-07-31,2.51,49.63
2018-08-01,2.44,49.05
2018-08-02,2.44,49.56
2018-08-03,2.48,49.99
2018-08-06,2.52,50.29
2018-08-07,2.86,50.71
2018-08-08,3.03,50.74
2018-08-09,3.03,50.96
2018-08-10,2.99,50.99
2018-08-13,3.01,50.71
2018-08-14,3.12,51.86
2018-08-15,3.05,50.45
2018-08-16,3.13,50.62
2018-08-17,3.24,51.2
2018-08-20,3.34,51.93
2018-08-21,3.39,52.34
2018-08-22,3.37,52.37
2018-08-23,3.36,52.5
2018-08-24,3.34,51.92
2018-08-27,3.34,51.55
2018-08-28,3.35,51.8
2018-08-29,3.31,51.75
2018-08-30,3.3,51.4
2018-08-31,3.35,52.09
2018-09-04,3.4,52.33
2018-09-05,3.4,51.81
2018-09-06,3.32,51.16
2018-09-07,3.32,51.29
2018-09-10,3.16,51.86
2018-09-11,3.16,52.22
2018-09-12,3.18,52.03
2018-09-13,3.2,51.66
2018-09-14,3.28,51.78
2018-09-17,3.37,51.25
2018-09-18,3.32,51.44
2018-09-19,3.28,51.43
2018-09-20,3.29,51.6
2018-09-21,3.31,51.35
2018-09-24,3.28,50.97
2018-09-25,3.23,50.91
2018-09-26,3.25,51.35
2018-09-27,3.23,51.26
2018-09-28,3.21,51.02
2018-10-01,3.13,50.72
2018-10-02,2.99,49.06
2018-10-03,3.02,49.15
2018-10-04,3.0,48.68
2018-10-05,2.96,48.32
2018-10-08,2.98,48.36
2018-10-09,2.95,48.36
2018-10-10,2.88,47.17
2018-10-11,2.83,46.62
2018-10-12,2.82,47.42
2018-10-15,2.83,47.55
2018-10-16,2.85,48.38
2018-10-17,2.78,47.72
2018-10-18,2.78,46.87
2018-10-19,2.65,46.23
2018-10-22,2.69,46.74
2018-10-23,2.7,46.9
2018-10-24,2.55,45.99
2018-10-25,2.58,46.9
2018-10-26,2.54,46.28
2018-10-29,2.53,46.49
2018-10-30,2.58,47.82
2018-10-31,2.56,47.14
2018-11-01,2.63,47.91
2018-11-02,2.68,48.29
2018-11-05,2.68,48.52
2018-11-06,2.75,48.59
2018-11-07,3.41,49.05
2018-11-08,3.37,49.62
2018-11-09,3.25,48.65
2018-11-12,3.21,48.2
2018-11-13,3.25,48.17
2018-11-14,3.13,47.43
2018-11-15,3.1,47.11
2018-11-16,3.1,46.46
2018-11-19,2.93,45.51
2018-11-20,2.91,44.0
2018-11-21,3.16,44.75
2018-11-23,3.07,44.88
2018-11-26,3.16,45.76
2018-11-27,3.2,45.87
2018-11-28,3.25,46.62
2018-11-29,3.29,46.35
2018-11-30,3.23,46.35
2018-12-03,3.25,46.98
2018-12-04,3.14,45.25
2018-12-06,3.12,44.99
2018-12-07,2.94,43.31
2018-12-10,2.89,43.49
2018-12-11,2.94,43.3
2018-12-12,2.94,43.69
2018-12-13,2.84,42.52
2018-12-14,2.75,42.02
2018-12-17,2.58,41.11
2018-12-18,2.61,41.26
2018-12-19,2.55,40.68
2018-12-20,2.33,39.97
2018-12-21,2.12,38.6
2018-12-24,2.34,38.45
2018-12-26,2.49,40.65
2018-12-27,2.43,40.55
2018-12-28,2.52,40.76
2018-12-31,2.58,40.99
2019-01-02,2.63,41.57
2019-01-03,2.55,40.99
2019-01-04,2.7,42.25
2019-01-07,2.78,43.56
2019-01-08,2.81,43.94
2019-01-09,2.91,44.31
2019-01-10,2.96,43.6
2019-01-11,2.94,43.83
2019-01-14,2.95,43.51
2019-01-15,2.98,43.65
2019-01-16,3.0,43.75
2019-01-17,3.02,44.04
2019-01-18,2.99,44.86
2019-01-22,2.9,43.76
2019-01-23,2.92,43.8
2019-01-24,2.97,43.96
2019-01-25,3.03,44.67
2019-01-28,2.94,44.54
2019-01-29,2.93,43.91
2019-01-30,2.94,44.08
2019-01-31,2.95,44.16
2019-02-01,2.94,43.84
2019-02-04,2.98,44.32
2019-02-05,3.05,44.78
2019-02-06,3.09,44.49
2019-02-07,3.13,44.19
2019-02-08,3.09,43.92
2019-02-11,3.18,44.16
2019-02-12,3.15,44.89
2019-02-13,3.37,44.91
2019-02-14,3.33,44.82
2019-02-15,3.34,45.34
2019-02-19,3.31,45.58
2019-02-20,3.37,45.65
2019-02-21,3.37,44.94
2019-02-22,3.35,45.15
2019-02-25,3.3,45.29
2019-02-26,3.27,45.62
2019-02-27,3.58,46.08
2019-02-28,3.47,45.88
2019-03-01,3.56,46.17
2019-03-04,3.49,45.28
2019-03-05,3.47,45.65
2019-03-06,3.32,45.29
2019-03-07,3.33,44.66
2019-03-08,3.33,44.3
2019-03-11,3.35,45.11
2019-03-12,3.36,45.23
2019-03-13,3.54,45.36
2019-03-14,3.29,44.65
2019-03-15,3.36,44.41
2019-03-18,3.47,44.71
2019-03-19,3.51,44.53
2019-03-20,3.44,44.13
2019-03-21,3.58,44.58
2019-03-22,3.52,43.42
2019-03-25,3.62,43.92
2019-03-26,3.62,44.24
2019-03-27,3.71,44.69
2019-03-28,3.72,44.87
2019-03-29,3.63,45.01
2019-04-01,3.72,45.3
2019-04-02,3.61,44.88
2019-04-03,3.77,45.13
2019-04-04,2.88,45.63
2019-04-05,2.72,45.63
2019-04-08,2.58,45.5
2019-04-09,2.58,44.95
2019-04-10,2.7,45.61
2019-04-11,2.62,45.32
2019-04-12,2.53,45.22
2019-04-15,2.49,45.27
2019-04-16,2.54,45.49
2019-04-17,2.53,45.55
2019-04-18,2.46,45.33
2019-04-22,2.36,44.4
2019-04-23,2.38,45.13
2019-04-24,2.47,45.89
2019-04-25,2.45,45.47
2019-04-26,2.46,45.8
2019-04-29,2.49,45.91
2019-04-30,2.4,45.68
2019-05-01,2.39,45.08
2019-05-02,2.43,45.4
2019-05-03,2.45,45.84
2019-05-06,2.36,45.5
2019-05-07,2.24,44.71
2019-05-08,2.21,44.81
2019-05-09,2.09,44.42
2019-05-10,2.16,44.13
2019-05-13,2.05,42.47
2019-05-14,2.12,43.05
2019-05-15,2.15,42.94
2019-05-16,2.13,42.96
2019-05-17,2.06,42.65
2019-05-20,2.06,42.51
2019-05-21,2.05,43.06
2019-05-22,2.02,42.26
2019-05-23,1.99,41.7
2019-05-24,2.0,41.69
2019-05-28,2.0,41.43
2019-05-29,1.96,40.5
2019-05-30,1.97,40.59
2019-05-31,1.96,40.05
2019-06-03,1.97,40.3
2019-06-04,2.1,41.49
2019-06-05,1.97,40.88
2019-06-06,2.0,40.73
2019-06-07,1.99,41.18
2019-06-10,2.05,41.42
2019-06-11,1.97,41.82
2019-06-12,1.88,41.69
2019-06-13,1.94,42.2
2019-06-14,1.9,42.1
2019-06-17,1.87,42.16
2019-06-18,1.91,42.42
2019-06-19,1.91,42.37
2019-06-20,1.96,42.55
2019-06-21,2.01,42.32
2019-06-24,1.88,41.67
2019-06-25,1.83,41.41
2019-06-26,1.86,41.59
2019-06-27,1.95,42.08
2019-06-28,2.06,42.37
2019-07-01,2.01,42.46
2019-07-02,1.99,42.13
2019-07-03,2.12,42.46
2019-07-05,2.17,42.97
2019-07-08,2.2,42.91
2019-07-09,2.12,42.64
2019-07-10,2.1,42.47
2019-07-11,2.09,42.48
2019-07-12,2.16,43.16
2019-07-15,2.15,43.05
2019-07-16,2.14,43.13
2019-07-17,2.02,42.66
2019-07-18,1.99,42.42
2019-07-19,1.99,42.48
2019-07-22,1.93,42.13
2019-07-23,1.96,42.35
2019-07-24,2.05,43.19
2019-07-25,1.95,42.73
2019-07-26,2.0,42.97
2019-07-29,2.02,43.05
2019-07-30,1.97,42.64
2019-07-31,2.04,42.59
2019-08-01,1.87,41.21
2019-08-02,1.86,41.01
2019-08-05,1.77,40.1
2019-08-06,1.75,40.61
2019-08-07,1.76,40.52
2019-08-08,1.655,41.13
2019-08-09,1.59,40.2
2019-08-12,1.5,39.47
2019-08-13,1.56,40.1
2019-08-14,1.44,38.42
2019-08-15,1.35,37.81
2019-08-16,1.44,38.61
2019-08-19,1.51,39.1
2019-08-20,1.44,38.73
2019-08-21,1.49,39.46
2019-08-22,1.45,40.08
2019-08-23,1.33,38.56
2019-08-26,1.32,39.0
2019-08-27,1.25,38.52
2019-08-28,1.28,39.55
2019-08-29,1.34,40.15
2019-08-30,1.3,39.77
2019-09-03,1.24,39.16
2019-09-04,1.28,39.59
2019-09-05,1.43,41.07
2019-09-06,1.52,41.01
2019-09-09,1.59,42.43
2019-09-10,1.68,43.61
2019-09-11,1.7,43.88
2019-09-12,1.66,43.53
2019-09-13,1.68,43.57
2019-09-16,1.7,43.07
2019-09-17,1.55,42.76
2019-09-18,1.53,42.33
2019-09-19,1.48,42.1
2019-09-20,1.63,41.78
2019-09-23,1.67,42.23
2019-09-24,1.68,41.88
2019-09-25,1.68,42.27
2019-09-26,1.68,42.0
2019-09-27,1.67,42.0
2019-09-30,1.755,42.43
2019-10-01,1.71,42.12
2019-10-02,1.675,41.0
2019-10-03,1.68,41.12
2019-10-04,1.69,41.4
2019-10-07,1.75,41.35
2019-10-08,1.75,40.75
2019-10-09,1.75,41.13
2019-10-10,1.83,41.56
2019-10-11,1.905,42.47
2019-10-14,1.895,42.04
2019-10-15,1.885,42.53
2019-10-16,1.97,42.78
2019-10-17,1.99,43.33
2019-10-18,1.93,42.71
2019-10-21,1.93,43.22
2019-10-22,1.97,43.76
2019-10-23,2.01,43.98
2019-10-24,1.98,43.92
2019-10-25,2.04,44.39
2019-10-28,2.09,44.76
2019-10-29,2.08,44.02
2019-10-30,2.08,43.68
2019-10-31,2.06,43.15
2019-11-01,2.03,43.68
2019-11-04,2.18,44.4
2019-11-05,2.19,44.95
2019-11-06,2.53,44.76
2019-11-07,2.54,44.7
2019-11-08,2.56,44.47
2019-11-11,2.59,44.44
2019-11-12,2.44,44.36
2019-11-13,2.41,44.13
2019-11-14,2.44,44.42
2019-11-15,2.49,44.86
2019-11-18,2.43,44.82
2019-11-19,2.39,43.95
2019-11-20,2.33,43.39
2019-11-21,2.38,43.25
2019-11-22,2.25,43.84
2019-11-25,2.25,44.57
2019-11-26,2.27,44.84
2019-11-27,2.28,45.02
2019-11-29,2.23,44.68
2019-12-02,2.23,44.2
2019-12-03,2.18,43.6
2019-12-04,2.23,43.91
2019-12-05,2.2,43.75
2019-12-06,2.25,44.76
2019-12-09,2.275,44.93
2019-12-10,2.32,44.91
2019-12-11,2.27,44.6
2019-12-12,2.48,45.52
2019-12-13,2.455,44.67
2019-12-16,2.55,44.64
2019-12-17,2.63,45.18
2019-12-18,2.65,45.62
2019-12-19,2.65,45.82
2019-12-20,2.46,45.71
2019-12-23,2.49,45.55
2019-12-24,2.55,45.72
2019-12-26,2.63,46.05
2019-12-27,2.63,46.24
2019-12-30,2.65,45.93
2019-12-31,2.74,46.01
2020-01-02,2.62,45.66
2020-01-03,2.405,45.31
2020-01-06,2.405,45.47
2020-01-07,2.39,45.31
2020-01-08,2.45,45.4
2020-01-09,2.425,45.21
2020-01-10,2.36,45.08
2020-01-13,2.38,45.34
2020-01-14,2.42,45.61
2020-01-15,2.45,45.34
2020-01-16,2.47,45.93
2020-01-17,2.59,45.88
2020-01-21,2.51,45.64
2020-01-22,2.51,45.47
2020-01-23,2.57,45.42
2020-01-24,2.5,44.9
2020-01-27,2.385,44.47
2020-01-28,2.44,44.72
2020-01-29,2.34,44.62
2020-01-30,2.26,44.37
2020-01-31,2.22,43.06
2020-02-03,2.32,43.49
2020-02-04,2.38,43.83
2020-02-05,2.4,44.82
2020-02-06,2.43,44.57
2020-02-07,2.44,43.91
2020-02-10,2.425,44.01
2020-02-11,2.45,44.35
2020-02-12,2.42,45.1
2020-02-13,2.42,44.93
2020-02-14,2.45,44.82
2020-02-18,2.42,45.01
2020-02-19,2.5,45.11
2020-02-20,2.68,46.1
2020-02-21,2.55,45.8
2020-02-24,2.365,44.17
2020-02-25,2.37,42.69
2020-02-26,2.36,41.71
2020-02-27,2.3,40.54
2020-02-28,2.35,40.28
2020-03-02,2.435,40.92
2020-03-03,2.34,39.99
2020-03-04,2.49,41.01
2020-03-05,2.29,39.57
2020-03-06,2.27,39.13
2020-03-09,1.93,37.01
2020-03-10,2.03,37.67
2020-03-11,1.94,34.97
2020-03-12,1.76,30.66
2020-03-13,1.83,32.74
2020-03-16,1.65,28.66
2020-03-17,1.89,30.14
2020-03-18,1.76,27.75
2020-03-19,1.8,29.27
2020-03-20,1.76,27.96
2020-03-23,1.4,26.99
2020-03-24,1.46,29.74
2020-03-25,1.65,30.26
2020-03-26,1.9,31.2
2020-03-27,1.57,30.03
2020-03-30,1.59,30.02
2020-03-31,1.64,29.78
2020-04-01,1.58,28.03
2020-04-02,1.62,27.64
2020-04-03,1.62,27.19
2020-04-06,1.77,30.21
2020-04-07,1.745,31.0
2020-04-08,1.84,32.38
2020-04-09,1.86,33.55
2020-04-13,1.77,33.28
2020-04-14,1.85,34.4
2020-04-15,1.78,33.07
2020-04-16,1.79,32.98
2020-04-17,1.92,34.37
2020-04-20,1.865,33.98
2020-04-21,1.81,33.08
2020-04-22,1.84,33.3
2020-04-23,1.78,33.58
2020-04-24,1.77,34.54
2020-04-27,2.035,36.36
2020-04-28,2.205,36.82
2020-04-29,2.19,37.92
2020-04-30,2.22,36.68
2020-05-01,2.0,35.66
2020-05-04,2.0,35.85
2020-05-05,1.85,36.21
2020-05-06,2.13,36.31
2020-05-07,2.01,36.53
2020-05-08,2.06,38.03
2020-05-11,2.21,37.98
2020-05-12,2.01,37.0
2020-05-13,2.0,36.04
2020-05-14,2.0,36.22
2020-05-15,2.13,36.95
2020-05-18,2.24,38.52
2020-05-19,2.2,38.04
2020-05-20,2.3,38.24
2020-05-21,2.26,39.02
2020-05-22,2.27,39.18
2020-05-26,2.39,40.26
2020-05-27,2.58,41.64
2020-05-28,2.445,40.74
2020-05-29,2.47,40.8
2020-06-01,2.49,41.1
2020-06-02,2.55,42.06
2020-06-03,2.66,43.18
2020-06-04,2.69,43.32
2020-06-05,2.77,44.35
2020-06-08,2.88,45.35
2020-06-09,2.67,44.23
2020-06-10,2.6,43.2
2020-06-11,2.6,40.84
2020-06-12,2.52,41.29
2020-06-15,2.5,41.83
2020-06-16,2.525,43.06
2020-06-17,2.43,42.75
2020-06-18,2.42,42.67
2020-06-19,2.3,42.2
2020-06-22,2.45,43.05
2020-06-23,2.445,43.1
2020-06-24,2.3,41.58
2020-06-25,2.375,41.79
2020-06-26,2.1,41.24
2020-06-29,2.26,42.71
2020-06-30,2.35,42.88
2020-07-01,22.66,43.06
2020-07-02,21.89,43.44
2020-07-06,21.23,44.21
2020-07-07,20.74,43.78
2020-07-08,22.065,44.32
2020-07-09,20.01,43.49
2020-07-10,19.87,44.08
2020-07-13,20.05,43.1
2020-07-14,20.69,43.96
2020-07-15,22.26,45.39
2020-07-16,22.98,45.7
2020-07-17,23.52,45.28
2020-07-20,23.03,44.99
2020-07-21,23.25,46.14
2020-07-22,23.33,46.85
2020-07-23,23.9,46.65
2020-07-24,22.74,46.16
2020-07-27,22.13,46.67
2020-07-28,22.13,46.52
2020-07-29,22.2,47.84
2020-07-30,22.07,47.65
2020-07-31,22.07,47.33
2020-08-03,21.28,48.25
2020-08-04,20.91,49.01
2020-08-05,20.29,50.2
2020-08-06,18.7,49.67
2020-08-07,18.98,50.72
2020-08-10,18.66,50.99
2020-08-11,19.29,50.66
2020-08-12,19.45,51.06
2020-08-13,20.26,51.23
2020-08-14,21.08,51.55
2020-08-17,21.15,52.71
2020-08-18,21.09,52.3
2020-08-19,20.91,52.38
2020-08-20,20.86,51.77
2020-08-21,20.46,51.96
2020-08-24,21.32,52.88
2020-08-25,21.69,52.65
2020-08-26,22.9,52.88
2020-08-27,24.07,52.5
2020-08-28,24.13,52.56
2020-08-31,23.38,51.79
2020-09-01,23.75,52.97
2020-09-02,23.72,53.27
2020-09-03,23.04,51.4
2020-09-04,22.69,50.92
2020-09-08,22.0,50.18
2020-09-09,22.56,51.05
2020-09-10,21.89,50.44
2020-09-11,21.25,49.77
2020-09-14,21.25,50.94
2020-09-15,21.22,50.81
2020-09-16,21.53,51.05
2020-09-17,21.72,50.56
2020-09-18,21.62,50.41
2020-09-21,20.58,49.29
2020-09-22,20.74,50.62
2020-09-23,19.21,49.28
2020-09-24,18.62,48.53
2020-09-25,18.31,48.88
2020-09-28,18.45,50.08
2020-09-29,18.3,49.31
2020-09-30,19.45,49.66
2020-10-01,20.21,51.01
2020-10-02,20.58,51.29
2020-10-05,22.14,52.77
2020-10-06,22.025,51.76
2020-10-07,22.75,53.18
2020-10-08,23.21,54.01
2020-10-09,22.63,54.04
2020-10-12,22.15,54.05
2020-10-13,21.92,54.52
2020-10-14,21.64,54.07
2020-10-15,22.38,54.88
2020-10-16,22.4,54.28
2020-10-19,21.45,53.68
2020-10-20,21.75,53.79
2020-10-21,21.94,53.44
2020-10-22,22.17,53.95
2020-10-23,22.29,54.44
2020-10-26,21.49,53.05
2020-10-27,20.88,52.84
2020-10-28,19.25,51.56
2020-10-29,19.68,51.22
2020-10-30,19.5,49.84
2020-11-02,20.18,50.67
2020-11-03,21.3,52.46
2020-11-04,21.04,52.33
2020-11-05,24.9,53.97
2020-11-06,24.28,53.7
2020-11-09,24.49,54.36
2020-11-10,25.66,54.67
2020-11-11,25.18,54.7
2020-11-12,24.11,53.5
2020-11-13,25.34,54.59
2020-11-16,27.18,56.05
2020-11-17,28.115,56.28
2020-11-18,29.43,56.34
2020-11-19,29.22,57.63
2020-11-20,28.73,57.57
2020-11-23,29.1,59.72
2020-11-24,30.16,60.79
2020-11-25,29.74,60.69
2020-11-27,29.24,61.21
2020-11-30,28.67,60.08
2020-12-01,28.52,60.81
2020-12-02,27.68,60.86
2020-12-03,27.49,61.47
2020-12-04,28.16,62.21
2020-12-07,27.75,61.9
2020-12-08,27.52,62.32
2020-12-09,27.0,62.0
2020-12-10,26.62,61.94
2020-12-11,26.56,61.26
2020-12-14,27.0,60.62
2020-12-15,28.04,62.22
2020-12-16,27.325,62.4
2020-12-17,28.35,63.57
2020-12-18,28.52,63.35
2020-12-21,28.73,63.35
2020-12-22,28.21,64.31
2020-12-23,28.51,64.77
2020-12-24,28.63,64.76
2020-12-28,29.69,65.09
2020-12-29,29.21,64.27
2020-12-30,28.455,64.91
2020-12-31,29.3,64.32
2021-01-04,30.3,63.54
2021-01-05,32.03,64.96
2021-01-06,35.59,67.63
2021-01-07,37.02,68.11
2021-01-08,36.96,68.16
2021-01-11,44.14,69.61
2021-01-12,45.9,71.81
2021-01-13,45.07,71.51
2021-01-14,45.93,73.72
2021-01-15,45.855,71.98
2021-01-19,45.93,72.33
2021-01-20,46.18,72.59
2021-01-21,46.44,73.17
2021-01-22,47.51,74.87
2021-01-25,47.48,76.18
2021-01-26,46.76,81.43
2021-01-27,43.24,91.23
2021-01-28,42.865,82.97
2021-01-29,42.69,88.01
2021-02-01,43.9,82.95
2021-02-02,44.59,76.14
