date,ODP,XRT
2013-09-09,4.32,80.05
2013-09-10,4.4,80.89
2013-09-11,4.4,81.09
2013-09-12,4.33,80.36
2013-09-13,4.29,80.76
2013-09-16,4.24,80.89
2013-09-17,4.31,81.76
2013-09-18,4.34,82.64
2013-09-19,4.32,82.82
2013-09-20,4.27,82.3
2013-09-23,4.43,81.99
2013-09-24,4.65,82.25
2013-09-25,4.72,81.92
2013-09-26,4.72,82.4
2013-09-27,4.73,82.38
2013-09-30,4.83,82.018
2013-10-01,4.95,82.93
2013-10-02,4.89,82.93
2013-10-03,4.76,82.22
2013-10-04,4.79,82.75
2013-10-07,4.73,81.32
2013-10-08,4.62,79.75
2013-10-09,4.7,79.71
2013-10-10,5.04,81.27
2013-10-11,5.02,81.75
2013-10-14,5.04,82.05
2013-10-15,5.01,81.34
2013-10-16,5.4,82.72
2013-10-17,5.39,83.07
2013-10-18,5.46,83.85
2013-10-21,5.56,83.8
2013-10-22,5.57,83.61
2013-10-23,5.59,83.41
2013-10-24,5.66,83.88
2013-10-25,5.65,83.96
2013-10-28,5.61,84.03
2013-10-29,5.62,84.63
2013-10-30,5.51,84.05
2013-10-31,5.59,84.17
2013-11-01,5.77,84.55
2013-11-04,5.68,85.28
2013-11-05,5.65,85.39
2013-11-06,5.31,84.7
2013-11-07,4.85,83.68
2013-11-08,5.04,84.87
2013-11-11,5.26,85.72
2013-11-12,5.21,86.18
2013-11-13,5.38,87.31
2013-11-14,5.62,87.49
2013-11-15,5.53,88.03
2013-11-18,5.39,87.49
2013-11-19,5.23,86.84
2013-11-20,5.27,86.87
2013-11-21,5.34,87.55
2013-11-22,5.23,87.47
2013-11-25,5.27,87.65
2013-11-26,5.26,88.09
2013-11-27,5.42,88.54
2013-11-29,5.44,88.46
2013-12-02,5.35,87.87
2013-12-03,5.45,87.8
2013-12-04,5.43,87.02
2013-12-05,5.4,86.75
2013-12-06,5.39,86.25
2013-12-09,5.37,86.39
2013-12-10,5.38,86.02
2013-12-11,5.29,85.46
2013-12-12,5.19,85.32
2013-12-13,5.19,85.44
2013-12-16,5.19,85.81
2013-12-17,5.12,85.44
2013-12-18,5.29,86.9
2013-12-19,5.28,86.45
2013-12-20,5.35,87.14
2013-12-23,5.38,87.54
2013-12-24,5.38,87.71
2013-12-26,5.31,88.21
2013-12-27,5.19,87.57
2013-12-30,5.23,88.01
2013-12-31,5.29,88.1
2014-01-02,5.33,87.44
2014-01-03,5.26,87.6
2014-01-06,4.84,86.76
2014-01-07,4.83,86.9
2014-01-08,4.95,86.49
2014-01-09,4.78,85.81
2014-01-10,4.94,85.84
2014-01-13,4.77,83.36
2014-01-14,4.82,84.31
2014-01-15,4.84,84.02
2014-01-16,4.77,83.35
2014-01-17,4.93,82.97
2014-01-21,4.96,82.81
2014-01-22,5.06,82.92
2014-01-23,5.14,82.39
2014-01-24,5.0,80.95
2014-01-27,4.86,80.76
2014-01-28,4.96,80.89
2014-01-29,4.88,79.55
2014-01-30,4.9,80.21
2014-01-31,4.89,79.85
2014-02-03,4.78,77.47
2014-02-04,4.88,77.87
2014-02-05,4.86,78.12
2014-02-06,5.01,80.0
2014-02-07,5.13,80.74
2014-02-10,5.04,80.59
2014-02-11,5.15,81.15
2014-02-12,5.14,81.04
2014-02-13,5.15,81.44
2014-02-14,5.11,81.22
2014-02-18,5.19,81.73
2014-02-19,5.11,82.04
2014-02-20,5.14,82.01
2014-02-21,5.14,82.28
2014-02-24,5.35,82.58
2014-02-25,4.88,83.64
2014-02-26,4.99,85.21
2014-02-27,5.03,85.74
2014-02-28,4.93,85.63
2014-03-03,4.87,85.32
2014-03-04,4.99,86.84
2014-03-05,4.91,86.53
2014-03-06,4.63,86.39
2014-03-07,4.61,87.09
2014-03-10,4.61,87.15
2014-03-11,4.54,86.62
2014-03-12,4.61,86.6
2014-03-13,4.49,85.58
2014-03-14,4.56,85.72
2014-03-17,4.56,86.26
2014-03-18,4.61,86.67
2014-03-19,4.59,86.12
2014-03-20,4.55,86.06
2014-03-21,4.37,86.03
2014-03-24,4.19,85.18
2014-03-25,4.15,84.3
2014-03-26,4.05,83.34
2014-03-27,4.07,83.11
2014-03-28,4.11,83.84
2014-03-31,4.13,84.25
2014-04-01,4.25,85.5
2014-04-02,4.3,86.74
2014-04-03,4.25,86.49
2014-04-04,4.2,84.9
2014-04-07,4.08,83.01
2014-04-08,4.14,83.89
2014-04-09,4.25,84.62
2014-04-10,4.14,82.27
2014-04-11,4.05,81.11
2014-04-14,3.98,81.51
2014-04-15,3.96,81.57
2014-04-16,3.94,82.0
2014-04-17,4.05,81.93
2014-04-21,4.02,82.17
2014-04-22,4.2,83.19
2014-04-23,4.18,83.14
2014-04-24,4.24,83.3
2014-04-25,4.15,82.27
2014-04-28,4.07,83.07
2014-04-29,4.03,83.42
2014-04-30,4.09,83.52
2014-05-01,4.24,83.56
2014-05-02,4.25,83.98
2014-05-05,4.17,83.61
2014-05-06,4.83,82.19
2014-05-07,5.0,81.33
2014-05-08,5.05,81.8
2014-05-09,5.24,83.26
2014-05-12,5.23,84.88
2014-05-13,5.48,84.51
2014-05-14,5.29,83.35
2014-05-15,5.38,82.37
2014-05-16,5.29,83.57
2014-05-19,5.3,83.9
2014-05-20,4.97,81.83
2014-05-21,4.97,81.99
2014-05-22,5.04,82.87
2014-05-23,5.04,83.23
2014-05-27,5.17,83.7
2014-05-28,5.15,82.93
2014-05-29,5.13,83.44
2014-05-30,5.12,83.78
2014-06-02,5.13,83.56
2014-06-03,5.11,83.8
2014-06-04,5.16,84.44
2014-06-05,5.18,85.0
2014-06-06,5.2,85.5
2014-06-09,5.39,85.75
2014-06-10,5.56,85.71
2014-06-11,5.59,85.56
2014-06-12,5.46,84.41
2014-06-13,5.45,84.87
2014-06-16,5.53,85.54
2014-06-17,5.67,86.28
2014-06-18,5.81,86.85
2014-06-19,5.67,86.45
2014-06-20,5.64,86.23
2014-06-23,5.66,86.33
2014-06-24,5.52,85.73
2014-06-25,5.52,86.12
2014-06-26,5.61,86.07
2014-06-27,5.62,86.55
2014-06-30,5.69,86.8
2014-07-01,5.7,87.47
2014-07-02,5.68,87.5
2014-07-03,5.74,88.65
2014-07-07,5.62,87.63
2014-07-08,5.49,86.73
2014-07-09,5.61,87.35
2014-07-10,5.27,86.28
2014-07-11,5.19,85.81
2014-07-14,5.12,85.78
2014-07-15,5.11,85.24
2014-07-16,5.13,84.93
2014-07-17,5.01,83.87
2014-07-18,5.11,85.37
2014-07-21,5.07,84.76
2014-07-22,5.06,84.55
2014-07-23,5.33,84.78
2014-07-24,5.22,85.33
2014-07-25,5.08,84.33
2014-07-28,5.04,84.24
2014-07-29,5.02,84.24
2014-07-30,5.02,85.07
2014-07-31,5.01,83.85
2014-08-01,5.02,83.64
2014-08-04,5.11,84.57
2014-08-05,4.94,84.27
2014-08-06,4.94,84.61
2014-08-07,4.95,83.94
2014-08-08,4.96,85.24
2014-08-11,4.99,85.75
2014-08-12,4.89,85.06
2014-08-13,4.99,84.52
2014-08-14,5.12,85.36
2014-08-15,5.11,84.63
2014-08-18,5.2,85.94
2014-08-19,5.23,87.05
2014-08-20,5.18,87.68
2014-08-21,4.95,87.49
2014-08-22,5.01,88.08
2014-08-25,5.05,88.51
2014-08-26,5.01,89.17
2014-08-27,5.1,89.47
2014-08-28,5.16,89.03
2014-08-29,5.12,88.83
2014-09-02,5.44,89.06
2014-09-03,5.6,88.87
2014-09-04,5.62,89.39
2014-09-05,5.71,89.2
2014-09-08,5.59,88.92
2014-09-09,5.58,88.06
2014-09-10,5.57,88.38
2014-09-11,5.63,89.15
2014-09-12,5.9,89.12
2014-09-15,5.76,88.26
2014-09-16,5.83,89.06
2014-09-17,5.76,89.19
2014-09-18,5.7,89.36
2014-09-19,5.61,88.54
2014-09-22,5.53,87.13
2014-09-23,5.36,86.18
2014-09-24,5.45,87.18
2014-09-25,5.31,86.09
2014-09-26,5.31,86.39
2014-09-29,5.31,86.44
2014-09-30,5.14,85.58
2014-10-01,5.01,84.33
2014-10-02,5.055,85.43
2014-10-03,5.19,86.71
2014-10-06,5.13,85.82
2014-10-07,4.9,84.3
2014-10-08,4.95,85.42
2014-10-09,4.68,83.69
2014-10-10,4.585,83.44
2014-10-13,4.435,81.93
2014-10-14,4.455,82.92
2014-10-15,4.68,83.08
2014-10-16,4.91,82.96
2014-10-17,4.815,82.74
2014-10-20,5.02,84.32
2014-10-21,5.17,85.54
2014-10-22,5.02,84.59
2014-10-23,5.11,86.11
2014-10-24,5.05,85.94
2014-10-27,5.06,86.13
2014-10-28,5.26,87.4
2014-10-29,5.13,86.89
2014-10-30,5.09,87.66
2014-10-31,5.22,88.45
2014-11-03,5.07,88.3
2014-11-04,6.33,87.99
2014-11-05,6.48,88.33
2014-11-06,6.37,89.72
2014-11-07,6.5,90.05
2014-11-10,6.49,89.75
2014-11-11,6.66,89.87
2014-11-12,6.84,91.54
2014-11-13,6.72,91.13
2014-11-14,6.79,91.31
2014-11-17,6.69,90.28
2014-11-18,6.69,90.37
2014-11-19,6.705,91.04
2014-11-20,6.87,92.56
2014-11-21,6.84,92.68
2014-11-24,6.725,93.9
2014-11-25,6.63,93.75
2014-11-26,6.625,93.47
2014-11-28,6.63,94.31
2014-12-01,6.35,92.25
2014-12-02,6.36,92.57
2014-12-03,6.57,93.37
2014-12-04,6.28,92.73
2014-12-05,6.32,92.43
2014-12-08,6.35,91.73
2014-12-09,6.55,92.05
2014-12-10,6.725,90.54
2014-12-11,7.54,91.71
2014-12-12,7.79,92.28
2014-12-15,7.84,92.47
2014-12-16,7.92,91.32
2014-12-17,8.035,93.53
2014-12-18,8.39,95.0
2014-12-19,8.65,94.13
2014-12-22,8.54,94.67
2014-12-23,8.69,95.3
2014-12-24,8.75,95.24
2014-12-26,8.84,95.55
2014-12-29,8.75,96.49
2014-12-30,8.61,96.29
2014-12-31,8.575,96.01
2015-01-02,8.43,95.34
2015-01-05,8.3,94.26
2015-01-06,8.225,93.26
2015-01-07,8.2,95.7
2015-01-08,8.28,96.99
2015-01-09,8.09,95.25
2015-01-12,8.07,95.45
2015-01-13,7.9,94.63
2015-01-14,8.135,94.28
2015-01-15,7.8,92.12
2015-01-16,8.04,93.44
2015-01-20,7.69,92.23
2015-01-21,7.66,92.83
2015-01-22,7.93,94.56
2015-01-23,7.82,95.18
2015-01-26,8.0,95.98
2015-01-27,7.92,95.67
2015-01-28,7.76,94.13
2015-01-29,7.905,94.87
2015-01-30,7.6,92.9
2015-02-02,7.63,93.4
2015-02-03,9.28,95.18
2015-02-04,9.485,95.37
2015-02-05,9.64,96.01
2015-02-06,9.48,95.95
2015-02-09,9.6,95.55
2015-02-10,9.55,96.42
2015-02-11,9.57,96.54
2015-02-12,9.61,97.44
2015-02-13,9.59,98.02
2015-02-17,9.67,97.93
2015-02-18,9.68,97.88
2015-02-19,9.54,97.91
2015-02-20,9.49,98.47
2015-02-23,9.44,98.46
2015-02-24,9.43,98.29
2015-02-25,9.34,98.52
2015-02-26,9.3,98.43
2015-02-27,9.37,98.7
2015-03-02,9.46,99.14
2015-03-03,9.455,98.6
2015-03-04,9.45,98.25
2015-03-05,9.34,98.37
2015-03-06,9.3,97.71
2015-03-09,9.3,98.17
2015-03-10,9.26,97.28
2015-03-11,9.26,97.61
2015-03-12,9.3,99.31
2015-03-13,9.205,98.92
2015-03-16,9.28,99.6
2015-03-17,9.27,99.79
2015-03-18,9.28,100.1
2015-03-19,9.26,100.68
2015-03-20,9.31,100.96
2015-03-23,9.395,101.16
2015-03-24,9.35,101.36
2015-03-25,9.3,99.72
2015-03-26,9.23,99.42
2015-03-27,9.24,100.24
2015-03-30,9.35,101.58
2015-03-31,9.2,101.04
2015-04-01,9.34,100.49
2015-04-02,9.19,101.22
2015-04-06,9.28,101.51
2015-04-07,9.23,100.63
2015-04-08,9.22,101.51
2015-04-09,9.27,101.11
2015-04-10,9.27,101.44
2015-04-13,9.22,101.52
2015-04-14,9.33,100.66
2015-04-15,9.25,100.59
2015-04-16,9.41,100.66
2015-04-17,9.255,98.78
2015-04-20,9.37,99.69
2015-04-21,9.34,99.9
2015-04-22,9.25,100.14
2015-04-23,9.255,100.8
2015-04-24,9.24,100.98
2015-04-27,9.16,99.9
2015-04-28,9.22,99.53
2015-04-29,9.15,97.6
2015-04-30,9.22,96.73
2015-05-01,9.32,98.2
2015-05-04,9.38,98.55
2015-05-05,9.24,97.29
2015-05-06,9.19,97.23
2015-05-07,9.29,98.34
2015-05-08,9.34,99.17
2015-05-11,9.35,99.14
2015-05-12,9.305,98.59
2015-05-13,9.21,98.3
2015-05-14,9.13,97.65
2015-05-15,9.18,98.64
2015-05-18,9.25,99.61
2015-05-19,9.24,98.93
2015-05-20,9.28,99.0
2015-05-21,9.32,99.54
2015-05-22,9.31,99.24
2015-05-26,9.21,98.15
2015-05-27,9.26,98.64
2015-05-28,9.3,98.74
2015-05-29,9.27,97.79
2015-06-01,9.33,97.79
2015-06-02,9.26,98.49
2015-06-03,9.32,99.94
2015-06-04,9.32,99.85
2015-06-05,9.29,99.46
2015-06-08,9.14,98.71
2015-06-09,9.11,98.27
2015-06-10,9.2,99.17
2015-06-11,9.16,99.46
2015-06-12,9.18,99.54
2015-06-15,9.04,98.98
2015-06-16,9.04,99.47
2015-06-17,8.975,99.82
2015-06-18,9.16,100.8
2015-06-19,9.09,100.35
2015-06-22,9.05,100.77
2015-06-23,9.11,101.69
2015-06-24,8.89,100.97
2015-06-25,8.855,100.68
2015-06-26,8.85,101.21
2015-06-29,8.6,98.45
2015-06-30,8.66,98.66
2015-07-01,8.75,99.28
2015-07-02,8.85,98.77
2015-07-06,8.89,98.91
2015-07-07,8.89,99.88
2015-07-08,8.735,98.69
2015-07-09,8.71,98.91
2015-07-10,8.79,99.96
2015-07-13,8.83,101.2
2015-07-14,8.85,100.77
2015-07-15,8.6,100.5
2015-07-16,8.61,101.81
2015-07-17,8.3,100.65
2015-07-20,8.11,100.31
2015-07-21,8.42,99.65
2015-07-22,8.28,100.07
2015-07-23,7.975,98.79
2015-07-24,7.93,97.14
2015-07-27,7.63,96.33
2015-07-28,7.77,96.66
2015-07-29,8.0,97.26
2015-07-30,7.98,97.9
2015-07-31,8.0,98.35
2015-08-03,7.9,97.22
2015-08-04,7.785,97.89
2015-08-05,7.835,98.99
2015-08-06,7.56,97.04
2015-08-07,7.45,96.12
2015-08-10,7.65,97.26
2015-08-11,7.54,96.86
2015-08-12,7.55,96.35
2015-08-13,7.52,96.21
2015-08-14,7.76,96.9
2015-08-17,7.71,97.6
2015-08-18,7.66,97.29
2015-08-19,7.56,96.48
2015-08-20,7.6,94.15
2015-08-21,7.57,91.08
2015-08-24,7.56,88.4
2015-08-25,7.59,88.15
2015-08-26,7.68,91.34
2015-08-27,7.88,93.18
2015-08-28,7.82,93.72
2015-08-31,7.93,93.55
2015-09-01,7.51,91.59
2015-09-02,7.63,92.89
2015-09-03,7.32,92.93
2015-09-04,7.26,92.2
2015-09-08,7.64,94.01
2015-09-09,7.48,92.62
2015-09-10,7.44,92.51
2015-09-11,7.45,46.2
2015-09-14,7.37,45.95
2015-09-15,7.35,46.3
2015-09-16,7.48,47.06
2015-09-17,7.49,47.08
2015-09-18,7.54,46.1
2015-09-21,7.36,46.4
2015-09-22,7.06,45.82
2015-09-23,7.01,45.67
2015-09-24,7.35,45.57
2015-09-25,6.96,45.28
2015-09-28,6.55,43.85
2015-09-29,6.65,43.8
2015-09-30,6.42,44.42
2015-10-01,6.3,44.16
2015-10-02,6.4,44.94
2015-10-05,6.64,45.66
2015-10-06,6.55,45.15
2015-10-07,6.65,45.61
2015-10-08,6.59,46.3
2015-10-09,6.68,46.23
2015-10-12,6.58,46.1
2015-10-13,6.51,45.53
2015-10-14,7.0,45.09
2015-10-15,7.29,45.67
2015-10-16,7.13,45.91
2015-10-19,7.14,46.21
2015-10-20,7.13,46.35
2015-10-21,7.43,45.76
2015-10-22,7.41,45.62
2015-10-23,7.3,44.99
2015-10-26,7.47,45.23
2015-10-27,7.43,44.7
2015-10-28,7.46,45.84
2015-10-29,7.615,45.64
2015-10-30,7.62,45.89
2015-11-02,7.48,46.35
2015-11-03,7.51,46.91
2015-11-04,7.51,46.41
2015-11-05,7.7,46.66
2015-11-06,7.725,46.27
2015-11-09,7.49,45.3
2015-11-10,7.65,45.65
2015-11-11,7.71,44.62
2015-11-12,7.475,44.05
2015-11-13,7.52,42.37
2015-11-16,7.46,43.02
2015-11-17,7.02,42.86
2015-11-18,7.06,43.61
2015-11-19,6.81,43.28
2015-11-20,6.88,44.16
2015-11-23,6.91,44.58
2015-11-24,6.83,45.0
2015-11-25,6.905,45.62
2015-11-27,6.75,45.56
2015-11-30,6.59,44.57
2015-12-01,6.54,44.74
2015-12-02,6.54,44.69
2015-12-03,6.63,43.91
2015-12-04,6.635,44.67
2015-12-07,5.59,44.27
2015-12-08,5.66,44.22
2015-12-09,5.58,44.02
2015-12-10,5.68,44.27
2015-12-11,5.71,43.42
2015-12-14,5.625,43.42
2015-12-15,5.73,43.65
2015-12-16,5.79,44.39
2015-12-17,5.56,43.46
2015-12-18,5.41,42.74
2015-12-21,5.33,42.71
2015-12-22,5.375,43.54
2015-12-23,5.52,44.02
2015-12-24,5.6,43.65
2015-12-28,5.6,43.54
2015-12-29,5.59,44.0
2015-12-30,5.55,43.69
2015-12-31,5.64,43.24
2016-01-04,5.49,42.97
2016-01-05,5.78,43.32
2016-01-06,5.71,42.41
2016-01-07,5.65,42.26
2016-01-08,5.35,40.98
2016-01-11,5.32,41.11
2016-01-12,5.09,41.45
2016-01-13,4.96,40.08
2016-01-14,4.98,40.17
2016-01-15,4.94,39.41
2016-01-19,5.04,39.09
2016-01-20,4.87,39.29
2016-01-21,5.05,39.67
2016-01-22,5.07,40.37
2016-01-25,4.96,39.58
2016-01-26,5.01,40.51
2016-01-27,5.07,39.94
2016-01-28,5.02,39.93
2016-01-29,5.15,41.04
2016-02-01,5.07,41.25
2016-02-02,4.99,40.43
2016-02-03,5.06,40.17
2016-02-04,5.12,40.17
2016-02-05,5.09,39.11
2016-02-08,4.95,38.65
2016-02-09,4.915,38.53
2016-02-10,5.03,38.51
2016-02-11,4.91,38.39
2016-02-12,4.94,39.32
2016-02-16,5.03,40.9
2016-02-17,5.19,41.75
2016-02-18,5.25,41.67
2016-02-19,5.16,41.35
2016-02-22,5.22,42.06
2016-02-23,5.09,42.15
2016-02-24,5.04,42.66
2016-02-25,5.06,43.25
2016-02-26,5.12,43.35
2016-02-29,5.08,43.32
2016-03-01,5.21,44.01
2016-03-02,5.18,44.21
2016-03-03,5.16,44.6
2016-03-04,5.26,44.82
2016-03-07,5.32,45.05
2016-03-08,5.21,44.73
2016-03-09,5.18,44.83
2016-03-10,5.24,44.92
2016-03-11,5.285,45.61
2016-03-14,5.22,45.57
2016-03-15,5.1,45.68
2016-03-16,5.26,45.32
2016-03-17,5.83,45.77
2016-03-18,5.76,45.98
2016-03-21,5.66,45.74
2016-03-22,6.21,45.52
2016-03-23,6.34,44.96
2016-03-24,6.91,45.19
2016-03-28,7.44,45.53
2016-03-29,7.59,46.14
2016-03-30,7.38,46.24
2016-03-31,7.1,46.18
2016-04-01,7.55,46.12
2016-04-04,7.35,45.52
2016-04-05,7.56,45.02
2016-04-06,7.73,45.36
2016-04-07,7.56,44.1
2016-04-08,7.66,43.86
2016-04-11,7.47,43.49
2016-04-12,7.52,44.09
2016-04-13,7.555,45.29
2016-04-14,7.49,44.99
2016-04-15,7.44,45.34
2016-04-18,7.25,45.54
2016-04-19,6.86,45.37
2016-04-20,6.44,45.55
2016-04-21,6.31,45.01
2016-04-22,6.2,45.23
2016-04-25,6.13,44.83
2016-04-26,5.84,45.54
2016-04-27,6.05,45.79
2016-04-28,6.02,44.77
2016-04-29,5.88,44.2
2016-05-02,5.83,44.6
2016-05-03,5.86,43.96
2016-05-04,6.05,43.81
2016-05-05,5.94,42.91
2016-05-06,6.14,43.03
2016-05-09,6.26,43.73
2016-05-10,6.09,43.66
2016-05-11,3.63,41.72
2016-05-12,3.58,41.61
2016-05-13,3.68,41.04
2016-05-16,3.49,41.38
2016-05-17,3.38,40.72
2016-05-18,3.51,40.16
2016-05-19,3.33,40.68
2016-05-20,3.43,41.26
2016-05-23,3.46,40.87
2016-05-24,3.44,41.2
2016-05-25,3.51,41.7
2016-05-26,3.5,41.81
2016-05-27,3.53,42.3
2016-05-31,3.58,42.31
2016-06-01,3.57,42.46
2016-06-02,3.55,42.95
2016-06-03,3.55,42.65
2016-06-06,3.57,42.65
2016-06-07,3.64,42.95
2016-06-08,3.61,42.97
2016-06-09,3.52,42.32
2016-06-10,3.5,41.71
2016-06-13,3.47,41.2
2016-06-14,3.3,41.08
2016-06-15,3.37,41.59
2016-06-16,3.28,41.36
2016-06-17,3.3,41.44
2016-06-20,3.48,41.96
2016-06-21,3.45,41.61
2016-06-22,3.48,41.42
2016-06-23,3.46,42.0
2016-06-24,3.4,41.1
2016-06-27,3.14,40.14
2016-06-28,3.2,40.68
2016-06-29,3.24,41.61
2016-06-30,3.31,41.96
2016-07-01,3.4,42.34
2016-07-05,3.22,41.66
2016-07-06,3.26,42.29
2016-07-07,3.26,42.29
2016-07-08,3.29,43.39
2016-07-11,3.28,43.87
2016-07-12,3.35,44.21
2016-07-13,3.33,43.86
2016-07-14,3.39,43.93
2016-07-15,3.36,43.74
2016-07-18,3.4,44.44
2016-07-19,3.44,44.06
2016-07-20,3.47,44.46
2016-07-21,3.47,44.29
2016-07-22,3.47,44.49
2016-07-25,3.45,44.94
2016-07-26,3.52,45.24
2016-07-27,3.61,44.86
2016-07-28,3.51,44.87
2016-07-29,3.46,45.09
2016-08-01,3.51,44.93
2016-08-02,3.29,43.8
2016-08-03,3.48,44.24
2016-08-04,3.51,44.08
2016-08-05,3.56,44.83
2016-08-08,3.58,44.79
2016-08-09,3.59,44.17
2016-08-10,3.55,44.19
2016-08-11,3.63,45.26
2016-08-12,3.64,45.51
2016-08-15,3.77,45.96
2016-08-16,3.78,45.82
2016-08-17,3.52,45.34
2016-08-18,3.54,45.75
2016-08-19,3.52,45.94
2016-08-22,3.53,45.7
2016-08-23,3.66,46.16
2016-08-24,3.62,45.62
2016-08-25,3.61,45.36
2016-08-26,3.65,45.02
2016-08-29,3.69,45.23
2016-08-30,3.7,44.5
2016-08-31,3.68,44.47
2016-09-01,3.62,44.21
2016-09-02,3.71,44.51
2016-09-06,3.61,44.44
2016-09-07,3.75,44.76
2016-09-08,3.75,44.47
2016-09-09,3.67,43.52
2016-09-12,3.82,44.14
2016-09-13,3.65,43.52
2016-09-14,3.54,43.54
2016-09-15,3.58,44.1
2016-09-16,3.67,43.75
2016-09-19,3.59,43.68
2016-09-20,3.55,43.17
2016-09-21,3.6,43.48
2016-09-22,3.63,43.81
2016-09-23,3.71,43.78
2016-09-26,3.6,43.3
2016-09-27,3.62,43.59
2016-09-28,3.56,43.31
2016-09-29,3.52,42.91
2016-09-30,3.57,43.55
2016-10-03,3.58,43.43
2016-10-04,3.55,43.41
2016-10-05,3.53,43.99
2016-10-06,3.52,43.88
2016-10-07,3.53,43.85
2016-10-10,3.58,44.02
2016-10-11,3.37,43.35
2016-10-12,3.39,43.68
2016-10-13,3.26,43.21
2016-10-14,3.34,43.12
2016-10-17,3.26,42.7
2016-10-18,3.25,42.75
2016-10-19,3.24,43.16
2016-10-20,3.32,42.91
2016-10-21,3.26,42.95
2016-10-24,3.24,43.25
2016-10-25,3.17,42.88
2016-10-26,3.21,42.73
2016-10-27,3.12,41.91
2016-10-28,3.15,42.13
2016-10-31,3.15,42.23
2016-11-01,3.05,41.53
2016-11-02,3.51,41.53
2016-11-03,3.58,41.04
2016-11-04,3.57,41.07
2016-11-07,3.66,41.83
2016-11-08,3.65,41.71
2016-11-09,3.86,42.59
2016-11-10,4.22,43.72
2016-11-11,4.15,44.41
2016-11-14,4.33,45.26
2016-11-15,4.33,45.06
2016-11-16,4.47,45.28
2016-11-17,4.67,45.74
2016-11-18,4.68,45.31
2016-11-21,4.63,45.54
2016-11-22,4.82,46.6
2016-11-23,4.9,46.83
2016-11-25,4.87,46.64
2016-11-28,4.84,46.07
2016-11-29,4.86,46.01
2016-11-30,4.87,45.71
2016-12-01,4.86,45.51
2016-12-02,4.84,45.61
2016-12-05,4.89,46.24
2016-12-06,4.9,46.67
2016-12-07,5.05,47.5
2016-12-08,5.18,48.16
2016-12-09,5.11,47.94
2016-12-12,4.81,47.09
2016-12-13,4.72,47.09
2016-12-14,4.67,46.54
2016-12-15,4.8,46.55
2016-12-16,4.74,45.91
2016-12-19,4.89,46.12
2016-12-20,5.02,46.75
2016-12-21,4.95,46.36
2016-12-22,4.66,44.74
2016-12-23,4.7,44.48
2016-12-27,4.73,44.91
2016-12-28,4.63,44.37
2016-12-29,4.62,44.25
2016-12-30,4.52,44.07
2017-01-03,4.52,44.3
2017-01-04,4.65,45.17
2017-01-05,4.61,44.02
2017-01-06,4.56,43.71
2017-01-09,4.57,43.82
2017-01-10,4.8,44.33
2017-01-11,4.68,44.05
2017-01-12,4.59,43.97
2017-01-13,4.63,44.01
2017-01-17,4.7,44.36
2017-01-18,4.54,44.32
2017-01-19,4.46,43.52
2017-01-20,4.48,43.43
2017-01-23,4.42,43.07
2017-01-24,4.57,43.64
2017-01-25,4.52,43.82
2017-01-26,4.37,43.27
2017-01-27,4.31,42.69
2017-01-30,4.42,42.83
2017-01-31,4.45,43.2
2017-02-01,4.3,42.78
2017-02-02,4.34,42.72
2017-02-03,4.37,43.03
2017-02-06,4.29,42.57
2017-02-07,4.22,42.34
2017-02-08,4.26,43.0
2017-02-09,4.42,43.74
2017-02-10,4.45,44.04
2017-02-13,4.4,43.5
2017-02-14,4.54,43.95
2017-02-15,4.56,44.35
2017-02-16,4.47,43.43
2017-02-17,4.54,43.82
2017-02-21,4.68,44.31
2017-02-22,4.64,44.13
2017-02-23,4.39,43.1
2017-02-24,4.33,43.72
2017-02-27,4.45,44.03
2017-02-28,4.17,42.93
2017-03-01,4.83,42.89
2017-03-02,4.82,43.34
2017-03-03,4.57,42.72
2017-03-06,4.57,42.34
2017-03-07,4.44,41.94
2017-03-08,4.63,42.37
2017-03-09,4.59,41.83
2017-03-10,4.62,42.14
2017-03-13,4.62,41.88
2017-03-14,4.61,41.91
2017-03-15,4.71,42.3
2017-03-16,4.66,42.43
2017-03-17,4.76,42.44
2017-03-20,4.71,41.7871
2017-03-21,4.48,40.96
2017-03-22,4.41,40.9
2017-03-23,4.51,41.21
2017-03-24,4.53,41.1
2017-03-27,4.42,41.28
2017-03-28,4.53,41.72
2017-03-29,4.59,42.54
2017-03-30,4.62,42.59
2017-03-31,4.665,42.24
2017-04-03,4.69,41.6
2017-04-04,4.81,41.22
2017-04-05,4.69,40.82
2017-04-06,4.83,41.65
2017-04-07,4.78,41.51
2017-04-10,4.8,42.11
2017-04-11,4.79,42.5
2017-04-12,4.76,42.04
2017-04-13,4.65,41.65
2017-04-17,4.73,42.02
2017-04-18,4.71,42.18
2017-04-19,4.78,42.43
2017-04-20,4.95,43.22
2017-04-21,4.87,42.89
2017-04-24,4.94,43.15
2017-04-25,5.08,43.11
2017-04-26,5.08,43.53
2017-04-27,5.03,43.47
2017-04-28,4.97,42.91
2017-05-01,5.02,42.88
2017-05-02,5.03,43.31
2017-05-03,4.95,43.02
2017-05-04,5.04,42.77
2017-05-05,5.08,43.39
2017-05-08,5.11,43.26
2017-05-09,5.26,43.79
2017-05-10,5.19,44.1
2017-05-11,5.1,42.91
2017-05-12,5.15,42.13
2017-05-15,5.18,42.07
2017-05-16,5.19,41.74
2017-05-17,5.02,40.88
2017-05-18,5.03,40.97
2017-05-19,5.03,40.96
