date,JPM,XLF
2014-08-26,59.74,23.37
2014-08-27,59.59,23.32
2014-08-28,59.16,23.25
2014-08-29,59.45,23.36
2014-09-02,59.67,23.45
2014-09-03,59.7,23.41
2014-09-04,59.71,23.43
2014-09-05,59.91,23.46
2014-09-08,59.89,23.47
2014-09-09,59.06,23.23
2014-09-10,59.22,23.35
2014-09-11,59.76,23.41
2014-09-12,60.03,23.39
2014-09-15,59.94,23.38
2014-09-16,59.99,23.48
2014-09-17,60.31,23.58
2014-09-18,61.32,23.81
2014-09-19,61.11,23.65
2014-09-22,60.91,23.49
2014-09-23,60.94,23.33
2014-09-24,61.63,23.46
2014-09-25,60.15,23.07
2014-09-26,60.56,23.29
2014-09-29,60.33,23.21
2014-09-30,60.24,23.17
2014-10-01,59.77,22.89
2014-10-02,58.84,22.95
2014-10-03,60.3,23.28
2014-10-06,60.18,23.21
2014-10-07,59.27,22.8166
2014-10-08,60.4,23.25
2014-10-09,59.08,22.76
2014-10-10,58.52,22.58
2014-10-13,58.16,22.38
2014-10-14,57.99,22.47
2014-10-15,55.53,22.04
2014-10-16,55.08,22.04
2014-10-17,56.2,22.32
2014-10-20,56.63,22.45
2014-10-21,57.93,22.87
2014-10-22,57.45,22.66
2014-10-23,58.06,22.88
2014-10-24,58.74,23.1
2014-10-27,58.64,23.13
2014-10-28,59.63,23.38
2014-10-29,59.29,23.44
2014-10-30,59.39,23.57
2014-10-31,60.48,23.84
2014-11-03,60.88,23.93
2014-11-04,60.25,23.94
2014-11-05,61.15,24.1
2014-11-06,61.23,24.14
2014-11-07,61.47,24.15
2014-11-10,61.93,24.28
2014-11-11,61.37,24.2
2014-11-12,60.56,24.15
2014-11-13,60.23,24.14
2014-11-14,60.28,24.06
2014-11-17,60.38,24.06
2014-11-18,60.53,24.14
2014-11-19,60.6,24.09
2014-11-20,60.12,24.09
2014-11-21,60.45,24.21
2014-11-24,60.96,24.37
2014-11-25,60.3,24.35
2014-11-26,60.34,24.38
2014-11-28,60.16,24.4
2014-12-01,60.0,24.225
2014-12-02,61.08,24.455
2014-12-03,61.54,24.565
2014-12-04,61.38,24.6
2014-12-05,62.7,24.82
2014-12-08,62.67,24.94
2014-12-09,62.45,24.88
2014-12-10,60.68,24.56
2014-12-11,61.14,24.62
2014-12-12,60.04,24.14
2014-12-15,59.16,23.92
2014-12-16,58.43,23.69
2014-12-17,59.77,24.229
2014-12-18,61.48,24.79
2014-12-19,61.93,24.68
2014-12-22,61.94,24.85
2014-12-23,62.48,24.99
2014-12-24,62.48,24.95
2014-12-26,62.55,24.95
2014-12-29,62.96,25.04
2014-12-30,63.15,25.01
2014-12-31,62.58,24.73
2015-01-02,62.49,24.73
2015-01-05,60.55,24.21
2015-01-06,58.98,23.84
2015-01-07,59.07,24.09
2015-01-08,60.39,24.45
2015-01-09,59.34,24.12
2015-01-12,58.83,23.92
2015-01-13,58.84,23.84
2015-01-14,56.81,23.5
2015-01-15,54.99,23.21
2015-01-16,55.93,23.49
2015-01-20,55.71,23.39
2015-01-21,55.89,23.45
2015-01-22,57.59,24.03
2015-01-23,56.68,23.77
2015-01-26,56.77,23.89
2015-01-27,56.2,23.63
2015-01-28,54.75,23.2
2015-01-29,55.67,23.39
2015-01-30,54.38,23.01
2015-02-02,55.47,23.38
2015-02-03,56.72,23.77
2015-02-04,56.38,23.71
2015-02-05,56.77,23.95
2015-02-06,57.89,24.14
2015-02-09,57.82,24.02
2015-02-10,58.46,24.21
2015-02-11,58.37,24.21
2015-02-12,59.57,24.45
2015-02-13,59.67,24.43
2015-02-17,60.1,24.51
2015-02-18,59.37,24.36
2015-02-19,59.23,24.26
2015-02-20,59.8,24.44
2015-02-23,59.35,24.38
2015-02-24,60.82,24.5
2015-02-25,61.14,24.5
2015-02-26,61.58,24.44
2015-02-27,61.28,24.35
2015-03-02,61.77,24.53
2015-03-03,61.97,24.46
2015-03-04,62.13,24.31
2015-03-05,62.0,24.41
2015-03-06,60.89,24.23
2015-03-09,61.5,24.34
2015-03-10,59.96,23.82
2015-03-11,60.24,23.97
2015-03-12,61.37,24.49
2015-03-13,61.0,24.32
2015-03-16,61.85,24.62
2015-03-17,61.61,24.56
2015-03-18,61.75,24.7
2015-03-19,61.2,24.47
2015-03-20,61.75,24.71
2015-03-23,61.14,24.57
2015-03-24,60.46,24.37
2015-03-25,59.61,23.98
2015-03-26,59.54,23.96
2015-03-27,59.55,23.93
2015-03-30,60.96,24.28
2015-03-31,60.58,24.11
2015-04-01,59.95,24.09
2015-04-02,60.52,24.21
2015-04-06,60.47,24.25
2015-04-07,60.85,24.12
2015-04-08,61.05,24.21
2015-04-09,61.47,24.245
2015-04-10,61.7,24.24
2015-04-13,62.07,24.33
2015-04-14,63.04,24.33
2015-04-15,64.21,24.42
2015-04-16,63.81,24.455
2015-04-17,62.84,24.13
2015-04-20,63.24,24.23
2015-04-21,62.31,24.11
2015-04-22,62.94,24.28
2015-04-23,62.8,24.32
2015-04-24,62.6,24.28
2015-04-27,62.34,24.19
2015-04-28,62.76,24.33
2015-04-29,63.6,24.32
2015-04-30,63.26,24.13
2015-05-01,63.61,24.34
2015-05-04,64.72,24.58
2015-05-05,64.4,24.36
2015-05-06,63.92,24.24
2015-05-07,64.5,24.41
2015-05-08,65.49,24.76
2015-05-11,65.45,24.67
2015-05-12,65.36,24.58
2015-05-13,65.52,24.59
2015-05-14,66.05,24.81
2015-05-15,65.88,24.7
2015-05-18,66.42,24.84
2015-05-19,67.01,24.98
2015-05-20,66.48,24.91
2015-05-21,66.65,24.85
2015-05-22,66.47,24.86
2015-05-26,65.73,24.58
2015-05-27,66.47,24.85
2015-05-28,66.2,24.82
2015-05-29,65.78,24.6
2015-06-01,66.08,24.62
2015-06-02,66.02,24.66
2015-06-03,66.7,24.87
2015-06-04,66.33,24.65
2015-06-05,67.42,24.79
2015-06-08,66.89,24.64
2015-06-09,67.18,24.7
2015-06-10,68.26,25.05
2015-06-11,68.52,25.15
2015-06-12,68.25,25.04
2015-06-15,67.99,24.93
2015-06-16,68.37,25.07
2015-06-17,68.14,25.04
2015-06-18,68.78,25.27
2015-06-19,68.08,24.74
2015-06-22,68.96,25.12
2015-06-23,69.75,25.17
2015-06-24,69.02,24.96
2015-06-25,68.65,24.81
2015-06-26,68.95,24.89
2015-06-29,67.2,24.29
2015-06-30,67.76,24.38
2015-07-01,68.07,24.75
2015-07-02,67.52,24.64
2015-07-06,67.33,24.54
2015-07-07,66.8,24.59
2015-07-08,65.43,24.16
2015-07-09,66.11,24.35
2015-07-10,67.05,24.64
2015-07-13,68.09,24.94
2015-07-14,69.04,25.0
2015-07-15,69.19,25.21
2015-07-16,69.56,25.46
2015-07-17,69.21,25.39
2015-07-20,69.26,25.42
2015-07-21,69.1,25.39
2015-07-22,70.08,25.58
2015-07-23,69.64,25.36
2015-07-24,68.91,25.12
2015-07-27,68.01,24.94
2015-07-28,68.05,25.04
2015-07-29,68.94,25.29
2015-07-30,69.04,25.29
2015-07-31,68.53,25.21
2015-08-03,68.53,25.18
2015-08-04,68.46,25.14
2015-08-05,68.73,25.24
2015-08-06,68.25,25.15
2015-08-07,68.05,25.2
2015-08-10,68.89,25.44
2015-08-11,68.23,25.21
2015-08-12,67.24,24.98
2015-08-13,67.55,25.07
2015-08-14,67.89,25.25
2015-08-17,68.07,25.3
2015-08-18,68.21,25.28
2015-08-19,67.6,25.05
2015-08-20,65.94,24.52
2015-08-21,63.6,23.64
2015-08-24,60.25,22.65
2015-08-25,59.91,22.33
2015-08-26,62.91,23.17
2015-08-27,64.48,23.74
2015-08-28,64.13,23.63
2015-08-31,64.1,23.43
2015-09-01,61.45,22.67
2015-09-02,62.57,22.98
2015-09-03,62.68,23.11
2015-09-04,61.5,22.65
2015-09-08,63.16,23.23
2015-09-09,62.18,22.91
2015-09-10,62.66,23.02
2015-09-11,62.56,23.12
2015-09-14,62.38,23.07
2015-09-15,63.58,23.4
2015-09-16,64.14,23.55
2015-09-17,62.65,23.22
2015-09-18,60.94,22.66
2015-09-21,61.45,22.92
2015-09-22,60.91,22.63
2015-09-23,60.64,22.64
2015-09-24,60.22,22.48
2015-09-25,61.47,22.81
2015-09-28,59.98,22.28
2015-09-29,59.84,22.32
2015-09-30,60.97,22.66
2015-10-01,61.42,22.67
2015-10-02,60.81,22.7
2015-10-05,62.02,23.18
2015-10-06,62.05,23.07
2015-10-07,62.13,23.25
2015-10-08,62.13,23.39
2015-10-09,61.93,23.24
2015-10-12,61.72,23.26
2015-10-13,61.55,23.08
2015-10-14,59.99,22.89
2015-10-15,61.89,23.41
2015-10-16,62.43,23.55
2015-10-19,62.22,23.53
2015-10-20,62.52,23.67
2015-10-21,62.06,23.5
2015-10-22,63.19,23.88
2015-10-23,63.87,24.14
2015-10-26,63.9,24.04
2015-10-27,63.64,23.9
2015-10-28,65.5,24.46
2015-10-29,65.21,24.43
2015-10-30,64.25,24.08
2015-11-02,65.54,24.41
2015-11-03,65.78,24.45
2015-11-04,65.85,24.38
2015-11-05,66.44,24.48
2015-11-06,68.46,24.73
2015-11-09,67.39,24.46
2015-11-10,67.68,24.57
2015-11-11,67.35,24.49
2015-11-12,66.0,24.12
2015-11-13,65.56,23.92
2015-11-16,66.51,24.21
2015-11-17,66.13,24.16
2015-11-18,67.45,24.59
2015-11-19,67.66,24.63
2015-11-20,67.54,24.67
2015-11-23,66.88,24.57
2015-11-24,66.78,24.5
2015-11-25,66.86,24.52
2015-11-27,67.17,24.58
2015-11-30,66.68,24.56
2015-12-01,67.61,24.83
2015-12-02,66.66,24.54
2015-12-03,65.8,24.14
2015-12-04,67.89,24.78
2015-12-07,67.0,24.55
2015-12-08,65.96,24.24
2015-12-09,65.46,23.96
2015-12-10,65.61,23.98
2015-12-11,64.07,23.45
2015-12-14,64.27,23.5
2015-12-15,66.1,24.05
2015-12-16,67.53,24.44
2015-12-17,66.28,24.09
2015-12-18,64.4,23.3
2015-12-21,65.54,23.53
2015-12-22,65.68,23.75
2015-12-23,66.73,24.03
2015-12-24,66.6,24.01
2015-12-28,66.38,23.99
2015-12-29,67.07,24.24
2015-12-30,66.59,24.07
2015-12-31,66.03,23.83
2016-01-04,63.62,23.37
2016-01-05,63.73,23.46
2016-01-06,62.81,23.1
2016-01-07,60.27,22.45
2016-01-08,58.92,22.1
2016-01-11,58.83,22.13
2016-01-12,58.96,22.3
2016-01-13,57.34,21.72
2016-01-14,58.2,21.91
2016-01-15,57.04,21.42
2016-01-19,57.01,21.41
2016-01-20,55.51,20.99
2016-01-21,55.25,20.9
2016-01-22,56.95,21.28
2016-01-25,55.66,20.85
2016-01-26,57.08,21.2
2016-01-27,57.04,21.12
2016-01-28,57.28,21.13
2016-01-29,59.5,21.72
2016-02-01,58.86,21.63
2016-02-02,57.03,21.03
2016-02-03,57.41,21.05
2016-02-04,58.4,21.23
2016-02-05,57.75,20.95
2016-02-08,56.54,20.42
2016-02-09,56.2,20.39
2016-02-10,55.52,20.28
2016-02-11,53.07,19.66
2016-02-12,57.49,20.49
2016-02-16,58.35,20.82
2016-02-17,58.77,21.1
2016-02-18,57.81,20.98
2016-02-19,57.82,20.98
2016-02-22,58.57,21.31
2016-02-23,56.12,20.93
2016-02-24,56.14,20.88
2016-02-25,57.01,21.17
2016-02-26,57.54,21.32
2016-02-29,56.3,21.09
2016-03-01,59.2,21.8
2016-03-02,59.76,22.04
2016-03-03,59.96,22.19
2016-03-04,60.05,22.28
2016-03-07,59.94,22.27
2016-03-08,58.78,21.91
2016-03-09,59.12,21.94
2016-03-10,58.61,21.92
2016-03-11,59.34,22.49
2016-03-14,59.12,22.42
2016-03-15,59.2,22.41
2016-03-16,58.92,22.36
2016-03-17,58.75,22.63
2016-03-18,60.48,22.73
2016-03-21,60.46,22.69
2016-03-22,60.24,22.62
2016-03-23,59.94,22.45
2016-03-24,59.48,22.31
2016-03-28,59.4,22.38
2016-03-29,59.03,22.42
2016-03-30,59.71,22.55
2016-03-31,59.22,22.5
2016-04-01,59.87,22.7
2016-04-04,59.2,22.59
2016-04-05,58.36,22.27
2016-04-06,58.81,22.39
2016-04-07,57.32,21.97
2016-04-08,57.74,22.05
2016-04-11,58.2,22.14
2016-04-12,59.28,22.42
2016-04-13,61.79,22.93
2016-04-14,62.59,22.98
2016-04-15,61.87,22.9
2016-04-18,62.27,23.07
2016-04-19,63.32,23.36
2016-04-20,64.24,23.54
2016-04-21,63.6,23.33
2016-04-22,63.97,23.55
2016-04-25,63.6,23.5
2016-04-26,63.93,23.65
2016-04-27,64.11,23.69
2016-04-28,63.6,23.44
2016-04-29,63.2,23.31
2016-05-02,63.79,23.52
2016-05-03,62.56,23.22
2016-05-04,61.57,23.04
2016-05-05,61.24,23.03
2016-05-06,61.6,23.13
2016-05-09,61.21,23.07
2016-05-10,62.04,23.4
2016-05-11,61.81,23.15
2016-05-12,61.77,23.16
2016-05-13,61.2,22.88
2016-05-16,61.66,23.0
2016-05-17,61.66,22.87
2016-05-18,64.04,23.27
2016-05-19,63.39,23.05
2016-05-20,63.51,23.21
2016-05-23,63.46,23.19
2016-05-24,64.54,23.54
2016-05-25,65.52,23.79
2016-05-26,65.03,23.65
2016-05-27,65.43,23.81
2016-05-31,65.27,23.75
2016-06-01,65.69,23.8
2016-06-02,65.81,23.85
2016-06-03,64.64,23.51
2016-06-06,65.28,23.65
2016-06-07,65.06,23.6
2016-06-08,65.25,23.62
2016-06-09,64.75,23.45
2016-06-10,63.84,23.16
2016-06-13,63.27,23.0
2016-06-14,62.08,22.66
2016-06-15,61.97,22.69
2016-06-16,62.22,22.75
2016-06-17,62.28,22.61
2016-06-20,62.37,22.74
2016-06-21,62.95,22.87
2016-06-22,62.71,22.85
2016-06-23,64.05,23.33
2016-06-24,59.6,22.08
2016-06-27,57.61,21.45
2016-06-28,59.52,22.0
2016-06-29,61.2,22.5
2016-06-30,62.14,22.855
2016-07-01,61.26,22.74
2016-07-05,59.55,22.4
2016-07-06,60.19,22.46
2016-07-07,60.58,22.49
2016-07-08,61.83,22.92
2016-07-11,62.27,23.05
2016-07-12,63.2,23.34
2016-07-13,63.16,23.34
2016-07-14,64.12,23.56
2016-07-15,64.18,23.52
2016-07-18,63.96,23.6
2016-07-19,63.86,23.61
2016-07-20,63.93,23.65
2016-07-21,63.69,23.53
2016-07-22,64.04,23.68
2016-07-25,63.87,23.63
2016-07-26,64.13,23.65
2016-07-27,64.33,23.64
2016-07-28,64.1,23.69
2016-07-29,63.97,23.65
2016-08-01,63.8,23.59
2016-08-02,63.65,23.39
2016-08-03,64.66,23.63
2016-08-04,64.56,23.57
2016-08-05,66.3,24.02
2016-08-08,66.1,24.05
2016-08-09,65.87,24.07
2016-08-10,65.28,23.88
2016-08-11,65.46,23.93
2016-08-12,65.32,23.86
2016-08-15,65.72,24.02
2016-08-16,65.71,23.96
2016-08-17,65.89,24.04
2016-08-18,65.95,24.02
2016-08-19,65.86,24.01
2016-08-22,65.8,24.01
2016-08-23,65.77,24.04
2016-08-24,65.95,24.03
2016-08-25,66.07,24.08
2016-08-26,66.22,24.11
2016-08-29,66.95,24.32
2016-08-30,67.5,24.54
2016-08-31,67.5,24.56
2016-09-01,67.21,24.46
2016-09-02,67.49,24.57
2016-09-06,67.44,24.53
2016-09-07,67.16,24.52
2016-09-08,67.25,24.5
2016-09-09,66.65,24.04
2016-09-12,67.06,24.31
2016-09-13,66.53,23.88
2016-09-14,66.4,23.82
2016-09-15,66.64,23.96
2016-09-16,65.82,23.62
2016-09-19,66.19,19.31
2016-09-20,66.46,19.32
2016-09-21,66.84,19.44
2016-09-22,67.39,19.48
2016-09-23,67.25,19.38
2016-09-26,65.78,19.07
2016-09-27,66.36,19.22
2016-09-28,66.71,19.31
2016-09-29,65.65,19.04
2016-09-30,66.59,19.3
2016-10-03,66.51,19.21
2016-10-04,66.6,19.29
2016-10-05,67.69,19.6
2016-10-06,67.87,19.63
2016-10-07,68.11,19.62
2016-10-10,68.64,19.72
2016-10-11,68.31,19.54
2016-10-12,68.13,19.52
2016-10-13,67.74,19.33
2016-10-14,67.52,19.42
2016-10-17,67.17,19.33
2016-10-18,67.7,19.49
2016-10-19,68.35,19.66
2016-10-20,68.26,19.66
2016-10-21,68.49,19.65
2016-10-24,68.87,19.71
2016-10-25,68.8,19.69
2016-10-26,69.13,19.81
2016-10-27,69.23,19.86
2016-10-28,69.11,19.77
2016-10-31,69.26,19.74
2016-11-01,68.97,19.66
2016-11-02,68.68,19.53
2016-11-03,68.38,19.55
2016-11-04,67.76,19.49
2016-11-07,69.88,19.98
2016-11-08,70.03,19.99
2016-11-09,73.25,20.84
2016-11-10,76.65,21.61
2016-11-11,76.69,21.67
2016-11-14,79.51,22.2
2016-11-15,79.36,22.18
2016-11-16,77.4,21.86
2016-11-17,78.02,22.16
2016-11-18,77.71,22.16
2016-11-21,78.05,22.24
2016-11-22,78.53,22.25
2016-11-23,78.86,22.38
2016-11-25,78.83,22.41
2016-11-28,78.32,22.15
2016-11-29,78.92,22.21
2016-11-30,80.17,22.51
2016-12-01,81.79,22.9
2016-12-02,81.6,22.65
2016-12-05,83.26,22.92
2016-12-06,83.69,23.12
2016-12-07,84.07,23.48
2016-12-08,85.12,23.7
2016-12-09,85.49,23.75
2016-12-12,84.73,23.52
2016-12-13,84.76,23.58
2016-12-14,84.73,23.47
2016-12-15,86.0,23.67
2016-12-16,84.94,23.36
2016-12-19,85.43,23.37
2016-12-20,86.53,23.66
2016-12-21,86.75,23.6
2016-12-22,86.89,23.54
2016-12-23,87.05,23.58
2016-12-27,87.13,23.61
2016-12-28,86.5,23.37
2016-12-29,85.89,23.2
2016-12-30,86.29,23.25
2017-01-03,87.23,23.51
2017-01-04,86.91,23.7
2017-01-05,86.11,23.46
2017-01-06,86.12,23.54
2017-01-09,86.18,23.38
2017-01-10,86.43,23.43
2017-01-11,87.08,23.58
2017-01-12,86.24,23.38
2017-01-13,86.7,23.51
2017-01-17,83.55,22.95
2017-01-18,83.94,23.14
2017-01-19,83.3,23.04
2017-01-20,83.67,23.15
2017-01-23,83.71,23.0
2017-01-24,84.72,23.29
2017-01-25,86.03,23.68
2017-01-26,86.75,23.74
2017-01-27,86.93,23.65
2017-01-30,86.03,23.46
2017-01-31,84.63,23.31
2017-02-01,84.95,23.34
2017-02-02,84.59,23.25
2017-02-03,87.18,23.72
2017-02-06,86.77,23.61
2017-02-07,86.72,23.55
2017-02-08,85.96,23.39
2017-02-09,87.2,23.71
2017-02-10,87.0,23.78
2017-02-13,88.15,24.05
2017-02-14,89.56,24.33
2017-02-15,90.59,24.52
2017-02-16,90.53,24.46
2017-02-17,90.23,24.47
2017-02-21,91.01,24.59
2017-02-22,91.06,24.61
2017-02-23,91.13,24.61
2017-02-24,90.33,24.42
2017-02-27,90.43,24.55
2017-02-28,90.62,24.54
2017-03-01,93.6,25.24
2017-03-02,92.14,24.85
2017-03-03,92.8,24.97
2017-03-06,91.92,24.78
2017-03-07,91.41,24.71
2017-03-08,91.21,24.72
2017-03-09,91.57,24.81
2017-03-10,91.28,24.79
2017-03-13,91.36,24.85
2017-03-14,91.51,24.78
2017-03-15,91.73,24.74
2017-03-16,91.64,24.78
2017-03-17,90.68,24.45
2017-03-20,90.03,24.271
2017-03-21,87.39,23.57
2017-03-22,87.53,23.52
2017-03-23,87.39,23.57
2017-03-24,87.29,23.54
2017-03-27,87.24,23.45
2017-03-28,88.6,23.77
2017-03-29,88.27,23.62
2017-03-30,89.03,23.93
2017-03-31,87.84,23.73
2017-04-03,87.52,23.68
2017-04-04,87.31,23.65
2017-04-05,86.19,23.47
2017-04-06,86.48,23.62
2017-04-07,86.18,23.52
2017-04-10,85.88,23.46
2017-04-11,85.73,23.39
2017-04-12,85.4,23.2
2017-04-13,84.4,22.9
2017-04-17,85.86,23.3
2017-04-18,85.16,23.08
2017-04-19,84.46,23.01
2017-04-20,85.55,23.4
2017-04-21,84.52,23.16
2017-04-24,87.5,23.68
2017-04-25,88.26,23.89
2017-04-26,88.43,23.87
2017-04-27,87.61,23.76
2017-04-28,87.0,23.53
2017-05-01,87.06,23.68
2017-05-02,86.5,23.65
2017-05-03,87.0,23.84
2017-05-04,87.1,23.88
2017-05-05,87.0,23.84
2017-05-08,87.1,23.82
2017-05-09,86.75,23.73
2017-05-10,87.43,23.81
2017-05-11,87.16,23.66
2017-05-12,86.92,23.56
2017-05-15,87.34,23.74
2017-05-16,87.61,23.81
2017-05-17,84.27,23.06
2017-05-18,83.96,23.15
2017-05-19,84.78,23.35
2017-05-22,84.7,23.41
2017-05-23,85.76,23.59
2017-05-24,85.71,23.58
2017-05-25,85.35,23.62
2017-05-26,85.36,23.61
2017-05-30,83.9,23.45
2017-05-31,82.15,23.25
2017-06-01,83.06,23.54
2017-06-02,82.64,23.45
2017-06-05,82.79,23.49
2017-06-06,82.96,23.39
2017-06-07,83.91,23.57
2017-06-08,84.95,23.84
2017-06-09,86.96,24.29
2017-06-12,86.98,24.34
2017-06-13,87.27,24.47
2017-06-14,87.09,24.51
2017-06-15,86.57,24.41
2017-06-16,86.18,24.29
2017-06-19,88.07,24.54
2017-06-20,87.52,24.33
2017-06-21,87.12,24.13
2017-06-22,87.02,23.98
2017-06-23,86.86,23.89
2017-06-26,87.24,24.02
2017-06-27,88.05,24.14
2017-06-28,89.82,24.52
2017-06-29,91.15,24.69
2017-06-30,91.4,24.67
2017-07-03,92.75,25.03
2017-07-05,93.68,25.07
2017-07-06,93.38,24.88
2017-07-07,93.85,25.05
2017-07-10,93.19,25.02
2017-07-11,92.83,24.8
2017-07-12,92.51,24.88
2017-07-13,93.1,25.03
2017-07-14,92.25,24.92
2017-07-17,91.39,24.84
2017-07-18,91.07,24.8
2017-07-19,91.2,24.81
2017-07-20,91.2,24.8
2017-07-21,90.89,24.8
2017-07-24,91.28,24.91
2017-07-25,92.8,25.22
2017-07-26,91.93,25.05
2017-07-27,91.55,24.91
2017-07-28,91.28,24.91
2017-07-31,91.8,25.09
2017-08-01,93.03,25.27
2017-08-02,93.11,25.31
2017-08-03,92.5,25.22
2017-08-04,93.66,25.39
2017-08-07,94.02,25.35
2017-08-08,93.68,25.28
2017-08-09,93.53,25.28
2017-08-10,92.19,24.83
2017-08-11,91.42,24.73
2017-08-14,92.49,25.07
2017-08-15,92.73,25.09
2017-08-16,92.09,25.04
2017-08-17,90.65,24.61
2017-08-18,90.74,24.62
2017-08-21,90.63,24.55
2017-08-22,91.56,24.82
2017-08-23,91.67,24.74
2017-08-24,91.52,24.74
2017-08-25,91.89,24.81
2017-08-28,91.6,24.65
2017-08-29,91.1,24.57
2017-08-30,91.31,24.67
2017-08-31,90.89,24.7
2017-09-01,91.7,24.77
2017-09-05,89.51,24.24
2017-09-06,90.11,24.3
2017-09-07,88.53,23.88
2017-09-08,88.42,24.1
2017-09-11,89.79,24.52
2017-09-12,90.89,24.81
2017-09-13,91.15,24.85
2017-09-14,90.97,24.8
2017-09-15,91.62,24.77
2017-09-18,92.92,25.06
2017-09-19,93.94,25.25
2017-09-20,94.6,25.4
2017-09-21,95.03,25.46
2017-09-22,94.83,25.43
2017-09-25,94.12,25.4
2017-09-26,93.7,25.39
2017-09-27,95.18,25.7
2017-09-28,95.38,25.74
2017-09-29,95.51,25.86
2017-10-02,96.84,26.08
2017-10-03,97.35,26.17
2017-10-04,96.36,26.05
2017-10-05,97.09,26.32
2017-10-06,96.92,26.35
2017-10-09,96.41,26.25
2017-10-10,97.13,26.37
2017-10-11,96.84,26.32
2017-10-12,95.99,26.12
2017-10-13,95.86,26.13
2017-10-16,97.84,26.3
2017-10-17,97.62,26.17
2017-10-18,97.99,26.31
2017-10-19,98.11,26.33
2017-10-20,99.51,26.64
2017-10-23,99.34,26.62
2017-10-24,100.92,26.81
2017-10-25,101.02,26.65
2017-10-26,101.74,26.8
2017-10-27,101.77,26.78
2017-10-30,101.41,26.67
2017-10-31,100.61,26.6
2017-11-01,100.92,26.64
2017-11-02,101.59,26.89
2017-11-03,101.41,26.78
2017-11-06,100.78,26.75
2017-11-07,98.75,26.38
2017-11-08,97.64,26.25
2017-11-09,97.63,26.16
2017-11-10,97.51,26.08
2017-11-13,97.86,26.12
2017-11-14,97.27,26.11
2017-11-15,98.19,26.18
2017-11-16,98.47,26.19
2017-11-17,98.14,26.16
2017-11-20,99.01,26.28
2017-11-21,98.93,26.36
2017-11-22,98.64,26.23
2017-11-24,98.32,26.22
2017-11-27,97.93,26.2
2017-11-28,101.36,26.88
2017-11-29,103.73,27.34
2017-11-30,104.52,27.52
2017-12-01,104.79,27.58
2017-12-04,106.95,28.0
2017-12-05,105.72,27.85
2017-12-06,104.93,27.75
2017-12-07,104.62,27.84
2017-12-08,105.93,28.01
2017-12-11,105.62,27.94
2017-12-12,106.85,28.22
2017-12-13,105.51,27.87
2017-12-14,104.66,27.69
2017-12-15,106.14,27.81
2017-12-18,106.96,28.06
2017-12-19,106.51,27.94
2017-12-20,106.14,27.89
2017-12-21,107.83,28.13
2017-12-22,107.45,28.05
2017-12-26,107.02,27.97
2017-12-27,107.22,28.0
2017-12-28,107.79,28.11
2017-12-29,106.94,27.91
2018-01-02,107.95,27.92
2018-01-03,108.06,28.07
2018-01-04,109.04,28.33
2018-01-05,108.34,28.41
2018-01-08,108.5,28.37
2018-01-09,109.05,28.59
2018-01-10,110.25,28.83
2018-01-11,110.84,28.97
2018-01-12,112.67,29.23
2018-01-16,112.27,29.15
2018-01-17,112.99,29.37
2018-01-18,113.26,29.33
2018-01-19,113.01,29.54
2018-01-22,114.33,29.78
2018-01-23,114.21,29.81
2018-01-24,115.67,30.01
2018-01-25,115.7,29.95
2018-01-26,116.32,30.17
2018-01-29,116.2,30.05
2018-01-30,115.11,29.66
2018-01-31,115.67,29.74
2018-02-01,116.87,30.02
2018-02-02,114.28,29.36
2018-02-05,108.8,27.88
2018-02-06,112.11,28.39
2018-02-07,112.87,28.41
2018-02-08,107.88,27.16
2018-02-09,110.04,27.68
2018-02-12,111.74,28.07
2018-02-13,112.43,28.19
2018-02-14,115.03,28.86
2018-02-15,115.51,29.02
2018-02-16,114.68,28.98
2018-02-20,114.71,28.89
2018-02-21,115.19,28.93
2018-02-22,114.98,28.69
2018-02-23,117.31,29.12
2018-02-26,118.77,29.56
2018-02-27,117.36,29.28
2018-02-28,115.5,28.87
2018-03-01,113.43,28.37
2018-03-02,113.32,28.44
2018-03-05,115.06,28.84
2018-03-06,115.16,28.96
2018-03-07,114.73,28.91
2018-03-08,114.74,29.0
2018-03-09,118.04,29.7
2018-03-12,117.66,29.6
2018-03-13,116.25,29.27
2018-03-14,114.95,28.94
2018-03-15,115.24,28.95
2018-03-16,115.44,28.87
2018-03-19,114.53,28.66
2018-03-20,114.64,28.73
2018-03-21,114.74,28.72
2018-03-22,109.95,27.66
2018-03-23,107.01,26.82
2018-03-26,110.31,27.69
2018-03-27,108.17,27.15
2018-03-28,108.0,27.2
2018-03-29,109.97,27.57
2018-04-02,107.85,26.96
2018-04-03,109.33,27.33
2018-04-04,110.99,27.62
2018-04-05,111.88,27.84
2018-04-06,109.09,27.17
2018-04-09,110.4,27.32
2018-04-10,112.51,27.73
2018-04-11,110.62,27.4
2018-04-12,113.37,27.88
2018-04-13,110.3,27.46
2018-04-16,110.21,27.58
2018-04-17,110.21,27.58
2018-04-18,109.32,27.45
2018-04-19,111.72,27.87
2018-04-20,111.47,27.88
2018-04-23,110.93,27.85
2018-04-24,110.41,27.67
2018-04-25,109.99,27.65
2018-04-26,110.1,27.66
2018-04-27,109.4,27.7
2018-04-30,108.78,27.45
2018-05-01,108.78,27.46
2018-05-02,107.92,27.15
2018-05-03,107.24,26.92
2018-05-04,108.43,27.27
2018-05-07,109.37,27.45
2018-05-08,110.99,27.64
