date,URBN,XRT
2023-02-13,27.29,70.46
2023-02-14,27.39,70.32
2023-02-15,27.96,72.1
2023-02-16,27.84,70.97
2023-02-17,28.43,71.23
2023-02-21,26.49,67.72
2023-02-22,26.34,68.23
2023-02-23,26.44,67.74
2023-02-24,26.87,66.45
2023-02-27,26.86,66.51
2023-02-28,26.95,66.45
2023-03-01,27.28,65.32
2023-03-02,27.68,66.03
2023-03-03,27.69,67.0
2023-03-06,26.95,65.55
2023-03-07,26.86,65.65
2023-03-08,27.1,65.6
2023-03-09,26.83,64.4
2023-03-10,26.96,62.93
2023-03-13,25.76,61.47
2023-03-14,25.8,61.56
2023-03-15,25.63,61.32
2023-03-16,26.15,61.98
2023-03-17,25.88,60.6
2023-03-20,26.76,60.61
2023-03-21,26.61,61.74
2023-03-22,26.26,60.66
2023-03-23,25.83,59.94
2023-03-24,26.51,60.21
2023-03-27,26.37,60.41
2023-03-28,26.76,60.94
2023-03-29,26.19,61.21
2023-03-30,26.7,61.79
2023-03-31,27.72,63.42
2023-04-03,27.52,63.8
2023-04-04,27.39,62.96
2023-04-05,26.72,61.62
2023-04-06,26.42,61.51
2023-04-10,27.55,62.62
2023-04-11,27.7,63.66
2023-04-12,26.26,62.01
2023-04-13,26.61,62.19
2023-04-14,26.51,62.23
2023-04-17,27.21,62.5
2023-04-18,27.91,62.52
2023-04-19,27.21,62.44
2023-04-20,26.52,62.19
2023-04-21,26.79,62.25
2023-04-24,26.58,62.62
2023-04-25,25.72,60.57
2023-04-26,26.1,60.7
2023-04-27,26.705,61.38
2023-04-28,27.06,61.43
2023-05-01,27.39,61.08
2023-05-02,27.55,60.77
2023-05-03,26.68,60.33
2023-05-04,26.82,59.42
2023-05-05,28.04,61.17
2023-05-08,28.27,61.53
2023-05-09,27.82,61.36
2023-05-10,27.35,61.34
2023-05-11,27.59,61.15
2023-05-12,27.32,60.75
2023-05-15,27.56,61.29
2023-05-16,27.1,59.85
2023-05-17,27.83,61.53
2023-05-18,28.4,61.69
2023-05-19,27.16,59.48
2023-05-22,27.04,59.65
2023-05-23,26.66,59.38
2023-05-24,31.35,59.25
2023-05-25,30.18,58.07
2023-05-26,31.32,58.55
2023-05-30,32.43,58.57
2023-05-31,30.82,56.84
2023-06-01,30.49,56.99
2023-06-02,31.63,59.48
2023-06-05,30.73,58.6
2023-06-06,31.58,60.43
2023-06-07,32.12,61.65
2023-06-08,32.52,62.43
2023-06-09,32.8,61.36
2023-06-12,32.4,62.28
2023-06-13,33.54,63.55
2023-06-14,33.25,62.65
2023-06-15,33.58,63.71
2023-06-16,32.3,62.66
2023-06-20,32.47,62.07
2023-06-21,31.87,62.23
2023-06-22,31.38,62.3
2023-06-23,31.34,61.83
2023-06-26,31.24,61.96
2023-06-27,31.62,63.02
2023-06-28,32.54,63.08
2023-06-29,32.77,63.44
2023-06-30,33.13,63.75
2023-07-03,33.72,64.32
2023-07-05,33.25,64.07
2023-07-06,33.07,63.26
2023-07-07,33.3,63.87
2023-07-10,34.73,65.05
2023-07-11,35.51,66.39
2023-07-12,35.28,66.31
2023-07-13,34.51,65.82
2023-07-14,34.6,65.21
2023-07-17,34.62,65.58
2023-07-18,34.7,66.28
2023-07-19,35.02,67.62
2023-07-20,34.69,66.69
2023-07-21,34.39,66.04
2023-07-24,34.34,66.45
2023-07-25,34.09,66.16
2023-07-26,34.75,67.16
2023-07-27,35.01,66.42
2023-07-28,35.83,67.2
2023-07-31,36.37,67.78
2023-08-01,36.73,67.44
2023-08-02,36.7,66.81
2023-08-03,36.72,66.95
2023-08-04,36.9,66.73
2023-08-07,36.59,66.78
2023-08-08,36.95,66.24
2023-08-09,37.11,65.99
2023-08-10,36.77,65.93
2023-08-11,36.41,65.96
2023-08-14,36.39,66.12
2023-08-15,35.73,65.42
2023-08-16,35.79,64.83
2023-08-17,35.04,64.0
2023-08-18,35.74,64.83
2023-08-21,35.63,64.35
2023-08-22,34.09,62.56
2023-08-23,35.13,63.07
2023-08-24,33.52,61.75
2023-08-25,33.32,62.0
2023-08-28,33.29,62.77
2023-08-29,33.28,63.76
2023-08-30,32.66,64.18
2023-08-31,33.21,64.27
2023-09-01,33.18,64.61
2023-09-05,32.43,63.2
2023-09-06,32.31,62.71
2023-09-07,32.5,62.31
2023-09-08,31.85,61.98
2023-09-11,32.5,62.0
2023-09-12,33.48,61.91
2023-09-13,33.46,61.6
2023-09-14,33.48,63.04
2023-09-15,34.07,62.23
2023-09-18,32.33,61.07
2023-09-19,32.4,60.91
2023-09-20,32.01,60.62
2023-09-21,31.99,59.87
2023-09-22,31.9,59.59
2023-09-25,31.75,59.88
2023-09-26,31.96,58.99
2023-09-27,32.19,59.34
2023-09-28,32.28,60.44
2023-09-29,32.69,60.86
2023-10-02,32.88,60.35
2023-10-03,32.15,59.22
2023-10-04,31.39,59.42
2023-10-05,31.38,58.5
2023-10-06,31.62,58.82
2023-10-09,31.52,59.19
2023-10-10,32.27,60.26
2023-10-11,32.34,60.01
2023-10-12,32.03,58.96
2023-10-13,31.61,58.63
2023-10-16,32.89,60.22
2023-10-17,34.61,61.26
2023-10-18,34.09,60.54
2023-10-19,33.88,59.55
2023-10-20,33.28,59.24
2023-10-23,33.13,58.48
2023-10-24,33.74,58.55
2023-10-25,34.19,58.39
2023-10-26,34.22,58.6
2023-10-27,33.82,57.91
2023-10-30,33.79,58.25
2023-10-31,34.62,58.69
2023-11-01,34.21,58.53
2023-11-02,34.93,60.33
2023-11-03,35.81,62.08
2023-11-06,35.68,61.55
2023-11-07,35.9,61.52
2023-11-08,35.69,60.41
2023-11-09,34.91,59.35
2023-11-10,35.4,59.84
2023-11-13,34.25,59.42
2023-11-14,35.6,62.36
2023-11-15,36.14,63.72
2023-11-16,35.3,61.54
2023-11-17,36.79,63.25
2023-11-20,36.87,63.64
2023-11-21,36.31,63.46
2023-11-22,31.82,63.43
2023-11-24,32.55,63.89
2023-11-27,33.12,63.51
2023-11-28,34.95,64.11
2023-11-29,35.62,64.54
2023-11-30,35.7,64.6
2023-12-01,37.77,67.05
2023-12-04,36.8,67.79
2023-12-05,34.55,65.98
2023-12-06,35.3,66.35
2023-12-07,36.0,67.07
2023-12-08,36.11,67.08
2023-12-11,37.41,68.19
2023-12-12,36.76,67.53
2023-12-13,36.99,69.75
2023-12-14,37.0,71.43
2023-12-15,36.38,70.85
2023-12-18,37.15,70.76
2023-12-19,37.64,72.2
2023-12-20,36.5,70.84
2023-12-21,36.78,72.24
2023-12-22,36.27,72.04
2023-12-26,36.13,72.71
2023-12-27,36.15,73.12
2023-12-28,36.38,73.11
2023-12-29,35.69,72.32
