date,MSFT,XLK
2015-11-23,54.19,43.94
2015-11-24,54.25,43.95
2015-11-25,53.69,43.81
2015-11-27,53.93,43.91
2015-11-30,54.35,43.96
2015-12-01,55.22,44.35
2015-12-02,55.21,44.07
2015-12-03,54.2,43.5
2015-12-04,55.91,44.57
2015-12-07,55.81,44.35
2015-12-08,55.79,44.24
2015-12-09,54.98,43.59
2015-12-10,55.27,43.71
2015-12-11,54.06,42.8
2015-12-14,55.14,43.13
2015-12-15,55.2,43.32
2015-12-16,56.13,43.91
2015-12-17,55.7,43.22
2015-12-18,54.13,42.17
2015-12-21,54.83,42.6
2015-12-22,55.35,42.91
2015-12-23,55.82,43.27
2015-12-24,55.67,43.25
2015-12-28,55.95,43.22
2015-12-29,56.55,43.81
2015-12-30,56.31,43.44
2015-12-31,55.48,42.83
2016-01-04,54.8,42.27
2016-01-05,55.05,42.16
2016-01-06,54.05,41.64
2016-01-07,52.17,40.41
2016-01-08,52.33,40.09
2016-01-11,52.3,40.35
2016-01-12,52.78,40.83
2016-01-13,51.64,39.73
2016-01-14,53.11,40.48
2016-01-15,50.99,39.34
2016-01-19,50.56,39.38
2016-01-20,50.79,39.07
2016-01-21,50.48,39.29
2016-01-22,52.29,40.38
2016-01-25,51.79,39.91
2016-01-26,52.17,40.3
2016-01-27,51.22,39.47
2016-01-28,52.055,39.98
2016-01-29,55.09,41.24
2016-02-01,54.71,41.39
2016-02-02,53.0,40.65
2016-02-03,52.16,40.6
2016-02-04,52.0,40.64
2016-02-05,50.16,39.5
2016-02-08,49.41,38.93
2016-02-09,49.28,38.75
2016-02-10,49.71,38.83
2016-02-11,49.69,38.73
2016-02-12,50.5,39.27
2016-02-16,51.09,39.97
2016-02-17,52.42,40.79
2016-02-18,52.19,40.63
2016-02-19,51.82,40.66
2016-02-22,52.65,41.2
2016-02-23,51.18,40.55
2016-02-24,51.36,40.86
2016-02-25,52.1,41.37
2016-02-26,51.3,41.26
2016-02-29,50.88,40.97
2016-03-01,52.58,42.19
2016-03-02,52.95,42.31
2016-03-03,52.35,42.31
2016-03-04,52.03,42.42
2016-03-07,51.03,42.16
2016-03-08,51.65,41.9
2016-03-09,52.84,42.26
2016-03-10,52.05,42.22
2016-03-11,53.07,42.87
2016-03-14,53.17,42.92
2016-03-15,53.59,43.08
2016-03-16,54.35,43.58
2016-03-17,54.66,43.74
2016-03-18,53.49,43.59
2016-03-21,53.86,43.74
2016-03-22,54.07,43.75
2016-03-23,53.97,43.5
2016-03-24,54.21,43.62
2016-03-28,53.54,43.51
2016-03-29,54.71,44.19
2016-03-30,55.05,44.45
2016-03-31,55.23,44.36
2016-04-01,55.57,44.7
2016-04-04,55.43,44.53
2016-04-05,54.56,44.1
2016-04-06,55.12,44.53
2016-04-07,54.46,43.89
2016-04-08,54.42,43.89
2016-04-11,54.31,43.77
2016-04-12,54.65,44.07
2016-04-13,55.35,44.52
2016-04-14,55.36,44.51
2016-04-15,55.65,44.34
2016-04-18,56.46,44.53
2016-04-19,56.39,44.28
2016-04-20,55.59,44.37
2016-04-21,55.78,44.21
2016-04-22,51.78,43.44
2016-04-25,52.11,43.45
2016-04-26,51.44,43.24
2016-04-27,50.94,43.04
2016-04-28,49.9,42.5
2016-04-29,49.87,42.13
2016-05-02,50.61,42.44
2016-05-03,49.78,42.05
2016-05-04,49.87,41.92
2016-05-05,49.94,41.94
2016-05-06,50.39,42.25
2016-05-09,50.07,42.25
2016-05-10,51.02,42.8
2016-05-11,51.05,42.49
2016-05-12,51.51,42.37
2016-05-13,51.08,42.21
2016-05-16,51.83,42.8
2016-05-17,50.51,42.37
2016-05-18,50.81,42.45
2016-05-19,50.32,42.22
2016-05-20,50.62,42.73
2016-05-23,50.03,42.65
2016-05-24,51.59,43.45
2016-05-25,52.12,43.75
2016-05-26,51.89,43.89
2016-05-27,52.32,44.1
2016-05-31,53.0,44.19
2016-06-01,52.85,44.08
2016-06-02,52.48,44.04
2016-06-03,51.79,43.94
2016-06-06,52.13,44.02
2016-06-07,52.1,44.2
2016-06-08,52.04,44.29
2016-06-09,51.62,44.3
2016-06-10,51.48,43.96
2016-06-13,50.14,43.47
2016-06-14,49.83,43.57
2016-06-15,49.69,43.46
2016-06-16,50.39,43.55
2016-06-17,50.13,43.05
2016-06-20,50.07,43.23
2016-06-21,51.19,43.53
2016-06-22,50.99,43.38
2016-06-23,51.91,43.97
2016-06-24,49.83,42.28
2016-06-27,48.43,41.43
2016-06-28,49.44,42.25
2016-06-29,50.54,42.9
2016-06-30,51.17,43.37
2016-07-01,51.16,43.47
2016-07-05,51.17,43.15
2016-07-06,51.38,43.45
2016-07-07,51.38,43.45
2016-07-08,52.3,44.13
2016-07-11,52.59,44.39
2016-07-12,53.21,44.75
2016-07-13,53.51,44.76
2016-07-14,53.74,45.05
2016-07-15,53.7,45.01
2016-07-18,53.96,45.31
2016-07-19,53.09,45.21
2016-07-20,55.91,45.8
2016-07-21,55.8,45.56
2016-07-22,56.57,45.83
2016-07-25,56.73,45.77
2016-07-26,56.76,45.87
2016-07-27,56.19,46.25
2016-07-28,56.21,46.28
2016-07-29,56.68,46.45
2016-08-01,56.58,46.54
2016-08-02,56.58,46.19
2016-08-03,56.97,46.35
2016-08-04,57.39,46.6
2016-08-05,57.96,47.05
2016-08-08,58.06,47.04
2016-08-09,58.2,47.14
2016-08-10,58.02,46.99
2016-08-11,58.3,47.16
2016-08-12,57.94,47.11
2016-08-15,58.12,47.34
2016-08-16,57.44,46.99
2016-08-17,57.56,46.97
2016-08-18,57.6,46.99
2016-08-19,57.62,47.02
2016-08-22,57.67,47.02
2016-08-23,57.89,47.19
2016-08-24,57.95,46.93
2016-08-25,58.17,47.03
2016-08-26,58.03,47.05
2016-08-29,58.1,47.23
2016-08-30,57.89,47.07
2016-08-31,57.46,46.99
2016-09-01,57.59,47.14
2016-09-02,57.67,47.35
2016-09-06,57.61,47.59
2016-09-07,57.66,47.71
2016-09-08,57.43,47.32
2016-09-09,56.21,46.16
2016-09-12,57.05,46.93
2016-09-13,56.53,46.59
2016-09-14,56.26,46.81
2016-09-15,57.19,47.58
2016-09-16,57.25,47.21
2016-09-19,56.93,47.12
2016-09-20,56.81,47.09
2016-09-21,57.76,47.62
2016-09-22,57.82,47.91
2016-09-23,57.43,47.49
2016-09-26,56.9,47.21
2016-09-27,57.95,47.73
2016-09-28,58.03,47.82
2016-09-29,57.4,47.53
2016-09-30,57.6,47.78
2016-10-03,57.42,47.64
2016-10-04,57.24,47.47
2016-10-05,57.64,47.64
2016-10-06,57.74,47.75
2016-10-07,57.8,47.62
2016-10-10,58.04,47.95
2016-10-11,57.19,47.41
2016-10-12,57.11,47.49
2016-10-13,56.92,47.19
2016-10-14,57.42,47.37
2016-10-17,57.22,47.27
2016-10-18,57.66,47.53
2016-10-19,57.53,47.62
2016-10-20,57.25,47.4
2016-10-21,59.66,47.53
2016-10-24,61.0,47.99
2016-10-25,60.99,47.82
2016-10-26,60.63,47.55
2016-10-27,60.1,47.49
2016-10-28,59.87,47.44
2016-10-31,59.92,47.42
2016-11-01,59.8,47.01
2016-11-02,59.43,46.71
2016-11-03,59.21,46.26
2016-11-04,58.71,46.18
2016-11-07,60.42,47.18
2016-11-08,60.47,47.41
2016-11-09,60.17,47.35
2016-11-10,58.7,46.59
2016-11-11,59.02,46.73
2016-11-14,58.12,46.02
2016-11-15,58.87,46.67
2016-11-16,59.65,47.1
2016-11-17,60.64,47.4
2016-11-18,60.35,47.36
2016-11-21,60.86,47.84
2016-11-22,61.12,47.99
2016-11-23,60.4,47.8
2016-11-25,60.53,48.0
2016-11-28,60.61,48.04
2016-11-29,61.09,48.07
2016-11-30,60.26,47.5
2016-12-01,59.2,46.52
2016-12-02,59.25,46.69
2016-12-05,60.22,47.14
2016-12-06,59.95,47.28
2016-12-07,61.37,48.18
2016-12-08,61.01,48.3
2016-12-09,61.97,48.65
2016-12-12,62.17,48.5
2016-12-13,62.98,49.11
2016-12-14,62.68,48.94
2016-12-15,62.58,49.16
2016-12-16,62.3,48.59
2016-12-19,63.62,48.94
2016-12-20,63.54,49.12
2016-12-21,63.54,49.02
2016-12-22,63.55,48.92
2016-12-23,63.24,48.97
2016-12-27,63.28,49.17
2016-12-28,62.99,48.73
2016-12-29,62.9,48.74
2016-12-30,62.14,48.36
2017-01-03,62.58,48.79
2017-01-04,62.3,48.96
2017-01-05,62.3,49.04
2017-01-06,62.84,49.4
2017-01-09,62.64,49.39
2017-01-10,62.62,49.4
2017-01-11,63.19,49.63
2017-01-12,62.61,49.51
2017-01-13,62.7,49.66
2017-01-17,62.53,49.47
2017-01-18,62.5,49.6
2017-01-19,62.3,49.53
2017-01-20,62.74,49.8
2017-01-23,62.96,49.89
2017-01-24,63.52,50.2
2017-01-25,63.68,50.68
2017-01-26,64.27,50.54
2017-01-27,65.78,50.74
2017-01-30,65.13,50.33
2017-01-31,64.65,50.08
2017-02-01,63.58,50.46
2017-02-02,63.17,50.36
2017-02-03,63.68,50.69
2017-02-06,63.64,50.72
2017-02-07,63.43,50.92
2017-02-08,63.34,51.01
2017-02-09,64.06,51.17
2017-02-10,64.0,51.32
2017-02-13,64.72,51.55
2017-02-14,64.57,51.72
2017-02-15,64.53,51.89
2017-02-16,64.52,52.01
2017-02-17,64.62,52.19
2017-02-21,64.49,52.46
2017-02-22,64.36,52.52
2017-02-23,64.62,52.51
2017-02-24,64.62,52.63
2017-02-27,64.23,52.6
2017-02-28,63.98,52.35
2017-03-01,64.94,53.09
2017-03-02,64.01,52.74
2017-03-03,64.25,52.86
2017-03-06,64.27,52.78
2017-03-07,64.4,52.78
2017-03-08,64.99,52.84
2017-03-09,64.73,52.83
2017-03-10,64.93,53.11
2017-03-13,64.71,53.16
2017-03-14,64.41,53.04
2017-03-15,64.75,53.4
2017-03-16,64.64,53.43
2017-03-17,64.87,53.34
2017-03-20,64.93,53.3706
2017-03-21,64.21,52.61
2017-03-22,65.03,52.94
2017-03-23,64.87,52.8
2017-03-24,64.98,52.84
2017-03-27,65.1,52.84
2017-03-28,65.29,53.22
2017-03-29,65.47,53.31
2017-03-30,65.71,53.41
2017-03-31,65.86,53.31
2017-04-03,65.55,53.26
2017-04-04,65.73,53.3
2017-04-05,65.56,53.08
2017-04-06,65.73,53.09
2017-04-07,65.68,53.06
2017-04-10,65.53,52.96
2017-04-11,65.48,52.76
2017-04-12,65.23,52.58
2017-04-13,64.95,52.37
2017-04-17,65.48,52.85
2017-04-18,65.39,52.84
2017-04-19,65.04,52.8
2017-04-20,65.5,53.28
2017-04-21,66.4,53.17
2017-04-24,67.53,53.8
2017-04-25,67.92,54.08
2017-04-26,67.83,54.02
2017-04-27,68.27,54.24
2017-04-28,68.46,54.38
2017-05-01,69.41,54.79
2017-05-02,69.3,54.91
2017-05-03,69.08,54.81
2017-05-04,68.81,54.77
2017-05-05,69.0,54.97
2017-05-08,68.94,55.21
2017-05-09,69.04,55.28
2017-05-10,69.31,55.49
2017-05-11,68.46,55.42
2017-05-12,68.38,55.56
2017-05-15,68.43,55.87
2017-05-16,69.41,56.13
2017-05-17,67.48,54.6
2017-05-18,67.71,54.92
2017-05-19,67.69,55.24
2017-05-22,68.45,55.68
2017-05-23,68.68,55.78
2017-05-24,68.77,56.01
2017-05-25,69.62,56.41
2017-05-26,69.96,56.38
2017-05-30,70.41,56.62
2017-05-31,69.84,56.53
2017-06-01,70.1,56.67
2017-06-02,71.76,57.19
2017-06-05,72.28,57.24
2017-06-06,72.52,57.13
2017-06-07,72.39,57.31
2017-06-08,71.95,57.44
2017-06-09,70.32,56.02
2017-06-12,69.78,55.69
2017-06-13,70.65,56.09
2017-06-14,70.27,55.82
2017-06-15,69.9,55.57
2017-06-16,70.0,55.25
2017-06-19,70.87,56.07
2017-06-20,69.91,55.62
2017-06-21,70.27,55.93
2017-06-22,70.26,55.95
2017-06-23,71.21,56.3
2017-06-26,70.53,56.0
2017-06-27,69.21,55.08
2017-06-28,69.8,55.77
2017-06-29,68.49,54.77
2017-06-30,68.93,54.72
2017-07-03,68.17,54.34
2017-07-05,69.08,54.88
2017-07-06,68.57,54.38
2017-07-07,69.46,55.01
2017-07-10,69.98,55.41
2017-07-11,69.99,55.53
2017-07-12,71.15,56.25
2017-07-13,71.77,56.36
2017-07-14,72.78,56.86
2017-07-17,73.35,56.87
2017-07-18,73.3,57.13
2017-07-19,73.86,57.42
2017-07-20,74.22,57.54
2017-07-21,73.79,57.47
2017-07-24,73.6,57.61
2017-07-25,74.19,57.5
2017-07-26,74.05,57.72
2017-07-27,73.16,57.5
2017-07-28,73.04,57.44
2017-07-31,72.7,57.16
2017-08-01,72.58,57.45
2017-08-02,72.26,57.61
2017-08-03,72.15,57.48
2017-08-04,72.68,57.61
2017-08-07,72.4,57.96
2017-08-08,72.79,57.88
2017-08-09,72.47,57.85
2017-08-10,71.41,56.71
2017-08-11,72.5,57.1
2017-08-14,73.59,58.01
2017-08-15,73.22,58.1
2017-08-16,73.65,58.27
2017-08-17,72.4,57.13
2017-08-18,72.49,57.07
2017-08-21,72.15,57.05
2017-08-22,73.16,57.9
2017-08-23,72.72,57.76
2017-08-24,72.69,57.71
2017-08-25,72.82,57.7
2017-08-28,72.83,57.81
2017-08-29,73.05,58.06
2017-08-30,74.01,58.48
2017-08-31,74.77,58.83
2017-09-01,73.94,58.78
2017-09-05,73.61,58.26
2017-09-06,73.4,58.31
2017-09-07,74.34,58.51
2017-09-08,73.98,58.03
2017-09-11,74.76,58.85
2017-09-12,74.68,58.99
2017-09-13,75.21,58.91
2017-09-14,74.77,58.71
2017-09-15,75.31,58.74
2017-09-18,75.16,58.79
2017-09-19,75.44,59.05
2017-09-20,74.94,58.81
2017-09-21,74.21,58.49
2017-09-22,74.41,58.52
2017-09-25,73.26,57.83
2017-09-26,73.26,58.04
2017-09-27,73.85,58.63
2017-09-28,73.87,58.7
2017-09-29,74.49,59.1
2017-10-02,74.61,59.19
2017-10-03,74.26,59.33
2017-10-04,74.69,59.29
2017-10-05,75.97,59.86
2017-10-06,76.0,59.95
2017-10-09,76.29,60.1
2017-10-10,76.29,60.16
2017-10-11,76.42,60.36
2017-10-12,77.12,60.21
2017-10-13,77.49,60.5
2017-10-16,77.65,60.72
2017-10-17,77.59,60.72
2017-10-18,77.61,60.87
2017-10-19,77.91,60.69
2017-10-20,78.81,61.1
2017-10-23,78.83,60.81
2017-10-24,78.86,60.98
2017-10-25,78.63,60.65
2017-10-26,78.76,60.9
2017-10-27,83.81,62.54
2017-10-30,83.89,62.68
2017-10-31,83.18,62.95
2017-11-01,83.18,62.96
2017-11-02,84.05,62.99
2017-11-03,84.14,63.49
2017-11-06,84.47,63.63
2017-11-07,84.27,63.66
2017-11-08,84.56,64.01
2017-11-09,84.09,63.5
2017-11-10,83.87,63.5
2017-11-13,83.93,63.48
2017-11-14,84.05,63.35
2017-11-15,82.98,62.88
2017-11-16,83.2,63.76
2017-11-17,82.4,63.35
2017-11-20,82.53,63.59
2017-11-21,83.72,64.26
2017-11-22,83.11,64.14
2017-11-24,83.26,64.5
2017-11-27,83.87,64.5
2017-11-28,84.88,64.71
2017-11-29,83.34,63.28
2017-11-30,84.17,63.84
2017-12-01,84.26,63.51
2017-12-04,81.08,62.49
2017-12-05,81.59,62.51
2017-12-06,82.78,62.91
2017-12-07,82.49,63.3
2017-12-08,84.16,63.6
2017-12-11,85.23,64.15
2017-12-12,85.58,64.13
2017-12-13,85.35,64.15
2017-12-14,84.69,64.07
2017-12-15,86.85,64.56
2017-12-18,86.38,65.13
2017-12-19,85.83,64.73
2017-12-20,85.52,64.71
2017-12-21,85.5,64.58
2017-12-22,85.51,64.54
2017-12-26,85.4,64.11
2017-12-27,85.71,64.18
2017-12-28,85.72,64.29
2017-12-29,85.54,63.95
2018-01-02,85.95,64.74
2018-01-03,86.35,65.28
2018-01-04,87.11,65.61
2018-01-05,88.19,66.3
2018-01-08,88.28,66.55
2018-01-09,88.22,66.38
2018-01-10,87.82,66.15
2018-01-11,88.08,66.42
2018-01-12,89.6,66.81
2018-01-16,88.35,66.55
2018-01-17,90.14,67.55
2018-01-18,90.1,67.67
2018-01-19,90.0,67.8
2018-01-22,91.61,68.46
2018-01-23,91.9,68.76
2018-01-24,91.82,68.23
2018-01-25,92.33,68.11
2018-01-26,94.06,69.19
2018-01-29,93.92,68.56
2018-01-30,92.74,67.94
2018-01-31,95.01,68.45
2018-02-01,94.26,68.51
2018-02-02,91.78,66.48
2018-02-05,88.0,63.7
2018-02-06,91.33,65.53
2018-02-07,89.61,64.69
2018-02-08,85.01,62.01
2018-02-09,88.18,63.53
2018-02-12,89.13,64.67
2018-02-13,89.83,64.83
2018-02-14,90.81,66.02
2018-02-15,92.66,67.28
2018-02-16,92.0,67.18
2018-02-20,92.72,67.24
2018-02-21,91.49,66.81
2018-02-22,91.73,66.89
2018-02-23,94.06,68.29
2018-02-26,95.42,69.36
2018-02-27,94.2,68.66
2018-02-28,93.77,68.17
2018-03-01,92.85,67.04
2018-03-02,93.05,67.68
2018-03-05,93.64,68.37
2018-03-06,93.32,68.52
2018-03-07,93.86,68.9
2018-03-08,94.43,69.2
2018-03-09,96.54,70.51
2018-03-12,96.77,70.73
2018-03-13,94.41,69.92
2018-03-14,93.85,69.86
2018-03-15,94.18,69.9
2018-03-16,94.6,69.61
2018-03-19,92.89,68.23
2018-03-20,93.13,68.2
2018-03-21,92.48,67.79
2018-03-22,89.79,66.04
2018-03-23,87.18,64.28
2018-03-26,93.78,66.72
2018-03-27,89.47,64.58
2018-03-28,89.39,64.15
2018-03-29,91.27,65.42
2018-04-02,88.52,63.86
2018-04-03,89.71,64.49
2018-04-04,92.33,65.39
2018-04-05,92.38,65.66
2018-04-06,90.23,64.05
2018-04-09,90.77,64.55
2018-04-10,92.88,66.14
2018-04-11,91.86,65.75
2018-04-12,93.58,66.54
2018-04-13,93.08,66.32
2018-04-16,94.17,66.83
2018-04-17,96.07,68.07
2018-04-18,96.44,67.89
2018-04-19,96.11,67.14
2018-04-20,95.0,66.21
2018-04-23,95.35,65.97
2018-04-24,93.12,64.82
2018-04-25,92.31,64.83
2018-04-26,94.26,66.01
2018-04-27,95.82,65.89
2018-04-30,93.52,65.46
2018-05-01,95.0,66.28
2018-05-02,93.51,66.21
2018-05-03,94.07,66.36
2018-05-04,95.16,67.62
2018-05-07,96.22,68.09
2018-05-08,95.81,68.24
2018-05-09,96.94,69.08
2018-05-10,97.91,69.98
2018-05-11,97.7,69.88
2018-05-14,98.03,69.87
2018-05-15,97.32,69.21
2018-05-16,97.15,69.52
2018-05-17,96.18,69.16
2018-05-18,96.36,68.87
2018-05-21,97.6,69.47
2018-05-22,97.5,69.37
2018-05-23,98.66,69.88
2018-05-24,98.31,69.8
2018-05-25,98.36,69.75
2018-05-29,98.01,69.37
2018-05-30,98.95,69.88
2018-05-31,98.84,69.9
2018-06-01,100.79,71.09
2018-06-04,101.67,71.66
2018-06-05,102.19,71.91
2018-06-06,102.49,72.38
2018-06-07,100.88,71.8
2018-06-08,101.63,71.68
2018-06-11,101.05,71.76
2018-06-12,101.31,72.11
2018-06-13,100.85,71.74
2018-06-14,101.42,72.25
2018-06-15,100.13,71.72
2018-06-18,100.86,71.8
2018-06-19,100.86,71.43
2018-06-20,101.87,71.58
2018-06-21,101.14,71.03
2018-06-22,100.41,70.8
2018-06-25,98.39,69.33
2018-06-26,99.08,69.61
2018-06-27,97.54,68.66
2018-06-28,98.63,69.5
2018-06-29,98.61,69.47
2018-07-02,100.01,70.09
2018-07-03,99.05,69.26
2018-07-05,99.76,70.24
2018-07-06,101.16,71.06
2018-07-09,101.85,71.6
2018-07-10,102.12,71.77
2018-07-11,101.98,71.49
2018-07-12,104.19,72.62
2018-07-13,105.43,72.54
2018-07-16,104.91,72.37
2018-07-17,105.95,72.91
2018-07-18,105.12,72.79
2018-07-19,104.4,72.53
2018-07-20,106.27,72.55
2018-07-23,107.97,72.92
2018-07-24,107.66,73.32
2018-07-25,110.83,74.24
2018-07-26,109.62,73.1
2018-07-27,107.68,71.85
2018-07-30,105.37,70.73
2018-07-31,106.08,70.92
2018-08-01,106.28,71.56
2018-08-02,107.57,72.46
2018-08-03,108.04,72.72
2018-08-06,108.13,73.11
2018-08-07,108.88,73.39
2018-08-08,109.49,73.59
2018-08-09,109.67,73.62
2018-08-10,109.0,73.03
2018-08-13,108.21,72.93
2018-08-14,109.56,73.38
2018-08-15,107.66,72.72
2018-08-16,107.64,73.04
2018-08-17,107.58,73.15
2018-08-20,106.87,73.04
2018-08-21,105.98,73.16
2018-08-22,107.06,73.38
2018-08-23,107.56,73.54
2018-08-24,108.4,74.28
2018-08-27,109.6,74.96
2018-08-28,110.26,75.09
2018-08-29,112.02,75.77
2018-08-30,111.95,75.54
2018-08-31,112.33,75.6
2018-09-04,111.71,75.31
2018-09-05,108.49,74.37
2018-09-06,108.74,73.83
2018-09-07,108.21,73.58
2018-09-10,109.38,73.81
2018-09-11,111.24,74.44
2018-09-12,111.71,74.13
2018-09-13,112.91,75.0
2018-09-14,113.37,74.94
2018-09-17,112.14,74.0
2018-09-18,113.21,74.47
2018-09-19,111.7,74.28
2018-09-20,113.57,75.16
2018-09-21,114.26,74.61
2018-09-24,114.67,74.98
2018-09-25,114.45,74.89
2018-09-26,113.98,74.61
2018-09-27,114.41,75.05
2018-09-28,114.37,75.33
2018-10-01,115.61,75.69
2018-10-02,115.15,75.7
2018-10-03,115.17,75.93
2018-10-04,112.79,74.56
2018-10-05,112.13,73.62
2018-10-08,110.85,72.79
2018-10-09,112.26,73.05
2018-10-10,106.16,69.51
2018-10-11,105.91,68.63
2018-10-12,109.57,70.83
2018-10-15,107.6,69.67
2018-10-16,111.0,71.77
2018-10-17,110.71,71.44
2018-10-18,108.5,70.04
2018-10-19,108.66,70.01
2018-10-22,109.63,70.59
2018-10-23,108.1,70.32
2018-10-24,102.32,67.17
2018-10-25,108.3,69.48
2018-10-26,106.96,68.09
2018-10-29,103.85,66.94
2018-10-30,103.73,67.69
2018-10-31,106.81,69.3
2018-11-01,105.92,70.11
2018-11-02,106.16,68.74
2018-11-05,107.51,68.67
2018-11-06,107.72,69.1
2018-11-07,111.96,71.13
2018-11-08,111.75,71.07
2018-11-09,109.57,69.84
2018-11-12,106.87,67.38
2018-11-13,106.94,67.46
2018-11-14,104.97,66.65
2018-11-15,107.28,68.32
2018-11-16,108.29,68.21
2018-11-19,104.62,65.61
2018-11-20,101.71,64.2
2018-11-21,103.11,64.67
2018-11-23,103.07,64.08
2018-11-26,106.47,65.53
2018-11-27,107.14,65.66
2018-11-28,111.12,67.96
2018-11-29,110.19,67.3
2018-11-30,110.89,67.94
2018-12-03,112.09,69.44
2018-12-04,108.52,66.81
2018-12-06,109.19,66.96
2018-12-07,104.82,64.6
2018-12-10,107.59,65.49
2018-12-11,108.59,65.57
2018-12-12,109.08,66.08
2018-12-13,109.45,66.19
2018-12-14,106.03,64.57
2018-12-17,102.89,63.2
2018-12-18,103.97,63.7
2018-12-19,103.69,62.44
2018-12-20,101.51,61.32
2018-12-21,98.23,59.2
2018-12-24,94.13,57.62
2018-12-26,100.56,61.1
2018-12-27,101.18,61.54
2018-12-28,100.39,61.4
2018-12-31,101.57,61.98
2019-01-02,101.12,62.02
2019-01-03,97.4,58.89
2019-01-04,101.93,61.5
2019-01-07,102.06,62.05
2019-01-08,102.8,62.57
2019-01-09,104.27,63.38
2019-01-10,103.6,63.66
2019-01-11,102.8,63.54
2019-01-14,102.05,62.95
2019-01-15,105.01,63.9
2019-01-16,105.38,63.96
2019-01-17,106.12,64.37
2019-01-18,107.71,65.35
2019-01-22,105.68,64.25
2019-01-23,106.71,64.47
2019-01-24,106.2,65.01
2019-01-25,107.17,65.93
2019-01-28,105.08,65.05
2019-01-29,102.94,64.35
2019-01-30,106.38,66.35
2019-01-31,104.43,66.28
2019-02-01,102.78,66.67
2019-02-04,105.74,67.74
2019-02-05,107.22,68.31
2019-02-06,106.03,68.54
2019-02-07,105.27,67.6
2019-02-08,105.67,67.99
2019-02-11,105.25,67.96
2019-02-12,106.89,68.86
2019-02-13,106.81,68.95
2019-02-14,106.9,69.07
2019-02-15,108.22,69.62
2019-02-19,108.17,69.64
2019-02-20,107.15,69.72
2019-02-21,109.41,69.75
2019-02-22,110.97,70.64
2019-02-25,111.59,70.98
2019-02-26,112.36,71.13
2019-02-27,112.17,71.06
2019-02-28,112.03,70.86
2019-03-01,112.53,71.34
2019-03-04,112.26,71.07
2019-03-05,111.7,70.86
2019-03-06,111.75,70.49
2019-03-07,110.39,69.82
2019-03-08,110.51,69.81
2019-03-11,112.83,71.31
2019-03-12,113.62,71.73
2019-03-13,114.5,72.2
2019-03-14,114.59,72.35
2019-03-15,115.91,72.99
2019-03-18,117.57,73.3
2019-03-19,117.65,73.45
2019-03-20,117.52,73.25
2019-03-21,120.22,75.09
2019-03-22,117.05,73.32
2019-03-25,117.66,73.0
2019-03-26,117.91,73.4
2019-03-27,116.77,72.98
2019-03-28,116.93,73.28
2019-03-29,117.94,74.0
2019-04-01,119.02,75.01
2019-04-02,119.19,75.27
2019-04-03,119.97,75.88
2019-04-04,119.36,75.56
2019-04-05,119.89,75.92
2019-04-08,119.93,76.21
2019-04-09,119.28,75.85
2019-04-10,120.19,76.38
2019-04-11,120.33,76.28
2019-04-12,120.95,76.81
2019-04-15,121.05,76.78
2019-04-16,120.77,77.17
2019-04-17,121.77,77.6
2019-04-18,123.37,77.82
2019-04-22,123.76,78.0
2019-04-23,125.44,78.85
2019-04-24,125.01,78.88
2019-04-25,129.14999,78.86
2019-04-26,129.89,78.56
2019-04-29,129.77,78.58
2019-04-30,130.60001,78.71
2019-05-01,127.88,78.51
2019-05-02,126.21,78.1
2019-05-03,128.89999,78.84
2019-05-06,128.14999,78.23
2019-05-07,125.52,76.55
2019-05-08,125.51,76.46
2019-05-09,125.5,75.94
2019-05-10,127.13,76.18
2019-05-13,123.35,73.31
2019-05-14,124.73,74.49
2019-05-15,126.02,75.3
2019-05-16,128.92999,75.99
2019-05-17,128.07001,75.38
2019-05-20,126.22,74.07
2019-05-21,126.9,74.98
2019-05-22,127.67,74.59
2019-05-23,126.18,73.28
2019-05-24,126.24,73.3
2019-05-28,126.16,73.09
2019-05-29,124.94,72.66
2019-05-30,125.73,73.11
2019-05-31,123.68,71.89
2019-06-03,119.84,70.63
2019-06-04,123.16,72.99
2019-06-05,125.83,73.94
2019-06-06,127.82,74.8
2019-06-07,131.39999,76.19
2019-06-10,132.60001,76.97
2019-06-11,132.10001,76.97
2019-06-12,131.49001,76.54
2019-06-13,132.32001,76.77
2019-06-14,132.45,76.1
2019-06-17,132.85001,76.16
2019-06-18,135.16,77.54
2019-06-19,135.69,77.82
2019-06-20,136.95,78.96
2019-06-21,136.97,78.31
2019-06-24,137.78,78.46
2019-06-25,133.42999,77.02
2019-06-26,133.92999,77.85
2019-06-27,134.14999,78.05
2019-06-28,133.96001,78.04
2019-07-01,135.67999,79.28
2019-07-02,136.58,79.49
2019-07-03,137.46001,80.1
2019-07-05,137.06,79.95
2019-07-08,136.96001,79.34
2019-07-09,136.46001,79.62
2019-07-10,137.85001,80.25
2019-07-11,138.39999,80.55
2019-07-12,138.89999,81.14
2019-07-15,138.89999,81.41
2019-07-16,137.08,80.65
2019-07-17,136.27,80.44
2019-07-18,136.42,81.04
2019-07-19,136.62,80.69
2019-07-22,138.42999,81.62
2019-07-23,139.28999,82.07
2019-07-24,140.72,82.75
2019-07-25,140.19,82.41
2019-07-26,141.34,82.59
2019-07-29,141.03,82.54
2019-07-30,140.35001,82.01
2019-07-31,136.27,80.77
2019-08-01,138.06,80.36
2019-08-02,136.89999,79.05
2019-08-05,132.21001,75.75
