date,MSFT,XLK
2019-08-06,134.69,77.01
2019-08-07,135.28,77.49
2019-08-08,138.89,79.39
2019-08-09,137.71001,78.49
2019-08-12,135.78999,77.46
2019-08-13,138.60001,79.4
2019-08-14,133.98,76.96
2019-08-15,133.67999,76.82
2019-08-16,136.13,78.28
2019-08-19,138.41,79.47
2019-08-20,137.25999,79.07
2019-08-21,138.78999,80.0
2019-08-22,137.78,79.81
2019-08-23,133.39,77.17
2019-08-26,135.45,78.24
2019-08-27,135.74001,78.12
2019-08-28,135.56,78.19
2019-08-29,138.12,79.55
2019-08-30,137.86,79.53
2019-09-03,136.03999,78.56
2019-09-04,137.63,79.9
2019-09-05,140.05,81.57
2019-09-06,139.10001,81.5
2019-09-09,137.52,80.89
2019-09-10,136.08,80.48
2019-09-11,136.12,81.32
2019-09-12,137.52,81.76
2019-09-13,137.32001,81.16
2019-09-16,136.33,80.96
2019-09-17,137.39,81.29
2019-09-18,138.52,81.28
2019-09-19,141.07001,81.46
2019-09-20,139.44,80.26
2019-09-23,139.14,80.51
2019-09-24,137.38,79.73
2019-09-25,139.36,80.68
2019-09-26,139.53999,80.77
2019-09-27,137.73,79.69
2019-09-30,139.03,80.53
2019-10-01,137.07001,79.78
2019-10-02,134.64999,78.28
2019-10-03,136.28,79.24
2019-10-04,138.12,80.55
2019-10-07,137.12,80.21
2019-10-08,135.67,78.74
2019-10-09,138.24001,79.91
2019-10-10,139.10001,80.46
2019-10-11,139.67999,81.57
2019-10-14,139.55,81.52
2019-10-15,141.575,82.42
2019-10-16,140.41,81.85
2019-10-17,139.69,81.69
2019-10-18,137.41,80.91
2019-10-21,138.42999,81.78
2019-10-22,136.37,80.68
2019-10-23,137.24001,80.75
2019-10-24,139.94,81.93
2019-10-25,140.73,82.92
2019-10-28,144.19,83.97
2019-10-29,142.83,83.21
2019-10-30,144.61,83.72
2019-10-31,143.37,83.67
2019-11-01,143.72,84.67
2019-11-04,144.55,85.11
2019-11-05,144.46001,85.01
2019-11-06,144.06,84.97
2019-11-07,144.25999,85.64
2019-11-08,145.96001,86.12
2019-11-11,146.11,86.16
2019-11-12,147.07001,86.45
2019-11-13,147.31,86.64
2019-11-14,148.06,86.54
2019-11-15,149.97,87.24
2019-11-18,150.34,87.5
2019-11-19,150.39,87.67
2019-11-20,149.62,87.14
2019-11-21,149.48,86.7
2019-11-22,149.59,86.59
2019-11-25,151.23,87.85
2019-11-26,152.03,87.93
2019-11-27,152.32001,88.42
2019-11-29,151.38,88.16
2019-12-02,149.55,86.9
2019-12-03,149.31,86.13
2019-12-04,149.85001,86.48
2019-12-05,149.92999,86.8
2019-12-06,151.75,87.76
2019-12-09,151.36,87.3
2019-12-10,151.13,87.37
2019-12-11,151.7,87.96
2019-12-12,153.24001,88.9
2019-12-13,154.53,89.49
2019-12-16,155.53,90.29
2019-12-17,154.69,90.08
2019-12-18,154.37,90.07
2019-12-19,155.71001,90.72
2019-12-20,157.41,90.95
2019-12-23,157.41,91.21
2019-12-24,157.38,91.24
2019-12-26,158.67,91.92
2019-12-27,158.96001,91.91
2019-12-30,157.59,91.38
2019-12-31,157.7,91.67
2020-01-02,160.62,93.39
2020-01-03,158.62,92.34
2020-01-06,159.03,92.56
2020-01-07,157.58,92.52
2020-01-08,160.09,93.51
2020-01-09,162.09,94.57
2020-01-10,161.34,94.35
2020-01-13,163.28,95.53
2020-01-14,162.13,95.08
2020-01-15,163.17999,95.19
2020-01-16,166.17,96.47
2020-01-17,167.10001,97.12
2020-01-21,166.5,97.08
2020-01-22,165.7,97.43
2020-01-23,166.72,97.89
2020-01-24,165.03999,97.43
2020-01-27,162.28,95.11
2020-01-28,165.46001,96.93
2020-01-29,168.03999,97.18
2020-01-30,172.78,98.02
2020-01-31,170.23,95.33
2020-02-03,174.38,96.59
2020-02-04,180.12,99.12
2020-02-05,179.89999,99.7
2020-02-06,183.63,100.61
2020-02-07,183.89,99.69
2020-02-10,188.7,101.04
2020-02-11,184.44,100.7
2020-02-12,184.71001,101.79
2020-02-13,183.71001,101.52
2020-02-14,185.35001,101.96
2020-02-18,187.23,101.58
2020-02-19,187.28,102.79
2020-02-20,184.42,101.72
2020-02-21,178.59,99.44
2020-02-24,170.89,95.33
2020-02-25,168.07001,92.28
2020-02-26,170.17,92.7
2020-02-27,158.17999,87.7
2020-02-28,162.00999,88.37
2020-03-02,172.78999,93.48
2020-03-03,164.50999,89.93
2020-03-04,170.55,93.79
2020-03-05,166.27,90.83
2020-03-06,161.57001,88.91
2020-03-09,150.62,82.16
2020-03-10,160.92,87.64
2020-03-11,153.63,83.5
2020-03-12,139.06,75.35
2020-03-13,158.83,84.19
2020-03-16,135.42,72.56
2020-03-17,146.57001,77.5
2020-03-18,140.39999,74.58
2020-03-19,142.71001,74.85
2020-03-20,137.35001,71.42
2020-03-23,135.98,70.4
2020-03-24,148.34,77.61
2020-03-25,146.92,77.51
2020-03-26,156.11,82.31
2020-03-27,149.7,78.59
2020-03-30,160.23,81.9
2020-03-31,157.71001,80.37
2020-04-01,152.11,76.54
2020-04-02,155.25999,78.33
2020-04-03,153.83,77.12
2020-04-06,165.27,83.7
2020-04-07,163.49001,82.95
2020-04-08,165.13,85.18
2020-04-09,165.14,85.2
2020-04-13,165.50999,85.39
2020-04-14,173.7,88.97
2020-04-15,171.88,87.03
2020-04-16,177.03999,88.09
2020-04-17,178.60001,89.26
2020-04-20,175.06,87.83
2020-04-21,167.82001,84.15
2020-04-22,173.52,87.39
2020-04-23,171.42,86.79
2020-04-24,174.55,88.63
2020-04-27,174.05,89.39
2020-04-28,169.81,88.2
2020-04-29,177.42999,91.82
2020-04-30,179.21001,91.41
2020-05-01,174.57001,88.9
2020-05-04,178.84,90.08
2020-05-05,180.75999,91.32
2020-05-06,182.53999,92.03
2020-05-07,183.60001,93.41
2020-05-08,184.67999,94.78
2020-05-11,186.74001,95.41
2020-05-12,182.50999,93.44
2020-05-13,179.75,91.83
2020-05-14,180.53,93.0
2020-05-15,183.16,93.47
2020-05-18,184.91,95.76
2020-05-19,183.63,95.41
2020-05-20,185.66,97.5
2020-05-21,183.42999,96.14
2020-05-22,183.50999,96.49
2020-05-26,181.57001,96.39
2020-05-27,181.81,96.94
2020-05-28,181.39999,96.75
2020-05-29,183.25,97.97
2020-06-01,182.83,97.94
2020-06-02,184.91,98.86
2020-06-03,185.36,99.63
2020-06-04,182.92,98.81
2020-06-05,187.2,101.41
2020-06-08,188.36,101.92
2020-06-09,189.8,102.4
2020-06-10,196.84,104.11
2020-06-11,186.27,98.14
2020-06-12,187.74001,99.41
2020-06-15,188.94,100.37
2020-06-16,193.57001,102.51
2020-06-17,194.24001,102.49
2020-06-18,196.32001,102.95
2020-06-19,195.14999,102.24
2020-06-22,200.57001,103.88
2020-06-23,201.91,104.63
2020-06-24,197.84,102.27
2020-06-25,200.34,103.58
2020-06-26,196.33,101.54
2020-06-29,198.44,102.65
2020-06-30,203.50999,104.49
2020-07-01,204.7,104.66
2020-07-02,206.25999,105.27
2020-07-06,210.7,107.11
2020-07-07,208.25,105.99
2020-07-08,212.83,107.72
2020-07-09,214.32001,108.11
2020-07-10,213.67,108.08
2020-07-13,207.07001,105.84
2020-07-14,208.35001,107.06
2020-07-15,208.03999,107.64
2020-07-16,203.92,106.31
2020-07-17,202.88,106.83
2020-07-20,211.60001,109.56
2020-07-21,208.75,108.46
2020-07-22,211.75,109.33
2020-07-23,202.53999,106.49
2020-07-24,201.3,105.2
2020-07-27,203.85001,106.86
2020-07-28,202.02,105.61
2020-07-29,204.06,107.14
2020-07-30,203.89999,107.74
2020-07-31,205.00999,110.43
2020-08-03,216.53999,113.15
2020-08-04,213.28999,113.44
2020-08-05,212.94,113.86
2020-08-06,216.35001,115.46
2020-08-07,212.48,113.74
2020-08-10,208.25,113.42
2020-08-11,203.38,111.38
2020-08-12,209.19,113.91
2020-08-13,208.7,113.96
2020-08-14,208.89999,113.88
2020-08-17,210.28,114.64
2020-08-18,211.49001,115.07
2020-08-19,209.7,114.93
2020-08-20,214.58,116.46
2020-08-21,213.02,117.94
2020-08-24,213.69,118.96
2020-08-25,216.47,119.56
2020-08-26,221.14999,121.99
2020-08-27,226.58,122.09
2020-08-28,228.91,123.16
2020-08-31,225.53,123.55
2020-09-01,227.27,125.91
2020-09-02,231.64999,127.03
2020-09-03,217.3,119.79
2020-09-04,214.25,118.12
2020-09-08,202.66,112.78
2020-09-09,211.28999,116.46
2020-09-10,205.37,113.83
2020-09-11,204.03,112.96
2020-09-14,205.41,115.33
2020-09-15,208.78,116.47
2020-09-16,205.05,114.67
2020-09-17,202.91,113.72
2020-09-18,200.39,111.76
2020-09-21,202.53999,112.44
2020-09-22,207.42,114.22
2020-09-23,200.59,110.66
2020-09-24,203.19,111.28
2020-09-25,207.82001,113.94
2020-09-28,209.44,116.12
2020-09-29,207.25999,115.73
2020-09-30,210.33,116.7
2020-10-01,212.46001,117.93
2020-10-02,206.19,114.94
2020-10-05,210.38,117.46
2020-10-06,205.91,115.64
2020-10-07,209.83,117.76
2020-10-08,210.58,118.37
2020-10-09,215.81,120.18
2020-10-12,221.39999,123.46
2020-10-13,222.86,122.67
2020-10-14,220.86,122.02
2020-10-15,219.66,121.47
2020-10-16,219.66,121.12
2020-10-19,214.22,118.9
2020-10-20,214.64999,119.31
2020-10-21,214.8,119.13
2020-10-22,214.89,118.57
2020-10-23,216.23,118.44
2020-10-26,210.08,115.87
2020-10-27,213.25,116.45
2020-10-28,202.67999,111.51
2020-10-29,204.72,113.37
2020-10-30,202.47,110.86
2020-11-02,202.33,111.14
2020-11-03,206.42999,113.1
2020-11-04,216.39,117.5
2020-11-05,223.28999,121.15
2020-11-06,223.72,121.58
2020-11-09,218.39,120.7
2020-11-10,211.00999,118.45
2020-11-11,216.55,121.26
2020-11-12,215.44,120.18
2020-11-13,216.50999,121.2
2020-11-16,217.23,122.37
2020-11-17,214.46001,121.69
2020-11-18,211.08,120.39
2020-11-19,212.42,121.36
2020-11-20,210.39,120.11
2020-11-23,210.11,120.08
2020-11-24,213.86,121.75
2020-11-25,213.87,122.01
2020-11-27,215.23,122.66
2020-11-30,214.07001,123.48
2020-12-01,216.21001,125.06
2020-12-02,215.37,124.87
2020-12-03,214.24001,124.79
2020-12-04,214.36,126.04
2020-12-07,214.28999,126.4
2020-12-08,216.00999,126.81
2020-12-09,211.8,124.38
2020-12-10,210.52,124.56
2020-12-11,213.25999,124.3
2020-12-14,214.2,124.75
2020-12-15,214.13,126.83
2020-12-16,219.28,127.69
2020-12-17,219.42,128.7
2020-12-18,218.59,128.25
2020-12-21,222.59,128.08
2020-12-22,223.94,129.19
2020-12-23,221.02,128.21001
2020-12-24,222.75,129.06
2020-12-28,224.96001,130.52
2020-12-29,224.14999,129.89999
2020-12-30,221.67999,129.83
2020-12-31,222.42,130.02
2021-01-04,217.69,127.9
2021-01-05,217.89999,128.73
2021-01-06,212.25,126.51
2021-01-07,218.28999,129.92
2021-01-08,219.62,130.75999
2021-01-11,217.49001,129.67999
2021-01-12,214.92999,129.06
2021-01-13,216.34,129.88
2021-01-14,213.02,128.74001
2021-01-15,212.64999,127.42
2021-01-19,216.44,129.08
2021-01-20,224.34,131.64
2021-01-21,224.97,133.34
2021-01-22,225.95,132.83
2021-01-25,229.53,133.94
2021-01-26,232.33,134.03
2021-01-27,232.89999,131.5
2021-01-28,238.92999,132.03999
2021-01-29,231.96001,128.92999
2021-02-01,239.64999,132.16
2021-02-02,239.50999,133.95
2021-02-03,243.0,133.49001
2021-02-04,242.00999,135.62
2021-02-05,242.2,135.32001
2021-02-08,242.47,136.74001
2021-02-09,243.77,136.58
2021-02-10,242.82001,136.38
2021-02-11,244.49001,137.88
2021-02-12,244.99001,138.59
2021-02-16,243.7,138.14
2021-02-17,244.2,136.92
2021-02-18,243.78999,136.25
2021-02-19,240.97,136.05
2021-02-22,234.50999,133.05
2021-02-23,233.27,132.67999
2021-02-24,234.55,134.71001
2021-02-25,228.99001,130.0
2021-02-26,232.38,130.69
2021-03-01,236.94,134.89999
2021-03-02,233.87,132.75999
2021-03-03,227.56,129.42
2021-03-04,226.73,126.56
2021-03-05,231.60001,128.95
2021-03-08,227.39,125.83
2021-03-09,233.78,130.11
2021-03-10,232.42,129.59
2021-03-11,237.13,132.36
2021-03-12,235.75,131.41
2021-03-15,234.81,132.81
2021-03-16,237.71001,133.81
2021-03-17,237.03999,133.7
2021-03-18,230.72,129.99001
2021-03-19,230.35001,129.60001
2021-03-22,235.99001,131.87
2021-03-23,237.58,131.05
2021-03-24,235.46001,129.46001
2021-03-25,232.34,129.38
2021-03-26,236.48,132.67
2021-03-29,235.24001,131.98
2021-03-30,231.85001,130.73
2021-03-31,235.77,132.81
2021-04-01,242.35001,135.48
2021-04-05,249.07001,138.28
2021-04-06,247.86,137.69
2021-04-07,249.89999,138.42
2021-04-08,253.25,140.42
2021-04-09,255.85001,141.77
2021-04-12,255.91,141.09
2021-04-13,258.48999,142.42
2021-04-14,255.59,140.91
2021-04-15,259.5,143.33
2021-04-16,260.73999,143.3
2021-04-19,258.73999,142.11
2021-04-20,258.26001,140.85001
2021-04-21,260.57999,142.27
2021-04-22,257.17001,140.60001
2021-04-23,261.14999,142.7
2021-04-26,261.54999,143.42999
2021-04-27,261.97,143.08
2021-04-28,254.56,141.75
2021-04-29,252.50999,141.63
2021-04-30,252.17999,139.7
2021-05-03,251.86,139.31
2021-05-04,247.78999,136.81
2021-05-05,246.47,136.48
2021-05-06,249.73,137.85001
2021-05-07,252.46001,139.03
2021-05-10,247.17999,135.52
2021-05-11,246.23,135.11
2021-05-12,239.0,131.31
2021-05-13,243.03,133.05
2021-05-14,248.14999,135.98
2021-05-17,245.17999,134.98
2021-05-18,243.08,133.89999
2021-05-19,243.12,134.37
2021-05-20,246.48,136.94
2021-05-21,245.17,136.19
2021-05-24,250.78,138.61
2021-05-25,251.72,138.64999
2021-05-26,251.49001,138.64
2021-05-27,249.31,137.91
2021-05-28,249.67999,138.39999
2021-06-01,247.39999,137.72
2021-06-02,247.3,138.67
2021-06-03,245.71001,137.38
2021-06-04,250.78999,140.02
2021-06-07,253.81,139.99001
2021-06-08,252.57001,140.0
2021-06-09,253.59,140.10001
2021-06-10,257.23999,141.13
2021-06-11,257.89001,141.97
2021-06-14,259.89001,143.41
2021-06-15,258.35999,142.53
2021-06-16,257.38,141.75999
2021-06-17,260.89999,143.39999
2021-06-18,259.42999,142.09
2021-06-21,262.63,143.35001
2021-06-22,265.51001,144.64999
2021-06-23,265.27499,144.49001
2021-06-24,266.69,145.39999
2021-06-25,265.01999,145.23
2021-06-28,268.72,146.75
2021-06-29,271.39999,147.82001
2021-06-30,270.89999,147.66
2021-07-01,271.60001,147.91
2021-07-02,277.64999,149.86
2021-07-06,277.66,150.42999
2021-07-07,279.92999,151.25
2021-07-08,277.42001,149.82001
2021-07-09,277.94,151.2
2021-07-12,277.32001,151.32001
2021-07-13,280.98001,151.94
2021-07-14,282.51001,153.06
2021-07-15,281.03,151.8
2021-07-16,280.75,150.3
2021-07-19,277.01001,148.23
2021-07-20,279.32001,150.42999
2021-07-21,281.39999,151.88
2021-07-22,286.14001,153.0
2021-07-23,289.67001,154.52
2021-07-26,289.04999,154.44
2021-07-27,286.54001,152.98
2021-07-28,286.22,152.78999
2021-07-29,286.5,153.5
2021-07-30,284.91,153.39999
2021-08-02,284.82001,152.85001
2021-08-03,287.12,153.83
2021-08-04,286.51001,154.14
2021-08-05,289.51999,154.99001
2021-08-06,289.45999,154.86
2021-08-09,288.32999,154.36
2021-08-10,286.44,153.25
2021-08-11,286.95001,153.27
2021-08-12,289.81,154.14999
2021-08-13,292.85001,154.99001
2021-08-16,294.60001,155.69
2021-08-17,293.07999,154.39999
2021-08-18,290.73001,152.27
2021-08-19,296.76999,153.75999
2021-08-20,304.35999,155.74001
2021-08-23,304.64999,157.75
2021-08-24,302.62,157.57001
2021-08-25,302.01001,157.48
2021-08-26,299.09,156.49001
2021-08-27,299.72,158.0
2021-08-30,303.59,159.7
2021-08-31,301.88,158.86
2021-09-01,301.82999,158.89999
2021-09-02,301.14999,158.73
2021-09-03,301.14001,159.36
2021-09-07,300.17999,159.39999
2021-09-08,300.20999,158.78999
2021-09-09,297.25,158.19
2021-09-10,295.70999,156.63
2021-09-13,296.98999,156.67999
2021-09-14,299.79001,156.48
2021-09-15,304.82001,157.85001
2021-09-16,305.22,157.94
2021-09-17,299.87,155.48
2021-09-20,294.29999,152.38
2021-09-21,294.79999,152.44
2021-09-22,298.57999,154.53
2021-09-23,299.56,156.60001
2021-09-24,299.35001,156.71001
2021-09-27,294.17001,155.19
2021-09-28,283.51999,150.59
2021-09-29,284.0,150.39999
2021-09-30,281.92001,149.32001
2021-10-01,289.10001,151.57001
2021-10-04,283.10999,148.06
2021-10-05,288.76001,150.17
2021-10-06,293.10999,151.14999
2021-10-07,294.85001,152.53
2021-10-08,294.85001,151.96001
2021-10-11,294.23001,151.12
2021-10-12,292.88,150.34
2021-10-13,296.31,151.25999
2021-10-14,302.75,154.67
2021-10-15,304.20999,155.91
2021-10-18,307.29001,157.23
2021-10-19,308.23001,158.78999
2021-10-20,307.41,158.35001
2021-10-21,310.76001,158.96001
2021-10-22,309.16,158.41
2021-10-25,308.13,158.92999
2021-10-26,310.10999,159.38
2021-10-27,323.17001,159.24001
2021-10-28,324.35001,160.84
2021-10-29,331.62,161.53
2021-11-01,329.37,161.28999
2021-11-02,333.13,162.71001
2021-11-03,334.0,163.66
2021-11-04,336.44,166.22
2021-11-05,336.06,167.08
2021-11-08,336.98999,167.98
2021-11-09,335.95001,167.28999
2021-11-10,330.79999,164.53
2021-11-11,332.42999,165.3
2021-11-12,336.72,167.31
2021-11-15,336.07001,167.14
2021-11-16,339.51001,168.89999
2021-11-17,339.12,168.39
2021-11-18,341.26999,170.07001
2021-11-19,343.10999,171.31
2021-11-22,339.82999,169.39999
2021-11-23,337.67999,169.00999
2021-11-24,337.91,170.24001
2021-11-26,329.67999,165.99001
2021-11-29,336.63,170.14
2021-11-30,330.59,168.72
2021-12-01,330.07999,166.41
2021-12-02,329.48999,167.94
2021-12-03,323.01001,165.13
2021-12-06,326.19,166.7
2021-12-07,334.92001,172.52
2021-12-08,334.97,173.31
2021-12-09,333.10001,171.44
2021-12-10,342.54001,174.88
2021-12-13,339.39999,172.28
2021-12-14,328.34,169.45
2021-12-15,334.64999,173.94
2021-12-16,324.89999,169.00999
2021-12-17,323.79999,167.88
2021-12-20,319.91,165.57001
2021-12-21,327.29001,169.75999
2021-12-22,333.20001,171.98
2021-12-23,334.69,172.94
2021-12-27,342.45001,176.64999
2021-12-28,341.25,175.73
2021-12-29,341.95001,175.88
2021-12-30,339.32001,174.72
2021-12-31,336.32001,173.87
2022-01-03,334.75,175.52
2022-01-04,329.01001,173.66
2022-01-05,316.38,168.32001
2022-01-06,313.88,167.47
2022-01-07,314.04001,165.92999
2022-01-10,314.26999,165.96001
2022-01-11,314.98001,167.95
2022-01-12,318.26999,168.74001
2022-01-13,304.79999,164.37
2022-01-14,310.20001,165.75999
2022-01-18,302.64999,161.78
2022-01-19,303.32999,159.52
2022-01-20,301.60001,157.46001
2022-01-21,296.03,154.33
2022-01-24,296.37,155.13
2022-01-25,288.48999,151.53999
2022-01-26,296.70999,152.42999
2022-01-27,299.84,151.38
2022-01-28,308.26001,158.0
2022-01-31,310.98001,161.97
2022-02-01,308.76001,162.39
2022-02-02,313.45999,163.71001
2022-02-03,301.25,158.96001
2022-02-04,305.94,159.60001
2022-02-07,300.95001,158.53999
2022-02-08,304.56,160.5
2022-02-09,311.20999,164.06
2022-02-10,302.38,159.77
2022-02-11,295.04001,154.89
2022-02-14,295.0,154.84
2022-02-15,300.47,158.91
2022-02-16,299.5,158.75
2022-02-17,290.73001,154.0
2022-02-18,287.92999,152.44
2022-02-22,287.72,151.03
2022-02-23,280.26999,147.25
2022-02-24,294.59,152.28
2022-02-25,297.31,154.35001
2022-02-28,298.79001,154.07001
2022-03-01,294.95001,150.99001
2022-03-02,300.19,154.25999
2022-03-03,295.92001,152.42
2022-03-04,289.85999,149.75
2022-03-07,278.91,144.27
2022-03-08,275.85001,143.57001
2022-03-09,288.5,149.25
2022-03-10,285.59,146.64
2022-03-11,280.07001,144.06
2022-03-14,276.44,141.39
2022-03-15,287.14999,146.14
2022-03-16,294.39001,150.89
2022-03-17,295.22,151.96001
2022-03-18,300.42999,155.07001
2022-03-21,299.16,154.49001
2022-03-22,304.06,156.71001
2022-03-23,299.48999,154.3
2022-03-24,304.10001,158.31
2022-03-25,303.67999,158.22
2022-03-28,310.70001,160.10001
2022-03-29,315.41,163.5
2022-03-30,313.85999,161.32001
2022-03-31,308.31,158.92999
2022-04-01,309.42001,158.46001
2022-04-04,314.97,161.47
2022-04-05,310.88,158.07001
2022-04-06,299.5,154.33
2022-04-07,301.37,154.57001
2022-04-08,296.97,152.41
2022-04-11,285.26001,148.57001
2022-04-12,282.06,147.91
2022-04-13,287.62,150.28999
2022-04-14,279.82999,146.64
2022-04-18,280.51999,147.12
2022-04-19,285.29999,149.88
2022-04-20,286.35999,149.74001
2022-04-21,280.81,147.2
2022-04-22,274.03,143.08
2022-04-25,280.72,145.23
2022-04-26,270.22,139.82001
2022-04-27,283.22,141.89
2022-04-28,289.63,147.57001
2022-04-29,277.51999,141.42
2022-05-02,284.47,143.57001
2022-05-03,281.78,143.82001
2022-05-04,289.98001,148.87
2022-05-05,277.35001,141.71001
2022-05-06,274.73001,140.57001
2022-05-09,264.57999,135.13
2022-05-10,269.5,137.19
2022-05-11,260.54999,132.86
2022-05-12,255.35001,131.49001
2022-05-13,261.12,135.86
2022-05-16,261.5,134.66
2022-05-17,266.82001,138.56
2022-05-18,254.08,132.22
2022-05-19,253.14,130.77
2022-05-20,252.56,131.06
2022-05-23,260.64999,134.07001
2022-05-24,259.62,132.08
2022-05-25,262.51999,133.62
2022-05-26,265.89999,136.83
2022-05-27,273.23999,141.46001
2022-05-31,271.87,140.45
2022-06-01,272.42001,140.03
2022-06-02,274.57999,143.42
2022-06-03,270.01999,139.99001
2022-06-06,268.75,140.0
2022-06-07,272.5,141.67
2022-06-08,270.41,140.07001
2022-06-09,264.79001,136.33
2022-06-10,252.99001,131.09
2022-06-13,242.25999,125.28
2022-06-14,244.49001,126.07
2022-06-15,251.75999,128.73
2022-06-16,244.97,123.49
2022-06-17,247.64999,124.62
2022-06-21,253.74001,127.46
2022-06-22,253.13,126.92
2022-06-23,258.85999,128.82001
2022-06-24,267.70001,133.45
2022-06-27,264.89001,132.55
2022-06-28,256.48001,128.58
2022-06-29,260.26001,128.84
2022-06-30,256.82999,127.12
2022-07-01,259.57999,127.41
2022-07-05,262.85001,129.00999
2022-07-06,266.20999,130.12
2022-07-07,268.39999,132.81
2022-07-08,267.66,132.87
2022-07-11,264.51001,131.03999
2022-07-12,253.67,129.25
2022-07-13,252.72,128.91
2022-07-14,254.08,130.09
2022-07-15,256.72,132.38
2022-07-18,254.25,131.10001
2022-07-19,259.53,135.10001
2022-07-20,262.26999,137.21001
2022-07-21,264.84,139.14
2022-07-22,260.35999,137.22
2022-07-25,258.82999,136.35001
2022-07-26,251.89999,134.14
2022-07-27,268.73999,139.91
2022-07-28,276.41,142.03999
2022-07-29,280.73999,144.22
2022-08-01,278.01001,143.91
2022-08-02,274.82001,142.89
2022-08-03,282.47,146.69
2022-08-04,283.64999,147.36
2022-08-05,282.91,147.02
2022-08-08,280.32001,145.77
2022-08-09,282.29999,144.31
2022-08-10,289.16,148.25
2022-08-11,287.01999,147.67
2022-08-12,291.91,150.61
2022-08-15,293.47,151.56
2022-08-16,292.70999,151.14999
2022-08-17,291.32001,150.07001
2022-08-18,290.17001,150.85001
2022-08-19,286.14999,148.11
2022-08-22,277.75,143.98
2022-08-23,276.44,143.60001
2022-08-24,275.79001,143.69
2022-08-25,278.85001,146.12
2022-08-26,268.09,139.88
2022-08-29,265.23001,138.03
2022-08-30,262.97,136.59
2022-08-31,261.47,135.25999
2022-09-01,260.39999,134.60001
2022-09-02,256.06,132.85001
2022-09-06,253.25,131.97
2022-09-07,258.09,134.08
2022-09-08,258.51999,134.53999
2022-09-09,264.45999,137.2
2022-09-12,266.64999,139.39999
2022-09-13,251.99001,132.0
2022-09-14,252.22,132.48
2022-09-15,245.38,129.42999
2022-09-16,244.74001,128.71001
2022-09-19,244.52,129.44
2022-09-20,242.45,128.67999
2022-09-21,238.95,126.67
2022-09-22,240.98,125.38
2022-09-23,237.92,123.74
2022-09-26,237.45,122.88
2022-09-27,236.41,123.04
2022-09-28,241.07001,124.34
2022-09-29,237.5,121.1
2022-09-30,232.89999,118.78
2022-10-03,240.74001,122.46
2022-10-04,248.88,126.57
2022-10-05,249.2,126.99
2022-10-06,246.78999,125.95
2022-10-07,234.24001,120.77
2022-10-10,229.25,118.74
2022-10-11,225.41,116.92
2022-10-12,225.75,116.56
2022-10-13,234.24001,120.18
2022-10-14,228.56,116.8
2022-10-17,237.53,120.36
2022-10-18,238.5,121.38
2022-10-19,236.48,121.03
2022-10-20,236.14999,121.1
2022-10-21,242.12,124.34
2022-10-24,247.25,126.06
2022-10-25,250.66,128.47
2022-10-26,231.32001,125.61
2022-10-27,226.75,124.18
2022-10-28,235.87,129.58
2022-10-31,232.13,127.87
2022-11-01,228.17,126.8
2022-11-02,220.10001,122.42
2022-11-03,214.25,118.82
2022-11-04,221.39,120.99
2022-11-07,227.87,123.01
2022-11-08,228.87,124.19
2022-11-09,224.50999,120.96
2022-11-10,242.98,130.89999
2022-11-11,247.11,133.14
2022-11-14,241.55,132.0
2022-11-15,241.97,133.60001
2022-11-16,241.73,131.77
2022-11-17,241.67999,131.94
2022-11-18,241.22,132.09
2022-11-21,242.05,130.67
2022-11-22,245.03,133.2
2022-11-23,247.58,134.38
2022-11-25,247.49001,133.60001
2022-11-28,241.75999,130.74001
2022-11-29,240.33,129.46001
2022-11-30,255.14,135.96001
2022-12-01,254.69,136.14999
2022-12-02,255.02,135.36
2022-12-05,250.2,133.11
2022-12-06,245.12,130.25999
2022-12-07,244.37,129.60001
2022-12-08,247.39999,131.72
2022-12-09,245.42,130.91
2022-12-12,252.50999,133.77
2022-12-13,256.92001,135.35001
2022-12-14,257.22,134.21001
2022-12-15,249.00999,129.19
2022-12-16,244.69,127.48
2022-12-19,240.45,125.42
2022-12-20,241.8,125.61
2022-12-21,244.42999,127.69
2022-12-22,238.19,124.47
2022-12-23,238.73,124.6
2022-12-27,236.96001,123.42
2022-12-28,234.53,121.43
2022-12-29,241.00999,124.61
2022-12-30,239.82001,124.44
2023-01-03,239.58,123.26
2023-01-04,229.10001,123.58
2023-01-05,222.31,121.18
2023-01-06,224.92999,124.73
2023-01-09,227.12,126.18
2023-01-10,228.85001,126.96
2023-01-11,235.77,129.16
2023-01-12,238.50999,130.12
2023-01-13,239.23,130.49001
2023-01-17,240.35001,131.08
2023-01-18,235.81,129.39
2023-01-19,231.92999,127.88
2023-01-20,240.22,131.34
2023-01-23,242.58,134.33
2023-01-24,242.03999,134.27
2023-01-25,240.61,133.99001
2023-01-26,248.0,136.13
2023-01-27,248.16,136.7
2023-01-30,242.71001,134.09
2023-01-31,247.81,135.96001
2023-02-01,252.75,139.16
2023-02-02,264.60001,142.96001
2023-02-03,258.35001,141.77
2023-02-06,256.76999,140.03999
2023-02-07,267.56,143.53999
2023-02-08,266.73001,141.81
2023-02-09,263.62,141.03
2023-02-10,263.10001,140.38
2023-02-13,271.32001,142.81
2023-02-14,272.17001,143.42
2023-02-15,269.32001,144.09
2023-02-16,262.14999,141.59
2023-02-17,258.06,139.82001
2023-02-21,252.67,136.5
2023-02-22,251.50999,136.3
2023-02-23,254.77,138.56
