date,URBN,XRT,beta,value,price
2012-06-20,28.46,58.92,0.47198199293675286,0.6508209761665213,30.65082097616652
2012-06-21,27.685,57.56,0.4722104902655788,0.504564180313281,30.50456418031328
2012-06-22,27.55,57.83,0.4722929776280752,0.2372971037684124,30.237297103768412
2012-06-25,26.895,56.86,0.47235757070571305,0.03674852967315445,30.036748529673154
2012-06-26,27.11,57.43,0.472362415576848,-0.017773526578380938,29.98222647342162
2012-06-27,26.75,57.15,0.4723061302992944,-0.24229534660467422,29.757704653395326
2012-06-28,26.39,57.12,0.472134882276817,-0.5783444756517859,29.421655524348214
2012-06-29,27.59,59.09,0.4716813870162545,-0.2816531587904798,29.71834684120952
2012-07-02,27.56,59.49,0.4712350060318706,-0.47377050883598315,29.526229491164017
2012-07-03,27.63,59.89,0.47072256081019,-0.5615741669222807,29.43842583307772
2012-07-05,28.03,60.52,0.4702628382259099,-0.4303069694320669,29.569693030567933
2012-07-06,27.41,60.01,0.46989497864669133,-0.7883976685879439,29.211602331412056
2012-07-09,27.52,59.72,0.46946814702116385,-0.5166377401039064,29.483362259896094
2012-07-10,27.93,59.62,0.4691560128395425,-0.04108148549352464,29.958918514506475
2012-07-11,27.86,59.03,0.4689786214470786,0.17619197597894853,30.17619197597895
2012-07-12,28.39,58.32,0.4689505410417778,1.04080444644352,31.04080444644352
2012-07-13,29.18,59.22,0.4691903995229624,1.3945445402501697,31.39454454025017
2012-07-16,29.49,58.87,0.46945844227962047,1.852981502998741,31.85298150299874
2012-07-17,30.59,58.99,0.4698176969219967,2.875454058571414,32.875454058571414
2012-07-18,31.07,59.56,0.47053939934385464,3.0446733750800163,33.044673375080016
2012-07-19,31.56,59.84,0.4714669734774098,3.3474163071117964,33.3474163071118
2012-07-20,31.01,59.05,0.47245488989246165,3.1115387518501443,33.11153875185015
2012-07-23,30.3,58.34,0.47341132872803493,2.6811830820064415,32.68118308200644
2012-07-24,29.96,57.81,0.4742055453960344,2.546177420655251,32.546177420655255
2012-07-25,30.09,57.46,0.4750339351257689,2.7945500876733185,32.794550087673315
2012-07-26,30.495,58.16,0.4759183927135759,2.8155862797784295,32.81558627977843
2012-07-27,30.97,59.6,0.47683034586479556,2.550911386458182,32.55091138645818
2012-07-30,30.95,59.49,0.47746623494896584,2.5455336828860204,32.54553368288602
2012-07-31,30.55,59.11,0.4783497417886616,2.2747467628722156,32.27474676287221
2012-08-01,30.42,58.44,0.4792072922670958,2.4151258399109246,32.41512583991093
2012-08-02,29.69,58.03,0.4801068956103946,1.8293968477288018,31.829396847728802
2012-08-03,30.16,59.39,0.4809140485873903,1.59851465439489,31.59851465439489
2012-08-06,30.4,59.74,0.4816545234073448,1.6259587716452195,31.62595877164522
2012-08-07,30.96,60.54,0.48251091900013554,1.7487889637317942,31.748788963731794
2012-08-08,30.91,60.56,0.4834518308312269,1.6321571248608997,31.6321571248609
2012-08-09,30.87,60.39,0.48439251347195444,1.6175361114286702,31.61753611142867
2012-08-10,30.66,60.1,0.48544435389140195,1.4847943311267429,31.484794331126743
2012-08-13,30.49,59.96,0.48654678407225627,1.316654827027513,31.316654827027513
2012-08-14,30.32,60.08,0.4875294819976769,1.0292287215795746,31.029228721579575
2012-08-15,31.24,60.34,0.4884513948211747,1.7668428364903157,31.766842836490316
2012-08-16,30.98,61.05,0.4896250544775638,1.0883904241447304,31.08839042414473
2012-08-17,31.4,61.46,0.49008341534849575,1.2794732926814483,31.27947329268145
2012-08-20,31.28,61.09,0.49068115708631116,1.3042881135972522,31.304288113597252
2012-08-21,36.98,61.15,0.49134022533266997,6.9345452209072285,36.934545220907225
2012-08-22,37.19,61.27,0.4935987636542335,6.9472037509051106,36.94720375090511
2012-08-23,36.834,60.48,0.49588691641036964,6.842759295500848,36.84275929550085
2012-08-24,36.94,60.69,0.4981373158969532,6.708046298213908,36.70804629821391
2012-08-27,36.92,60.73,0.5004035783491172,6.530490686858116,36.530490686858116
2012-08-28,37.02,61.02,0.5027315753024779,6.3433192750427985,36.3433192750428
2012-08-29,37.77,61.4,0.5050776217585203,6.758234024026855,36.758234024026855
2012-08-30,37.85,61.22,0.5076377295177149,6.772418198925497,36.77241819892549
2012-08-31,37.54,61.22,0.5101897832379118,6.306181470175041,36.30618147017504
2012-09-04,38.1,61.71,0.5125757111655229,6.468952863975581,36.46895286397558
2012-09-05,38.25,61.84,0.5150802308342783,6.397438525208226,36.39743852520823
2012-09-06,39.03,63.37,0.5175602238074304,6.232208617323138,36.23220861732314
2012-09-07,38.73,63.52,0.5200432495507489,5.696852788536425,35.696852788536425
2012-09-10,39.48,63.44,0.5225285251981365,6.330790361430218,36.33079036143022
2012-09-11,38.9,63.2,0.5253161464186538,5.700019546341082,35.70001954634108
2012-09-12,39.24,63.79,0.52778780542035,5.572415892235874,35.572415892235874
2012-09-13,39.5,64.6,0.5302543160550663,5.245571182842717,35.24557118284272
2012-09-14,39.71,65.13,0.5326210664575302,5.020389941621062,35.02038994162106
2012-09-17,39.82,64.76,0.5349219219965737,5.178456331501884,35.178456331501884
2012-09-18,39.35,64.03,0.5372820751290904,4.947828729484343,34.94782872948434
2012-09-19,39.09,64.66,0.5396630920817146,4.195384465996341,34.19538446599634
2012-09-20,38.87,64.48,0.5418805711649788,3.929540771282163,33.92954077128216
2012-09-21,38.75,64.02,0.5440753169885492,3.9182982063930822,33.91829820639308
2012-09-24,38.43,63.555,0.5463315142593632,3.707900611246174,33.707900611246174
2012-09-25,37.94,62.6632,0.5486323798795314,3.5609394531329457,33.560939453132946
2012-09-26,37.51,62.47,0.5509183839871648,3.09412855232182,33.09412855232182
2012-09-27,37.455,63.04,0.5531782704393027,2.5826418315063577,32.58264183150636
2012-09-28,37.56,62.75,0.5553836771122945,2.709674261203517,32.70967426120352
2012-10-01,37.33,62.56,0.5576564004041488,2.443015590716449,32.44301559071645
2012-10-02,36.86,62.21,0.5599632626563308,2.0246854301496597,32.02468543014966
2012-10-03,37.0,62.57,0.5621034992252324,1.8291840534772064,31.829184053477206
2012-10-04,37.57,63.55,0.5640965068469362,1.7216669898772068,31.721666989877207
2012-10-05,37.73,63.68,0.5660097835312806,1.6864969847280449,31.686496984728045
2012-10-08,37.3,64.03,0.5676798008579154,0.9514623510676756,30.951462351067676
2012-10-09,36.7,62.92,0.5691108296655331,0.891546597444659,30.89154659744466
2012-10-10,36.85,62.67,0.5704003984431543,1.1030070295675216,31.10300702956752
2012-10-11,36.97,62.61,0.571498747934903,1.1884633917957217,31.18846339179572
2012-10-12,36.61,62.23,0.5726027671601561,0.976929799623484,30.976929799623484
2012-10-15,37.48,62.57,0.5735799442746866,1.5911028867328554,31.591102886732855
2012-10-16,38.24,63.04,0.5747559241828953,2.0073865395102786,32.00738653951028
2012-10-17,37.99,63.18,0.576132724598869,1.5899344598434624,31.589934459843462
2012-10-18,37.9085,63.31,0.5774134212975497,1.3524562976521253,31.352456297652125
2012-10-19,37.09,62.21,0.5785562660194314,1.0980146909311728,31.098014690931173
2012-10-22,36.39,62.14,0.5796475524365414,0.3707010915933182,30.370701091593318
2012-10-23,35.94,61.82,0.5806702302683344,0.04296636481156213,30.042966364811562
2012-10-24,36.06,61.58,0.5816062307326637,0.24468831148256953,30.24468831148257
2012-10-25,35.8,61.39,0.5826486300481017,0.031200601347030954,30.03120060134703
2012-10-26,35.74,61.62,0.583571584468952,-0.21968103497681568,29.780318965023184
2012-10-31,35.75,62.31,0.5845559570172529,-0.6736816817450304,29.32631831825497
2012-11-01,36.69,63.47,0.585538530839395,-0.4741305523764012,29.5258694476236
2012-11-02,36.56,62.7998,0.5865829446573845,-0.27729160789481,29.72270839210519
2012-11-05,37.08,63.01,0.5876887713798508,0.049730515355605576,30.049730515355606
2012-11-06,36.95,63.77,0.5889148042715527,-0.6050970683969155,29.394902931603085
2012-11-07,36.21,62.6,0.5899607201122918,-0.7215410790294712,29.27845892097053
2012-11-08,35.25,61.24,0.5909975558816507,-0.9426903221922913,29.05730967780771
2012-11-09,35.31,60.92,0.5920155285911642,-0.7555860017737217,29.24441399822628
2012-11-12,35.38,60.71,0.5931627525940298,-0.6309107099835529,29.369089290016447
2012-11-13,35.95,60.91,0.5941693853264188,-0.24085726023216836,29.75914273976783
2012-11-14,36.21,60.16,0.5954836400866306,0.38570421238830477,30.385704212388305
2012-11-15,34.82,60.2,0.5969444272221303,-1.1160545187722448,28.883945481227755
2012-11-16,35.05,60.35,0.59800932015489,-1.039862471347611,28.96013752865239
2012-11-19,37.07,61.85,0.5976341694842979,0.10632661739617078,30.10632661739617
2012-11-20,36.81,61.85,0.5975124942211725,-0.14614776757951375,29.853852232420486
2012-11-21,37.35,62.26,0.5972944505731055,0.16244750731845414,30.162447507318454
2012-11-23,37.86,63.2,0.5971591407467434,0.11954230480581884,30.11954230480582
2012-11-26,38.34,62.59,0.5970222208040968,0.9723791998715825,30.972379199871583
2012-11-27,37.65,62.74,0.5971279357234723,0.18619331270934225,30.186193312709342
2012-11-28,38.16,63.82,0.5968890838208004,0.06653867055651119,30.06653867055651
2012-11-29,37.82,63.36,0.5965674077820119,0.021489042931726487,30.021489042931726
2012-11-30,37.7,63.27,0.5963091557651583,-0.02848028526156554,29.971519714738434
2012-12-03,37.37,63.0398,0.5959615426991713,-0.19929645944722552,29.800703540552774
2012-12-04,36.54,62.79,0.5955433363267056,-0.8541660879538497,29.14583391204615
2012-12-05,36.35,62.55,0.5949704416203226,-0.8654011233511767,29.134598876648823
2012-12-06,36.97,62.74,0.594489225117253,-0.328253983856456,29.671746016143544
2012-12-07,37.37,62.77,0.5939276866595582,0.08915910837952623,30.089159108379526
2012-12-10,37.0,62.43,0.5935863191829525,-0.0575939065917197,29.94240609340828
2012-12-11,38.65,62.64,0.5931992585873777,1.4919984420866612,31.49199844208666
2012-12-12,38.18,62.32,0.5932725568871574,1.2072542547923533,31.207254254792353
2012-12-13,38.23,62.33,0.5932960859756731,1.2498549611362932,31.249854961136293
2012-12-14,38.6,62.07,0.5932422975288841,1.7774505923821664,31.777450592382166
2012-12-17,39.58,63.09,0.593340036961231,2.1461770681159322,32.14617706811593
2012-12-18,39.69,63.7,0.5937175495307037,1.870192094894172,31.870192094894172
2012-12-19,40.18,63.55,0.5940642064569834,2.4272196796587053,32.427219679658705
2012-12-20,40.42,63.4311,0.59452617335744,2.7085508451468883,32.70855084514689
2012-12-21,39.425,62.28,0.5950843298194094,2.3631479388471774,32.36314793884718
2012-12-24,39.3,62.17,0.5955385526657884,2.2753681807679342,32.275368180767934
2012-12-26,38.24,61.09,0.5960605444987929,1.8266613365687405,31.82666133656874
2012-12-27,38.61,61.22,0.5965698195667783,2.0879956461218327,32.08799564612183
2012-12-28,38.22,60.91,0.5970828049297692,1.851686351727757,31.851686351727757
2012-12-31,39.36,62.3758,0.5975717931531047,2.0859813446405724,32.08598134464057
2013-01-02,40.98,62.85,0.5982124453693559,3.3823478085359753,33.382347808535975
2013-01-03,40.74,63.42,0.599237179207835,2.7363780946391003,32.7363780946391
2013-01-04,41.39,63.92,0.6001188655052536,3.0304021169041917,33.03040211690419
2013-01-07,40.84,63.23,0.6010799130121712,2.8337171002404205,32.83371710024042
2013-01-08,41.1768,62.98,0.6021722058108372,3.251994478033474,33.251994478033474
2013-01-09,40.75,63.02,0.6033689560783464,2.7256883879426113,32.72568838794261
2013-01-10,42.64,63.05,0.604362340074089,4.534954458328691,34.53495445832869
2013-01-11,42.75,63.04,0.6058184624093346,4.559204129715546,34.559204129715546
2013-01-14,42.25,63.22,0.6073376867698443,3.854111442410442,33.85411144241044
2013-01-15,42.1,64.54,0.6085187185989197,2.8262019016257227,32.82620190162572
2013-01-16,41.9,64.75,0.6093304462016526,2.445853608442995,32.445853608442995
2013-01-17,43.18,65.18,0.610143187467535,3.4108670408660586,33.41086704086606
2013-01-18,43.39,65.51,0.6112853020161612,3.3446998649212816,33.34469986492128
2013-01-22,42.82,65.58,0.6124661627434086,2.6544690472872645,32.654469047287265
2013-01-23,42.5,65.63,0.6136461020638927,2.226406321546726,32.226406321546726
2013-01-24,42.72,66.19,0.6147885009927693,2.0271491192886018,32.0271491192886
2013-01-25,43.62,67.13,0.6158242520905819,2.279717957159235,32.279717957159235
2013-01-28,43.13,66.99,0.6169883575552954,1.797949927370773,31.797949927370773
2013-01-29,42.93,67.08,0.6180848318347263,1.468869480526564,31.468869480526564
2013-01-30,42.8,66.45,0.6192196387132112,1.6528550075071138,31.652855007507114
2013-01-31,42.8,67.05,0.620373206636539,1.2039764950200578,31.203976495020058
2013-02-01,43.35,67.14,0.621339522053711,1.633264489313845,31.633264489313845
2013-02-04,42.57,66.37,0.6223400183864624,1.2652929796904928,31.265292979690493
2013-02-05,42.72,67.57,0.6234155206250612,0.5958132713646194,30.59581327136462
2013-02-06,43.15,67.78,0.6243140096207425,0.8339964279060723,30.833996427906072
2013-02-07,43.17,67.47,0.6253031366156653,0.980797372541069,30.98079737254107
2013-02-08,42.58,68.0,0.6262745644492088,-0.006670382546204223,29.993329617453796
2013-02-11,42.37,67.78,0.6269308833765507,-0.12337527526261027,29.87662472473739
2013-02-12,42.25,67.82,0.6274538061673217,-0.30391713426775624,29.696082865732244
2013-02-13,41.53,67.73,0.6277466678783871,-0.9872818154031577,29.012718184596842
2013-02-14,41.43,67.73,0.6282009165718194,-1.1180480794093342,28.881951920590666
2013-02-15,41.29,67.47,0.6285929795799332,-1.1211683322580939,28.878831667741906
2013-02-19,41.69,68.69,0.6287389159012589,-1.4980761332574701,28.50192386674253
2013-02-20,41.26,67.56,0.6288416862943231,-1.224544326044473,28.775455673955527
2013-02-21,40.26,67.31,0.6289596000470845,-2.0752706791692646,27.924729320830735
2013-02-22,39.54,67.31,0.6288787836685638,-2.7898309287310283,27.21016907126897
2013-02-25,39.06,65.92,0.6283850679111213,-2.363143676701114,27.636856323298886
2013-02-26,39.56,66.19,0.6282082651761703,-2.0211050720107124,27.978894927989288
2013-02-27,40.18,67.26,0.6281666824964334,-2.0704910647101116,27.92950893528989
2013-02-28,40.52,67.09,0.6281120639606032,-1.6200383711168627,28.379961628883137
2013-03-01,40.81,67.43,0.6281929269067409,-1.54904906132154,28.45095093867846
2013-03-04,41.01,67.92,0.6283359262523264,-1.6665761110580135,28.333423888941986
2013-03-05,41.71,68.68,0.6286106428386595,-1.4629789501591404,28.53702104984086
2013-03-06,40.74,68.44,0.6289455399469279,-2.305032753967744,27.694967246032256
2013-03-07,40.49,68.86,0.6289395441028992,-2.818777006925636,27.181222993074364
2013-03-08,41.31,69.51,0.6286984976109091,-2.390832568934293,27.609167431065707
2013-03-11,41.5,69.46,0.6285983764432966,-2.162443227751382,27.837556772248618
2013-03-12,41.81,69.27,0.6281923177393596,-1.7048818498054317,28.29511815019457
2013-03-13,41.51,70.19,0.6279694180579417,-2.56717345348693,27.43282654651307
2013-03-14,41.17,70.64,0.6274947790066966,-3.1562311890330434,26.843768810966957
2013-03-15,40.65,70.34,0.6267237268730396,-3.433746948249606,26.566253051750394
2013-03-18,40.08,70.05,0.6257924501821442,-3.756761135259204,26.243238864740796
2013-03-19,39.4,69.35,0.624833415055434,-3.9321973340943472,26.067802665905653
2013-03-20,40.32,70.38,0.6236855113504725,-3.5749862888462474,26.425013711153753
2013-03-21,39.52,69.74,0.6225287618705844,-3.8951558528545505,26.10484414714545
2013-03-22,38.75,70.26,0.6213526478352631,-4.906237036905587,25.093762963094413
2013-03-25,39.36,70.27,0.6199036719087556,-4.200631025028258,25.799368974971742
2013-03-26,39.41,70.29,0.6187173482211008,-4.079642406461183,25.920357593538817
2013-03-27,39.14,70.16,0.6174850256380235,-4.1827493987637325,25.817250601236267
2013-03-28,38.74,70.39,0.6162620180294691,-4.63868344909433,25.36131655090567
2013-04-01,38.41,69.63,0.6148471639943424,-4.401808028926062,25.598191971073938
2013-04-02,39.87,69.81,0.6131818512347095,-2.9362250346950702,27.06377496530493
2013-04-03,39.06,68.99,0.6120011878661862,-3.161961950888177,26.838038049111823
2013-04-04,39.52,70.17,0.6106741562962441,-3.3310055473074485,26.66899445269255
2013-04-05,39.97,70.13,0.6093106212845898,-2.760953870688283,27.239046129311717
2013-04-08,40.68,70.73,0.6079678749171836,-2.3215677928924023,27.678432207107598
2013-04-09,40.47,70.3,0.6068195573350407,-2.1894148806533593,27.81058511934664
2013-04-10,40.81,71.54,0.605270532612672,-2.4910539031105614,27.50894609688944
2013-04-11,41.55,72.97,0.6035925523322277,-2.4941485436826625,27.505851456317338
2013-04-12,41.38,73.02,0.6020195447488434,-2.5794671575605435,27.420532842439457
2013-04-15,40.06,70.68,0.6006052065849383,-2.39077600142344,27.60922399857656
2013-04-16,40.54,71.42,0.5993150621582255,-2.263081739340464,27.736918260659536
2013-04-17,39.61,70.37,0.5977954594449192,-2.4568664811389667,27.543133518861033
2013-04-18,39.255,69.65,0.5962090798183508,-2.2709624093481366,27.729037590651863
2013-04-19,39.455,70.47,0.5947937256301086,-2.4601138451537494,27.53988615484625
2013-04-22,39.5,70.725,0.5933868554972,-2.467285355039472,27.532714644960528
2013-04-23,39.6,71.56,0.5919769048656156,-2.7618673121834547,27.238132687816545
2013-04-24,39.73,72.14,0.590375240659237,-2.859669861157357,27.140330138842643
2013-04-25,41.04,73.31,0.5888193257737601,-2.1263447724743543,27.873655227525646
2013-04-26,41.16,73.02,0.5874769879684857,-1.7375696614588279,28.262430338541172
2013-04-29,41.35,73.02,0.5861708948947127,-1.4521987452119234,28.547801254788077
2013-04-30,41.44,73.47,0.5849941622681235,-1.5395211018390356,28.460478898160964
2013-05-01,40.9,72.52,0.5836623153962761,-1.4271911125379404,28.57280888746206
2013-05-02,40.97,73.37,0.5824331330275914,-1.7631189702343804,28.23688102976562
2013-05-03,41.54,74.54,0.5812112257741601,-1.7834847692058986,28.2165152307941
2013-05-06,41.65,74.51,0.5798883291260318,-1.5574794031806363,28.442520596819364
2013-05-07,43.66,75.25,0.5785649279899392,0.12298916875707278,30.122989168757073
2013-05-08,43.39,75.39,0.5778498828147456,-0.17410266540366592,29.825897334596334
2013-05-09,43.39,75.37,0.5770721166293419,-0.10392543035349888,29.8960745696465
2013-05-10,43.83,76.45,0.5763351895897406,-0.23082524413567285,29.769174755864327
2013-05-13,43.75,76.17,0.5757097339785417,-0.10181043714552374,29.898189562854476
2013-05-14,44.11,77.34,0.5751328618708101,-0.37077553708845556,29.629224462911544
2013-05-15,44.43,77.77,0.5744804392496595,-0.24734376044602158,29.75265623955398
2013-05-16,43.64,76.93,0.5739104301715572,-0.5109293930978964,29.489070606902104
2013-05-17,44.54,77.75,0.5732278511535017,-0.02846542718476286,29.971534572815237
2013-05-20,44.49,78.11,0.5728509820740679,-0.2553902098054408,29.74460979019456
2013-05-21,43.27,78.68,0.572570636639962,-1.779857690832209,28.22014230916779
2013-05-22,42.81,77.93,0.57183578525818,-1.7531627451699734,28.246837254830027
2013-05-23,42.3,78.33,0.5710307536714114,-2.4288389350816573,27.571161064918343
2013-05-24,41.84,77.59,0.5700386696032347,-2.389300374514974,27.610699625485026
2013-05-28,41.1,77.99,0.5689600813363297,-3.2731967434203497,26.72680325657965
2013-05-29,40.91,77.52,0.5676262532200306,-3.092387149616769,26.90761285038323
2013-05-30,41.87,77.79,0.5663411544174642,-2.185678402134549,27.81432159786545
2013-05-31,41.93,77.6,0.56519780229995,-1.9293494584761177,28.070650541523882
2013-06-03,41.86,77.71,0.5642871338592799,-1.9907531722046343,28.009246827795366
2013-06-04,42.31,77.42,0.5634531802957542,-1.3125452184972914,28.68745478150271
2013-06-05,41.57,76.55,0.5626735302461684,-1.502658740344188,28.497341259655812
2013-06-06,41.77,77.09,0.5617964925647556,-1.5388916118170073,28.461108388182993
2013-06-07,42.58,78.32,0.560810621654858,-1.34268788800847,28.65731211199153
2013-06-10,42.27,78.55,0.5600232056316569,-1.719822802366643,28.280177197633357
2013-06-11,42.04,77.73,0.5592601570120883,-1.4312920045496256,28.568707995450374
2013-06-12,41.18,76.81,0.5586381300431618,-1.7289947686152587,28.27100523138474
2013-06-13,41.41,78.07,0.5580312269992513,-2.1554978918315513,27.84450210816845
2013-06-14,40.88,77.62,0.5573729906244353,-2.3832915322686716,27.61670846773133
2013-06-17,40.79,78.06,0.5565807719609365,-2.656695059270703,27.343304940729297
2013-06-18,40.645,78.79,0.5558076753896866,-3.147086743953402,26.852913256046598
2013-06-19,39.9,77.87,0.5551266364285037,-3.3277111786875864,26.672288821312414
2013-06-20,39.16,75.89,0.554277302011869,-2.9041044496807373,27.095895550319263
2013-06-21,39.535,75.5,0.5535249722840199,-2.2561354074435016,27.7438645925565
2013-06-24,38.74,74.59,0.5529539730336932,-2.5048368485831745,27.495163151416826
2013-06-25,39.04,75.28,0.5524366905045239,-2.54743406118056,27.45256593881944
2013-06-26,39.52,75.79,0.5518795424818045,-2.3069505246959636,27.693049475304036
2013-06-27,40.34,76.57,0.5510849347491363,-1.8565734537413618,28.143426546258638
2013-06-28,40.22,76.61,0.5504540962519721,-1.950288313863581,28.04971168613642
2013-07-01,40.41,77.34,0.5498301980673459,-2.1138675185285365,27.886132481471464
2013-07-02,40.66,77.45,0.5490610709487602,-1.8647799449814855,28.135220055018515
2013-07-03,40.37,77.59,0.5482575931819599,-2.1693066549882687,27.83069334501173
2013-07-05,41.04,78.59,0.5473724368671607,-1.9779998133901628,28.022000186609837
2013-07-08,41.77,79.59,0.5465778832818738,-1.7321337304043354,28.267866269595665
2013-07-09,41.95,80.23,0.545826538516375,-1.8416631851687626,28.158336814831237
2013-07-10,42.34,80.34,0.5450788125904014,-1.4516318035128464,28.548368196487154
2013-07-11,43.17,81.01,0.5444319181129053,-0.9344296863264532,29.065570313673547
2013-07-12,42.98,80.81,0.5438765214944303,-0.9706617019649215,29.02933829803508
2013-07-15,43.09,81.22,0.5433847925471047,-1.0437128506758384,28.95628714932416
2013-07-16,42.63,80.66,0.5428662841838945,-1.157594482272927,28.842405517727073
2013-07-17,42.5,80.64,0.54236407561601,-1.2362390576750428,28.763760942324957
2013-07-18,42.72,81.17,0.5418568768412888,-1.2625226932074156,28.737477306792584
2013-07-19,42.85,80.88,0.5414047148841324,-0.9388133398286271,29.061186660171373
2013-07-22,42.76,80.99,0.5410574750094447,-1.0602449010149257,28.939755098985074
2013-07-23,42.34,80.88,0.5405384785241022,-1.3787521430293808,28.62124785697062
2013-07-24,42.04,80.35,0.539887575349032,-1.3399666792947187,28.66003332070528
2013-07-25,42.29,81.26,0.5392014104490471,-1.5255066130895756,28.474493386910424
2013-07-26,41.95,81.28,0.5384910093094536,-1.8185492366723892,28.18145076332761
2013-07-29,41.98,81.15,0.5377178462205529,-1.6558032207978712,28.34419677920213
2013-07-30,42.5,81.44,0.5370460736570782,-1.2370322386324517,28.76296776136755
2013-07-31,42.56,81.68,0.536464928814681,-1.2584553855831473,28.741544614416853
2013-08-01,43.79,82.97,0.5358458093299785,-0.6691268001083159,29.330873199891684
2013-08-02,43.83,83.1,0.5350151539202628,-0.6297592907738334,29.370240709226167
2013-08-05,43.67,82.99,0.5342520497913898,-0.6675776121874364,29.332422387812564
2013-08-06,42.47,81.97,0.5334694938194477,-1.2584944083801304,28.74150559161987
2013-08-07,41.27,80.78,0.532567349555517,-1.7507904970946626,28.249209502905337
2013-08-08,41.64,81.53,0.5315385170568231,-1.6963352956427897,28.30366470435721
2013-08-09,41.46,81.42,0.5305478789677325,-1.7372083055527767,28.262791694447223
2013-08-12,42.1,81.79,0.5295119530980689,-1.2087826438910554,28.791217356108945
2013-08-13,41.77,82.23,0.5286529755744314,-1.701134181485493,28.298865818514507
2013-08-14,40.77,81.648,0.5275700542700741,-2.3050397910430007,27.694960208957
2013-08-15,40.28,80.03,0.5263894514211753,-1.846947797236659,28.15305220276334
2013-08-16,39.74,79.41,0.5256099657962174,-1.9986873838776233,28.001312616122377
2013-08-19,39.92,78.93,0.5248066451994465,-1.5029885055923131,28.497011494407687
2013-08-20,43.19,80.14,0.5242444231149452,1.1770519315682861,31.177051931568286
2013-08-21,42.3,79.02,0.5242550833950395,0.8733633101239846,30.873363310123985
2013-08-22,42.7,79.14,0.5243937773681802,1.199476459082227,31.199476459082227
2013-08-23,42.8,78.89,0.5245918549694683,1.414948561458644,31.414948561458644
2013-08-26,42.06,78.84,0.5246685968190802,0.6951278267837182,30.695127826783718
2013-08-27,41.45,77.36,0.5245640726602658,0.8697233390018368,30.869723339001837
2013-08-28,41.95,77.79,0.5245167469577796,1.1478422541543267,31.147842254154327
2013-08-29,42.49,78.47,0.5244044622657676,1.339981846005216,31.339981846005216
2013-08-30,41.93,77.88,0.5243936944697833,1.0902190746932732,31.090219074693273
2013-09-03,41.76,78.09,0.5243442039840751,0.813961110883568,30.813961110883568
2013-09-04,41.82,78.69,0.5241990386728241,0.5707776468354737,30.570777646835474
2013-09-05,41.96,79.15,0.5240906754506269,0.4782230380828736,30.478223038082874
2013-09-06,42.56,78.75,0.5239233740671275,1.301034292213707,31.301034292213707
2013-09-09,42.71,80.05,0.5240036824617541,0.7635052189365865,30.763505218936587
2013-09-10,38.35,80.89,0.5240616625623118,-4.041347884665399,25.9586521153346
2013-09-11,38.2,81.09,0.5231600824070204,-4.2230510823852825,25.776948917614718
2013-09-12,38.3,80.36,0.5222698941462476,-3.6696086935924583,26.33039130640754
2013-09-13,38.38,80.76,0.5215998117967378,-3.7444008007045397,26.25559919929546
2013-09-16,38.39,80.89,0.5209529958908048,-3.749887837607197,26.250112162392803
2013-09-17,38.12,81.76,0.5202334374720914,-4.414285847718197,25.585714152281803
2013-09-18,37.97,82.64,0.519240292732406,-4.940017791406035,25.059982208593965
2013-09-19,38.12,82.82,0.5181758943595367,-4.795327570856827,25.204672429143173
2013-09-20,38.1,82.3,0.5171392860694476,-4.460563243515537,25.539436756484463
2013-09-23,37.43,81.99,0.5161254248209889,-4.887123581072878,25.112876418927122
2013-09-24,37.29,82.25,0.5149287163138255,-5.062886916812154,24.937113083187846
2013-09-25,36.94,81.92,0.5137038361546477,-5.14261825778874,24.85738174221126
2013-09-26,36.98,82.4,0.5124854359065677,-5.248799918701181,24.75120008129882
2013-09-27,37.07,82.38,0.5111833290738448,-5.04128264910333,24.95871735089667
2013-09-30,36.77,82.018,0.5099792803680525,-5.057480617226929,24.94251938277307
2013-10-01,36.51,82.93,0.5087254526477802,-5.678601788080421,24.32139821191958
2013-10-02,36.92,82.93,0.5072625908478661,-5.147286659013538,24.852713340986462
2013-10-03,36.7,82.22,0.5059174511063398,-4.896532829963256,25.103467170036744
2013-10-04,36.96,82.75,0.5045443073120676,-4.791041430073591,25.20895856992641
2013-10-07,35.66,81.32,0.5030606247571464,-5.248890005251148,24.75110999474885
2013-10-08,35.06,79.75,0.5014947218931977,-4.93420407098251,25.06579592901749
2013-10-09,35.7,79.71,0.5000039845340865,-4.155317607212027,25.844682392787973
2013-10-10,36.455,81.27,0.49868690436246066,-4.073284717537177,25.926715282462823
2013-10-11,35.895,81.75,0.49737358784900415,-4.76529080665609,25.23470919334391
2013-10-14,36.07,82.05,0.4958955104449166,-4.618226632005403,25.381773367994597
2013-10-15,35.89,81.34,0.49436586850854236,-4.321719744484838,25.678280255515162
2013-10-16,36.46,82.72,0.4929096952070777,-4.313489987529465,25.686510012470535
2013-10-17,36.439,83.07,0.4914929562832854,-4.389319878452511,25.61068012154749
2013-10-18,37.01,83.85,0.4900459746845631,-4.080354977300615,25.919645022699385
2013-10-21,36.5,83.8,0.4886681854029806,-4.450393936769778,25.54960606323022
2013-10-22,36.345,83.61,0.48726262401358444,-4.395027993775798,25.6049720062242
2013-10-23,36.45,83.41,0.4858304351367629,-4.073116594757387,25.926883405242613
2013-10-24,37.59,83.88,0.48436571551198954,-3.038596217145674,26.961403782854326
