date,VZ,XLK,beta,value,price
2021-12-22,52.77,171.98,0.31987222576985747,-2.241625387900079,27.75837461209992
2021-12-23,52.68,172.94,0.31906802296374204,-2.4996238913495503,27.50037610865045
2021-12-27,52.68,176.64999,0.31820152751904773,-3.5302966542245073,26.469703345775493
2021-12-28,52.72,175.73,0.31721616502034533,-3.02439667902528,26.97560332097472
2021-12-29,52.36,175.88,0.3163090998118242,-3.2724444749036365,26.727555525096363
2021-12-30,52.25,174.72,0.31526225795951485,-2.832621710686432,27.167378289313568
2021-12-31,51.96,173.87,0.31430549636187866,-2.6882966524398455,27.311703347560154
2022-01-03,52.44,175.52,0.3133786574056805,-2.5642219478450485,27.43577805215495
2022-01-04,53.47,173.66,0.3125455531578884,-0.8066607613989021,29.193339238601098
2022-01-05,54.02,168.32001,0.31193673999165583,1.5148048052370982,31.514804805237098
2022-01-06,53.76,167.47,0.3116332753292977,1.5707753806025124,31.570775380602512
2022-01-07,54.24,165.92999,0.3113883254404104,2.571338273555959,32.57133827355596
2022-01-10,53.87,165.96001,0.311259676273477,2.21334101305699,32.21334101305699
2022-01-11,53.59,167.95,0.31113080967482404,1.3355805151133069,31.335580515113307
2022-01-12,53.45,168.74001,0.3109161715576046,0.9860021022080829,30.986002102208083
2022-01-13,53.52,164.37,0.3107333343752666,2.444761828737427,32.44476182873743
2022-01-14,53.28,165.75999,0.3106884994960011,1.7802774304278586,31.78027743042786
2022-01-18,53.43,161.78,0.3104504142746436,3.205331978648161,33.20533197864816
2022-01-19,53.5,159.52,0.3103774456190927,3.988589874842333,33.98858987484233
2022-01-20,53.4,157.46001,0.31040110926305364,4.524238231428477,34.52423823142848
2022-01-21,53.16,154.33,0.31051678326753174,5.237944838321816,35.237944838321816
2022-01-24,52.96,155.13,0.3106561922677114,4.767904893509929,34.76790489350993
2022-01-25,52.9,151.53999,0.310795735178508,5.802017399006253,35.80201739900625
2022-01-26,51.02,152.42999,0.3110483678520548,3.606900398794963,33.60690039879496
2022-01-27,51.19,151.38,0.3111112929718355,4.093972469923543,34.09397246992354
2022-01-28,52.9,158.0,0.31121390626191947,3.7282028106167218,33.72820281061672
2022-01-31,53.23,161.97,0.3113771088597961,2.796249677978828,32.79624967797883
2022-02-01,53.2,162.39,0.3114537073176846,2.6230324686812025,32.6230324686812
2022-02-02,53.8,163.71001,0.3116991744538555,2.77172503316757,32.77172503316757
2022-02-03,53.79,158.96001,0.31195324528683205,4.201909009672718,34.20190900967272
2022-02-04,53.31,159.60001,0.3123587561988996,3.457539387068067,33.45753938706807
2022-02-07,53.0,158.53999,0.3126897653970714,3.42616772084596,33.42616772084596
2022-02-08,52.82,160.5,0.3129011016607341,2.5993731834521796,32.59937318345218
2022-02-09,53.5,164.06,0.3130788195486412,2.1362888648499236,32.136288864849924
2022-02-10,53.04,159.77,0.3132928371209878,2.985203413179775,32.985203413179775
2022-02-11,53.32,154.89,0.31357524101709056,4.750330918862851,34.75033091886285
2022-02-14,53.27,154.84,0.31410941185565294,4.633298668270697,34.6332986682707
2022-02-15,53.36,158.91,0.3146600471344365,3.3573719098666928,33.35737190986669
2022-02-16,53.4,158.75,0.3152161712487666,3.359432814258298,33.3594328142583
2022-02-17,53.58,154.0,0.3158650892267301,4.936776259083558,34.93677625908356
2022-02-18,53.83,152.44,0.316529579850935,5.578230847523471,35.57823084752347
2022-02-22,53.9,151.03,0.3172279176922606,5.9890675909378785,35.98906759093788
2022-02-23,53.41,147.25,0.3180256809110674,6.580718485845317,36.58071848584532
2022-02-24,52.59,152.28,0.3187215927923942,4.055075849574216,34.055075849574216
2022-02-25,54.12,154.35001,0.31937135887594914,4.825027563783657,34.82502756378366
2022-02-28,53.67,154.07001,0.32020856228673794,4.335463606396665,34.335463606396665
2022-03-01,53.61,150.99001,0.320984925467156,5.144482893864854,35.144482893864854
2022-03-02,54.14,154.25999,0.3217994138934837,4.499225630785347,34.49922563078535
2022-03-03,54.66,152.42,0.32240863104911904,5.518476455493278,35.51847645549328
2022-03-04,55.11,149.75,0.3232128084513909,6.708881934404211,36.70888193440421
2022-03-07,54.68,144.27,0.32438163136169856,7.881462043447748,37.88146204344775
2022-03-08,53.25,143.57001,0.32572625131197475,6.485478841877274,36.485478841877274
2022-03-09,53.08,149.25,0.3269358144021603,4.284829700477573,34.28482970047757
2022-03-10,53.23,146.64,0.3281234778937371,5.113973201662397,35.1139732016624
2022-03-11,53.04,144.06,0.329295266658038,5.601723885243047,35.60172388524305
2022-03-14,52.5,141.39,0.3303782700600017,5.787816396216364,35.787816396216364
2022-03-15,52.76,146.14,0.33169037072563345,4.286769222155932,34.28676922215593
2022-03-16,52.49,150.89,0.3324636806693346,2.3245552238041043,32.324555223804104
2022-03-17,52.36,151.96001,0.332983762389602,1.7597841374384586,31.75978413743846
2022-03-18,50.8,155.07001,0.33338120546372113,-0.8974268650712887,29.10257313492871
2022-03-21,51.1,154.49001,0.3337159671671364,-0.45578310481057827,29.54421689518942
2022-03-22,51.0,156.71001,0.3341948287663722,-1.37167495792648,28.62832504207352
2022-03-23,50.97,154.3,0.3346390351976048,-0.6648031309904283,29.33519686900957
2022-03-24,51.0,158.31,0.33532820191418783,-2.085807645035075,27.914192354964925
2022-03-25,51.28,158.22,0.3358371220786298,-1.856149455280807,28.143850544719193
2022-03-28,51.17,160.10001,0.3364322726553036,-2.6928102164368326,27.307189783563167
2022-03-29,51.25,163.5,0.33691083538859296,-3.8349215860349517,26.16507841396505
2022-03-30,51.61,161.32001,0.33726468764165984,-2.797542782999443,27.202457217000557
2022-03-31,50.94,158.92999,0.33776259633662203,-2.740606058153382,27.259393941846618
2022-04-01,52.12,158.46001,0.33807881305753046,-1.4519720978844148,28.548027902115585
2022-04-04,52.46,161.47,0.3382530051850653,-2.1577127472324946,27.842287252767505
2022-04-05,52.78,158.07001,0.33834521442073656,-0.7022314269379706,29.29776857306203
2022-04-06,53.2,154.33,0.3384850376909715,0.9616041331523704,30.96160413315237
2022-04-07,52.67,154.57001,0.33884892456280596,0.29411834183783725,30.294118341837837
2022-04-08,53.53,152.41,0.3392634265919668,1.822861153118346,31.822861153118346
2022-04-11,53.9,148.57001,0.3398971418055604,3.4014782429764736,33.401478242976474
2022-04-12,53.67,147.91,0.34051424140281183,3.3045385541101027,33.3045385541101
2022-04-13,54.14,150.28999,0.3412183395948024,2.858299154480548,32.85829915448055
2022-04-14,53.83,146.64,0.34171736628579985,3.720565407850316,33.720565407850316
2022-04-18,53.39,147.12,0.34221114662483215,3.0438961085546907,33.04389610855469
2022-04-19,53.75,149.88,0.34257810048942633,2.4043942986447817,32.40439429864478
2022-04-20,54.41,149.74001,0.3427992917420547,3.079230626551805,33.079230626551805
2022-04-21,55.01,147.2,0.34314656838232727,4.498825134121425,34.498825134121425
2022-04-22,51.91,143.08,0.3435158838281792,2.759747341864113,32.75974734186411
2022-04-25,50.28,145.23,0.3439376598260308,0.3299336634655532,30.329933663465553
2022-04-26,49.41,139.82001,0.34406476616573944,1.3028609540586444,31.302860954058644
2022-04-27,48.46,141.89,0.34435698595135,-0.4008127366370431,29.599187263362957
2022-04-28,48.4,147.57001,0.3446094355530338,-2.4540178506555534,27.545982149344447
2022-04-29,46.3,141.42,0.3446708903628919,-2.443357315120167,27.556642684879833
