date,VTR,IYR,beta,value,price
2014-10-14,66.04,71.35,0.8852178371517833,2.879707319220273,32.87970731922027
2014-10-15,66.06,70.85,0.8858946511506443,3.2943639659768635,33.29436396597686
2014-10-16,66.15,71.04,0.8867638691041061,3.1542947388442997,33.1542947388443
2014-10-17,66.41,71.4,0.8876574416754723,3.031258664371265,33.031258664371265
2014-10-20,67.36,72.42,0.8884106961323108,3.021297386098041,33.02129738609804
2014-10-21,67.67,73.11,0.8892089897004509,2.659930763000034,32.659930763000034
2014-10-22,67.61,73.08,0.8898870792205112,2.577052250565046,32.577052250565046
2014-10-23,67.84,73.63,0.890567841988611,2.2674897943785766,32.26748979437858
2014-10-24,66.97,73.66,0.891323913606777,1.3150805237248022,31.315080523724802
2014-10-27,67.4,74.1,0.891731053493294,1.3227289361469303,31.32272893614693
2014-10-28,67.48,74.34,0.8920825020945865,1.162586794288444,31.162586794288444
2014-10-29,67.31,73.79,0.8924055945866594,1.4593911754504063,31.459391175450406
2014-10-30,67.99,74.42,0.8928923919771158,1.5409481890630303,31.54094818906303
2014-10-31,68.51,74.98,0.8934972889600213,1.5155732737776049,31.515573273777605
2014-11-03,68.75,75.56,0.894119192957891,1.1903537801017592,31.19035378010176
2014-11-04,69.13,75.65,0.8946498487273151,1.4497389437785984,31.4497389437786
2014-11-05,69.11,75.65,0.8952845053901786,1.381727167232981,31.38172716723298
2014-11-06,67.86,75.33,0.8959671825202677,0.3667921407482311,30.36679214074823
2014-11-07,68.26,75.27,0.8962435067278172,0.7997512485972038,30.799751248597204
2014-11-10,68.61,75.61,0.8965652731725993,0.8206996954197763,30.820699695419776
2014-11-11,68.52,75.42,0.8969405706302684,0.8727421630651548,30.872742163065155
2014-11-12,68.35,75.03,0.8973473177456914,1.022030749540761,31.02203074954076
2014-11-13,69.51,75.33,0.8977822826599398,1.8800606472267418,31.880060647226742
2014-11-14,68.66,74.87,0.8984363577613773,1.3940698944056749,31.394069894405675
2014-11-17,68.8,75.15,0.8989736653022818,1.2421290525335138,31.242129052533514
2014-11-18,69.03,75.51,0.8994441912242772,1.1129691206548245,31.112969120654824
2014-11-19,68.52,75.04,0.899923954689284,0.9897064401161231,30.989706440116123
2014-11-20,68.65,75.25,0.9004250660186809,0.8930137820942718,30.893013782094272
2014-11-21,69.72,75.8,0.9008702321998372,1.434036399252335,31.434036399252335
2014-11-24,69.73,76.02,0.9013710279205019,1.2077744574834526,31.207774457483453
2014-11-25,70.29,76.23,0.9019172347442022,1.5368491954494772,31.536849195449477
2014-11-26,71.0,76.8,0.9026469772211951,1.6767121494122108,31.67671214941221
2014-11-28,71.55,77.02,0.9032823496305278,1.9791934314567499,31.97919343145675
2014-12-01,72.42,76.74,0.9039977703453848,3.047211103695176,33.047211103695176
2014-12-02,72.48,77.01,0.905114189822341,2.777156241781512,32.77715624178151
2014-12-03,72.34,76.94,0.9063288620760744,2.6070573518668425,32.60705735186684
2014-12-04,72.56,77.06,0.9075552133121717,2.6237952621640517,32.62379526216405
2014-12-05,71.06,76.66,0.9087798154916239,1.3929393444121132,31.392939344412113
2014-12-08,71.67,77.0,0.9096972318844694,1.6233131448958602,31.62331314489586
2014-12-09,72.38,77.26,0.9108861722048651,2.0049343354521056,32.004934335452106
2014-12-10,73.07,77.08,0.9120776618050929,2.767053828063439,32.76705382806344
2014-12-11,73.67,77.15,0.9134822675021451,3.1948430622095003,33.1948430622095
2014-12-12,74.44,76.45,0.9149882310448074,4.489149736624469,34.48914973662447
2014-12-15,72.72,75.55,0.9168829831791266,3.449490620816988,33.44949062081699
2014-12-16,71.99,75.2,0.918538561308755,2.9159001895816203,32.91590018958162
2014-12-17,73.25,76.88,0.9199743616629874,2.5223710753495254,32.522371075349525
2014-12-18,71.85,77.57,0.9213395428685327,0.38169165968791674,30.381691659687917
2014-12-19,71.89,77.73,0.9219841239588894,0.2241740446755216,30.22417404467552
2014-12-22,73.52,79.01,0.9224699907709756,0.6356460291852102,30.63564602918521
