date,C,KBE,beta,value,price
2013-10-25,50.059998,31.5,1.632128345561374,-1.3520448851832825,28.647955114816718
2013-10-28,50.149994,31.61,1.6309979050713732,-1.4058497793061093,28.59415022069389
2013-10-29,50.219986,31.61,1.6297162894716777,-1.2953459101997353,28.704654089800265
2013-10-30,49.89,31.51,1.6284921402242716,-1.423787338466802,28.576212661533198
2013-10-31,48.779999,31.23,1.627640619089012,-2.051217534149849,27.94878246585015
2013-11-01,48.739991,31.18,1.6262064912719651,-1.9651273978598667,28.034872602140133
2013-11-04,48.62999,31.21,1.6247390038715879,-2.0781143108322624,27.921885689167738
2013-11-05,48.37999,31.17,1.6233307500012506,-2.219229477538981,27.78077052246102
2013-11-06,48.619996,31.3,1.622018538030818,-2.1491842403646046,27.850815759635395
2013-11-07,48.349991,30.88,1.6202352257137702,-1.6828727700412216,28.31712722995878
2013-11-08,49.939988,31.88,1.6187914777019563,-1.6670843091383674,28.332915690861633
2013-11-11,50.169999,31.77,1.6174164376522155,-1.2153212242108893,28.78467877578911
2013-11-12,49.51999,31.42,1.6166618338418979,-1.2755248193124373,28.724475180687563
2013-11-13,49.989991,31.68,1.6161077964948063,-1.2083039929554573,28.791696007044543
2013-11-14,50.209992,31.88,1.615636424618241,-1.296497216829522,28.703502783170478
2013-11-15,50.399994,31.839,1.6153140144936449,-1.0299889074631565,28.970011092536843
2013-11-18,50.789994,31.75,1.6151664120994786,-0.49153958415844556,29.508460415841554
2013-11-19,51.169999,31.73,1.6152100771766353,-0.08061674881464143,29.91938325118536
2013-11-20,50.76999,31.76,1.61540481983769,-0.5352670780450381,29.464732921954962
2013-11-21,51.729996,32.26,1.615171732003214,-0.375444074423676,29.624555925576324
2013-11-22,52.409989,32.52,1.6151211728943329,-0.11375154252370834,29.88624845747629
2013-11-25,53.289994,32.56,1.6152529553274317,0.6973577745388155,30.697357774538816
2013-11-26,53.009995,32.64,1.615623142677919,0.2760556229927218,30.276055622992722
2013-11-27,53.049988,32.72,1.6152022862856095,0.20056919273486074,30.20056919273486
2013-11-29,52.919999,32.64,1.6147783031462004,0.21363518530801429,30.213635185308014
2013-12-02,52.619996,32.49,1.6144184411313671,0.16754084764188093,30.16754084764188
2013-12-03,52.12999,32.09,1.6142369137541122,0.3291274376305324,30.329127437630532
2013-12-04,52.039994,32.29,1.6137953447822555,-0.06945768301903144,29.93054231698097
2013-12-05,51.059998,32.2,1.6128334157685766,-0.8732379877481691,29.12676201225183
2013-12-06,51.489991,32.65,1.6115043799908175,-1.125627006700185,28.874372993299815
2013-12-09,52.109986,32.66,1.610083974210628,-0.4753565977191059,29.524643402280894
2013-12-10,51.739991,32.47,1.6089288340714145,-0.501928242298824,29.498071757701176
2013-12-11,50.709992,31.97,1.6076411408409497,-0.6862952726851574,29.313704727314843
2013-12-12,50.909989,32.25,1.6064171387544932,-0.8969637248324034,29.103036275167597
2013-12-13,50.969986,32.12,1.6044321534032366,-0.5643747673119606,29.43562523268804
2013-12-16,50.899994,32.43,1.6023266049436886,-1.0634577983238245,28.936542201676176
2013-12-17,50.689988,32.24,1.6002411172344702,-0.9017856196393197,29.09821438036068
2013-12-18,51.959992,32.75,1.5987883867214854,-0.4003276651286498,29.59967233487135
2013-12-19,51.87999,32.56,1.5979471314905094,-0.14916860133099163,29.85083139866901
2013-12-20,52.209992,32.79,1.597263185028683,-0.16426783709051307,29.835732162909487
2013-12-23,52.409989,33.12,1.5966573081470237,-0.47130104582941357,29.528698954170586
2013-12-24,52.429993,33.18,1.5958938838915393,-0.5217660675212699,29.47823393247873
2013-12-26,52.349991,33.15,1.5953140922992646,-0.5346711597206166,29.465328840279383
2013-12-27,52.259995,33.15,1.5949447711334734,-0.6124241630746354,29.387575836925365
2013-12-30,51.919999,33.08,1.594307304503895,-0.8196866329888408,29.18031336701116
2013-12-31,52.109986,33.17,1.593602264133564,-0.7498011013103252,29.250198898689675
2014-01-02,52.26999,32.81,1.5928082199972238,0.009952301891082982,30.009952301891083
2014-01-03,53.399994,32.85,1.5924958178484543,1.0865063836782767,31.086506383678277
2014-01-06,53.809998,32.84,1.5927755721904169,1.503248209266701,31.5032482092667
2014-01-07,54.179993,33.05,1.593206432866884,1.5245203937494907,31.52452039374949
2014-01-08,54.809998,33.34,1.5936187899011474,1.6787475446957387,31.67874754469574
2014-01-09,55.199997,33.58,1.594447987508966,1.6584335794489249,31.658433579448925
2014-01-10,54.719986,33.5,1.5952125001030053,1.2803672465493179,31.280367246549318
2014-01-13,53.719986,33.11,1.595918596467359,0.8791212709657401,30.87912127096574
2014-01-14,53.949997,33.24,1.5959012791280252,0.902238481784444,30.902238481784444
2014-01-15,54.989991,33.52,1.5958979451840796,1.4954918774296502,31.49549187742965
2014-01-16,52.599991,33.31,1.5963040404456228,-0.5728965872436973,29.427103412756303
2014-01-17,52.26999,33.31,1.5956956695945923,-0.8826327541958747,29.117367245804125
2014-01-21,51.849991,33.83,1.5949945891527222,-2.108675951036588,27.891324048963412
2014-01-22,51.899994,34.03,1.5938236027815247,-2.3378232026552865,27.662176797344713
2014-01-23,50.719986,33.59,1.592542969367824,-2.773532341065213,27.226467658934787
2014-01-24,49.329987,32.78,1.5911222689355562,-2.8270009757075343,27.172999024292466
2014-01-27,48.809998,32.44,1.5897313465784249,-2.7608868830040976,27.239113116995902
2014-01-28,49.599991,32.57,1.5883337592732527,-2.132039539529842,27.867960460470158
2014-01-29,48.079987,32.11,1.5873178694207994,-2.8887897871018637,27.111210212898136
2014-01-30,48.299988,32.44,1.5862465322673585,-3.1578495067531023,26.842150493246898
2014-01-31,47.429993,31.91,1.5849879577621082,-3.146972732188871,26.85302726781113
2014-02-03,46.339997,30.78,1.5838203953802574,-2.409994769804328,27.590005230195672
2014-02-04,46.779999,31.26,1.5831380819682,-2.7088974423259344,27.291102557674066
2014-02-05,47.059998,31.26,1.5822653460373048,-2.401616717126153,27.598383282873847
2014-02-06,48.25,31.61,1.581332997433712,-1.735936048879637,28.264063951120363
2014-02-07,49.339997,31.81,1.5807072766534673,-0.9423014703467985,29.0576985296532
2014-02-10,49.319993,31.87,1.5802605169472677,-1.0429096751094278,28.957090324890572
2014-02-11,49.659989,32.18,1.5798032566569002,-1.1780797992190486,28.82192020078095
2014-02-12,49.959992,32.22,1.5792367282692192,-0.923015384834244,29.076984615165756
2014-02-13,49.859986,32.31,1.5788378732125132,-1.15226568349631,28.84773431650369
2014-02-14,49.51999,32.47,1.578187920228415,-1.7237717698166364,28.276228230183364
2014-02-18,49.37999,32.55,1.5769702584128622,-1.950391911338663,28.049608088661337
2014-02-19,48.189988,31.75,1.5754122141640852,-1.8293497997097035,28.170650200290297
2014-02-20,48.12999,31.84,1.5741362945989903,-1.990509620031851,28.00949037996815
2014-02-21,48.259995,32.03,1.5726630950006704,-2.112403932871473,27.887596067128527
