date,HAL,XES,beta,value,price
2010-07-02,25.74,251.4,0.0985116198938823,0.97417875867799,30.97417875867799
2010-07-06,26.46,253.99994,0.09848140137628508,1.4457299593076698,31.44572995930767
2010-07-07,27.99,265.49988,0.09848455112952254,1.8423634932578992,31.8423634932579
2010-07-08,28.71,269.79996,0.0985238589950575,2.128266784087849,32.12826678408785
2010-07-09,28.64,270.69993,0.09857542127771447,1.9556403604021817,31.95564036040218
2010-07-12,28.17,268.39997,0.09859295135006745,1.7076548154304412,31.70765481543044
2010-07-13,28.13,271.09986,0.09859617377026536,1.4005910943453905,31.40059109434539
2010-07-14,28.17,271.2999,0.09859481780418058,1.4212357892075929,31.421235789207593
2010-07-15,28.1,271.09986,0.09859680393858847,1.3704202558012213,31.37042025580122
2010-07-16,27.51,262.89994,0.09854481814462816,1.6025732224663436,31.602573222466344
2010-07-19,29.17,267.29996,0.09851567568241058,2.836763830718681,32.83676383071868
2010-07-20,30.27,275.09995,0.09855705505604885,3.156959081933717,33.15695908193372
2010-07-21,29.88,270.89997,0.09857921310563654,3.174894127059453,33.17489412705945
2010-07-22,30.3,276.89988,0.09862530539660712,2.990664770716137,32.99066477071614
2010-07-23,30.59,281.09986,0.09869400647343414,2.847128597478573,32.84712859747857
2010-07-26,30.86,283.59986,0.09875457737280571,2.8532156827131345,32.853215682713135
2010-07-27,30.45,281.2999,0.09896715080250756,2.610550375969705,32.61055037596971
2010-07-28,29.98,278.99994,0.09918511625923175,2.3073585147813205,32.30735851478132
2010-07-29,30.11,281.2999,0.09935188431079843,2.1623248785608347,32.16232487856084
2010-07-30,29.88,281.4,0.09950834431814398,1.8783519088742864,31.878351908874286
2010-08-02,30.73,290.09995,0.0996370558544341,1.8252950784814637,31.825295078481464
2010-08-03,31.2,287.99988,0.09976190633947377,2.4685829456603123,32.468582945660316
2010-08-04,31.06,290.79987,0.09994122533879127,1.997104663838794,31.997104663838794
2010-08-05,31.25,288.09998,0.1001831957116065,2.387223319150081,32.38722331915008
2010-08-06,30.92,284.49997,0.10040434417823657,2.3549670934220224,32.35496709342202
2010-08-09,30.7,284.29993,0.10062459049820004,2.0924359650830624,32.09243596508306
2010-08-10,30.12,280.1999,0.10080962674985883,1.8731526656522313,31.87315266565223
2010-08-11,28.78,268.69996,0.10099337082068961,1.6430853002155388,31.64308530021554
2010-08-12,28.43,267.5,0.10114469426577732,1.3737942839045658,31.373794283904566
2010-08-13,28.1,266.4,0.10126870435910744,1.122017158733783,31.122017158733783
2010-08-16,27.81,267.99988,0.10138133518035883,0.6398143374240526,30.639814337424053
2010-08-17,28.7,274.39988,0.10142373448657051,0.8693394277331912,30.86933942773319
2010-08-18,28.79,272.59995,0.10149832841122826,1.1215607500155969,31.121560750015597
2010-08-19,28.56,266.69999,0.10160046538824459,1.4631568969598199,31.46315689695982
2010-08-20,27.82,261.89988,0.10175222981262265,1.1711032223417064,31.171103222341706
2010-08-23,28.14,261.99997,0.10188237143632313,1.4468217401544834,31.446821740154483
2010-08-24,28.07,260.59998,0.102034053957808,1.479927579276314,31.479927579276314
2010-08-25,27.99,258.99994,0.10225371114452726,1.5062949487901065,31.506294948790107
2010-08-26,28.12,257.6999,0.10256330717147126,1.6894459982425722,31.689445998242572
2010-08-27,29.25,266.99997,0.1028271278790383,1.795159941110608,31.795159941110608
2010-08-30,28.49,264.39988,0.10312761997422863,1.223069654128345,31.223069654128345
2010-08-31,28.21,261.99997,0.10337493942694954,1.1257689713874015,31.1257689713874
2010-09-01,29.73,273.69996,0.10361096034813638,1.3716842971534895,31.37168429715349
2010-09-02,30.13,276.89988,0.10387675056779065,1.3665402329888359,31.366540232988836
2010-09-03,30.43,279.79996,0.1041659178009409,1.2843803659334512,31.28438036593345
2010-09-07,29.84,275.39994,0.10447091402870393,1.0687165447497797,31.06871654474978
2010-09-08,30.21,278.9,0.10476414118162711,0.9912810244442021,30.991281024444202
2010-09-09,30.22,279.89991,0.10506788231857338,0.8115091951407223,30.811509195140722
2010-09-10,30.88,284.59992,0.10534995730982477,0.8974105776204553,30.897410577620455
2010-09-13,31.61,288.39997,0.1055919779470843,1.157276727820225,31.157276727820225
2010-09-14,31.38,287.19986,0.1058366364337979,0.9837328333423443,30.983732833342344
2010-09-15,31.21,287.79999,0.1060561887439046,0.6870299400661466,30.687029940066147
2010-09-16,31.0,283.7999,0.10623780619415805,0.8497212258785645,30.849721225878564
2010-09-17,30.96,282.89994,0.10642807899328888,0.8515028384833165,30.851502838483317
2010-09-20,31.8,288.99994,0.10661829400151891,0.9873194306586761,30.987319430658676
2010-09-21,31.83,290.89997,0.10681018530223958,0.7589202998840641,30.758920299884064
2010-09-22,31.52,288.9,0.10695418581857159,0.6209357170146674,30.620935717014667
2010-09-23,31.8,286.89988,0.10708730853246916,1.0766640325116228,31.076664032511623
2010-09-24,32.73,293.7999,0.10728175280852341,1.2106317530311017,31.2106317530311
2010-09-27,32.41,291.19996,0.10748493764912488,1.1103904559723397,31.11039045597234
2010-09-28,32.77,294.69986,0.1076694580577614,1.039825784101847,31.039825784101847
2010-09-29,33.4,299.39988,0.10780898456066224,1.1220029596158696,31.12200295961587
2010-09-30,33.07,296.69999,0.10793261799173193,1.0463933211793162,31.046393321179316
2010-10-01,33.33,298.19993,0.10803782590845307,1.1131278767471073,31.113127876747107
2010-10-04,33.03,292.29996,0.10813469880724991,1.4222318640288059,31.422231864028806
2010-10-05,34.06,299.89991,0.1082606194600087,1.5926499673991472,31.592649967399147
2010-10-06,33.97,299.09989,0.10841361860559878,1.5434986005634457,31.543498600563446
2010-10-07,33.62,296.49994,0.10858479091794106,1.4246160079179333,31.424616007917933
2010-10-08,34.73,303.09998,0.10874877856986732,1.7682473904487779,31.768247390448778
2010-10-11,34.56,303.19993,0.10894141735168733,1.528969884867621,31.52896988486762
2010-10-12,34.84,305.99991,0.10910160935100731,1.454917357736612,31.454917357736612
2010-10-13,35.63,311.89988,0.10919450916953367,1.5722456933635485,31.57224569336355
2010-10-14,35.08,310.49988,0.10928357963977917,1.1474616358781233,31.147461635878123
2010-10-15,35.82,313.69996,0.1093420815159245,1.5193934021377444,31.519393402137744
2010-10-18,34.09,311.69999,0.10943927070419114,-0.022219584103666534,29.977780415896333
2010-10-19,33.18,303.99994,0.10944787953796724,-0.09214881266926511,29.907851187330735
2010-10-20,33.79,308.09998,0.10945257641587271,0.06766339532114785,30.067663395321148
2010-10-21,33.72,305.59998,0.10947636974148146,0.2640235965306559,30.264023596530656
2010-10-22,34.18,310.69993,0.10952494811082063,0.15060628871439974,30.1506062887144
2010-10-25,34.28,310.39994,0.10957447483888785,0.2680895844776998,30.2680895844777
2010-10-26,34.79,312.6999,0.1096457622645434,0.5037811044535019,30.503781104453502
2010-10-27,34.42,316.4,0.1097408205116915,-0.30199560989918695,29.698004390100813
2010-10-28,31.68,311.99997,0.1097450879075444,-2.5604641348012223,27.439535865198778
2010-10-29,31.86,313.39997,0.10963448240754105,-2.4994434974888904,27.50055650251111
2010-11-01,31.42,314.39988,0.10949696563975511,-3.0058328575031297,26.99416714249687
2010-11-02,31.4,317.5,0.10932153359875053,-3.3095869176032977,26.690413082396702
2010-11-03,31.69,320.0,0.10913414279135675,-3.2329256932341615,26.76707430676584
2010-11-04,32.85,330.09995,0.10895493988028349,-3.116020206734582,26.883979793265418
2010-11-05,31.92,330.0,0.1087791024649043,-3.9771038134184167,26.022896186581583
2010-11-08,33.43,333.49991,0.10855806836589307,-2.774106029799185,27.225893970200815
2010-11-09,33.22,333.09998,0.10842134161449861,-2.8951467233626573,27.104853276637343
2010-11-10,34.88,339.79996,0.10830033980073106,-1.9204511322748203,28.07954886772518
2010-11-11,36.31,342.6999,0.10822920544567231,-0.7801378833113546,29.219862116688645
2010-11-12,35.82,334.59992,0.10821542597683373,-0.38887287461448494,29.611127125385515
2010-11-15,35.84,333.49991,0.10820608185667545,-0.24671856065388909,29.75328143934611
2010-11-16,35.03,328.09998,0.10821607024978011,-0.4756904846314498,29.52430951536855
2010-11-17,35.5,333.59986,0.10819753100471273,-0.594681195517822,29.405318804482178
2010-11-18,37.56,341.89988,0.10816720887531173,0.5776442655959855,30.577644265595985
2010-11-19,38.01,344.69986,0.10820426049832826,0.7120065548227146,30.712006554822715
2010-11-22,37.31,344.29993,0.10823747706380821,0.04384422355423112,30.04384422355423
2010-11-23,36.46,337.6999,0.10822347381327198,-0.08705628439456348,29.912943715605437
2010-11-24,37.37,345.99991,0.1082240859211477,-0.07552398854937081,29.92447601145063
2010-11-26,36.56,341.09986,0.10822615220308651,-0.3559253648114975,29.644074635188502
2010-11-29,37.87,345.79987,0.10819984331258845,0.45450824848654037,30.45450824848654
2010-11-30,37.84,344.69986,0.10821889512583716,0.5369620007692504,30.53696200076925
2010-12-01,39.19,354.89991,0.10824344001718314,0.7744128798113081,30.774412879811308
2010-12-02,40.61,359.49997,0.10828881040098656,1.680175909509643,31.680175909509643
2010-12-03,41.15,362.89994,0.1083903074691364,1.815163922868848,31.815163922868848
2010-12-06,40.82,364.19999,0.10850597017830595,1.3021267461206776,31.302126746120678
2010-12-07,40.38,360.69993,0.10858460816957595,1.2135394341565302,31.21353943415653
2010-12-08,40.23,359.49997,0.10864264316864328,1.17297304015203,31.17297304015203
2010-12-09,40.46,360.99991,0.10870312900489477,1.2181802125145964,31.218180212514596
2010-12-10,40.22,361.49994,0.10877783433416671,0.8968194148687942,30.896819414868794
2010-12-13,41.15,365.0,0.1088240414564592,1.4292248683923887,31.42922486839239
2010-12-14,41.08,362.6999,0.1088993096019272,1.5822312973119637,31.582231297311964
2010-12-15,39.79,357.6999,0.10897503709098884,0.809640130056998,30.809640130056998
2010-12-16,40.27,360.39994,0.10901460703541083,0.9811421653143597,30.98114216531436
2010-12-17,39.89,359.39988,0.10906856553695389,0.6907706342466398,30.69077063424664
2010-12-20,40.15,361.49994,0.1090844180121024,0.7159894336900621,30.715989433690062
2010-12-21,40.29,364.29993,0.10909344674992347,0.5472649855441531,30.547264985544153
2010-12-22,40.41,363.99994,0.1090953415716446,0.6993022136418574,30.699302213641857
2010-12-23,40.32,365.09995,0.10910624137206114,0.48531673037255274,30.485316730372553
2010-12-27,39.86,361.2999,0.10909985204547891,0.4422343659536736,30.442234365953674
2010-12-28,39.63,361.19996,0.10909268364216428,0.22572703215761436,30.225727032157614
2010-12-29,40.69,366.89988,0.10906940853152411,0.6724470981128263,30.672447098112826
2010-12-30,41.01,367.09992,0.10905625653905704,0.9754569490126812,30.97545694901268
2010-12-31,40.83,367.09992,0.10904922280860527,0.7980390308988277,30.798039030898828
2011-01-03,40.75,367.19986,0.1090329377307175,0.7131205298918175,30.713120529891818
2011-01-04,39.55,359.16199,0.10901541749023204,0.39580571352745153,30.39580571352745
2011-01-05,39.42,363.29987,0.1089622928353797,-0.16598682199537507,29.834013178004625
2011-01-06,38.22,356.09986,0.10888763707528819,-0.5548723182409319,29.445127681759068
2011-01-07,38.45,360.09995,0.10879328173753648,-0.7264553140227932,29.273544685977207
2011-01-10,38.17,357.99988,0.10868119624985013,-0.7378552157028011,29.2621447842972
2011-01-11,39.38,365.59998,0.1085854821410798,-0.318850099069131,29.68114990093087
2011-01-12,39.89,372.09992,0.10849176526151556,-0.4797771744687225,29.520222825531278
2011-01-13,39.23,371.2999,0.1084549702302986,-1.0393196010128491,28.96068039898715
2011-01-14,39.99,376.89988,0.1083926143673401,-0.8631633479367551,29.136836652063245
2011-01-18,40.04,379.59992,0.10833105686965638,-1.0824605212370173,28.917539478762983
2011-01-19,39.24,372.29996,0.10824916257179257,-1.0611588955118663,28.938841104488134
2011-01-20,39.06,368.39997,0.10817229832851834,-0.7906714590572008,29.2093285409428
2011-01-21,39.19,366.69999,0.10810334325944135,-0.4514948922037121,29.548505107796288
2011-01-24,39.55,366.49994,0.10803953298843715,-0.04648235789023403,29.953517642109766
2011-01-25,40.2,365.49988,0.10802722946326833,0.7160605944429648,30.716060594442965
2011-01-26,43.4,379.79996,0.10814638565108502,2.326007055573335,32.326007055573335
2011-01-27,43.17,382.5,0.10834796278666915,1.7269042340990524,31.726904234099052
2011-01-28,43.88,381.69999,0.1085445140516959,2.4485600719128158,32.448560071912816
2011-01-31,45.0,390.99991,0.10879427003370667,2.4614502083049956,32.461450208304996
2011-02-01,45.51,395.59998,0.10904955164049245,2.3699995520122172,32.36999955201222
2011-02-02,46.61,398.19993,0.10930511576036094,3.084710555582376,33.084710555582376
2011-02-03,46.78,399.89991,0.10963890828378804,2.935410444814913,32.93541044481491
2011-02-04,45.92,397.29996,0.10992225927572798,2.2478907866436444,32.247890786643644
2011-02-07,46.18,405.09995,0.11017914268600384,1.546434806856979,31.54643480685698
2011-02-08,44.97,401.59989,0.1103678439271482,0.6462860193201152,30.646286019320115
2011-02-09,43.95,395.29999,0.11046545012340533,0.2830086708723769,30.283008670872377
2011-02-10,44.79,401.79993,0.1105270652521378,0.38023291858559816,30.380232918585598
2011-02-11,44.64,402.79999,0.11058821079670686,0.09506979696858764,30.095069796968588
2011-02-14,45.64,412.89994,0.11064359161108177,-0.04473233760016626,29.955267662399834
2011-02-15,45.54,409.49997,0.11069886586669761,0.20881774855330093,30.2088177485533
2011-02-16,47.49,418.49991,0.11072121573530297,1.1531811796851272,31.153181179685127
2011-02-17,48.43,425.79987,0.11078592425542519,1.2573678542101092,31.25736785421011
2011-02-18,48.11,422.6999,0.11088441736392023,1.2391678687126557,31.239167868712656
2011-02-22,46.6,413.49991,0.11098622571222559,0.7072056567550362,30.707205656755036
2011-02-23,47.34,417.19986,0.11106291617305121,1.0045669214113033,31.004566921411303
2011-02-24,45.55,411.09986,0.11116505533241093,-0.14993868404638988,29.85006131595361
2011-02-25,47.03,425.0,0.1111808920196383,-0.2218791083462719,29.778120891653728
2011-02-28,46.94,425.94986,0.11118929419863581,-0.42106429740773876,29.57893570259226
2011-03-01,46.33,416.99997,0.11117972585171768,-0.03194234477449953,29.9680576552255
2011-03-02,46.34,423.7999,0.11115182326762998,-0.7661315856392577,29.233868414360742
2011-03-03,47.44,430.69993,0.11108126017790222,-0.4026909829342742,29.597309017065726
2011-03-04,46.84,429.39988,0.11104661765314357,-0.8434042946657243,29.156595705334276
2011-03-07,46.44,425.59998,0.1109926720254247,-0.7984789941673185,29.20152100583268
2011-03-08,45.72,422.59995,0.11094147357708478,-1.1638611866023467,28.836138813397653
2011-03-09,45.27,418.99994,0.1108702929528868,-1.184646095041991,28.81535390495801
2011-03-10,43.75,402.09992,0.1108097359593174,-0.8065859644626485,29.19341403553735
2011-03-11,44.46,412.59995,0.11074558114245037,-1.233621242095964,28.766378757904036
2011-03-14,45.06,412.89994,0.11065329441546351,-0.6287386249472178,29.371261375052782
2011-03-15,44.01,409.69986,0.11061671684579999,-1.309653405383898,28.690346594616102
2011-03-16,42.94,398.59986,0.11054243665375382,-1.1221997742451393,28.87780022575486
2011-03-17,44.36,411.99997,0.11048759668692662,-1.1608865203858727,28.839113479614127
2011-03-18,44.19,408.29987,0.1104277402384725,-0.8976319837620963,29.102368016237904
2011-03-21,45.73,424.59992,0.11038586809544929,-1.139830762458324,28.860169237541676
2011-03-22,45.7,423.19993,0.11032505929105692,-0.9895573692211315,29.01044263077887
2011-03-23,46.39,422.89994,0.11027883761734551,-0.24691381164516457,29.753086188354835
2011-03-24,45.97,425.39994,0.11026713762064086,-0.9376337277923668,29.062366272207633
2011-03-25,46.04,428.69996,0.11023261663068469,-1.216718340269857,28.783281659730143
2011-03-28,47.9,429.19999,0.11016840370229733,0.6157222326580225,30.615722232658023
2011-03-29,49.0,435.79987,0.110174257092791,0.9860730816151033,30.986073081615103
2011-03-30,49.5,438.09998,0.1102041990788441,1.2195425876423798,31.21954258764238
2011-03-31,49.84,439.69986,0.1102486179952254,1.3636981023059178,31.363698102305918
2011-04-01,49.34,439.49997,0.11031183450731545,0.8579520433898935,30.857952043389894
2011-04-04,49.5,442.5,0.11037455054230126,0.6592613850316908,30.65926138503169
2011-04-05,49.73,441.69999,0.11044313953665626,0.947266371090322,30.947266371090322
2011-04-06,48.41,432.19986,0.11053299749405805,0.6376539576877533,30.637653957687753
2011-04-07,48.23,431.49994,0.11061065076640854,0.5015108309337606,30.50151083093376
2011-04-08,48.13,432.6999,0.11067065967403407,0.24281662611142707,30.242816626111427
2011-04-11,46.93,423.39997,0.11072856011884097,0.04753096753953656,30.047530967539537
2011-04-12,45.34,409.59992,0.11079944550901197,-0.0434440165356591,29.95655598346434
2011-04-13,45.51,412.39991,0.11086326862822413,-0.21000200458545493,29.789997995414545
2011-04-14,46.14,417.29996,0.11093082559487813,-0.15142908350961903,29.84857091649038
2011-04-15,46.82,422.79999,0.1109995544537059,-0.11061051303131109,29.88938948696869
2011-04-18,47.14,417.19986,0.11106066602155815,0.8055056842991846,30.805505684299185
2011-04-19,49.01,423.29987,0.1111478096235052,1.961146635585493,31.961146635585493
2011-04-20,49.68,430.0,0.11126983221570472,1.8339721472469748,31.833972147246975
2011-04-21,50.48,435.69993,0.11136200657261708,1.959581531651196,31.959581531651196
2011-04-25,50.63,432.79999,0.11140351349099925,2.4145604751306635,32.41456047513066
2011-04-26,50.96,437.59995,0.1114826886294422,2.175181029890524,32.175181029890524
2011-04-27,50.5,433.99994,0.1115249064326825,2.0981972997101863,32.098197299710186
2011-04-28,50.26,434.89991,0.11155945528312446,1.7428029377201497,31.74280293772015
2011-04-29,50.48,440.89997,0.11157953493222847,1.2845863957665102,31.28458639576651
2011-05-02,48.92,430.69993,0.11155124776090297,0.8748853979664375,30.874885397966437
2011-05-03,47.89,417.09992,0.11150524196615466,1.381172496336248,31.381172496336248
2011-05-04,47.35,406.4,0.11149896446462416,2.0368208415767413,32.03682084157674
2011-05-05,46.85,397.5,0.11153803867116406,2.5136296282122856,32.513629628212286
2011-05-06,46.67,397.6999,0.11162486860627353,2.2768009177718795,32.27680091777188
2011-05-09,48.06,409.49997,0.11171602516556381,2.3122910461823736,32.312291046182374
2011-05-10,48.39,412.39991,0.11180818195813247,2.2803158232025496,32.28031582320255
2011-05-11,46.43,398.59986,0.11191091717917286,1.8223240799101035,31.822324079910103
2011-05-12,46.64,398.19993,0.11200075562570677,2.041306949896459,32.04130694989646
2011-05-13,46.0,395.39994,0.11208924304185076,1.679920026606787,31.679920026606787
2011-05-16,45.43,390.49988,0.11212872855576288,1.6437449544220186,31.64374495442202
2011-05-17,45.33,387.89994,0.1121616212477408,1.822513847698616,31.822513847698616
2011-05-18,46.96,399.89991,0.11220038862539422,2.09107468673983,32.09107468673983
2011-05-19,46.9,400.79987,0.11227127485992501,1.901687631407789,31.90168763140779
2011-05-20,47.18,401.79993,0.11232354995819205,2.048405489446928,32.04840548944693
2011-05-23,46.16,391.59989,0.11242568433511962,2.1341143811924255,32.134114381192425
2011-05-24,47.5,396.59989,0.11253513181251291,2.868579102021876,32.868579102021876
2011-05-25,49.87,409.09989,0.11268342911563511,3.7712215439708743,33.771221543970874
2011-05-26,50.66,413.9,0.11285618799941585,3.948823787041775,33.948823787041775
2011-05-27,50.15,416.2999,0.11307166153025128,3.0782786121225456,33.078278612122546
2011-05-31,50.15,419.89991,0.11324538097985891,2.598274718641534,32.598274718641534
2011-06-01,49.03,405.89997,0.11342251636445978,2.9918040103412693,32.99180401034127
2011-06-02,50.15,409.19999,0.11361288641097116,3.6596080167594636,33.659608016759464
2011-06-03,50.28,408.69996,0.11384857285087725,3.750092829789388,33.75009282978939
2011-06-06,48.04,394.09989,0.11409262348117988,3.0761096362555875,33.07610963625559
2011-06-07,48.1,395.0,0.11429046095400494,2.9552679231680514,32.95526792316805
2011-06-08,47.69,393.59986,0.11450891932112019,2.6193053864557996,32.6193053864558
2011-06-09,48.98,399.89991,0.11469585240201352,3.1131389470615076,33.11313894706151
2011-06-10,48.0,390.39994,0.11493270651076444,3.1302782741599486,33.13027827415995
2011-06-13,46.86,382.09992,0.11516016475681302,2.8573102592349215,32.85731025923492
2011-06-14,47.89,391.79993,0.11538778683064553,2.6810731968981543,32.681073196898154
2011-06-15,46.77,384.09989,0.11560418616212376,2.3664448115887424,32.36644481158874
2011-06-16,46.39,381.89988,0.1158299666296347,2.1545496437385054,32.154549643738505
2011-06-17,46.02,380.39994,0.11604616932896822,1.8760441500306513,31.87604415003065
2011-06-20,46.43,380.49988,0.11622628025863582,2.205914308742699,32.2059143087427
2011-06-21,47.13,391.49994,0.1164526757764625,1.5387844206754835,31.538784420675483
2011-06-22,47.11,393.49991,0.11667490328967717,1.1984360562533283,31.19843605625333
2011-06-23,47.07,391.2999,0.11681310577748807,1.3610433905794963,31.361043390579496
2011-06-24,45.87,384.69986,0.11694764768500862,0.8802563082478585,30.88025630824786
2011-06-27,46.23,384.29993,0.11705650972747332,1.2451915056876786,31.24519150568768
2011-06-28,48.69,398.59986,0.11717547050548742,1.9838738610785853,31.983873861078585
2011-06-29,49.82,407.39991,0.11734920942764182,2.0119426406075718,32.01194264060757
2011-06-30,51.0,414.69986,0.11753890906286671,2.2566308670764457,32.256630867076446
2011-07-01,51.29,418.99994,0.1177298694719059,1.961191755063595,31.961191755063595
2011-07-05,52.15,422.29996,0.11791991001330693,2.3524267181768863,32.352426718176886
2011-07-06,52.66,421.4,0.11813499583221955,2.8779127563026776,32.87791275630268
2011-07-07,54.3,429.09989,0.11838727551978939,3.500033097058676,33.500033097058676
2011-07-08,54.04,428.29987,0.11867460677834578,3.211681344533382,33.21168134453338
2011-07-11,52.49,414.69986,0.11894740559403254,3.162527552791495,33.162527552791495
2011-07-12,52.22,412.99988,0.11922602136316195,2.9796674841366766,32.97966748413668
2011-07-13,52.62,419.19999,0.11950125034665195,2.5250770496960016,32.525077049696
2011-07-14,51.83,413.19993,0.1197651746458235,2.343038219907953,32.34303821990795
2011-07-15,53.08,426.2999,0.11998112407969326,1.9320588029391743,31.932058802939174
2011-07-18,53.12,420.69993,0.12013961535417565,2.577272230271376,32.577272230271376
2011-07-19,55.38,431.89988,0.12033440004104831,3.4075870623992444,33.407587062399244
2011-07-20,55.27,431.67588,0.12056805901902763,3.223677023069314,33.223677023069314
2011-07-21,56.93,434.69986,0.12077576846886424,4.428790355192298,34.4287903551923
2011-07-22,57.2,441.09986,0.12105297963935474,3.803547628497782,33.80354762849778
