date,WFC,XLF,beta,value,price
2013-02-04,34.76,17.41,2.067848714733766,-1.2412461235148697,28.75875387648513
2013-02-05,34.85,17.58,2.0655874206961493,-1.4630268558383008,28.5369731441617
2013-02-06,34.97,17.61,2.063360978214939,-1.3657868263650812,28.63421317363492
2013-02-07,34.66,17.56,2.061492590207094,-1.539809884036572,28.460190115963428
2013-02-08,34.88,17.6,2.059464009329398,-1.3665665641974059,28.633433435802594
2013-02-11,35.26,17.68,2.0576251818852396,-1.1188132157310378,28.881186784268962
2013-02-12,35.51,17.815,2.0561544538972107,-1.1203915961788127,28.879608403821187
2013-02-13,35.13,17.78,2.0546872735866444,-1.4023397243705347,28.597660275629465
2013-02-14,35.21,17.838,2.052846617404608,-1.4086779612634004,28.5913220387366
2013-02-15,35.16,17.76,2.0508257922462882,-1.2626660702940882,28.737333929705912
2013-02-19,35.14,17.93,2.04905803951802,-1.599610648558098,28.400389351441902
2013-02-20,35.1,17.66,2.046573638785297,-1.0424904609483434,28.957509539051657
2013-02-21,35.46,17.52,2.044972221314295,-0.3679133174264422,29.632086682573558
2013-02-22,35.82,17.74,2.0438429132261997,-0.43777328063278276,29.562226719367217
2013-02-25,34.79,17.26,2.0427907326639034,-0.46856804577898004,29.53143195422102
2013-02-26,34.75,17.35,2.0416986606228424,-0.6734717618063186,29.32652823819368
2013-02-27,35.13,17.62,2.04033061203989,-0.8206253841428577,29.179374615857142
2013-02-28,35.08,17.59,2.0386120999477138,-0.7791868380802853,29.220813161919715
2013-03-01,35.39,17.64,2.037019790231948,-0.5430290996915588,29.45697090030844
2013-03-04,35.85,17.79,2.0357753560770404,-0.3664435846105434,29.633556415389457
2013-03-05,35.88,17.94,2.034631383097933,-0.6212870127769179,29.378712987223082
2013-03-06,36.05,18.06,2.033335169651831,-0.6720331639120687,29.32796683608793
2013-03-07,36.42,18.19,2.0319147977806153,-0.540530171629392,29.459469828370608
2013-03-08,36.5,18.24,2.030753086467078,-0.5409362971595044,29.459063702840496
2013-03-11,37.13,18.38,2.0296770842245486,-0.17546480804720233,29.824535191952798
2013-03-12,36.66,18.28,2.0288901134289508,-0.42811127348122824,29.57188872651877
2013-03-13,36.77,18.33,2.0277743204358436,-0.39910329358900754,29.600896706410992
2013-03-14,36.97,18.45,2.0267484228533896,-0.4235084016450372,29.576491598354963
2013-03-15,38.2,18.445,2.0256772103650103,0.8363838548173916,30.83638385481739
2013-03-18,37.76,18.27,2.025356964374796,0.7567282608724781,30.756728260872478
2013-03-19,37.49,18.165,2.024842462446252,0.7087366696638355,30.708736669663836
2013-03-20,37.44,18.289,2.024401492172212,0.4157211096624067,30.415721109662407
2013-03-21,37.14,18.07,2.0236749997290637,0.5721927548958163,30.572192754895816
2013-03-22,37.2,18.175,2.0230850719452778,0.43042881739457783,30.430428817394578
2013-03-25,37.21,18.13,2.022353612178563,0.5447290112026622,30.544729011202662
2013-03-26,37.3,18.245,2.0217958934716114,0.4123339236104471,30.412333923610447
2013-03-27,36.98,18.16,2.021143214079977,0.2760392323076104,30.27603923230761
2013-03-28,36.99,18.209,2.0203637146868685,0.2011971192668156,30.201197119266816
2013-04-01,36.93,18.12,2.0196252751314296,0.33439001461849216,30.334390014618492
2013-04-02,36.88,18.225,2.0190587875847807,0.08265359626737023,30.08265359626737
2013-04-03,36.67,17.925,2.0184765828585927,0.48880725225972554,30.488807252259726
2013-04-04,37.42,18.085,2.0184665472717147,0.916032492591043,30.916032492591043
2013-04-05,37.15,18.03,2.0189516856533913,0.7483011076693487,30.74830110766935
2013-04-08,37.02,18.21,2.0192450238623865,0.24954811546594158,30.24954811546594
2013-04-09,37.45,18.26,2.0190253718605806,0.5825967098258005,30.5825967098258
2013-04-10,37.57,18.505,2.018886799288859,0.21049977915966878,30.21049977915967
2013-04-11,37.51,18.55,2.0185909216265787,0.06513840382696401,30.065138403826964
2013-04-12,37.21,18.47,2.0183567615938314,-0.06904938663806348,29.930950613361937
2013-04-15,36.57,18.08,2.0178107316173373,0.08798197235854843,30.08798197235855
2013-04-16,37.06,18.36,2.017442433540708,0.01975692019259867,30.0197569201926
2013-04-17,36.56,18.015,2.017041201727573,0.2230027508777681,30.223002750877768
2013-04-18,36.27,17.83,2.016948970250237,0.307799860438287,30.307799860438287
2013-04-19,36.69,18.08,2.0171201022401783,0.22046855149757505,30.220468551497575
2013-04-22,36.73,18.1,2.0172784725888575,0.21725964614167026,30.21725964614167
2013-04-23,37.13,18.425,2.0174104636322183,-0.04078779242362174,29.95921220757638
2013-04-24,37.34,18.54,2.017465668228241,-0.06381348895158112,29.93618651104842
2013-04-25,37.64,18.65,2.017399181702591,0.01550526124668039,30.01550526124668
2013-04-26,37.88,18.565,2.017390655932725,0.42714247260896343,30.427142472608963
2013-04-29,37.88,18.65,2.0178982214566763,0.24619816983299359,30.246198169832994
2013-04-30,37.98,18.7,2.01834806655078,0.23689115550040896,30.23689115550041
2013-05-01,37.46,18.49,2.018946450793635,0.1296801248256898,30.12968012482569
2013-05-02,37.41,18.65,2.0194151001906797,-0.2520916185561788,29.74790838144382
2013-05-03,37.74,18.85,2.019758751460796,-0.3324524650360061,29.667547534963994
2013-05-06,37.9,19.05,2.019975341173777,-0.5805302493604501,29.41946975063955
2013-05-07,38.4,19.15,2.020136350011917,-0.2856111027282111,29.71438889727179
2013-05-08,38.45,19.305,2.02045966631209,-0.5549738581548951,29.445026141845105
2013-05-09,37.89,19.17,2.020331212479972,-0.839749343241067,29.160250656758933
2013-05-10,38.03,19.25,2.0199540416990533,-0.8541153027067736,29.145884697293226
2013-05-13,38.2,19.31,2.0198293749504947,-0.8029052302940514,29.19709476970595
2013-05-14,38.76,19.64,2.01978530614793,-0.9085834127453438,29.091416587254656
2013-05-15,39.3,19.82,2.0195258843136035,-0.7270030270956269,29.272996972904373
2013-05-16,39.26,19.69,2.0197629216894613,-0.5091319280655,29.4908680719345
2013-05-17,39.88,19.95,2.0197641062411833,-0.4142939195116,29.5857060804884
2013-05-20,40.2,19.99,2.019293844996852,-0.165683961487062,29.834316038512938
2013-05-21,40.68,20.04,2.019133526831635,0.216564122294038,30.216564122294038
2013-05-22,40.1,19.83,2.019395810542125,0.05538107694967209,30.055381076949672
2013-05-23,40.01,19.71,2.0196903863911246,0.20190248423092783,30.201902484230928
2013-05-24,40.24,19.73,2.020272107879134,0.38003131154469116,30.38003131154469
2013-05-28,40.52,19.931,2.0210201023604135,0.23904833985459817,30.239048339854598
2013-05-29,40.75,19.93,2.0214693132856785,0.4621165862164318,30.462116586216432
2013-05-30,41.25,20.17,2.0220045437867644,0.4661683518209614,30.46616835182096
2013-05-31,40.55,19.8401,2.0227890361241987,0.41766324439228697,30.417663244392287
2013-06-03,40.73,19.86,2.0235946887209892,0.5414094820011499,30.54140948200115
2013-06-04,40.44,19.68,2.024438029416731,0.599059581078734,30.599059581078734
2013-06-05,39.82,19.36,2.0253604976847157,0.609020764823903,30.609020764823903
2013-06-06,40.72,19.63,2.0259989235392486,0.9496411309245474,30.949641130924547
2013-06-07,41.25,19.97,2.0271969001325907,0.7668779043521639,30.766877904352164
2013-06-10,41.27,19.98,2.028247785639465,0.7456092429234928,30.745609242923493
2013-06-11,40.66,19.65,2.029332465706772,0.7836170488619274,30.783617048861927
2013-06-12,40.27,19.44,2.029389076819505,0.8186763466288198,30.81867634662882
2013-06-13,40.94,19.805,2.029548879918944,0.7447844332053108,30.74478443320531
2013-06-14,40.16,19.55,2.029707928556187,0.47920999672653863,30.47920999672654
2013-06-17,40.61,19.74,2.029871769848058,0.5403312631993344,30.540331263199334
2013-06-18,40.84,19.865,2.0299802070815804,0.5144431863244137,30.514443186324414
2013-06-19,40.66,19.6,2.030195244523592,0.8681732073375912,30.86817320733759
2013-06-20,40.09,19.175,2.0306411896895207,1.1524551877034455,31.152455187703445
2013-06-21,40.96,19.115,2.0314438810500093,2.128950213729077,32.12895021372908
2013-06-24,39.8,18.775,2.0332314278684382,1.6260799417700724,31.626079941770072
2013-06-25,40.3,19.125,2.0346541270078617,1.3872398209746422,31.387239820974642
2013-06-26,41.02,19.32,2.0358131640920853,1.6880896697409113,31.68808966974091
2013-06-27,41.56,19.57,2.037483034182643,1.6864570210456833,31.686457021045683
2013-06-28,41.27,19.445,2.0388610939869416,1.6243460274239254,31.624346027423925
2013-07-01,41.36,19.51,2.0398436678422693,1.5626500403973225,31.562650040397322
2013-07-02,41.22,19.53,2.0409185651244455,1.3608604231195756,31.360860423119576
2013-07-03,41.22,19.47,2.04223602103796,1.457664670390919,31.45766467039092
2013-07-05,42.07,19.82,2.0433825468890987,1.5701579206580618,31.570157920658062
2013-07-08,42.83,19.965,2.0449813226273084,2.001947893745786,32.001947893745786
2013-07-09,42.7,20.135,2.047123808337001,1.4811621191344884,31.48116211913449
2013-07-10,42.07,20.02,2.048950715651353,1.0500066726599186,31.05000667265992
2013-07-11,41.89,20.21,2.0502685670407113,0.4540722601072247,30.454072260107225
2013-07-12,42.63,20.35,2.051150548668147,0.8890863346032063,30.889086334603206
2013-07-15,43.35,20.44,2.052261746374153,1.4017699041123137,31.401769904112314
2013-07-16,43.02,20.36,2.053774810038534,1.2051448676154592,31.20514486761546
2013-07-17,43.51,20.445,2.0552006408221124,1.4914228983919102,31.49142289839191
2013-07-18,44.41,20.72,2.0569024547626675,1.7909811373175302,31.79098113731753
2013-07-19,44.45,20.73,2.0591317807400835,1.7641981852580741,31.764198185258074
2013-07-22,44.63,20.87,2.0613878692588092,1.6088351685686533,31.608835168568653
2013-07-23,44.57,20.79,2.0634848181198535,1.6701506312882444,31.670150631288244
2013-07-24,44.31,20.64,2.0653198463706564,1.6817983709096538,31.681798370909654
2013-07-25,43.65,20.66,2.0673173786980947,0.9392229560973604,30.93922295609736
2013-07-26,43.51,20.64,2.0686883238088547,0.8122729965852358,30.812272996585236
2013-07-29,43.25,20.49,2.0700234945306977,0.8352185970660102,30.83521859706601
2013-07-30,43.26,20.48,2.0716958977096525,0.8316680149063131,30.831668014906313
2013-07-31,43.5,20.49,2.0734625999388903,1.0147513272521422,31.014751327252142
2013-08-01,44.26,20.815,2.075626408150214,1.055836314353293,31.055836314353293
2013-08-02,44.49,20.81,2.077638268202129,1.2543476387137034,31.254347638713703
2013-08-05,44.34,20.765,2.080078746376235,1.1471648314974843,31.147164831497484
2013-08-06,44.03,20.58,2.0826697082337837,1.168657404548739,31.16865740454874
2013-08-07,43.27,20.44,2.0853325371001774,0.6458029416723718,30.645802941672372
2013-08-08,43.22,20.49,2.0875481651550922,0.4461380959721595,30.44613809597216
2013-08-09,43.23,20.42,2.0897604465742754,0.5570916809532918,30.55709168095329
2013-08-12,43.2,20.34,2.091980961916931,0.6491072346096303,30.64910723460963
2013-08-13,43.32,20.44,2.094109765490468,0.5163963933748335,30.516396393374833
2013-08-14,43.1,20.36,2.096119881895979,0.4229992045978648,30.422999204597865
2013-08-15,42.99,20.06,2.0978886479273253,0.9063537225778617,30.90635372257786
2013-08-16,42.75,20.025,2.0997754397242354,0.7019968195221864,30.701996819522186
2013-08-19,42.49,19.76,2.1016241722454034,0.9619063564308235,30.961906356430823
2013-08-20,42.59,19.95,2.1035677760931235,0.6238228669421915,30.62382286694219
2013-08-21,42.36,19.81,2.1051173611535656,0.6576250755478696,30.65762507554787
2013-08-22,42.48,20.04,2.1068455138633193,0.2588159021790801,30.25881590217908
2013-08-23,42.76,20.06,2.1080848272752633,0.4718183648582226,30.471818364858223
2013-08-26,42.39,19.935,2.1095397525818687,0.33632503228044897,30.33632503228045
2013-08-27,41.11,19.45,2.110890114272457,0.05318727740070983,30.05318727740071
2013-08-28,41.25,19.485,2.111915544977156,0.09932560612011798,30.099325606120118
2013-08-29,41.25,19.53,2.1129127854093883,-0.01518669904535841,29.98481330095464
2013-08-30,41.08,19.44,2.11377290469698,-0.01174526730929415,29.988254732690706
2013-09-03,41.39,19.601,2.11439356299185,-0.05422822820325024,29.94577177179675
2013-09-04,41.5,19.755,2.115157631735598,-0.28493901493673945,29.71506098506326
2013-09-05,41.82,19.8,2.115746299486175,-0.07177672982626859,29.92822327017373
2013-09-06,41.43,19.8,2.116433636710955,-0.47538600687691,29.52461399312309
2013-09-09,41.72,20.03,2.116747798104024,-0.6784583960236006,29.3215416039764
2013-09-10,42.45,20.265,2.1169910936046925,-0.4508245118990928,29.549175488100907
2013-09-11,42.5,20.29,2.1176068400832677,-0.46624278528950214,29.533757214710498
2013-09-12,42.26,20.145,2.1181891433794395,-0.4109202933788083,29.58907970662119
2013-09-13,42.19,20.195,2.1188643157297484,-0.6004648561622759,29.399535143837724
2013-09-16,42.89,20.42,2.1190677894414485,-0.38136426039437765,29.618635739605622
2013-09-17,42.85,20.52,2.119176198570174,-0.6354955946599716,29.36450440534003
2013-09-18,43.31,20.7,2.118283589509159,-0.5384703028395919,29.461529697160408
2013-09-19,42.96,20.62,2.1178035681251615,-0.7091095747408289,29.29089042525917
2013-09-20,42.85,20.425,2.11736383557156,-0.3971563415491133,29.602843658450887
2013-09-23,42.31,20.135,2.116943430928242,-0.3146559817401524,29.685344018259848
2013-09-24,41.73,20.01,2.1165797044579016,-0.6227598862026156,29.377240113797384
2013-09-25,41.81,20.12,2.115981588877089,-0.7635495682070328,29.236450431792967
2013-09-26,41.61,20.12,2.115294072972994,-0.9497167482166375,29.050283251783362
2013-09-27,41.59,20.045,2.1145889394614406,-0.7969352915045746,29.203064708495425
2013-09-30,41.32,19.905,2.113900316592261,-0.757185801768955,29.242814198231045
2013-10-01,41.49,20.045,2.113148215448083,-0.8680559786568267,29.131944021343173
2013-10-02,41.26,20.04,2.1119200951051895,-1.0628787059079983,28.937121294092
2013-10-03,41.0,19.889,2.1109091538724036,-0.9838721613682324,29.016127838631768
2013-10-04,41.3,20.05,2.1102681150249665,-1.0108757062505802,28.98912429374942
2013-10-07,40.62,19.82,2.110067146904846,-1.2015308516540486,28.79846914834595
2013-10-08,40.24,19.57,2.109354018017996,-1.040058132612181,28.95994186738782
2013-10-09,40.36,19.635,2.1083280608079615,-1.0370214739643302,28.96297852603567
2013-10-10,41.44,20.195,2.1074180321201763,-1.1193071586669632,28.880692841333037
2013-10-11,41.43,20.311,2.106140555920933,-1.3478208313100737,28.652179168689926
2013-10-14,41.75,20.41,2.104368514865837,-1.2001613884117361,28.799838611588264
2013-10-15,41.54,20.26,2.102665811539209,-1.0600093417843794,28.93999065821562
2013-10-16,42.21,20.685,2.1011478295869805,-1.252242855006692,28.747757144993308
2013-10-17,42.68,20.871,2.099331730614212,-1.13515254964922,28.86484745035078
2013-10-18,42.68,20.911,2.0975340093568597,-1.1815336696612988,28.8184663303387
2013-10-21,42.62,20.87,2.096256763485702,-1.1288786539466074,28.871121346053393
2013-10-22,42.94,20.91,2.0950877256241776,-0.8682843428015588,29.13171565719844
2013-10-23,42.76,20.74,2.0940762344232278,-0.6711411019377422,29.328858898062258
2013-10-24,42.69,20.77,2.093195168261338,-0.7856636447879879,29.214336355212012
2013-10-25,42.86,20.86,2.0920180033852076,-0.7794955506154295,29.22050444938457
2013-10-28,42.83,20.81,2.0907466166582687,-0.6784370926585694,29.32156290734143
2013-10-29,42.96,20.87,2.089336028130483,-0.6444429070831816,29.35555709291682
2013-10-30,43.1,20.785,2.087977369687744,-0.29860962895975973,29.70139037104024
2013-10-31,42.69,20.565,2.0868342308759265,-0.22574595796343289,29.774254042036567
2013-11-01,42.67,20.619,2.0861317806205704,-0.3439511846155412,29.65604881538446
2013-11-04,42.7,20.629,2.085445283302384,-0.32065074924488357,29.679349250755116
2013-11-05,42.63,20.52,2.0846382382373903,-0.14677664863124562,29.853223351368754
2013-11-06,42.44,20.615,2.083853341750382,-0.5186366401841269,29.481363359815873
2013-11-07,41.71,20.385,2.08281274769318,-0.7481378617254748,29.251862138274525
2013-11-08,42.71,20.86,2.0816153983626404,-0.7124972098446776,29.287502790155322
2013-11-11,42.75,20.865,2.080003956403447,-0.649282550357924,29.350717449642076
2013-11-12,42.28,20.67,2.078559754230084,-0.6838301199358412,29.31616988006416
2013-11-13,42.76,20.845,2.076849268453489,-0.5319230009129754,29.468076999087025
2013-11-14,43.09,21.03,2.0754647070876993,-0.5570227900543117,29.44297720994569
2013-11-15,43.54,21.13,2.073993508289797,-0.2834828301634147,29.716517169836585
2013-11-18,43.41,21.12,2.0730097329647803,-0.371965560216168,29.628034439783832
2013-11-19,43.56,21.15,2.0717429946714225,-0.2573643373005794,29.74263566269942
2013-11-20,43.62,21.085,2.0706503798960827,-0.039663260108909526,29.96033673989109
2013-11-21,44.08,21.389,2.069964767325286,-0.19447640832054702,29.805523591679453
2013-11-22,44.36,21.49,2.0690842171246535,-0.10461982600880049,29.8953801739912
2013-11-25,44.48,21.52,2.0683401451048815,-0.03067992265705044,29.96932007734295
2013-11-26,44.31,21.5,2.0676409841033894,-0.14428115822286713,29.855718841777133
2013-11-27,44.27,21.56,2.066848952551156,-0.29126341700291647,29.708736582997084
2013-11-29,44.02,21.48,2.0660789074404664,-0.3593749318212147,29.640625068178785
2013-12-02,44.18,21.47,2.0650642380698185,-0.15692919135900496,29.843070808640995
2013-12-03,43.73,21.25,2.0645107393519146,-0.1408532112281904,29.85914678877181
2013-12-04,43.75,21.3,2.0641046822492184,-0.21542973190835113,29.78457026809165
2013-12-05,43.25,21.1,2.0634328560201483,-0.28843326202513,29.71156673797487
2013-12-06,44.11,21.39,2.0626932633481756,-0.011008903017476257,29.988991096982524
2013-12-09,44.32,21.48,2.062128669381673,0.025476181681661103,30.02547618168166
2013-12-10,44.11,21.4,2.061721431312552,-0.010838630088606749,29.989161369911393
2013-12-11,43.52,21.11,2.0610859610949768,0.010475361285045892,30.010475361285046
2013-12-12,43.5,21.11,2.0606512991723833,-0.0003489255290105575,29.99965107447099
2013-12-13,43.73,21.13,2.0601254901612354,0.19954839289309234,30.199548392893092
2013-12-16,43.98,21.26,2.0599051408093634,0.18641670639292585,30.186416706392926
2013-12-17,43.59,21.12,2.05944473660298,0.09452716294506303,30.094527162945063
2013-12-18,44.93,21.61,2.0588658993529334,0.4379079149831071,30.437907914983107
2013-12-19,45.02,21.58,2.058820263279942,0.5906587184188581,30.590658718418858
2013-12-20,44.96,21.605,2.0590113519772397,0.4750597405317336,30.475059740531734
2013-12-23,45.21,21.71,2.0592640800762667,0.5033768215442507,30.50337682154425
2013-12-24,45.39,21.75,2.0594428798663036,0.5971173629078947,30.597117362907895
2013-12-26,45.54,21.8,2.0596901777293066,0.6387541255011158,30.638754125501116
2013-12-27,45.5,21.79,2.0600647154797107,0.6111898496971051,30.611189849697105
2013-12-30,45.5,21.75,2.060587955471543,0.6822119684939381,30.682211968493938
2013-12-31,45.4,21.86,2.061136440171466,0.34355741785175553,30.343557417851756
2014-01-02,45.02,21.74,2.061439197316692,0.20431185033512378,30.204311850335124
2014-01-03,45.34,21.89,2.061783397966313,0.2075614185174146,30.207561418517415
2014-01-06,45.42,21.91,2.0620336319399786,0.2408431241950737,30.240843124195074
2014-01-07,45.4,21.915,2.0623245046644856,0.2041584802777976,30.204158480277798
2014-01-08,45.92,21.99,2.062647990351159,0.5623706921780212,30.56237069217802
2014-01-09,46.16,22.07,2.0634575656746605,0.6194915255602353,30.619491525560235
2014-01-10,45.94,22.03,2.0642400407428294,0.464791902435465,30.464791902435465
2014-01-13,45.56,21.7,2.064828918853109,0.7532124608875392,30.75321246088754
2014-01-14,45.59,21.88,2.0658138619319177,0.3899927009296462,30.389992700929646
2014-01-15,46.4,22.14,2.066462797953753,0.6485136533039082,30.648513653303908
2014-01-16,46.39,22.0,2.067399101633402,0.9072197640651538,30.907219764065154
2014-01-17,46.39,21.93,2.068534426178591,1.0270400339034964,31.027040033903496
2014-01-21,46.5,21.95,2.069599064439317,1.072300535556991,31.07230053555699
2014-01-22,46.67,21.96,2.0705834163672536,1.1999881765751113,31.19998817657511
2014-01-23,46.35,21.6,2.071784420815752,1.5994565103797527,31.599456510379753
2014-01-24,45.48,21.11,2.0733152941842934,1.7123141397695676,31.712314139769568
2014-01-27,45.53,20.98,2.074871417652913,1.9991976576418864,31.999197657641886
2014-01-28,45.96,21.26,2.076659514791834,1.8102187155256075,31.810218715525608
2014-01-29,45.59,21.01,2.07810818209981,1.9289470940829858,31.928947094082986
2014-01-30,46.05,21.31,2.0796168659728833,1.7333645861178582,31.733364586117858
2014-01-31,45.34,21.06,2.0811160019235335,1.5116969994903897,31.51169699949039
2014-02-03,44.43,20.53,2.08244526496242,1.677398710321519,31.67739871032152
2014-02-04,44.77,20.73,2.083771485902805,1.5734170972348522,31.573417097234852
2014-02-05,44.23,20.71,2.0853424661879045,1.0425575252484904,31.04255752524849
2014-02-06,44.78,21.03,2.086717451462781,0.8963319957377109,30.89633199573771
2014-02-07,45.37,21.29,2.0880209540234373,0.9160338888410209,30.91603388884102
2014-02-10,45.52,21.31,2.089345621461461,0.9960448066562648,30.996044806656265
2014-02-11,45.97,21.53,2.0907931860527373,0.9552227042845587,30.95522270428456
2014-02-12,45.99,21.53,2.09215760881151,0.9458466822881917,30.94584668228819
2014-02-13,45.98,21.61,2.0935841812894718,0.7376458423345156,30.737645842334516
2014-02-14,46.13,21.64,2.094692391607147,0.8008566456213444,30.800856645621344
2014-02-18,46.13,21.68,2.095950621460671,0.6897905267326507,30.68979052673265
2014-02-19,45.53,21.38,2.097076844371687,0.6944970673333302,30.69449706733333
2014-02-20,45.63,21.44,2.098065811221866,0.6474690074031884,30.64746900740319
2014-02-21,45.6,21.48,2.099179569770402,0.5096228413317689,30.50962284133177
2014-02-24,46.08,21.64,2.1001562310645623,0.6326191597628679,30.632619159762868
2014-02-25,46.08,21.51,2.10120446224617,0.8830920170848842,30.883092017084884
2014-02-26,46.05,21.48,2.102560015032292,0.8870108771063698,30.88701087710637
2014-02-27,46.05,21.59,2.1040714592220264,0.623097195396447,30.623097195396447
2014-02-28,46.42,21.7,2.1054662081818183,0.7313832824545443,30.731383282454544
2014-03-03,46.15,21.53,2.1068302893295305,0.7899438707352004,30.7899438707352
2014-03-04,46.74,21.97,2.1082386698966493,0.4219964223706185,30.42199642237062
2014-03-05,47.09,22.2,2.1094575351121274,0.2600427205107749,30.260042720510775
2014-03-06,47.34,22.27,2.110619244812148,0.3365094180334651,30.336509418033465
2014-03-07,47.95,22.37,2.111682802815918,0.7116557010079205,30.71165570100792
2014-03-10,48.15,22.38,2.11305210509649,0.859893887940558,30.859893887940558
2014-03-11,47.81,22.23,2.1145890597389316,0.802685202003552,30.802685202003552
2014-03-12,48.12,22.19,2.1160691485899408,1.1644255927892075,31.164425592789208
2014-03-13,47.84,21.94,2.1178702204447006,1.373927363443272,31.373927363443272
2014-03-14,47.4,21.8,2.11971059969472,1.1903089266550992,31.1903089266551
2014-03-17,48.13,22.03,2.12145371289996,1.3943747048138775,31.394374704813877
2014-03-18,48.4,22.14,2.1234559122773535,1.3866861021793895,31.38668610217939
2014-03-19,47.81,22.13,2.1252797614372443,0.7775588793937871,30.777558879393787
2014-03-20,49.03,22.48,2.126535165694905,1.2254894751785343,31.225489475178534
2014-03-21,49.12,22.4,2.1282630192088194,1.4469083697224434,31.446908369722443
2014-03-24,48.98,22.39,2.130172896837772,1.2854288398022788,31.28542883980228
2014-03-25,48.96,22.37,2.131913043039162,1.2691052272139487,31.26910522721395
2014-03-26,48.5,22.14,2.1336352310769,1.261315983957438,31.261315983957438
2014-03-27,49.1,22.02,2.135382982138611,2.078866733307784,32.078866733307784
2014-03-28,49.29,22.11,2.1377218274541954,2.02497039498774,32.02497039498774
2014-03-31,49.74,22.34,2.1403254846612834,1.9251286726669292,31.92512867266693
2014-04-01,49.77,22.38,2.142996819100884,1.8097311885222211,31.80973118852222
2014-04-02,49.76,22.43,2.145631766804388,1.6334794705775764,31.633479470577576
2014-04-03,49.83,22.39,2.1481457160729054,1.7330174171276482,31.73301741712765
2014-04-04,49.56,22.17,2.1508001849692797,1.8767598992310681,31.876759899231068
2014-04-07,48.66,21.83,2.1533247439643084,1.6529208392591457,31.652920839259146
2014-04-08,48.83,21.86,2.155650494940841,1.7074801805932225,31.707480180593222
2014-04-09,49.1,22.05,2.158161938487683,1.512529256346589,31.51252925634659
2014-04-10,47.71,21.54,2.160303387306127,1.1770650374260256,31.177065037426026
2014-04-11,48.08,21.28,2.162484617829378,2.062327332590833,32.06232733259083
2014-04-14,48.11,21.45,2.1651804506114796,1.666879334383765,31.666879334383765
2014-04-15,48.78,21.65,2.1674039211787486,1.8557051064800945,31.855705106480094
2014-04-16,49.09,21.82,2.1697016449573745,1.747110107030089,31.74711010703009
2014-04-17,48.93,21.86,2.1719156869919227,1.451923082356572,31.451923082356572
2014-04-21,49.12,21.84,2.173828283912499,1.6435902793510166,31.643590279351017
2014-04-22,49.23,21.9901,2.175553527422701,1.389360376622058,31.389360376622058
2014-04-23,49.59,22.04,2.1769600336218358,1.6098008589747437,31.609800858974744
2014-04-24,49.32,22.03,2.1783118048751353,1.3317909386007685,31.33179093860077
2014-04-25,49.05,21.85,2.179603296964403,1.4256679613277896,31.42566796132779
2014-04-28,48.94,21.72,2.1808449983327476,1.5720466362127254,31.572046636212725
2014-04-29,49.47,21.93,2.182357427526858,1.6109016143360009,31.610901614336
2014-04-30,49.64,21.96,2.184050404393664,1.6782531195151407,31.67825311951514
2014-05-01,49.64,22.0,2.18562976946616,1.5561450717444743,31.556145071744474
2014-05-02,49.58,21.99,2.187211306475357,1.4832233706069005,31.4832233706069
2014-05-05,49.56,21.9,2.1891141871966457,1.6183993003934631,31.618399300393463
2014-05-06,49.09,21.59,2.1912633656590197,1.7806239354217652,31.780623935421765
2014-05-07,49.39,21.88,2.1935455280911573,1.3952238453654786,31.39522384536548
2014-05-08,49.33,21.94,2.1955095116719843,1.1605213139166608,31.16052131391666
2014-05-09,49.08,21.93,2.1973618921577875,0.8918537049797166,30.891853704979717
2014-05-12,49.76,22.15,2.199023463979726,1.0516302728490672,31.051630272849067
2014-05-13,49.81,22.13,2.200982469864742,1.1022579418932636,31.102257941893264
2014-05-14,49.29,21.97,2.2029484822857537,0.8912218441819917,30.89122184418199
2014-05-15,49.03,21.72,2.2048472465935944,1.1407178039871297,31.14071780398713
2014-05-16,49.08,21.745,2.2068927315387885,1.0911175526890418,31.09111755268904
2014-05-19,49.49,21.86,2.208960743660598,1.2021181435793338,31.202118143579334
2014-05-20,48.96,21.73,2.2112386534327935,0.9097840609053947,30.909784060905395
2014-05-21,49.67,21.87,2.2132440802230495,1.2663519655219062,31.266351965521906
2014-05-22,49.99,21.97,2.2153325988179757,1.3191428039690791,31.31914280396908
2014-05-23,50.16,22.04,2.217468621824071,1.2869915749974723,31.286991574997472
2014-05-27,50.55,22.23,2.219803339062976,1.2037717726300343,31.203771772630034
2014-05-28,50.44,22.19,2.2220314986459604,1.1331210450461313,31.13312104504613
2014-05-29,50.27,22.24,2.224147674878927,0.8049557106926741,30.804955710692674
2014-05-30,50.78,22.29,2.2263675187206,1.1542680077178318,31.154268007717832
2014-06-02,51.09,22.35,2.2290337137096636,1.2710964985890172,31.271096498589017
2014-06-03,51.09,22.38,2.2317706958449626,1.1429718269897435,31.142971826989744
2014-06-04,51.04,22.44,2.2341678005387022,0.9052745559115181,30.905274555911518
2014-06-05,51.63,22.65,2.2362890490770937,0.9780530384038357,30.978053038403836
2014-06-06,51.98,22.8,2.2385022451249803,0.9421488111504459,30.942148811150446
2014-06-09,52.51,22.9,2.2404209872220475,1.2043593926151104,31.20435939261511
2014-06-10,52.59,22.89,2.242354006824316,1.262516783791412,31.262516783791412
2014-06-11,52.24,22.74,2.2444482378857584,1.2012470704778622,31.201247070477862
2014-06-12,51.71,22.6,2.246371252956122,0.9420096831916354,30.942009683191635
2014-06-13,51.9,22.61,2.248106816751759,1.0703048732427263,31.070304873242726
