date,PNC,KBE,beta,value,price
2021-09-02,191.71001,51.78,3.67437328167602,1.4509614748156991,31.4509614748157
2021-09-03,191.52,51.59,3.678104857278593,1.766570412997396,31.766570412997396
2021-09-07,192.21001,51.35,3.6812870511024904,3.175919925887115,33.175919925887115
2021-09-08,191.72,50.8,3.6851955149072175,4.51206784271335,34.51206784271335
2021-09-09,192.28,50.96,3.6892845833261103,4.274057633701403,34.2740576337014
2021-09-10,191.66,50.42,3.693562410639054,5.430583255578881,35.43058325557888
2021-09-13,194.46001,51.12,3.6986710082207748,5.383948059754005,35.383948059754005
2021-09-14,188.35001,50.03,3.703276555504058,3.07508392813196,33.07508392813196
2021-09-15,190.17999,50.75,3.7063917229221475,2.080610061701009,32.08061006170101
2021-09-16,189.89999,50.49,3.7092124804952444,2.6218518597951004,32.6218518597951
2021-09-17,188.92,50.52,3.7122340607275914,1.3779352520420503,31.37793525204205
2021-09-20,184.67,49.11,3.7146500853099016,2.243534310430732,32.24353431043073
2021-09-21,183.97,48.94,3.7169511413320824,2.062411143207896,32.062411143207896
2021-09-22,187.67,49.73,3.718679035152182,2.740091581881984,32.740091581881984
2021-09-23,193.61,51.42,3.7196864857552687,2.3437209024640993,32.3437209024641
2021-09-24,194.5,51.84,3.720538054534464,1.6273072529333774,31.627307252933377
2021-09-27,200.2,53.65,3.721146431119682,0.5604939704290643,30.560493970429064
2021-09-28,197.72,53.17,3.7217340879022753,-0.16460145376399282,29.835398546236007
2021-09-29,197.44,53.62,3.7210685484202624,-2.083695566294466,27.916304433705534
2021-09-30,195.64,52.91,3.719656464114114,-1.1670235162777658,28.832976483722234
2021-10-01,198.31,54.13,3.7187311021168385,-2.9849145575844886,27.01508544241551
2021-10-04,198.09,54.25,3.7171738828946728,-3.5666831470360023,26.433316852963998
2021-10-05,200.49001,54.54,3.7155373051075187,-2.155394620564067,27.844605379435933
2021-10-06,200.82001,54.43,3.7139700901648984,-1.3313820076754155,28.668617992324585
2021-10-07,201.8,54.85,3.7121892978719604,-1.8135829882770338,28.186417011722966
2021-10-08,202.75999,55.11,3.7103053302620417,-1.714936750741117,28.285063249258883
2021-10-11,201.05,54.61,3.708626442423367,-1.4780900207400691,28.52190997925993
2021-10-12,203.3,54.61,3.7074738449762603,0.8348533258464386,30.83485332584644
2021-10-13,201.75999,54.45,3.7069270820004734,-0.08218961492579524,29.917810385074205
2021-10-14,202.5,55.18,3.7063811304340533,-2.018110777351069,27.98188922264893
2021-10-15,199.13,55.29,3.705297327536061,-5.735889239468804,24.264110760531196
2021-10-18,200.84,55.46,3.702751961102946,-4.514623762769361,25.48537623723064
2021-10-19,206.83,55.6,3.7004995654999857,1.0822241582008019,31.082224158200802
2021-10-20,212.8,56.86,3.700136857086829,2.410218306042907,32.41021830604291
2021-10-21,212.73,56.55,3.700064968200257,3.491326048275454,33.491326048275454
2021-10-22,216.08,56.97,3.7012547114033483,5.219519091351259,35.21951909135126
2021-10-25,216.56,57.07,3.7030774795037016,5.2253682447237395,35.22536824472374
2021-10-26,216.07001,56.64,3.705103741204887,6.212934098155188,36.21293409815519
2021-10-27,212.91,54.79,3.7073073557474823,9.786629978595442,39.78662997859544
2021-10-28,213.05,55.57,3.710155317856974,6.876668986687974,36.876668986687974
2021-10-29,211.03,55.34,3.711937146963457,5.611398287042277,35.61139828704228
2021-11-01,210.64,56.97,3.713852420240092,-0.9381723810780613,29.06182761892194
