date,TOL,XHB,beta,value,price
2018-12-14,32.22,33.14,0.9151569599674396,1.8916983466790498,31.89169834667905
2018-12-17,31.96,32.72,0.9162479836510663,1.9803659749371114,31.98036597493711
2018-12-18,32.32,33.17,0.9175917017312618,1.8834832535740453,31.883483253574045
2018-12-19,31.98,32.76,0.9188511855658378,1.8784351608631553,31.878435160863155
2018-12-20,32.42,32.41,0.9202626278349181,2.5942882318703084,32.59428823187031
2018-12-21,31.14,31.44,0.9219113554917072,2.155106983340726,32.15510698334073
2018-12-24,31.19,30.74,0.923682132870873,2.7960112355493685,32.79601123554937
2018-12-26,32.81,32.2,0.9260412012121877,2.9914733209675575,32.99147332096756
2018-12-27,32.76,32.41,0.92876683242621,2.658666961066533,32.65866696106653
2018-12-28,33.2,32.37,0.9312823404697762,3.0543906389933504,33.054390638993354
2018-12-31,32.93,32.52,0.9337911920054804,2.5631104359817733,32.56311043598177
2019-01-02,33.46,32.81,0.9364259427359949,2.735864818832006,32.735864818832006
2019-01-03,33.2,32.41,0.9392052388804021,2.760358207886174,32.76035820788617
2019-01-04,34.9,33.66,0.942014835497655,3.191780637148934,33.19178063714894
2019-01-07,35.33,34.42,0.944962749818257,2.804382151255588,32.80438215125559
2019-01-08,35.03,34.69,0.9476654441137156,2.155485743695209,32.15548574369521
2019-01-09,36.31,35.42,0.9499053154641564,2.664353726259584,32.664353726259584
2019-01-10,36.14,35.34,0.9522157514503081,2.488695343746109,32.48869534374611
2019-01-11,35.9,35.39,0.9544676736941021,2.1213890279657264,32.121389027965726
2019-01-14,35.7,35.14,0.9566876929519506,2.0819944696684587,32.08199446966846
2019-01-15,36.11,35.07,0.9588056979978852,2.4846841712141625,32.48468417121416
2019-01-16,35.77,34.72,0.9612325982706683,2.3960041880423972,32.3960041880424
2019-01-17,35.19,34.96,0.9632083053897015,1.5162376435760336,31.516237643576034
2019-01-18,34.95,35.28,0.9651205939800149,0.9005454443850738,30.900545444385074
2019-01-22,34.49,34.67,0.9670352578174725,0.9628876114682328,30.962887611468233
2019-01-23,34.83,34.53,0.9687018199074915,1.3807261585943138,31.380726158594314
2019-01-24,35.42,35.03,0.9706428667250622,1.4183803786210731,31.418380378621073
2019-01-25,34.98,35.22,0.9724231538054011,0.7312565229737729,30.731256522973773
2019-01-28,34.86,35.35,0.9729682221931287,0.4655733454728974,30.465573345472897
2019-01-29,35.16,35.74,0.9735597607611345,0.36497415039704606,30.364974150397046
2019-01-30,35.72,36.03,0.9736040500037192,0.6410460783659957,30.641046078365996
2019-01-31,36.94,36.68,0.9736581735766561,1.226218193208254,31.226218193208254
2019-02-01,36.97,36.59,0.9746352620127486,1.3080957629535206,31.30809576295352
2019-02-04,36.84,36.82,0.9759702333564905,0.9047760078140215,30.90477600781402
2019-02-05,37.31,37.02,0.9769193163667115,1.1444469081043422,31.144446908104342
2019-02-06,36.32,36.64,0.9781396072578296,0.48096479007312354,30.480964790073124
2019-02-07,36.66,36.96,0.9790282942512823,0.4751142444726,30.4751142444726
2019-02-08,36.35,37.01,0.9802368137100692,0.07143552459034197,30.071435524590342
2019-02-11,35.95,37.2,0.9810431609027,-0.5448055855804412,29.45519441441956
2019-02-12,37.46,38.51,0.9815156562188637,-0.3381679209884396,29.66183207901156
2019-02-13,36.62,38.36,0.982134046207909,-1.0546620125353883,28.94533798746461
2019-02-14,36.71,38.29,0.982441277404565,-0.9076765118207888,29.09232348817921
2019-02-15,36.85,38.68,0.983570622337703,-1.194511672022351,28.80548832797765
2019-02-19,37.09,38.87,0.9844665567809887,-1.176215062077027,28.823784937922973
2019-02-20,36.73,38.72,0.9850019654647226,-1.4092761027940597,28.59072389720594
2019-02-21,37.3,38.88,0.985077649979003,-0.999819031183641,29.00018096881636
2019-02-22,37.68,39.21,0.9851741271681308,-0.9486775262624079,29.051322473737592
2019-02-25,37.31,39.05,0.9853327335753933,-1.1672432461191065,28.832756753880894
2019-02-26,37.27,38.84,0.9853334898170262,-1.0003527444932985,28.9996472555067
2019-02-27,36.33,38.85,0.9853864058051276,-1.9522618655292092,28.04773813447079
2019-02-28,35.6,38.37,0.9851311422185874,-2.1994819269271986,27.8005180730728
2019-03-01,35.46,38.62,0.9846137174715484,-2.5657817687511937,27.434218231248806
2019-03-04,35.87,38.89,0.9842388492640486,-2.4070488478788548,27.592951152121145
2019-03-05,35.03,38.38,0.9839416280895412,-2.7336796860765915,27.26632031392341
2019-03-06,34.82,38.08,0.9829445418006999,-2.6105281517706516,27.38947184822935
2019-03-07,35.51,38.08,0.9820493162904793,-1.8864379643414537,28.113562035658546
2019-03-08,35.59,38.08,0.9813365368740644,-1.7792953241643659,28.220704675835634
2019-03-11,36.38,38.48,0.9808673026854323,-1.363773807335427,28.636226192664573
2019-03-12,36.11,38.53,0.9805773881371138,-1.671646764922997,28.328353235077003
2019-03-13,35.73,38.36,0.9798655936525426,-1.8576441725115345,28.142355827488466
2019-03-14,36.15,38.15,0.9790388202900903,-1.2003309940669453,28.799669005933055
2019-03-15,35.93,37.97,0.9785489328749535,-1.2255029812619824,28.774497018738018
2019-03-18,36.0,38.21,0.9779811323960954,-1.3686590688548037,28.631340931145196
2019-03-19,35.3,37.8,0.9773690918508074,-1.6445516719605209,28.35544832803948
2019-03-20,34.88,37.57,0.9766013075460122,-1.8109111245036758,28.189088875496324
2019-03-21,35.74,38.32,0.9754349016718387,-1.6386654320648546,28.361334567935145
2019-03-22,35.46,37.68,0.9744662826427163,-1.2578895299775468,28.742110470022453
2019-03-25,36.46,38.17,0.973407692069264,-0.6949716062838078,29.305028393716192
2019-03-26,36.45,38.2,0.9724979157111312,-0.6994203801652148,29.300579619834785
2019-03-27,37.16,38.57,0.9716760715726391,-0.31754608055669564,29.682453919443304
2019-03-28,36.41,38.56,0.970836133979243,-1.0254413262396156,28.974558673760384
2019-03-29,36.2,38.55,0.9698193183000878,-1.18653472046838,28.81346527953162
2019-04-01,36.19,38.93,0.9686160930376344,-1.5182245019551104,28.48177549804489
2019-04-02,36.01,38.91,0.9672018533332866,-1.6238241131981823,28.376175886801818
2019-04-03,36.53,39.2,0.9655020640179313,-1.3176809095029043,28.682319090497096
