date,PG,XLP,beta,value,price
2010-07-07,60.82,26.09,2.293281543787414,0.988284522586369,30.98828452258637
2010-07-08,61.95,26.48,2.2950455704971504,1.1771932932354616,31.17719329323546
2010-07-09,61.75,26.48,2.2966382062110946,0.9350202995302155,30.935020299530215
2010-07-12,62.09,26.57,2.2980525543504298,1.030743630909086,31.030743630909086
2010-07-13,62.39,26.81,2.2996032372821955,0.7376372084643421,30.737637208464342
2010-07-14,62.66,26.82,2.300922511422941,0.9492582436367272,30.949258243636727
2010-07-15,62.73,26.9,2.302326993045981,0.7974038870631119,30.797403887063112
2010-07-16,61.99,26.52,2.303806809044519,0.893043424139357,30.893043424139357
2010-07-19,61.86,26.57,2.3050824730616193,0.6139586907527743,30.613958690752774
2010-07-20,62.07,26.89,2.306238400207902,0.05524941840951669,30.055249418409517
2010-07-21,61.11,26.6,2.306995977231861,-0.2560929943675063,29.743907005632494
2010-07-22,61.37,26.9,2.307220587282876,-0.6942337979093693,29.30576620209063
2010-07-23,61.91,27.15,2.3069714105270025,-0.7242737958081165,29.275726204191884
2010-07-26,62.52,27.29,2.3069864821313257,-0.43766109736387193,29.562338902636128
2010-07-27,63.08,27.39,2.3079519543735976,-0.13480403029284105,29.86519596970716
2010-07-28,62.7,27.24,2.3089080892966067,-0.1946563524395586,29.80534364756044
2010-07-29,61.67,26.91,2.309752144668878,-0.48543021303949985,29.5145697869605
2010-07-30,61.16,26.98,2.3106288530424184,-1.180766455084452,28.819233544915548
2010-08-02,62.06,27.29,2.310942184508941,-1.0056122152489948,28.994387784751005
2010-08-03,59.94,27.05,2.311221279583169,-2.578535612724721,27.42146438727528
2010-08-04,59.55,27.15,2.3105199683218887,-3.1806171399392795,26.81938286006072
2010-08-05,59.86,27.03,2.3092441810588213,-2.5588702140199473,27.441129785980053
2010-08-06,60.02,27.09,2.3083662558035547,-2.513641869718292,27.486358130281708
2010-08-09,60.38,27.23,2.30736445819679,-2.4495341966985933,27.550465803301407
2010-08-10,60.78,27.29,2.3062941651677633,-2.158767767428259,27.84123223257174
2010-08-11,60.27,26.84,2.305133448356848,-1.5997817538978012,28.4002182461022
2010-08-12,59.99,26.81,2.3042185930501056,-1.7861004796733226,28.213899520326677
2010-08-13,59.82,26.8,2.303041117446503,-1.901501947566281,28.09849805243372
2010-08-16,59.77,26.77,2.3016591498541414,-1.8454154415953639,28.154584558404636
2010-08-17,60.29,27.03,2.300136920345663,-1.8827009569432747,28.117299043056725
2010-08-18,60.75,27.05,2.298547445041622,-1.4257083883758739,28.574291611624126
2010-08-19,60.19,26.73,2.2972342983387506,-1.2150727945948034,28.784927205405197
2010-08-20,59.98,26.73,2.2958261338279846,-1.3874325572220343,28.612567442777966
2010-08-23,60.03,26.79,2.2944268028620654,-1.4376940486747287,28.56230595132527
2010-08-24,59.66,26.66,2.293400637333845,-1.48206099132031,28.51793900867969
2010-08-25,59.67,26.72,2.2920638638865154,-1.5739464430476886,28.42605355695231
2010-08-26,59.54,26.52,2.290519049309331,-1.2045651876834569,28.795434812316543
2010-08-27,59.8,26.69,2.2894595557460975,-1.305675542863348,28.694324457136652
2010-08-30,59.37,26.46,2.2883332915605994,-1.179298894693467,28.820701105306533
2010-08-31,59.67,26.48,2.2869002849354585,-0.8871195450909397,29.11288045490906
2010-09-01,59.8,26.95,2.285463650216187,-1.7932453733262435,28.206754626673757
2010-09-02,60.07,27.12,2.2830630882435234,-1.846670953164356,28.153329046835644
2010-09-03,60.29,27.29,2.2809293835434037,-1.9565628768994827,28.043437123100517
2010-09-07,60.14,27.18,2.2790346919716136,-1.8041629277884539,28.195837072211546
2010-09-08,60.37,27.3,2.277464379281463,-1.8047775543839393,28.19522244561606
2010-09-09,60.29,27.39,2.2759249201879332,-2.047583563947491,27.95241643605251
2010-09-10,60.4,27.52,2.2741690921220625,-2.185133415199161,27.81486658480084
2010-09-13,60.48,27.55,2.272487680005784,-2.1270355841593585,27.87296441584064
2010-09-14,60.64,27.6,2.270797161653835,-2.0340016616458527,27.965998338354147
2010-09-15,61.11,27.79,2.2690179298383453,-1.9460082702076136,28.053991729792386
2010-09-16,61.11,27.82,2.267286627733639,-1.9659139835498465,28.034086016450154
2010-09-17,60.97,27.55,2.2653521336958,-1.440451283319284,28.559548716680716
2010-09-20,61.43,27.85,2.263563900423099,-1.6102546267833162,28.389745373216684
2010-09-21,61.52,27.8,2.261512366537328,-1.350043789737711,28.64995621026229
2010-09-22,61.79,27.85,2.259893099831768,-1.1480228303147442,28.851977169685256
2010-09-23,61.22,27.67,2.2581737842273495,-1.2636686095707645,28.736331390429235
2010-09-24,61.64,28.04,2.255996886920387,-1.6181527092476529,28.381847290752347
2010-09-27,61.04,27.88,2.2535269311288726,-1.7883308398729696,28.21166916012703
2010-09-28,60.62,28.06,2.2512443956788046,-2.5499177427472546,27.450082257252745
2010-09-29,60.25,27.98,2.2484085296060363,-2.6604706583768944,27.339529341623106
2010-09-30,59.97,27.88,2.2456854147463696,-2.6397093631287873,27.360290636871213
2010-10-01,60.16,27.93,2.2427022461217394,-2.478673734180184,27.521326265819816
2010-10-04,59.96,27.8475,2.2396040297951334,-2.407373219719979,27.59262678028002
2010-10-05,60.82,28.11,2.236630879073984,-2.051694010769694,27.948305989230306
2010-10-06,60.87,28.23,2.2337392241643257,-2.1884582981589205,27.81154170184108
2010-10-07,60.8,28.13,2.2308419457927635,-1.9535839351504407,28.04641606484956
2010-10-08,61.86,28.19,2.22790613676644,-0.944673995445946,29.055326004554054
2010-10-11,62.14,28.22,2.2256223148671026,-0.6670617255496296,29.33293827445037
2010-10-12,62.02,28.29,2.223442433285316,-0.8811864376415812,29.11881356235842
2010-10-13,62.63,28.53,2.2212363356464238,-0.7418726559924664,29.258127344007534
2010-10-14,62.8,28.54,2.2193634167055483,-0.5406319127763481,29.459368087223652
2010-10-15,62.76,28.61,2.217794632336963,-0.6911044311605039,29.308895568839496
2010-10-18,63.35,28.71,2.2163358982933525,-0.2810036400021545,29.718996359997846
2010-10-19,63.18,28.36,2.215114360522605,0.35935673557892756,30.359356735578928
2010-10-20,63.37,28.61,2.214091670852113,0.0248372969210493,30.02483729692105
2010-10-21,63.51,28.71,2.212635330920302,-0.014760350721871873,29.985239649278128
2010-10-22,63.4,28.81,2.2111696231765863,-0.30379684371744986,29.69620315628255
2010-10-25,63.54,28.88,2.209695891320536,-0.2760173413370808,29.72398265866292
2010-10-26,62.86,28.72,2.2086090090917727,-0.571250741115712,29.428749258884288
2010-10-27,63.08,28.57,2.207182913473737,0.02078416205532818,30.020784162055328
2010-10-28,63.19,28.67,2.2070566326769696,-0.08631365884872366,29.913686341151276
2010-10-29,63.57,28.77,2.2072226188617847,0.06820525534645583,30.068205255346456
2010-11-01,63.62,28.65,2.2071484251885383,0.3851976183483785,30.38519761834838
2010-11-02,64.02,28.82,2.207253731975754,0.4069474444587655,30.406947444458766
2010-11-03,64.31,28.91,2.2073447430538544,0.49566347831306956,30.49566347831307
2010-11-04,65.0,29.26,2.207335019023814,0.4133773433631944,30.413377343363194
2010-11-05,65.0,29.11,2.20700250623785,0.7541570434161855,30.754157043416186
2010-11-08,64.75,29.06,2.2070016947434037,0.6145307507566855,30.614530750756686
2010-11-09,64.81,28.91,2.2069982451885335,1.0056807315994973,31.005680731599497
2010-11-10,64.57,28.82,2.2072258381683323,0.9577513439886545,30.957751343988654
2010-11-11,64.36,28.85,2.207452308014863,0.6750009137711999,30.6750009137712
2010-11-12,64.33,28.71,2.2072687910633437,0.9593130085713995,30.9593130085714
2010-11-15,64.29,28.72,2.207178282261692,0.8998397334442103,30.89983973344421
2010-11-16,63.45,28.4,2.2071696151749363,0.7663829290318134,30.766382929031813
2010-11-17,63.27,28.41,2.207120017172983,0.565720312115559,30.56572031211556
2010-11-18,64.02,28.79,2.2069987830804068,0.4805050351150868,30.480505035115087
2010-11-19,64.05,28.81,2.206896745110969,0.46930477335298804,30.469304773352988
2010-11-22,63.56,28.81,2.20661630967978,-0.012615881874452839,29.987384118125547
2010-11-23,62.61,28.47,2.2061021898369586,-0.19772934465820668,29.802270655341793
2010-11-24,62.6,28.69,2.2054330735292873,-0.6738748795552567,29.326125120444743
2010-11-26,62.13,28.5,2.2043282857806767,-0.6933561447492878,29.306643855250712
2010-11-29,62.13,28.45,2.203696132462296,-0.5651549685523207,29.43484503144768
2010-11-30,61.07,28.32,2.203189488592494,-1.324326316939434,28.675673683060566
2010-12-01,62.15,28.78,2.2023172555552715,-1.2326906148807169,28.767309385119283
2010-12-02,62.36,28.8,2.2014236723569396,-1.041001763879862,28.958998236120138
2010-12-03,62.33,28.81,2.200650238981656,-1.0707333850615015,28.9292666149385
2010-12-06,62.06,28.74,2.200005035307227,-1.1681447147296922,28.831855285270308
2010-12-07,62.15,28.9,2.199394380339284,-1.4124975918053053,28.587502408194695
2010-12-08,62.63,29.01,2.1986180062798035,-1.1519083621771031,28.848091637822897
2010-12-09,62.87,29.09,2.1979547064242393,-1.0685024098811198,28.93149759011888
2010-12-10,63.2,29.14,2.1973001619767905,-0.829326720003678,29.170673279996322
2010-12-13,63.19,29.14,2.196815586973219,-0.8252062043996062,29.174793795600394
2010-12-14,63.55,29.28,2.196071243989149,-0.7509660240022953,29.249033975997705
2010-12-15,63.64,29.31,2.1954688724051086,-0.709192650193728,29.290807349806272
2010-12-16,64.5,29.5675,2.1947695941760084,-0.39384997579912806,29.606150024200872
2010-12-17,64.81,29.36,2.194155397837829,0.3895975194813417,30.38959751948134
2010-12-20,64.97,29.33,2.194102391738529,0.6169768503089443,30.616976850308944
2010-12-21,64.87,29.26,2.1944026073212517,0.661779709780177,30.661779709780177
2010-12-22,64.95,29.3875,2.1948736312332566,0.4481511621326746,30.448151162132675
2010-12-23,65.24,29.4,2.1956890135805116,0.6867430007329602,30.68674300073296
2010-12-27,64.67,29.26,2.1967658295054515,0.3926318286704884,30.39263182867049
2010-12-28,64.76,29.34,2.197714023585947,0.27907054798832576,30.279070547988326
2010-12-29,64.4,29.35,2.1985654070747436,-0.1278946976437254,29.872105302356275
2010-12-30,64.28,29.3,2.1991971969225226,-0.15647786982991363,29.843522130170086
2010-12-31,64.33,29.31,2.1996686579690308,-0.14228836507228948,29.85771163492771
2011-01-03,64.77,29.35,2.2002787055083526,0.1918199933298439,30.191819993329844
2011-01-04,64.95,29.27,2.2010067422898723,0.5265326531754368,30.526532653175437
2011-01-05,64.8,29.28,2.201419568201748,0.34243504305281647,30.342435043052816
2011-01-06,64.69,29.18,2.2016106432436278,0.44700143015093374,30.447001430150934
2011-01-07,64.5,29.0325,2.2020192399593865,0.569876415879115,30.569876415879115
2011-01-10,64.36,29.0525,2.2024588530236326,0.37306417253091695,30.373064172530917
2011-01-11,64.04,29.03,2.202707686139337,0.09539587137504668,30.095395871375047
2011-01-12,64.97,29.27,2.202910510492981,0.49080935787044666,30.490809357870447
2011-01-13,65.48,29.33,2.2031365671148015,0.8620044865228778,30.862004486522878
2011-01-14,65.53,29.33,2.2032449775372855,0.9088248088314259,30.908824808831426
2011-01-18,65.5,29.3475,2.2035837139580927,0.8303269546148755,30.830326954614875
2011-01-19,65.35,29.29,2.203927437591908,0.7969653529330145,30.796965352933015
2011-01-20,65.8,29.44,2.204444483778034,0.9011543975746719,30.901154397574672
2011-01-21,65.91,29.49,2.2050411660721063,0.8833360125335901,30.88333601253359
2011-01-24,66.58,29.54,2.2058231945043296,1.4199828343421075,31.419982834342107
2011-01-25,66.7,29.635,2.206618775779907,1.3068525797624488,31.30685257976245
2011-01-26,66.11,29.56,2.2074253346848836,0.8585071067148391,30.85850710671484
2011-01-27,64.18,29.26,2.207890620036083,-0.42287954225578517,29.577120457744215
2011-01-28,64.2,28.98,2.207441093149346,0.22835712053196033,30.22835712053196
2011-01-31,63.13,28.88,2.2073434220399157,-0.6180780285127625,29.381921971487237
2011-02-01,62.92,29.09,2.2067090402278247,-1.273165980227418,28.726834019772582
2011-02-02,62.79,28.98,2.2057297466311145,-1.1320480573697012,28.8679519426303
2011-02-03,62.9,29.13,2.2046286153388426,-1.3208315648204874,28.679168435179513
2011-02-04,63.61,29.3,2.2034782902276717,-0.9519139036707855,29.048086096329214
2011-02-07,64.55,29.34,2.2022975531754967,-0.06541021016907678,29.934589789830923
2011-02-08,64.64,29.48,2.201635417163667,-0.26421209798490963,29.73578790201509
2011-02-09,64.39,29.53,2.201003494811795,-0.6056332017923154,29.394366798207685
2011-02-10,64.58,29.42,2.2000086356889046,-0.1442540619675725,29.855745938032427
2011-02-11,64.73,29.58,2.199301241139537,-0.32533071290750115,29.6746692870925
2011-02-14,64.54,29.45,2.1985607757344297,-0.20761484537894148,29.79238515462106
2011-02-15,63.92,29.44,2.1979905269382862,-0.7888411130631425,29.211158886936857
2011-02-16,63.76,29.52,2.19711851998839,-1.0989387100572614,28.90106128994274
2011-02-17,64.0,29.72,2.1960602628644184,-1.2669110123305103,28.73308898766949
2011-02-18,64.3,29.8,2.195160019075059,-1.1157685684367635,28.884231431563236
2011-02-22,64.07,29.59,2.1944477653936834,-0.8637093779991005,29.1362906220009
2011-02-23,64.15,29.52,2.194150090261116,-0.6213106645081297,29.37868933549187
2011-02-24,63.05,29.4,2.1940167186322697,-1.4540915277887336,28.545908472211266
2011-02-25,62.84,29.55,2.193345363702193,-1.9733554973998082,28.026644502600192
2011-02-28,63.05,29.72,2.1927876892324614,-2.119650123988748,27.880349876011252
2011-03-01,62.74,29.49,2.192100389954134,-1.9050404997474075,28.094959500252592
2011-03-02,62.41,29.41,2.1914423385134,-2.0403191756790875,27.959680824320913
2011-03-03,62.55,29.71,2.1907291353744665,-2.5365626119753983,27.4634373880246
2011-03-04,62.03,29.58,2.189771826689175,-2.743450633465784,27.256549366534216
2011-03-07,61.71,29.5,2.1888362161921133,-2.860668377667345,27.139331622332655
2011-03-08,62.05,29.76,2.187691588727947,-3.055701680543706,26.944298319456294
2011-03-09,62.0,29.91,2.186367496913646,-3.3942518326871465,26.605748167312854
2011-03-10,61.49,29.71,2.1846952280748173,-3.4172952261028158,26.582704773897184
2011-03-11,61.49,29.73,2.1830021604939147,-3.410654231484081,26.58934576851592
2011-03-14,61.35,29.52,2.181255175369797,-3.04065277691641,26.95934722308359
2011-03-15,60.66,29.26,2.1796903767951155,-3.117740425025083,26.882259574974917
2011-03-16,59.73,28.8425,2.1779017839219357,-3.0861322027684324,26.913867797231568
2011-03-17,60.43,28.98,2.1756935339389076,-2.621598613549544,27.378401386450456
2011-03-18,60.6,29.05,2.17357232768847,-2.5422761193500563,27.457723880649944
2011-03-21,61.3,29.41,2.171428525138568,-2.5617129243252847,27.438287075674715
2011-03-22,60.93,29.37,2.169329037854378,-2.7831938417830884,27.21680615821691
2011-03-23,60.91,29.42,2.1669213853592404,-2.840827157268862,27.159172842731138
2011-03-24,61.14,29.69,2.1645933119620593,-3.1267754321535364,26.873224567846464
2011-03-25,60.88,29.69,2.1620941325018994,-3.3125747939813905,26.68742520601861
2011-03-28,60.66,29.68,2.15966379980688,-3.438821578268204,26.561178421731796
2011-03-29,61.28,29.82,2.157130327095045,-3.0456263539742423,26.954373646025758
2011-03-30,61.97,29.98,2.154756788854882,-2.6296085298693725,27.370391470130627
2011-03-31,61.6,29.92,2.1523756130773917,-2.7990783432755606,27.20092165672444
2011-04-01,62.08,30.07,2.149666359152531,-2.560467419716616,27.439532580283384
2011-04-04,62.26,30.13,2.147140903058075,-2.4333554091398,27.5666445908602
2011-04-05,61.67,30.16,2.144592234505312,-3.010901792680201,26.9890982073198
2011-04-06,61.76,30.3,2.141605433771702,-3.1306446432825723,26.869355356717428
2011-04-07,62.13,30.34,2.13859793588274,-2.7550613746823345,27.244938625317666
2011-04-08,61.9,30.25,2.135913727811228,-2.711390266289648,27.288609733710352
2011-04-11,62.19,30.41,2.132976621132254,-2.6738190486318416,27.32618095136816
2011-04-12,62.89,30.51,2.1297920099247714,-2.089954222804778,27.910045777195222
2011-04-13,62.99,30.53,2.126865811446047,-1.9432132234478061,28.056786776552194
2011-04-14,63.3,30.71,2.1240165800916655,-1.928549174615057,28.071450825384943
2011-04-15,64.18,30.84,2.121146221172734,-1.2361494609671126,28.763850539032887
2011-04-18,64.0,30.67,2.118551173018575,-0.9759644764797031,29.024035523520297
2011-04-19,63.86,30.73,2.11606659606087,-1.166726496950531,28.83327350304947
2011-04-20,63.72,30.89,2.113114049185595,-1.5540929793430394,28.44590702065696
2011-04-21,63.27,30.9,2.109925317273359,-1.9266923037467976,28.073307696253202
2011-04-25,63.37,30.82,2.106717817316925,-1.559043129707625,28.440956870292375
2011-04-26,63.83,31.03,2.104415917971814,-1.4700259346654008,28.5299740653346
2011-04-27,64.02,31.23,2.1018101908672238,-1.6195322607834015,28.3804677392166
2011-04-28,64.5,31.43,2.0995486550069256,-1.4888142268676745,28.511185773132325
2011-04-29,64.9,31.52,2.0976724730969414,-1.2186363520155794,28.78136364798442
2011-05-02,65.18,31.56,2.0958777244386204,-0.9659009832828502,29.03409901671715
2011-05-03,65.71,31.64,2.0943120255164205,-0.5540324873395548,29.445967512660445
2011-05-04,66.47,31.6,2.0927677418166573,0.3385393585936214,30.33853935859362
2011-05-05,65.88,31.36,2.0912585528466567,0.298131782728845,30.298131782728845
2011-05-06,65.27,31.44,2.089805715350442,-0.43349169061791315,29.566508309382087
2011-05-09,65.14,31.55,2.0880997714077325,-0.7395477879139634,29.260452212086037
2011-05-10,65.73,31.74,2.0859713107366797,-0.4787294027822071,29.521270597217793
2011-05-11,65.92,31.68,2.084053427225288,-0.102812574497122,29.897187425502878
2011-05-12,66.84,32.15,2.0822915165610616,-0.10567225743812969,29.89432774256187
2011-05-13,66.86,32.11,2.0808264034779618,0.04466418432264163,30.04466418432264
2011-05-16,66.94,32.12,2.079601342974501,0.1432048636590224,30.143204863659022
2011-05-17,67.42,32.19,2.0785036673411894,0.5129669482871151,30.512966948287115
2011-05-18,67.38,32.24,2.0775313847476995,0.40038815573416286,30.400388155734163
2011-05-19,67.46,32.42,2.0763806442025126,0.1437395149545324,30.143739514954532
2011-05-20,67.36,32.32,2.074951370203013,0.29757171503861457,30.297571715038615
2011-05-23,67.05,32.098,2.0740469845247995,0.47723989072298423,30.477239890722984
2011-05-24,67.01,32.07,2.073502090860241,0.5127879461120699,30.51278794611207
2011-05-25,66.38,31.86,2.0730408074853095,0.332919873518037,30.332919873518037
2011-05-26,66.19,31.91,2.0723884220220503,0.060085453276371936,30.060085453276372
2011-05-27,66.2,32.04,2.071661735810302,-0.17604201536207142,29.82395798463793
2011-05-31,67.0,32.31,2.0710370844451207,0.0847918015781488,30.08479180157815
2011-06-01,66.4,31.98,2.070685019063593,0.17949309034629835,30.1794930903463
2011-06-02,66.01,31.61,2.0704622021009857,0.562689791587843,30.562689791587843
2011-06-03,65.43,31.31,2.070548045644649,0.6011406908660462,30.601140690866046
2011-06-06,65.5,31.15,2.0708407612115813,0.993310288259238,30.993310288259238
2011-06-07,65.06,31.08,2.071399274345468,0.680910553342855,30.680910553342855
2011-06-08,64.85,31.1,2.0718165081216746,0.41650659741591767,30.416506597415918
2011-06-09,65.01,31.27,2.071944423684833,0.2202978713752799,30.22029787137528
2011-06-10,64.7,30.91,2.072046386245085,0.6530462011644289,30.65304620116443
2011-06-13,64.77,31.05,2.072412923556793,0.42157872356156645,30.421578723561566
2011-06-14,64.76,31.38,2.0724531491175946,-0.27357981931011466,29.726420180689885
2011-06-15,63.76,30.91,2.0721067733275036,-0.28882036355313545,29.711179636446865
2011-06-16,64.26,31.16,2.0717707771581035,-0.29637741624650005,29.7036225837535
2011-06-17,64.69,31.135,2.0715704359992313,0.1916544751639293,30.19165447516393
2011-06-20,65.09,31.37,2.0716908878612474,0.10105684779266255,30.101056847792663
2011-06-21,64.22,31.34,2.071932770705949,-0.7143730339244456,29.285626966075554
2011-06-22,64.06,31.14,2.0718726224374273,-0.45811346270149045,29.54188653729851
2011-06-23,63.46,30.86,2.0720513946522967,-0.4835060389698711,29.51649396103013
2011-06-24,62.59,30.61,2.0720555700267367,-0.835620998518408,29.164379001481592
2011-06-27,62.82,30.75,2.071696112766381,-0.8846554675662119,29.115344532433788
2011-06-28,62.72,30.81,2.0714289052761696,-1.1007245715587857,28.899275428441214
2011-06-29,62.55,30.99,2.0709578438130185,-1.6289835797654462,28.371016420234554
2011-06-30,63.57,31.23,2.070169685625741,-1.081399282091887,28.918600717908113
2011-07-01,64.27,31.47,2.069988524954376,-0.8725388803142096,29.12746111968579
2011-07-05,64.26,31.46,2.070016513940535,-0.8627195285692295,29.13728047143077
2011-07-06,64.7,31.63,2.0699032144352834,-0.7710386725880056,29.228961327411994
2011-07-07,64.95,31.85,2.0698562841931962,-0.9749226515532996,29.0250773484467
2011-07-08,64.93,31.74,2.0697191603322604,-0.7628861489459382,29.237113851054062
2011-07-11,64.72,31.51,2.069442824732007,-0.48814340730554306,29.511856592694457
2011-07-12,64.53,31.41,2.069281297918547,-0.4661255676215603,29.53387443237844
2011-07-13,64.64,31.41,2.0691627213322463,-0.35240107704585455,29.647598922954145
2011-07-14,64.6,31.27,2.068785665238816,-0.09092775201779091,29.90907224798221
2011-07-15,64.83,31.36,2.068453709496996,-0.036708329825799524,29.9632916701742
2011-07-18,64.55,31.16,2.0682811310505844,0.10235995646378626,30.102359956463786
2011-07-19,64.61,31.59,2.068422655684151,-0.731471693062332,29.268528306937668
2011-07-20,64.2,31.54,2.0683688921142838,-1.0363548572845076,28.963645142715492
2011-07-21,64.49,31.8,2.0680152192752583,-1.272883972953224,28.727116027046776
2011-07-22,64.25,31.74,2.067513387433256,-1.37287491713154,28.62712508286846
2011-07-25,63.31,31.45,2.067069918029875,-1.6993489220395617,28.30065107796044
2011-07-26,63.09,31.37,2.066420417739631,-1.7336085044922243,28.266391495507776
2011-07-27,62.2,31.03,2.0656318537162717,-1.8965564208159122,28.103443579184088
2011-07-28,61.92,31.029,2.064650368645197,-2.144036288691808,27.855963711308192
2011-07-29,61.49,30.83,2.063329092364884,-2.122435917609373,27.877564082390627
2011-08-01,61.43,30.72,2.0615557750866893,-1.9009934106630908,28.09900658933691
2011-08-02,60.87,30.32,2.0599253751928144,-1.5869373758461336,28.413062624153866
2011-08-03,60.73,30.44,2.0588475552718406,-1.9413195824748328,28.058680417525167
