date,ADI,XSD,beta,value,price
2011-02-09,39.81,30.729996,1.3439810712153981,-1.4905329425248937,28.509467057475106
2011-02-10,39.99,30.7949985,1.3427487226455146,-1.3599448997455355,28.640055100254465
2011-02-11,40.59,31.1649935,1.3415640565537954,-1.2198351023326666,28.780164897667333
2011-02-14,40.99,31.5449985,1.340349410782719,-1.2913201526167484,28.70867984738325
2011-02-15,41.0,31.2549975,1.3390085070849487,-0.8507075414188066,29.149292458581193
2011-02-16,40.84,31.509995,1.3379475774859124,-1.3187214768432085,28.68127852315679
2011-02-17,41.19,31.8699955,1.336531278218278,-1.4052458224257762,28.594754177574224
2011-02-18,41.12,31.684998,1.3347833540889604,-1.1726079047420086,28.82739209525799
2011-02-22,40.06,30.4249955,1.3331955045919222,-0.5024672278294631,29.497532772170537
2011-02-23,39.21,29.7999955,1.3321584001776958,-0.4883143305825328,29.511685669417467
2011-02-24,39.27,30.219994,1.3312480579058386,-0.9603083224260871,29.039691677573913
2011-02-25,39.99,30.9149935,1.3300115934309242,-1.1272997658416628,28.872700234158337
2011-02-28,39.88,30.4549945,1.3285750639812235,-0.5817462663853092,29.41825373361469
2011-03-01,39.17,29.804993,1.3274556841583252,-0.39480737414908873,29.60519262585091
2011-03-02,39.74,30.064995,1.3265236060543635,-0.1419255834064046,29.858074416593595
2011-03-03,40.96,30.654999,1.325734287839158,0.3196167320248975,30.319616732024897
2011-03-04,40.63,30.2849965,1.3254937062812748,0.4874277444995698,30.48742774449957
2011-03-07,39.62,29.5499955,1.3250122508872177,0.46589394883783797,30.465893948837838
2011-03-08,39.82,29.484993,1.324484528875244,0.7675829375051322,30.767582937505132
2011-03-09,38.51,28.554993,1.3241813350929197,0.6980112456910206,30.69801124569102
2011-03-10,37.92,27.984993,1.3240476543273432,0.866535661982887,30.866535661982887
2011-03-11,38.15,28.304993,1.3238487232117109,0.6784711564335879,30.678471156433588
2011-03-14,38.17,28.229996,1.3234131618915295,0.8100517334547703,30.81005173345477
2011-03-15,37.6,27.9599995,1.323076153546423,0.60679140838009,30.60679140838009
2011-03-16,36.54,27.5,1.3227137265947138,0.16537251864536984,30.16537251864537
2011-03-17,37.36,27.6199955,1.3220050316104939,0.8462269759408017,30.8462269759408
2011-03-18,37.82,27.625,1.321576248962127,1.3114561224212409,31.31145612242124
2011-03-21,38.12,28.2849965,1.3212529453252257,0.7483650658613001,30.7483650658613
2011-03-22,37.97,28.064995,1.3208523975984359,0.9002840656618858,30.900284065661886
2011-03-23,38.38,28.364998,1.3204157112074741,0.9264109924314212,30.92641099243142
2011-03-24,39.1,29.029999,1.319826744122086,0.7854309379625946,30.785430937962595
2011-03-25,39.02,29.07,1.3193823873603998,0.6655539994331789,30.66555399943318
2011-03-28,38.96,29.0999985,1.3188626107304993,0.5811000060363867,30.581100006036387
2011-03-29,39.5,29.359993,1.3181956919602542,0.7977837114167841,30.797783711416784
2011-03-30,39.5,29.404999,1.3177685753735287,0.7510163589099648,30.751016358909965
2011-03-31,39.38,29.2849965,1.3174209176214242,0.7993330384298076,30.799333038429808
2011-04-01,39.16,28.894997,1.31750719505248,1.090633551480174,31.090633551480174
2011-04-04,38.5,28.489998,1.3179237467263238,0.9523550916145282,30.95235509161453
2011-04-05,38.38,29.234993,1.3184619599945664,-0.1652261712074221,29.834773828792578
2011-04-06,39.28,29.4599995,1.3186327773762383,0.4330790378124121,30.433079037812412
2011-04-07,39.33,29.469994,1.3193540160279917,0.4486450637791748,30.448645063779175
2011-04-08,39.06,29.2649995,1.319939205863296,0.43197980038025463,30.431979800380255
2011-04-11,38.44,28.904999,1.3209447573551272,0.25809310959480314,30.258093109594803
2011-04-12,37.75,28.304993,1.3220554707546242,0.3292291546786572,30.329229154678657
2011-04-13,37.85,28.5149995,1.3231603214935317,0.12008409419210864,30.12008409419211
