date,NTRS,KBE,beta,value,price
2012-12-11,47.95,23.49,2.0173377660967855,0.5627358743865116,30.56273587438651
2012-12-12,47.72,23.56,2.017677179399235,0.1835256533540246,30.183525653354025
2012-12-13,47.55,23.42,2.018227693268252,0.28310742365752617,30.283107423657526
2012-12-14,47.12,23.29,2.018574909798684,0.10739035078864845,30.10739035078865
2012-12-17,48.7,23.85,2.018684651499176,0.5543710617446536,30.554371061744654
2012-12-18,49.49,24.259,2.019727425094037,0.49343239464376154,30.49343239464376
2012-12-19,49.6,24.1799,2.02052519291933,0.7439028877298952,30.743902887729895
2012-12-20,50.21,24.4,2.021207183552175,0.892544721326928,30.892544721326928
2012-12-21,50.16,23.93,2.022233393226703,1.7679549000849875,31.767954900084987
2012-12-24,50.17,23.83,2.023952366744401,1.9392151004809293,31.93921510048093
2012-12-26,49.9,23.76,2.0260019629967783,1.7621933591965444,31.762193359196544
2012-12-27,49.94,23.67,2.0281484748140293,1.9337256011519202,31.93372560115192
2012-12-28,49.9477,23.56,2.0303813651357974,2.111915037400614,32.111915037400614
2012-12-31,50.16,23.83,2.0324825957554453,1.725939743147741,31.72593974314774
2013-01-02,51.81,24.57,2.034266733278341,1.8280663633511693,31.82806636335117
2013-01-03,51.79,24.64,2.036475118749389,1.6112530740150603,31.61125307401506
2013-01-04,53.42,25.03,2.039014446905863,2.383468393946252,32.38346839394625
2013-01-07,53.09,24.97,2.0425062912077725,2.088617908541927,32.08861790854193
2013-01-08,52.14,24.85,2.0458658267595795,1.300234205024445,31.300234205024445
2013-01-09,52.15,24.73,2.048588458479018,1.488407421813882,31.488407421813882
2013-01-10,52.41,24.97,2.051516423425206,1.1836349070726087,31.18363490707261
2013-01-11,52.57,24.76,2.05434420156182,1.704437569329329,31.70443756932933
2013-01-14,52.52,24.8,2.057227073860394,1.500768568262231,31.50076856826223
2013-01-15,52.81,24.93,2.0598803993626973,1.4571816438879566,31.457181643887957
2013-01-16,49.78,25.0,2.0615756503644507,-1.7593912591112684,28.24060874088873
2013-01-17,50.05,25.2,2.0609481239967846,-1.8858927247189712,28.11410727528103
2013-01-18,50.25,25.12,2.0601425128274258,-1.500779922224936,28.499220077775064
2013-01-22,50.66,25.34,2.0602370021314087,-1.5464056340099006,28.4535943659901
2013-01-23,50.57,25.21,2.060345577575922,-1.371312010688996,28.628687989311004
2013-01-24,50.88,25.3,2.0603573651243763,-1.2470413376467206,28.75295866235328
2013-01-25,51.32,25.34,2.060332972117083,-0.8888375134468873,29.111162486553113
2013-01-28,51.54,25.33,2.0606853210964844,-0.657159183373949,29.34284081662605
2013-01-29,51.77,25.38,2.0610908141846083,-0.5404848640053501,29.45951513599465
2013-01-30,51.97,25.49,2.061342454345311,-0.5736191612619734,29.426380838738027
2013-01-31,51.48,25.48,2.0616035178892784,-1.0496576358188179,28.950342364181182
2013-02-01,52.05,25.85,2.0615274420490097,-1.2404843769669043,28.759515623033096
2013-02-04,51.28,25.6,2.060656502282462,-1.4728064584310303,28.52719354156897
2013-02-05,51.74,25.94,2.0599778914950395,-1.6958265053813264,28.304173494618674
2013-02-06,52.39,26.01,2.059081508640766,-1.1667100397463201,28.83328996025368
2013-02-07,52.58,26.02,2.058598797206595,-0.9847407033156017,29.0152592966844
2013-02-08,52.7,26.09,2.058209682506047,-0.9986906165827634,29.001309383417237
2013-02-11,52.69,26.18,2.05758318319958,-1.1775277361650112,28.82247226383499
2013-02-12,52.93,26.39,2.0567033344228527,-1.3464009954190814,28.65359900458092
2013-02-13,53.22,26.38,2.055551599145476,-1.0054511854576518,28.99454881454235
2013-02-14,53.09,26.31,2.054424603853607,-0.9619113273883997,29.0380886726116
2013-02-15,53.47,26.22,2.053330587625145,-0.36832800753129646,29.631671992468704
2013-02-19,53.91,26.42,2.0528553163872396,-0.3264374589508776,29.673562541049122
2013-02-20,53.26,26.06,2.052420612187139,-0.22608115359683723,29.773918846403163
2013-02-21,52.52,25.75,2.0519035814303606,-0.31651722183178066,29.68348277816822
2013-02-22,53.23,26.04,2.0515700267939345,-0.19288349771405677,29.807116502285943
2013-02-25,52.18,25.41,2.0512451234411206,0.05786141336112394,30.057861413361124
2013-02-26,52.48,25.57,2.0510472391464147,0.03472209502616863,30.03472209502617
2013-02-27,53.29,25.91,2.050841623869748,0.15269352553482918,30.15269352553483
2013-02-28,53.19,26.0,2.050680180468871,-0.12768469219064116,29.87231530780936
2013-03-01,53.28,26.0,2.0504029310173446,-0.030476206450956056,29.969523793549044
2013-03-04,53.84,26.23,2.0500391735188273,0.0674724786011609,30.06747247860116
2013-03-05,54.37,26.35,2.0498044757859932,0.35765206303907604,30.357652063039076
2013-03-06,54.05,26.46,2.0501131497018736,-0.1959939411115812,29.80400605888842
2013-03-07,54.41,26.75,2.0499350193885046,-0.42576176864250215,29.574238231357498
2013-03-08,54.93,26.85,2.049657709762837,-0.1033095071321739,29.896690492867826
2013-03-11,55.1,27.06,2.0497276378787608,-0.36562988099926486,29.634370119000735
2013-03-12,54.79,26.91,2.0495909905234986,-0.36449355498734803,29.635506445012652
2013-03-13,54.85,27.04,2.04968398501424,-0.573454954785042,29.426545045214958
2013-03-14,55.19,27.23,2.0495578189795323,-0.6194594108126665,29.380540589187333
2013-03-15,54.55,27.17,2.049491931436282,-1.1346957771237882,28.865304222876212
2013-03-18,54.25,26.92,2.048812971700509,-0.9040451981776982,29.0959548018223
2013-03-19,53.99,26.9,2.0483235127093864,-1.1099024918824867,28.890097508117513
2013-03-20,54.55,27.12,2.0475206081209003,-0.9787588922388224,29.021241107761178
2013-03-21,53.81,26.88,2.046693582195192,-1.205123489406752,28.794876510593248
2013-03-22,54.77,26.93,2.045162302216851,-0.30622079869979757,29.693779201300202
2013-03-25,54.42,26.91,2.044096458100672,-0.5866356874890855,29.413364312510915
2013-03-26,54.86,27.05,2.0429090366926714,-0.4006894425367662,29.599310557463234
2013-03-27,54.65,26.98,2.0417042834803563,-0.43518156830001686,29.564818431699983
2013-03-28,54.559,26.93,2.040334145058741,-0.3871985264319022,29.612801473568098
2013-04-01,54.38,26.65,2.0391699338852183,0.0361212619589395,30.03612126195894
2013-04-02,54.78,26.5,2.038159288531197,0.7687788539232798,30.76877885392328
2013-04-03,54.24,26.11,2.0377090231249015,1.035417406208822,31.035417406208822
2013-04-04,54.34,26.24,2.0368876019906907,0.8920693237642823,30.892069323764282
2013-04-05,53.76,26.24,2.0360967520689672,0.3328212257102976,30.332821225710298
2013-04-08,54.58,26.46,2.0353718569807286,0.7240606642899152,30.724060664289915
2013-04-09,54.75,26.58,2.0347432539244474,0.6665243106881888,30.66652431068819
2013-04-10,55.63,27.0,2.034199672717665,0.7066088366230403,30.70660883662304
2013-04-11,56.09,26.95,2.0333373141202826,1.2915593844583881,31.291559384458388
2013-04-12,55.64,26.62,2.0329226181545965,1.523599904724641,31.52359990472464
2013-04-15,53.81,25.93,2.032619626325735,1.1041730893737025,31.104173089373703
2013-04-16,53.4,26.22,2.0339371077614574,0.07016903449459022,30.07016903449459
2013-04-17,52.73,25.71,2.03471453244591,0.41748937081564463,30.417489370815645
2013-04-18,51.99,25.46,2.0354956532658797,0.16628066785070672,30.166280667850707
2013-04-19,52.5,25.78,2.0361595799844876,0.007806027999905041,30.007806027999905
2013-04-22,52.35,25.77,2.0366270855768978,-0.1338799953166543,29.866120004683346
2013-04-23,52.86,26.09,2.036938014958412,-0.28371281026496575,29.716287189735034
2013-04-24,52.91,26.41,2.036940392389421,-0.8855957630046092,29.11440423699539
2013-04-25,53.12,26.47,2.0364122966202487,-0.7838334915379832,29.216166508462017
2013-04-26,52.89,26.3,2.035862135219639,-0.6531741562765063,29.346825843723494
2013-04-29,53.34,26.42,2.0354039702158633,-0.4353728931031071,29.564627106896893
2013-04-30,53.92,26.4,2.0353616655423643,0.1864520296815897,30.18645202968159
2013-05-01,53.18,26.07,2.0358283550283085,0.10595478441199901,30.105954784412
2013-05-02,53.21,26.32,2.036406938402769,-0.38823061876088616,29.611769381239114
2013-05-03,53.6,26.55,2.036835052153731,-0.47797063468156153,29.52202936531844
2013-05-06,53.84,26.87,2.03689729526879,-0.8914303238723846,29.108569676127615
2013-05-07,54.2,27.21,2.0365865707890096,-1.2155205911689535,28.784479408831046
2013-05-08,54.38,27.3,2.0360686521443587,-1.2046742035409892,28.79532579645901
2013-05-09,54.54,27.18,2.0356687985576074,-0.7894779447957703,29.21052205520423
2013-05-10,54.43,27.34,2.035655116997981,-1.2248108987247974,28.775189101275203
2013-05-13,55.11,27.38,2.0351611312378903,-0.6127117732934337,29.387288226706566
2013-05-14,56.67,27.8,2.0350472739471845,0.09568578426826946,30.09568578426827
2013-05-15,57.06,28.0,2.035041313196413,0.07884323050043918,30.07884323050044
2013-05-16,57.18,27.93,2.0350034789816416,0.34235283204274936,30.34235283204275
2013-05-17,58.27,28.32,2.035088871140303,0.6362831693066227,30.636283169306623
2013-05-20,58.23,28.46,2.0354415303684794,0.30133404571306954,30.30133404571307
2013-05-21,57.96,28.44,2.0355038417032505,0.07027074195955407,30.070270741959554
2013-05-22,57.6,28.02,2.035279175319119,0.5714775075582921,30.571477507558292
2013-05-23,57.11,27.96,2.0353911122470048,0.20046450157374807,30.200464501573748
2013-05-24,57.31,28.04,2.035188844682545,0.24330479510144443,30.243304795101444
2013-05-28,58.84,28.37,2.0351812110605367,1.1019090422125757,31.101909042212576
2013-05-29,58.57,28.33,2.0356830429070802,0.8990993944424233,30.899099394442423
2013-05-30,58.84,28.72,2.0360009712576472,0.36605210548037803,30.366052105480378
2013-05-31,58.15,28.34,2.0358061876395626,0.4552526422947949,30.455252642294795
2013-06-03,58.38,28.24,2.0359908111857434,0.8836194921146117,30.88361949211461
2013-06-04,57.81,28.0,2.036592763354146,0.785402626083922,30.785402626083922
2013-06-05,56.69,27.59,2.0369426442353573,0.4907524455464909,30.49075244554649
2013-06-06,57.45,27.9,2.0372632618658737,0.6103549939421313,30.61035499394213
2013-06-07,58.23,28.29,2.037670826166128,0.5842923277602452,30.584292327760245
2013-06-10,58.63,28.53,2.038199119900753,0.4801791092315213,30.48017910923152
2013-06-11,57.49,28.15,2.038701433664632,0.10055464234061873,30.10055464234062
2013-06-12,56.8,27.82,2.039283542397027,0.0671318505147056,30.067131850514706
2013-06-13,57.66,28.23,2.039720263263339,0.0786969680759313,30.07869696807593
2013-06-14,57.12,27.87,2.040304328000132,0.25671837863632163,30.25671837863632
2013-06-17,58.05,28.02,2.0409451469400217,0.8627169827405865,30.862716982740587
2013-06-18,58.36,28.25,2.0421265099167876,0.6699260948507515,30.66992609485075
2013-06-19,57.9,28.06,2.0426883992349416,0.5821635174675421,30.582163517467542
2013-06-20,58.11,27.91,2.0433872768279095,1.0790611037330464,31.079061103733046
2013-06-21,57.99,27.98,2.0443144332660705,0.7900821572153447,30.790082157215345
2013-06-24,57.08,27.61,2.045115854719728,0.6143512511883102,30.61435125118831
2013-06-25,57.15,28.22,2.045807065059391,-0.5826753759760166,29.417324624023983
2013-06-26,57.3,28.38,2.0455233115402565,-0.7519515815124791,29.24804841848752
2013-06-27,58.31,28.84,2.0447082275868493,-0.6593852836047347,29.340614716395265
2013-06-28,57.9,28.72,2.04379052596468,-0.7976639057056047,29.202336094294395
2013-07-01,58.76,29.1,2.042869301085071,-0.6874966615755724,29.312503338424428
2013-07-02,58.63,29.26,2.042337539270597,-1.1287963990576628,28.871203600942337
2013-07-03,58.83,29.33,2.0412962035197784,-1.0412176492351009,28.9587823507649
2013-07-05,60.34,30.1,2.040339212481445,-1.0742102956914863,28.925789704308514
2013-07-08,60.6,30.21,2.0393135733092453,-1.0076630496723027,28.992336950327697
2013-07-09,61.13,30.3,2.0379880200195273,-0.6210370065916777,29.378962993408322
2013-07-10,61.16,29.99,2.036779452314256,0.07698422509546532,30.076984225095465
2013-07-11,60.89,29.72,2.036272283090498,0.3719877465504027,30.371987746550403
2013-07-12,61.51,30.07,2.036504585444067,0.27230711569690413,30.272307115696904
2013-07-15,61.73,30.28,2.036475495302625,0.06552200223651283,30.065522002236513
2013-07-16,60.75,29.95,2.036441215611401,-0.24141440756146437,29.758585592438536
2013-07-17,59.41,30.17,2.0362881407261346,-2.0248132057074884,27.97518679429251
2013-07-18,59.13,30.8,2.0350718067358478,-3.55021164746411,26.44978835253589
2013-07-19,59.14,30.89,2.0329143120310023,-3.656723098637663,26.343276901362337
2013-07-22,59.42,31.2,2.0309936908569832,-3.947003154737871,26.05299684526213
2013-07-23,60.11,31.48,2.0287981987819883,-3.756567297656993,26.243432702343007
2013-07-24,59.11,31.6,2.026620948966094,-4.93122198732857,25.06877801267143
2013-07-25,59.15,31.47,2.023548526597251,-4.531072132015488,25.46892786798451
2013-07-26,58.96,31.34,2.020386944674161,-4.3589268460882025,25.641073153911798
2013-07-29,58.39,31.08,2.0173633484549987,-4.309652869981356,25.690347130018644
2013-07-30,58.29,31.2,2.0146161187436076,-4.566022904800555,25.433977095199445
2013-07-31,58.54,31.24,2.011713698402466,-4.305935938093036,25.694064061906964
2013-08-01,59.51,31.98,2.0091572165198963,-4.742847784306285,25.257152215693715
2013-08-02,59.21,31.96,2.0064143087760344,-4.9150013084820685,25.08499869151793
2013-08-05,58.5,31.9,2.0035412104373305,-5.412964612950837,24.587035387049163
2013-08-06,58.34,31.55,2.0001241151485454,-4.763915832936604,25.236084167063396
2013-08-07,57.64,31.31,1.9973372552648816,-4.896629462343441,25.10337053765656
2013-08-08,57.68,31.42,1.9941464232679786,-4.9760806190798945,25.023919380920105
2013-08-09,57.86,31.3,1.9904730128678978,-4.441805302765204,25.558194697234796
2013-08-12,57.06,31.26,1.9870906443209537,-5.056453541473012,24.94354645852699
2013-08-13,57.57,31.26,1.9831697113793993,-4.423885177720024,25.576114822279976
2013-08-14,57.32,31.26,1.9793963026627577,-4.555928421237809,25.44407157876219
2013-08-15,56.6,30.93,1.975664548988539,-4.507304500215504,25.492695499784496
2013-08-16,56.62,31.05,1.972067927985411,-4.612709163947017,25.387290836052983
2013-08-19,56.04,30.69,1.968123592172836,-4.361713043784341,25.63828695621566
2013-08-20,56.5,31.12,1.9645076904844847,-4.635479327877164,25.364520672122836
2013-08-21,56.04,30.89,1.9606302506212252,-4.52386844168965,25.47613155831035
2013-08-22,57.06,31.38,1.956307934480896,-4.32894298401051,25.67105701598949
2013-08-23,57.03,31.21,1.952111938207383,-3.8954135914524244,26.104586408547576
2013-08-26,56.37,30.98,1.9483689601957137,-3.9904703868632154,26.009529613136785
2013-08-27,54.77,29.94,1.9445354551442247,-3.4493915270180864,26.550608472981914
2013-08-28,54.99,30.1,1.9408124008890695,-3.4284532667609895,26.57154673323901
2013-08-29,55.1,30.24,1.9371140605099426,-3.4783291898206627,26.521670810179337
2013-08-30,54.87,29.89,1.9335286229387407,-2.923170539638967,27.076829460361033
2013-09-03,55.2,29.87,1.930126504905842,-2.4528787015375,27.5471212984625
2013-09-04,55.5,30.07,1.9269004104102716,-2.4418953410368687,27.55810465896313
2013-09-05,55.47,30.31,1.9236457185941578,-2.835701730588923,27.164298269411077
2013-09-06,55.47,30.16,1.9203577293302987,-2.4479891166018106,27.55201088339819
2013-09-09,55.6,30.29,1.9173004408941854,-2.4750303546848755,27.524969645315124
2013-09-10,56.019,30.57,1.9141223919557155,-2.495721522086228,27.504278477913772
2013-09-11,55.41,30.45,1.9108317845617901,-2.7748278399065143,27.225172160093486
2013-09-12,55.005,30.24,1.9070185402615292,-2.663240657508638,27.336759342491362
2013-09-13,54.81,30.29,1.903277113713163,-2.8402637743717065,27.159736225628293
2013-09-16,55.3,30.49,1.8994571535560785,-2.6144486119248356,27.385551388075164
2013-09-17,55.61,30.84,1.895471291076614,-2.8463346168027783,27.15366538319722
2013-09-18,56.01,30.72,1.891417477544396,-2.0943449101638407,27.90565508983616
2013-09-19,56.02,30.19,1.8878755469963215,-0.9749627638189438,29.025037236181056
2013-09-20,55.64,30.12,1.8854041966876567,-1.1483744042322215,28.85162559576778
2013-09-23,55.21,29.78,1.8828759891536342,-0.8620469569952292,29.13795304300477
2013-09-24,55.09,29.85,1.8803672018691338,-1.0389609757936427,28.961039024206357
2013-09-25,55.52,30.08,1.877832204050369,-0.9651926978350929,29.034807302164907
2013-09-26,55.29,29.99,1.8751956110543484,-0.9471163755199044,29.052883624480096
2013-09-27,54.78,29.99,1.872743573059243,-1.383579756046693,28.616420243953307
2013-09-30,54.38,30.03,1.8699839498368158,-1.7756180135995763,28.224381986400424
2013-10-01,54.73,30.37,1.8668811632418478,-1.9671809276549226,28.032819072345077
2013-10-02,53.68,30.16,1.8635782708118196,-2.5255206476844805,27.47447935231552
2013-10-03,53.15,30.03,1.8597297509107498,-2.6976844198498213,27.30231558015018
2013-10-04,53.63,30.35,1.85543754428927,-2.68252946917935,27.31747053082065
2013-10-07,53.125,29.84,1.8509777583303526,-2.1081763085777183,27.89182369142228
2013-10-08,52.41,29.54,1.8467529696741314,-2.143082724173844,27.856917275826156
2013-10-09,52.99,29.62,1.8425179201092692,-1.5853807936365527,28.414619206363447
2013-10-10,54.73,30.41,1.8387340994307841,-1.1859039636901514,28.81409603630985
2013-10-11,54.79,30.79,1.8359937067573222,-1.7402462310579523,28.259753768942048
2013-10-14,55.25,30.94,1.833637542349279,-1.4827455602866948,28.517254439713305
2013-10-15,54.48,30.65,1.8314589023904033,-1.6542153582658656,28.345784641734134
2013-10-16,55.04,31.251,1.829301586335393,-2.127503874567367,27.872496125432633
2013-10-17,56.51,31.43,1.8267160337494401,-0.9036849407449026,29.096315059255097
2013-10-18,56.52,31.56,1.8254366803880668,-1.090781633047385,28.909218366952615
2013-10-21,56.36,31.59,1.823876758280654,-1.2562667940858603,28.74373320591414
2013-10-22,55.96,31.52,1.822174603791659,-1.4749435115130893,28.52505648848691
2013-10-23,55.53,31.42,1.8203846821423395,-1.6664867129123095,28.33351328708769
2013-10-24,56.005,31.44,1.8186326929494692,-1.1728118663313083,28.82718813366869
2013-10-25,56.4,31.5,1.817025911568424,-0.8363162144053575,29.163683785594642
2013-10-28,56.85,31.61,1.8157657928949862,-0.5463567134105105,29.45364328658949
2013-10-29,57.18,31.61,1.8147928744830324,-0.18560276240865647,29.814397237591344
2013-10-30,57.1,31.51,1.8143451709681315,-0.07001633720582845,29.92998366279417
2013-10-31,56.42,31.23,1.8136925254814513,-0.22161757078572464,29.778382429214275
2013-11-01,56.58,31.18,1.813096391035828,0.04765452750288546,30.047654527502885
2013-11-04,56.65,31.21,1.8127258743491612,0.07482546156267489,30.074825461562675
2013-11-05,57.14,31.17,1.8121448437302903,0.6554452209268504,30.65544522092685
2013-11-06,57.18,31.3,1.8122785338478746,0.45568189056152164,30.45568189056152
2013-11-07,56.23,30.88,1.8120225293815968,0.2747442926962904,30.27474429269629
2013-11-08,58.4,31.88,1.8117980980253348,0.6398766349523299,30.63987663495233
2013-11-11,58.1,31.77,1.8118520491414873,0.5374603987749467,30.537460398774947
2013-11-12,57.7,31.42,1.811955357117511,0.7683626793678044,30.768362679367804
2013-11-13,57.64,31.68,1.8121483874341884,0.23113908608491585,30.231139086084916
2013-11-14,57.2,31.88,1.8122195556212588,-0.5735594332057232,29.426440566794277
2013-11-15,57.15,31.839,1.8118636237216847,-0.5379259156747196,29.46207408432528
2013-11-18,56.99,31.75,1.8114484860162217,-0.5234894310150366,29.476510568984963
2013-11-19,57.24,31.73,1.8108829442754053,-0.21931582185860776,29.780684178141392
2013-11-20,57.4,31.76,1.8106134915518104,-0.10508449168550271,29.894915508314497
2013-11-21,57.94,32.26,1.8102597303060788,-0.45897889967410066,29.5410211003259
2013-11-22,58.1,32.52,1.8097351513065096,-0.7525871204876964,29.247412879512304
2013-11-25,58.59,32.56,1.8091089596279342,-0.3145877254855378,29.685412274514462
2013-11-26,58.66,32.64,1.8085150412874997,-0.3699309476239989,29.630069052376
2013-11-27,58.94,32.72,1.8076917609409446,-0.20767441798771102,29.79232558201229
2013-11-29,58.99,32.64,1.8069776459518292,0.01024963613229346,30.010249636132293
2013-12-02,58.7,32.49,1.806615962490324,0.0030473786893736587,30.003047378689374
2013-12-03,58.35,32.09,1.8061061326111045,0.39205420450964823,30.39205420450965
2013-12-04,57.87,32.29,1.8058568232225312,-0.44111682185553036,29.55888317814447
2013-12-05,57.75,32.2,1.8051839221209927,-0.37692229229596563,29.623077707704034
2013-12-06,58.75,32.65,1.804744471580486,-0.17490699710285895,29.82509300289714
2013-12-09,58.95,32.66,1.8044243106862665,0.0175020129865473,30.017502012986547
2013-12-10,58.27,32.47,1.8043544175760253,-0.31738793869353543,29.682612061306465
2013-12-11,57.17,31.97,1.8040305915463495,-0.5048580117367862,29.495141988263214
2013-12-12,57.14,32.25,1.8037696782949775,-1.031572125013021,28.96842787498698
2013-12-13,57.58,32.12,1.8028920838847833,-0.3288937343792355,29.671106265620764
2013-12-16,57.82,32.43,1.8018985521708608,-0.6155700469010128,29.384429953098987
2013-12-17,57.5,32.24,1.800864404420105,-0.5598683985041859,29.440131601495814
2013-12-18,59.37,32.75,1.7997657833292895,0.42767059596576473,30.427670595965765
2013-12-19,59.28,32.56,1.799314986857194,0.6943040279297605,30.69430402792976
2013-12-20,60.81,32.79,1.7989894399831687,1.821136262951903,31.821136262951903
2013-12-23,61.29,33.12,1.7993169720196434,1.6966218867094156,31.696621886709416
2013-12-24,61.3,33.18,1.7998446160525459,1.5811556393765258,31.581155639376526
2013-12-26,61.71,33.15,1.8005514382196037,2.021719823020142,32.02171982302014
2013-12-27,61.45,33.15,1.8016381574498548,1.7256950805373208,31.72569508053732
2013-12-30,61.72,33.08,1.8029105953801048,2.079717504826135,32.079717504826135
2013-12-31,61.89,33.17,1.8045335809154937,2.0336211210330717,32.03362112103307
2014-01-02,60.89,32.81,1.8062078127063264,1.6283216651054317,31.62832166510543
2014-01-03,61.3,32.85,1.807459384444472,1.9249592209990922,31.924959220999092
2014-01-06,60.92,32.84,1.8089642179159968,1.513615083638662,31.513615083638662
2014-01-07,61.7,33.05,1.810057249762624,1.8776078953452853,31.877607895345285
2014-01-08,62.02,33.34,1.8112181840406276,1.6339857440854715,31.63398574408547
2014-01-09,61.49,33.58,1.8125858356452582,0.6233676390322316,30.62336763903223
2014-01-10,61.12,33.5,1.8133382688910324,0.37316799215041385,30.373167992150414
2014-01-13,60.43,33.11,1.8140808284331993,0.36578377057676903,30.36578377057677
2014-01-14,60.6,33.24,1.8151036650177395,0.26595417481033934,30.26595417481034
2014-01-15,61.2,33.52,1.815516498769242,0.3438869612550022,30.343886961255002
2014-01-16,61.05,33.31,1.816093137899239,0.5559375765763406,30.55593757657634
2014-01-17,60.71,33.31,1.8168979797325124,0.1891282951100095,30.18912829511001
2014-01-21,60.61,33.83,1.8176553247167504,-0.8812796351676653,29.118720364832335
2014-01-22,62.61,34.03,1.8179707531083045,0.744455271724398,30.744455271724398
2014-01-23,62.6,33.59,1.818946094096257,1.5016006993067208,31.50160069930672
2014-01-24,61.13,32.78,1.820190272960769,1.4641628523459929,31.464162852345993
2014-01-27,60.55,32.44,1.821290812839034,1.4673260315017416,31.46732603150174
2014-01-28,60.76,32.57,1.822236944871969,1.4097427055199674,31.409742705519967
2014-01-29,60.7,32.11,1.8231189737150468,2.1596497540098483,32.15964975400985
2014-01-30,61.12,32.44,1.8244648807217902,1.9343592693851264,31.934359269385126
2014-01-31,60.22,31.91,1.8256023486100728,1.9650290558525754,31.965029055852575
2014-02-03,58.4,30.78,1.8267483658490773,2.172685299165394,32.172685299165394
2014-02-04,59.78,31.26,1.827701761005506,2.646042950967882,32.64604295096788
2014-02-05,59.16,31.26,1.8290157434285983,1.9849678604220102,31.98496786042201
2014-02-06,59.75,31.61,1.8301124430953035,1.9001456737574571,31.900145673757457
2014-02-07,60.73,31.81,1.8310287430629817,2.484975683166553,32.48497568316655
2014-02-10,60.85,31.87,1.8323074027964574,2.4543630728769017,32.4543630728769
2014-02-11,61.77,32.18,1.8334730133882626,2.7688384291657115,32.76883842916571
2014-02-12,61.87,32.22,1.8350937135197922,2.743280550392292,32.74328055039229
2014-02-13,62.04,32.31,1.8371337433988932,2.6822087507817542,32.682208750781754
2014-02-14,62.25,32.47,1.8391647183913662,2.532321593832343,32.53232159383234
2014-02-18,62.22,32.55,1.8411531133927455,2.290466159066142,32.29046615906614
2014-02-19,61.43,31.75,1.8429080150612398,2.9176705218056327,32.91767052180563
2014-02-20,61.54,31.84,1.844922429526844,2.797669843865286,32.797669843865286
2014-02-21,61.9,32.03,1.8471165576004611,2.736856660057228,32.73685666005723
2014-02-24,62.45,32.51,1.8494954458998993,2.3229030537942776,32.32290305379428
2014-02-25,61.86,32.31,1.8515122446309142,2.0376393759751537,32.037639375975154
2014-02-26,61.72,32.61,1.8534534977724064,1.2788814376418287,31.27888143764183
2014-02-27,62.18,32.77,1.8549834032687633,1.3921938748826221,31.392193874882622
2014-02-28,61.85,33.0,1.8564964671143576,0.5856165852262052,30.585616585226205
2014-03-03,61.33,32.7,1.8576237164919018,0.585704470714802,30.585704470714802
2014-03-04,62.29,33.35,1.8585581601421923,0.30708535925788283,30.307085359257883
2014-03-05,62.13,33.41,1.8598017382289636,-0.0059760742296646185,29.994023925770335
2014-03-06,62.82,33.65,1.860873862429646,0.2015945292424206,30.20159452924242
2014-03-07,64.02,33.92,1.8620036445651749,0.8608363763492619,30.860836376349262
2014-03-10,64.12,33.92,1.863408322056053,0.9131897158586852,30.913189715858685
2014-03-11,63.14,33.67,1.865021094862935,0.3447397359649713,30.34473973596497
2014-03-12,62.7,33.62,1.8664218311989416,-0.04910196490840946,29.95089803509159
2014-03-13,61.795,33.42,1.8679245540537293,-0.6310385964756335,29.368961403524366
2014-03-14,62.04,33.35,1.8688017466668234,-0.28453825133856725,29.715461748661433
2014-03-17,62.75,33.56,1.8700540761344087,-0.00901479507076175,29.99098520492924
2014-03-18,63.08,33.81,1.8714413132804975,-0.19343080201362284,29.806569197986377
2014-03-19,63.92,34.02,1.8723118731448893,0.22395007561085833,30.22395007561086
2014-03-20,65.58,34.67,1.8732747920030188,0.6335629612553362,30.633562961255336
2014-03-21,65.77,34.46,1.8739235064593376,1.1945959674112174,31.194595967411217
2014-03-24,65.65,34.26,1.8749510612114508,1.414176642895697,31.414176642895697
2014-03-25,65.31,34.22,1.8761596726905978,1.1078160005277482,31.107816000527748
2014-03-26,64.67,33.84,1.8769879805890273,1.152726736867315,31.152726736867315
2014-03-27,64.32,33.31,1.8779786792220987,1.764530195111881,31.76453019511188
2014-03-28,64.91,33.49,1.8790844408375214,1.9794620763514033,31.979462076351403
2014-03-31,65.56,34.04,1.8803237302806464,1.5537802212467966,31.553780221246797
2014-04-01,65.75,34.5,1.8815368078540147,0.8369801290364904,30.83698012903649
2014-04-02,65.64,34.43,1.8822332992693278,0.834707506157045,30.834707506157045
2014-04-03,65.47,34.49,1.8831189028148956,0.5212290419142533,30.521229041914253
2014-04-04,64.16,33.87,1.8836631518191351,0.36032904788589804,30.360329047885898
2014-04-07,62.83,33.44,1.8842455669730112,-0.17917175957749265,29.820828240422507
2014-04-08,62.58,33.48,1.8850660147596372,-0.5320101741526457,29.467989825847354
2014-04-09,62.78,33.51,1.8858301853260668,-0.4141695102764942,29.585830489723506
2014-04-10,61.56,32.53,1.8866318444417658,0.1878661003093569,30.187866100309357
2014-04-11,60.59,32.24,1.8877940911480697,-0.2724814986137716,29.72751850138623
2014-04-14,61.22,32.36,1.8887228964382803,0.10092707125725298,30.100927071257253
2014-04-15,59.63,32.56,1.889720307209824,-1.8992932027518776,28.100706797248122
2014-04-16,59.04,32.76,1.8899137173827616,-2.8735733814592663,27.126426618540734
2014-04-17,59.39,32.78,1.8901947197739637,-2.570582914190531,27.42941708580947
2014-04-21,59.91,32.75,1.889797181743009,-1.9808577020835472,28.019142297916453
