date,SBUX,XLY,beta,value,price
2010-07-02,12.1749955,29.04,0.39696540655836676,0.6471200935450288,30.647120093545027
2010-07-06,11.8052445,29.04,0.39775879404565817,0.2543291209140879,30.254329120914086
2010-07-07,12.199997,29.86,0.39847849543803116,0.3014291262203894,30.30142912622039
2010-07-08,12.4199985,30.12,0.39929981087377603,0.393088196481866,30.393088196481866
2010-07-09,12.649994,30.41,0.4001615806795788,0.48108033153400775,30.48108033153401
2010-07-12,12.634995,30.45,0.4011826974897089,0.4189818614383629,30.41898186143836
2010-07-13,12.969994,31.21,0.40215531542689137,0.4187266055267198,30.41872660552672
2010-07-14,13.0,31.01,0.4030899126894842,0.5001818074990947,30.500181807499096
2010-07-15,13.064995,31.11,0.40411487593958045,0.49298120951965174,30.49298120951965
2010-07-16,12.6749955,30.02,0.40516450411067667,0.5119570865974854,30.511957086597484
2010-07-19,12.7449955,30.31,0.4062441904365709,0.431734087867536,30.431734087867536
2010-07-20,12.884995,30.74,0.4069437379877234,0.3755444942573849,30.375544494257383
2010-07-21,12.5849995,30.19,0.407641015190895,0.2783172513868788,30.27831725138688
2010-07-22,12.574997,31.1,0.4083388195249238,-0.12434028722513091,29.87565971277487
2010-07-23,12.689995,31.55,0.4088401544092725,-0.20891187161254798,29.79108812838745
2010-07-26,12.695,32.02,0.4093670475619289,-0.41293286293296383,29.587067137067038
2010-07-27,12.5899965,31.61,0.4098850041647703,-0.36646848164838985,29.63353151835161
2010-07-28,12.4949955,31.39,0.4104309022149302,-0.3884305205266596,29.61156947947334
2010-07-29,12.4099965,31.23,0.41081105974186033,-0.41963289573829776,29.580367104261704
2010-07-30,12.4249955,31.44,0.41125346201688334,-0.5048133458108133,29.495186654189187
2010-08-02,12.3399965,32.11,0.4114813027770213,-0.872668132170153,29.127331867829845
2010-08-03,12.359993,31.62,0.411387411873204,-0.6480769634307109,29.35192303656929
2010-08-04,12.5899965,32.15,0.41132093356650523,-0.633971514163143,29.366028485836857
2010-08-05,12.5899965,32.25,0.4112105770800537,-0.6715446108317327,29.32845538916827
2010-08-06,12.6649935,32.03,0.41117064350526467,-0.5048022114736277,29.495197788526372
2010-08-09,12.8299945,32.34,0.4110110965103713,-0.46210436114541054,29.53789563885459
2010-08-10,12.699997,32.06,0.41080330344923616,-0.470356908582513,29.529643091417487
2010-08-11,12.3299945,31.22,0.4107191550706706,-0.4926575213063362,29.507342478693666
2010-08-12,12.229996,31.1,0.41057476971052814,-0.5388793379974253,29.461120662002575
2010-08-13,11.9949955,30.75,0.41035253214425127,-0.6233448634357259,29.376655136564274
2010-08-16,11.9099965,30.74,0.41014679977865165,-0.6979161251957517,29.302083874804246
2010-08-17,12.1474995,31.24,0.4099089501179879,-0.6580561016859399,29.34194389831406
2010-08-18,12.25,31.53,0.40975467036168933,-0.6695647565040659,29.330435243495934
2010-08-19,12.019997,30.92,0.40959764694604095,-0.6447622435715861,29.355237756428416
2010-08-20,12.024994,30.9,0.40957123946766466,-0.6307572995508384,29.369242700449163
2010-08-23,11.8399965,30.62,0.40958550533632226,-0.7015116733981888,29.298488326601813
2010-08-24,11.4099965,30.1,0.4094732210461753,-0.915147453489876,29.084852546510124
2010-08-25,11.679993,30.41,0.4091738245908665,-0.7629830058082501,29.237016994191748
2010-08-26,11.634995,30.2,0.40888285427196935,-0.7132671990134742,29.286732800986528
2010-08-27,11.734993,30.69,0.4085537826137261,-0.8035225884152553,29.196477411584745
2010-08-30,11.7149965,30.15,0.4081107738588301,-0.5895433318437266,29.41045666815627
2010-08-31,11.489998,30.19,0.40768922233922106,-0.818139622421084,29.181860377578914
2010-09-01,11.8399965,31.23,0.40717595310721055,-0.8761085155381867,29.123891484461815
2010-09-02,12.3299945,31.81,0.40658117483299766,-0.6033526714376549,29.396647328562345
2010-09-03,12.5349965,32.28,0.4060024018497595,-0.5707610317102372,29.429238968289763
2010-09-07,12.434998,31.76,0.4054714149917695,-0.4427741401385994,29.5572258598614
2010-09-08,12.3899995,31.99,0.4049519790438658,-0.5644143096132677,29.43558569038673
2010-09-09,12.4149935,32.02,0.4042872844513984,-0.5302853481337788,29.46971465186622
2010-09-10,12.699997,32.29,0.4036632444362826,-0.3342891628475648,29.665710837152435
2010-09-13,12.875,32.68,0.4030664324875345,-0.2972110136926265,29.702788986307375
2010-09-14,12.8899995,32.71,0.4024370338718548,-0.27371587794837104,29.72628412205163
2010-09-15,12.875,32.77,0.40173412985415974,-0.28982743532081656,29.710172564679183
2010-09-16,12.864998,32.77,0.40097536977338555,-0.2749648674738463,29.725035132526152
2010-09-17,12.7649995,32.75,0.4002837769583902,-0.34429419538727757,29.655705804612722
2010-09-20,13.139946,33.38,0.39951402515140794,-0.1958321595539978,29.804167840446002
2010-09-21,13.0799945,33.24,0.398842114621184,-0.17751739000815725,29.822482609991845
2010-09-22,12.9649965,33.02,0.39815238150536497,-0.1819951373071529,29.818004862692845
2010-09-23,12.7249985,32.85,0.39751771838790356,-0.33345854904263206,29.666541450957368
2010-09-24,13.064995,33.7,0.39693913510152945,-0.3118538529215442,29.688146147078456
2010-09-27,13.074997,33.48,0.3964718090032458,-0.1988791654286679,29.801120834571332
2010-09-28,13.07,33.74,0.3960203055459069,-0.2917251091188984,29.7082748908811
2010-09-29,12.899994,33.5,0.3955268192482439,-0.3501544448161713,29.64984555518383
2010-09-30,12.774994,33.41,0.39517638431780255,-0.42784900005778326,29.572150999942217
2010-10-01,12.969994,33.45,0.3947401156629521,-0.2340628689257489,29.765937131074253
2010-10-04,12.844994,33.38,0.39434569576144785,-0.31826532451712986,29.681734675482872
2010-10-05,13.125,34.08,0.3938397718287211,-0.29705942392281415,29.702940576077186
2010-10-06,13.0499955,33.85,0.3933512884504781,-0.2649456140486848,29.735054385951315
2010-10-07,13.0349965,34.01,0.3928490485207539,-0.32579964019084073,29.67420035980916
2010-10-08,13.0349965,34.36,0.3922531265745327,-0.44282092910094306,29.557179070899057
2010-10-11,12.9949955,34.37,0.3915681162775254,-0.4632006564585467,29.536799343541453
2010-10-12,13.57,34.45,0.39086172042771833,0.10481373126510363,30.104813731265104
2010-10-13,13.6299975,34.5,0.39048039962710984,0.15842371286471035,30.15842371286471
2010-10-14,13.712494,34.46,0.3901322993711838,0.26853496366900487,30.268534963669005
2010-10-15,13.769997,34.71,0.38989031807564745,0.23690405959427707,30.236904059594277
2010-10-18,13.6749955,34.76,0.38979850499629126,0.12559946632891617,30.125599466328914
2010-10-19,13.5399935,34.13,0.38967132442875374,0.24051119724663295,30.240511197246633
2010-10-20,13.7249985,34.57,0.38969095516932883,0.2533821797963025,30.253382179796304
2010-10-21,13.644997,34.77,0.3896935772610702,0.09535131863258783,30.095351318632588
2010-10-22,14.2449955,34.96,0.3896159443362311,0.6240220860053611,30.62402208600536
2010-10-25,14.195,35.18,0.3898396844089983,0.4804399024914403,30.48043990249144
2010-10-26,14.2649995,35.33,0.3900212164476008,0.4855499229062641,30.485549922906266
2010-10-27,14.1299975,35.11,0.3903805088138146,0.4237378355469694,30.42373783554697
2010-10-28,14.114998,35.27,0.3906036415555664,0.33840756233517055,30.33840756233517
2010-10-29,14.279999,35.26,0.3907724454975742,0.5013625717555357,30.501362571755536
2010-11-01,14.404999,35.19,0.3910514394836328,0.6438988445709626,30.643898844570963
2010-11-02,14.439995,35.59,0.3913311905252746,0.512517929205476,30.512517929205476
2010-11-03,14.5499955,35.77,0.3915243821010819,0.545168352244298,30.545168352244296
2010-11-04,14.875,36.33,0.391749852783951,0.6427278483590602,30.64272784835906
2010-11-05,15.434998,36.51,0.3920573468186304,1.1209842676518047,31.120984267651806
2010-11-08,15.314995,36.45,0.39265824425355733,1.002601996957834,31.002601996957836
2010-11-09,15.0849995,36.12,0.3932437525130602,0.8810351592282668,30.88103515922827
2010-11-10,15.234993,36.44,0.3938010579601337,0.8848824479327284,30.88488244793273
2010-11-11,15.3699955,36.39,0.3943521501834987,1.0195207548224836,31.019520754822484
2010-11-12,15.094994,36.01,0.3949865776379965,0.8715273392557474,30.87152733925575
2010-11-15,15.3924945,35.94,0.395536179909862,1.176924194039561,31.17692419403956
2010-11-16,14.9199985,35.45,0.3962446800906117,0.873124590787814,30.873124590787814
2010-11-17,14.9949955,35.76,0.39682653413009583,0.8044786395077743,30.804478639507774
2010-11-18,15.2899935,36.07,0.3974767294343815,0.9530078693018584,30.953007869301857
2010-11-19,15.3799975,36.24,0.3981508487093178,0.951010742774324,30.951010742774322
2010-11-22,15.434998,36.41,0.39881330834314593,0.9142054432260576,30.91420544322606
2010-11-23,15.199997,35.87,0.3995085615382542,0.8696248976228222,30.86962489762282
2010-11-24,15.739998,36.61,0.40009200056834726,1.0926298591928063,31.092629859192805
2010-11-26,15.5849995,36.31,0.4009062521682038,1.028093483772519,31.02809348377252
2010-11-29,15.394997,36.23,0.40172780000417985,0.8403988058485652,30.840398805848565
2010-11-30,15.2999955,36.15,0.40235250782021914,0.7549523422990791,30.754952342299077
2010-12-01,15.8499985,36.92,0.40293571831290964,0.973611779887376,30.973611779887378
2010-12-02,16.3799975,37.4,0.40359274968196024,1.2856286618946893,31.28562866189469
2010-12-03,16.359993,37.42,0.4044846458083722,1.224177553850712,31.224177553850712
2010-12-06,16.359993,37.46,0.40534788940544025,1.1756610628722068,31.17566106287221
2010-12-07,16.3899995,37.48,0.40611961370145533,1.1686363784694542,31.168636378469454
2010-12-08,16.2899935,37.38,0.40689029619892275,1.0804342280842683,31.08043422808427
2010-12-09,16.199997,37.43,0.40762149296042316,0.9427245184913602,30.94272451849136
2010-12-10,16.2949985,37.56,0.4083091262391352,0.9589077184580805,30.95890771845808
2010-12-13,15.9949955,37.38,0.40901772080823745,0.7059130961880822,30.705913096188084
2010-12-14,16.0537495,37.37,0.40964493181844763,0.7453183979446116,30.74531839794461
2010-12-15,15.934998,37.25,0.41025181622166096,0.6531178457431288,30.65311784574313
2010-12-16,16.2949985,37.52,0.4108188161360914,0.8810765185738489,30.88107651857385
2010-12-17,16.3924945,37.36,0.41151581008423266,1.0182638352530695,31.01826383525307
2010-12-20,16.4649965,37.58,0.4123572398622579,0.9686114259763503,30.96861142597635
2010-12-21,16.429993,37.74,0.4131997847814395,0.8358331223484718,30.835833122348472
2010-12-22,16.4649965,37.79,0.41394172921644984,0.8221385529103618,30.82213855291036
2010-12-23,16.314995,37.63,0.4147374636802026,0.7084242417139759,30.708424241713978
2010-12-27,16.234993,37.52,0.41551251978171766,0.6449632577899518,30.644963257789954
2010-12-28,16.195,37.44,0.4163007132835461,0.6087012946640353,30.608701294664037
2010-12-29,16.2549975,37.56,0.41700327069637694,0.592354652644083,30.592354652644083
2010-12-30,16.2049945,37.49,0.4177463110975682,0.5436852969521677,30.54368529695217
2010-12-31,16.064995,37.41,0.4184890100418615,0.4093211343339629,30.409321134333965
2011-01-03,16.625,37.85,0.41916340329708407,0.7596651852053675,30.759665185205368
2011-01-04,16.239998,37.64,0.42005301886334084,0.42920236998384986,30.429202369983848
2011-01-05,16.1749955,37.95,0.42086324396490793,0.20323539153174508,30.203235391531745
2011-01-06,15.979996,37.72,0.42159594715882326,0.07739687316918697,30.077396873169185
2011-01-07,16.3899995,37.7,0.4220448105705387,0.47891014149068667,30.478910141490687
2011-01-10,16.384995,37.67,0.422672168710445,0.46293440467753655,30.462934404677537
2011-01-11,16.1299975,37.66,0.4232561485570111,0.19017094534296497,30.190170945342963
2011-01-12,16.0999985,37.75,0.42374294876045215,0.1037021842929331,30.103702184292935
2011-01-13,16.2049945,37.69,0.4242461169216092,0.21515835322455246,30.215158353224552
2011-01-14,16.3499985,37.92,0.4247429063871116,0.2437474898007288,30.24374748980073
2011-01-18,16.5,38.03,0.425265308849771,0.32716030444320765,30.327160304443208
2011-01-19,16.5049975,37.65,0.4259061323272369,0.4696316178795321,30.469631617879532
2011-01-20,16.5899965,37.73,0.4263993509119353,0.5019489900926821,30.501948990092682
2011-01-21,16.5999985,37.82,0.4269778811906555,0.4516950333694112,30.45169503336941
2011-01-24,16.7449955,37.97,0.4275401602156011,0.51129561661363,30.51129561661363
2011-01-25,16.824997,37.99,0.4281531905220282,0.5594572920681458,30.559457292068146
2011-01-26,16.5349965,38.05,0.42883379709814884,0.21787052041543475,30.217870520415435
2011-01-27,16.5149995,38.35,0.42929343664361663,0.05159620471729909,30.0515962047173
2011-01-28,15.864998,37.1,0.4296157755373309,-0.07374727243497681,29.92625272756502
2011-01-31,15.7649995,37.18,0.42994782644114,-0.2204606870815855,29.779539312918416
2011-02-01,16.125,37.62,0.4302065316658717,-0.05936972127009099,29.94063027872991
2011-02-02,16.0999985,37.51,0.4305095889255642,-0.04841618059791131,29.95158381940209
2011-02-03,16.179993,37.95,0.4306119796850363,-0.16173162904712868,29.83826837095287
2011-02-04,16.2874985,38.21,0.43070498447642475,-0.1697389568441885,29.83026104315581
2011-02-07,16.1749955,38.412,0.4308316543477756,-0.374110006806756,29.625889993193244
2011-02-08,16.559998,38.87,0.43086225109484,-0.1876177000564283,29.81238229994357
2011-02-09,16.492493,39.13,0.4309094769604702,-0.3689948334632014,29.6310051665368
2011-02-10,16.5799945,39.18,0.4309185209080679,-0.303393149178099,29.6966068508219
2011-02-11,16.6749955,39.58,0.43081779863960307,-0.3767729701554856,29.623227029844514
2011-02-14,16.7899935,39.42,0.430789207303377,-0.19171705189912203,29.808282948100878
2011-02-15,16.5899965,39.47,0.4308729886510857,-0.4165603620583518,29.583439637941648
2011-02-16,16.7849965,39.79,0.4307863856190725,-0.35599378378289614,29.644006216217104
2011-02-17,16.75,39.8,0.4307187887875756,-0.39260779374550836,29.60739220625449
2011-02-18,17.001244,40.01,0.4306414982151051,-0.22872234358635524,29.771277656413645
2011-02-22,16.384995,39.05,0.4306381547385514,-0.4314249425404313,29.56857505745957
2011-02-23,15.9549945,38.48,0.4304533737254607,-0.6088513209557274,29.39114867904427
2011-02-24,15.9549945,38.71,0.430200585024644,-0.6980701463039676,29.30192985369603
2011-02-25,16.25,39.1125,0.42996808922895635,-0.5671268899675539,29.432873110032446
2011-02-28,16.489998,39.41,0.4298136391202978,-0.4489575177309355,29.551042482269064
2011-03-01,16.195,38.66,0.42961787328585654,-0.4140269812312134,29.585973018768787
2011-03-02,16.109993,38.81,0.42929944585256763,-0.5511184935381515,29.44888150646185
2011-03-03,16.5049975,39.5,0.4289266723320629,-0.4376060571164828,29.562393942883517
2011-03-04,16.559998,39.21,0.4286028657124265,-0.24552036458424453,29.754479635415755
2011-03-07,16.7999955,38.82,0.42835276659491417,0.1713411007854333,30.171341100785433
2011-03-08,17.0049975,39.13,0.4283099263538057,0.2452300817755848,30.245230081775585
2011-03-09,17.269997,39.22,0.42834754025761607,0.4702064710962972,30.470206471096297
2011-03-10,18.984993,38.77,0.42846946879834336,2.3732316946882257,32.37323169468823
2011-03-11,18.279999,39.01,0.429526269099165,1.5241792424415728,31.524179242441573
2011-03-14,17.864998,38.53,0.4302013937649565,1.2893382982362276,31.289338298236228
2011-03-15,17.859993,38.21,0.430803765388459,1.3989811245069816,31.39898112450698
2011-03-16,17.5,37.56,0.43135469554335515,1.2983176353915802,31.29831763539158
2011-03-17,17.5449985,37.73,0.43179069146243587,1.253535711122293,31.253535711122293
2011-03-18,17.479996,37.58,0.4322258088671214,1.2369501027735765,31.236950102773577
2011-03-21,17.654999,38.16,0.43270296667105157,1.1430537918326742,31.143053791832674
2011-03-22,17.4749985,37.86,0.43314937922225116,1.0759630026455724,31.075963002645572
2011-03-23,18.344994,38.19,0.43360485425407563,1.785624616036852,31.785624616036852
2011-03-24,18.7899935,38.75,0.4343924269804936,1.957286954505875,31.957286954505875
2011-03-25,18.449997,38.82,0.4352804890924726,1.5524084134302143,31.552408413430214
2011-03-28,18.439995,38.4175,0.4360022488437619,1.689878605044779,31.68987860504478
2011-03-29,18.429993,38.77,0.4367957396459712,1.4954221739256965,31.495422173925697
2011-03-30,18.359993,39.19,0.43756671873746383,1.211753292678793,31.211753292678793
2011-03-31,18.4749985,39.05,0.4380753338178297,1.3681567144137539,31.368156714413754
2011-04-01,18.625,39.3,0.43878274764429526,1.3808380175791974,31.380838017579197
2011-04-04,18.364998,39.39,0.4395968528584874,1.0492779659041815,31.04927796590418
2011-04-05,18.199997,39.52,0.440316103346411,0.798704595749836,30.798704595749836
2011-04-06,18.195,39.45,0.44075891570480275,0.8070607754455317,30.80706077544553
2011-04-07,17.949997,39.29,0.44120761819166926,0.614949681249314,30.614949681249314
2011-04-08,17.884995,39.06,0.4416824673489468,0.632877825350139,30.63287782535014
2011-04-11,17.7449955,39.07,0.44220046926158413,0.4682231659499081,30.468223165949908
2011-04-12,17.884995,39.02,0.44259867821256393,0.614794576145755,30.614794576145755
2011-04-13,17.903748,39.15,0.44304926798157085,0.5583691585215007,30.5583691585215
2011-04-14,17.984993,39.06,0.4434405918601454,0.6642034819427209,30.66420348194272
2011-04-15,18.189995,39.25,0.4438089629432494,0.7704932044774608,30.77049320447746
2011-04-18,17.904999,38.9,0.44420983876200015,0.6252362721581939,30.625236272158194
2011-04-19,18.0799945,38.99,0.44456372731179483,0.7464547721131218,30.746454772113122
2011-04-20,18.445,39.69,0.4449433359642371,0.7851989955794316,30.78519899557943
2011-04-21,18.5,39.91,0.44532138601830684,0.7272234840093752,30.727223484009375
2011-04-25,18.434998,39.87,0.4458144778408944,0.6603747684835426,30.660374768483543
2011-04-26,18.2999955,39.94,0.44635156944449006,0.47271381638707055,30.47271381638707
2011-04-27,18.594994,40.42,0.44684334764338757,0.5335858882542723,30.533585888254272
2011-04-28,18.439995,40.58,0.44742677758695826,0.2834163655212336,30.283416365521234
2011-04-29,18.0999985,40.55,0.44784424206697243,-0.06008551581572874,29.93991448418427
2011-05-02,18.3399965,40.69,0.4481039716474196,0.10664589366649935,30.1066458936665
2011-05-03,18.149994,40.46,0.4484928135744177,0.003974762779058949,30.00397476277906
2011-05-04,18.2849965,40.37,0.4488476965215456,0.1650149914252026,30.165014991425203
2011-05-05,18.25,40.26,0.44936488918040046,0.1585695615970799,30.15856956159708
2011-05-06,18.2649995,40.29,0.4498165607237312,0.14189026844086783,30.141890268440868
2011-05-09,18.059998,40.34,0.45034877958608455,-0.10707176850265299,29.892928231497347
2011-05-10,18.114998,40.86,0.45075366902827063,-0.3027969164951365,29.697203083504863
2011-05-11,17.894997,40.47,0.4511189225010908,-0.36178579361914487,29.638214206380855
2011-05-12,18.2249985,40.87,0.45138373754111333,-0.22305485330529962,29.7769451466947
2011-05-13,18.074997,40.56,0.45180765393448513,-0.2503214435827168,29.749678556417283
2011-05-16,17.5799945,40.02,0.45220987927531714,-0.51744486859819,29.48255513140181
2011-05-17,17.649994,40.06,0.45252216745123264,-0.4780440280963809,29.52195597190362
2011-05-18,18.304993,40.53,0.4527920324671187,-0.04666807589232036,29.95333192410768
2011-05-19,18.57,40.66,0.45331690100079397,0.13813480530771827,30.13813480530772
2011-05-20,18.304993,40.27,0.453993017676712,0.02269417815880459,30.022694178158805
2011-05-23,18.219994,39.89,0.45467563511818626,0.082982915135549,30.08298291513555
2011-05-24,18.144997,39.69,0.45535459448326665,0.07197314495914853,30.07197314495915
2011-05-25,18.059998,39.7,0.4560004623480112,-0.04322035521604661,29.956779644783953
2011-05-26,18.219994,40.06,0.45657614262823665,-0.0704462736871605,29.92955372631284
2011-05-27,18.229996,40.16,0.4572146907081894,-0.13174597884088257,29.868254021159117
2011-05-31,18.394997,40.44,0.45781521475252646,-0.11905028459216993,29.88094971540783
2011-06-01,17.989998,39.52,0.45834663914240925,-0.12386117890801529,29.876138821091985
2011-06-02,17.9599995,39.43,0.45870610423474045,-0.1267821899758168,29.873217810024183
2011-06-03,17.5799945,38.92,0.45904724385164963,-0.2861242307062035,29.713875769293796
2011-06-06,17.8699955,38.51,0.45923571385418144,0.18482815947547593,30.184828159475476
2011-06-07,17.9649965,38.55,0.4588228270661261,0.2773765166008424,30.277376516600842
2011-06-08,17.8699955,38.25,0.4587781270398426,0.32173214072602363,30.321732140726024
2011-06-09,17.7649995,38.57,0.4588321322994401,0.06784415721059389,30.067844157210594
2011-06-10,17.5574955,37.86,0.45872615332113637,0.19012333526178082,30.19012333526178
2011-06-13,17.449997,37.81,0.45869460961487935,0.10675381046140942,30.10675381046141
2011-06-14,17.634995,38.48,0.4586416150358188,-0.013534346578307321,29.986465653421693
2011-06-15,17.429993,37.89,0.45853806571616235,0.055985690014608736,30.05598569001461
2011-06-16,17.57,37.8,0.4584966674714157,0.23882596958048907,30.23882596958049
2011-06-17,17.719994,37.95,0.4585460447725398,0.3181716008821134,30.318171600882113
2011-06-20,17.9149935,38.26,0.4583351838808157,0.3790893647199951,30.379089364719995
2011-06-21,18.364998,39.04,0.45806389871999137,0.482183393971539,30.48218339397154
2011-06-22,18.6399995,38.74,0.4579879890150804,0.897544805555782,30.897544805555782
2011-06-23,18.864998,38.88,0.458012540899991,1.0574704098083494,31.05747040980835
2011-06-24,18.6749955,38.5,0.4581730301891227,1.0353338377187775,31.035333837718778
2011-06-27,18.9949955,38.97,0.45842969282308454,1.1299903706843963,31.129990370684396
2011-06-28,19.625,39.71,0.45866102042336143,1.411570878988318,31.411570878988318
2011-06-29,19.7149965,39.89,0.45900807240975044,1.4051644915750572,31.405164491575057
2011-06-30,19.7449955,40.21,0.45948685430302505,1.2690290884753637,31.269029088475364
2011-07-01,20.094994,41.02,0.46001407567843755,1.2252166156704902,31.22521661567049
2011-07-05,20.4749985,41.2,0.46052974217873677,1.5011731222360467,31.501173122236047
2011-07-06,20.2099995,41.05,0.4612480816605162,1.2757657478358126,31.275765747835813
2011-07-07,20.1599965,41.62,0.4618588418906973,0.9374315005091773,30.937431500509177
2011-07-08,20.1749955,41.37,0.4623965106023978,1.0456518563788073,31.045651856378807
2011-07-11,19.8699955,40.57,0.4629191691101444,1.0893648092014416,31.08936480920144
2011-07-12,19.7849965,40.37,0.4634768870524574,1.074434569692297,31.074434569692297
2011-07-13,19.7899935,40.58,0.4639834404267697,0.9615454874816862,30.961545487481686
2011-07-14,19.564995,40.27,0.4644035941611226,0.8634622631315914,30.86346226313159
2011-07-15,19.899994,40.29,0.46483537282540544,1.1717768288644166,31.171776828864417
2011-07-18,19.699997,39.9,0.4653499499295784,1.1325339978098228,31.132533997809823
