date,LAZ,KCE,beta,value,price
2017-10-13,45.36,53.6274,0.8714602067070478,-1.3741450891615372,28.625854910838463
2017-10-16,45.9,53.6142,0.8700321298453519,-0.7460766159546637,29.253923384045336
2017-10-17,45.6,53.2245,0.8686560396472076,-0.6337833822028003,29.3662166177972
2017-10-18,45.99,53.7821,0.8671541211147529,-0.6473696572057506,29.35263034279425
2017-10-19,45.74,53.4967,0.8658771646786984,-0.5815709156669158,29.418429084333084
2017-10-20,46.03,54.05,0.8645598347494845,-0.6994590682096344,29.300540931790366
2017-10-23,45.54,53.711,0.8635405461627396,-0.8416262749469041,29.158373725053096
2017-10-24,45.63,53.98,0.8624986585664832,-0.9276775894187566,29.072322410581243
2017-10-25,45.27,53.45,0.8612867695777272,-0.7657778339295191,29.23422216607048
2017-10-26,45.57,53.9,0.8601779167598964,-0.7935897133584149,29.206410286641585
2017-10-27,47.2,53.75,0.8590496738957928,1.0260800281011413,31.02608002810114
2017-10-30,47.38,53.29,0.8586452548146716,1.622794370926158,31.622794370926158
2017-10-31,47.54,53.37,0.8585130341984877,1.7211593648267112,31.72115936482671
2017-11-01,47.4,53.32,0.8583278384434407,1.6339596541957349,31.633959654195735
2017-11-02,46.87,53.85,0.8581692190021961,0.657587556731734,30.657587556731734
2017-11-03,47.01,53.28,0.8578582213887946,1.303313964405021,31.30331396440502
2017-11-06,47.11,53.52,0.8580733585961825,1.1859138479323121,31.185913847932312
2017-11-07,46.39,53.049,0.8582080957734619,0.8629187273136196,30.86291872731362
2017-11-08,47.44,53.3376,0.8580397744001331,1.6742177289554547,31.674217728955455
2017-11-09,48.16,53.1543,0.8583067486409326,2.5373055907152704,32.53730559071527
2017-11-10,47.29,53.24,0.8589366391609448,1.5602133310712958,31.560213331071296
2017-11-13,47.69,53.3349,0.8593119237111855,1.85868448005629,31.85868448005629
2017-11-14,46.5,53.3701,0.8597715739969373,0.6139051186260573,30.613905118626057
2017-11-15,45.92,53.32,0.8597053774357223,0.08050927512729089,30.08050927512729
2017-11-16,46.0,53.6566,0.8595115232287173,-0.11846599727398655,29.881534002726013
2017-11-17,46.1,53.7044,0.8593430509938722,-0.05050294779530873,29.94949705220469
2017-11-20,47.11,54.308,0.8593947517424448,0.437989822371307,30.437989822371307
2017-11-21,47.49,54.8355,0.8596316874204728,0.3516666044546639,30.351666604454664
2017-11-22,47.63,54.7345,0.8596864697140117,0.57549092343843,30.57549092343843
2017-11-24,47.54,54.63,0.8598508433608416,0.5663484271972195,30.56634842719722
2017-11-27,47.65,54.71,0.8599867436266158,0.6001252561878516,30.60012525618785
2017-11-28,47.93,55.53,0.8601176556910372,0.16766657947670893,30.16766657947671
2017-11-29,48.74,56.27,0.8601239035795034,0.34082794558134566,30.340827945581346
2017-11-30,49.25,56.64,0.860258962758869,0.5249323493376536,30.524932349337654
2017-12-01,49.18,56.72,0.8605417448020259,0.37007223482908813,30.370072234829088
2017-12-04,50.74,57.63,0.8608117594944521,1.1314183003347225,31.131418300334722
2017-12-05,50.23,57.0848,0.8614814121574149,1.052505883276396,31.052505883276396
2017-12-06,49.98,57.01,0.8620712410920691,0.833318545341136,30.833318545341136
2017-12-07,50.47,57.33,0.8626922314035725,1.0118543736331844,31.011854373633184
2017-12-08,51.28,57.7701,0.8633445587979258,1.4044985037879485,31.40449850378795
2017-12-11,50.69,57.42,0.8641945908275122,1.0679465946842512,31.06794659468425
2017-12-12,50.86,57.86,0.8648380322830509,0.820471452102673,30.820471452102673
2017-12-13,50.79,57.35,0.8653022826435064,1.164914090394909,31.16491409039491
2017-12-14,51.12,56.85,0.8657480293360916,1.9022245322431885,31.90222453224319
2017-12-15,51.53,57.34,0.8664511776445326,1.847689473862495,31.847689473862495
2017-12-18,51.52,57.75,0.8672597004385,1.4357522996766292,31.43575229967663
2017-12-19,51.03,57.56,0.8679552007493999,1.0704986448645428,31.070498644864543
2017-12-20,50.17,57.56,0.8685098652460436,0.17857215643773117,30.17857215643773
2017-12-21,50.96,57.94,0.8689257974245601,0.61443929722099,30.61443929722099
2017-12-22,51.18,57.9099,0.8694832541453962,0.8283117007655179,30.828311700765518
2017-12-26,51.35,57.79,0.8698631587960383,1.0806080531769524,31.080608053176952
2017-12-27,51.57,57.6295,0.870311051146595,1.4144092779472999,31.4144092779473
2017-12-28,52.09,57.9,0.8710299457858632,1.6573661389985261,31.657366138998526
2017-12-29,52.5,57.94,0.8717443336467919,1.9911333085048781,31.991133308504878
2018-01-02,52.6,57.45,0.8725599300493831,2.471432018662938,32.47143201866294
2018-01-03,54.08,57.79,0.8735801568090138,3.5958027380070945,33.595802738007094
2018-01-04,55.66,58.38,0.8750666653824384,4.573608074973244,34.573608074973244
2018-01-05,55.87,58.78,0.8770596861573264,4.316431647672346,34.316431647672346
2018-01-08,56.09,59.0,0.8789774613771282,4.230329778749443,34.23032977874944
2018-01-09,57.03,59.46,0.8809737828407892,4.647298872286676,34.647298872286676
2018-01-10,56.56,59.53,0.8831294319550455,3.9873049157161446,33.987304915716145
2018-01-11,57.27,60.01,0.8849801723945266,4.162339854604461,34.16233985460446
2018-01-12,57.71,60.6726,0.8867602431002441,3.9079504744761238,33.907950474476124
2018-01-16,56.08,60.1161,0.8884756873727869,2.6683067303288013,32.6683067303288
2018-01-17,56.86,60.66,0.8898385370220758,2.882394344240886,32.882394344240886
2018-01-18,56.53,60.282,0.8912886505695753,2.8013375663648645,32.801337566364865
2018-01-19,57.97,61.01,0.8927871522984562,3.501055838271192,33.50105583827119
2018-01-22,58.93,61.18,0.8945851292802244,4.199281790635872,34.19928179063587
2018-01-23,58.81,61.2276,0.8966742706157466,3.908786428447314,33.908786428447314
2018-01-24,58.96,61.349,0.898654417256449,3.82845015573411,33.82845015573411
