date,INTC,XLK,beta,value,price
2013-02-07,20.81,29.67,0.713937512928321,-0.3725260085832858,29.627473991416714
2013-02-08,21.0,29.93,0.7133640143969624,-0.3509849509010827,29.649015049098917
2013-02-11,21.03,29.99,0.7127956236115103,-0.3467407521091914,29.65325924789081
2013-02-12,21.19,29.89,0.7124376966219097,-0.10476275202887919,29.89523724797112
2013-02-13,21.25,29.88,0.7122827339400581,-0.033008090128937795,29.966991909871062
2013-02-14,21.23,29.802,0.7120709107931634,0.008862716542143545,30.008862716542144
2013-02-15,21.115,29.78,0.7118096227816918,-0.08269056643878514,29.917309433561215
2013-02-19,21.085,29.975,0.7117484564818979,-0.24965998304488934,29.75034001695511
2013-02-20,20.73,29.57,0.7119490464591969,-0.3223333037984517,29.67766669620155
2013-02-21,20.25,29.33,0.7122335424418464,-0.6398097998193535,29.360190200180647
2013-02-22,20.42,29.69,0.7123328323733219,-0.7291617931639252,29.270838206836075
2013-02-25,20.23,29.27,0.7123371489324161,-0.6201083492518187,29.37989165074818
2013-02-26,20.58,29.442,0.7123320293497752,-0.3924796081160835,29.607520391883916
2013-02-27,20.93,29.69,0.7124352141937931,-0.2222015094137184,29.77779849058628
2013-02-28,20.88,29.63,0.7130096846105043,-0.24647695500924272,29.753523044990757
2013-03-01,21.03,29.68,0.7135471329811285,-0.148078906879892,29.851921093120108
2013-03-04,21.27,29.77,0.7141462876369368,0.009865017048390712,30.00986501704839
2013-03-05,21.51,30.18,0.7145812289976791,-0.056061491149950626,29.94393850885005
2013-03-06,21.75,30.16,0.7149332964992895,0.18761177758142722,30.187611777581427
2013-03-07,21.89,30.23,0.715327300535965,0.26565570479777634,30.265655704797776
2013-03-08,21.58,30.29,0.7157165335467631,-0.09905380113145767,29.900946198868542
2013-03-11,21.69,30.36,0.7159694920223041,-0.04683377779715059,29.95316622220285
2013-03-12,21.64,30.25,0.7160978122118796,-0.02195881940935962,29.97804118059064
2013-03-13,21.655,30.23,0.7162111426253832,0.003937158434666799,30.003937158434667
2013-03-14,21.65,30.445,0.7163565856502954,-0.1594762501232445,29.840523749876755
2013-03-15,21.375,30.2,0.716277986267789,-0.25659518528722813,29.743404814712772
2013-03-18,21.26,30.21,0.7162580028064282,-0.37815426478219294,29.621845735217807
2013-03-19,21.14,30.17,0.7161236802227268,-0.4654514323196679,29.534548567680332
2013-03-20,21.18,30.32,0.7157991666033328,-0.5230307314130513,29.47696926858695
2013-03-21,21.04,29.975,0.7154945125488096,-0.4069480136505703,29.59305198634943
2013-03-22,21.33,30.172,0.7152348860770074,-0.2500669827154667,29.749933017284533
2013-03-25,21.15,30.1,0.7150968061558212,-0.3744138652902187,29.62558613470978
2013-03-26,21.765,30.29,0.7148187546606819,0.11313992132794581,30.113139921327946
2013-03-27,21.83,30.21,0.7148785768692483,0.23351819278000718,30.233518192780007
2013-03-28,21.835,30.27,0.7150349639960476,0.1908916398396414,30.19089163983964
2013-04-01,21.43,30.07,0.7151484029382835,-0.07451247635418667,29.925487523645813
2013-04-02,21.455,30.19,0.7150718391800162,-0.1330188248446902,29.86698117515531
2013-04-03,21.05,29.95,0.7149186864950089,-0.36181466052551414,29.638185339474486
2013-04-04,21.135,29.96,0.7146764245602132,-0.2767056798239871,29.723294320176013
2013-04-05,20.94,29.73,0.7144130843312022,-0.29950099716663914,29.70049900283336
2013-04-08,21.09,29.86,0.7141788312936368,-0.23537990242799367,29.764620097572006
2013-04-09,21.75,30.07,0.7137971631186188,0.28611930502313143,30.28611930502313
2013-04-10,22.26,30.6,0.7135666753262471,0.4248597350168417,30.42485973501684
2013-04-11,21.825,30.5,0.7133194847686529,0.06875571455608664,30.068755714556087
2013-04-12,21.675,30.365,0.7127938761410043,0.03101395097840509,30.031013950978405
2013-04-15,21.38,29.87,0.7122336203372813,0.10558176052540347,30.105581760525403
2013-04-16,21.915,30.24,0.7116172100777891,0.39569556724765675,30.395695567247657
2013-04-17,21.93,29.62,0.7108870566978897,0.873525380608509,30.87352538060851
2013-04-18,22.24,29.31,0.7111737844062491,1.3954963790528367,31.395496379052837
2013-04-19,22.44,29.35,0.711820084795966,1.5480805112383962,31.548080511238396
2013-04-22,22.88,29.575,0.7127165435571947,1.8014082242959653,31.801408224295965
2013-04-23,23.375,29.9,0.7136615782544309,2.0365188101925185,32.03651881019252
2013-04-24,23.66,29.95,0.7147691859070644,2.2526628820834205,32.25266288208342
2013-04-25,23.38,30.05,0.7160061154238939,1.864016231511986,31.864016231511986
2013-04-26,23.4,30.04,0.7169386087864643,1.8631641920546116,31.86316419205461
2013-04-29,23.76,30.47,0.7178005446062765,1.8886174058467553,31.888617405846755
2013-04-30,23.95,30.8,0.7189040716020226,1.8077545946577018,31.807754594657702
2013-05-01,23.99,30.53,0.719947019262203,2.010017501924942,32.01001750192494
2013-05-02,24.11,30.92,0.7210640556526366,1.8146993992204727,31.814699399220473
2013-05-03,23.96,31.21,0.722224596678083,1.4193703376770301,31.41937033767703
2013-05-06,23.91,31.36,0.7232830784234856,1.2278426606394923,31.227842660639492
2013-05-07,24.15,31.34,0.7243483779401313,1.448921835356284,31.448921835356284
2013-05-08,24.25,31.59,0.7255586641080953,1.3296018008252695,31.32960180082527
2013-05-09,24.36,31.5,0.7267323269770205,1.467931700223854,31.467931700223854
2013-05-10,24.5,31.59,0.7278719926387665,1.5065237525413693,31.50652375254137
2013-05-13,24.08,31.51,0.7290159357409857,1.1087078648015378,31.108707864801538
2013-05-14,23.84,31.61,0.7299243078570345,0.7670926286391371,30.767092628639137
2013-05-15,24.2,31.71,0.7307041835277819,1.0293703403340366,31.029370340334037
2013-05-16,23.94,31.88,0.7317442288464466,0.6119939843752817,30.61199398437528
2013-05-17,24.04,32.2,0.7325854662992068,0.45074798516553827,30.45074798516554
2013-05-20,24.08,32.2,0.7335042893261247,0.4611618836987823,30.461161883698782
2013-05-21,24.15,32.1,0.7344994363552448,0.5725680929966366,30.572568092996637
2013-05-22,24.07,31.75,0.7354978844498961,0.7179421687158012,30.7179421687158
2013-05-23,24.05,31.74,0.7364743171447157,0.6743051738267276,30.674305173826728
2013-05-24,23.923,31.69,0.7373547437959997,0.5562281691047666,30.556228169104767
2013-05-28,24.08,31.84,0.7381816355467125,0.5762967241926731,30.576296724192673
2013-05-29,24.27,31.76,0.7389734581232881,0.8002029700043707,30.80020297000437
2013-05-30,24.21,31.96,0.7398111828491222,0.5656345961420541,30.565634596142054
2013-05-31,24.28,31.66,0.7405696586099665,0.8335646084084622,30.833564608408462
2013-06-03,25.24,31.82,0.7413499491244804,1.650244618859034,31.650244618859034
2013-06-04,25.36,31.68,0.7425569470662758,1.8357959169403806,31.83579591694038
2013-06-05,24.7,31.37,0.7440714843552698,1.358477535775183,31.358477535775183
2013-06-06,24.65,31.44,0.7453049297859202,1.217613007530666,31.217613007530666
2013-06-07,24.59,31.73,0.7464616184418291,0.9047728468407605,30.90477284684076
2013-06-10,25.01,31.8,0.7474504489815601,1.241075722386391,31.24107572238639
2013-06-11,24.71,31.47,0.7487346961622696,1.1473191117733776,31.147319111773378
2013-06-12,24.46,31.26,0.7500226998182278,1.0142904036821996,31.0142904036822
2013-06-13,24.99,31.615,0.7513178081867249,1.2370874941766914,31.23708749417669
2013-06-14,24.92,31.38,0.7528074824752908,1.296901199925376,31.296901199925376
2013-06-17,25.1,31.67,0.7543895840552644,1.2084818729697773,31.208481872969777
2013-06-18,25.465,31.92,0.7558788599387449,1.3373467907552588,31.33734679075526
2013-06-19,25.0,31.55,0.757396911748365,1.104127434339084,31.104127434339084
2013-06-20,24.185,30.85,0.758863886460086,0.7740491027063463,30.774049102706346
2013-06-21,24.195,30.51,0.7599207643973573,1.0098174782366272,31.009817478236627
2013-06-24,23.58,30.14,0.7610467336783893,0.642051446933344,30.642051446933344
2013-06-25,23.88,30.39,0.7620143448434918,0.7223840602062808,30.72238406020628
2013-06-26,24.005,30.57,0.7631697302760607,0.674901345460821,30.67490134546082
2013-06-27,24.05,30.72,0.7643578842645081,0.5689257953943105,30.56892579539431
2013-06-28,24.23,30.585,0.7656174510406359,0.813590259922151,30.81359025992215
2013-07-01,23.886,30.75,0.7669842505665135,0.3012342950797091,30.30123429507971
2013-07-02,23.72,30.8,0.7681027320911109,0.06243585159378284,30.062435851593783
2013-07-03,23.762,30.98,0.7690886832294704,-0.0643674064489943,29.935632593551006
2013-07-05,24.06,31.18,0.7697691262553558,0.0585986433580068,30.058598643358007
2013-07-08,23.185,31.16,0.7704846186580923,-0.8233007173861573,29.176699282613843
2013-07-09,23.135,31.28,0.7709231941940295,-0.9794775143892451,29.020522485610755
2013-07-10,23.25,31.38,0.7713025933305542,-0.9534753787127883,29.04652462128721
2013-07-11,23.99,31.91,0.7716402906426021,-0.6330416744054332,29.366958325594567
2013-07-12,23.9,31.93,0.7720305183872355,-0.7509344521044312,29.24906554789557
2013-07-15,23.94,32.02,0.7720954947786207,-0.7824977428114366,29.217502257188563
2013-07-16,24.25,32.045,0.7718628005389271,-0.4843434432699212,29.51565655673008
2013-07-17,24.15,32.07,0.7717054847519894,-0.5985948959963032,29.401405104003697
2013-07-18,23.244,31.99,0.771350770585406,-1.4315111510271379,28.568488848972862
2013-07-19,23.04,31.445,0.7704164518251235,-1.185745327641012,28.814254672358988
2013-07-22,22.77,31.54,0.7694882220019933,-1.4996585219428695,28.50034147805713
2013-07-23,22.75,31.411,0.768558370041851,-1.3911869613845838,28.608813038615416
2013-07-24,22.93,31.62,0.7676624488628601,-1.3434866330436357,28.656513366956364
2013-07-25,23.06,31.64,0.7667566811431996,-1.2001813913708368,28.799818608629163
2013-07-26,23.26,31.73,0.7659439494302714,-1.043401515422513,28.956598484577487
2013-07-29,23.24,31.68,0.7650760183847641,-0.9976082624293277,29.002391737570672
2013-07-30,23.38,31.84,0.7643089982390789,-0.9555985039322756,29.044401496067724
2013-07-31,23.335,31.73,0.7637424482869702,-0.8985478841455645,29.101452115854435
2013-08-01,23.2,32.07,0.7632853431563894,-1.2785609550254087,28.72143904497459
2013-08-02,23.22,32.21,0.7624772584078715,-1.3393924933175434,28.660607506682457
2013-08-05,22.924,32.28,0.7616674813807621,-1.6626262989710021,28.337373701028998
2013-08-06,22.8,32.11,0.7605745648899244,-1.6220492786154708,28.37795072138453
2013-08-07,22.7,32.03,0.7594521989420584,-1.6252539321141306,28.37474606788587
2013-08-08,22.45,32.135,0.7585022546016762,-1.9244699516248644,28.075530048375136
2013-08-09,22.51,31.97,0.7575400809960599,-1.7085563894440305,28.29144361055597
2013-08-12,22.64,32.18,0.756532299079346,-1.7052093843733545,28.294790615626646
2013-08-13,22.52,32.4,0.7557101668685661,-1.9650094065415402,28.03499059345846
2013-08-14,22.57,32.37,0.7548044521027802,-1.863020114566993,28.136979885433007
2013-08-15,22.03,31.85,0.7539178361384035,-1.982283081008152,28.017716918991848
2013-08-16,21.915,31.815,0.7528900152431282,-2.038195834960124,27.961804165039876
2013-08-19,22.28,31.72,0.7517185407723269,-1.564512113298207,28.435487886701793
2013-08-20,22.523,31.77,0.750788270785731,-1.3295433628626725,28.670456637137328
2013-08-21,22.17,31.7,0.750013395666428,-1.6054246426257635,28.394575357374237
2013-08-22,22.26,31.84,0.7490567452839626,-1.589966769841368,28.410033230158632
2013-08-23,22.44,32.07,0.7479561116736909,-1.5469525013752659,28.453047498624734
2013-08-26,22.275,31.92,0.7469641930822335,-1.5680970431848955,28.431902956815104
2013-08-27,22.191,31.36,0.7457943957748822,-1.1971122515003039,28.802887748499696
2013-08-28,22.285,31.38,0.7443647148103628,-1.0731647507491857,28.926835249250814
2013-08-29,22.06,31.55,0.7428599017149657,-1.3772298991071708,28.62277010089283
2013-08-30,21.98,31.4,0.7414015068629759,-1.3000073154974423,28.699992684502558
2013-09-03,22.067,31.431,0.7400149030827021,-1.1924084187924109,28.80759158120759
2013-09-04,22.635,31.735,0.7387997841435362,-0.8108111497951178,29.189188850204882
2013-09-05,22.6,31.75,0.7375633854326044,-0.8176374874851859,29.182362512514814
2013-09-06,22.67,31.77,0.736340983171938,-0.7235530353724684,29.27644696462753
2013-09-09,22.91,32.15,0.7352038752733854,-0.7268045900393396,29.27319540996066
2013-09-10,22.985,32.35,0.7338917673806162,-0.7563986747629379,29.243601325237062
2013-09-11,22.81,32.2,0.7324941214624623,-0.7763107110912877,29.223689288908712
2013-09-12,22.63,32.225,0.7310732907596841,-0.9288367947308203,29.07116320526918
2013-09-13,23.44,32.255,0.7294418914616233,-0.08814820909466192,29.911851790905338
2013-09-16,23.39,32.21,0.7283510714458848,-0.07018801127195218,29.929811988728048
2013-09-17,23.74,32.37,0.7274334993458939,0.19297762617341618,30.192977626173416
2013-09-18,23.9,32.779,0.726523947904003,0.08527151165468183,30.085271511654682
2013-09-19,23.915,32.805,0.7257308727068182,0.10739872085282798,30.107398720852828
2013-09-20,23.769,32.415,0.7248733922394968,0.27222899055671235,30.272228990556712
2013-09-23,23.62,32.51,0.7240891222286716,0.07986263634589008,30.07986263634589
2013-09-24,23.705,32.37,0.723219355497101,0.2943894625588399,30.29438946255884
2013-09-25,23.7,32.32,0.722316196531787,0.3547405280926412,30.35474052809264
2013-09-26,23.41,32.44,0.7216600411480789,-0.0006517348436787529,29.99934826515632
2013-09-27,22.98,32.24,0.7209073605124218,-0.2620533029204779,29.737946697079522
2013-09-30,22.921,32.04,0.7200462506269896,-0.14928187008874616,29.850718129911254
2013-10-01,22.83,32.32,0.7191491175086744,-0.41289947788035875,29.58710052211964
2013-10-02,22.885,32.33,0.7185370496176414,-0.34530281413834274,29.654697185861657
2013-10-03,22.6,32.05,0.7180193519296071,-0.41252022934390453,29.587479770656095
2013-10-04,22.81,32.18,0.717437109149278,-0.27712617242377036,29.72287382757623
2013-10-07,22.83,32.04,0.7167225612258041,-0.13379086167476473,29.866209138325235
2013-10-08,22.48,31.53,0.716125454194629,-0.0994355707566541,29.900564429243346
2013-10-09,22.59,31.65,0.7155481097133058,-0.05709767242612784,29.942902327573872
2013-10-10,23.1,32.18,0.7148296490035124,0.09678189506697166,30.09678189506697
2013-10-11,23.255,32.45,0.7142404106293062,0.07789867507900894,30.07789867507901
2013-10-14,23.45,32.56,0.7140756510549139,0.19969680165200288,30.199696801652003
2013-10-15,23.39,32.36,0.7138818417302062,0.28878360161052896,30.28878360161053
2013-10-16,23.695,32.67,0.7139034233843329,0.3717751580338451,30.371775158033845
2013-10-17,23.92,32.68,0.7139345560509913,0.5886187082536054,30.588618708253605
2013-10-18,23.875,33.24,0.7140641701058542,0.13950698568140396,30.139506985681404
2013-10-21,24.135,33.42,0.7139001490781747,0.2764570178074024,30.276457017807402
2013-10-22,24.071,33.41,0.7137378402390618,0.22501875761294698,30.225018757612947
2013-10-23,23.735,33.25,0.713537929204814,0.009863853939936718,30.009863853939937
2013-10-24,23.78,33.33,0.7132044849267352,0.008894517391919265,30.00889451739192
2013-10-25,24.235,33.5,0.7128497913026733,0.35453199136044233,30.354531991360442
2013-10-28,24.36,33.61,0.7128659650489215,0.40057491470574647,30.400574914705746
2013-10-29,24.523,33.825,0.7129482185218787,0.4075265084974511,30.40752650849745
2013-10-30,24.495,33.76,0.7132151460760359,0.4168566684730308,30.41685666847303
2013-10-31,24.47,33.65,0.7134918017653747,0.4610008705951394,30.46100087059514
2013-11-01,24.325,33.66,0.7138172539983295,0.29791123041622924,30.29791123041623
2013-11-04,24.255,33.79,0.7142266647825453,0.12128099699779682,30.121280996997797
2013-11-05,24.03,33.7,0.714456200165157,-0.0471739455657918,29.952826054434208
2013-11-06,24.245,34.04,0.7146102176049095,-0.08033180727111855,29.91966819272888
2013-11-07,24.059,33.595,0.7148918050209214,0.0422098103221451,30.042209810322145
2013-11-08,24.09,33.9,0.7152064909412478,-0.15550004290829733,29.844499957091703
2013-11-11,24.169,33.94,0.7154998667958399,-0.11506547905080211,29.884934520949198
2013-11-12,24.43,34.03,0.7158634268504164,0.06916758428032921,30.06916758428033
2013-11-13,24.6,34.32,0.7161132052848315,0.022994794624583648,30.022994794624584
2013-11-14,24.385,34.225,0.7162389866392932,-0.1282793177298096,29.87172068227019
2013-11-15,24.52,34.3,0.7164352435659131,-0.053728854310818974,29.94627114568918
2013-11-18,24.6,34.17,0.7166800656528121,0.11104215664341055,30.11104215664341
2013-11-19,24.7,34.05,0.7170103123009076,0.2857988661540958,30.285798866154096
2013-11-20,24.56,33.94,0.7174643900102757,0.2092586030512429,30.209258603051243
2013-11-21,25.23,34.23,0.7177241056854157,0.6623038623882245,30.662303862388224
2013-11-22,23.87,34.16,0.7181887770476025,-0.6633286239461,29.3366713760539
2013-11-25,23.75,34.16,0.7181308276461164,-0.7813490723913326,29.218650927608667
2013-11-26,23.65,34.28,0.7179955477687887,-0.9628873775140789,29.03711262248592
2013-11-27,23.9,34.55,0.7177310725337612,-0.8976085560414511,29.10239144395855
2013-11-29,23.84,34.69,0.7173266939530708,-1.044063013232023,28.955936986767977
2013-12-02,23.7,34.58,0.7168602466947894,-1.089027330705818,28.910972669294182
2013-12-03,23.55,34.66,0.7163393578050959,-1.2783221415246224,28.721677858475378
2013-12-04,23.74,34.69,0.7157274075208101,-1.0885837668969032,28.911416233103097
2013-12-05,24.26,34.58,0.7152397321201276,-0.4729899367140078,29.527010063285992
2013-12-06,24.82,34.82,0.7151004371528747,-0.07979722166309955,29.9202027783369
2013-12-09,24.93,34.93,0.7152591570296438,-0.05400235504545847,29.94599764495454
2013-12-10,24.82,34.86,0.7150524401474857,-0.10672806354135034,29.89327193645865
2013-12-11,24.42,34.54,0.7148244831672234,-0.27003764859589197,29.729962351404108
2013-12-12,24.47,34.31,0.7143953198722293,-0.04090342481618947,29.95909657518381
2013-12-13,24.29,34.2,0.7141388283854552,-0.13354793078256932,29.86645206921743
2013-12-16,24.45,34.54,0.7138331131265283,-0.20579572739028862,29.79420427260971
2013-12-17,24.655,34.53,0.7134246895784097,0.020445468857513305,30.020445468857513
2013-12-18,25.15,34.8,0.7132298414403797,0.3296015178747851,30.329601517874785
2013-12-19,25.14,34.86,0.7131039178240018,0.2811974246552964,30.281197424655296
2013-12-20,25.055,34.96,0.7129376633315642,0.13069928992851487,30.130699289928515
2013-12-23,25.32,35.42,0.7128702346107245,0.07013629008813638,30.070136290088136
2013-12-24,25.43,35.52,0.7129080113211533,0.10750743787263062,30.10750743787263
2013-12-26,25.7,35.61,0.7129266066079143,0.31268353869217336,30.312683538692173
2013-12-27,25.6,35.58,0.7131882222929035,0.224763050818499,30.2247630508185
2013-12-30,25.85,35.51,0.7133850420690102,0.5176971561294508,30.51769715612945
2013-12-31,25.955,35.74,0.7137730786568637,0.4447501688036901,30.44475016880369
2014-01-02,25.79,35.39,0.7140758514658996,0.5188556166218135,30.518855616621813
2014-01-03,25.78,35.22,0.7143620344587356,0.6201691463633345,30.620169146363335
2014-01-06,25.46,35.16,0.7146943164176954,0.33134783475383145,30.33134783475383
2014-01-07,25.585,35.48,0.7148740163888502,0.22126989852359813,30.221269898523598
2014-01-08,25.43,35.48,0.7149419914691467,0.06385814267467538,30.063858142674675
2014-01-09,25.31,35.25,0.7149487468302705,0.10805667423296228,30.108056674232962
2014-01-10,25.53,35.32,0.7149237607236852,0.27889277123943756,30.278892771239438
2014-01-13,25.5,34.94,0.7149462658855488,0.5197774699589282,30.519777469958928
2014-01-14,26.51,35.53,0.7150465305565373,1.1043967693262289,31.10439676932623
2014-01-15,26.67,35.96,0.7153437853271081,0.946237479637194,30.946237479637194
2014-01-16,26.54,35.95,0.7157747438705536,0.8078979578535943,30.807897957853594
2014-01-17,25.85,35.75,0.7160803671462809,0.25012687452046123,30.25012687452046
2014-01-21,25.59,35.93,0.7161366092780096,-0.14078837135888378,29.859211628641116
2014-01-22,25.31,35.89,0.7161016991564232,-0.39088998272402975,29.60911001727597
2014-01-23,25.13,35.82,0.7159478118330058,-0.5152506198582714,29.48474938014173
2014-01-24,24.81,35.13,0.7155765452335319,-0.3282040340539787,29.67179596594602
2014-01-27,24.72,34.8,0.715273802336075,-0.1715283212954084,29.82847167870459
2014-01-28,24.9,34.59,0.7150380644318548,0.16683335130213806,30.166833351302138
2014-01-29,24.68,34.32,0.7149522841175144,0.14283760908690368,30.142837609086904
2014-01-30,24.74,34.74,0.7148289311019543,-0.09315706648189703,29.906842933518103
2014-01-31,24.54,34.82,0.714662214378072,-0.3445383046444661,29.655461695355534
2014-02-03,23.95,34.09,0.7144478297917967,-0.40552651760235037,29.59447348239765
2014-02-04,23.82,34.22,0.7142795987990822,-0.6226478709045935,29.377352129095406
2014-02-05,23.52,34.25,0.7140191981416427,-0.9351575363512623,29.064842463648738
2014-02-06,23.99,34.63,0.7135464804294275,-0.7201146172710757,29.279885382728924
2014-02-07,24.205,35.1,0.7132504965245021,-0.8300924280100261,29.169907571989974
2014-02-10,24.29,35.17,0.7128692087450997,-0.7816100715651615,29.21838992843484
2014-02-11,24.47,35.6,0.7124131980035662,-0.8919098489269572,29.108090151073043
2014-02-12,24.55,35.74,0.7119086750793073,-0.8936160473344437,29.106383952665556
2014-02-13,24.7,36.0,0.7114633108599089,-0.9126791909567196,29.08732080904328
2014-02-14,24.755,36.07,0.7109608334583749,-0.8893572628435855,29.110642737156414
2014-02-18,24.76,36.09,0.7103818742591426,-0.877681842012457,29.122318157987543
2014-02-19,24.5,35.97,0.7097152164694628,-1.028456336406574,28.971543663593426
2014-02-20,24.74,36.09,0.7089965717953904,-0.8476862760956436,29.152313723904356
2014-02-21,24.42,35.95,0.7081375787961832,-1.037545957722788,28.962454042277212
2014-02-24,24.63,36.09,0.7077814164133536,-0.9138313183579321,29.086168681642068
2014-02-25,24.62,35.99,0.7075338044247286,-0.8441416212459814,29.15585837875402
2014-02-26,24.8,36.02,0.7074036889353036,-0.6806808754496352,29.319319124550365
2014-02-27,24.76,36.31,0.707325277213147,-0.9229808156093675,29.077019184390632
2014-02-28,24.76,36.35,0.7072000545804094,-0.9467219839978789,29.05327801600212
2014-03-03,24.5,35.96,0.7070887668882264,-0.9269120573006226,29.073087942699377
2014-03-04,24.61,36.43,0.7070869203332721,-1.1491765077411031,28.850823492258897
2014-03-05,24.5,36.48,0.7068932140938232,-1.287464450142668,28.712535549857332
2014-03-06,24.63,36.53,0.7063519092004152,-1.1730352430911708,28.82696475690883
2014-03-07,24.64,36.42,0.7056771715551708,-1.0607625880393243,28.939237411960676
2014-03-10,24.84,36.36,0.7050331915410936,-0.7950068444341625,29.204993155565838
2014-03-11,24.73,36.28,0.7045371743248293,-0.8306086845048064,29.169391315495194
2014-03-12,24.76,36.34,0.7040987127772016,-0.8269472223235077,29.173052777676492
2014-03-13,24.57,35.85,0.7035593691363609,-0.652603383538537,29.347396616461463
2014-03-14,24.5,35.63,0.7031472092539234,-0.5531350657172922,29.446864934282708
2014-03-17,24.7,36.05,0.7028127165393439,-0.636398431243343,29.363601568756657
2014-03-18,24.82,36.52,0.7023343727293349,-0.8292512920753126,29.170748707924687
2014-03-19,25.02,36.37,0.7016114672298497,-0.49760906314963194,29.502390936850368
2014-03-20,25.425,36.65,0.7010614557728949,-0.268902354076598,29.731097645923402
2014-03-21,25.17,36.31,0.7006818708773949,-0.27175873155820796,29.728241268441792
2014-03-24,25.12,36.28,0.7003195963371075,-0.28759495511026145,29.71240504488974
2014-03-25,25.46,36.5,0.6999249449643113,-0.08726049119736246,29.912739508802638
2014-03-26,25.3772,36.06,0.6995218360972135,0.15244259033447705,30.152442590334477
2014-03-27,25.31,35.93,0.6992628576685591,0.18548552396866924,30.18548552396867
2014-03-28,25.62,36.07,0.6988768265328101,0.4115128669615409,30.41151286696154
2014-03-31,25.814,36.35,0.6986143829658618,0.4193671791909246,30.419367179190925
2014-04-01,25.99,36.78,0.6983207930069094,0.305761233205871,30.30576123320587
2014-04-02,25.89,36.8,0.6979231667219256,0.20642746463314054,30.20642746463314
2014-04-03,26.41,36.62,0.697600467209354,0.8638708907934607,30.86387089079346
2014-04-04,26.16,35.92,0.6976269955769303,1.1012383188766606,31.10123831887666
2014-04-07,26.485,35.64,0.6978284178575044,1.614395187558543,31.614395187558543
2014-04-08,26.91,35.96,0.6982501773513095,1.8009236224469127,31.800923622446913
2014-04-09,26.98,36.44,0.6986931867328519,1.51962027545488,31.51962027545488
2014-04-10,26.425,35.6,0.698918494222904,1.5435016056646198,31.54350160566462
2014-04-11,26.1799,35.2,0.698858186305787,1.5800918420362962,31.580091842036296
2014-04-14,26.56,35.55,0.6988617506308468,1.7154647650733992,31.7154647650734
2014-04-15,26.77,35.73,0.6989926466955596,1.794992733567657,31.794992733567657
2014-04-16,26.93,36.08,0.6994256738223795,1.6947216884885492,31.69472168848855
2014-04-17,27.04,36.03,0.7000050265252467,1.8188188942953616,31.81881889429536
2014-04-21,26.95,36.17,0.7007685606392737,1.6032011616774682,31.603201161677468
2014-04-22,26.84,36.32,0.70150772315917,1.3612394948589461,31.361239494858946
2014-04-23,26.75,35.93,0.7020729086019056,1.524520393933532,31.524520393933532
2014-04-24,26.75,36.21,0.7026524107675295,1.3069562061077562,31.306956206107756
2014-04-25,26.26,35.75,0.7029980456759906,1.127819867083339,31.12781986708334
2014-04-28,26.33,36.09,0.7032735356166313,0.9488580995957712,30.94885809959577
2014-04-29,26.48,36.34,0.7035770276742762,0.9120108143168011,30.9120108143168
2014-04-30,26.69,36.45,0.7039852359480825,1.0297381496923919,31.029738149692392
2014-05-01,26.45,36.49,0.7044889487517805,0.743198260047528,30.743198260047528
2014-05-02,26.41,36.39,0.7049629244029662,0.7563991809760608,30.75639918097606
2014-05-05,26.17,36.58,0.7055891780848342,0.359547865656765,30.359547865656765
2014-05-06,26.2,36.17,0.705953896931885,0.6656475479737161,30.665647547973716
2014-05-07,26.37,36.19,0.7065183439340375,0.8011011330271884,30.80110113302719
2014-05-08,26.34,36.29,0.7071384037055989,0.6779473295238176,30.677947329523818
2014-05-09,26.3,36.33,0.7077713775431209,0.5866658538584204,30.58666585385842
2014-05-12,26.37,36.82,0.7083823179062391,0.2873630546922783,30.28736305469228
2014-05-13,26.45,36.84,0.708884327941525,0.33470135863421646,30.334701358634216
2014-05-14,26.33,36.67,0.7094147692488249,0.31576041164559143,30.31576041164559
2014-05-15,26.01,36.45,0.7099485733839295,0.13237450015576968,30.13237450015577
2014-05-16,25.82,36.68,0.7104837391318464,-0.24054355135612582,29.759456448643874
2014-05-19,26.04,36.92,0.7107847843813794,-0.20217423936052725,29.797825760639473
2014-05-20,26.04,36.71,0.7112067214666895,-0.06839874504217391,29.931601254957826
2014-05-21,26.2,36.96,0.7116496422917128,-0.10257077910170764,29.897429220898292
2014-05-22,26.15,37.03,0.712054035136503,-0.21736092110471006,29.78263907889529
2014-05-23,26.289,37.34,0.7123388485286335,-0.3097326040591746,29.690267395940825
2014-05-27,26.71,37.66,0.7126999545832938,-0.13028028960684068,29.86971971039316
2014-05-28,26.88,37.56,0.7131643815523591,0.09354582889339014,30.09354582889339
2014-05-29,26.96,37.78,0.7137280916170621,-0.004647301292603601,29.995352698707396
2014-05-30,27.32,37.82,0.714364149702286,0.30274785825954353,30.302747858259544
2014-06-02,27.26,37.76,0.7152240194571147,0.2531410252993531,30.253141025299353
2014-06-03,27.66,37.7,0.7160312628284813,0.6656213913662548,30.665621391366255
2014-06-04,27.6,37.77,0.717003345282162,0.5187836486927395,30.51878364869274
2014-06-05,27.66,38.02,0.7178095383081998,0.36888135352224083,30.36888135352224
2014-06-06,28.17,38.19,0.7185806793745722,0.7274038546850932,30.727403854685093
2014-06-09,27.91,38.31,0.7195419394324907,0.34434830034128083,30.34434830034128
2014-06-10,28.24,38.33,0.7202539203290954,0.6326672337857744,30.632667233785774
2014-06-11,27.93,38.24,0.7210703789805758,0.3562687077827782,30.356268707782778
