date,FITB,KBE,beta,value,price
2017-12-04,31.36,48.33,0.6302129899031504,0.9018061979807399,30.90180619798074
2017-12-05,30.78,47.6,0.630657370506732,0.7607091638795573,30.760709163879557
2017-12-06,30.58,47.35,0.6310573043505261,0.6994366390025881,30.699436639002588
2017-12-07,30.4,47.6,0.6314664274895062,0.34219805149950133,30.3421980514995
2017-12-08,30.37,47.71,0.6317166001708493,0.23080100584877883,30.23080100584878
2017-12-11,30.3,47.47,0.6318543436005551,0.3058743092816485,30.30587430928165
2017-12-12,30.45,47.82,0.6319591188350747,0.22971493730672776,30.229714937306728
2017-12-13,29.94,47.26,0.6320288500316662,0.0703165475034595,30.07031654750346
2017-12-14,29.67,46.79,0.6319958625627065,0.09891359069096595,30.098913590690966
2017-12-15,30.03,47.39,0.632006598689074,0.07920728812478117,30.07920728812478
2017-12-18,30.47,48.03,0.632004672676246,0.11481557135990172,30.1148155713599
2017-12-19,30.62,47.79,0.6321077899955174,0.41156871611422474,30.411568716114225
2017-12-20,30.51,47.71,0.6323884430692542,0.33874738116588077,30.33874738116588
2017-12-21,30.93,48.37,0.6326111472242101,0.33059880876496095,30.33059880876496
2017-12-22,30.84,48.18,0.6329384626328006,0.34502487035166496,30.345024870351665
2017-12-26,30.68,47.81,0.6333552318289315,0.3992863662587851,30.399286366258785
2017-12-27,30.66,47.54,0.6337117693240477,0.5333424863347709,30.53334248633477
2017-12-28,30.64,47.79,0.6342176251226064,0.3307396953906441,30.330739695390644
2017-12-29,30.34,47.34,0.6346064775987846,0.29772935047353144,30.29772935047353
2018-01-02,30.43,47.47,0.6349126787203904,0.29069514114306827,30.29069514114307
2018-01-03,30.52,47.57,0.6352063489817453,0.3032339789383727,30.303233978938373
2018-01-04,30.63,47.89,0.6355243645494728,0.19473818172574653,30.194738181725747
2018-01-05,30.71,48.16,0.6357801511977915,0.0908279183143641,30.090827918314364
2018-01-08,30.7,48.14,0.6359784232778418,0.08399870340469207,30.083998703404692
2018-01-09,31.25,48.77,0.636180864762969,0.22345922551000186,30.223459225510002
2018-01-10,31.58,49.43,0.6364075556822031,0.12237452262870008,30.1223745226287
2018-01-11,31.86,50.07,0.6365837497421503,-0.013748349589462805,29.986251650410537
2018-01-12,32.35,50.36,0.6366586314160412,0.28787132188816855,30.28787132188817
2018-01-16,32.28,49.96,0.6369019388301598,0.4603791360452192,30.46037913604522
2018-01-17,32.49,50.23,0.6372495662989914,0.4809542848016619,30.480954284801662
2018-01-18,32.17,50.05,0.6375980733892469,0.258216426868195,30.258216426868195
2018-01-19,32.5,50.78,0.6378918353413898,0.10785260136422181,30.107852601364222
2018-01-22,32.77,51.01,0.6381040852138841,0.22031061323977497,30.220310613239775
2018-01-23,32.92,51.16,0.6383773972648212,0.26061235593174814,30.260612355931748
2018-01-24,33.33,50.99,0.6386253724143593,0.7664922605918107,30.76649226059181
2018-01-25,32.84,50.71,0.6390760992805101,0.43245100548533344,30.432451005485333
2018-01-26,33.35,50.83,0.6393982796378173,0.8493854460097481,30.849385446009748
2018-01-29,33.17,50.68,0.6397725172587266,0.7463288253277369,30.746328825327737
2018-01-30,33.02,50.24,0.6401465285067227,0.8590384078222542,30.859038407822254
2018-01-31,33.1,50.19,0.6405225229731724,0.9521745719764851,30.952174571976485
2018-02-01,33.66,50.89,0.6409012272991381,1.0445365427468545,31.044536542746854
2018-02-02,33.13,50.28,0.6413403219262135,0.8834086135499888,30.88340861354999
2018-02-05,31.7,48.26,0.6416553273083583,0.7337139040986287,30.73371390409863
2018-02-06,32.02,48.72,0.6419443981168094,0.74446892374905,30.74446892374905
2018-02-07,32.34,48.95,0.6422290971211201,0.9028856959211744,30.902885695921174
2018-02-08,31.1,47.16,0.642584360576296,0.7957215552218848,30.795721555221885
2018-02-09,31.98,48.01,0.6429803556520151,1.1105131251467597,31.11051312514676
2018-02-12,32.25,48.43,0.6434451494934448,1.0879514100324705,31.08795141003247
2018-02-13,32.39,48.68,0.6438388382092682,1.047925355972822,31.047925355972822
2018-02-14,33.25,50.08,0.6442956598644632,0.9836733539876832,30.983673353987683
2018-02-15,33.2,50.27,0.6447395612799666,0.7889422544560816,30.78894225445608
2018-02-16,33.13,50.54,0.6451803450336058,0.5225853620015641,30.522585362001564
2018-02-20,33.21,50.2,0.6455757011791801,0.8020998008051592,30.80209980080516
2018-02-21,33.44,50.55,0.6460934831808127,0.7799744252099146,30.779974425209915
2018-02-22,32.87,49.59,0.6465984344083701,0.805183637688927,30.805183637688927
2018-02-23,33.45,50.35,0.6471358244088815,0.8667112410128155,30.866711241012815
