date,PEP,XLP,beta,value,price
2014-10-27,94.62,46.02,2.0537693684287635,0.1055336649083074,30.105533664908307
2014-10-28,95.26,46.2,2.0542269629011614,0.35471431396634046,30.35471431396634
2014-10-29,94.69,46.12,2.0543239038042787,-0.05541844345333402,29.944581556546666
2014-10-30,95.65,46.41,2.054302503739879,0.3098208014322239,30.309820801432224
2014-10-31,96.17,46.71,2.0542223412418497,0.21727444059320078,30.2172744405932
2014-11-03,95.83,46.89,2.054062311208841,-0.48498177258255737,29.515018227417443
2014-11-04,96.73,47.14,2.053813410517293,-0.08676417178519102,29.91323582821481
2014-11-05,96.89,47.47,2.0534023028073727,-0.5850073142659795,29.41499268573402
2014-11-06,96.81,47.57,2.052979536649132,-0.8502365583992031,29.149763441600797
2014-11-07,96.8,47.74,2.0523538309248384,-1.1793718883517954,28.820628111648205
2014-11-10,96.97,47.95,2.05170514657481,-1.4092617782621488,28.59073822173785
2014-11-11,96.7,47.86,2.0509794429246586,-1.459876138374156,28.540123861625844
2014-11-12,97.16,47.86,2.0503081484282943,-0.9677479837781675,29.032252016221832
2014-11-13,98.54,48.03,2.0500086674996316,0.07808369999270326,30.078083699992703
2014-11-14,97.72,47.76,2.0499503909311843,-0.18563067087335128,29.81436932912665
2014-11-17,98.42,48.08,2.049913840964947,-0.1398574735946454,29.860142526405355
2014-11-18,97.94,48.26,2.0499738321533933,-0.9917371397227583,29.00826286027724
2014-11-19,98.41,48.46,2.049323177284095,-0.9002011711872626,29.099798828812737
2014-11-20,98.06,48.25,2.048885960568273,-0.7987475974191796,29.20125240258082
2014-11-21,98.89,48.45,2.048629196910514,-0.366084590314415,29.633915409685585
2014-11-24,98.68,48.42,2.048423068199035,-0.5046449621972755,29.495355037802724
2014-11-25,98.93,48.46,2.0482151729378524,-0.3265072805683218,29.673492719431678
2014-11-26,99.35,48.68,2.0480900222540006,-0.3510222833247525,29.648977716675248
2014-11-28,100.1,49.3,2.047879611819574,-0.8604648627050011,29.139535137295
2014-12-01,99.67,48.975,2.0478880482005337,-0.6253171606211367,29.374682839378863
2014-12-02,100.39,49.15,2.0482145087935173,-0.2797431072013694,29.72025689279863
2014-12-03,98.32,48.8,2.04838899852336,-1.6413831279399744,28.358616872060026
2014-12-04,97.75,48.76,2.0481268125551035,-2.11666338018685,27.88333661981315
2014-12-05,97.76,48.85,2.0477127645578848,-2.2707685486526685,27.72923145134733
2014-12-08,97.78,48.75,2.047297154582253,-2.0257362858848467,27.974263714115153
2014-12-09,97.13,48.59,2.0470096628933367,-2.334199519987237,27.665800480012763
2014-12-10,96.18,48.13,2.0466500851777045,-2.3252685996029214,27.67473140039708
2014-12-11,96.29,48.53,2.0460657617494893,-3.0055714177027113,26.99442858229729
2014-12-12,94.74,47.91,2.045045735316581,-3.23814117901739,26.76185882098261
2014-12-15,94.14,47.59,2.0438241425397727,-3.1255909434677847,26.874409056532215
2014-12-16,92.59,47.41,2.0423688436138674,-4.238706875733442,25.761293124266558
2014-12-17,93.72,48.1,2.0405131278510384,-4.428681449634951,25.57131855036505
2014-12-18,95.36,49.02,2.0384878115357137,-4.566672521480697,25.433327478519303
2014-12-19,95.44,48.62,2.0365596885580914,-3.5775320576943983,26.4224679423056
2014-12-22,96.62,49.09,2.0348534666105818,-3.2709566759134674,26.729043324086533
2014-12-23,97.36,49.43,2.033186391876588,-3.140403350459735,26.859596649540265
2014-12-24,97.09,49.38,2.031525535057537,-3.2267309211411828,26.773269078858817
2014-12-26,97.05,49.46,2.0298474683996015,-3.3462557870442993,26.6537442129557
2014-12-29,96.73,49.31,2.0280605087622767,-3.2736636870678666,26.726336312932133
2014-12-30,95.96,49.09,2.0263623902566796,-3.514129737700415,26.485870262299585
2014-12-31,94.56,48.49,2.0246068046315724,-3.6131839565849475,26.386816043415052
2015-01-02,94.44,48.35,2.0228652613683296,-3.3655353871587437,26.634464612841256
2015-01-05,93.73,48.01,2.0211037838731625,-3.3031926637505222,26.696807336249478
2015-01-06,93.02,47.95,2.019507028542061,-3.8153620185918413,26.18463798140816
2015-01-07,95.74,48.77,2.0175275320283137,-2.6548177370208634,27.345182262979137
2015-01-08,97.48,49.51,2.015698558208908,-2.3172356169230284,27.68276438307697
2015-01-09,96.82,49.11,2.0137837279164263,-2.0769188779757,27.9230811220243
2015-01-12,96.42,48.96,2.012230909696484,-2.098825338739857,27.901174661260143
2015-01-13,96.35,48.95,2.0107140123257476,-2.0744509033453653,27.925549096654635
2015-01-14,96.67,48.8,2.0092961095785955,-1.3836501474354463,28.616349852564554
2015-01-15,96.67,48.88,2.00821704811977,-1.491649312094367,28.508350687905633
2015-01-16,97.29,49.27,2.0068315022056886,-1.5865881136742814,28.41341188632572
2015-01-20,97.51,49.47,2.00545342209538,-1.6997807910584442,28.300219208941556
2015-01-21,97.4,49.71,2.003841507600981,-2.2109613428447545,27.789038657155245
2015-01-22,98.9,50.21,2.002234637956925,-1.6322011718172007,28.3677988281828
2015-01-23,98.53,49.65,2.0007750053668127,-0.8084790164622433,29.191520983537757
2015-01-26,98.69,49.65,1.9996575626213415,-0.5929979841496049,29.407002015850395
2015-01-27,96.72,49.08,1.998506763395331,-1.3667119474428517,28.63328805255715
2015-01-28,95.72,48.51,1.9972100609197407,-1.1646600552166149,28.835339944783385
2015-01-29,96.03,48.9,1.99584029158924,-1.5665902587138305,28.43340974128617
2015-01-30,93.78,48.02,1.994329402651695,-1.9876979153343939,28.012302084665606
2015-02-02,95.33,48.59,1.9928908162905425,-1.5045647635574682,28.495435236442532
2015-02-03,96.2,49.02,1.9914511279017695,-1.42093428974475,28.57906571025525
2015-02-04,96.6,49.04,1.9901741735507543,-0.9981414709289993,29.001858529071
2015-02-05,96.61,49.29,1.9891154062849932,-1.433498375787309,28.56650162421269
2015-02-06,96.71,49.07,1.9880025986231609,-0.8412875144385055,29.158712485561495
2015-02-09,95.97,48.7,1.987159422950024,-0.804663897666174,29.195336102333826
2015-02-10,97.99,49.27,1.9863494790576766,0.12256116682826246,30.122561166828262
2015-02-11,100.4,49.5,1.9856899167294157,2.108349121893923,32.10834912189392
2015-02-12,100.27,49.73,1.9853556439465732,1.5382638265369195,31.53826382653692
2015-02-13,99.13,49.5,1.9849224654612152,0.87633795966984,30.87633795966984
2015-02-17,98.36,49.51,1.98422326683505,0.1211060589966877,30.121106058996688
2015-02-18,99.33,49.78,1.9835306565827107,0.589843915312656,30.589843915312656
2015-02-19,98.72,49.46,1.982962453002132,0.6426770745145518,30.642677074514552
2015-02-20,99.06,49.6,1.9823833752712663,0.7337845865451982,30.733784586545198
2015-02-23,99.45,49.74,1.9816779214591032,0.8813401866242145,30.881340186624215
2015-02-24,99.58,49.91,1.9810646155580407,0.705065037498187,30.705065037498187
2015-02-25,99.5,49.74,1.9803236199498115,0.9987031436963747,30.998703143696375
2015-02-26,99.07,49.81,1.9796723950238189,0.4625180038635648,30.462518003863565
2015-02-27,98.98,50.01,1.9789763521243833,0.011392630259607017,30.011392630259607
2015-03-02,99.0,50.1,1.978046623267822,-0.10013582571788504,29.899864174282115
2015-03-03,98.4,49.91,1.9769326383862846,-0.2687079818594498,29.73129201814055
2015-03-04,97.36,49.56,1.9762161739572555,-0.5812735813215824,29.418726418678418
2015-03-05,97.23,49.73,1.9755479234361508,-1.0139982324797643,28.986001767520236
2015-03-06,96.17,48.76,1.9747753834274755,-0.12004769592370224,29.879952304076298
2015-03-09,96.04,49.03,1.9742259227449264,-0.756296992183735,29.243703007816265
2015-03-10,94.43,48.33,1.9735656433198978,-0.9524275416506498,29.04757245834935
2015-03-11,93.63,47.96,1.9728507620890168,-0.9879225497892463,29.012077450210754
2015-03-12,95.71,48.66,1.9723393488626517,-0.2640327156566258,29.735967284343374
2015-03-13,94.32,48.28,1.972169341585224,-0.8963358117346161,29.103664188265384
2015-03-16,95.45,48.87,1.9717768395501356,-0.9107341488151235,29.089265851184877
2015-03-17,94.13,48.52,1.9717615122221417,-1.5398685730183246,28.460131426981675
2015-03-18,94.64,48.85,1.9716182715965127,-1.6735525674896508,28.32644743251035
2015-03-19,94.1,48.63,1.9714900560690471,-1.7735614266377695,28.22643857336223
2015-03-20,95.34,48.94,1.971033724654846,-1.1223904846081467,28.877609515391853
2015-03-23,95.85,49.02,1.9707013945420915,-0.7537823604533429,29.246217639546657
2015-03-24,95.86,48.74,1.9704639750970168,-0.18041414622859975,29.8195858537714
2015-03-25,95.26,48.62,1.970475377856845,-0.5445128713997889,29.45548712860021
2015-03-26,95.63,48.41,1.970432465456518,0.24136434724997002,30.24136434724997
2015-03-27,95.95,48.71,1.9706605607387642,-0.0408759135851966,29.959124086414803
2015-03-30,96.52,49.2,1.9709115257200454,-0.44884706542623576,29.551152934573764
2015-03-31,95.62,48.74,1.971097260911965,-0.45128049684917926,29.54871950315082
2015-04-01,95.09,48.8,1.9712334743698954,-1.1061935492508894,28.89380645074911
2015-04-02,95.69,49.13,1.9711620152021627,-1.153189806882267,28.846810193117733
2015-04-06,96.48,49.52,1.9712664816250567,-1.1371161700728152,28.862883829927185
