date,JPM,XLF,beta,value,price
2012-07-26,35.81,14.485,2.4724549302449983,-0.0035096645987948705,29.996490335401205
2012-07-27,36.89,14.76,2.465844393333018,0.4941367544046571,30.494136754404657
2012-07-30,36.14,14.73,2.4600936777122753,-0.09717987270181538,29.902820127298185
2012-07-31,36.0,14.66,2.4534217695694043,0.032836858112531786,30.032836858112532
2012-08-01,36.0,14.59,2.4476976823766137,0.288090814125205,30.288090814125205
2012-08-02,35.17,14.48,2.4423483820501124,-0.19520457208562902,29.80479542791437
2012-08-03,36.09,14.82,2.4365482242962804,-0.01964468407087594,29.980355315929124
2012-08-06,36.3,14.88,2.4313182022553255,0.12198515044075009,30.12198515044075
2012-08-07,37.01,14.94,2.426198247618781,0.7625981805754094,30.76259818057541
2012-08-08,37.16,14.94,2.4258863735497718,0.9172575791664102,30.91725757916641
2012-08-09,36.92,14.93,2.42629003163573,0.695489827678557,30.695489827678557
2012-08-10,36.97,14.94,2.425693462305657,0.7301396731534808,30.73013967315348
2012-08-13,36.99,14.95,2.4254634210872617,0.729321854745443,30.729321854745443
2012-08-14,37.1,14.93,2.4261838746388884,0.8770747516413948,30.877074751641395
2012-08-15,37.07,14.98,2.4271524011448307,0.7112570308504331,30.711257030850433
2012-08-16,37.1,15.08,2.4293825289451005,0.4649114635078817,30.46491146350788
2012-08-17,36.98,15.13,2.4299740861186434,0.21449207702492146,30.21449207702492
2012-08-20,37.37,15.17,2.430127461191084,0.5049664137312533,30.504966413731253
2012-08-21,38.04,15.22,2.4309885088342216,1.040354895543146,31.040354895543146
2012-08-22,37.83,15.2,2.4328997414887494,0.849923929371009,30.84992392937101
2012-08-23,37.23,15.05,2.435017359285081,0.5829887427595253,30.582988742759525
2012-08-24,37.17,15.13,2.4366576674242344,0.30336949187133655,30.303369491871337
2012-08-27,37.23,15.12,2.4381139642701646,0.36571686023511063,30.36571686023511
2012-08-28,37.13,15.1,2.4395693443285755,0.29250290063851025,30.29250290063851
2012-08-29,37.3,15.13,2.4415848054966025,0.35882189283640287,30.358821892836403
2012-08-30,36.9,15.05,2.443247643657507,0.12912296295451853,30.12912296295452
2012-08-31,37.14,15.16,2.44456995212813,0.08031952573755063,30.08031952573755
2012-09-04,37.01,15.16,2.446121105468729,-0.07319595890593433,29.926804041094066
2012-09-05,37.11,15.16,2.4470230455302153,0.0131306297619318,30.013130629761932
2012-09-06,38.69,15.52,2.4482675861268715,0.6928870633109554,30.692887063310955
2012-09-07,39.3,15.68,2.4498720761587407,0.8860058458309439,30.886005845830944
2012-09-10,38.76,15.55,2.451043063673327,0.6462803598797606,30.64628035987976
2012-09-11,39.6,15.68,2.451994460758483,1.1527268553069874,31.152726855306987
2012-09-12,39.92,15.74,2.4535185381597238,1.301618209365948,31.301618209365948
2012-09-13,41.4,16.15,2.455475864315653,1.7440647913022076,31.744064791302208
2012-09-14,41.57,16.28,2.457857523213023,1.5560795220919843,31.556079522091984
2012-09-17,41.19,16.13,2.4589611707572656,1.5269563156853039,31.526956315685304
2012-09-18,41.26,16.05,2.46019262043078,1.7739084420859825,31.773908442085983
2012-09-19,41.34,16.04,2.4615480824692684,1.8567687571929383,31.85676875719294
2012-09-20,41.25,15.95,2.4629726709219377,1.9655858987950978,31.965585898795098
2012-09-21,40.88,15.83,2.464296946966704,1.8701793295170717,31.87017932951707
2012-09-24,41.23,15.835,2.464807480926915,2.1997735395222904,32.19977353952229
2012-09-25,40.55,15.595,2.466631236603436,2.082885865169409,32.08288586516941
2012-09-26,40.24,15.495,2.4694178532052775,1.976370364584227,31.976370364584227
2012-09-27,40.68,15.64,2.471755379262879,2.0217458683285727,32.02174586832857
2012-09-28,40.48,15.59,2.4748617084928233,1.8969059645968827,31.896905964596883
2012-10-01,40.97,15.66,2.4788683850327344,2.150921090387378,32.15092109038738
2012-10-02,40.92,15.69,2.483403640182706,1.9553968855333466,31.955396885533347
2012-10-03,40.86,15.83,2.487658946220423,1.4803588813307016,31.4803588813307
2012-10-04,41.82,16.065,2.490837560161661,1.8046945960029106,31.80469459600291
2012-10-05,41.71,16.06,2.494423519690749,1.6495582737665728,31.649558273766573
2012-10-08,41.66,16.05,2.498034885952899,1.5665400804559653,31.566540080455965
2012-10-09,41.38,15.95,2.5005393203023556,1.4963978411774335,31.496397841177433
2012-10-10,41.77,15.94,2.5039468090071284,1.8570878644263757,31.857087864426376
2012-10-11,42.1,16.03,2.5081330775726043,1.894626766511152,31.894626766511152
2012-10-12,41.62,15.81,2.5122644114434753,1.901099655078653,31.901099655078653
2012-10-15,42.38,15.99,2.5166834741763084,2.138231247920828,32.13823124792083
2012-10-16,42.83,16.09,2.5214172842873137,2.260395895817119,32.26039589581712
2012-10-17,43.32,16.295,2.5255021919341627,2.166941782432815,32.166941782432815
2012-10-18,43.01,16.33,2.529145444966339,1.709054883699686,31.709054883699686
2012-10-19,42.32,16.11,2.532012059881084,1.529285715315737,31.529285715315737
2012-10-22,42.09,16.11,2.5345996812382676,1.2575991352515103,31.25759913525151
2012-10-23,41.33,15.84,2.536538782573194,1.1512256840406039,31.151225684040604
2012-10-24,41.71,15.84,2.5390484639589492,1.4914723308902467,31.491472330890247
2012-10-25,41.67,15.88,2.541917387538941,1.3043518858816157,31.304351885881616
2012-10-26,41.16,15.8,2.5444355996645496,0.9579175253001111,30.95791752530011
2012-10-31,41.68,15.8993,2.54713920437278,1.1822696479158594,31.18226964791586
2012-11-01,42.84,16.095,2.5501115383176227,1.79595479077787,31.79595479077787
2012-11-02,42.42,16.0001,2.553760748101266,1.5595726543049366,31.559572654304937
2012-11-05,42.27,15.97,2.5566270693093402,1.440665703129838,31.440665703129838
2012-11-06,42.88,16.15,2.559245816820283,1.548180058352436,31.548180058352436
2012-11-07,40.48,15.61,2.5622494725179887,0.48328573399419383,30.483285733994194
2012-11-08,40.4,15.4782,2.564087258073637,0.712544602084634,30.712544602084634
2012-11-09,40.62,15.5,2.566193360105617,0.8440029183629321,30.844002918362932
2012-11-12,40.58,15.525,2.5683029290734845,0.70709702613415,30.70709702613415
2012-11-13,40.04,15.42,2.5704642453086466,0.40344133734066645,30.403441337340666
2012-11-14,39.29,15.145,2.572576515470514,0.3283286731990671,30.328328673199067
2012-11-15,39.39,15.18,2.574896497997661,0.3030711603955041,30.303071160395504
2012-11-16,39.53,15.28,2.5769386486471126,0.1543774486721219,30.154377448672122
2012-11-19,40.59,15.5687,2.5783109320821676,0.4490505916923624,30.449050591692362
2012-11-20,40.7,15.65,2.5801767620244593,0.3202336743172154,30.320233674317215
2012-11-21,40.73,15.65,2.5821378407777935,0.31954279182753,30.31954279182753
2012-11-23,41.09,15.84,2.584406099846672,0.15300737842872536,30.153007378428725
2012-11-26,40.88,15.78,2.586444215674279,0.06591027665987781,30.065910276659878
2012-11-27,40.75,15.64,2.588464280775039,0.26641864867838905,30.26641864867839
2012-11-28,40.83,15.7,2.5906329224640534,0.15706311731435818,30.157063117314358
2012-11-29,41.22,15.7795,2.592902042576958,0.3053022191568857,30.305302219156886
2012-11-30,41.08,15.76,2.5954212172951308,0.17616161542873954,30.17616161542874
2012-12-03,40.81,15.7,2.597971221602204,0.021851820845398606,30.0218518208454
2012-12-04,40.57,15.66,2.6002941299367537,-0.15060607480955923,29.84939392519044
2012-12-05,41.2,15.85,2.6018611336546735,-0.03949896842657097,29.96050103157343
2012-12-06,41.47,15.9,2.603383807370229,0.07619746281336148,30.07619746281336
2012-12-07,42.56,16.025,2.605248201001887,0.8108975789447612,30.81089757894476
2012-12-10,42.31,15.99,2.6074173906862432,0.6173959229269741,30.617395922926974
2012-12-11,42.64,16.07,2.6092471563590687,0.7093981973097669,30.709398197309767
2012-12-12,42.77,16.14,2.6107997005037875,0.6316928338688683,30.63169283386887
2012-12-13,42.78,16.06,2.6124896280066077,0.823416574213887,30.823416574213887
2012-12-14,42.81,16.0,2.614388816451078,0.9797789367827576,30.979778936782758
2012-12-17,43.48,16.33,2.6161809037525106,0.7577658417215005,30.7577658417215
2012-12-18,43.87,16.57,2.6176691954833946,0.4952214308401466,30.495221430840147
2012-12-19,43.53,16.47,2.618745922369561,0.39925465857334075,30.39925465857334
2012-12-20,44.53,16.7,2.619785623518587,0.7795800872396015,30.7795800872396
2012-12-21,44.0,16.4,2.620914221822976,1.0170067621032004,31.0170067621032
2012-12-24,43.92,16.37,2.6223497442207555,0.9921346871062298,30.99213468710623
2012-12-26,43.96,16.365,2.6238233340971493,1.0211311375001557,31.021131137500156
2012-12-27,43.63,16.31,2.62529153694379,0.8114950324467856,30.811495032446786
2012-12-28,43.24,16.18,2.6266217902649456,0.7412594335131857,30.741259433513186
2012-12-31,43.9691,16.39,2.627577412316009,0.9031062121406066,30.903106212140607
2013-01-02,44.66,16.865,2.628864206031063,0.32420516528612353,30.324205165286124
2013-01-03,44.57,16.85,2.6300044126307576,0.254425647171729,30.25442564717173
2013-01-04,45.36,17.05,2.6307370841526363,0.5059327151975452,30.505932715197545
2013-01-07,45.41,17.01,2.6318647563800894,0.6419804939746712,30.64198049397467
2013-01-08,45.5,16.96,2.6331826789954738,0.8412217642367636,30.841221764236764
2013-01-09,45.47,16.935,2.6347505090573073,0.8505001291145007,30.8505001291145
2013-01-10,46.15,17.15,2.6359192257937245,0.9439852776376298,30.94398527763763
2013-01-11,46.14,17.11,2.6371250975526914,1.0187895808734524,31.018789580873452
2013-01-14,45.88,17.06,2.63832314749248,0.8702071037782915,30.87020710377829
2013-01-15,46.35,17.13,2.6390792791116855,1.1425719488168298,31.14257194881683
2013-01-16,46.82,17.14,2.6399561488074927,1.5711516094395748,31.571151609439575
2013-01-17,46.44,17.13,2.641366068792185,1.1933992415898729,31.193399241589873
2013-01-18,46.46,17.15,2.6428023505489424,1.1359396880856423,31.135939688085642
2013-01-22,46.54,17.31,2.6443081008315805,0.7670267746053412,30.76702677460534
2013-01-23,46.23,17.3,2.645675841595896,0.45980794039099493,30.459807940390995
2013-01-24,46.37,17.39,2.6467609790416238,0.3428265744661587,30.34282657446616
2013-01-25,47.16,17.47,2.6473530909067775,0.9107415018585954,30.910741501858595
2013-01-28,46.64,17.4,2.648726278352025,0.5521627566747682,30.552162756674768
2013-01-29,47.12,17.47,2.650014593463445,0.8242450521936107,30.82424505219361
2013-01-30,47.13,17.39,2.651367574440504,1.0227178804796324,31.022717880479632
2013-01-31,47.05,17.38,2.6523110907149197,0.9528332433746982,30.952833243374698
2013-02-01,47.85,17.61,2.6533594148212347,1.1243407049980618,31.124340704998062
2013-02-04,47.68,17.41,2.654691265006667,1.4618250762339287,31.46182507623393
2013-02-05,48.79,17.58,2.6562596852388234,2.092954733501486,32.092954733501486
2013-02-06,48.61,17.61,2.6594747765096685,1.7766491856647377,31.776649185664738
2013-02-07,48.23,17.56,2.6621206659682826,1.483161105596956,31.483161105596956
2013-02-08,48.63,17.6,2.664321501576319,1.737941572256787,31.737941572256787
2013-02-11,48.66,17.68,2.6669236087712567,1.5087905969241788,31.50879059692418
2013-02-12,49.14,17.815,2.6695525219960983,1.5819218206395078,31.581921820639508
2013-02-13,48.68,17.78,2.672291808514113,1.1666516446190656,31.166651644619066
2013-02-14,49.22,17.838,2.674605272468285,1.5103911497107276,31.510391149710728
2013-02-15,48.88,17.76,2.677432060724219,1.3288066015378703,31.32880660153787
2013-02-19,49.45,17.93,2.679845513967871,1.4003699345560747,31.400369934556075
2013-02-20,48.61,17.66,2.682477109085149,1.2374542535562725,31.237454253556272
2013-02-21,48.25,17.52,2.684916927896484,1.2102554232535994,31.2102554232536
2013-02-22,48.91,17.74,2.6874996259614665,1.2337566354435836,31.233756635443584
2013-02-25,47.7,17.26,2.6901900313826403,1.2673200583356277,31.267320058335628
2013-02-26,47.6,17.35,2.6926727088628386,0.8821285012297508,30.88212850122975
2013-02-27,49.28,17.62,2.6948802584899005,1.796209845407951,31.79620984540795
2013-02-28,48.92,17.59,2.6979040329881494,1.4638680597384521,31.463868059738452
2013-03-01,48.91,17.64,2.700698145686942,1.2696847100823376,31.269684710082338
2013-03-04,49.1,17.79,2.7034213847678594,1.006133564979784,31.006133564979784
2013-03-05,49.49,17.94,2.706028910687898,0.9438413422591125,30.943841342259113
2013-03-06,50.03,18.06,2.708522153161393,1.1140899139052465,31.114089913905246
2013-03-07,50.63,18.19,2.711105005439404,1.3149999510572385,31.31499995105724
2013-03-08,50.2,18.24,2.7132597804396887,0.7101416047800839,30.710141604780084
2013-03-11,50.48,18.38,2.714956713278142,0.5790956099477498,30.57909560994775
2013-03-12,50.28,18.28,2.71644431797099,0.6233978674902971,30.623397867490297
2013-03-13,50.16,18.33,2.718047365093146,0.3381917978426401,30.33819179784264
2013-03-14,51.0,18.45,2.719169988094427,0.8313137196578211,30.83131371965782
2013-03-15,50.02,18.445,2.720634985514728,-0.1621123078191573,29.837887692180843
2013-03-18,49.51,18.27,2.721323064130485,-0.20857238166395575,29.791427618336044
2013-03-19,49.2,18.165,2.7222259713253756,-0.24923476912544373,29.750765230874556
2013-03-20,49.12,18.289,2.7231546436350467,-0.6837752774413772,29.316224722558623
2013-03-21,48.35,18.07,2.723334937820289,-0.8606623264126227,29.139337673587377
2013-03-22,48.78,18.175,2.723080141859117,-0.7119815782894463,29.288018421710554
2013-03-25,48.52,18.13,2.7229615185559646,-0.8472923314196308,29.15270766858037
2013-03-26,48.64,18.245,2.72266315430438,-1.0349892502834166,28.965010749716583
2013-03-27,47.77,18.16,2.722328459109482,-1.667484817428189,28.33251518257181
2013-03-28,47.46,18.209,2.721404720433727,-2.0940585543777317,27.90594144562227
2013-04-01,47.83,18.12,2.7199223085126136,-1.454992230248564,28.545007769751436
2013-04-02,48.28,18.225,2.719605869733163,-1.2848169758868977,28.715183024113102
2013-04-03,46.85,17.925,2.719485475506153,-1.8967771484477893,28.10322285155221
2013-04-04,47.49,18.085,2.718591737852891,-1.6757315790695344,28.324268420930466
2013-04-05,47.91,18.03,2.717736596953841,-1.0907908430777624,28.909209156922238
2013-04-08,48.58,18.21,2.717228041705267,-0.9007226394529226,29.099277360547077
2013-04-09,48.68,18.26,2.716850606573755,-0.9296920760367726,29.070307923963227
2013-04-10,49.25,18.505,2.716357528094061,-1.01619605738059,28.98380394261941
2013-04-11,49.31,18.55,2.7156724744490224,-1.0657244010293638,28.934275598970636
2013-04-12,49.01,18.47,2.7150384545978237,-1.1367602564218018,28.863239743578198
2013-04-15,47.93,18.08,2.7140832817591787,-1.1406257342059476,28.859374265794052
2013-04-16,48.49,18.36,2.71273872894888,-1.3158830635014311,28.68411693649857
2013-04-17,46.79,18.015,2.711507353020847,-2.0578049646705594,27.94219503532944
2013-04-18,46.64,17.83,2.7096187127554,-1.6725016484287778,28.327498351571222
2013-04-19,47.23,18.08,2.708397232088559,-1.7378219561611488,28.26217804383885
2013-04-22,47.35,18.1,2.7073291797569268,-1.6526581536003775,28.347341846399623
2013-04-23,48.17,18.425,2.7064201334791513,-1.695790959353367,28.304209040646633
2013-04-24,48.72,18.54,2.704914746506115,-1.429119400223371,28.57088059977663
2013-04-25,49.0,18.65,2.7039301384737144,-1.428297082534769,28.57170291746523
2013-04-26,48.88,18.565,2.7026651625715883,-1.2949787431415345,28.705021256858466
2013-04-29,48.92,18.65,2.701314043175443,-1.4595069052220069,28.540493094777993
2013-04-30,49.01,18.7,2.6998295881479115,-1.476813298365947,28.523186701634053
2013-05-01,48.01,18.49,2.6981422586260777,-1.878650361996172,28.121349638003828
2013-05-02,48.08,18.65,2.695743385692835,-2.195614143171369,27.80438585682863
2013-05-03,47.57,18.85,2.692406010221443,-3.181853292674205,26.818146707325795
2013-05-06,48.18,19.05,2.6882881855458356,-3.03188993464817,26.96811006535183
2013-05-07,49.14,19.15,2.6844512432435375,-2.2672413081137393,27.73275869188626
2013-05-08,49.76,19.305,2.6810276150015113,-1.9972381076041756,28.002761892395824
2013-05-09,49.04,19.17,2.677964219183603,-2.296574081749675,27.703425918250325
2013-05-10,48.96,19.25,2.6744707484436616,-2.5235619075404827,27.476438092459517
2013-05-13,49.67,19.31,2.6710321370322276,-1.9076305660923083,28.09236943390769
2013-05-14,50.23,19.64,2.6677886468618475,-2.16536902436669,27.83463097563331
2013-05-15,51.09,19.82,2.664344730755527,-1.717312563574545,28.282687436425455
2013-05-16,50.97,19.69,2.6611630635075874,-1.4283007204643994,28.5716992795356
2013-05-17,52.3,19.95,2.6583642750701464,-0.7343672876494196,29.26563271235058
2013-05-20,52.29,19.99,2.6561989762657205,-0.8074175355517497,29.19258246444825
2013-05-21,53.02,20.04,2.6538529011228875,-0.16321213850265792,29.836787861497342
2013-05-22,53.63,19.83,2.652099238427674,1.038872101979237,31.038872101979237
2013-05-23,53.35,19.71,2.6517634878912375,1.083741653663708,31.083741653663708
2013-05-24,53.66,19.73,2.6506187491909734,1.3632920784620879,31.363292078462088
2013-05-28,54.6,19.931,2.649969362761788,1.7834606307947993,31.7834606307948
2013-05-29,54.67,19.93,2.6498429039764626,1.8586309237491037,31.858630923749104
2013-05-30,55.62,20.17,2.6499473882126177,2.1705611797514948,32.170561179751495
2013-05-31,54.59,19.8401,2.650366089634842,2.0064717450357747,32.006471745035775
2013-06-03,54.49,19.86,2.650400232183747,1.8530513888307851,31.853051388830785
2013-06-04,54.04,19.68,2.650059522734148,1.886828592591968,31.886828592591968
2013-06-05,53.03,19.36,2.6502082688181217,1.7219679156811694,31.72196791568117
2013-06-06,53.5,19.63,2.6502468790879927,1.4756537635027058,31.475653763502706
2013-06-07,54.27,19.97,2.650033176820171,1.348837458901194,31.348837458901194
2013-06-10,54.36,19.98,2.649934122397599,1.4143162344959634,31.414316234495963
2013-06-11,53.49,19.65,2.6494367613466414,1.4285676395384996,31.4285676395385
2013-06-12,53.18,19.44,2.649755511356296,1.6687528592336065,31.668752859233607
2013-06-13,54.17,19.805,2.650330547237412,1.6802035119630574,31.680203511963057
2013-06-14,53.13,19.55,2.65098361388482,1.30327034855177,31.30327034855177
2013-06-17,53.85,19.74,2.651624295833406,1.50693640024857,31.50693640024857
2013-06-18,54.11,19.865,2.6526340834456823,1.4154239323515228,31.415423932351523
2013-06-19,53.55,19.6,2.6534524128011445,1.5423327090975576,31.542332709097558
2013-06-20,52.48,19.175,2.654496112758533,1.5800370378551207,31.58003703785512
2013-06-21,51.96,19.115,2.655709751336195,1.196108103208637,31.196108103208637
2013-06-24,50.92,18.775,2.6571357645213403,1.0322760211118407,31.03227602111184
2013-06-25,52.08,19.125,2.6587901354264747,1.230638659968669,31.23063865996867
2013-06-26,52.5,19.32,2.660150919224429,1.1058842405840323,31.105884240584032
2013-06-27,53.15,19.57,2.661290809908974,1.0685388500813815,31.06853885008138
2013-06-28,52.79,19.445,2.66293512752957,1.0092264451875081,31.009226445187508
2013-07-01,52.49,19.51,2.6643724085458818,0.5080943092698433,30.508094309269843
2013-07-02,52.8,19.53,2.6649251621201895,0.7540115837926962,30.754011583792696
2013-07-03,52.77,19.47,2.665546647039939,0.8718067821323956,30.871806782132396
2013-07-05,53.99,19.82,2.6663045353064536,1.143844110226091,31.14384411022609
2013-07-08,54.7,19.965,2.667397030006349,1.4454182959232398,31.44541829592324
2013-07-09,54.89,20.135,2.668830767140797,1.1530925036200514,31.15309250362005
2013-07-10,54.83,20.02,2.6701011910288583,1.3745741556022537,31.374574155602254
2013-07-11,55.14,20.21,2.6716039569481524,1.1468840300778353,31.146884030077835
2013-07-12,54.97,20.35,2.673088996897856,0.5726389131286211,30.57263891312862
2013-07-15,54.89,20.44,2.674691195352335,0.21931196699826927,30.21931196699827
2013-07-16,55.01,20.36,2.6757119055256045,0.5325056034986915,30.53250560349869
2013-07-17,55.27,20.445,2.6770958651515455,0.5367750369766568,30.536775036976657
2013-07-18,56.37,20.72,2.6784484108770235,0.8725489266280775,30.872548926628077
2013-07-19,56.16,20.73,2.6801803156742414,0.5998620560729719,30.599862056072972
2013-07-22,56.56,20.87,2.6814985690683706,0.5971248635431081,30.597124863543108
2013-07-23,56.67,20.79,2.6828493148695207,0.8935627438626668,30.893562743862667
2013-07-24,56.63,20.64,2.6843880778021734,1.2242300741631453,31.224230074163145
2013-07-25,56.5,20.66,2.6863849952201133,0.9992859987524554,30.999285998752455
2013-07-26,56.05,20.64,2.688245473281968,0.5646134314601738,30.564613431460174
2013-07-29,55.69,20.49,2.690075719028948,0.5703485170968534,30.570348517096853
2013-07-30,55.33,20.48,2.6922252379138345,0.19322712752466487,30.193227127524665
2013-07-31,55.73,20.49,2.694927775775717,0.5109298743555613,30.51092987435556
2013-08-01,56.54,20.815,2.697909373583345,0.3830163888626714,30.38301638886267
2013-08-02,56.49,20.81,2.7002802583602374,0.29716782352346627,30.297167823523466
2013-08-05,56.1,20.765,2.7024599893722603,-0.016581679314981557,29.98341832068502
2013-08-06,55.49,20.58,2.704666026030574,-0.1720268157092093,29.82797318429079
2013-08-07,55.3,20.44,2.7070152759684976,-0.031392240796094484,29.968607759203906
2013-08-08,54.83,20.49,2.709084237668008,-0.6791360298174851,29.320863970182515
2013-08-09,54.52,20.42,2.7109390996323453,-0.8373764144924891,29.16262358550751
2013-08-12,54.09,20.34,2.7124052183020537,-1.0803221402637675,28.919677859736233
2013-08-13,54.29,20.44,2.7134863559346685,-1.1736611153046255,28.826338884695375
2013-08-14,54.15,20.36,2.714009530292083,-1.10723403674681,28.89276596325319
2013-08-15,53.29,20.06,2.7147024506612194,-1.1669311602640562,28.833068839735944
2013-08-16,53.29,20.025,2.714880857163523,-1.0754891646995404,28.92451083530046
2013-08-19,51.83,19.76,2.7141569943070176,-1.8017422075066776,28.198257792493322
2013-08-20,52.12,19.95,2.712799637793761,-2.000352773985533,27.999647226014467
2013-08-21,51.63,19.81,2.71103330231663,-2.0755697188924316,27.92443028110757
2013-08-22,52.21,20.04,2.708859922680086,-2.0755528505089202,27.92444714949108
2013-08-23,52.32,20.06,2.706571299529321,-1.9738202685581783,28.02617973144182
2013-08-26,51.8,19.935,2.704068921039022,-2.105613940912903,27.894386059087097
2013-08-27,50.6,19.45,2.70155423820306,-1.945229933049518,28.054770066950482
2013-08-28,50.58,19.485,2.699294502281729,-2.015753376959495,27.984246623040505
2013-08-29,50.7,19.53,2.696914480759562,-1.9707398092342459,28.029260190765754
2013-08-30,50.53,19.44,2.6946604691439315,-1.8541995201580335,28.145800479841967
2013-09-03,51.13,19.601,2.692672301248959,-1.6490697767808413,28.35093022321916
2013-09-04,51.87,19.755,2.690917313253345,-1.2890715233198264,28.710928476680174
2013-09-05,52.11,19.8,2.6893649303177467,-1.1394256202913837,28.860574379708616
2013-09-06,52.56,19.8,2.687902166655722,-0.6604628997832904,29.33953710021671
2013-09-09,52.86,20.03,2.6866110174492963,-0.9528186795094058,29.047181320490594
2013-09-10,53.67,20.265,2.6850286460801343,-0.7421055128139216,29.25789448718608
2013-09-11,53.26,20.29,2.683888551512006,-1.196098710178596,28.803901289821404
2013-09-12,52.24,20.145,2.682172306799611,-1.7923611204781622,28.207638879521838
2013-09-13,52.59,20.195,2.679996375972318,-1.5325268127609633,28.467473187239037
2013-09-16,53.14,20.42,2.6778881690049583,-1.5424764110812532,28.457523588918747
2013-09-17,53.09,20.52,2.6756929744607665,-1.8152198359349256,28.184780164065074
2013-09-18,53.41,20.7,2.6735185985165577,-1.9318349892927458,28.068165010707254
2013-09-19,52.75,20.62,2.671318799600196,-2.332593647756049,27.66740635224395
2013-09-20,52.8,20.425,2.6685733770049778,-1.7056112253266775,28.294388774673322
2013-09-23,51.46,20.135,2.666404776197484,-2.2280601687363415,27.77193983126366
2013-09-24,50.32,20.01,2.663798962323863,-2.982617236100502,27.017382763899498
2013-09-25,51.7,20.12,2.660576823622003,-1.8308056912746977,28.169194308725302
2013-09-26,51.89,20.12,2.6586126153101177,-1.6012858200395712,28.39871417996043
2013-09-27,52.24,20.045,2.656603127790733,-1.0116096965652517,28.98839030343475
2013-09-30,51.69,19.905,2.654949795987618,-1.1567756891335392,28.84322431086646
2013-10-01,51.96,20.045,2.6529096713855944,-1.2175743629242461,28.782425637075754
2013-10-02,52.09,20.04,2.650508602633551,-1.0261923967763522,28.973807603223648
2013-10-03,51.94,19.889,2.64842557781908,-0.7345363172436876,29.265463682756312
2013-10-04,52.67,20.05,2.6463581717469715,-0.3894813435267821,29.610518656473218
2013-10-07,51.83,19.82,2.6446775036072383,-0.5875081214954676,29.412491878504532
2013-10-08,50.87,19.57,2.643249358692448,-0.8583899496112153,29.141610050388785
2013-10-09,50.75,19.635,2.6418455281343984,-1.1226369449189164,28.877363055081084
2013-10-10,52.52,20.195,2.639929343913749,-0.7933731003381581,29.206626899661842
2013-10-11,52.51,20.311,2.6381917653459115,-1.074312945940811,28.92568705405919
2013-10-14,52.71,20.41,2.635854064354307,-1.0877814534714005,28.9122185465286
2013-10-15,52.31,20.26,2.6336581558332646,-1.047914237181942,28.952085762818058
2013-10-16,54.0,20.685,2.631425402730981,-0.4310344554903409,29.56896554450966
2013-10-17,54.21,20.871,2.62938924185607,-0.6679828667780328,29.332017133221967
2013-10-18,54.3,20.911,2.62682498511015,-0.6295372636383547,29.370462736361645
2013-10-21,54.27,20.87,2.624401266634907,-0.501254434670507,29.498745565329493
2013-10-22,53.62,20.91,2.622384204927767,-1.2140537250396122,28.785946274960388
2013-10-23,52.75,20.74,2.619707279444002,-1.5827289756686014,28.4172710243314
2013-10-24,52.48,20.77,2.6169617677286308,-1.874295915723664,28.125704084276336
2013-10-25,52.77,20.86,2.6136077733907492,-1.7498581529310258,28.250141847068974
2013-10-28,52.68,20.81,2.610300257400108,-1.640348356496247,28.359651643503753
2013-10-29,52.73,20.87,2.607062701803202,-1.6793985866328356,28.320601413367164
2013-10-30,52.6,20.785,2.603966472311314,-1.5234431269906565,28.476556873009343
2013-10-31,51.54,20.565,2.601077998694273,-1.951169043147729,28.04883095685227
2013-11-01,52.51,20.619,2.5976609162762503,-1.0511704327000047,28.948829567299995
2013-11-04,52.04,20.629,2.595436012527742,-1.5012495024347885,28.49875049756521
2013-11-05,51.95,20.52,2.5929062945022365,-1.2564371631858862,28.743562836814114
2013-11-06,52.1,20.615,2.590735495060793,-1.3080122306782371,28.691987769321763
2013-11-07,51.65,20.385,2.5885240588511254,-1.1170629396801957,28.882937060319804
2013-11-08,53.96,20.86,2.586394798031434,0.007804513064286311,30.007804513064286
2013-11-11,54.1,20.865,2.585252737708514,0.15870162771186358,30.158701627711864
2013-11-12,53.97,20.67,2.5841499502834693,0.5556205276406843,30.555620527640684
2013-11-13,54.14,20.845,2.5840008017971225,0.2765032865389827,30.276503286538983
2013-11-14,54.4,21.03,2.5837742166263062,0.06322822434877651,30.063228224348777
2013-11-15,54.87,21.13,2.5834711351264548,0.28125491477801035,30.28125491477801
2013-11-18,55.74,21.12,2.5833573234681286,1.179493328353125,31.179493328353125
2013-11-19,56.15,21.15,2.5839587176109995,1.499273122527363,31.499273122527363
2013-11-20,56.1,21.085,2.585002439539327,1.5952235623132935,31.595223562313294
2013-11-21,57.22,21.389,2.5861005603223024,1.9058951152662758,31.905895115266276
2013-11-22,57.46,21.49,2.587582640935876,1.8528490462880285,31.85284904628803
2013-11-25,57.65,21.52,2.5890415779635463,1.9338252422244864,31.933825242224486
2013-11-26,57.17,21.5,2.5905409364165504,1.4733698670441697,31.47336986704417
2013-11-27,57.48,21.56,2.5915214841915057,1.606796800831134,31.606796800831134
2013-11-29,57.22,21.48,2.592363162315791,1.5360392734568151,31.536039273456815
2013-12-02,56.98,21.47,2.59305324437574,1.3071468432528661,31.307146843252866
2013-12-03,56.86,21.25,2.593208628499162,1.7543166443928087,31.75431664439281
2013-12-04,57.19,21.3,2.5939489749325353,1.9388868339369907,31.93888683393699
2013-12-05,55.82,21.1,2.594689729623067,1.07204670495328,31.07204670495328
