date,PHM,XHB,beta,value,price
2018-06-28,28.35,39.23,0.7548344320243684,-1.2621547683159697,28.73784523168403
2018-06-29,28.75,39.55,0.7546283991786427,-1.0955531875153142,28.904446812484686
2018-07-02,28.87,39.52,0.7544823981221844,-0.9471443737887313,29.05285562621127
2018-07-03,28.85,39.64,0.7544154108205376,-1.0550268849261109,28.94497311507389
2018-07-05,29.17,40.13,0.7542651044677836,-1.0986586422921576,28.901341357707842
2018-07-06,29.31,40.24,0.7542299906032149,-1.0402148218733736,28.959785178126626
2018-07-09,29.64,40.78,0.7542473392535669,-1.1182064947604573,28.881793505239543
2018-07-10,29.5,40.71,0.7542334187734643,-1.2048424782677323,28.795157521732268
2018-07-11,29.39,40.36,0.7540848308098161,-1.0448637714841773,28.955136228515823
2018-07-12,29.63,40.49,0.7540087377701922,-0.8998137923150828,29.100186207684917
2018-07-13,29.65,40.72,0.7539792013830352,-1.0520330803171944,28.947966919682806
2018-07-16,30.13,40.55,0.7539274213209853,-0.4417569345659551,29.558243065434045
2018-07-17,30.92,41.14,0.7543019850174633,-0.11198366361843881,29.88801633638156
2018-07-18,30.97,41.08,0.7547657177075328,-0.03577568342544524,29.964224316574555
2018-07-19,31.29,41.46,0.7551924164235263,-0.020277584919401903,29.979722415080598
2018-07-20,31.11,41.0,0.7551339358943051,0.1495086283334892,30.14950862833349
2018-07-23,30.82,40.55,0.7548576916533086,0.21052060345833823,30.21052060345834
2018-07-24,30.14,39.85,0.7544823401456716,0.07387874519498538,30.073878745194985
2018-07-25,28.98,39.11,0.7540738531857982,-0.5118283980965685,29.48817160190343
2018-07-26,28.98,39.37,0.7534680635646119,-0.6840376625387705,29.31596233746123
2018-07-27,28.13,39.17,0.7527197073954341,-1.3540309386791591,28.64596906132084
2018-07-30,28.14,39.14,0.7516856930489134,-1.2809780259344699,28.71902197406553
2018-07-31,28.49,39.62,0.7505605294920976,-1.2472081784769067,28.752791821523093
2018-08-01,28.77,39.38,0.7495198227158544,-0.7460906185503475,29.253909381449652
2018-08-02,28.56,39.37,0.7486638971055903,-0.9148976290470898,29.08510237095291
2018-08-03,28.64,39.49,0.747685214854548,-0.8860891346060988,29.1139108653939
2018-08-06,28.72,39.59,0.7467442344497609,-0.8436042418660392,29.15639575813396
2018-08-07,29.36,39.97,0.7457673049037876,-0.4483191770043895,29.55168082299561
2018-08-08,29.42,39.73,0.7448824670493315,-0.17418041586993382,29.825819584130066
2018-08-09,29.33,39.84,0.7442140822480405,-0.31948903676194007,29.68051096323806
2018-08-10,28.74,39.33,0.74390777940299,-0.5178929639195964,29.482107036080404
2018-08-13,27.65,38.63,0.7435292374200423,-1.072534441536238,28.927465558463762
2018-08-14,27.85,39.05,0.7429579426003826,-1.1625076585449392,28.83749234145506
2018-08-15,27.74,39.05,0.742305768454616,-1.2470402581527544,28.752959741847246
2018-08-16,28.05,39.24,0.741660745622011,-1.0527676582077135,28.947232341792287
2018-08-17,28.09,39.47,0.7410175957584185,-1.157964504584779,28.84203549541522
2018-08-20,28.13,39.6,0.7402441002234491,-1.1836663688485878,28.816333631151412
2018-08-21,29.67,40.62,0.7393948286578857,-0.3642179400833143,29.635782059916686
2018-08-22,29.38,40.49,0.7388305895947828,-0.5352505726927568,29.464749427307243
2018-08-23,28.75,40.47,0.738101802745556,-1.1209799571126524,28.879020042887348
2018-08-24,28.55,40.39,0.737305240649266,-1.2297586698238518,28.770241330176148
2018-08-27,28.97,40.63,0.7362646926873866,-0.9444344638885198,29.05556553611148
2018-08-28,28.44,40.45,0.7353094558257717,-1.3032674881524642,28.696732511847536
2018-08-29,28.33,40.33,0.734322453010462,-1.2852245299119325,28.714775470088068
2018-08-30,27.91,39.99,0.7332594834951769,-1.4130467449721245,28.586953255027876
2018-08-31,27.95,40.02,0.7320234881717579,-1.3455799966337523,28.654420003366248
2018-09-04,28.0,40.15,0.7307677521932282,-1.340325250558113,28.659674749441887
2018-09-05,28.52,40.48,0.7291984491652636,-0.9979532222098655,29.002046777790135
2018-09-06,28.07,40.36,0.7278856505823793,-1.3074648575048293,28.69253514249517
2018-09-07,26.9,40.0,0.7262500430585838,-2.150001722343351,27.84999827765665
2018-09-10,26.89,40.31,0.7248852424913212,-2.3301241248251614,27.66987587517484
2018-09-11,27.11,40.45,0.7234464803339513,-2.153410129508334,27.846589870491666
2018-09-12,27.47,40.63,0.7222005922574238,-1.8730100634191338,28.126989936580866
2018-09-13,26.84,40.23,0.7212546837880387,-2.1760759287927947,27.823924071207205
2018-09-14,27.02,40.37,0.7202263083763518,-2.055536069153323,27.944463930846677
2018-09-17,26.65,40.09,0.7192729707171885,-2.1856533960520927,27.814346603947907
2018-09-18,26.94,40.24,0.7182206125121251,-1.9611974474879155,28.038802552512085
2018-09-19,26.69,40.22,0.7173328727600677,-2.161128142409922,27.838871857590078
2018-09-20,26.39,40.1,0.7164260263351726,-2.3386836560404234,27.661316343959577
2018-09-21,26.26,39.91,0.715372356309107,-2.290510740296458,27.709489259703542
2018-09-24,25.69,39.39,0.7143787788815887,-2.449380100145781,27.55061989985422
2018-09-25,25.9,39.31,0.7132433646481378,-2.1375966643182984,27.8624033356817
2018-09-26,25.53,38.96,0.712147166275518,-2.215253598094179,27.78474640190582
2018-09-27,24.98,38.67,0.7109510136305681,-2.5124756970940716,27.48752430290593
2018-09-28,24.77,38.44,0.70966399941601,-2.5094841375514214,27.49051586244858
2018-10-01,24.51,38.3,0.7083692753136477,-2.620543244512703,27.379456755487297
2018-10-02,24.64,38.08,0.7069830428534458,-2.2819142718592147,27.718085728140785
2018-10-03,24.09,37.94,0.7057284287547203,-2.6853365869540866,27.314663413045913
2018-10-04,23.79,37.46,0.704331201152463,-2.594246795171262,27.405753204828738
2018-10-05,23.86,37.18,0.7029008553345406,-2.2738538013382197,27.72614619866178
2018-10-08,24.2,37.27,0.701510466866243,-1.9452951001048788,28.05470489989512
2018-10-09,23.86,36.2,0.7002771800056786,-1.4900339162055687,28.50996608379443
2018-10-10,23.57,35.54,0.6989590936812886,-1.2710061894329954,28.728993810567005
2018-10-11,23.31,34.98,0.6975285160408722,-1.089547491109709,28.91045250889029
2018-10-12,22.89,34.86,0.6961015194286542,-1.376098967282882,28.623901032717118
