date,PTEN,XES,beta,value,price
2021-06-25,10.4,64.660004,0.14553608505334073,0.9896361583066486,30.98963615830665
2021-06-28,10.09,61.160004,0.14601402265003896,1.1597817906675267,31.159781790667527
2021-06-29,9.94,61.369996,0.14655007246374957,0.9462226390999788,30.94622263909998
2021-06-30,9.94,61.960007,0.14706000025092175,0.8281613550328863,30.828161355032886
2021-07-01,10.26,65.009995,0.1475169521121668,0.6699236807727953,30.669923680772797
2021-07-02,10.14,64.279999,0.14790477783179085,0.6326810288772631,30.632681028877265
2021-07-06,9.28,60.380005,0.14827299998352106,0.3272755196299979,30.32727551963
2021-07-07,8.91,59.009995,0.1485436663431658,0.14443899180811748,30.144438991808116
2021-07-08,8.91,58.850007,0.1487557408109434,0.15572361198579543,30.155723611985795
2021-07-09,9.36,60.710007,0.14896464418289473,0.3163554089039504,30.316355408903952
2021-07-12,9.48,60.910004,0.14924272645276407,0.38962493479123594,30.389624934791236
2021-07-13,9.24,59.580002,0.14955528789518424,0.3294956480943476,30.329495648094348
2021-07-14,8.78,57.029999,0.14985052732739498,0.23402457636919216,30.234024576369194
2021-07-15,8.53,54.809998,0.150119894462371,0.301928884757233,30.30192888475723
2021-07-16,8.24,53.119996,0.1503844271665008,0.25157983045318666,30.25157983045319
2021-07-19,7.83,50.860001,0.15065180444357595,0.16784907534792293,30.167849075347924
2021-07-20,7.95,52.220002,0.1509218174948831,0.06886238857356997,30.06886238857357
2021-07-21,8.32,54.929993,0.15117985183051272,0.01569179720889835,30.0156917972089
2021-07-22,8.12,53.729996,0.15144552119662932,-0.01716724811280912,29.98283275188719
2021-07-23,7.85,52.490006,0.15169938895930923,-0.11270183667047551,29.887298163329525
2021-07-26,8.33,54.699997,0.15196744432761317,0.0173812511818916,30.01738125118189
2021-07-27,8.13,53.339997,0.1522247708039172,0.010331181993370464,30.010331181993372
2021-07-28,8.23,53.919999,0.15244270731910495,0.010289373796569024,30.010289373796567
2021-07-29,8.36,54.559998,0.15259653478775045,0.03433336717340474,30.034333367173403
2021-07-30,8.02,52.970002,0.15273056105048693,-0.07013812430541577,29.929861875694584
2021-08-02,7.98,52.330002,0.15283842321740285,-0.01803499264353725,29.981965007356465
2021-08-03,8.09,53.169999,0.15300350839289031,-0.045196388246468544,29.954803611753533
2021-08-04,7.27,49.470002,0.1531520700932103,-0.30643321381525457,29.693566786184746
2021-08-05,7.36,50.369996,0.15322789440538612,-0.35808842828772125,29.641911571712278
2021-08-06,7.65,51.529999,0.15331201878826237,-0.2501681748471398,29.74983182515286
2021-08-09,7.46,50.490006,0.15341104618751225,-0.28572464247377116,29.71427535752623
2021-08-10,7.88,52.169999,0.1535382139308149,-0.13008846723240008,29.8699115327676
2021-08-11,7.99,52.759995,0.15367761101234573,-0.11802998862330583,29.881970011376694
2021-08-12,7.83,51.809998,0.1537715514375468,-0.136903772436197,29.8630962275638
2021-08-13,7.57,50.440003,0.15389377054951545,-0.19240224819886986,29.80759775180113
2021-08-16,7.27,48.880005,0.15401865361462677,-0.2584325587762244,29.741567441223776
2021-08-17,7.12,47.979996,0.15412442446796257,-0.27488926947514614,29.725110730524854
2021-08-18,6.99,47.39,0.15422880798776817,-0.3189032105403333,29.681096789459666
2021-08-19,6.61,45.699997,0.1543284944400663,-0.44281173292554676,29.55718826707445
2021-08-20,6.6,45.970002,0.15443564152722244,-0.49940674987769906,29.5005932501223
2021-08-23,7.08,48.64,0.15451028380574708,-0.4353802043115378,29.56461979568846
2021-08-24,7.28,50.160004,0.15458622801737804,-0.4740458156965941,29.525954184303405
2021-08-25,7.36,50.5,0.15467108426271256,-0.45088975526698416,29.549110244733015
2021-08-26,7.21,49.850007,0.15473547151867045,-0.503564338354022,29.49643566164598
2021-08-27,7.92,52.960007,0.1547521081318491,-0.27567272992748393,29.724327270072514
2021-08-30,7.7,51.570008,0.15477486428447754,-0.28174098934942116,29.718259010650577
2021-08-31,7.76,51.520005,0.15472619960661557,-0.21149457736383237,29.788505422636167
2021-09-01,7.61,51.330002,0.15468566986342694,-0.33001574346104423,29.669984256538957
2021-09-02,7.99,52.800004,0.15443300802328452,-0.16406344136145457,29.835936558638544
2021-09-03,7.77,51.929993,0.15423190487981017,-0.23926174078520823,29.76073825921479
2021-09-07,7.78,51.979996,0.15403581409975564,-0.226781000762041,29.773218999237958
2021-09-08,7.59,50.080002,0.1538643516725256,-0.11552703948878573,29.884472960511214
2021-09-09,7.8,50.429993,0.15370969064518464,0.04842137673117275,30.048421376731174
2021-09-10,7.78,50.610001,0.15362098388975418,0.005241851718557733,30.00524185171856
2021-09-13,8.51,53.220002,0.15351604924706247,0.3398755520392367,30.33987555203924
2021-09-14,8.1,51.899994,0.15350151129281753,0.13327248491183763,30.13327248491184
2021-09-15,8.32,53.860001,0.15343352483945172,0.056070198713605635,30.056070198713606
2021-09-16,8.03,52.5,0.15330914377555102,-0.01873004821642965,29.98126995178357
2021-09-17,7.88,51.460007,0.15315777879403422,-0.0015003688454520159,29.998499631154548
2021-09-20,7.58,49.440003,0.15289128009714645,0.021054653323239414,30.02105465332324
2021-09-21,7.7,49.149994,0.15256312812788222,0.20152316789335778,30.201523167893356
2021-09-22,7.95,49.809998,0.15241916266513178,0.35800181248811125,30.358001812488112
2021-09-23,8.56,52.419999,0.15224809233896505,0.5791551518395455,30.579155151839544
2021-09-24,8.62,52.600007,0.15221118175562878,0.6136907741756534,30.61369077417565
2021-09-27,9.19,55.710007,0.1522155967839216,0.7100680376585498,30.71006803765855
2021-09-28,9.09,55.380005,0.15231051459471204,0.6550429401922742,30.655042940192274
2021-09-29,9.09,54.75,0.15239368271710177,0.7464458712386772,30.746445871238677
2021-09-30,9.0,54.419999,0.15261209452768884,0.6948499684152676,30.69484996841527
2021-10-01,9.44,56.869996,0.15287563125535233,0.7459634620106375,30.745963462010636
2021-10-04,9.85,58.580002,0.15316424888814256,0.877637993804111,30.87763799380411
2021-10-05,9.75,58.809998,0.15345427037688777,0.7253546660437706,30.72535466604377
2021-10-06,9.08,55.919999,0.15366473408962722,0.48706822337278055,30.48706822337278
2021-10-07,9.15,57.740006,0.15380027011021785,0.26957148103440076,30.2695714810344
2021-10-08,9.09,59.419999,0.15389222725914256,-0.054275989846022554,29.945724010153977
2021-10-11,9.0,59.479996,0.15384086657937238,-0.15045412877760178,29.849545871222396
2021-10-12,8.82,59.509995,0.15376477786429707,-0.33054116188042926,29.66945883811957
2021-10-13,8.96,60.080002,0.1536433793487349,-0.2708945385587498,29.72910546144125
2021-10-14,8.98,60.619996,0.15356878698341148,-0.32933925265925623,29.670660747340744
2021-10-15,9.08,61.300004,0.15348751368053395,-0.32878520256678634,29.671214797433215
2021-10-18,9.43,61.580002,0.1534083304473015,-0.01688529576148845,29.98311470423851
2021-10-19,9.26,61.660004,0.15346488556363388,-0.2026454577132082,29.79735454228679
2021-10-20,9.41,62.020005,0.1534122346461883,-0.1046275598177715,29.89537244018223
2021-10-21,9.21,60.360001,0.15339085724849547,-0.048672296910043045,29.95132770308996
2021-10-22,9.14,60.529999,0.15338657835314812,-0.14448943432947559,29.855510565670524
2021-10-25,9.45,61.449997,0.1533387082308417,0.02733683923090169,30.0273368392309
2021-10-26,9.84,61.520005,0.15337959744033736,0.4040863985724581,30.40408639857246
2021-10-27,9.09,58.270005,0.15353576156911689,0.1434704056887508,30.143470405688753
2021-10-28,9.09,58.880005,0.15360574771991053,0.04569280622292915,30.04569280622293
2021-10-29,8.56,57.190003,0.1537132858576556,-0.2308632793391805,29.769136720660818
2021-11-01,8.84,58.89,0.1537475451451417,-0.21419293359739378,29.785807066402604
2021-11-02,9.01,58.529999,0.1537556068490811,0.010684484878890288,30.01068448487889
2021-11-03,9.13,58.619996,0.15384473474575366,0.11162226458285929,30.11162226458286
2021-11-04,9.1,58.119996,0.15392366800934937,0.1539570309912861,30.153957030991286
