date,MAS,XHB,beta,value,price
2012-09-24,15.94,25.621,0.6099056115186118,0.31360832728164745,30.31360832728165
2012-09-25,15.54,25.175,0.6095291799586817,0.19510289454018626,30.195102894540184
2012-09-26,14.98,24.6,0.6091015775385431,-0.003898807448161179,29.99610119255184
2012-09-27,15.31,25.04,0.6083782136369629,0.07620953053045021,30.07620953053045
2012-09-28,15.05,24.83,0.6078777909341493,-0.043605548894925406,29.956394451105076
2012-10-01,15.34,24.7,0.6072281068745061,0.3414657601996982,30.341465760199696
2012-10-02,15.37,24.83,0.6068212079946582,0.3026294054926364,30.302629405492638
2012-10-03,15.91,25.38,0.6063738270615616,0.5202322691775674,30.52023226917757
2012-10-04,16.01,25.56,0.6062686255605301,0.513773930672853,30.513773930672855
2012-10-05,15.97,25.84,0.606193003142637,0.30597279879425976,30.305972798794258
2012-10-08,15.57,25.64,0.6058935229919259,0.03489007048701964,30.03489007048702
2012-10-09,14.67,25.01,0.6052973530475194,-0.46848679971846074,29.531513200281537
2012-10-10,14.32,24.93,0.6044081681692806,-0.747895632460164,29.252104367539836
2012-10-11,14.3,24.74,0.6033700368925553,-0.6273747127218172,29.372625287278183
2012-10-12,14.3,24.62,0.6021188079942595,-0.5241650528186703,29.47583494718133
2012-10-15,14.78,25.18,0.6008954947345351,-0.35054855741559443,29.649451442584407
2012-10-16,14.77,25.39,0.5998952757348271,-0.4613410509072615,29.53865894909274
2012-10-17,14.97,25.88,0.5989141725041646,-0.5298987844077772,29.470101215592223
2012-10-18,15.16,26.17,0.5978919916436483,-0.48683342131427665,29.513166578685723
2012-10-19,15.04,26.11,0.597260531213496,-0.5544724699843808,29.445527530015617
2012-10-22,14.81,26.01,0.5967137305918998,-0.7105241326953138,29.289475867304688
2012-10-23,15.05,25.89,0.5960278629655857,-0.38116137217901525,29.618838627820985
2012-10-24,15.53,25.91,0.5955586747313748,0.0990747377100778,30.099074737710076
2012-10-25,14.91,25.62,0.5959302063939762,-0.3577318878136708,29.64226811218633
2012-10-26,14.6,25.52,0.5959533512929879,-0.6087295249970506,29.391270475002948
2012-10-31,15.09,26.04,0.595810180073118,-0.42489708910399315,29.575102910896007
2012-11-01,16.13,26.83,0.5955403648540087,0.15165201096694503,30.151652010966945
2012-11-02,15.89,26.36,0.5958246610063246,0.18406193587328445,30.184061935873284
2012-11-05,16.16,26.74,0.596092379299893,0.22048977752086252,30.22048977752086
2012-11-06,16.34,26.7,0.5963354903305867,0.4178424081733336,30.417842408173335
2012-11-07,16.29,26.43,0.5968066792090018,0.5163994685060818,30.51639946850608
2012-11-08,15.69,25.96,0.5973209380460904,0.18354844832349215,30.183548448323492
2012-11-09,15.29,25.67,0.5977059977937265,-0.05311296336495985,29.94688703663504
2012-11-12,15.11,25.29,0.59787773919043,-0.010328024125973556,29.989671975874025
2012-11-13,15.47,25.3,0.5979808588382786,0.3410842713915532,30.34108427139155
2012-11-14,14.89,24.61,0.5982271549919246,0.16762971564873652,30.167629715648737
2012-11-15,14.41,24.35,0.5984153745204678,-0.16141436957339117,29.838585630426607
2012-11-16,14.92,24.89,0.598374320990145,0.026463150555290582,30.02646315055529
2012-11-19,15.44,25.39,0.5984273307271984,0.24593007283642976,30.24593007283643
2012-11-20,16.31,25.97,0.598625986862098,0.7636831211913151,30.763683121191313
2012-11-21,16.59,26.03,0.5991070283236168,0.9952440527362523,30.995244052736254
2012-11-23,16.9,26.37,0.5997247362329712,1.085258705536548,31.085258705536546
2012-11-26,16.86,26.23,0.6005425588872059,1.10776868038859,31.107768680388588
2012-11-27,16.97,26.22,0.6014010137468001,1.2012654195589008,31.2012654195589
2012-11-28,16.88,26.27,0.602362992588767,1.0559241846930902,31.05592418469309
2012-11-29,17.08,26.28,0.6032437968348697,1.2267530191796219,31.226753019179622
2012-11-30,16.96,26.32,0.6041152581596999,1.0596864052366985,31.059686405236697
2012-12-03,16.66,26.21,0.6050525790945561,0.801571901931684,30.801571901931684
2012-12-04,16.58,26.29,0.6061530298660238,0.6442368448222329,30.64423684482223
2012-12-05,16.21,25.65,0.607180098915664,0.6358304628132192,30.635830462813217
2012-12-06,15.78,25.57,0.6080039480556062,0.23333904821814855,30.23333904821815
2012-12-07,15.99,25.58,0.6085145825188638,0.42419697916746557,30.424196979167466
2012-12-10,15.87,25.5487,0.609056749984738,0.30939181166492347,30.309391811664923
2012-12-11,15.72,25.43,0.6095073480999761,0.22022813781760853,30.220228137817607
2012-12-12,16.26,25.85,0.6097052850716079,0.49911838089893656,30.499118380898935
2012-12-13,16.16,25.8,0.6100144990288751,0.4216259250550234,30.421625925055025
2012-12-14,16.12,25.6,0.6103009679042485,0.4962952216512395,30.496295221651238
2012-12-17,16.39,26.34,0.6104685660901836,0.3102579691845655,30.310257969184565
2012-12-18,16.7,26.89,0.6105224901416565,0.283050240090855,30.283050240090855
2012-12-19,16.35,26.77,0.6104657400491119,0.007832138885277118,30.007832138885277
2012-12-20,16.65,26.86,0.6101959616757322,0.26013646938983115,30.26013646938983
2012-12-21,16.27,26.45,0.6101743812680903,0.1308876154590095,30.13088761545901
2012-12-24,16.49,26.29,0.6101482183118949,0.4492033405802829,30.449203340580283
2012-12-26,16.25,26.03,0.6104627253008021,0.3596552604201193,30.35965526042012
2012-12-27,16.29,26.03,0.6106821839032739,0.3939427529977788,30.39394275299778
2012-12-28,16.04,25.9,0.6110089995144199,0.21486691257652524,30.214866912576525
2012-12-31,16.66,26.6,0.6109949521070164,0.40753427395336317,30.407534273953363
2013-01-02,17.07,27.31,0.6111419523419034,0.37971328154262096,30.37971328154262
2013-01-03,17.3,27.39,0.6111478637601055,0.560660011610711,30.56066001161071
2013-01-04,17.47,27.61,0.6112820581725472,0.5925023738559716,30.59250237385597
2013-01-07,17.25,27.42,0.6115752108750786,0.48060771780534495,30.480607717805345
2013-01-08,17.23,27.51,0.6119705507059732,0.39469015007867725,30.394690150078677
2013-01-09,17.43,27.75,0.6126285703019118,0.4295571741219497,30.42955717412195
2013-01-10,17.47,27.73,0.6135029585201341,0.45756296023667886,30.45756296023668
2013-01-11,17.69,27.77,0.6143431650781074,0.629690305780958,30.629690305780958
2013-01-14,17.5,27.66,0.6152624310941286,0.4818411559364044,30.481841155936404
2013-01-15,17.46,27.87,0.616020299410318,0.2915142554344392,30.29151425543444
2013-01-16,17.37,27.64,0.6167508441547108,0.32300666756379215,30.323006667563792
2013-01-17,17.5,28.15,0.617584730386629,0.11498983961639553,30.114989839616396
2013-01-18,17.78,28.21,0.6182932477297863,0.33794748154272725,30.337947481542727
2013-01-22,17.61,28.31,0.6192128992545101,0.08008282210482065,30.08008282210482
2013-01-23,17.61,28.53,0.6200728893838655,-0.08067953412168549,29.919320465878315
2013-01-24,17.73,28.84,0.6206372084018847,-0.169177090310356,29.830822909689644
2013-01-25,18.36,29.11,0.6208600912026417,0.28676274509109945,30.2867627450911
2013-01-28,18.13,28.81,0.6216605716330332,0.21995893125231092,30.21995893125231
2013-01-29,18.28,29.1,0.62256916631769,0.16323726015522055,30.16323726015522
2013-01-30,18.22,28.82,0.6233650721290545,0.25461862124064893,30.25461862124065
2013-01-31,18.39,28.82,0.6239097152801779,0.40892200562527137,30.40892200562527
2013-02-01,18.55,28.75,0.6245260214948575,0.5948768820228487,30.59487688202285
2013-02-04,18.27,28.41,0.6252590204559836,0.506391228845505,30.506391228845505
2013-02-05,18.37,28.63,0.625812119211823,0.4529990269655073,30.452999026965507
2013-02-06,18.28,28.59,0.6262649899038374,0.3750839386492899,30.37508393864929
2013-02-07,17.86,28.31,0.6268519471133414,0.11382137722130636,30.113821377221306
2013-02-08,17.79,28.42,0.6273985380849816,-0.04066645237517719,29.959333547624823
2013-02-11,17.79,28.38,0.6278101756530176,-0.02725278503263695,29.972747214967363
2013-02-12,20.01,29.24,0.6280311176354523,1.6463701203393768,31.646370120339377
2013-02-13,20.36,29.26,0.6294381876122863,1.9426386304645007,31.9426386304645
2013-02-14,20.11,29.15,0.6312223004600781,1.7098699415887246,31.709869941588725
2013-02-15,20.0,29.08,0.6327812464728799,1.5987213525686528,31.598721352568653
2013-02-19,19.98,29.02,0.6341738208285398,1.5762757195557775,31.576275719555777
2013-02-20,18.73,27.73,0.635283085156548,1.1136000486089266,31.113600048608927
2013-02-21,18.64,27.59,0.6359373980105963,1.0944871888876477,31.094487188887648
2013-02-22,18.92,27.94,0.6365303666129642,1.1353415568337795,31.13534155683378
2013-02-25,18.01,26.97,0.6371368186202142,0.8264200018128243,30.826420001812824
2013-02-26,18.72,27.77,0.6374761647043624,1.0172869061598533,31.017286906159853
2013-02-27,19.2,28.37,0.6380218544791442,1.0993199884266787,31.09931998842668
2013-02-28,19.26,28.3,0.638527118856266,1.1896825363676733,31.189682536367673
2013-03-01,19.22,28.39,0.639177083956832,1.0737625864655378,31.073762586465538
2013-03-04,19.51,28.75,0.6398976261367942,1.1129432485671664,31.112943248567166
2013-03-05,20.02,29.19,0.6407353326228948,1.3169356407377002,31.3169356407377
2013-03-06,19.89,29.2484,0.6416961166902958,1.121415300595551,31.12141530059555
2013-03-07,19.96,29.19,0.6427533869326741,1.198028635435243,31.198028635435243
2013-03-08,19.94,29.51,0.6437557639390667,0.9427674061581399,30.94276740615814
2013-03-11,19.85,29.68,0.644668586521138,0.7162363520526256,30.716236352052626
2013-03-12,19.56,29.39,0.6454878669831421,0.5891115893654515,30.58911158936545
2013-03-13,20.19,29.53,0.6460896957143512,1.1109712855552125,31.110971285555213
2013-03-14,20.27,29.8,0.6470616636628386,0.9875624228474109,30.98756242284741
2013-03-15,19.96,29.7,0.6479209449820822,0.7167479340321599,30.71674793403216
2013-03-18,20.22,29.78,0.6487408459170462,0.9004976085903635,30.900497608590364
2013-03-19,20.41,29.8,0.6497197046835029,1.048352800431612,31.048352800431612
2013-03-20,20.94,30.52,0.650951647409334,1.072955721067128,31.072955721067128
2013-03-21,20.54,29.93,0.652095316515235,1.0227871766990155,31.022787176699016
2013-03-22,20.6,30.01,0.6532615074239657,0.9956221622067893,30.99562216220679
2013-03-25,20.55,29.89,0.6542456455290774,0.9945976551358768,30.994597655135877
2013-03-26,20.64,29.96,0.6552697478302726,1.0081183550050348,31.008118355005035
2013-03-27,20.5,30.13,0.6562918541892389,0.7259264332782323,30.725926433278232
2013-03-28,20.25,30.06,0.6572385500368079,0.4934091858935581,30.493409185893558
2013-04-01,19.89,29.55,0.6579800803818362,0.44668862471673876,30.44668862471674
2013-04-02,19.64,29.35,0.6587408956401548,0.30595471296145504,30.305954712961455
2013-04-03,19.2,28.52,0.6593304485198874,0.3958956082128111,30.39589560821281
2013-04-04,19.23,28.7,0.6599642113608312,0.2890271339441455,30.289027133944145
2013-04-05,19.28,28.91,0.6605958295544038,0.1821745675821873,30.182174567582187
2013-04-08,19.6,29.49,0.6612206421480754,0.10060326305325873,30.10060326305326
2013-04-09,19.59,29.27,0.6617894069766087,0.21942405779466156,30.21942405779466
2013-04-10,19.83,29.45,0.6624050224031514,0.3221720902271912,30.32217209022719
2013-04-11,20.16,29.56,0.6629836486607851,0.5622033455871929,30.562203345587193
2013-04-12,20.11,29.64,0.6637742901149654,0.43573004099242496,30.435730040992425
2013-04-15,18.65,28.17,0.6646046005574145,-0.07191159770237121,29.92808840229763
2013-04-16,19.33,28.74,0.6651119152891709,0.21468355458922872,30.21468355458923
2013-04-17,19.0,28.38,0.6659156820886835,0.10131294232316534,30.101312942323165
2013-04-18,18.79,28.02,0.6665341085133676,0.11371427945543999,30.11371427945544
2013-04-19,19.27,28.7,0.6673033348210262,0.11839429063654805,30.118394290636548
2013-04-22,19.21,28.91,0.668177314814434,-0.10700617128528478,29.892993828714715
2013-04-23,20.03,29.65,0.66899546357213,0.19428450508634754,30.194284505086348
2013-04-24,20.31,29.98,0.6697512838918519,0.2308565089222796,30.23085650892228
2013-04-25,20.35,30.4,0.6705514747935158,-0.03476483372287831,29.96523516627712
2013-04-26,20.62,30.49,0.6712384850018206,0.15393859229449092,30.15393859229449
2013-04-29,20.42,30.5,0.6719693208560853,-0.07506428611059945,29.9249357138894
2013-04-30,19.44,30.29,0.6724771571486446,-0.9293330900324435,29.070666909967557
2013-05-01,20.11,29.83,0.672366965058942,0.05329343229175976,30.05329343229176
2013-05-02,20.96,30.48,0.6728609711572374,0.4511975991274042,30.451197599127404
2013-05-03,21.6,30.86,0.6736299055680076,0.8117811141712856,30.811781114171286
2013-05-06,21.59,31.17,0.6746637482823952,0.5607309660377418,30.56073096603774
2013-05-07,21.58,31.28,0.6756850700505544,0.44457100881865586,30.444571008818656
2013-05-08,21.4,31.4,0.6767318262712548,0.15062065508259792,30.150620655082598
2013-05-09,21.13,31.47,0.6775982540792204,-0.19401705587306495,29.805982944126935
2013-05-10,21.56,31.91,0.6773698878085531,-0.05487311997093158,29.94512688002907
2013-05-13,21.43,31.92,0.6770330881600003,-0.18089617406721104,29.81910382593279
2013-05-14,22.17,32.35,0.6767139290588474,0.2783043949462858,30.278304394946286
2013-05-15,22.6,32.44,0.6767075256180553,0.647607868950292,30.647607868950292
2013-05-16,22.21,31.9,0.6769178440596426,0.6163207744974031,30.616320774497403
2013-05-17,22.74,32.42,0.6773105499325971,0.7815919711852004,30.7815919711852
2013-05-20,22.23,32.13,0.6778108044252457,0.4519388538168556,30.451938853816856
2013-05-21,22.05,32.06,0.6780916582844922,0.3103814353991794,30.31038143539918
2013-05-22,21.85,31.62,0.6784160649225297,0.3984840271496104,30.39848402714961
2013-05-23,22.17,31.79,0.6787107730493385,0.5937845247615314,30.59378452476153
2013-05-24,22.14,31.72,0.6790876307834789,0.5993403515480509,30.59934035154805
2013-05-28,22.08,31.93,0.6794151237112921,0.386275099898441,30.38627509989844
2013-05-29,21.33,31.2,0.6796764444405953,0.12409493345342781,30.124094933453428
2013-05-30,21.34,31.22,0.6797632070528933,0.1177926758086727,30.117792675808673
2013-05-31,21.02,30.8999,0.6797357136419653,0.016234422034639096,30.01623442203464
2013-06-03,20.74,30.63,0.6797401435942144,-0.08044059829078876,29.91955940170921
2013-06-04,20.02,29.98,0.6796327203502661,-0.35538895610097754,29.644611043899022
2013-06-05,19.71,29.6,0.6795015368914622,-0.4032454919872812,29.59675450801272
2013-06-06,20.16,30.29,0.6794560151749912,-0.4207226996504829,29.579277300349517
2013-06-07,20.21,30.51,0.6794430228556188,-0.5198066273249289,29.48019337267507
2013-06-10,20.08,30.26,0.67908854774696,-0.46921945482301197,29.530780545176988
2013-06-11,19.55,29.81,0.6788137653613765,-0.6854383454226323,29.314561654577368
2013-06-12,19.88,29.75,0.6785519816775296,-0.306921454906508,29.693078545093492
2013-06-13,20.94,30.83,0.6783799312374872,0.025546719948273733,30.025546719948274
2013-06-14,20.79,30.83,0.6782895395481976,-0.12166650427093018,29.87833349572907
2013-06-17,21.05,31.29,0.6780902220347014,-0.16744304746580596,29.832556952534194
2013-06-18,21.55,31.57,0.6778635729527932,0.14984700188031752,30.149847001880318
2013-06-19,20.9,30.85,0.677809708106153,-0.010429495074824047,29.989570504925176
2013-06-20,19.62,29.365,0.6776478536942997,-0.2791292237331078,29.720870776266892
2013-06-21,19.06,28.87,0.6773182239594442,-0.4941771257091574,29.505822874290843
2013-06-24,18.93,28.42,0.6770109032582001,-0.3106498705980485,29.68935012940195
2013-06-25,19.06,28.83,0.6769062901169183,-0.45520834407075483,29.544791655929245
2013-06-26,19.22,29.09,0.6767292742102204,-0.4660545867753143,29.533945413224686
2013-06-27,20.02,29.81,0.6766020056761857,-0.1495057892070939,29.850494210792906
2013-06-28,19.49,29.42,0.6765713369775072,-0.41472873387826326,29.585271266121737
2013-07-01,20.2,29.72,0.6764483848863557,0.09595400117750685,30.095954001177507
2013-07-02,19.76,29.45,0.6766436212474812,-0.1671546457383215,29.83284535426168
2013-07-03,19.96,29.61,0.6767431541911445,-0.07836479559978571,29.921635204400214
2013-07-05,19.79,29.45,0.6768164439663514,-0.14224427480905177,29.85775572519095
2013-07-08,19.31,29.22,0.6767952232325977,-0.46595642285650385,29.534043577143496
2013-07-09,20.0,30.03,0.6764678681159795,-0.31433007952286474,29.685669920477135
2013-07-10,19.9,30.06,0.6762660725643065,-0.42855814128305525,29.571441858716945
2013-07-11,20.79,31.14,0.6762372589515269,-0.2680282437505461,29.731971756249454
2013-07-12,20.75,31.15,0.676141739431789,-0.31181518330022584,29.688184816699774
2013-07-15,20.41,30.85,0.6760639332373397,-0.4465723403719295,29.55342765962807
2013-07-16,20.57,30.57,0.6758949328748144,-0.09210809798307551,29.907891902016924
2013-07-17,20.55,30.66,0.6759102884215086,-0.17340944300345384,29.826590556996546
2013-07-18,20.47,30.58,0.6759855776593466,-0.20163896482281984,29.79836103517718
2013-07-19,20.89,30.79,0.675883016982411,0.07956190711156452,30.079561907111565
2013-07-22,20.91,30.7,0.6759014470730378,0.15982557485774151,30.15982557485774
2013-07-23,21.12,30.83,0.6760947130091528,0.2759999979278227,30.275999997927823
2013-07-24,20.57,30.19,0.6762422522626981,0.15424640418914493,30.154246404189145
2013-07-25,20.01,29.77,0.676435747364869,-0.12749219905214915,29.87250780094785
2013-07-26,19.84,29.61,0.6769318672440446,-0.20395258909616132,29.79604741090384
2013-07-29,19.74,29.41,0.6768686224295577,-0.1667061856532932,29.833293814346707
2013-07-30,20.8,29.7,0.6766035520555764,0.7048745039493802,30.70487450394938
2013-07-31,20.52,30.09,0.6765807149144467,0.1616862882242991,30.1616862882243
2013-08-01,20.97,30.34,0.6763894140491052,0.44834517775014504,30.448345177750145
2013-08-02,21.55,30.8,0.6763962858107798,0.7169943970279817,30.71699439702798
2013-08-05,21.31,30.61,0.6766997229547682,0.5962214803545436,30.596221480354544
2013-08-06,20.74,29.91,0.6771184064680565,0.48738846254042656,30.487388462540427
2013-08-07,20.17,29.43,0.6774058098179474,0.23394701705780818,30.233947017057808
2013-08-08,20.29,29.62,0.6776396050220195,0.21831489924778325,30.218314899247783
2013-08-09,19.9,29.53,0.6776114060381094,-0.10986482030537204,29.890135179694628
2013-08-12,19.89,29.69,0.6771909654748673,-0.21579976494881237,29.784200235051188
2013-08-13,19.23,29.44,0.6767244817783905,-0.692768743555817,29.307231256444183
2013-08-14,19.06,28.93,0.6758832963209737,-0.4933037625657697,29.50669623743423
2013-08-15,19.08,28.97,0.6753226649166141,-0.4840976026343107,29.51590239736569
2013-08-16,19.02,28.991,0.674832485883473,-0.5440685982477653,29.455931401752235
2013-08-19,18.61,28.32,0.6742467571541594,-0.48466816260579293,29.515331837394207
2013-08-20,19.06,29.07,0.6735638858322668,-0.5205021611439982,29.479497838856002
2013-08-21,19.3,28.98,0.672831256855547,-0.19864982367375106,29.80135017632625
2013-08-22,19.46,29.49,0.672372013388766,-0.3682506748347052,29.631749325165295
2013-08-23,19.35,29.08,0.6719668188428592,-0.1907950919503456,29.809204908049654
2013-08-26,19.24,29.27,0.6716539477177625,-0.4193110496989121,29.580688950301088
2013-08-27,18.71,28.62,0.6712721986522797,-0.5018103254282451,29.498189674571755
2013-08-28,18.51,28.58,0.6709017157367131,-0.6643710357552557,29.335628964244744
2013-08-29,19.04,28.92,0.6705991420149982,-0.35372718707374773,29.646272812926252
2013-08-30,18.92,28.55,0.6704851072515672,-0.2223498120322418,29.777650187967758
2013-09-03,19.08,28.57,0.6704507005013007,-0.0747765133221634,29.925223486677837
2013-09-04,19.06,28.7,0.6705512710945764,-0.18482148041434243,29.815178519585658
2013-09-05,19.22,28.64,0.6705715410341081,0.014831064783141557,30.01483106478314
2013-09-06,19.63,29.0,0.6708266013263688,0.1760285615353041,30.176028561535304
2013-09-09,20.47,29.99,0.6709661515096456,0.3477251162257282,30.347725116225728
2013-09-10,20.72,30.03,0.6710151271227816,0.5694157325028684,30.56941573250287
2013-09-11,20.99,30.24,0.671278495589079,0.6905382933862505,30.69053829338625
2013-09-12,20.66,30.13,0.6716465506636461,0.4232894285043436,30.423289428504344
2013-09-13,20.81,30.225,0.6716811731151602,0.5084365425942821,30.508436542594282
2013-09-16,21.3,30.46,0.6718681201601723,0.834897059921154,30.834897059921154
2013-09-17,21.5,30.76,0.6724107234007944,0.8166461481915626,30.816646148191563
2013-09-18,22.38,31.725,0.6730779299181637,1.0266026733462539,31.026602673346254
2013-09-19,22.23,31.335,0.6737977103667867,1.1165487456567398,31.11654874565674
2013-09-20,21.99,30.74,0.6746526507627981,1.2511775155515856,31.251177515551586
2013-09-23,21.55,30.4,0.6755947522182014,1.0119195325666794,31.01191953256668
2013-09-24,21.82,30.78,0.6762376947633427,1.005403755184311,31.00540375518431
2013-09-25,21.48,30.82,0.6770392785831367,0.6136494340677245,30.613649434067725
2013-09-26,21.38,30.88,0.6773490395918448,0.46346165740383327,30.463461657403833
2013-09-27,21.12,30.65,0.6777191625075522,0.34790766914352744,30.347907669143527
2013-09-30,21.28,30.599,0.6779769610709754,0.5345829681892269,30.534582968189227
2013-10-01,21.3,30.81,0.6783779361439727,0.3991757874042037,30.399175787404204
2013-10-02,21.22,30.86,0.6788842749647374,0.26963127458820324,30.269631274588203
2013-10-03,20.94,30.43,0.6792542178027279,0.27029415226299136,30.27029415226299
2013-10-04,20.96,30.26,0.6796957483881305,0.39240665377517203,30.392406653775172
2013-10-07,20.48,29.85,0.6801333910332651,0.17801827765703493,30.178018277657035
2013-10-08,19.4,29.16,0.6804847765539365,-0.4429360843127874,29.557063915687213
2013-10-09,19.53,29.095,0.6805791804526684,-0.27145125527038516,29.728548744729615
2013-10-10,20.14,29.71,0.6805660347130807,-0.0796168913256281,29.920383108674372
2013-10-11,20.55,30.21,0.6807029008166183,-0.014034633670039653,29.98596536632996
2013-10-14,20.28,29.97,0.680892621430027,-0.12635186425790934,29.87364813574209
2013-10-15,19.83,29.35,0.6808648058218767,-0.15338205087208223,29.846617949127918
2013-10-16,19.39,29.62,0.6807761984860945,-0.7745909991581179,29.225409000841882
2013-10-17,19.75,29.88,0.6802697130042379,-0.5764590245666277,29.423540975433372
2013-10-18,19.98,29.88,0.6799280225394024,-0.3362493134773423,29.663750686522658
2013-10-21,19.69,29.71,0.6798688005313045,-0.5089020637850545,29.491097936214945
2013-10-22,20.5,30.41,0.6797467644811344,-0.17109910787129579,29.828900892128704
2013-10-23,20.28,30.55,0.6797877845928699,-0.4875168193121766,29.512483180687823
2013-10-24,21.02,31.25,0.6791696582134493,-0.20405181917029225,29.795948180829708
2013-10-25,20.99,31.17,0.6790033149661261,-0.17453332749415296,29.825466672505847
2013-10-28,20.92,31.03,0.6786925843832445,-0.13983089341207844,29.86016910658792
2013-10-29,21.47,31.36,0.6782398933155727,0.2003969456236412,30.20039694562364
2013-10-30,21.49,30.985,0.6780435791389657,0.480819700379147,30.480819700379147
2013-10-31,21.13,30.515,0.6780649716279408,0.4388473907733861,30.438847390773386
2013-11-01,21.02,30.34,0.6781966853756405,0.44351256570306674,30.443512565703067
2013-11-04,21.02,30.72,0.6783357531280922,0.18152566390500624,30.181525663905006
2013-11-05,20.78,30.47,0.6785112947745241,0.10576084822025322,30.105760848220253
2013-11-06,20.76,30.48,0.6787115670226493,0.07287143714965083,30.07287143714965
2013-11-07,20.37,30.17,0.6791626434107946,-0.12033695170367409,29.879663048296326
2013-11-08,20.35,30.2,0.6794103838917924,-0.1681935935321306,29.83180640646787
2013-11-11,20.3,30.18,0.6796391261423537,-0.21150882697623175,29.78849117302377
2013-11-12,20.46,30.33,0.6798870295709203,-0.16097360688601015,29.83902639311399
2013-11-13,20.99,30.73,0.6801332428600484,0.08950544691071016,30.08950544691071
2013-11-14,21.19,31.23,0.6805640764095727,-0.06401610627095522,29.935983893729045
2013-11-15,21.2,31.39,0.6807520983417216,-0.16880836694664225,29.831191633053358
2013-11-18,20.82,31.12,0.6809872443166901,-0.37232304313539544,29.627676956864605
2013-11-19,21.05,31.06,0.6810162728777038,-0.10236543558147915,29.89763456441852
2013-11-20,21.32,30.95,0.6813281768767996,0.2328929256630552,30.232892925663055
2013-11-21,22.04,31.609,0.6818700119309011,0.48677079287614333,30.486770792876143
2013-11-22,21.79,31.38,0.6826551316123607,0.3682819700041229,30.368281970004123
2013-11-25,21.74,31.37,0.6832310063194119,0.3070433317600454,30.307043331760045
2013-11-26,22.07,32.02,0.6837060392966915,0.17773262171993665,30.177732621719937
2013-11-27,22.49,32.03,0.6840406977529409,0.5801764509733012,30.5801764509733
2013-11-29,22.42,31.94,0.6846665474919694,0.5517504731064982,30.551750473106498
2013-12-02,21.92,31.34,0.6851789990859243,0.4464901686471343,30.446490168647134
2013-12-03,21.75,31.13,0.6855515110243728,0.40878146181127306,30.408781461811273
2013-12-04,21.54,30.98,0.6858251574785006,0.29313662131605156,30.29313662131605
2013-12-05,21.32,30.87,0.6859198104618681,0.1456554510421313,30.14565545104213
2013-12-06,21.64,31.3,0.6858667058617148,0.17237210652832502,30.172372106528325
2013-12-09,21.51,31.42,0.6859649494138261,-0.04301871058241602,29.956981289417584
2013-12-10,21.51,31.25,0.6859000757418204,0.07562263306811445,30.075622633068114
2013-12-11,21.29,30.78,0.6857226086752048,0.18345810497719484,30.183458104977195
2013-12-12,21.47,30.79,0.6856011453382647,0.360340735034832,30.360340735034832
2013-12-13,21.28,30.79,0.6854443413017733,0.17516873131840072,30.1751687313184
2013-12-16,21.43,31.02,0.6851231433265222,0.17748009401127973,30.17748009401128
2013-12-17,21.17,31.08,0.684715328064851,-0.1109523962555663,29.889047603744434
2013-12-18,21.79,32.02,0.6842597467710541,-0.11999709160915373,29.880002908390846
2013-12-19,21.67,31.76,0.6837799703471046,-0.046851858224041365,29.95314814177596
2013-12-20,21.69,32.14,0.683533215237227,-0.27875753772447354,29.721242462275526
2013-12-23,22.49,32.87,0.6832273760736044,0.03231614846062314,30.032316148460623
2013-12-24,22.61,32.88,0.6831496459435004,0.1480396413777072,30.148039641377707
2013-12-26,22.6,32.96,0.6830332223633434,0.08722499090420044,30.0872249909042
2013-12-27,22.47,32.97,0.6829457753218563,-0.04672221236160112,29.9532777876384
2013-12-30,22.8,33.13,0.6828412980709856,0.17746779490824593,30.177467794908246
2013-12-31,22.77,33.3,0.6828582618993183,0.030819878752701868,30.030819878752702
2014-01-02,22.69,33.1,0.682720514597942,0.09195096680812043,30.09195096680812
2014-01-03,23.16,33.15,0.6827211172930494,0.5277949617354132,30.527794961735413
2014-01-06,22.84,32.53,0.6832765035387102,0.6130153398857558,30.613015339885756
2014-01-07,22.85,32.54,0.6837923491610418,0.5993969582997032,30.599396958299703
2014-01-08,23.03,32.81,0.6842143619250864,0.5809267852379136,30.580926785237914
2014-01-09,23.12,32.43,0.684600657243002,0.9184006856094449,30.918400685609445
2014-01-10,23.46,32.82,0.6852272871769951,0.97084043485102,30.97084043485102
2014-01-13,22.7,32.08,0.6859061377730634,0.6961311002401267,30.696131100240127
2014-01-14,23.2,32.3,0.6867461590566175,1.0180990624712543,31.018099062471254
2014-01-15,23.17,32.24,0.687686995934753,0.998971251063562,30.998971251063562
2014-01-16,23.08,32.26,0.6885128405123349,0.8685757650720767,30.868575765072077
2014-01-17,22.1,31.84,0.6893631011759377,0.15067885855814467,30.150678858558145
2014-01-21,22.02,31.83,0.6896790492963684,0.06751586089659511,30.067515860896595
2014-01-22,22.39,32.17,0.6901178332932245,0.18890930295696506,30.188909302956965
2014-01-23,22.24,32.2,0.6905039894725119,0.005771538985111846,30.005771538985112
2014-01-24,21.45,31.2,0.6907839702036804,-0.1024598703548314,29.89754012964517
2014-01-27,21.72,31.05,0.6909969966703073,0.26454325338695384,30.264543253386954
2014-01-28,21.77,31.62,0.6912382787858682,-0.08695437520915306,29.913045624790847
2014-01-29,21.42,31.29,0.6911553284493167,-0.2062502271791189,29.79374977282088
2014-01-30,21.22,31.27,0.6910279076001586,-0.3884426706569606,29.61155732934304
