date,WY,IYR,beta,value,price
2013-10-22,30.329987,67.43,0.4389971001858378,0.7284125344689514,30.72841253446895
2013-10-23,30.459992,67.57,0.4396518881838638,0.7527139154163258,30.752713915416326
2013-10-24,30.299988,67.515,0.4402532415315786,0.5762903979954714,30.57629039799547
2013-10-25,31.39,68.18,0.44065422598718296,1.3461948721938626,31.346194872193863
2013-10-28,31.339997,67.71,0.44125306079807336,1.4627522533624564,31.462752253362456
2013-10-29,30.949997,67.14,0.44194319282921246,1.2779310334466736,31.277931033446674
2013-10-30,30.469986,66.65,0.44253957152726753,0.9747235577076161,30.974723557707616
2013-10-31,30.414994,66.17,0.44302975977438824,1.0997147957287297,31.09971479572873
2013-11-01,30.339997,66.589,0.4436787661347823,0.795871641850983,30.795871641850983
2013-11-04,30.369996,66.68,0.4443399930779915,0.7414052615595246,30.741405261559525
2013-11-05,29.5,65.67,0.4449458558698795,0.280405645025013,30.280405645025013
2013-11-06,29.369996,65.66,0.44550027129168146,0.11844818698819637,30.118448186988196
2013-11-07,29.12999,64.86,0.4459963970645646,0.2026636863923379,30.202663686392338
2013-11-08,29.299988,63.99,0.4462991167206329,0.7413075210467,30.7413075210467
2013-11-11,29.109986,63.94,0.44675779119882925,0.5442928307468584,30.54429283074686
2013-11-12,29.149994,63.72,0.4470329839453051,0.6650522630051583,30.66505226300516
2013-11-13,29.729996,64.17,0.44734859491560264,1.0236366642657764,31.023636664265776
2013-11-14,29.859986,64.68,0.44774987151442613,0.8995243104469139,30.899524310446914
2013-11-15,29.739991,64.84,0.4481197766378919,0.6839046827990884,30.68390468279909
2013-11-18,29.659989,64.39,0.4484400909492792,0.7849315437759117,30.78493154377591
2013-11-19,29.609986,63.9,0.44879086635788396,0.9322496397312143,30.932249639731214
2013-11-20,29.169999,63.34,0.4491178171096674,0.7228764642736643,30.722876464273664
2013-11-21,29.439988,63.68,0.44953075175695106,0.813869728117357,30.813869728117357
2013-11-22,29.559998,63.49,0.44985744214707063,0.9985489980824838,30.998548998082484
2013-11-25,29.549988,63.22,0.45023136064734487,1.0863613798748553,31.086361379874855
2013-11-26,29.589997,63.04,0.4506613444548057,1.1803058455690483,31.18030584556905
2013-11-27,30.589997,63.69,0.45113004804011875,1.8575242403248389,31.85752424032484
2013-11-29,30.12999,63.1,0.45182896371989323,1.6195823892747363,31.619582389274736
2013-12-02,29.599991,62.77,0.4522534741421832,1.2120404280951576,31.212040428095158
2013-12-03,29.489991,62.7,0.4525225149885962,1.1168293102150173,31.116829310215017
2013-12-04,29.409989,62.84,0.45280208753253115,0.9559058194557402,30.95590581945574
2013-12-05,29.419999,62.91,0.453080773766533,0.9166875223474129,30.916687522347413
2013-12-06,29.819993,63.4,0.4534942722058027,1.0684561421521117,31.06845614215211
2013-12-09,30.079987,63.81,0.4539340768329146,1.1144535572917178,31.114453557291718
2013-12-10,29.989991,63.81,0.4543937552358416,0.9951254784009471,30.995125478400947
2013-12-11,29.299988,62.43,0.45480878141681297,0.906275776148366,30.906275776148366
2013-12-12,29.62999,62.01,0.4552464822901561,1.4001556331874205,31.40015563318742
2013-12-13,30.009995,62.26,0.45590529795591733,1.6253311492645892,31.62533114926459
2013-12-16,30.609986,62.33,0.45660716300668897,2.1496615297930752,32.14966152979308
2013-12-17,30.099991,62.66,0.45743043873593076,1.4373997088065806,31.43739970880658
2013-12-18,31.39,63.76,0.45818515084395894,2.1761147821891775,32.176114782189174
2013-12-19,31.26999,62.98,0.45899696359760633,2.362361232622753,32.36236123262275
2013-12-20,31.399994,63.47,0.45984336645630547,2.2137355310182905,32.21373553101829
2013-12-23,31.329987,62.97,0.4606441647250846,2.323223947261422,32.323223947261425
2013-12-24,31.279999,63.08,0.46142431129080563,2.17335344377598,32.17335344377598
2013-12-26,31.329987,63.15,0.4621788025282231,2.1433956203427122,32.143395620342716
2013-12-27,31.299988,63.23,0.4629291471378319,2.0289780264748885,32.02897802647489
2013-12-30,31.429993,63.28,0.4636849318494493,2.0880105125668464,32.088010512566846
2013-12-31,31.569993,63.08,0.46442322610544756,2.2741758972683677,32.274175897268364
2014-01-02,31.26999,62.98,0.4652370942122054,1.9693578065153048,31.969357806515305
2014-01-03,31.339997,63.35,0.46601847647402195,1.8177265153707083,31.81772651537071
2014-01-06,31.01999,63.61,0.4668089581853469,1.3262721698300837,31.326272169830084
2014-01-07,31.109986,63.83,0.46745290382910193,1.2724671485884222,31.272467148588422
2014-01-08,30.819993,63.73,0.4681064572430218,0.9875684799022224,30.987568479902222
2014-01-09,31.0,63.7,0.468672484499474,1.1455627373835036,31.145562737383504
2014-01-10,31.059998,64.46,0.469296929268223,0.8091179393703491,30.80911793937035
2014-01-13,30.579987,64.04,0.4699575864497714,0.4839031637566329,30.483903163756633
2014-01-14,30.939988,64.44,0.470536073369656,0.6186434320593648,30.618643432059365
2014-01-15,31.049988,64.74,0.47113320300791345,0.5488244372676832,30.548824437267683
2014-01-16,31.169999,64.89,0.47168005830659543,0.5626800164850216,30.56268001648502
2014-01-17,30.969986,64.68,0.472199933537125,0.42809429881874905,30.42809429881875
2014-01-21,31.149994,65.13,0.4727242976185137,0.36146049610620423,30.361460496106204
2014-01-22,31.109986,65.3,0.4732256012297452,0.20835423969763767,30.208354239697638
2014-01-23,30.559998,65.27,0.47373283753027684,-0.36054430560116657,29.639455694398833
2014-01-24,30.189988,64.31,0.47388911689218677,-0.2858211073365311,29.71417889266347
2014-01-27,30.329987,63.92,0.47402023470894517,0.03061359740422276,30.030613597404223
2014-01-28,30.729996,64.57,0.47426804015804097,0.10650864699529805,30.106508646995298
2014-01-29,30.539994,64.27,0.4746063830088893,0.037041764018685086,30.037041764018685
2014-01-30,30.76999,65.05,0.4748838075810421,-0.12120168314678637,29.878798316853214
2014-01-31,29.87999,65.25,0.4752008003618729,-1.126862223612207,28.873137776387793
2014-02-03,29.39,64.3,0.4752591392917699,-1.1691626564608022,28.830837343539198
2014-02-04,29.409989,64.97,0.47541129093639595,-1.4774825721376459,28.522517427862354
2014-02-05,29.069993,64.95,0.4755145116868662,-1.814674534061961,28.18532546593804
2014-02-06,29.509995,65.43,0.4754865172397418,-1.601087822996309,28.39891217700369
2014-02-07,29.87999,65.87,0.4753526771344452,-1.431490842845907,28.568509157154093
2014-02-10,30.009995,66.47,0.47530280943157543,-1.5833827429168181,28.416617257083182
2014-02-11,30.189988,66.7,0.47516864377319895,-1.5037605396723706,28.49623946032763
2014-02-12,30.279999,66.74,0.4749588266658984,-1.4187530916820563,28.581246908317944
2014-02-13,30.39,67.0,0.4747997335210673,-1.4215821459115077,28.578417854088492
2014-02-14,30.449997,67.27,0.4746881157411414,-1.4822725459065786,28.51772745409342
2014-02-18,30.509995,67.67,0.47451974704933425,-1.6007562828284527,28.399243717171547
2014-02-19,30.349991,67.65,0.47426488124330746,-1.7340282161097527,28.265971783890247
2014-02-20,30.449997,67.53,0.47401315686276096,-1.5601114829422507,28.43988851705775
2014-02-21,30.179993,67.64,0.473779324119239,-1.8664404834253254,28.133559516574675
2014-02-24,30.209992,67.75,0.4734037063520031,-1.863109105348208,28.136890894651792
2014-02-25,29.919999,67.78,0.4729925007531741,-2.1394327010501435,27.860567298949857
2014-02-26,29.849991,67.97,0.4724685092613221,-2.2636935744920628,27.736306425507937
2014-02-27,29.509995,67.9,0.4717258922262247,-2.520193082160656,27.479806917839344
2014-02-28,29.509995,68.35,0.470951281463707,-2.6795250880443753,27.320474911955625
2014-03-03,29.279999,68.4,0.470212910278168,-2.8825640630266953,27.117435936973305
2014-03-04,29.619996,69.24,0.46942875390842814,-2.8832509206195596,27.11674907938044
2014-03-05,29.819993,69.15,0.46866144411478,-2.5879458605370367,27.412054139462963
2014-03-06,30.159989,68.82,0.4679718544976001,-2.045834026524833,27.954165973475167
2014-03-07,29.789994,68.04,0.46738097510906773,-2.010607546420971,27.98939245357903
2014-03-10,29.669999,67.79,0.4667803205264763,-1.973038928489828,28.026961071510172
2014-03-11,29.599991,68.16,0.46620573455266184,-2.1765918671094298,27.82340813289057
2014-03-12,29.599991,68.31,0.465579370362049,-2.203735789431569,27.79626421056843
2014-03-13,29.779999,68.09,0.46481064742178846,-1.8689579829495777,28.131042017050422
2014-03-14,29.859986,68.11,0.46405853124791663,-1.7470405632956023,28.252959436704398
2014-03-17,29.329987,68.22,0.4631922122577024,-2.26898572022046,27.73101427977954
2014-03-18,29.609986,68.52,0.4623352466967937,-2.069225103664305,27.930774896335695
2014-03-19,29.169999,67.31,0.46132100223310296,-1.881517660310159,28.11848233968984
2014-03-20,29.279999,67.4,0.4602991761583685,-1.744165473074041,28.25583452692596
2014-03-21,29.289994,67.95,0.45931760275449246,-1.9206371071677637,28.079362892832236
2014-03-24,29.229996,67.55,0.4582397526022039,-1.7240992882788717,28.27590071172113
2014-03-25,29.25,67.27,0.457224663615599,-1.507503121421344,28.492496878578656
2014-03-26,28.89,66.52,0.4562485885184089,-1.4596561082445554,28.540343891755445
2014-03-27,28.839997,66.84,0.45529090318691195,-1.5916469690131976,28.408353030986802
2014-03-28,29.179993,67.28,0.45425894259202526,-1.3825486575914603,28.61745134240854
2014-03-31,29.349991,67.67,0.45321099411562393,-1.3187969718042716,28.68120302819573
2014-04-01,29.789994,68.1,0.4522256641831482,-1.0065737308723897,28.99342626912761
2014-04-02,29.469986,68.11,0.45132521832921735,-1.2697746204029947,28.730225379597005
2014-04-03,29.75,67.87,0.45044765559411454,-0.8218823851725574,29.178117614827443
2014-04-04,29.599991,68.14,0.44967391360685466,-1.0407894731710776,28.959210526828922
2014-04-07,29.009995,68.21,0.44889274437362164,-1.6089790937247308,28.39102090627527
2014-04-08,28.549988,68.59,0.44791068686766244,-2.172206012252971,27.82779398774703
2014-04-09,28.669999,68.54,0.4468299145552489,-1.9557233436167607,28.04427665638324
2014-04-10,28.189988,67.93,0.44586355834081504,-2.0975235180915703,27.90247648190843
2014-04-11,27.719986,67.52,0.44480635794231604,-2.3133392882651798,27.68666071173482
2014-04-14,27.89,67.77,0.443686588941702,-2.1786401325791402,27.82135986742086
2014-04-15,27.759995,68.49,0.44256854882696484,-2.551524909158818,27.448475090841182
2014-04-16,27.899994,68.9,0.44136254447176887,-2.509885314104878,27.490114685895122
2014-04-17,27.869996,68.71,0.44014735154971407,-2.3725285249808508,27.62747147501915
2014-04-21,28.199997,69.0,0.43897778118204855,-2.089469901561351,27.91053009843865
2014-04-22,28.449997,69.23,0.437990315100887,-1.8720725144344073,28.127927485565593
2014-04-23,28.599991,69.02,0.4370382640716498,-1.5643899862252688,28.43561001377473
2014-04-24,28.739991,69.25,0.43608367730395553,-1.4588036532989221,28.541196346701078
2014-04-25,29.51999,69.01,0.4351091239114085,-0.5068906411263008,29.4931093588737
2014-04-28,29.809998,69.37,0.434379219238909,-0.322888438603119,29.67711156139688
2014-04-29,29.919999,69.41,0.43370388969745377,-0.18338798390026412,29.816612016099736
2014-04-30,29.849991,69.72,0.43328381426307516,-0.35855653042160185,29.641443469578398
2014-05-01,29.929993,70.26,0.4328377568843114,-0.48118779869172457,29.518812201308275
2014-05-02,29.939988,70.23,0.43241392776224075,-0.42844214674217085,29.57155785325783
